"plh0036","year","migback","n","percent","lower_confidence","upper_confidence"
"No worries","1998","no migration background","776","0.0727482979304702","0.0679491651427844","0.0775474307181561"
"Some worries","1998","direct migration background","1425","0.575556158845427","0.555802637704537","0.595309679986317"
"Some worries","1998","indirect migration background","358","0.582330496987516","0.542967279913726","0.621693714061306"
"Some worries","1998","no migration background","6746","0.585477395741934","0.576374455245883","0.594580336237986"
"Big worries","1999","direct migration background","453","0.223486431141479","0.206118341224787","0.240854521058172"
"Big worries","1999","indirect migration background","137","0.257829967262444","0.22297306347639","0.292686871048498"
"Big worries","1999","no migration background","2470","0.234820703500205","0.22686232689283","0.24277908010758"
"No worries","1999","direct migration background","402","0.160334503313234","0.145037068776165","0.175631937850303"
"No worries","1999","indirect migration background","119","0.149675298166987","0.121247850584183","0.178102745749791"
"No worries","1999","no migration background","1298","0.117412459013404","0.11136865076102","0.123456267265788"
"Some worries","1999","direct migration background","1355","0.616179065545287","0.595903650505923","0.636454480584651"
"Some worries","1999","indirect migration background","349","0.592494734570569","0.553340452641098","0.63164901650004"
"Some worries","1999","no migration background","7130","0.647766837486391","0.638798763851095","0.656734911121687"
"Big worries","2000","direct migration background","712","0.225205297636911","0.210979207715745","0.239431387558076"
"Big worries","2000","indirect migration background","218","0.283545501593","0.252752369771265","0.314338633414735"
"Big worries","2000","no migration background","5390","0.27567967262037","0.269475031955104","0.281884313285635"
"No worries","2000","direct migration background","744","0.216252390001444","0.202231631798695","0.230273148204193"
"No worries","2000","indirect migration background","182","0.187990497895098","0.1612975414295","0.214683454360696"
"No worries","2000","no migration background","2594","0.133567122419801","0.128843597916526","0.138290646923075"
"Some worries","2000","direct migration background","1856","0.558542312361645","0.541631070205308","0.575453554517982"
"Some worries","2000","indirect migration background","423","0.528464000511902","0.494359373455298","0.562568627568506"
"Some worries","2000","no migration background","11941","0.59075320495983","0.583925973720788","0.597580436198872"
"Big worries","2001","direct migration background","599","0.217477460163988","0.202514682612442","0.232440237715534"
"Big worries","2001","indirect migration background","196","0.261389803704326","0.230354592940894","0.292425014467759"
"Big worries","2001","no migration background","4659","0.258477952482014","0.252117177281245","0.264838727682783"
"No worries","2001","direct migration background","659","0.222009962232712","0.206935913509466","0.237084010955958"
"No worries","2001","indirect migration background","161","0.176075802388241","0.149173082152219","0.202978522624264"
"No worries","2001","no migration background","2449","0.136260678463048","0.131276278549783","0.141245078376312"
"Some worries","2001","direct migration background","1662","0.5605125776033","0.5425105023934","0.578514652813199"
"Some worries","2001","indirect migration background","413","0.562534393907432","0.527495593767054","0.597573194047811"
"Some worries","2001","no migration background","11090","0.605261369054939","0.598159665267852","0.612363072842025"
"Big worries","2002","direct migration background","563","0.217594337173716","0.202289448638981","0.232899225708452"
"Big worries","2002","indirect migration background","175","0.244624243756107","0.214379598187952","0.274868889324262"
"Big worries","2002","no migration background","4451","0.237952326582154","0.231969105644655","0.243935547519653"
"No worries","2002","direct migration background","583","0.215113248793763","0.19987175748147","0.230354740106055"
"No worries","2002","indirect migration background","163","0.19779109792525","0.169764890012312","0.225817305838188"
"No worries","2002","no migration background","2935","0.149339003846582","0.144331008960823","0.15434699873234"
"Some worries","2002","direct migration background","1646","0.567292414032521","0.548914715350185","0.585670112714856"
"Some worries","2002","indirect migration background","438","0.557584658318643","0.522639442448058","0.592529874189227"
"Some worries","2002","no migration background","12072","0.612708669571264","0.605864119705209","0.61955321943732"
"Big worries","2003","direct migration background","558","0.227106964984684","0.211046052229472","0.243167877739895"
"Big worries","2003","indirect migration background","170","0.229580943541325","0.200085563209823","0.259076323872827"
"Big worries","2003","no migration background","4442","0.252972440915537","0.246753270727615","0.25919161110346"
"No worries","2003","direct migration background","477","0.184511086915662","0.169640929585469","0.199381244245855"
"No worries","2003","indirect migration background","146","0.173704571487711","0.147134307264989","0.200274835710434"
"No worries","2003","no migration background","2596","0.133151681961798","0.128291277535685","0.138012086387911"
"Some worries","2003","direct migration background","1579","0.588381948099654","0.569516280605017","0.607247615594291"
"Some worries","2003","indirect migration background","465","0.596714484970964","0.562310228540834","0.631118741401093"
"Some worries","2003","no migration background","11731","0.613875877122665","0.606910714270776","0.620841039974554"
"Big worries","2004","direct migration background","536","0.221136179213145","0.20492303859375","0.23734931983254"
"Big worries","2004","indirect migration background","176","0.222148255571938","0.193288755809131","0.251007755334745"
"Big worries","2004","no migration background","4164","0.239601803295183","0.233411106953139","0.245792499637228"
"No worries","2004","direct migration background","491","0.201752537132397","0.186074750156343","0.21743032410845"
"No worries","2004","indirect migration background","160","0.201564119926804","0.173712813843917","0.229415426009691"
"No worries","2004","no migration background","2831","0.150319526287386","0.145136189357185","0.155502863217586"
"Some worries","2004","direct migration background","1490","0.577111283654458","0.557811638915034","0.596410928393882"
"Some worries","2004","indirect migration background","461","0.576287624501258","0.541981303147953","0.610593945854563"
"Some worries","2004","no migration background","11267","0.610078670417431","0.60300482868424","0.617152512150621"
"Big worries","2005","direct migration background","587","0.261377641385195","0.243665551919688","0.279089730850702"
"Big worries","2005","indirect migration background","200","0.218375511364671","0.190080675016491","0.246670347712851"
"Big worries","2005","no migration background","4847","0.291025894291873","0.284296163964793","0.297755624618954"
"No worries","2005","direct migration background","412","0.17316515873943","0.157911852244052","0.188418465234808"
"No worries","2005","indirect migration background","176","0.204885961112851","0.177243484449152","0.232528437776551"
"No worries","2005","no migration background","2408","0.132397196892261","0.127375892755984","0.137418501028538"
"Some worries","2005","direct migration background","1365","0.565457199875375","0.545475128620075","0.585439271130675"
"Some worries","2005","indirect migration background","443","0.576738527522478","0.542900893296851","0.610576161748105"
"Some worries","2005","no migration background","10246","0.576576908815866","0.569256546940593","0.583897270691138"
"Big worries","2006","direct migration background","627","0.266058691118115","0.248252947653119","0.283864434583111"
"Big worries","2006","indirect migration background","209","0.268370041222596","0.23774104082954","0.298999041615653"
"Big worries","2006","no migration background","4928","0.269237973581406","0.262886118708672","0.275589828454141"
"No worries","2006","direct migration background","370","0.163133923025518","0.148245769353372","0.178022076697664"
"No worries","2006","indirect migration background","147","0.197634570549207","0.17010891771384","0.225160223384574"
"No worries","2006","no migration background","2483","0.134310627259696","0.129427695485869","0.139193559033523"
"Some worries","2006","direct migration background","1369","0.570807385856367","0.550863414915943","0.59075135679679"
"Some worries","2006","indirect migration background","448","0.533995388228196","0.499514064720119","0.568476711736274"
"Some worries","2006","no migration background","11322","0.596451399158898","0.589425856449832","0.603476941867963"
"Big worries","2007","direct migration background","688","0.321132815823784","0.301229274670044","0.341036356977524"
"Big worries","2007","indirect migration background","289","0.37073472811842","0.336903658631891","0.40456579760495"
"Big worries","2007","no migration background","6446","0.37807311578237","0.370907997556903","0.385238234007836"
"No worries","2007","direct migration background","265","0.124406723240558","0.110337544916082","0.138475901565034"
"No worries","2007","indirect migration background","126","0.162679376600146","0.136828257187001","0.188530496013291"
"No worries","2007","no migration background","1857","0.107602013706207","0.103023175610239","0.112180851802176"
"Some worries","2007","direct migration background","1161","0.554460460935658","0.5332732389933","0.575647682878016"
"Some worries","2007","indirect migration background","368","0.466585895281434","0.431642487152695","0.501529303410173"
"Some worries","2007","no migration background","9291","0.514324870511423","0.506939751604451","0.521709989418395"
"Big worries","2008","direct migration background","508","0.275024910817313","0.254994369544645","0.295055452089981"
"Big worries","2008","indirect migration background","222","0.303018327870152","0.270537278711298","0.335499377029006"
"Big worries","2008","no migration background","4574","0.288000923759889","0.281129073218127","0.29487277430165"
"No worries","2008","direct migration background","291","0.163168193510635","0.146592108368747","0.179744278652523"
"No worries","2008","indirect migration background","141","0.191292241223766","0.163493226487909","0.219091255959622"
"No worries","2008","no migration background","2194","0.132312440672551","0.127170594550996","0.137454286794106"
"Some worries","2008","direct migration background","1110","0.561806895672052","0.539549649511357","0.584064141832747"
"Some worries","2008","indirect migration background","406","0.505689430906082","0.470352664326552","0.541026197485612"
"Some worries","2008","no migration background","9913","0.57968663556756","0.572195971971478","0.587177299163642"
"Big worries","2009","direct migration background","451","0.266293740681669","0.245030197267811","0.287557284095527"
"Big worries","2009","indirect migration background","181","0.234653726571346","0.203503873360017","0.265803579782675"
"Big worries","2009","no migration background","4096","0.267440341077186","0.260511423075447","0.274369259078926"
"No worries","2009","direct migration background","217","0.133417873192547","0.117060787932881","0.149774958452213"
"No worries","2009","indirect migration background","117","0.1521164150216","0.125718511018183","0.178514319025017"
"No worries","2009","no migration background","2148","0.140524043873216","0.135083746379495","0.145964341366936"
"Some worries","2009","direct migration background","992","0.600288386125784","0.576724473641511","0.623852298610057"
"Some worries","2009","indirect migration background","413","0.613229858407054","0.577432464823461","0.649027251990647"
"Some worries","2009","no migration background","9432","0.592035615049598","0.584342264779943","0.599728965319253"
"Big worries","2010","direct migration background","828","0.30940799381031","0.292540454899347","0.326275532721273"
"Big worries","2010","indirect migration background","348","0.288488383610979","0.262291885522178","0.31468488169978"
"Big worries","2010","no migration background","5791","0.302474441682841","0.296100283808407","0.308848599557275"
"No worries","2010","direct migration background","407","0.118460344604275","0.106668476716293","0.130252212492258"
"No worries","2010","indirect migration background","157","0.136244036383852","0.116408572713375","0.156079500054328"
"No worries","2010","no migration background","2385","0.121593531111239","0.117058279259768","0.126128782962709"
"Some worries","2010","direct migration background","1650","0.572131661585414","0.554077461607336","0.590185861563493"
"Some worries","2010","indirect migration background","644","0.575267580005169","0.546686362006221","0.603848798004118"
"Some worries","2010","no migration background","11772","0.57593202720592","0.569073959579135","0.582790094832705"
"Big worries","2011","direct migration background","546","0.267469251786656","0.247972361095703","0.286966142477609"
"Big worries","2011","indirect migration background","240","0.292829484726007","0.261137095987541","0.324521873464474"
"Big worries","2011","no migration background","5474","0.312849501366643","0.306043715742935","0.31965528699035"
"No worries","2011","direct migration background","252","0.124801387859763","0.110244165577972","0.139358610141554"
"No worries","2011","indirect migration background","113","0.163552788159562","0.137793506654837","0.189312069664287"
"No worries","2011","no migration background","2075","0.116315417409906","0.111609417881502","0.121021416938311"
"Some worries","2011","direct migration background","1182","0.607729360353581","0.586223168941249","0.629235551765914"
"Some worries","2011","indirect migration background","439","0.543617727114431","0.50892833504641","0.578307119182451"
"Some worries","2011","no migration background","10280","0.570835081223451","0.563569806629714","0.578100355817188"
"Big worries","2012","direct migration background","525","0.268733908686939","0.248971898613866","0.288495918760013"
"Big worries","2012","indirect migration background","202","0.249657662531523","0.219552566578958","0.279762758484088"
"Big worries","2012","no migration background","4966","0.279843977689693","0.273240893967041","0.286447061412345"
"No worries","2012","direct migration background","265","0.130526076045008","0.115508180269591","0.145543971820426"
"No worries","2012","indirect migration background","129","0.177673626030437","0.151086497669382","0.204260754391492"
"No worries","2012","no migration background","2249","0.127054817020343","0.122156300502929","0.131953333537758"
"Some worries","2012","direct migration background","1143","0.600740015268052","0.578907521868062","0.622572508668042"
"Some worries","2012","indirect migration background","463","0.57266871143804","0.538259722334968","0.607077700541111"
"Some worries","2012","no migration background","10541","0.593101205289963","0.585875452024106","0.600326958555821"
"Big worries","2013","direct migration background","429","0.265473170484634","0.244338488868944","0.286607852100325"
"Big worries","2013","indirect migration background","208","0.264973833664958","0.232580457023275","0.297367210306642"
"Big worries","2013","no migration background","4307","0.261530512656615","0.25482090774927","0.268240117563961"
"No worries","2013","direct migration background","287","0.166715399806654","0.14887658089941","0.184554218713898"
"No worries","2013","indirect migration background","125","0.211479595606291","0.181505642073077","0.241453549139505"
"No worries","2013","no migration background","2362","0.143887524695853","0.138528984770485","0.149246064621221"
"Some worries","2013","direct migration background","961","0.567811429708712","0.544102046093622","0.591520813323801"
"Some worries","2013","indirect migration background","380","0.523546570728751","0.486886675934883","0.560206465522619"
"Some worries","2013","no migration background","9811","0.594581962647531","0.587086009111598","0.602077916183464"
"Big worries","2014","direct migration background","1326","0.260608975921835","0.24854259331689","0.272675358526781"
"Big worries","2014","indirect migration background","514","0.258441588629003","0.238155570726515","0.278727606531492"
"Big worries","2014","no migration background","5435","0.267962988120242","0.261856818557443","0.27406915768304"
"No worries","2014","direct migration background","944","0.184792786918841","0.174123833117241","0.19546174072044"
"No worries","2014","indirect migration background","321","0.196578627690316","0.178163159681272","0.21499409569936"
"No worries","2014","no migration background","2847","0.144383628450303","0.139537851129188","0.149229405771417"
"Some worries","2014","direct migration background","2814","0.554598237159324","0.540936355211863","0.568260119106786"
"Some worries","2014","indirect migration background","954","0.544979783680681","0.521904424854285","0.568055142507077"
"Some worries","2014","no migration background","11928","0.587653383429456","0.580866712801473","0.594440054057439"
"Big worries","2015","direct migration background","1005","0.257266911223114","0.244187831529947","0.27034599091628"
"Big worries","2015","indirect migration background","445","0.265100817478618","0.243633662373284","0.286567972583952"
"Big worries","2015","no migration background","4968","0.263546846884139","0.257296672904051","0.269797020864227"
"No worries","2015","direct migration background","834","0.179666219843624","0.168179465145606","0.191152974541642"
"No worries","2015","indirect migration background","289","0.199754454087844","0.180309140676498","0.219199767499189"
"No worries","2015","no migration background","2712","0.141638035431278","0.136691332717616","0.146584738144939"
"Some worries","2015","direct migration background","2452","0.563066868933262","0.548226103213613","0.577907634652911"
"Some worries","2015","indirect migration background","890","0.535144728433538","0.510887030454321","0.559402426412756"
"Some worries","2015","no migration background","11406","0.594815117684584","0.587850324147097","0.601779911222071"
"Big worries","2016","direct migration background","1279","0.270525463700892","0.257918861618841","0.283132065782943"
"Big worries","2016","indirect migration background","451","0.257711913179349","0.235888703734668","0.27953512262403"
"Big worries","2016","no migration background","5106","0.284390222746179","0.277776887643436","0.291003557848921"
"No worries","2016","direct migration background","833","0.176801488226601","0.165975086252746","0.187627890200456"
"No worries","2016","indirect migration background","281","0.211258675046533","0.190891082344325","0.231626267748741"
"No worries","2016","no migration background","2385","0.139434218578952","0.134356112299107","0.144512324858797"
"Some worries","2016","direct migration background","2658","0.552673048072507","0.538562769842271","0.566783326302743"
"Some worries","2016","indirect migration background","811","0.531029411774118","0.506129533780154","0.555929289768083"
"Some worries","2016","no migration background","10384","0.576175558674869","0.568931274459262","0.583419842890476"
"Big worries","2017","direct migration background","1391","0.306130576000376","0.292843624494766","0.319417527505986"
"Big worries","2017","indirect migration background","566","0.310241045523582","0.288289915669407","0.332192175377756"
"Big worries","2017","no migration background","6853","0.339019513904407","0.332497178110197","0.345541849698617"
"No worries","2017","direct migration background","759","0.162537496749624","0.1519011474953","0.173173846003948"
"No worries","2017","indirect migration background","262","0.155641790275904","0.138439548330222","0.172844032221586"
"No worries","2017","no migration background","2190","0.113902348218114","0.109525075370038","0.118279621066191"
"Some worries","2017","direct migration background","2472","0.53133192725","0.516945638878463","0.545718215621538"
"Some worries","2017","indirect migration background","878","0.534117164200514","0.510446240800734","0.557788087600295"
"Some worries","2017","no migration background","11192","0.547078137877479","0.540219579986131","0.553936695768826"
"Big worries","2018","direct migration background","1125","0.271764893700864","0.258630529682426","0.284899257719302"
"Big worries","2018","indirect migration background","516","0.295678197783499","0.274048758894482","0.317307636672517"
"Big worries","2018","no migration background","6250","0.318078166813642","0.311556069552077","0.324600264075207"
"No worries","2018","direct migration background","822","0.165362563642908","0.154394143080195","0.176330984205622"
"No worries","2018","indirect migration background","267","0.163791338707157","0.146250399924946","0.181332277489367"
"No worries","2018","no migration background","2388","0.121267723322996","0.11669627363067","0.125839173015322"
"Some worries","2018","direct migration background","2460","0.562872542656228","0.548227668601514","0.577517416710941"
"Some worries","2018","indirect migration background","927","0.540530463509344","0.516909996249527","0.564150930769161"
"Some worries","2018","no migration background","10950","0.560654109863362","0.55370380535427","0.567604414372453"
"Big worries","2019","direct migration background","1525","0.401517219183175","0.385986313683634","0.417048124682716"
"Big worries","2019","indirect migration background","791","0.427139922343974","0.40363248457053","0.450647360117418"
"Big worries","2019","no migration background","9596","0.465988735784192","0.459115189386153","0.472862282182232"
"No worries","2019","direct migration background","430","0.111096739501199","0.10114046719446","0.121053011807938"
"No worries","2019","indirect migration background","168","0.137977405171353","0.121588148922037","0.154366661420669"
"No worries","2019","no migration background","1356","0.0720178624878221","0.0684557480126536","0.0755799769629907"
"Some worries","2019","direct migration background","1872","0.487386041315626","0.471549854464173","0.503222228167079"
"Some worries","2019","indirect migration background","742","0.434882672484672","0.411323973774676","0.458441371194668"
"Some worries","2019","no migration background","9281","0.461993401727985","0.455123830392414","0.468862973063556"
