"plh0036","year","e11102","regtyp","n","percent","lower_confidence","upper_confidence"
"Some worries","1986","Employed","Rural Area","665","0.498847370669516","0.472215135983663","0.525479605355368"
"Some worries","1986","Employed","Urban Area","2470","0.458944915002512","0.445488597351816","0.472401232653208"
"Some worries","1986","Not Employed","Rural Area","369","0.445283455243848","0.410951068987527","0.47961584150017"
"Some worries","1986","Not Employed","Urban Area","1418","0.468053604112758","0.450423045406985","0.485684162818532"
"Big worries","1987","Employed","Rural Area","762","0.581799219666372","0.555746077608575","0.60785236172417"
"Big worries","1987","Employed","Urban Area","2964","0.613378287155751","0.600235564364474","0.626521009947029"
"Big worries","1987","Not Employed","Rural Area","396","0.519739244883018","0.484101852368457","0.555376637397578"
"Big worries","1987","Not Employed","Urban Area","1586","0.555049664798314","0.537212905036862","0.572886424559766"
"No worries","1987","Employed","Rural Area","96","0.0387102197671399","0.0285214651732304","0.0488989743610494"
"No worries","1987","Employed","Urban Area","342","0.0390948983593971","0.0338639754213327","0.0443258212974614"
"No worries","1987","Not Employed","Rural Area","74","0.0990904308890163","0.0777780939483194","0.120402767829713"
"No worries","1987","Not Employed","Urban Area","245","0.066890811990621","0.0579238828403479","0.0758577411408942"
"Some worries","1987","Employed","Rural Area","519","0.379490560566488","0.353860135661977","0.405120985470999"
"Some worries","1987","Employed","Urban Area","1968","0.347526814484851","0.33467532331356","0.360378305656143"
"Some worries","1987","Not Employed","Rural Area","285","0.381170324227966","0.346526986953411","0.415813661502521"
"Some worries","1987","Not Employed","Urban Area","1151","0.378059523211065","0.360655535268983","0.395463511153147"
"Big worries","1988","Employed","Rural Area","720","0.545727123911766","0.518754422739605","0.572699825083928"
"Big worries","1988","Employed","Urban Area","2708","0.58964207235014","0.576122023577535","0.603162121122744"
"Big worries","1988","Not Employed","Rural Area","339","0.478583771336518","0.441364634270347","0.51580290840269"
"Big worries","1988","Not Employed","Urban Area","1493","0.550081151731354","0.531749056988141","0.568413246474566"
"No worries","1988","Employed","Rural Area","64","0.0367986099980535","0.0265997289811243","0.0469974910149828"
"No worries","1988","Employed","Urban Area","329","0.039813207244349","0.034439251833091","0.0451871626556071"
"No worries","1988","Not Employed","Rural Area","69","0.0878620345601744","0.0667696375166935","0.108954431603655"
"No worries","1988","Not Employed","Urban Area","229","0.0664579770464771","0.0572794685952657","0.0756364854976886"
"Some worries","1988","Employed","Rural Area","525","0.41747426609018","0.390759542774903","0.444188989405458"
"Some worries","1988","Employed","Urban Area","2048","0.370544720405512","0.357270611771599","0.383818829039424"
"Some worries","1988","Not Employed","Rural Area","284","0.433554194103307","0.396631284036695","0.47047710416992"
"Some worries","1988","Not Employed","Urban Area","1107","0.383460871222169","0.365543575289586","0.401378167154753"
"Big worries","1989","Employed","Rural Area","745","0.622594674668684","0.595570927537339","0.649618421800028"
"Big worries","1989","Employed","Urban Area","2976","0.652517837213543","0.639294159011088","0.665741515415998"
"Big worries","1989","Not Employed","Rural Area","394","0.58714876824525","0.549643699512538","0.624653836977961"
"Big worries","1989","Not Employed","Urban Area","1541","0.598443125256763","0.58006449041208","0.616821760101446"
"No worries","1989","Employed","Rural Area","70","0.0407555912712059","0.0297326601680625","0.0517785223743493"
"No worries","1989","Employed","Urban Area","298","0.034669626835969","0.0295891744059844","0.0397500792659535"
"No worries","1989","Not Employed","Rural Area","55","0.0834534711353937","0.062385701669505","0.104521240601282"
"No worries","1989","Not Employed","Urban Area","197","0.0530582748913071","0.044654653758081","0.0614618960245332"
"Some worries","1989","Employed","Rural Area","421","0.336649734060111","0.310304658573196","0.362994809547026"
"Some worries","1989","Employed","Urban Area","1707","0.312812535950488","0.299936875688271","0.325688196212706"
"Some worries","1989","Not Employed","Rural Area","213","0.329397760619357","0.293595379022459","0.365200142216254"
"Some worries","1989","Not Employed","Urban Area","995","0.34849859985193","0.330634280629204","0.366362919074656"
"Big worries","1990","Employed","Rural Area","769","0.63276107385619","0.605897890721764","0.659624256990616"
"Big worries","1990","Employed","Urban Area","3009","0.664736456668638","0.651498110866347","0.677974802470929"
"Big worries","1990","Not Employed","Rural Area","362","0.535641718466536","0.497564152539587","0.573719284393485"
"Big worries","1990","Not Employed","Urban Area","1476","0.572916841274497","0.554087061330494","0.5917466212185"
"No worries","1990","Employed","Rural Area","46","0.0281665525902696","0.0189466568533016","0.0373864483272376"
"No worries","1990","Employed","Urban Area","243","0.0318272453540693","0.0269046769304932","0.0367498137776455"
"No worries","1990","Not Employed","Rural Area","53","0.0886325490581358","0.0669330973447999","0.110332000771472"
"No worries","1990","Not Employed","Urban Area","232","0.0788477724270054","0.0685888051474529","0.089106739706558"
"Some worries","1990","Employed","Rural Area","422","0.33907237355354","0.312691668572082","0.365453078534999"
"Some worries","1990","Employed","Urban Area","1633","0.303436297977293","0.290544010162444","0.316328585792141"
"Some worries","1990","Not Employed","Rural Area","244","0.375725732475328","0.338748996654454","0.412702468296202"
"Some worries","1990","Not Employed","Urban Area","943","0.348235386298497","0.330100072857143","0.366370699739852"
"Big worries","1991","Employed","Rural Area","673","0.551989573383964","0.524661184234467","0.57931796253346"
"Big worries","1991","Employed","Urban Area","2452","0.548665651745537","0.534716713489465","0.562614590001609"
"Big worries","1991","Not Employed","Rural Area","283","0.409661708216622","0.372228720671551","0.447094695761694"
"Big worries","1991","Not Employed","Urban Area","1241","0.502277393952682","0.482987955354304","0.52156683255106"
"No worries","1991","Employed","Rural Area","71","0.0414025443758262","0.030454509127716","0.0523505796239363"
"No worries","1991","Employed","Urban Area","304","0.0408516263647949","0.0353029979023912","0.0464002548271986"
"No worries","1991","Not Employed","Rural Area","71","0.109093785935586","0.0853632619589831","0.132824309912188"
"No worries","1991","Not Employed","Urban Area","225","0.0711462534038845","0.0612287176512312","0.0810637891565378"
"Some worries","1991","Employed","Rural Area","528","0.40660788224021","0.379614126198296","0.433601638282124"
"Some worries","1991","Employed","Urban Area","2133","0.410482721889668","0.396693689800536","0.4242717539788"
"Some worries","1991","Not Employed","Rural Area","309","0.481244505847792","0.443211944567421","0.519277067128163"
"Some worries","1991","Not Employed","Urban Area","1115","0.426576352643433","0.40749582956322","0.445656875723646"
"Big worries","1992","Employed","Rural Area","1690","0.557089292286749","0.539532465421979","0.574646119151519"
"Big worries","1992","Employed","Urban Area","3426","0.618757443114648","0.606355845763014","0.631159040466281"
"Big worries","1992","Not Employed","Rural Area","693","0.507018575410559","0.480139593585774","0.533897557235343"
"Big worries","1992","Not Employed","Urban Area","1586","0.569256600817855","0.551156019638354","0.587357181997357"
"No worries","1992","Employed","Rural Area","102","0.033254584754841","0.026917239671241","0.0395919298384409"
"No worries","1992","Employed","Urban Area","249","0.0280656474839607","0.0238484618239604","0.032282833143961"
"No worries","1992","Not Employed","Rural Area","68","0.0554544236952271","0.0431498900570373","0.067758957333417"
"No worries","1992","Not Employed","Urban Area","197","0.0656260858773495","0.0565744355094532","0.0746777362452458"
"Some worries","1992","Employed","Rural Area","1283","0.40965612295841","0.392274601545692","0.427037644371128"
"Some worries","1992","Employed","Urban Area","2217","0.353176909401392","0.34097281297492","0.365381005827863"
"Some worries","1992","Not Employed","Rural Area","568","0.437527000894214","0.410856027259603","0.464197974528825"
"Some worries","1992","Not Employed","Urban Area","1092","0.365117313304795","0.347518145914009","0.382716480695581"
"Big worries","1993","Employed","Rural Area","1358","0.485160912356031","0.466939676583286","0.503382148128777"
"Big worries","1993","Employed","Urban Area","3003","0.53519427273574","0.522351750995429","0.548036794476051"
"Big worries","1993","Not Employed","Rural Area","693","0.458821509978633","0.433443199283026","0.484199820674239"
"Big worries","1993","Not Employed","Urban Area","1423","0.495224909611331","0.4770779225529","0.513371896669762"
"No worries","1993","Employed","Rural Area","99","0.0310037168449301","0.0246844440141922","0.0373229896756681"
"No worries","1993","Employed","Urban Area","248","0.0314540162912828","0.0269597684181974","0.0359482641643682"
"No worries","1993","Not Employed","Rural Area","74","0.0533614080757655","0.0419148133916786","0.0648080027598524"
"No worries","1993","Not Employed","Urban Area","193","0.0653644288963143","0.0563933181171998","0.0743355396754288"
"Some worries","1993","Employed","Rural Area","1433","0.483835370799039","0.465615634074125","0.502055107523953"
"Some worries","1993","Employed","Urban Area","2543","0.433351710972977","0.420592145219926","0.446111276726028"
"Some worries","1993","Not Employed","Rural Area","714","0.487817081945602","0.462359824836338","0.513274339054866"
"Some worries","1993","Not Employed","Urban Area","1300","0.439410661492355","0.4213965833134","0.457424739671311"
"Big worries","1994","Employed","Rural Area","983","0.364423352151008","0.346578130132751","0.382268574169264"
"Big worries","1994","Employed","Urban Area","2266","0.430634367761103","0.417574166857157","0.44369456866505"
"Big worries","1994","Not Employed","Rural Area","504","0.319530420404766","0.29587783332984","0.343183007479691"
"Big worries","1994","Not Employed","Urban Area","1164","0.385289907597519","0.36801002242442","0.402569792770619"
"No worries","1994","Employed","Rural Area","169","0.0578410195152083","0.0491850651960473","0.0664969738343693"
"No worries","1994","Employed","Urban Area","316","0.0460920859473961","0.0405615617432516","0.0516226101515406"
"No worries","1994","Not Employed","Rural Area","97","0.0754602091836866","0.0620622085749007","0.0888582097924724"
"No worries","1994","Not Employed","Urban Area","263","0.0796970222509013","0.0700809365541611","0.0893131079476414"
"Some worries","1994","Employed","Rural Area","1642","0.577735628333784","0.55942127092226","0.596049985745308"
"Some worries","1994","Employed","Urban Area","2940","0.5232735462915","0.510100115150819","0.536446977432182"
"Some worries","1994","Not Employed","Rural Area","892","0.605009370411548","0.580212741989722","0.629805998833374"
"Some worries","1994","Not Employed","Urban Area","1620","0.535013070151579","0.517303238508861","0.552722901794298"
"Big worries","1995","Employed","Rural Area","1119","0.412086975887033","0.394094946510513","0.430079005263552"
"Big worries","1995","Employed","Urban Area","2480","0.466502638434157","0.453431830644574","0.479573446223741"
"Big worries","1995","Not Employed","Rural Area","643","0.409211138692923","0.38483536132819","0.433586916057655"
"Big worries","1995","Not Employed","Urban Area","1406","0.438449231770638","0.421315992003123","0.455582471538154"
"No worries","1995","Employed","Rural Area","139","0.0475205533884833","0.0397438109125932","0.0552972958643734"
"No worries","1995","Employed","Urban Area","312","0.0472857878146975","0.0417247496627858","0.0528468259666093"
"No worries","1995","Not Employed","Rural Area","98","0.0672555295745218","0.0548386078915249","0.0796724512575187"
"No worries","1995","Not Employed","Urban Area","233","0.0692077023746738","0.0604439735843529","0.0779714311649947"
"Some worries","1995","Employed","Rural Area","1617","0.540392470724484","0.522175448903858","0.55860949254511"
"Some worries","1995","Employed","Urban Area","2804","0.486211573751145","0.473116316243884","0.499306831258406"
"Some worries","1995","Not Employed","Rural Area","822","0.523533331732556","0.49877296728352","0.548293696181591"
"Some worries","1995","Not Employed","Urban Area","1583","0.492343065854688","0.475080537809579","0.509605593899797"
"Big worries","1996","Employed","Rural Area","952","0.338569334094697","0.321301369279928","0.355837298909467"
"Big worries","1996","Employed","Urban Area","2058","0.389444846218985","0.376607918880699","0.402281773557271"
"Big worries","1996","Not Employed","Rural Area","556","0.368329374851749","0.344175754991144","0.392482994712354"
"Big worries","1996","Not Employed","Urban Area","1141","0.381353246709899","0.364274242031088","0.39843225138871"
"No worries","1996","Employed","Rural Area","184","0.0610011875078608","0.0522679182838605","0.0697344567318609"
"No worries","1996","Employed","Urban Area","405","0.0606368062095263","0.0543538999399116","0.0669197124791411"
"No worries","1996","Not Employed","Rural Area","126","0.0851670401154617","0.0711896725199878","0.0991444077109355"
"No worries","1996","Not Employed","Urban Area","280","0.0789362571423556","0.0694551168513649","0.0884173974333464"
"Some worries","1996","Employed","Rural Area","1749","0.600429478397442","0.582556254097985","0.618302702696899"
"Some worries","1996","Employed","Urban Area","3080","0.549918347571489","0.536821390281041","0.563015304861937"
"Some worries","1996","Not Employed","Rural Area","850","0.546503585032789","0.521574740733901","0.571432429331677"
"Some worries","1996","Not Employed","Urban Area","1686","0.539710496147745","0.52218487447488","0.55723611782061"
"Big worries","1997","Employed","Rural Area","841","0.306814480303989","0.289689889519513","0.323939071088465"
"Big worries","1997","Employed","Urban Area","1894","0.372581023239143","0.359633805301546","0.38552824117674"
"Big worries","1997","Not Employed","Rural Area","539","0.356804838029366","0.333040080298423","0.380569595760309"
"Big worries","1997","Not Employed","Urban Area","1083","0.34976888549543","0.33313604248584","0.36640172850502"
"No worries","1997","Employed","Rural Area","215","0.0741508386713709","0.064421446988609","0.0838802303541327"
"No worries","1997","Employed","Urban Area","444","0.0718119827747128","0.0648983914250685","0.078725574124357"
"No worries","1997","Not Employed","Rural Area","149","0.0948225410655162","0.0802890717036437","0.109356010427389"
"No worries","1997","Not Employed","Urban Area","342","0.0961955553553506","0.0859116808644936","0.106479429846208"
"Some worries","1997","Employed","Rural Area","1730","0.61903468102464","0.601002106064847","0.637067255984433"
"Some worries","1997","Employed","Urban Area","3019","0.555606993986144","0.542300773133149","0.568913214839138"
"Some worries","1997","Not Employed","Rural Area","873","0.548372620905118","0.523685260781873","0.573059981028363"
"Some worries","1997","Not Employed","Urban Area","1733","0.554035559149219","0.536699077521761","0.571372040776678"
"Big worries","1998","Employed","Rural Area","866","0.291919220561196","0.275805267332022","0.30803317379037"
"Big worries","1998","Employed","Urban Area","1890","0.338240674902728","0.326062787996735","0.35041856180872"
"Big worries","1998","Not Employed","Rural Area","616","0.351877756411167","0.329865059777977","0.373890453044358"
"Big worries","1998","Not Employed","Urban Area","1205","0.351395878488508","0.335790050080899","0.367001706896117"
"No worries","1998","Employed","Rural Area","229","0.0736468297181578","0.0643893093810372","0.0829043500552784"
"No worries","1998","Employed","Urban Area","444","0.0737103971758702","0.0669845537052653","0.080436240646475"
"No worries","1998","Not Employed","Rural Area","148","0.091835609869623","0.0785238133774776","0.105147406361769"
"No worries","1998","Not Employed","Urban Area","332","0.0858640257133386","0.076705835341938","0.0950222160847392"
"Some worries","1998","Employed","Rural Area","1963","0.634433949720646","0.617365051603605","0.651502847837688"
"Some worries","1998","Employed","Urban Area","3464","0.588048927921402","0.57538003879145","0.600717817051354"
"Some worries","1998","Not Employed","Rural Area","1044","0.55628663371921","0.533385897405843","0.579187370032576"
"Some worries","1998","Not Employed","Urban Area","2058","0.562740095798154","0.546524892373626","0.578955299222682"
"Big worries","1999","Employed","Rural Area","594","0.207314134805968","0.192891860309093","0.221736409302844"
"Big worries","1999","Employed","Urban Area","1272","0.226269298396196","0.215444997037489","0.237093599754903"
"Big worries","1999","Not Employed","Rural Area","406","0.255279743055602","0.234442519272854","0.27611696683835"
"Big worries","1999","Not Employed","Urban Area","788","0.252146277214419","0.237230684943353","0.267061869485484"
"No worries","1999","Employed","Rural Area","447","0.148365035281284","0.135718799719351","0.161011270843217"
"No worries","1999","Employed","Urban Area","736","0.116944927317926","0.10863156451743","0.125258290118421"
"No worries","1999","Not Employed","Rural Area","204","0.132090245864103","0.115909156581572","0.148271335146633"
"No worries","1999","Not Employed","Urban Area","432","0.115872421094369","0.104878480078986","0.126866362109753"
"Some worries","1999","Employed","Rural Area","1994","0.644320829912748","0.627289481041761","0.661352178783734"
"Some worries","1999","Employed","Urban Area","3732","0.656785774285878","0.644503277651338","0.669068270920419"
"Some worries","1999","Not Employed","Rural Area","1072","0.612630011080295","0.589349247805836","0.635910774354755"
"Some worries","1999","Not Employed","Urban Area","2036","0.631981301691212","0.615416244108446","0.648546359273978"
"Big worries","2000","Employed","Rural Area","1297","0.251505914198713","0.239706365257463","0.263305463139963"
"Big worries","2000","Employed","Urban Area","2689","0.282635278011995","0.273762791861617","0.291507764162374"
"Big worries","2000","Not Employed","Rural Area","760","0.252831408179821","0.237388754557782","0.26827406180186"
"Big worries","2000","Not Employed","Urban Area","1573","0.268686286959113","0.257401191506781","0.279971382411445"
"No worries","2000","Employed","Rural Area","658","0.131551876884949","0.122359716715162","0.140744037054737"
"No worries","2000","Employed","Urban Area","1417","0.14002129752148","0.133183707850608","0.146858887192352"
"No worries","2000","Not Employed","Rural Area","449","0.149863567061967","0.137181517041207","0.162545617082727"
"No worries","2000","Not Employed","Urban Area","996","0.162256171317966","0.152870034985721","0.171642307650211"
"Some worries","2000","Employed","Rural Area","3239","0.616942208916338","0.603721598416912","0.630162819415763"
"Some worries","2000","Employed","Urban Area","5788","0.577343424466525","0.567609834106673","0.587077014826376"
"Some worries","2000","Not Employed","Rural Area","1834","0.597305024758212","0.579879602765326","0.614730446751098"
"Some worries","2000","Not Employed","Urban Area","3358","0.569057541722921","0.556450349881206","0.581664733564635"
"Big worries","2001","Employed","Rural Area","1148","0.250145525082162","0.237753167054934","0.26253788310939"
"Big worries","2001","Employed","Urban Area","2339","0.261446371799538","0.252437771446678","0.270454972152397"
"Big worries","2001","Not Employed","Rural Area","621","0.229254585888225","0.213645695689025","0.244863476087424"
"Big worries","2001","Not Employed","Urban Area","1346","0.254057767924618","0.242304419242702","0.265811116606534"
"No worries","2001","Employed","Rural Area","618","0.133528418925498","0.123795724141312","0.143261113709683"
"No worries","2001","Employed","Urban Area","1298","0.137109594874924","0.130058010010792","0.144161179739057"
"No worries","2001","Not Employed","Rural Area","452","0.167760359664907","0.153885570000075","0.181635149329739"
"No worries","2001","Not Employed","Urban Area","901","0.166801576849169","0.156736500373829","0.176866653324509"
"Some worries","2001","Employed","Rural Area","2926","0.616326055992341","0.602411943609741","0.63024016837494"
"Some worries","2001","Employed","Urban Area","5503","0.601444033325538","0.59140672508859","0.611481341562486"
"Some worries","2001","Not Employed","Rural Area","1713","0.602985054446868","0.584816756770551","0.621153352123186"
"Some worries","2001","Not Employed","Urban Area","3023","0.579140655226213","0.565811479383846","0.59246983106858"
"Big worries","2002","Employed","Rural Area","984","0.217078110679509","0.20544819205678","0.228708029302237"
"Big worries","2002","Employed","Urban Area","2195","0.229933236499573","0.221666045464408","0.238200427534739"
"Big worries","2002","Not Employed","Rural Area","664","0.226716834521437","0.21121902749912","0.242214641543753"
"Big worries","2002","Not Employed","Urban Area","1346","0.260537234062507","0.248876605046829","0.272197863078184"
"No worries","2002","Employed","Rural Area","737","0.158015643391351","0.147725735319343","0.168305551463358"
"No worries","2002","Employed","Urban Area","1586","0.15826328492888","0.151092426795666","0.165434143062094"
"No worries","2002","Not Employed","Rural Area","445","0.166378391920157","0.152593859814114","0.1801629240262"
"No worries","2002","Not Employed","Urban Area","913","0.157870062256799","0.14818352914466","0.167556595368938"
"Some worries","2002","Employed","Rural Area","3106","0.624906245929141","0.611248255923453","0.638564235934828"
"Some worries","2002","Employed","Urban Area","6171","0.611803478571547","0.602228789093395","0.621378168049699"
"Some worries","2002","Not Employed","Rural Area","1695","0.606904773558407","0.588826029849944","0.62498351726687"
"Some worries","2002","Not Employed","Urban Area","3184","0.581592703680694","0.568487673566676","0.594697733794712"
"Big worries","2003","Employed","Rural Area","1020","0.230721087314281","0.218495886285062","0.2429462883435"
"Big worries","2003","Employed","Urban Area","2049","0.231539501332793","0.223033069201149","0.240045933464436"
"Big worries","2003","Not Employed","Rural Area","725","0.267251228404871","0.250702822461724","0.283799634348018"
"Big worries","2003","Not Employed","Urban Area","1376","0.277440165537497","0.26550822237439","0.289372108700604"
"No worries","2003","Employed","Rural Area","547","0.121401000698635","0.111923868559868","0.130878132837403"
"No worries","2003","Employed","Urban Area","1414","0.138944162348017","0.131968909894058","0.145919414801976"
"No worries","2003","Not Employed","Rural Area","421","0.163337198075847","0.149513108402465","0.17716128774923"
"No worries","2003","Not Employed","Urban Area","837","0.146509399002142","0.137085693293671","0.155933104710613"
"Some worries","2003","Employed","Rural Area","2995","0.647877911987084","0.634017897899132","0.661737926075036"
"Some worries","2003","Employed","Urban Area","5983","0.62951633631919","0.619777385915858","0.639255286722522"
"Some worries","2003","Not Employed","Rural Area","1601","0.569411573519282","0.550894895167558","0.587928251871005"
"Some worries","2003","Not Employed","Urban Area","3196","0.576050435460361","0.562880703023834","0.589220167896888"
"Big worries","2004","Employed","Rural Area","945","0.229353484879404","0.216953708879661","0.241753260879146"
"Big worries","2004","Employed","Urban Area","1990","0.230251071949036","0.221565471195439","0.238936672702632"
"Big worries","2004","Not Employed","Rural Area","651","0.239385473820998","0.223413978810721","0.255356968831274"
"Big worries","2004","Not Employed","Urban Area","1290","0.24892610598636","0.237386009577459","0.260466202395261"
"No worries","2004","Employed","Rural Area","656","0.158068517256877","0.147308954495003","0.168828080018751"
"No worries","2004","Employed","Urban Area","1463","0.15598949138145","0.148503555831734","0.163475426931167"
"No worries","2004","Not Employed","Rural Area","461","0.16771054325292","0.153726532629496","0.181694553876344"
"No worries","2004","Not Employed","Urban Area","902","0.159037717449041","0.149277236752943","0.168798198145139"
"Some worries","2004","Employed","Rural Area","2815","0.612577997863719","0.598209664478523","0.626946331248915"
"Some worries","2004","Employed","Urban Area","5572","0.613759436669514","0.60371437706849","0.623804496270539"
"Some worries","2004","Not Employed","Rural Area","1630","0.592903982926083","0.574515115728776","0.611292850123389"
"Some worries","2004","Not Employed","Urban Area","3201","0.592036176564599","0.578919680594162","0.605152672535035"
"Big worries","2005","Employed","Rural Area","1042","0.265677538432989","0.252298729967916","0.279056346898063"
"Big worries","2005","Employed","Urban Area","2324","0.284734940922323","0.275219145273081","0.294250736571565"
"Big worries","2005","Not Employed","Rural Area","788","0.293342619592347","0.276040500170338","0.310644739014356"
"Big worries","2005","Not Employed","Urban Area","1480","0.29238808718785","0.280021520678447","0.304754653697254"
"No worries","2005","Employed","Rural Area","603","0.153288612906876","0.142376238509037","0.164200987304716"
"No worries","2005","Employed","Urban Area","1263","0.136915567436813","0.129667131969094","0.144164002904532"
"No worries","2005","Not Employed","Rural Area","376","0.140733270033492","0.127518194174419","0.153948345892566"
"No worries","2005","Not Employed","Urban Area","754","0.13704803231391","0.127698251141358","0.146397813486462"
"Some worries","2005","Employed","Rural Area","2542","0.581033848660134","0.566089162614516","0.595978534705752"
"Some worries","2005","Employed","Urban Area","5053","0.578349491640864","0.567936807060404","0.588762176221323"
"Some worries","2005","Not Employed","Rural Area","1496","0.56592411037416","0.547088955173877","0.584759265574444"
"Some worries","2005","Not Employed","Urban Area","2963","0.57056388049824","0.557106108844121","0.584021652152359"
"Big worries","2006","Employed","Rural Area","1079","0.242244339565105","0.229656259426566","0.254832419703645"
"Big worries","2006","Employed","Urban Area","2295","0.266289609773595","0.257123419476784","0.275455800070406"
"Big worries","2006","Not Employed","Rural Area","795","0.270027850354345","0.253916301167909","0.286139399540781"
"Big worries","2006","Not Employed","Urban Area","1595","0.289381709084719","0.277507860423315","0.301255557746123"
"No worries","2006","Employed","Rural Area","625","0.14919133274565","0.13872352265332","0.159659142837979"
"No worries","2006","Employed","Urban Area","1191","0.135633676844187","0.128533288367912","0.142734065320461"
"No worries","2006","Not Employed","Rural Area","386","0.131883208650348","0.119604188639911","0.144162228660784"
"No worries","2006","Not Employed","Urban Area","798","0.146203137657994","0.136952037060166","0.155454238255823"
"Some worries","2006","Employed","Rural Area","2746","0.608564327689245","0.594224249082165","0.622904406296326"
"Some worries","2006","Employed","Urban Area","5447","0.598076713382218","0.587909558133685","0.608243868630752"
"Some worries","2006","Not Employed","Rural Area","1736","0.598088940995308","0.580296819286847","0.615881062703768"
"Some worries","2006","Not Employed","Urban Area","3210","0.564415153257287","0.551432199990989","0.577398106523584"
"Big worries","2007","Employed","Rural Area","1379","0.332761870969058","0.318519827805987","0.34700391413213"
"Big worries","2007","Employed","Urban Area","3073","0.384394306177088","0.373957954916933","0.394830657437242"
"Big worries","2007","Not Employed","Rural Area","1009","0.370379454327084","0.352284689879678","0.388474218774489"
"Big worries","2007","Not Employed","Urban Area","1962","0.375615719364774","0.36245810035117","0.388773338378378"
"No worries","2007","Employed","Rural Area","488","0.119754040364587","0.109940805376998","0.129567275352176"
"No worries","2007","Employed","Urban Area","884","0.111599922864673","0.104844615068391","0.118355230660955"
"No worries","2007","Not Employed","Rural Area","309","0.113713992057322","0.101818458017071","0.125609526097573"
"No worries","2007","Not Employed","Urban Area","567","0.107030544421539","0.0986310795854247","0.115430009257652"
"Some worries","2007","Employed","Rural Area","2338","0.547484088666355","0.532439934711166","0.562528242621545"
"Some worries","2007","Employed","Urban Area","4389","0.50400577095824","0.493279099793265","0.514732442123214"
"Some worries","2007","Not Employed","Rural Area","1418","0.515906553615594","0.497180762760793","0.534632344470396"
"Some worries","2007","Not Employed","Urban Area","2675","0.517353736213688","0.503777239579186","0.530930232848189"
"Big worries","2008","Employed","Rural Area","980","0.267595274820894","0.253829406927015","0.281361142714772"
"Big worries","2008","Employed","Urban Area","2127","0.280635788278976","0.270737932095701","0.29053364446225"
"Big worries","2008","Not Employed","Rural Area","726","0.281243287026385","0.263870870347093","0.298615703705676"
"Big worries","2008","Not Employed","Urban Area","1471","0.313333175957488","0.300341677024756","0.326324674890221"
"No worries","2008","Employed","Rural Area","538","0.152177983441108","0.141008912071567","0.16334705481065"
"No worries","2008","Employed","Urban Area","1079","0.139426080860624","0.131795435001908","0.147056726719341"
"No worries","2008","Not Employed","Rural Area","344","0.138519208388835","0.125171521892101","0.151866894885569"
"No worries","2008","Not Employed","Urban Area","665","0.129235886719165","0.119840279269029","0.1386314941693"
"Some worries","2008","Employed","Rural Area","2455","0.580226741737998","0.564880746359077","0.595572737116918"
"Some worries","2008","Employed","Urban Area","4710","0.5799381308604","0.569065299283233","0.590810962437567"
"Some worries","2008","Not Employed","Rural Area","1503","0.58023750458478","0.561168285306235","0.599306723863325"
"Some worries","2008","Not Employed","Urban Area","2761","0.557430937323347","0.543519593033272","0.571342281613422"
"Big worries","2009","Employed","Rural Area","869","0.227619167246796","0.214369433327653","0.240868901165939"
"Big worries","2009","Employed","Urban Area","1868","0.252857432714547","0.242930140553677","0.262784724875417"
"Big worries","2009","Not Employed","Rural Area","660","0.26882622961355","0.251021993929421","0.286630465297679"
"Big worries","2009","Not Employed","Urban Area","1331","0.313715883176914","0.300089104188513","0.327342662165316"
