"plh0036","year","migback","regtyp","n","percent","lower_confidence","upper_confidence"
"Some worries","2018","direct migration background","Rural Area","650","0.57335390965243","0.544414015602338","0.602293803702523"
"Some worries","2018","direct migration background","Urban Area","1810","0.560314063111763","0.543340717553573","0.577287408669954"
"Some worries","2018","indirect migration background","Rural Area","166","0.517860337246391","0.462940747315534","0.572779927177247"
"Some worries","2018","indirect migration background","Urban Area","761","0.544605689778387","0.518444146437439","0.570767233119335"
"Some worries","2018","no migration background","Rural Area","4308","0.575783413350191","0.56465085793792","0.586915968762461"
"Some worries","2018","no migration background","Urban Area","6642","0.552596420019872","0.543706377843294","0.56148646219645"
"Big worries","2019","direct migration background","Rural Area","365","0.381735116869941","0.351241135553009","0.412229098186872"
"Big worries","2019","direct migration background","Urban Area","1064","0.398309182275568","0.379757510628354","0.416860853922783"
"Big worries","2019","indirect migration background","Rural Area","135","0.422239634411161","0.368705894321647","0.475773374500674"
"Big worries","2019","indirect migration background","Urban Area","587","0.412066480359964","0.384964093616339","0.439168867103589"
"Big worries","2019","no migration background","Rural Area","3245","0.436473028738561","0.42527200218539","0.447674055291733"
"Big worries","2019","no migration background","Urban Area","5618","0.472817226751219","0.463678843387276","0.481955610115161"
"No worries","2019","direct migration background","Rural Area","126","0.120636296373894","0.100192146838653","0.141080445909134"
"No worries","2019","direct migration background","Urban Area","289","0.10786217652913","0.0961067940590721","0.119617558999188"
"No worries","2019","indirect migration background","Rural Area","45","0.200719022710423","0.157306180468732","0.244131864952115"
"No worries","2019","indirect migration background","Urban Area","122","0.133751330511405","0.115008717881752","0.152493943141059"
"No worries","2019","no migration background","Rural Area","581","0.0790866196238168","0.0729914939413558","0.0851817453062777"
"No worries","2019","no migration background","Urban Area","707","0.068920343098664","0.0642836403313797","0.0735570458659483"
"Some worries","2019","direct migration background","Rural Area","484","0.497628586756166","0.466244398309528","0.529012775202804"
"Some worries","2019","direct migration background","Urban Area","1322","0.493828641195302","0.474882397510262","0.512774884880341"
"Some worries","2019","indirect migration background","Rural Area","147","0.377041342878416","0.324512441933283","0.429570243823549"
"Some worries","2019","indirect migration background","Urban Area","558","0.454182189128631","0.426766530431938","0.481597847825324"
"Some worries","2019","no migration background","Rural Area","3705","0.484440351637622","0.473153277387921","0.495727425887323"
"Some worries","2019","no migration background","Urban Area","5141","0.458262430150117","0.449142453491076","0.467382406809158"
