"plh0036","year","migback","regtyp","n","percent","lower_confidence","upper_confidence"
"No worries","1987","no migration background","Rural Area","87","0.0594307484786494","0.04837248779464","0.0704890091626587"
"No worries","1987","no migration background","Urban Area","218","0.0424693490778127","0.0372139277965693","0.047724770359056"
"Some worries","1987","direct migration background","Rural Area","149","0.43813427870156","0.386521909001792","0.489746648401327"
"Some worries","1987","direct migration background","Urban Area","1113","0.438301765210413","0.418634372092587","0.457969158328239"
"Some worries","1987","indirect migration background","Rural Area","8","","",""
"Some worries","1987","indirect migration background","Urban Area","51","0.248760476961455","0.180705146604876","0.316815807318034"
"Some worries","1987","no migration background","Rural Area","647","0.376562781036131","0.353900642267915","0.399224919804347"
"Some worries","1987","no migration background","Urban Area","1955","0.350849865307101","0.338412550604426","0.363287180009775"
"Big worries","1988","direct migration background","Rural Area","159","0.513322567924364","0.459558164376172","0.567086971472557"
"Big worries","1988","direct migration background","Urban Area","882","0.445752166580652","0.425548260274846","0.465956072886459"
"Big worries","1988","indirect migration background","Rural Area","15","","",""
"Big worries","1988","indirect migration background","Urban Area","104","0.660961349836691","0.594348216335003","0.72757448333838"
"Big worries","1988","no migration background","Rural Area","885","0.517998946942165","0.493815700648382","0.542182193235947"
"Big worries","1988","no migration background","Urban Area","3215","0.588717846633283","0.575587508821873","0.601848184444694"
"No worries","1988","direct migration background","Rural Area","46","0.0954393349943022","0.0638339124691759","0.127044757519429"
"No worries","1988","direct migration background","Urban Area","308","0.0957054250968407","0.0837473891828806","0.107663461010801"
"No worries","1988","indirect migration background","Rural Area","4","","",""
"No worries","1988","indirect migration background","Urban Area","27","","",""
"No worries","1988","no migration background","Rural Area","83","0.0550930515324304","0.0440505084499482","0.0661355946149126"
"No worries","1988","no migration background","Urban Area","223","0.0448088249812514","0.0392883137853506","0.0503293361771523"
"Some worries","1988","direct migration background","Rural Area","127","0.391238097081333","0.338742443024242","0.443733751138425"
"Some worries","1988","direct migration background","Urban Area","1135","0.458542408322507","0.438288511659573","0.478796304985441"
"Some worries","1988","indirect migration background","Rural Area","10","","",""
"Some worries","1988","indirect migration background","Urban Area","63","0.257029356149508","0.195536535078548","0.318522177220468"
"Some worries","1988","no migration background","Rural Area","672","0.426908001525405","0.402969030071737","0.450846972979074"
"Some worries","1988","no migration background","Urban Area","1957","0.366473328385466","0.353615844030749","0.379330812740182"
"Big worries","1989","direct migration background","Rural Area","148","0.573854071904412","0.51898208334066","0.628726060468165"
"Big worries","1989","direct migration background","Urban Area","975","0.499754602793596","0.479108530335051","0.52040067525214"
"Big worries","1989","indirect migration background","Rural Area","18","","",""
"Big worries","1989","indirect migration background","Urban Area","126","0.621714373425071","0.5587657783766","0.684662968473542"
"Big worries","1989","no migration background","Rural Area","973","0.609666299621272","0.585427706209667","0.633904893032878"
"Big worries","1989","no migration background","Urban Area","3416","0.648051680901119","0.635112195884196","0.660991165918041"
"No worries","1989","direct migration background","Rural Area","48","0.125864484551252","0.0890590645814464","0.162669904521057"
"No worries","1989","direct migration background","Urban Area","315","0.107926723101079","0.0951142709769124","0.120739175225245"
"No worries","1989","indirect migration background","Rural Area","6","","",""
"No worries","1989","indirect migration background","Urban Area","18","","",""
"No worries","1989","no migration background","Rural Area","71","0.0524328399284215","0.0413576805243705","0.0635079993324726"
"No worries","1989","no migration background","Urban Area","162","0.0332587516267198","0.0284004908781022","0.0381170123753374"
"Some worries","1989","direct migration background","Rural Area","116","0.300281443544336","0.249419056631329","0.351143830457342"
"Some worries","1989","direct migration background","Urban Area","963","0.392318674105326","0.372157077047171","0.41248027116348"
"Some worries","1989","indirect migration background","Rural Area","6","","",""
"Some worries","1989","indirect migration background","Urban Area","84","0.327911935054525","0.26697615554519","0.38884771456386"
"Some worries","1989","no migration background","Rural Area","512","0.337900860450306","0.314399150866841","0.361402570033771"
"Some worries","1989","no migration background","Urban Area","1655","0.318689567472162","0.306064632013665","0.331314502930658"
"Big worries","1990","direct migration background","Rural Area","221","0.551062352135652","0.502621255806812","0.599503448464491"
"Big worries","1990","direct migration background","Urban Area","1082","0.546614220669324","0.526071736854427","0.567156704484221"
"Big worries","1990","indirect migration background","Rural Area","16","","",""
"Big worries","1990","indirect migration background","Urban Area","144","0.634859364045497","0.575995281699579","0.693723446391415"
"Big worries","1990","no migration background","Rural Area","2478","0.580626803743159","0.565819140111116","0.595434467375201"
"Big worries","1990","no migration background","Urban Area","4229","0.638725625317094","0.627101188523479","0.650350062110709"
"No worries","1990","direct migration background","Rural Area","34","0.0786023763696048","0.0523926817143057","0.104812071024904"
"No worries","1990","direct migration background","Urban Area","237","0.0753271997272738","0.0644366827535771","0.0862177167009704"
"No worries","1990","indirect migration background","Rural Area","6","","",""
"No worries","1990","indirect migration background","Urban Area","28","","",""
"No worries","1990","no migration background","Rural Area","143","0.0429880477828822","0.0369015116044364","0.049074583961328"
"No worries","1990","no migration background","Urban Area","239","0.0437272135212031","0.0387788343368453","0.0486755927055609"
"Some worries","1990","direct migration background","Rural Area","150","0.370335271494743","0.323305507304271","0.417365035685216"
"Some worries","1990","direct migration background","Urban Area","937","0.378058579603402","0.358049236412325","0.39806792279448"
"Some worries","1990","indirect migration background","Rural Area","14","","",""
"Some worries","1990","indirect migration background","Urban Area","85","0.298104575180241","0.242180082142657","0.354029068217825"
"Some worries","1990","no migration background","Rural Area","1645","0.376385148473959","0.361846898582641","0.390923398365277"
"Some worries","1990","no migration background","Urban Area","2092","0.317547161161703","0.306282020706366","0.328812301617041"
"Big worries","1991","direct migration background","Rural Area","172","0.493787774879394","0.444914488201281","0.542661061557507"
"Big worries","1991","direct migration background","Urban Area","814","0.423128214568108","0.402571908197259","0.443684520938956"
"Big worries","1991","indirect migration background","Rural Area","19","","",""
"Big worries","1991","indirect migration background","Urban Area","153","0.599194537754399","0.544286222766999","0.654102852741798"
"Big worries","1991","no migration background","Rural Area","1932","0.465232014158171","0.450103880870507","0.480360147445835"
"Big worries","1991","no migration background","Urban Area","3447","0.542979739554615","0.53072348996959","0.555235989139639"
"No worries","1991","direct migration background","Rural Area","46","0.092820363301071","0.0644540207574257","0.121186705844716"
"No worries","1991","direct migration background","Urban Area","278","0.0923667925497614","0.0803196913143303","0.104413893785192"
"No worries","1991","indirect migration background","Rural Area","9","","",""
"No worries","1991","indirect migration background","Urban Area","28","","",""
"No worries","1991","no migration background","Rural Area","180","0.0531698800491282","0.0463647454621237","0.0599750146361328"
"No worries","1991","no migration background","Urban Area","272","0.0453780527924001","0.0402572660177628","0.0504988395670374"
"Some worries","1991","direct migration background","Rural Area","184","0.413391861819535","0.365253637349962","0.461530086289108"
"Some worries","1991","direct migration background","Urban Area","1127","0.484504992882131","0.463711339514863","0.505298646249399"
"Some worries","1991","indirect migration background","Rural Area","16","","",""
"Some worries","1991","indirect migration background","Urban Area","125","0.340457534737774","0.28736417180207","0.393550897673478"
"Some worries","1991","no migration background","Rural Area","2064","0.481598105792701","0.466443539182308","0.496752672403093"
"Some worries","1991","no migration background","Urban Area","2627","0.411642207652985","0.399534030642018","0.423750384663952"
"Big worries","1992","direct migration background","Rural Area","205","0.605762821282245","0.557631188495966","0.653894454068524"
"Big worries","1992","direct migration background","Urban Area","917","0.511617583003065","0.490468771180666","0.532766394825463"
"Big worries","1992","indirect migration background","Rural Area","24","","",""
"Big worries","1992","indirect migration background","Urban Area","199","0.609659599583315","0.558625554529626","0.660693644637004"
"Big worries","1992","no migration background","Rural Area","2154","0.533353049835041","0.517801048274722","0.54890505139536"
"Big worries","1992","no migration background","Urban Area","3896","0.612638436315344","0.600580452308905","0.624696420321782"
"No worries","1992","direct migration background","Rural Area","32","0.0483162120797655","0.0271962432424974","0.0694361809170335"
"No worries","1992","direct migration background","Urban Area","230","0.086155306057179","0.0742836735519563","0.0980269385624017"
"No worries","1992","indirect migration background","Rural Area","9","","",""
"No worries","1992","indirect migration background","Urban Area","24","","",""
"No worries","1992","no migration background","Rural Area","129","0.040680762368346","0.0345224629269472","0.0468390618097448"
"No worries","1992","no migration background","Urban Area","192","0.035450799146527","0.0308737083444265","0.0400278899486276"
"Some worries","1992","direct migration background","Rural Area","159","0.345920966637989","0.299071564295548","0.392770368980431"
"Some worries","1992","direct migration background","Urban Area","999","0.402227110939756","0.381480985034162","0.422973236845351"
"Some worries","1992","indirect migration background","Rural Area","22","","",""
"Some worries","1992","indirect migration background","Urban Area","128","0.316921457441873","0.268246489228222","0.365596425655525"
"Some worries","1992","no migration background","Rural Area","1670","0.425966187796613","0.410551278110389","0.441381097482837"
"Some worries","1992","no migration background","Urban Area","2182","0.351910764538129","0.340089933754202","0.363731595322056"
"Big worries","1993","direct migration background","Rural Area","173","0.461892355461596","0.412665176533726","0.511119534389467"
"Big worries","1993","direct migration background","Urban Area","858","0.460483493481812","0.439016686896423","0.481950300067201"
"Big worries","1993","indirect migration background","Rural Area","36","0.534021244228276","0.418796920284189","0.649245568172364"
"Big worries","1993","indirect migration background","Urban Area","205","0.550747223253333","0.501878825717415","0.599615620789252"
"Big worries","1993","no migration background","Rural Area","1842","0.474837963633684","0.459175612698673","0.490500314568694"
"Big worries","1993","no migration background","Urban Area","3363","0.528523399269734","0.516138765132031","0.540908033407437"
"No worries","1993","direct migration background","Rural Area","42","0.0596847706170605","0.0362927100549428","0.0830768311791782"
"No worries","1993","direct migration background","Urban Area","207","0.0782476808664674","0.0666812091986979","0.0898141525342369"
"No worries","1993","indirect migration background","Rural Area","7","","",""
"No worries","1993","indirect migration background","Urban Area","20","","",""
"No worries","1993","no migration background","Rural Area","124","0.0383625257716976","0.0323383607784833","0.0443866907649119"
"No worries","1993","no migration background","Urban Area","214","0.0395856401492382","0.0347481604177928","0.0444231198806835"
"Some worries","1993","direct migration background","Rural Area","179","0.478422873921343","0.429098087159991","0.527747660682696"
"Some worries","1993","direct migration background","Urban Area","1006","0.461268825651721","0.439799364358971","0.48273828694447"
"Some worries","1993","indirect migration background","Rural Area","29","","",""
"Some worries","1993","indirect migration background","Urban Area","173","0.423926110248968","0.37537594260626","0.472476277891676"
"Some worries","1993","no migration background","Rural Area","1939","0.486799510594619","0.471122755660522","0.502476265528716"
"Some worries","1993","no migration background","Urban Area","2664","0.431890960581028","0.419601752246512","0.444180168915544"
"Big worries","1994","direct migration background","Rural Area","122","0.42464825073111","0.374553331750685","0.474743169711535"
"Big worries","1994","direct migration background","Urban Area","646","0.374454588326393","0.353109717015854","0.395799459636932"
"Big worries","1994","indirect migration background","Rural Area","26","","",""
"Big worries","1994","indirect migration background","Urban Area","188","0.488318814098801","0.440739671051581","0.535897957146021"
"Big worries","1994","no migration background","Rural Area","1339","0.339623144979419","0.324652139717572","0.354594150241266"
"Big worries","1994","no migration background","Urban Area","2596","0.416429907249447","0.404129401212482","0.428730413286412"
"No worries","1994","direct migration background","Rural Area","43","0.084680896625077","0.0564651675208769","0.112896625729277"
"No worries","1994","direct migration background","Urban Area","239","0.0956790261822266","0.0827062114459785","0.108651840918475"
"No worries","1994","indirect migration background","Rural Area","11","","",""
"No worries","1994","indirect migration background","Urban Area","27","","",""
"No worries","1994","no migration background","Rural Area","212","0.0632468482666393","0.0555522061150462","0.0709414904182323"
"No worries","1994","no migration background","Urban Area","313","0.0543049413412767","0.0486503562556071","0.0599595264269464"
"Some worries","1994","direct migration background","Rural Area","209","0.490670852643813","0.44000601151042","0.541335693777205"
"Some worries","1994","direct migration background","Urban Area","1090","0.529866385491381","0.507854442586527","0.551878328396235"
"Some worries","1994","indirect migration background","Rural Area","32","0.538851148978611","0.421231868665866","0.656470429291356"
"Some worries","1994","indirect migration background","Urban Area","209","0.472607978737482","0.425087318609781","0.520128638865182"
"Some worries","1994","no migration background","Rural Area","2293","0.597130006753942","0.581624951793105","0.612635061714779"
"Some worries","1994","no migration background","Urban Area","3261","0.529265151409276","0.516810535637796","0.541719767180756"
"Big worries","1995","direct migration background","Rural Area","163","0.441326012857107","0.395949808649885","0.48670221706433"
"Big worries","1995","direct migration background","Urban Area","853","0.409347798211513","0.389330589463625","0.429365006959401"
"Big worries","1995","indirect migration background","Rural Area","30","0.526425973185318","0.413425554818747","0.63942639155189"
"Big worries","1995","indirect migration background","Urban Area","200","0.445093917550424","0.398445123742169","0.49174271135868"
"Big worries","1995","no migration background","Rural Area","1569","0.406774645307677","0.391363475517308","0.422185815098047"
"Big worries","1995","no migration background","Urban Area","2833","0.464261673471821","0.451709287948193","0.476814058995448"
"No worries","1995","direct migration background","Rural Area","41","0.0589086454707293","0.0373919989406326","0.0804252920008261"
"No worries","1995","direct migration background","Urban Area","239","0.0960835603303836","0.0840863558408628","0.108080764819904"
"No worries","1995","indirect migration background","Rural Area","9","","",""
"No worries","1995","indirect migration background","Urban Area","27","","",""
"No worries","1995","no migration background","Rural Area","187","0.0555055121865789","0.048322334880495","0.0626886894926628"
"No worries","1995","no migration background","Urban Area","279","0.0484421256872586","0.0430383452528556","0.0538459061216615"
"Some worries","1995","direct migration background","Rural Area","256","0.499765341672163","0.454073450715133","0.545457232629194"
"Some worries","1995","direct migration background","Urban Area","1226","0.494568641458103","0.474215298296545","0.514921984619662"
"Some worries","1995","indirect migration background","Rural Area","36","0.40926327510631","0.297983604245271","0.520542945967348"
"Some worries","1995","indirect migration background","Urban Area","209","0.499868724543246","0.452936100598868","0.546801348487625"
"Some worries","1995","no migration background","Rural Area","2147","0.537719842505744","0.522078303823527","0.553361381187961"
"Some worries","1995","no migration background","Urban Area","2952","0.487296200840921","0.474715690031296","0.499876711650546"
"Big worries","1996","direct migration background","Rural Area","132","0.324460152310079","0.28101044739492","0.367909857225237"
"Big worries","1996","direct migration background","Urban Area","631","0.32365118768434","0.303892904304461","0.343409471064219"
"Big worries","1996","indirect migration background","Rural Area","31","0.386184890624663","0.283877998689445","0.48849178255988"
"Big worries","1996","indirect migration background","Urban Area","181","0.44695709733427","0.401572346138688","0.492341848529853"
"Big worries","1996","no migration background","Rural Area","1345","0.353186110752119","0.338154692575217","0.36821752892902"
"Big worries","1996","no migration background","Urban Area","2387","0.396731828702587","0.384389043191248","0.409074614213927"
"No worries","1996","direct migration background","Rural Area","47","0.0784351483717806","0.0534835153656426","0.103386781377919"
"No worries","1996","direct migration background","Urban Area","286","0.1127185178234","0.0993632197570414","0.126073815889758"
"No worries","1996","indirect migration background","Rural Area","12","","",""
"No worries","1996","indirect migration background","Urban Area","50","0.0576055414070357","0.0363365879174673","0.078874494896604"
"No worries","1996","no migration background","Rural Area","251","0.0702236028273781","0.062187614585701","0.0782595910690553"
"No worries","1996","no migration background","Urban Area","349","0.0596656596935797","0.0536896289168821","0.0656416904702772"
"Some worries","1996","direct migration background","Rural Area","267","0.59710469931814","0.551584725123967","0.642624673512314"
"Some worries","1996","direct migration background","Urban Area","1237","0.56363029449226","0.542686773241254","0.584573815743267"
"Some worries","1996","indirect migration background","Rural Area","44","0.515713669120868","0.410700469377096","0.62072686886464"
"Some worries","1996","indirect migration background","Urban Area","230","0.495437361258694","0.449796949917634","0.541077772599754"
"Some worries","1996","no migration background","Rural Area","2288","0.576590286420503","0.561051304914211","0.592129267926796"
"Some worries","1996","no migration background","Urban Area","3299","0.543602511603833","0.531035795499464","0.556169227708202"
"Big worries","1997","direct migration background","Rural Area","116","0.310248259952446","0.26590158836171","0.354594931543182"
"Big worries","1997","direct migration background","Urban Area","593","0.319205148661925","0.299069622024634","0.339340675299215"
"Big worries","1997","indirect migration background","Rural Area","25","","",""
"Big worries","1997","indirect migration background","Urban Area","179","0.387332908235319","0.344067771002461","0.430598045468177"
"Big worries","1997","no migration background","Rural Area","1239","0.329407576822112","0.314551777225217","0.344263376419007"
"Big worries","1997","no migration background","Urban Area","2205","0.370926065894787","0.358671672348573","0.383180459441001"
"No worries","1997","direct migration background","Rural Area","48","0.0967392806281316","0.0684013626436409","0.125077198612622"
"No worries","1997","direct migration background","Urban Area","310","0.12223660289181","0.108088139123665","0.136385066659955"
"No worries","1997","indirect migration background","Rural Area","11","","",""
"No worries","1997","indirect migration background","Urban Area","51","0.0695589517950824","0.0469643570748491","0.0921535465153157"
"No worries","1997","no migration background","Rural Area","305","0.0816621371214415","0.0730062509847024","0.0903180232581806"
"No worries","1997","no migration background","Urban Area","425","0.0744511501440151","0.0677917872800559","0.0811105130079742"
"Some worries","1997","direct migration background","Rural Area","254","0.593012459419422","0.545916633640076","0.640108285198769"
"Some worries","1997","direct migration background","Urban Area","1156","0.558558248446265","0.537110048200627","0.580006448691904"
"Some worries","1997","indirect migration background","Rural Area","48","0.544025094619664","0.437515584912218","0.65053460432711"
"Some worries","1997","indirect migration background","Urban Area","257","0.543108139969599","0.498866269820469","0.587350010118729"
"Some worries","1997","no migration background","Rural Area","2301","0.588930286056447","0.573378165873819","0.604482406239075"
"Some worries","1997","no migration background","Urban Area","3339","0.554622783961198","0.542014378891234","0.567231189031162"
"Big worries","1998","direct migration background","Rural Area","120","0.344529085331915","0.298190041657528","0.390868129006302"
"Big worries","1998","direct migration background","Urban Area","543","0.290941572753358","0.271040868332329","0.310842277174386"
"Big worries","1998","indirect migration background","Rural Area","23","","",""
"Big worries","1998","indirect migration background","Urban Area","162","0.345910924091445","0.304709360544525","0.387112487638365"
"Big worries","1998","no migration background","Rural Area","1339","0.316056639735024","0.302273434724145","0.329839844745903"
"Big worries","1998","no migration background","Urban Area","2390","0.354325989011543","0.343023813975535","0.36562816404755"
"No worries","1998","direct migration background","Rural Area","48","0.116522167819744","0.0852354853302558","0.147808850309232"
"No worries","1998","direct migration background","Urban Area","269","0.12586534894285","0.111331962992591","0.14039873489311"
"No worries","1998","indirect migration background","Rural Area","10","","",""
"No worries","1998","indirect migration background","Urban Area","50","0.0759910100280914","0.053038387349478","0.0989436327067047"
"No worries","1998","no migration background","Rural Area","319","0.0791490341765692","0.0711456222226118","0.0871524461305266"
"No worries","1998","no migration background","Urban Area","457","0.0696243749254227","0.0636103712610154","0.0756383785898301"
"Some worries","1998","direct migration background","Rural Area","236","0.538948746848341","0.490340971490605","0.587556522206077"
"Some worries","1998","direct migration background","Urban Area","1189","0.583193078303792","0.561590868068801","0.604795288538783"
"Some worries","1998","indirect migration background","Rural Area","58","0.608246082174337","0.507952364682217","0.708539799666458"
"Some worries","1998","indirect migration background","Urban Area","300","0.578098065880464","0.535320149532468","0.620875982228459"
"Some worries","1998","no migration background","Rural Area","2713","0.604794326088407","0.590300831009782","0.619287821167032"
"Some worries","1998","no migration background","Urban Area","4033","0.576049636063034","0.564372365810573","0.587726906315496"
"Big worries","1999","direct migration background","Rural Area","72","0.25102847701101","0.205859463221978","0.296197490800042"
"Big worries","1999","direct migration background","Urban Area","381","0.218012748929412","0.199228238233591","0.236797259625234"
"Big worries","1999","indirect migration background","Rural Area","12","","",""
"Big worries","1999","indirect migration background","Urban Area","125","0.270408993582234","0.232232439871024","0.308585547293445"
"Big worries","1999","no migration background","Rural Area","916","0.226509531780871","0.213966618340317","0.239052445221426"
"Big worries","1999","no migration background","Urban Area","1554","0.238897421755037","0.228625624841943","0.249169218668131"
"No worries","1999","direct migration background","Rural Area","65","0.187758166308287","0.147077453464451","0.228438879152123"
"No worries","1999","direct migration background","Urban Area","337","0.154884348410551","0.138424685221961","0.171344011599141"
"No worries","1999","indirect migration background","Rural Area","25","","",""
"No worries","1999","indirect migration background","Urban Area","94","0.132358587867245","0.103231798312724","0.161485377421765"
"No worries","1999","no migration background","Rural Area","561","0.136123950261558","0.125848030852066","0.14639986967105"
"No worries","1999","no migration background","Urban Area","737","0.108234273250615","0.100750392004239","0.115718154496991"
"Some worries","1999","direct migration background","Rural Area","217","0.561213356680703","0.509519711344477","0.612907002016929"
"Some worries","1999","direct migration background","Urban Area","1138","0.627102902660037","0.605102885885094","0.649102919434979"
"Some worries","1999","indirect migration background","Rural Area","48","0.554994791073573","0.449345733104826","0.660643849042319"
"Some worries","1999","indirect migration background","Urban Area","301","0.597232418550521","0.555077780989244","0.639387056111798"
"Some worries","1999","no migration background","Rural Area","2801","0.637366517957571","0.622960091263871","0.651772944651271"
"Some worries","1999","no migration background","Urban Area","4329","0.652868304994348","0.641400533691428","0.664336076297268"
"Big worries","2000","direct migration background","Rural Area","130","0.235198023071742","0.20028818004372","0.270107866099765"
"Big worries","2000","direct migration background","Urban Area","582","0.223166298064587","0.207590322736919","0.238742273392256"
"Big worries","2000","indirect migration background","Rural Area","23","","",""
"Big worries","2000","indirect migration background","Urban Area","195","0.293930577485984","0.260491875398988","0.32736927957298"
"Big worries","2000","no migration background","Rural Area","1905","0.253937485693141","0.244127219948845","0.263747751437437"
"Big worries","2000","no migration background","Urban Area","3485","0.286803242569458","0.278830956667954","0.294775528470962"
"No worries","2000","direct migration background","Rural Area","113","0.179852748187978","0.148240089841445","0.211465406534512"
"No worries","2000","direct migration background","Urban Area","631","0.22367967843986","0.208090951174404","0.239268405705316"
"No worries","2000","indirect migration background","Rural Area","32","0.29175384628786","0.20680604237673","0.37670165019899"
"No worries","2000","indirect migration background","Urban Area","150","0.174581418339063","0.146717675354316","0.202445161323809"
"No worries","2000","no migration background","Rural Area","962","0.134115571374404","0.126434897565009","0.1417962451838"
"No worries","2000","no migration background","Urban Area","1632","0.133286529196568","0.127295284477456","0.13927777391568"
"Some worries","2000","direct migration background","Rural Area","324","0.584949228740279","0.544392187859425","0.625506269621134"
"Some worries","2000","direct migration background","Urban Area","1532","0.553154023495553","0.53455548232753","0.571752564663575"
"Some worries","2000","indirect migration background","Rural Area","55","0.50506338272013","0.411630557144778","0.598496208295482"
"Some worries","2000","indirect migration background","Urban Area","368","0.531488004174954","0.494860239350785","0.568115768999122"
"Some worries","2000","no migration background","Rural Area","4695","0.611946942932455","0.600963659429516","0.622930226435394"
"Some worries","2000","no migration background","Urban Area","7246","0.579910228233974","0.571209860791539","0.58861059567641"
"Big worries","2001","direct migration background","Rural Area","131","0.305986467114349","0.265834399705208","0.34613853452349"
"Big worries","2001","direct migration background","Urban Area","468","0.198546099279935","0.182633196436038","0.214459002123832"
"Big worries","2001","indirect migration background","Rural Area","17","","",""
"Big worries","2001","indirect migration background","Urban Area","179","0.269348080659723","0.235782123321673","0.302914037997773"
"Big worries","2001","no migration background","Rural Area","1621","0.237143587255623","0.227088125645074","0.247199048866172"
"Big worries","2001","no migration background","Urban Area","3038","0.269271952690628","0.261102321822241","0.277441583559015"
"No worries","2001","direct migration background","Rural Area","104","0.201739201556448","0.16677365006555","0.236704753047346"
"No worries","2001","direct migration background","Urban Area","555","0.226345714027689","0.20965253451288","0.243038893542497"
"No worries","2001","indirect migration background","Rural Area","29","","",""
"No worries","2001","indirect migration background","Urban Area","132","0.167045126340963","0.138821392209742","0.195268860472185"
"No worries","2001","no migration background","Rural Area","937","0.142030594920894","0.133777786324914","0.150283403516874"
"No worries","2001","no migration background","Urban Area","1512","0.133341422193232","0.127080539783577","0.139602304602887"
"Some worries","2001","direct migration background","Rural Area","271","0.492274331329203","0.448714018681065","0.535834643977342"
"Some worries","2001","direct migration background","Urban Area","1391","0.575108186692377","0.555388799490374","0.594827573894379"
"Some worries","2001","indirect migration background","Rural Area","53","0.553250236572715","0.455318498245329","0.651181974900101"
"Some worries","2001","indirect migration background","Urban Area","360","0.563606792999314","0.526082377928132","0.601131208070496"
"Some worries","2001","no migration background","Rural Area","4315","0.620825817823483","0.609355401447171","0.632296234199796"
"Some worries","2001","no migration background","Urban Area","6775","0.59738662511614","0.588354273572123","0.606418976660157"
"Big worries","2002","direct migration background","Rural Area","102","0.238425938499257","0.200185600358281","0.276666276640232"
"Big worries","2002","direct migration background","Urban Area","461","0.213386751641977","0.196697496742974","0.230076006540981"
"Big worries","2002","indirect migration background","Rural Area","15","","",""
"Big worries","2002","indirect migration background","Urban Area","160","0.25508183466457","0.222294414029573","0.287869255299567"
