"plh0174","year","age_gr","sex","n","percent","lower_confidence","upper_confidence","value"
"5 on Scale 1 to 10","1986","16-34 y.","Female","273","0.185604955913486","0.16634287222989","0.204867039597082","5"
"5 on Scale 1 to 10","1986","35-65 y.","Male","171","0.219013991513758","0.190978865717387","0.24704911731013","5"
"5 on Scale 1 to 10","1986","35-65 y.","Female","390","0.154236933166641","0.140311125745034","0.168162740588249","5"
"5 on Scale 1 to 10","1986","66 and older","Male","27","","","","5"
"5 on Scale 1 to 10","1986","66 and older","Female","58","0.112107597082402","0.0860233908503625","0.138191803314441","5"
"6 on Scale 1 to 10","1986","35-65 y.","Male","82","0.0876623369464111","0.0684920207494995","0.106832653143323","6"
"6 on Scale 1 to 10","1986","16-34 y.","Female","187","0.116665388703231","0.100760722457036","0.132570054949426","6"
"6 on Scale 1 to 10","1986","66 and older","Female","55","0.0940422686161837","0.0699101500938655","0.118174387138502","6"
"6 on Scale 1 to 10","1986","16-34 y.","Male","57","0.0915770114453695","0.0694885873431909","0.113665435547548","6"
"6 on Scale 1 to 10","1986","35-65 y.","Female","280","0.101025727396128","0.089406119824238","0.112645334968019","6"
"6 on Scale 1 to 10","1986","66 and older","Male","20","","","","6"
"7 on Scale 1 to 10","1986","16-34 y.","Male","85","0.132659492725902","0.106682347518865","0.158636637932938","7"
"7 on Scale 1 to 10","1986","35-65 y.","Male","124","0.152956165522601","0.128556639555966","0.177355691489237","7"
"7 on Scale 1 to 10","1986","16-34 y.","Female","250","0.157614589426225","0.139561790461302","0.175667388391149","7"
"7 on Scale 1 to 10","1986","35-65 y.","Female","403","0.155167113814819","0.141207060307082","0.169127167322557","7"
"7 on Scale 1 to 10","1986","66 and older","Male","22","","","","7"
"7 on Scale 1 to 10","1986","66 and older","Female","78","0.132724453955585","0.10467438343781","0.16077452447336","7"
"8 on Scale 1 to 10","1986","35-65 y.","Female","616","0.239663720727184","0.223204629906545","0.256122811547824","8"
"8 on Scale 1 to 10","1986","35-65 y.","Male","160","0.199770391495982","0.172667363058114","0.226873419933851","8"
"8 on Scale 1 to 10","1986","16-34 y.","Male","110","0.164626002825587","0.136226081682204","0.193025923968971","8"
"8 on Scale 1 to 10","1986","16-34 y.","Female","322","0.213068492471907","0.192781437607756","0.233355547336059","8"
"8 on Scale 1 to 10","1986","66 and older","Male","46","0.24587850605928","0.183828308398693","0.307928703719868","8"
"8 on Scale 1 to 10","1986","66 and older","Female","134","0.233929136581411","0.198930061730675","0.268928211432148","8"
"9 on Scale 1 to 10","1986","35-65 y.","Female","260","0.097774585312509","0.0863228221949445","0.109226348430073","9"
"9 on Scale 1 to 10","1986","35-65 y.","Male","40","0.0456226255703338","0.031477879433659","0.0597673717070087","9"
"9 on Scale 1 to 10","1986","16-34 y.","Male","45","0.0623159076435068","0.0438038293795141","0.0808279859074994","9"
"9 on Scale 1 to 10","1986","16-34 y.","Female","143","0.0839042826270421","0.0701684999544625","0.0976400652996216","9"
"9 on Scale 1 to 10","1986","66 and older","Male","17","","","","9"
"9 on Scale 1 to 10","1986","66 and older","Female","66","0.114901513917614","0.0885358563258323","0.141267171509396","9"
"0 Completely dissatisfied","1987","16-34 y.","Female","2","","","","0"
"0 Completely dissatisfied","1987","16-34 y.","Male","3","","","","0"
"0 Completely dissatisfied","1987","35-65 y.","Male","11","","","","0"
"0 Completely dissatisfied","1987","35-65 y.","Female","7","","","","0"
"0 Completely dissatisfied","1987","66 and older","Male","2","","","","0"
"0 Completely dissatisfied","1987","66 and older","Female","3","","","","0"
"1 on Scale 1 to 10","1987","35-65 y.","Male","7","","","","1"
"1 on Scale 1 to 10","1987","16-34 y.","Male","5","","","","1"
"1 on Scale 1 to 10","1987","35-65 y.","Female","11","","","","1"
"1 on Scale 1 to 10","1987","16-34 y.","Female","7","","","","1"
"1 on Scale 1 to 10","1987","66 and older","Male","","","","","1"
"1 on Scale 1 to 10","1987","66 and older","Female","1","","","","1"
"10 Completely satisfied","1987","16-34 y.","Female","179","0.103213175073365","0.0879686269955926","0.118457723151137","10"
"10 Completely satisfied","1987","16-34 y.","Male","47","0.0624023208991175","0.0439345696251712","0.0808700721730638","10"
"10 Completely satisfied","1987","35-65 y.","Male","108","0.122295130327088","0.100033074683395","0.14455718597078","10"
"10 Completely satisfied","1987","35-65 y.","Female","363","0.150168655855055","0.13631406631423","0.164023245395879","10"
"10 Completely satisfied","1987","66 and older","Male","32","0.157221795034137","0.106773543790065","0.207670046278208","10"
"10 Completely satisfied","1987","66 and older","Female","126","0.224173871649983","0.190408309842959","0.257939433457006","10"
"2 on Scale 1 to 10","1987","35-65 y.","Female","34","0.0133574846780247","0.00890523101659595","0.0178097383394535","2"
"2 on Scale 1 to 10","1987","66 and older","Male","5","","","","2"
"2 on Scale 1 to 10","1987","16-34 y.","Male","23","","","","2"
"2 on Scale 1 to 10","1987","35-65 y.","Male","26","","","","2"
"2 on Scale 1 to 10","1987","16-34 y.","Female","33","0.020030608682352","0.0130103081469312","0.0270509092177728","2"
"2 on Scale 1 to 10","1987","66 and older","Female","8","","","","2"
"3 on Scale 1 to 10","1987","16-34 y.","Male","32","0.0528787195851201","0.0357923952352722","0.0699650439349679","3"
"3 on Scale 1 to 10","1987","16-34 y.","Female","45","0.0324604395251334","0.0235804196195201","0.0413404594307466","3"
"3 on Scale 1 to 10","1987","35-65 y.","Female","80","0.0290125717818586","0.0225032227058035","0.0355219208579138","3"
"3 on Scale 1 to 10","1987","66 and older","Male","5","","","","3"
"3 on Scale 1 to 10","1987","35-65 y.","Male","37","0.0424408160064476","0.0287426916810122","0.056138940331883","3"
"3 on Scale 1 to 10","1987","66 and older","Female","13","","","","3"
"4 on Scale 1 to 10","1987","35-65 y.","Female","111","0.0412523025741427","0.0335394699158106","0.0489651352324748","4"
"4 on Scale 1 to 10","1987","16-34 y.","Male","57","0.088849256559879","0.0671258765333381","0.11057263658642","4"
"4 on Scale 1 to 10","1987","16-34 y.","Female","82","0.052290633228938","0.0411360868728838","0.0634451795849922","4"
"4 on Scale 1 to 10","1987","35-65 y.","Male","57","0.0631354057233671","0.0466096499972936","0.0796611614494406","4"
"4 on Scale 1 to 10","1987","66 and older","Male","10","","","","4"
"4 on Scale 1 to 10","1987","66 and older","Female","21","","","","4"
"5 on Scale 1 to 10","1987","16-34 y.","Male","144","0.215034906302449","0.183667035676262","0.246402776928636","5"
"5 on Scale 1 to 10","1987","16-34 y.","Female","247","0.180401698476208","0.161134294133026","0.199669102819391","5"
"5 on Scale 1 to 10","1987","35-65 y.","Male","177","0.220388168393573","0.192222518512449","0.248553818274698","5"
"5 on Scale 1 to 10","1987","35-65 y.","Female","353","0.141448506530567","0.127933383554868","0.154963629506266","5"
"5 on Scale 1 to 10","1987","66 and older","Male","38","0.185285804932477","0.131439388066248","0.239132221798706","5"
"5 on Scale 1 to 10","1987","66 and older","Female","63","0.115766491433907","0.0898620517440083","0.141670931123805","5"
"6 on Scale 1 to 10","1987","16-34 y.","Male","83","0.142475879247646","0.115788911605346","0.169162846889945","6"
"6 on Scale 1 to 10","1987","16-34 y.","Female","168","0.115972520562871","0.0999285149128942","0.132016526212847","6"
"6 on Scale 1 to 10","1987","35-65 y.","Male","92","0.118245192402193","0.0963044109191785","0.140185973885208","6"
"6 on Scale 1 to 10","1987","35-65 y.","Female","329","0.122393816510471","0.109683182306166","0.135104450714777","6"
"6 on Scale 1 to 10","1987","66 and older","Male","19","","","","6"
"6 on Scale 1 to 10","1987","66 and older","Female","59","0.092992370058868","0.0694782673144223","0.116506472803314","6"
"7 on Scale 1 to 10","1987","16-34 y.","Male","118","0.171378815948489","0.142607351435725","0.200150280461254","7"
"7 on Scale 1 to 10","1987","35-65 y.","Male","122","0.132513460497825","0.109475300083051","0.155551620912599","7"
"7 on Scale 1 to 10","1987","16-34 y.","Female","271","0.174146809588558","0.155144273661834","0.193149345515282","7"
"7 on Scale 1 to 10","1987","35-65 y.","Female","420","0.156072811671562","0.141997638041296","0.170147985301829","7"
"7 on Scale 1 to 10","1987","66 and older","Male","27","","","","7"
"7 on Scale 1 to 10","1987","66 and older","Female","87","0.147270526065261","0.118578392805097","0.175962659325426","7"
"8 on Scale 1 to 10","1987","16-34 y.","Male","105","0.1575945128735","0.129775832585559","0.18541319316144","8"
"8 on Scale 1 to 10","1987","35-65 y.","Male","149","0.192290581845683","0.165511664911347","0.219069498780019","8"
"8 on Scale 1 to 10","1987","35-65 y.","Female","589","0.23387805050839","0.217461521830749","0.250294579186031","8"
"8 on Scale 1 to 10","1987","16-34 y.","Female","324","0.207462639042296","0.187144580989539","0.227780697095052","8"
"8 on Scale 1 to 10","1987","66 and older","Male","40","0.212143978676291","0.155484590932738","0.268803366419843","8"
"8 on Scale 1 to 10","1987","66 and older","Female","137","0.231710928161644","0.197549590401291","0.265872265921997","8"
"9 on Scale 1 to 10","1987","16-34 y.","Male","42","0.075472058039997","0.0553042592026465","0.0956398568773476","9"
"9 on Scale 1 to 10","1987","35-65 y.","Female","257","0.105674024436197","0.0937514596610662","0.117596589211328","9"
"9 on Scale 1 to 10","1987","35-65 y.","Male","46","0.0599128967597852","0.0437867490198882","0.0760390444996822","9"
"9 on Scale 1 to 10","1987","16-34 y.","Female","172","0.108694428918295","0.0930982097805384","0.124290648056052","9"
"9 on Scale 1 to 10","1987","66 and older","Male","22","","","","9"
"9 on Scale 1 to 10","1987","66 and older","Female","68","0.110874357894893","0.0854531366993265","0.136295579090459","9"
"0 Completely dissatisfied","1988","16-34 y.","Male","4","","","","0"
"0 Completely dissatisfied","1988","16-34 y.","Female","7","","","","0"
"0 Completely dissatisfied","1988","35-65 y.","Male","7","","","","0"
"0 Completely dissatisfied","1988","35-65 y.","Female","11","","","","0"
"0 Completely dissatisfied","1988","66 and older","Male","1","","","","0"
"0 Completely dissatisfied","1988","66 and older","Female","4","","","","0"
"1 on Scale 1 to 10","1988","16-34 y.","Male","3","","","","1"
"1 on Scale 1 to 10","1988","16-34 y.","Female","6","","","","1"
"1 on Scale 1 to 10","1988","35-65 y.","Male","7","","","","1"
"1 on Scale 1 to 10","1988","66 and older","Female","4","","","","1"
"1 on Scale 1 to 10","1988","35-65 y.","Female","11","","","","1"
"1 on Scale 1 to 10","1988","66 and older","Male","6","","","","1"
"10 Completely satisfied","1988","16-34 y.","Male","67","0.0969741493771973","0.0737742466915621","0.120174052062833","10"
"10 Completely satisfied","1988","16-34 y.","Female","168","0.0920699839679011","0.077399349369944","0.106740618565858","10"
"10 Completely satisfied","1988","35-65 y.","Male","80","0.0951672112028487","0.074983644568451","0.115350777837246","10"
"10 Completely satisfied","1988","35-65 y.","Female","297","0.130516116933718","0.117072309609","0.143959924258437","10"
"10 Completely satisfied","1988","66 and older","Male","30","0.137883236708901","0.0901004061551254","0.185666067262677","10"
"10 Completely satisfied","1988","66 and older","Female","119","0.212501499937297","0.178977491276229","0.246025508598365","10"
"2 on Scale 1 to 10","1988","35-65 y.","Female","37","0.0135402801717741","0.0089280290745717","0.0181525312689765","2"
"2 on Scale 1 to 10","1988","66 and older","Male","5","","","","2"
"2 on Scale 1 to 10","1988","16-34 y.","Male","22","","","","2"
"2 on Scale 1 to 10","1988","16-34 y.","Female","27","","","","2"
"2 on Scale 1 to 10","1988","35-65 y.","Male","23","","","","2"
"2 on Scale 1 to 10","1988","66 and older","Female","12","","","","2"
"3 on Scale 1 to 10","1988","16-34 y.","Male","43","0.0710341759042584","0.0508950033024046","0.0911733485061123","3"
"3 on Scale 1 to 10","1988","16-34 y.","Female","37","0.0234922416779137","0.0158068897678484","0.031177593587979","3"
"3 on Scale 1 to 10","1988","35-65 y.","Male","49","0.0512765050411556","0.0361060323655757","0.0664469777167355","3"
