"plh0174","year","hgtyp1hh","regtyp","n","percent","lower_confidence","upper_confidence","value"
"7 on Scale 1 to 10","1985","Couple + C. LE and GT 16","Rural Area","23","","","","7"
"8 on Scale 1 to 10","1985","1-pers.-HH","Rural Area","32","0.217628059140434","0.152030092937725","0.283226025343143","8"
"8 on Scale 1 to 10","1985","(Married) couple without C. ","Urban Area","276","0.220832413862614","0.197517804027281","0.244147023697948","8"
"8 on Scale 1 to 10","1985","(Married) couple without C. ","Rural Area","60","0.189856047506257","0.146338530380331","0.233373564632183","8"
"8 on Scale 1 to 10","1985","Couple + C. GT 16 ","Urban Area","148","0.194747311636439","0.166020429781451","0.223474193491427","8"
"8 on Scale 1 to 10","1985","Single parent ","Urban Area","50","0.168460750555459","0.12446442213362","0.212457078977297","8"
"8 on Scale 1 to 10","1985","Couple + C. LE 16 ","Urban Area","242","0.175146592594826","0.154299673778724","0.195993511410928","8"
"8 on Scale 1 to 10","1985","Couple + C. LE 16 ","Rural Area","70","0.205794554265025","0.162884973543134","0.248704134986916","8"
"8 on Scale 1 to 10","1985","Couple + C. GT 16 ","Rural Area","26","","","","8"
"8 on Scale 1 to 10","1985","1-pers.-HH","Urban Area","140","0.179959547598132","0.153666177802843","0.20625291739342","8"
"8 on Scale 1 to 10","1985","Single parent ","Rural Area","15","","","","8"
"8 on Scale 1 to 10","1985","Couple + C. LE and GT 16","Urban Area","114","0.210445567358595","0.175240481662161","0.245650653055029","8"
"8 on Scale 1 to 10","1985","Couple + C. LE and GT 16","Rural Area","35","0.273710623551352","0.199321537889999","0.348099709212705","8"
"9 on Scale 1 to 10","1985","Single parent ","Urban Area","24","","","","9"
"9 on Scale 1 to 10","1985","(Married) couple without C. ","Rural Area","24","","","","9"
"9 on Scale 1 to 10","1985","Couple + C. LE 16 ","Rural Area","32","0.108853935840585","0.0757966329984616","0.141911238682707","9"
"9 on Scale 1 to 10","1985","1-pers.-HH","Urban Area","53","0.0665817447877359","0.0495186856549539","0.083644803920518","9"
"9 on Scale 1 to 10","1985","1-pers.-HH","Rural Area","7","","","","9"
"9 on Scale 1 to 10","1985","(Married) couple without C. ","Urban Area","122","0.103195511080398","0.0860969094767422","0.120294112684055","9"
"9 on Scale 1 to 10","1985","Single parent ","Rural Area","4","","","","9"
"9 on Scale 1 to 10","1985","Couple + C. LE 16 ","Urban Area","118","0.0893739737724445","0.0737270774210775","0.105020870123811","9"
"9 on Scale 1 to 10","1985","Couple + C. GT 16 ","Urban Area","64","0.0940011355969233","0.0728313218192667","0.11517094937458","9"
"9 on Scale 1 to 10","1985","Couple + C. GT 16 ","Rural Area","15","","","","9"
"9 on Scale 1 to 10","1985","Couple + C. LE and GT 16","Urban Area","60","0.117851468658316","0.0900041853158534","0.145698752000779","9"
"9 on Scale 1 to 10","1985","Couple + C. LE and GT 16","Rural Area","11","","","","9"
"0 Completely dissatisfied","1986","1-pers.-HH","Rural Area","1","","","","0"
"0 Completely dissatisfied","1986","(Married) couple without C. ","Urban Area","4","","","","0"
"0 Completely dissatisfied","1986","(Married) couple without C. ","Rural Area","1","","","","0"
"0 Completely dissatisfied","1986","Single parent ","Urban Area","3","","","","0"
"0 Completely dissatisfied","1986","Single parent ","Rural Area","","","","","0"
"0 Completely dissatisfied","1986","Couple + C. LE 16 ","Urban Area","11","","","","0"
"0 Completely dissatisfied","1986","Couple + C. LE 16 ","Rural Area","5","","","","0"
"0 Completely dissatisfied","1986","Couple + C. GT 16 ","Urban Area","5","","","","0"
"0 Completely dissatisfied","1986","Couple + C. GT 16 ","Rural Area","2","","","","0"
"0 Completely dissatisfied","1986","1-pers.-HH","Urban Area","9","","","","0"
"0 Completely dissatisfied","1986","Couple + C. LE and GT 16","Urban Area","6","","","","0"
"0 Completely dissatisfied","1986","Couple + C. LE and GT 16","Rural Area","1","","","","0"
"1 on Scale 1 to 10","1986","1-pers.-HH","Urban Area","7","","","","1"
"1 on Scale 1 to 10","1986","Couple + C. GT 16 ","Urban Area","4","","","","1"
"1 on Scale 1 to 10","1986","Single parent ","Urban Area","3","","","","1"
"1 on Scale 1 to 10","1986","(Married) couple without C. ","Rural Area","1","","","","1"
"1 on Scale 1 to 10","1986","Couple + C. LE 16 ","Rural Area","4","","","","1"
"1 on Scale 1 to 10","1986","1-pers.-HH","Rural Area","","","","","1"
"1 on Scale 1 to 10","1986","(Married) couple without C. ","Urban Area","8","","","","1"
"1 on Scale 1 to 10","1986","Single parent ","Rural Area","3","","","","1"
"1 on Scale 1 to 10","1986","Couple + C. LE 16 ","Urban Area","10","","","","1"
"1 on Scale 1 to 10","1986","Couple + C. LE and GT 16","Urban Area","1","","","","1"
"1 on Scale 1 to 10","1986","Couple + C. LE and GT 16","Rural Area","2","","","","1"
"1 on Scale 1 to 10","1986","Couple + C. GT 16 ","Rural Area","1","","","","1"
"10 Completely satisfied","1986","(Married) couple without C. ","Urban Area","211","0.17563639979779","0.154474533805246","0.196798265790333","10"
"10 Completely satisfied","1986","1-pers.-HH","Rural Area","29","","","","10"
"10 Completely satisfied","1986","Couple + C. LE 16 ","Urban Area","138","0.10229151413816","0.0850815613429546","0.119501466933365","10"
"10 Completely satisfied","1986","1-pers.-HH","Urban Area","112","0.156656010258135","0.131229358759843","0.182082661756427","10"
"10 Completely satisfied","1986","(Married) couple without C. ","Rural Area","48","0.16965866664787","0.12623529956431","0.213082033731429","10"
"10 Completely satisfied","1986","Single parent ","Urban Area","29","","","","10"
"10 Completely satisfied","1986","Single parent ","Rural Area","10","","","","10"
"10 Completely satisfied","1986","Couple + C. LE 16 ","Rural Area","39","0.104495288867191","0.0698798568187027","0.139110720915679","10"
"10 Completely satisfied","1986","Couple + C. GT 16 ","Urban Area","113","0.139749352342995","0.115540601073541","0.16395810361245","10"
"10 Completely satisfied","1986","Couple + C. GT 16 ","Rural Area","24","","","","10"
"10 Completely satisfied","1986","Couple + C. LE and GT 16","Urban Area","63","0.112659632241736","0.0857418397718921","0.13957742471158","10"
"10 Completely satisfied","1986","Couple + C. LE and GT 16","Rural Area","20","","","","10"
"2 on Scale 1 to 10","1986","Couple + C. LE 16 ","Urban Area","21","","","","2"
"2 on Scale 1 to 10","1986","1-pers.-HH","Rural Area","3","","","","2"
"2 on Scale 1 to 10","1986","(Married) couple without C. ","Urban Area","19","","","","2"
"2 on Scale 1 to 10","1986","(Married) couple without C. ","Rural Area","3","","","","2"
"2 on Scale 1 to 10","1986","Single parent ","Urban Area","7","","","","2"
"2 on Scale 1 to 10","1986","Single parent ","Rural Area","2","","","","2"
"2 on Scale 1 to 10","1986","Couple + C. LE 16 ","Rural Area","4","","","","2"
"2 on Scale 1 to 10","1986","Couple + C. GT 16 ","Urban Area","16","","","","2"
"2 on Scale 1 to 10","1986","Couple + C. GT 16 ","Rural Area","3","","","","2"
"2 on Scale 1 to 10","1986","Couple + C. LE and GT 16","Urban Area","18","","","","2"
"2 on Scale 1 to 10","1986","Couple + C. LE and GT 16","Rural Area","4","","","","2"
"2 on Scale 1 to 10","1986","1-pers.-HH","Urban Area","20","","","","2"
"3 on Scale 1 to 10","1986","1-pers.-HH","Rural Area","6","","","","3"
"3 on Scale 1 to 10","1986","Single parent ","Rural Area","1","","","","3"
"3 on Scale 1 to 10","1986","(Married) couple without C. ","Rural Area","7","","","","3"
"3 on Scale 1 to 10","1986","Single parent ","Urban Area","18","","","","3"
"3 on Scale 1 to 10","1986","1-pers.-HH","Urban Area","36","0.0453317698919057","0.0307791617412765","0.0598843780425349","3"
"3 on Scale 1 to 10","1986","(Married) couple without C. ","Urban Area","35","0.0278197728451335","0.018673640637986","0.036965905052281","3"
"3 on Scale 1 to 10","1986","Couple + C. LE and GT 16","Rural Area","7","","","","3"
"3 on Scale 1 to 10","1986","Couple + C. LE 16 ","Urban Area","51","0.0453598918591463","0.0335417811524774","0.0571780025658153","3"
"3 on Scale 1 to 10","1986","Couple + C. LE 16 ","Rural Area","5","","","","3"
"3 on Scale 1 to 10","1986","Couple + C. GT 16 ","Urban Area","36","0.0488134117362917","0.0337685769528941","0.0638582465196893","3"
"3 on Scale 1 to 10","1986","Couple + C. GT 16 ","Rural Area","3","","","","3"
"3 on Scale 1 to 10","1986","Couple + C. LE and GT 16","Urban Area","20","","","","3"
"4 on Scale 1 to 10","1986","Single parent ","Urban Area","23","","","","4"
"4 on Scale 1 to 10","1986","(Married) couple without C. ","Rural Area","8","","","","4"
"4 on Scale 1 to 10","1986","1-pers.-HH","Urban Area","46","0.0521354995577741","0.0365846843209618","0.0676863147945865","4"
"4 on Scale 1 to 10","1986","1-pers.-HH","Rural Area","7","","","","4"
"4 on Scale 1 to 10","1986","(Married) couple without C. ","Urban Area","61","0.0472738941117233","0.0354711765409385","0.0590766116825081","4"
"4 on Scale 1 to 10","1986","Single parent ","Rural Area","4","","","","4"
"4 on Scale 1 to 10","1986","Couple + C. LE 16 ","Urban Area","71","0.0637972512081606","0.0499176128742342","0.0776768895420869","4"
"4 on Scale 1 to 10","1986","Couple + C. LE 16 ","Rural Area","12","","","","4"
"4 on Scale 1 to 10","1986","Couple + C. GT 16 ","Urban Area","45","0.0536697355901664","0.0379345787962811","0.0694048923840518","4"
"4 on Scale 1 to 10","1986","Couple + C. GT 16 ","Rural Area","14","","","","4"
"4 on Scale 1 to 10","1986","Couple + C. LE and GT 16","Urban Area","32","0.0620058298810445","0.0414740552753661","0.0825376044867228","4"
"4 on Scale 1 to 10","1986","Couple + C. LE and GT 16","Rural Area","7","","","","4"
"5 on Scale 1 to 10","1986","1-pers.-HH","Rural Area","26","","","","5"
"5 on Scale 1 to 10","1986","(Married) couple without C. ","Urban Area","185","0.143546138127499","0.124046119078748","0.16304615717625","5"
"5 on Scale 1 to 10","1986","(Married) couple without C. ","Rural Area","37","0.125364770726245","0.0870551033583959","0.163674438094094","5"
"5 on Scale 1 to 10","1986","Single parent ","Urban Area","51","0.1965871561182","0.149954200230863","0.243220112005537","5"
"5 on Scale 1 to 10","1986","Single parent ","Rural Area","15","","","","5"
"5 on Scale 1 to 10","1986","Couple + C. LE 16 ","Urban Area","180","0.169445917491906","0.148140417832309","0.190751417151504","5"
"5 on Scale 1 to 10","1986","Couple + C. LE 16 ","Rural Area","49","0.17053750275839","0.127978073944974","0.213096931571805","5"
"5 on Scale 1 to 10","1986","Couple + C. GT 16 ","Urban Area","139","0.172737733641832","0.146344038346825","0.199131428936839","5"
"5 on Scale 1 to 10","1986","Couple + C. GT 16 ","Rural Area","28","","","","5"
"5 on Scale 1 to 10","1986","Couple + C. LE and GT 16","Urban Area","107","0.231689861856975","0.195770223666338","0.267609500047613","5"
"5 on Scale 1 to 10","1986","Couple + C. LE and GT 16","Rural Area","27","","","","5"
"5 on Scale 1 to 10","1986","1-pers.-HH","Urban Area","171","0.195943021269924","0.16817649341151","0.223709549128337","5"
"6 on Scale 1 to 10","1986","Couple + C. LE and GT 16","Rural Area","15","","","","6"
"6 on Scale 1 to 10","1986","1-pers.-HH","Rural Area","13","","","","6"
"6 on Scale 1 to 10","1986","Couple + C. LE 16 ","Rural Area","31","0.106636214055384","0.0717098003174407","0.141562627793327","6"
"6 on Scale 1 to 10","1986","(Married) couple without C. ","Urban Area","152","0.114952223456312","0.0972132150803844","0.13269123183224","6"
"6 on Scale 1 to 10","1986","Couple + C. LE and GT 16","Urban Area","53","0.0916339195836449","0.0670716359322173","0.116196203235073","6"
"6 on Scale 1 to 10","1986","1-pers.-HH","Urban Area","71","0.087170401997497","0.0674374234500958","0.106903380544898","6"
"6 on Scale 1 to 10","1986","(Married) couple without C. ","Rural Area","28","","","","6"
"6 on Scale 1 to 10","1986","Single parent ","Urban Area","31","0.0985650043738897","0.0635886476798017","0.133541361067978","6"
"6 on Scale 1 to 10","1986","Single parent ","Rural Area","4","","","","6"
"6 on Scale 1 to 10","1986","Couple + C. LE 16 ","Urban Area","132","0.111190204030924","0.0933364359053044","0.129043972156544","6"
"6 on Scale 1 to 10","1986","Couple + C. GT 16 ","Urban Area","81","0.0966345726133418","0.0760053444039463","0.117263800822737","6"
"6 on Scale 1 to 10","1986","Couple + C. GT 16 ","Rural Area","23","","","","6"
"7 on Scale 1 to 10","1986","1-pers.-HH","Urban Area","95","0.125035790074284","0.10189780277501","0.148173777373559","7"
"7 on Scale 1 to 10","1986","(Married) couple without C. ","Urban Area","178","0.145023247043049","0.12544006511258","0.164606428973517","7"
"7 on Scale 1 to 10","1986","(Married) couple without C. ","Rural Area","52","0.159553382848415","0.117187601775113","0.201919163921716","7"
"7 on Scale 1 to 10","1986","Single parent ","Urban Area","35","0.124285298120744","0.0855740486595491","0.162996547581939","7"
"7 on Scale 1 to 10","1986","Single parent ","Rural Area","13","","","","7"
"7 on Scale 1 to 10","1986","1-pers.-HH","Rural Area","17","","","","7"
"7 on Scale 1 to 10","1986","Couple + C. LE 16 ","Urban Area","198","0.160833325555412","0.139969000243703","0.181697650867122","7"
"7 on Scale 1 to 10","1986","Couple + C. LE 16 ","Rural Area","60","0.232856990822166","0.185030306902145","0.280683674742187","7"
"7 on Scale 1 to 10","1986","Couple + C. GT 16 ","Urban Area","113","0.139000947108385","0.114846605793434","0.163155288423337","7"
"7 on Scale 1 to 10","1986","Couple + C. GT 16 ","Rural Area","32","0.159771192678506","0.109244551546929","0.210297833810082","7"
"7 on Scale 1 to 10","1986","Couple + C. LE and GT 16","Urban Area","78","0.167906222955941","0.136084060436022","0.19972838547586","7"
"7 on Scale 1 to 10","1986","Couple + C. LE and GT 16","Rural Area","20","","","","7"
"8 on Scale 1 to 10","1986","1-pers.-HH","Rural Area","29","","","","8"
"8 on Scale 1 to 10","1986","(Married) couple without C. ","Urban Area","270","0.222923381723868","0.199776258416968","0.246070505030769","8"
"8 on Scale 1 to 10","1986","(Married) couple without C. ","Rural Area","69","0.249700650695092","0.199624116390887","0.299777184999296","8"
"8 on Scale 1 to 10","1986","Single parent ","Urban Area","53","0.206450525628155","0.158956280433831","0.25394477082248","8"
"8 on Scale 1 to 10","1986","Couple + C. LE 16 ","Urban Area","272","0.230000640440122","0.206100419543397","0.253900861336847","8"
"8 on Scale 1 to 10","1986","Couple + C. LE 16 ","Rural Area","63","0.196036789459596","0.151113211117446","0.240960367801746","8"
"8 on Scale 1 to 10","1986","Couple + C. GT 16 ","Urban Area","167","0.235680054550189","0.206046483251932","0.265313625848446","8"
"8 on Scale 1 to 10","1986","Single parent ","Rural Area","19","","","","8"
"8 on Scale 1 to 10","1986","Couple + C. GT 16 ","Rural Area","53","0.258945177376612","0.198536199320455","0.319354155432768","8"
"8 on Scale 1 to 10","1986","Couple + C. LE and GT 16","Rural Area","37","0.228555198851163","0.162020168986208","0.295090228716118","8"
"8 on Scale 1 to 10","1986","1-pers.-HH","Urban Area","155","0.212752126292578","0.184123140342496","0.241381112242659","8"
"8 on Scale 1 to 10","1986","Couple + C. LE and GT 16","Urban Area","112","0.197040695475454","0.163176957929214","0.230904433021695","8"
"9 on Scale 1 to 10","1986","Couple + C. LE and GT 16","Rural Area","13","","","","9"
"9 on Scale 1 to 10","1986","(Married) couple without C. ","Rural Area","33","0.107760298104676","0.0718865043667234","0.143634091842628","9"
"9 on Scale 1 to 10","1986","Couple + C. LE 16 ","Rural Area","28","","","","9"
"9 on Scale 1 to 10","1986","Couple + C. GT 16 ","Urban Area","69","0.0809516940000869","0.0619073015545322","0.0999960864456415","9"
"9 on Scale 1 to 10","1986","Couple + C. GT 16 ","Rural Area","19","","","","9"
"9 on Scale 1 to 10","1986","1-pers.-HH","Urban Area","63","0.0871004685396792","0.0673746515139124","0.106826285565446","9"
"9 on Scale 1 to 10","1986","1-pers.-HH","Rural Area","17","","","","9"
"9 on Scale 1 to 10","1986","(Married) couple without C. ","Urban Area","119","0.0947574032263276","0.0784690807355238","0.111045725717131","9"
"9 on Scale 1 to 10","1986","Single parent ","Urban Area","26","","","","9"
"9 on Scale 1 to 10","1986","Single parent ","Rural Area","2","","","","9"
"9 on Scale 1 to 10","1986","Couple + C. LE 16 ","Urban Area","107","0.0822706972315617","0.066665398073683","0.0978759963894405","9"
"9 on Scale 1 to 10","1986","Couple + C. LE and GT 16","Urban Area","40","0.0683204880034759","0.0468412480972761","0.0897997279096758","9"
"0 Completely dissatisfied","1987","1-pers.-HH","Rural Area","","","","","0"
"0 Completely dissatisfied","1987","(Married) couple without C. ","Urban Area","2","","","","0"
"0 Completely dissatisfied","1987","(Married) couple without C. ","Rural Area","1","","","","0"
"0 Completely dissatisfied","1987","Single parent ","Urban Area","","","","","0"
"0 Completely dissatisfied","1987","Single parent ","Rural Area","","","","","0"
"0 Completely dissatisfied","1987","Couple + C. LE 16 ","Urban Area","1","","","","0"
"0 Completely dissatisfied","1987","Couple + C. LE 16 ","Rural Area","1","","","","0"
"0 Completely dissatisfied","1987","Couple + C. GT 16 ","Urban Area","3","","","","0"
"0 Completely dissatisfied","1987","Couple + C. GT 16 ","Rural Area","2","","","","0"
"0 Completely dissatisfied","1987","1-pers.-HH","Urban Area","7","","","","0"
"0 Completely dissatisfied","1987","Couple + C. LE and GT 16","Urban Area","4","","","","0"
