"hlf0094","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Slightly Expensive","1985","inadequately","East Germany","","","","","4"
"Slightly Expensive","1985","general elemantary","West Germany","82","0.0653438392931739","0.0511222753977714","0.0795654031885764","4"
"Slightly Expensive","1985","general elemantary","East Germany","","","","","4"
"Slightly Expensive","1985","middle vocational","West Germany","182","0.0807060544747518","0.0690921406155851","0.0923199683339184","4"
"Slightly Expensive","1985","higher vocational","East Germany","","","","","4"
"Slightly Expensive","1985","higher education","West Germany","30","0.0764277761007708","0.0485938088596778","0.104261743341864","4"
"Slightly Expensive","1985","higher education","East Germany","","","","","4"
"Slightly Expensive","1985","middle vocational","East Germany","","","","","4"
"Slightly Expensive","1985","vocational + Abi","West Germany","6","","","","4"
"Slightly Expensive","1985","vocational + Abi","East Germany","","","","","4"
"Slightly Expensive","1985","higher vocational","West Germany","29","","","","4"
"Too Expensive","1985","higher vocational","East Germany","","","","","5"
"Too Expensive","1985","higher education","West Germany","11","","","","5"
"Too Expensive","1985","higher education","East Germany","","","","","5"
"Too Expensive","1985","in school","West Germany","2","","","","5"
"Too Expensive","1985","in school","East Germany","","","","","5"
"Too Expensive","1985","inadequately","West Germany","2","","","","5"
"Too Expensive","1985","inadequately","East Germany","","","","","5"
"Too Expensive","1985","vocational + Abi","East Germany","","","","","5"
"Too Expensive","1985","higher vocational","West Germany","5","","","","5"
"Too Expensive","1985","general elemantary","West Germany","26","","","","5"
"Too Expensive","1985","general elemantary","East Germany","","","","","5"
"Too Expensive","1985","middle vocational","West Germany","52","0.0245642394779445","0.0179641573385162","0.0311643216173727","5"
"Too Expensive","1985","middle vocational","East Germany","","","","","5"
"Too Expensive","1985","vocational + Abi","West Germany","2","","","","5"
"Very Inexpensive","1985","in school","West Germany","17","","","","1"
"Very Inexpensive","1985","in school","East Germany","","","","","1"
"Very Inexpensive","1985","inadequately","West Germany","5","","","","1"
"Very Inexpensive","1985","inadequately","East Germany","","","","","1"
"Very Inexpensive","1985","general elemantary","West Germany","282","0.250468300515079","0.225534385013473","0.275402216016684","1"
"Very Inexpensive","1985","general elemantary","East Germany","","","","","1"
"Very Inexpensive","1985","middle vocational","West Germany","479","0.239512887924531","0.221315514158811","0.257710261690252","1"
"Very Inexpensive","1985","middle vocational","East Germany","","","","","1"
"Very Inexpensive","1985","vocational + Abi","West Germany","19","","","","1"
"Very Inexpensive","1985","vocational + Abi","East Germany","","","","","1"
"Very Inexpensive","1985","higher vocational","West Germany","73","0.240304294219331","0.192894136987618","0.287714451451044","1"
"Very Inexpensive","1985","higher vocational","East Germany","","","","","1"
"Very Inexpensive","1985","higher education","West Germany","72","0.211274291261835","0.168508117705794","0.254040464817877","1"
"Very Inexpensive","1985","higher education","East Germany","","","","","1"
"Inexpensive","1986","in school","West Germany","27","","","","2"
"Inexpensive","1986","in school","East Germany","","","","","2"
"Inexpensive","1986","inadequately","West Germany","17","","","","2"
"Inexpensive","1986","inadequately","East Germany","","","","","2"
"Inexpensive","1986","general elemantary","West Germany","372","0.336273997561301","0.309063601028161","0.363484394094442","2"
"Inexpensive","1986","general elemantary","East Germany","","","","","2"
"Inexpensive","1986","middle vocational","West Germany","669","0.31655988102017","0.297056920489082","0.336062841551257","2"
"Inexpensive","1986","middle vocational","East Germany","","","","","2"
"Inexpensive","1986","vocational + Abi","West Germany","26","","","","2"
"Inexpensive","1986","vocational + Abi","East Germany","","","","","2"
"Inexpensive","1986","higher vocational","West Germany","87","0.275772246375676","0.225943299155221","0.325601193596132","2"
"Inexpensive","1986","higher vocational","East Germany","","","","","2"
"Inexpensive","1986","higher education","West Germany","99","0.272513466196578","0.227206226976087","0.317820705417069","2"
"Inexpensive","1986","higher education","East Germany","","","","","2"
"Reasonable","1986","in school","West Germany","44","0.406166859070161","0.31311165624251","0.499222061897812","3"
"Reasonable","1986","in school","East Germany","","","","","3"
"Reasonable","1986","inadequately","West Germany","35","0.436904971250428","0.318138178298204","0.555671764202652","3"
"Reasonable","1986","inadequately","East Germany","","","","","3"
"Reasonable","1986","general elemantary","West Germany","445","0.368396677005524","0.340614014293247","0.396179339717802","3"
"Reasonable","1986","general elemantary","East Germany","","","","","3"
"Reasonable","1986","middle vocational","West Germany","838","0.380524007938439","0.360166451781285","0.400881564095593","3"
"Reasonable","1986","middle vocational","East Germany","","","","","3"
"Reasonable","1986","vocational + Abi","West Germany","36","0.442758928773226","0.338979332184978","0.546538525361473","3"
"Reasonable","1986","vocational + Abi","East Germany","","","","","3"
"Reasonable","1986","higher vocational","West Germany","122","0.4086815059615","0.353869957048164","0.463493054874836","3"
"Reasonable","1986","higher vocational","East Germany","","","","","3"
"Reasonable","1986","higher education","West Germany","159","0.4260912075464","0.375771992044435","0.476410423048364","3"
"Reasonable","1986","higher education","East Germany","","","","","3"
"Slightly Expensive","1986","in school","West Germany","12","","","","4"
"Slightly Expensive","1986","in school","East Germany","","","","","4"
"Slightly Expensive","1986","inadequately","West Germany","6","","","","4"
"Slightly Expensive","1986","inadequately","East Germany","","","","","4"
"Slightly Expensive","1986","general elemantary","West Germany","84","0.0651646280148322","0.0509489577973912","0.0793802982322733","4"
"Slightly Expensive","1986","general elemantary","East Germany","","","","","4"
"Slightly Expensive","1986","middle vocational","West Germany","220","0.0928344963447772","0.0806664648053717","0.105002527884183","4"
"Slightly Expensive","1986","middle vocational","East Germany","","","","","4"
"Slightly Expensive","1986","vocational + Abi","West Germany","13","","","","4"
"Slightly Expensive","1986","vocational + Abi","East Germany","","","","","4"
"Slightly Expensive","1986","higher vocational","West Germany","40","0.120890583370678","0.0845420783041051","0.157239088437251","4"
"Slightly Expensive","1986","higher vocational","East Germany","","","","","4"
"Slightly Expensive","1986","higher education","West Germany","43","0.109833506673768","0.0780161436927924","0.141650869654744","4"
"Slightly Expensive","1986","higher education","East Germany","","","","","4"
"Too Expensive","1986","in school","West Germany","3","","","","5"
"Too Expensive","1986","in school","East Germany","","","","","5"
"Too Expensive","1986","inadequately","West Germany","2","","","","5"
"Too Expensive","1986","inadequately","East Germany","","","","","5"
"Too Expensive","1986","general elemantary","West Germany","34","0.0264920843712795","0.0172425127483803","0.0357416559941787","5"
"Too Expensive","1986","general elemantary","East Germany","","","","","5"
"Too Expensive","1986","middle vocational","West Germany","64","0.0256651606423599","0.0190346270481548","0.032295694236565","5"
"Too Expensive","1986","middle vocational","East Germany","","","","","5"
"Too Expensive","1986","vocational + Abi","West Germany","4","","","","5"
"Too Expensive","1986","vocational + Abi","East Germany","","","","","5"
"Too Expensive","1986","higher vocational","West Germany","6","","","","5"
"Too Expensive","1986","higher vocational","East Germany","","","","","5"
"Too Expensive","1986","higher education","West Germany","5","","","","5"
"Too Expensive","1986","higher education","East Germany","","","","","5"
"Very Inexpensive","1986","in school","West Germany","21","","","","1"
"Very Inexpensive","1986","in school","East Germany","","","","","1"
"Very Inexpensive","1986","inadequately","West Germany","7","","","","1"
"Very Inexpensive","1986","inadequately","East Germany","","","","","1"
"Very Inexpensive","1986","general elemantary","West Germany","223","0.203672613047062","0.180476994668529","0.226868231425595","1"
"Very Inexpensive","1986","general elemantary","East Germany","","","","","1"
"Very Inexpensive","1986","middle vocational","West Germany","394","0.184416454054254","0.16815511025928","0.200677797849229","1"
"Very Inexpensive","1986","middle vocational","East Germany","","","","","1"
"Very Inexpensive","1986","vocational + Abi","West Germany","9","","","","1"
"Very Inexpensive","1986","vocational + Abi","East Germany","","","","","1"
"Very Inexpensive","1986","higher vocational","West Germany","54","0.17696360879485","0.134411571928803","0.219515645660897","1"
"Very Inexpensive","1986","higher vocational","East Germany","","","","","1"
"Very Inexpensive","1986","higher education","West Germany","65","0.179107854770047","0.140090169396982","0.218125540143112","1"
"Very Inexpensive","1986","higher education","East Germany","","","","","1"
"Inexpensive","1987","in school","West Germany","26","","","","2"
"Inexpensive","1987","in school","East Germany","","","","","2"
"Inexpensive","1987","inadequately","West Germany","21","","","","2"
"Inexpensive","1987","inadequately","East Germany","","","","","2"
"Inexpensive","1987","general elemantary","West Germany","408","0.370276659244288","0.342122216683109","0.398431101805468","2"
"Inexpensive","1987","general elemantary","East Germany","","","","","2"
"Inexpensive","1987","middle vocational","West Germany","759","0.349335853710915","0.329413677852071","0.369258029569759","2"
"Inexpensive","1987","middle vocational","East Germany","","","","","2"
"Inexpensive","1987","vocational + Abi","West Germany","24","","","","2"
"Inexpensive","1987","vocational + Abi","East Germany","","","","","2"
"Inexpensive","1987","higher vocational","West Germany","97","0.32797653003618","0.274673295605041","0.381279764467319","2"
"Inexpensive","1987","higher vocational","East Germany","","","","","2"
"Inexpensive","1987","higher education","West Germany","107","0.308999144573531","0.261723986467253","0.356274302679808","2"
"Inexpensive","1987","higher education","East Germany","","","","","2"
"Reasonable","1987","in school","West Germany","36","0.36904456413401","0.273507079512792","0.464582048755229","3"
"Reasonable","1987","in school","East Germany","","","","","3"
"Reasonable","1987","inadequately","West Germany","34","0.348199782985453","0.234968837664611","0.461430728306294","3"
"Reasonable","1987","inadequately","East Germany","","","","","3"
"Reasonable","1987","general elemantary","West Germany","404","0.352715141632464","0.324855941376991","0.380574341887938","3"
"Reasonable","1987","general elemantary","East Germany","","","","","3"
"Reasonable","1987","middle vocational","West Germany","795","0.367364736950945","0.347219973053106","0.387509500848784","3"
"Reasonable","1987","middle vocational","East Germany","","","","","3"
"Reasonable","1987","vocational + Abi","West Germany","45","0.487618022501769","0.384919500829258","0.590316544174279","3"
"Reasonable","1987","vocational + Abi","East Germany","","","","","3"
"Reasonable","1987","higher vocational","West Germany","112","0.395423695406803","0.339910418385519","0.450936972428088","3"
"Reasonable","1987","higher vocational","East Germany","","","","","3"
"Reasonable","1987","higher education","West Germany","149","0.390994663810791","0.341070474305234","0.440918853316348","3"
"Reasonable","1987","higher education","East Germany","","","","","3"
"Slightly Expensive","1987","in school","West Germany","18","","","","4"
"Slightly Expensive","1987","in school","East Germany","","","","","4"
"Slightly Expensive","1987","inadequately","West Germany","6","","","","4"
"Slightly Expensive","1987","inadequately","East Germany","","","","","4"
"Slightly Expensive","1987","general elemantary","West Germany","74","0.0572029278767683","0.043662664532846","0.0707431912206907","4"
"Slightly Expensive","1987","general elemantary","East Germany","","","","","4"
"Slightly Expensive","1987","middle vocational","West Germany","215","0.0855266051023482","0.0738404161306664","0.0972127940740299","4"
"Slightly Expensive","1987","middle vocational","East Germany","","","","","4"
"Slightly Expensive","1987","vocational + Abi","West Germany","6","","","","4"
"Slightly Expensive","1987","vocational + Abi","East Germany","","","","","4"
"Slightly Expensive","1987","higher vocational","West Germany","29","","","","4"
"Slightly Expensive","1987","higher vocational","East Germany","","","","","4"
"Slightly Expensive","1987","higher education","West Germany","28","","","","4"
"Slightly Expensive","1987","higher education","East Germany","","","","","4"
"Too Expensive","1987","in school","West Germany","4","","","","5"
"Too Expensive","1987","higher vocational","East Germany","","","","","5"
"Too Expensive","1987","general elemantary","West Germany","34","0.0280700221966285","0.0184395465781872","0.0377004978150698","5"
"Too Expensive","1987","general elemantary","East Germany","","","","","5"
"Too Expensive","1987","higher education","West Germany","11","","","","5"
"Too Expensive","1987","higher education","East Germany","","","","","5"
"Too Expensive","1987","in school","East Germany","","","","","5"
"Too Expensive","1987","inadequately","West Germany","1","","","","5"
"Too Expensive","1987","inadequately","East Germany","","","","","5"
"Too Expensive","1987","middle vocational","West Germany","49","0.0213204088129787","0.0152843316845995","0.027356485941358","5"
"Too Expensive","1987","middle vocational","East Germany","","","","","5"
"Too Expensive","1987","vocational + Abi","West Germany","2","","","","5"
"Too Expensive","1987","vocational + Abi","East Germany","","","","","5"
"Too Expensive","1987","higher vocational","West Germany","12","","","","5"
"Very Inexpensive","1987","in school","West Germany","14","","","","1"
"Very Inexpensive","1987","in school","East Germany","","","","","1"
"Very Inexpensive","1987","inadequately","West Germany","6","","","","1"
"Very Inexpensive","1987","inadequately","East Germany","","","","","1"
"Very Inexpensive","1987","general elemantary","West Germany","210","0.19173524904985","0.168782396335214","0.214688101764487","1"
"Very Inexpensive","1987","general elemantary","East Germany","","","","","1"
"Very Inexpensive","1987","middle vocational","West Germany","382","0.176452395422813","0.160523161719161","0.192381629126464","1"
"Very Inexpensive","1987","middle vocational","East Germany","","","","","1"
"Very Inexpensive","1987","vocational + Abi","West Germany","14","","","","1"
"Very Inexpensive","1987","vocational + Abi","East Germany","","","","","1"
"Very Inexpensive","1987","higher vocational","West Germany","48","0.149643378509179","0.109142050817546","0.190144706200812","1"
"Very Inexpensive","1987","higher vocational","East Germany","","","","","1"
"Very Inexpensive","1987","higher education","West Germany","72","0.196240330753974","0.15560794735519","0.236872714152757","1"
"Very Inexpensive","1987","higher education","East Germany","","","","","1"
"Inexpensive","1988","in school","West Germany","20","","","","2"
"Inexpensive","1988","in school","East Germany","","","","","2"
"Inexpensive","1988","inadequately","West Germany","21","","","","2"
"Inexpensive","1988","inadequately","East Germany","","","","","2"
"Inexpensive","1988","general elemantary","West Germany","363","0.378664881441759","0.348897648207939","0.408432114675579","2"
"Inexpensive","1988","general elemantary","East Germany","","","","","2"
"Inexpensive","1988","middle vocational","West Germany","743","0.350816665576363","0.330459009940718","0.371174321212007","2"
"Inexpensive","1988","middle vocational","East Germany","","","","","2"
"Inexpensive","1988","vocational + Abi","West Germany","32","0.325536182514121","0.22978742684794","0.421284938180302","2"
"Inexpensive","1988","vocational + Abi","East Germany","","","","","2"
"Inexpensive","1988","higher vocational","West Germany","95","0.323501080222021","0.269283953788168","0.377718206655875","2"
"Inexpensive","1988","higher vocational","East Germany","","","","","2"
"Inexpensive","1988","higher education","West Germany","102","0.299179144261003","0.250578719147091","0.347779569374914","2"
"Inexpensive","1988","higher education","East Germany","","","","","2"
"Reasonable","1988","in school","West Germany","42","0.494488968685207","0.38820145437022","0.600776483000194","3"
"Reasonable","1988","in school","East Germany","","","","","3"
"Reasonable","1988","inadequately","West Germany","27","","","","3"
"Reasonable","1988","inadequately","East Germany","","","","","3"
"Reasonable","1988","general elemantary","West Germany","361","0.336029100779855","0.307041586692604","0.365016614867106","3"
"Reasonable","1988","general elemantary","East Germany","","","","","3"
"Reasonable","1988","middle vocational","West Germany","795","0.378572836816944","0.357882202006876","0.399263471627012","3"
"Reasonable","1988","middle vocational","East Germany","","","","","3"
"Reasonable","1988","vocational + Abi","West Germany","37","0.45271403177783","0.351001769991454","0.554426293564205","3"
"Reasonable","1988","vocational + Abi","East Germany","","","","","3"
"Reasonable","1988","higher vocational","West Germany","114","0.387946376268159","0.331472751872895","0.444420000663423","3"
"Reasonable","1988","higher vocational","East Germany","","","","","3"
"Reasonable","1988","higher education","West Germany","152","0.43663950603735","0.38399832682866","0.48928068524604","3"
"Reasonable","1988","higher education","East Germany","","","","","3"
"Slightly Expensive","1988","in school","West Germany","11","","","","4"
"Slightly Expensive","1988","in school","East Germany","","","","","4"
"Slightly Expensive","1988","inadequately","West Germany","7","","","","4"
"Slightly Expensive","1988","inadequately","East Germany","","","","","4"
"Slightly Expensive","1988","general elemantary","West Germany","77","0.0656866690420141","0.0504835429456916","0.0808897951383365","4"
"Slightly Expensive","1988","general elemantary","East Germany","","","","","4"
"Slightly Expensive","1988","middle vocational","West Germany","173","0.0795763917943949","0.0680314972381367","0.0911212863506531","4"
"Slightly Expensive","1988","middle vocational","East Germany","","","","","4"
"Slightly Expensive","1988","vocational + Abi","West Germany","8","","","","4"
"Slightly Expensive","1988","vocational + Abi","East Germany","","","","","4"
"Slightly Expensive","1988","higher vocational","West Germany","25","","","","4"
"Slightly Expensive","1988","higher vocational","East Germany","","","","","4"
"Slightly Expensive","1988","higher education","West Germany","17","","","","4"
"Slightly Expensive","1988","higher education","East Germany","","","","","4"
"Too Expensive","1988","in school","West Germany","1","","","","5"
"Too Expensive","1988","in school","East Germany","","","","","5"
"Too Expensive","1988","inadequately","West Germany","1","","","","5"
"Too Expensive","1988","inadequately","East Germany","","","","","5"
"Too Expensive","1988","general elemantary","West Germany","14","","","","5"
"Too Expensive","1988","general elemantary","East Germany","","","","","5"
"Too Expensive","1988","middle vocational","West Germany","31","0.0136028701078088","0.00866152541635871","0.0185442147992588","5"
"Too Expensive","1988","middle vocational","East Germany","","","","","5"
"Too Expensive","1988","vocational + Abi","West Germany","","","","","5"
"Too Expensive","1988","vocational + Abi","East Germany","","","","","5"
"Too Expensive","1988","higher vocational","West Germany","6","","","","5"
"Too Expensive","1988","higher vocational","East Germany","","","","","5"
"Too Expensive","1988","higher education","West Germany","4","","","","5"
"Too Expensive","1988","higher education","East Germany","","","","","5"
"Very Inexpensive","1988","in school","West Germany","11","","","","1"
"Very Inexpensive","1988","in school","East Germany","","","","","1"
"Very Inexpensive","1988","inadequately","West Germany","5","","","","1"
"Very Inexpensive","1988","inadequately","East Germany","","","","","1"
"Very Inexpensive","1988","general elemantary","West Germany","205","0.203642993443167","0.178929357543929","0.228356629342406","1"
"Very Inexpensive","1988","general elemantary","East Germany","","","","","1"
"Very Inexpensive","1988","middle vocational","West Germany","369","0.17743123570449","0.161134331230976","0.193728140178003","1"
"Very Inexpensive","1988","middle vocational","East Germany","","","","","1"
"Very Inexpensive","1988","vocational + Abi","West Germany","15","","","","1"
"Very Inexpensive","1988","vocational + Abi","East Germany","","","","","1"
"Very Inexpensive","1988","higher vocational","West Germany","46","0.180373194748326","0.135811761598732","0.224934627897919","1"
"Very Inexpensive","1988","higher vocational","East Germany","","","","","1"
"Very Inexpensive","1988","higher education","West Germany","66","0.201397265213562","0.158831241510156","0.243963288916967","1"
"Very Inexpensive","1988","higher education","East Germany","","","","","1"
"Inexpensive","1989","in school","West Germany","30","0.282125996399583","0.191149369546983","0.373102623252184","2"
"Inexpensive","1989","in school","East Germany","","","","","2"
"Inexpensive","1989","inadequately","West Germany","27","","","","2"
"Inexpensive","1989","inadequately","East Germany","","","","","2"
"Inexpensive","1989","general elemantary","West Germany","395","0.414851795391113","0.383603536028582","0.446100054753644","2"
"Inexpensive","1989","general elemantary","East Germany","","","","","2"
"Inexpensive","1989","middle vocational","West Germany","758","0.371730300734437","0.351065933859817","0.392394667609057","2"
"Inexpensive","1989","middle vocational","East Germany","","","","","2"
"Inexpensive","1989","vocational + Abi","West Germany","34","0.383823477345604","0.286541852488972","0.481105102202235","2"
"Inexpensive","1989","vocational + Abi","East Germany","","","","","2"
"Inexpensive","1989","higher vocational","West Germany","102","0.368925667376908","0.312906666961477","0.424944667792339","2"
"Inexpensive","1989","higher vocational","East Germany","","","","","2"
"Inexpensive","1989","higher education","West Germany","98","0.275435144978184","0.228019767627533","0.322850522328834","2"
"Inexpensive","1989","higher education","East Germany","","","","","2"
"Reasonable","1989","in school","West Germany","36","0.39575060070703","0.296894592605495","0.494606608808565","3"
"Reasonable","1989","in school","East Germany","","","","","3"
"Reasonable","1989","inadequately","West Germany","24","","","","3"
"Reasonable","1989","inadequately","East Germany","","","","","3"
"Reasonable","1989","general elemantary","West Germany","287","0.276913241137723","0.248533170565695","0.305293311709752","3"
"Reasonable","1989","general elemantary","East Germany","","","","","3"
"Reasonable","1989","middle vocational","West Germany","756","0.354205392361033","0.333754613328585","0.374656171393481","3"
"Reasonable","1989","middle vocational","East Germany","","","","","3"
"Reasonable","1989","vocational + Abi","West Germany","33","0.319545633463717","0.226267806326852","0.412823460600583","3"
"Reasonable","1989","vocational + Abi","East Germany","","","","","3"
"Reasonable","1989","higher vocational","West Germany","92","0.312309083997949","0.258505077918494","0.366113090077405","3"
"Reasonable","1989","higher vocational","East Germany","","","","","3"
"Reasonable","1989","higher education","West Germany","137","0.418380897372452","0.366023728341383","0.47073806640352","3"
"Reasonable","1989","higher education","East Germany","","","","","3"
"Slightly Expensive","1989","in school","West Germany","9","","","","4"
"Slightly Expensive","1989","in school","East Germany","","","","","4"
"Slightly Expensive","1989","inadequately","West Germany","6","","","","4"
"Slightly Expensive","1989","inadequately","East Germany","","","","","4"
"Slightly Expensive","1989","general elemantary","West Germany","61","0.0601893212920347","0.0451049811805141","0.0752736614035552","4"
"Slightly Expensive","1989","general elemantary","East Germany","","","","","4"
"Slightly Expensive","1989","middle vocational","West Germany","135","0.0597252651942387","0.0495921847227564","0.069858345665721","4"
"Slightly Expensive","1989","middle vocational","East Germany","","","","","4"
"Slightly Expensive","1989","vocational + Abi","West Germany","8","","","","4"
"Slightly Expensive","1989","vocational + Abi","East Germany","","","","","4"
"Slightly Expensive","1989","higher vocational","West Germany","31","0.10654430336487","0.0707241625180176","0.142364444211722","4"
