"hlf0094","year","age_gr","sampreg","n","percent","lower_confidence","upper_confidence"
"Very Inexpensive","1986","66 and older","West Germany","114","0.239026825575472","0.201644089510759","0.276409561640185"
"Very Inexpensive","1986","66 and older","East Germany","","","",""
"Inexpensive","1986","16-34 y.","West Germany","366","0.277248001284951","0.253439773516127","0.301056229053775"
"Inexpensive","1986","16-34 y.","East Germany","","","",""
"Inexpensive","1986","35-65 y.","West Germany","761","0.3145790758701","0.296222116487458","0.332936035252742"
"Inexpensive","1986","35-65 y.","East Germany","","","",""
"Inexpensive","1986","66 and older","West Germany","184","0.378603436846334","0.336088671311169","0.421118202381498"
"Inexpensive","1986","66 and older","East Germany","","","",""
"Reasonable","1986","16-34 y.","West Germany","556","0.412332629723606","0.386151532301351","0.438513727145861"
"Reasonable","1986","16-34 y.","East Germany","","","",""
"Reasonable","1986","35-65 y.","West Germany","968","0.392181434420305","0.37288008612435","0.411482782716259"
"Reasonable","1986","35-65 y.","East Germany","","","",""
"Reasonable","1986","66 and older","West Germany","167","0.312944534680243","0.272300887390184","0.353588181970303"
"Reasonable","1986","66 and older","East Germany","","","",""
"Slightly Expensive","1986","16-34 y.","West Germany","163","0.112671568840604","0.0958546055821445","0.129488532099063"
"Slightly Expensive","1986","16-34 y.","East Germany","","","",""
"Slightly Expensive","1986","35-65 y.","West Germany","229","0.0872277441670669","0.0760728440001947","0.0983826443339391"
"Slightly Expensive","1986","35-65 y.","East Germany","","","",""
"Slightly Expensive","1986","66 and older","West Germany","30","0.0572445542265697","0.0368821196183147","0.0776069888348247"
"Slightly Expensive","1986","66 and older","East Germany","","","",""
"Too Expensive","1986","16-34 y.","West Germany","48","0.032022811008863","0.0226588306588074","0.0413867913589187"
"Too Expensive","1986","16-34 y.","East Germany","","","",""
"Too Expensive","1986","35-65 y.","West Germany","65","0.0242000283443027","0.0181250394316314","0.0302750172569739"
"Too Expensive","1986","35-65 y.","East Germany","","","",""
"Too Expensive","1986","66 and older","West Germany","5","","",""
"Too Expensive","1986","66 and older","East Germany","","","",""
"Very Inexpensive","1987","16-34 y.","West Germany","223","0.166502134495868","0.146674066710771","0.186330202280965"
"Very Inexpensive","1987","16-34 y.","East Germany","","","",""
"Very Inexpensive","1987","35-65 y.","West Germany","423","0.179863589038169","0.164539166989945","0.195188011086394"
"Very Inexpensive","1987","35-65 y.","East Germany","","","",""
"Very Inexpensive","1987","66 and older","West Germany","104","0.195336406900485","0.161095658379502","0.229577155421468"
"Very Inexpensive","1987","66 and older","East Germany","","","",""
"Inexpensive","1987","16-34 y.","West Germany","445","0.32792123653862","0.302934294806173","0.352908178271067"
"Inexpensive","1987","16-34 y.","East Germany","","","",""
"Inexpensive","1987","35-65 y.","West Germany","802","0.339085070487714","0.320196610713566","0.357973530261862"
"Inexpensive","1987","35-65 y.","East Germany","","","",""
"Inexpensive","1987","66 and older","West Germany","206","0.408793122359629","0.366334489546195","0.451251755173063"
"Inexpensive","1987","66 and older","East Germany","","","",""
"Reasonable","1987","16-34 y.","West Germany","505","0.377577878645005","0.351775245542784","0.403380511747226"
"Reasonable","1987","16-34 y.","East Germany","","","",""
"Reasonable","1987","35-65 y.","West Germany","909","0.373921891811014","0.354616699362564","0.393227084259464"
"Reasonable","1987","35-65 y.","East Germany","","","",""
"Reasonable","1987","66 and older","West Germany","175","0.344202136945378","0.303168854820756","0.38523541907"
"Reasonable","1987","66 and older","East Germany","","","",""
"Slightly Expensive","1987","16-34 y.","West Germany","144","0.100398535318656","0.0844026967804162","0.116394373856896"
"Slightly Expensive","1987","16-34 y.","East Germany","","","",""
"Slightly Expensive","1987","35-65 y.","West Germany","213","0.0794573819835665","0.0686664611681655","0.0902483027989675"
"Slightly Expensive","1987","35-65 y.","East Germany","","","",""
"Slightly Expensive","1987","66 and older","West Germany","20","","",""
"Slightly Expensive","1987","66 and older","East Germany","","","",""
"Too Expensive","1987","16-34 y.","West Germany","39","0.0276002150018508","0.0188806081111328","0.0363198218925688"
"Too Expensive","1987","16-34 y.","East Germany","","","",""
"Too Expensive","1987","35-65 y.","West Germany","66","0.0276720666795362","0.0211272632225417","0.0342168701365308"
"Too Expensive","1987","35-65 y.","East Germany","","","",""
"Too Expensive","1987","66 and older","West Germany","10","","",""
"Too Expensive","1987","66 and older","East Germany","","","",""
"Very Inexpensive","1988","16-34 y.","West Germany","204","0.164403027056394","0.144026571124028","0.18477948298876"
"Very Inexpensive","1988","16-34 y.","East Germany","","","",""
"Very Inexpensive","1988","35-65 y.","West Germany","411","0.184065738953824","0.168134027310969","0.199997450596678"
"Very Inexpensive","1988","35-65 y.","East Germany","","","",""
"Very Inexpensive","1988","66 and older","West Germany","109","0.222072054477336","0.185119318583319","0.259024790371352"
"Very Inexpensive","1988","66 and older","East Germany","","","",""
"Inexpensive","1988","16-34 y.","West Germany","416","0.31588153488488","0.290324933929234","0.341438135840525"
"Inexpensive","1988","16-34 y.","East Germany","","","",""
"Inexpensive","1988","35-65 y.","West Germany","776","0.350029473685777","0.330420831919434","0.36963811545212"
"Inexpensive","1988","35-65 y.","East Germany","","","",""
"Inexpensive","1988","66 and older","West Germany","195","0.404911922251659","0.361270302265505","0.448553542237813"
"Inexpensive","1988","66 and older","East Germany","","","",""
"Reasonable","1988","16-34 y.","West Germany","507","0.409723559827431","0.382687181864002","0.43675993779086"
"Reasonable","1988","16-34 y.","East Germany","","","",""
"Reasonable","1988","35-65 y.","West Germany","882","0.379302709491612","0.359355540341247","0.399249878641977"
"Reasonable","1988","35-65 y.","East Germany","","","",""
"Reasonable","1988","66 and older","West Germany","152","0.317206924250063","0.275831177981114","0.358582670519011"
"Reasonable","1988","66 and older","East Germany","","","",""
"Slightly Expensive","1988","16-34 y.","West Germany","130","0.101238524403596","0.0846552440348137","0.117821804772378"
"Slightly Expensive","1988","16-34 y.","East Germany","","","",""
"Slightly Expensive","1988","35-65 y.","West Germany","165","0.0693534610546146","0.0589092695595095","0.0797976525497198"
"Slightly Expensive","1988","35-65 y.","East Germany","","","",""
"Slightly Expensive","1988","66 and older","West Germany","26","","",""
"Slightly Expensive","1988","66 and older","East Germany","","","",""
"Too Expensive","1988","16-34 y.","West Germany","14","","",""
"Too Expensive","1988","16-34 y.","East Germany","","","",""
"Too Expensive","1988","35-65 y.","West Germany","39","0.017248616814173","0.0118962318483202","0.0226010017800259"
"Too Expensive","1988","35-65 y.","East Germany","","","",""
"Too Expensive","1988","66 and older","West Germany","4","","",""
"Too Expensive","1988","66 and older","East Germany","","","",""
"Very Inexpensive","1989","16-34 y.","West Germany","222","0.182635150532283","0.161343810775689","0.203926490288878"
"Very Inexpensive","1989","16-34 y.","East Germany","","","",""
"Very Inexpensive","1989","35-65 y.","West Germany","449","0.210702312131854","0.193684630172345","0.227719994091363"
"Very Inexpensive","1989","35-65 y.","East Germany","","","",""
"Very Inexpensive","1989","66 and older","West Germany","138","0.268959341885623","0.230247226340686","0.307671457430559"
"Very Inexpensive","1989","66 and older","East Germany","","","",""
"Inexpensive","1989","16-34 y.","West Germany","443","0.347287597855699","0.321050946888605","0.373524248822793"
"Inexpensive","1989","16-34 y.","East Germany","","","",""
"Inexpensive","1989","35-65 y.","West Germany","810","0.368189147388595","0.348062364150507","0.388315930626683"
"Inexpensive","1989","35-65 y.","East Germany","","","",""
"Inexpensive","1989","66 and older","West Germany","203","0.415573160263515","0.37254808441737","0.45859823610966"
"Inexpensive","1989","66 and older","East Germany","","","",""
"Reasonable","1989","16-34 y.","West Germany","486","0.378937250007102","0.352203848640896","0.405670651373308"
"Reasonable","1989","16-34 y.","East Germany","","","",""
"Reasonable","1989","35-65 y.","West Germany","744","0.334344001571643","0.314657568716576","0.35403043442671"
"Reasonable","1989","35-65 y.","East Germany","","","",""
"Reasonable","1989","66 and older","West Germany","149","0.290191418637964","0.250568566994033","0.329814270281895"
"Reasonable","1989","66 and older","East Germany","","","",""
"Slightly Expensive","1989","16-34 y.","West Germany","96","0.0775204473459903","0.0627841173715909","0.0922567773203897"
"Slightly Expensive","1989","16-34 y.","East Germany","","","",""
"Slightly Expensive","1989","35-65 y.","West Germany","174","0.0742872089499914","0.063344105869327","0.0852303120306558"
"Slightly Expensive","1989","35-65 y.","East Germany","","","",""
"Slightly Expensive","1989","66 and older","West Germany","11","","",""
"Slightly Expensive","1989","66 and older","East Germany","","","",""
"Too Expensive","1989","16-34 y.","West Germany","18","","",""
"Too Expensive","1989","16-34 y.","East Germany","","","",""
"Too Expensive","1989","35-65 y.","West Germany","29","","",""
"Too Expensive","1989","35-65 y.","East Germany","","","",""
"Too Expensive","1989","66 and older","West Germany","3","","",""
"Too Expensive","1989","66 and older","East Germany","","","",""
"Very Inexpensive","1990","16-34 y.","West Germany","204","0.178522433268349","0.156927151412161","0.200117715124538"
"Very Inexpensive","1990","16-34 y.","East Germany","","","",""
"Very Inexpensive","1990","35-65 y.","West Germany","465","0.219295784507009","0.201946531748032","0.236645037265985"
"Very Inexpensive","1990","35-65 y.","East Germany","","","",""
"Very Inexpensive","1990","66 and older","West Germany","116","0.22039393159774","0.184732248717095","0.256055614478385"
"Very Inexpensive","1990","66 and older","East Germany","","","",""
"Inexpensive","1990","16-34 y.","West Germany","439","0.370173460250131","0.342944707916171","0.397402212584091"
"Inexpensive","1990","16-34 y.","East Germany","","","",""
"Inexpensive","1990","35-65 y.","West Germany","786","0.359282587816157","0.339165101307979","0.379400074324335"
"Inexpensive","1990","35-65 y.","East Germany","","","",""
"Inexpensive","1990","66 and older","West Germany","217","0.418160530876141","0.375724229946309","0.460596831805974"
"Inexpensive","1990","66 and older","East Germany","","","",""
"Reasonable","1990","16-34 y.","West Germany","459","0.370999485160935","0.343758251096631","0.398240719225239"
"Reasonable","1990","16-34 y.","East Germany","","","",""
"Reasonable","1990","35-65 y.","West Germany","759","0.343013678318639","0.323108950029951","0.362918406607327"
"Reasonable","1990","35-65 y.","East Germany","","","",""
"Reasonable","1990","66 and older","West Germany","168","0.328404892063873","0.288001020393001","0.368808763734745"
"Reasonable","1990","66 and older","East Germany","","","",""
"Slightly Expensive","1990","16-34 y.","West Germany","87","0.0686568877013268","0.0543971501105014","0.0829166252921521"
"Slightly Expensive","1990","16-34 y.","East Germany","","","",""
"Slightly Expensive","1990","35-65 y.","West Germany","153","0.0688260716157268","0.0582112117454681","0.0794409314859855"
"Slightly Expensive","1990","35-65 y.","East Germany","","","",""
"Slightly Expensive","1990","66 and older","West Germany","17","","",""
"Slightly Expensive","1990","66 and older","East Germany","","","",""
"Too Expensive","1990","16-34 y.","West Germany","19","","",""
"Too Expensive","1990","16-34 y.","East Germany","","","",""
"Too Expensive","1990","35-65 y.","West Germany","22","","",""
"Too Expensive","1990","35-65 y.","East Germany","","","",""
"Too Expensive","1990","66 and older","West Germany","1","","",""
"Too Expensive","1990","66 and older","East Germany","","","",""
"Very Inexpensive","1991","16-34 y.","West Germany","179","0.154409939718991","0.133461941071835","0.175357938366147"
"Very Inexpensive","1991","16-34 y.","East Germany","7","","",""
"Very Inexpensive","1991","35-65 y.","West Germany","382","0.174340086181488","0.158504176277392","0.190175996085584"
"Very Inexpensive","1991","35-65 y.","East Germany","13","","",""
"Very Inexpensive","1991","66 and older","West Germany","131","0.231163952949824","0.195540675125553","0.266787230774096"
"Very Inexpensive","1991","66 and older","East Germany","4","","",""
"Inexpensive","1991","16-34 y.","West Germany","382","0.335418921982311","0.308047791112341","0.362790052852281"
"Inexpensive","1991","16-34 y.","East Germany","92","0.21696569294587","0.179217055430018","0.254714330461722"
"Inexpensive","1991","35-65 y.","West Germany","772","0.354086043034561","0.334124894199617","0.374047191869505"
"Inexpensive","1991","35-65 y.","East Germany","140","0.192150795793877","0.164286137254235","0.220015454333518"
"Inexpensive","1991","66 and older","West Germany","213","0.384256570496484","0.343154140581512","0.425359000411457"
"Inexpensive","1991","66 and older","East Germany","26","","",""
"Reasonable","1991","16-34 y.","West Germany","467","0.409494117178281","0.380986499639641","0.438001734716921"
"Reasonable","1991","16-34 y.","East Germany","117","0.273347022155316","0.232530494620083","0.314163549690549"
"Reasonable","1991","35-65 y.","West Germany","878","0.394642225515148","0.374241217236643","0.415043233793653"
"Reasonable","1991","35-65 y.","East Germany","194","0.269543712730532","0.238161815212095","0.300925610248969"
"Reasonable","1991","66 and older","West Germany","179","0.338101005503128","0.298127149375899","0.378074861630357"
"Reasonable","1991","66 and older","East Germany","67","0.522035925867384","0.438695374217442","0.605376477517326"
"Slightly Expensive","1991","16-34 y.","West Germany","87","0.0807408140783254","0.0649468725097355","0.0965347556469153"
"Slightly Expensive","1991","16-34 y.","East Germany","147","0.296854716217577","0.255012964063777","0.338696468371377"
"Slightly Expensive","1991","35-65 y.","West Germany","135","0.0597022306180017","0.0498127888875361","0.0695916723484674"
"Slightly Expensive","1991","35-65 y.","East Germany","249","0.306100885454701","0.273506113973023","0.338695656936379"
"Slightly Expensive","1991","66 and older","West Germany","11","","",""
"Slightly Expensive","1991","66 and older","East Germany","25","","",""
"Too Expensive","1991","16-34 y.","West Germany","28","","",""
"Too Expensive","1991","16-34 y.","East Germany","95","0.191716105485958","0.155664333656247","0.22776787731567"
"Too Expensive","1991","35-65 y.","West Germany","38","0.017229414650801","0.0117980979117802","0.0226607313898219"
"Too Expensive","1991","35-65 y.","East Germany","172","0.211535083662005","0.182651580151855","0.240418587172156"
"Too Expensive","1991","66 and older","West Germany","4","","",""
"Too Expensive","1991","66 and older","East Germany","16","","",""
"Very Inexpensive","1992","16-34 y.","West Germany","157","0.168553920173846","0.146299320171447","0.190808520176246"
"Very Inexpensive","1992","16-34 y.","East Germany","25","","",""
"Very Inexpensive","1992","35-65 y.","West Germany","383","0.181974169930077","0.165778152840816","0.198170187019339"
"Very Inexpensive","1992","35-65 y.","East Germany","28","","",""
"Very Inexpensive","1992","66 and older","West Germany","127","0.229381326358219","0.193721743655727","0.265040909060711"
"Very Inexpensive","1992","66 and older","East Germany","4","","",""
"Inexpensive","1992","16-34 y.","West Germany","383","0.34740315460682","0.319097533896762","0.375708775316878"
"Inexpensive","1992","16-34 y.","East Germany","92","0.20599783085975","0.166706833368683","0.245288828350818"
"Inexpensive","1992","35-65 y.","West Germany","728","0.340704809261166","0.320809580824224","0.360600037698108"
"Inexpensive","1992","35-65 y.","East Germany","165","0.237861571738068","0.206868961124988","0.268854182351148"
"Inexpensive","1992","66 and older","West Germany","209","0.381386266448544","0.340188870426935","0.422583662470153"
"Inexpensive","1992","66 and older","East Germany","44","0.338143288432976","0.259497935559468","0.416788641306485"
"Reasonable","1992","16-34 y.","West Germany","446","0.402512517335908","0.373359237595978","0.431665797075838"
"Reasonable","1992","16-34 y.","East Germany","181","0.482106418641571","0.433561630792562","0.53065120649058"
"Reasonable","1992","35-65 y.","West Germany","887","0.403089219244244","0.382498327891918","0.42368011059657"
"Reasonable","1992","35-65 y.","East Germany","304","0.424398244252011","0.388421079745703","0.46037540875832"
"Reasonable","1992","66 and older","West Germany","177","0.347293338082717","0.306911627533842","0.387675048631593"
"Reasonable","1992","66 and older","East Germany","57","0.403218017019329","0.321669041921137","0.48476699211752"
"Slightly Expensive","1992","16-34 y.","West Germany","82","0.0619255033121877","0.047597464277066","0.0762535423473094"
"Slightly Expensive","1992","16-34 y.","East Germany","77","0.180289934664613","0.142941985326568","0.217637884002659"
"Slightly Expensive","1992","35-65 y.","West Germany","147","0.0558704679124256","0.0462293634231161","0.0655115724017351"
"Slightly Expensive","1992","35-65 y.","East Germany","166","0.2237773669877","0.193439830033562","0.254114903941839"
"Slightly Expensive","1992","66 and older","West Germany","16","","",""
"Slightly Expensive","1992","66 and older","East Germany","28","","",""
"Too Expensive","1992","16-34 y.","West Germany","19","","",""
"Too Expensive","1992","16-34 y.","East Germany","32","0.0722095272976793","0.0470632852450744","0.0973557693502841"
"Too Expensive","1992","35-65 y.","West Germany","35","0.0183613336520871","0.0127256347272117","0.0239970325769625"
"Too Expensive","1992","35-65 y.","East Germany","62","0.0782227939593692","0.0586767562624992","0.0977688316562391"
"Too Expensive","1992","66 and older","West Germany","5","","",""
"Too Expensive","1992","66 and older","East Germany","6","","",""
"Very Inexpensive","1993","16-34 y.","West Germany","182","0.17195943555881","0.149317961748869","0.19460090936875"
"Very Inexpensive","1993","16-34 y.","East Germany","27","","",""
"Very Inexpensive","1993","35-65 y.","West Germany","375","0.176597405154532","0.160538455391978","0.192656354917087"
"Very Inexpensive","1993","35-65 y.","East Germany","46","0.0620135468995884","0.0445059759178185","0.0795211178813583"
"Very Inexpensive","1993","66 and older","West Germany","125","0.22979362319768","0.194473486050333","0.265113760345027"
"Very Inexpensive","1993","66 and older","East Germany","8","","",""
"Inexpensive","1993","16-34 y.","West Germany","353","0.3357320547871","0.307396355598257","0.364067753975943"
"Inexpensive","1993","16-34 y.","East Germany","112","0.30247052271056","0.256825218957763","0.348115826463357"
"Inexpensive","1993","35-65 y.","West Germany","765","0.355043287972684","0.334890979529689","0.37519559641568"
"Inexpensive","1993","35-65 y.","East Germany","211","0.292666786569268","0.259638726025454","0.325694847113082"
"Inexpensive","1993","66 and older","West Germany","216","0.380619619757534","0.339855868054876","0.421383371460192"
"Inexpensive","1993","66 and older","East Germany","42","0.319271589894084","0.238509010354222","0.400034169433946"
"Reasonable","1993","16-34 y.","West Germany","446","0.409694243978681","0.380186614498883","0.43920187345848"
"Reasonable","1993","16-34 y.","East Germany","186","0.480247388073572","0.430599116208387","0.529895659938758"
"Reasonable","1993","35-65 y.","West Germany","862","0.394825497174238","0.374239980520075","0.415411013828401"
"Reasonable","1993","35-65 y.","East Germany","338","0.452407459233334","0.41627662683854","0.488538291628128"
"Reasonable","1993","66 and older","West Germany","190","0.358221466352246","0.317966614112966","0.398476318591527"
"Reasonable","1993","66 and older","East Germany","61","0.512977483784174","0.426387675566496","0.599567292001852"
"Slightly Expensive","1993","16-34 y.","West Germany","72","0.0678169753529873","0.0527305730579991","0.0829033776479756"
"Slightly Expensive","1993","16-34 y.","East Germany","48","0.111285734470168","0.0800340008184434","0.142537468121893"
"Slightly Expensive","1993","35-65 y.","West Germany","123","0.0538775658466668","0.0443694050364668","0.0633857266568667"
"Slightly Expensive","1993","35-65 y.","East Germany","102","0.144801750996854","0.119256825808597","0.170346676185111"
"Slightly Expensive","1993","66 and older","West Germany","11","","",""
"Slightly Expensive","1993","66 and older","East Germany","14","","",""
"Too Expensive","1993","16-34 y.","West Germany","14","","",""
"Too Expensive","1993","16-34 y.","East Germany","16","","",""
"Too Expensive","1993","35-65 y.","West Germany","41","0.0196562438518789","0.0138102504064225","0.0255022372973352"
"Too Expensive","1993","35-65 y.","East Germany","32","0.0481104563009559","0.0325759540288382","0.0636449585730736"
"Too Expensive","1993","66 and older","West Germany","3","","",""
"Too Expensive","1993","66 and older","East Germany","3","","",""
"Very Inexpensive","1994","16-34 y.","West Germany","154","0.147156729400155","0.125769601700763","0.168543857099548"
"Very Inexpensive","1994","16-34 y.","East Germany","19","","",""
"Very Inexpensive","1994","35-65 y.","West Germany","405","0.20060685482629","0.183564451027177","0.217649258625403"
"Very Inexpensive","1994","35-65 y.","East Germany","57","0.0822667856317389","0.0628212057656586","0.101712365497819"
"Very Inexpensive","1994","66 and older","West Germany","134","0.237251792797956","0.202390344486385","0.272113241109528"
"Very Inexpensive","1994","66 and older","East Germany","5","","",""
"Inexpensive","1994","16-34 y.","West Germany","341","0.324077829475462","0.295822472911452","0.352333186039473"
"Inexpensive","1994","16-34 y.","East Germany","110","0.300331368632492","0.254601391102861","0.346061346162124"
"Inexpensive","1994","35-65 y.","West Germany","675","0.315785486103592","0.296003495981078","0.335567476226105"
"Inexpensive","1994","35-65 y.","East Germany","219","0.294191532520474","0.261943076575238","0.32643998846571"
"Inexpensive","1994","66 and older","West Germany","216","0.357376017593567","0.318103273858977","0.396648761328158"
"Inexpensive","1994","66 and older","East Germany","44","0.352030739060709","0.266932043804339","0.437129434317079"
"Reasonable","1994","16-34 y.","West Germany","462","0.440029253869861","0.410061704446524","0.469996803293199"
"Reasonable","1994","16-34 y.","East Germany","173","0.447443456071034","0.397840006185691","0.497046905956376"
"Reasonable","1994","35-65 y.","West Germany","888","0.407384277882333","0.386473678891586","0.428294876873079"
"Reasonable","1994","35-65 y.","East Germany","354","0.458613805483423","0.423350131356269","0.493877479610578"
"Reasonable","1994","66 and older","West Germany","207","0.381544215154032","0.34173562093941","0.421352809368654"
"Reasonable","1994","66 and older","East Germany","63","0.551598793281365","0.462985179932486","0.640212406630244"
"Slightly Expensive","1994","16-34 y.","West Germany","79","0.0771113766109992","0.061006342094501","0.0932164111274974"
"Slightly Expensive","1994","16-34 y.","East Germany","67","0.154528305868417","0.118469777640935","0.190586834095899"
"Slightly Expensive","1994","35-65 y.","West Germany","122","0.0580908033658193","0.0481359247993365","0.068045681932302"
"Slightly Expensive","1994","35-65 y.","East Germany","113","0.135752870217673","0.111512240797865","0.15999349963748"
"Slightly Expensive","1994","66 and older","West Germany","14","","",""
"Slightly Expensive","1994","66 and older","East Germany","7","","",""
"Too Expensive","1994","16-34 y.","West Germany","18","","",""
"Too Expensive","1994","16-34 y.","East Germany","17","","",""
"Too Expensive","1994","35-65 y.","West Germany","31","0.0181325778219666","0.0124540735466655","0.0238110820972677"
"Too Expensive","1994","35-65 y.","East Germany","24","","",""
"Too Expensive","1994","66 and older","West Germany","1","","",""
"Too Expensive","1994","66 and older","East Germany","2","","",""
"Very Inexpensive","1995","16-34 y.","West Germany","159","0.156934064327846","0.135300774907419","0.178567353748273"
"Very Inexpensive","1995","16-34 y.","East Germany","32","0.0845041644936769","0.0564275551982534","0.1125807737891"
"Very Inexpensive","1995","35-65 y.","West Germany","373","0.168733560149746","0.153004962174876","0.184462158124616"
"Very Inexpensive","1995","35-65 y.","East Germany","52","0.061876357713812","0.0449791483443037","0.0787735670833202"
"Very Inexpensive","1995","66 and older","West Germany","142","0.261910775443796","0.226066872925799","0.297754677961794"
"Very Inexpensive","1995","66 and older","East Germany","4","","",""
"Inexpensive","1995","16-34 y.","West Germany","331","0.318180761688076","0.290479167516746","0.345882355859406"
"Inexpensive","1995","16-34 y.","East Germany","111","0.306893123975058","0.260337612898276","0.353448635051839"
"Inexpensive","1995","35-65 y.","West Germany","720","0.327417188570824","0.307709178616672","0.347125198524976"
"Inexpensive","1995","35-65 y.","East Germany","253","0.353586278793311","0.320056895996624","0.387115661589998"
"Inexpensive","1995","66 and older","West Germany","229","0.391326958440439","0.351539509981948","0.431114406898931"
"Inexpensive","1995","66 and older","East Germany","52","0.41808203786994","0.332297727041583","0.503866348698297"
"Reasonable","1995","16-34 y.","West Germany","478","0.415536734968797","0.386226688981298","0.444846780956296"
"Reasonable","1995","16-34 y.","East Germany","184","0.492083819642599","0.441618505329819","0.542549133955378"
"Reasonable","1995","35-65 y.","West Germany","869","0.403488993331011","0.38288534018016","0.424092646481861"
