"hlf0094","year","bula_h","n","percent","lower_confidence","upper_confidence"
"Very Inexpensive","2008","Saxony-Anhalt","32","0.144491423725458","0.111298716527958","0.177684130922958"
"Very Inexpensive","2008","Thuringia","38","0.0531606039382917","0.0336124412142729","0.0727087666623106"
"Inexpensive","2008","Schleswig-Holstein","105","0.257852490322012","0.211216573053189","0.304488407590835"
"Inexpensive","2008","Hamburg","31","0.326850331849051","0.227714843903302","0.4259858197948"
"Inexpensive","2008","Lower Saxony","342","0.291803507442626","0.265495465734429","0.318111549150824"
"Inexpensive","2008","Bremen","22","","",""
"Inexpensive","2008","North Rhine-Westphalia","551","0.265901187015815","0.24700942509795","0.284792948933679"
"Inexpensive","2008","Hesse","183","0.23310780273617","0.202499329410671","0.263716276061669"
"Inexpensive","2008","Rhineland-Palatinate,Saarland","217","0.269346511432727","0.236530110915071","0.302162911950383"
"Inexpensive","2008","Baden-Württemberg","394","0.277666525743812","0.254323668175932","0.301009383311691"
"Inexpensive","2008","Bavaria","502","0.269295161447562","0.248164899609547","0.290425423285578"
"Inexpensive","2008","Berlin","57","0.368232789917919","0.29155562143701","0.444909958398829"
"Inexpensive","2008","Brandenburg","120","0.29732475446672","0.251608005363773","0.343041503569668"
"Inexpensive","2008","Mecklenburg-Western Pomerania","99","0.419489809553039","0.359963116129109","0.479016502976969"
"Inexpensive","2008","Saxony","185","0.28390504840084","0.249268910478746","0.318541186322934"
"Inexpensive","2008","Saxony-Anhalt","75","0.164113147108905","0.129146427573775","0.199079866644034"
"Inexpensive","2008","Thuringia","120","0.252731844836552","0.214866575181885","0.290597114491218"
"Reasonable","2008","Schleswig-Holstein","142","0.48638666467709","0.433102431996707","0.539670897357473"
"Reasonable","2008","Hamburg","37","0.518830852088947","0.413231647102117","0.624430057075777"
"Reasonable","2008","Lower Saxony","484","0.446504834137585","0.417735064745999","0.475274603529171"
"Reasonable","2008","Bremen","14","","",""
"Reasonable","2008","North Rhine-Westphalia","1113","0.525314587669264","0.503962136462951","0.546667038875576"
"Reasonable","2008","Hesse","386","0.48669084725143","0.450507211966799","0.522874482536061"
"Reasonable","2008","Rhineland-Palatinate,Saarland","374","0.579708645887932","0.543194625659773","0.616222666116091"
"Reasonable","2008","Baden-Württemberg","775","0.5243740461179","0.498343891193487","0.550404201042313"
"Reasonable","2008","Bavaria","831","0.519719670592915","0.495921060752979","0.543518280432852"
"Reasonable","2008","Berlin","69","0.467963003071197","0.388639301236329","0.547286704906065"
"Reasonable","2008","Brandenburg","190","0.513871734274563","0.463881487506686","0.56386198104244"
"Reasonable","2008","Mecklenburg-Western Pomerania","105","0.367825059142646","0.30965688623197","0.425993232053322"
"Reasonable","2008","Saxony","362","0.528136688027756","0.489789027742568","0.566484348312944"
"Reasonable","2008","Saxony-Anhalt","241","0.475926716231734","0.428777388082398","0.52307604438107"
"Reasonable","2008","Thuringia","270","0.534481570819832","0.491019777768311","0.577943363871353"
"Slightly Expensive","2008","Schleswig-Holstein","22","","",""
"Slightly Expensive","2008","Hamburg","","","",""
"Slightly Expensive","2008","Lower Saxony","90","0.0985082334035181","0.081262426078003","0.115754040729033"
"Slightly Expensive","2008","Bremen","10","","",""
"Slightly Expensive","2008","North Rhine-Westphalia","189","0.0944596158838121","0.0819537990354599","0.106965432732164"
"Slightly Expensive","2008","Hesse","65","0.114100965421975","0.0910848049196848","0.137117125924266"
"Slightly Expensive","2008","Rhineland-Palatinate,Saarland","43","0.0663214138456753","0.0479134767258415","0.0847293509655091"
"Slightly Expensive","2008","Baden-Württemberg","118","0.102264578017572","0.0864717399495878","0.118057416085556"
"Slightly Expensive","2008","Bavaria","129","0.0806888947352189","0.0677153770412534","0.0936624124291843"
"Slightly Expensive","2008","Berlin","13","","",""
"Slightly Expensive","2008","Brandenburg","39","0.117325057164735","0.0851382227981623","0.149511891531308"
"Slightly Expensive","2008","Mecklenburg-Western Pomerania","19","","",""
"Slightly Expensive","2008","Saxony","53","0.116452812647281","0.0918124291801151","0.141093196114447"
"Slightly Expensive","2008","Saxony-Anhalt","75","0.186079346584347","0.149338464682192","0.222820228486502"
"Slightly Expensive","2008","Thuringia","71","0.139744028560548","0.109533848758493","0.169954208362602"
"Too Expensive","2008","Schleswig-Holstein","4","","",""
"Too Expensive","2008","Hamburg","","","",""
"Too Expensive","2008","Lower Saxony","12","","",""
"Too Expensive","2008","Bremen","","","",""
"Too Expensive","2008","North Rhine-Westphalia","30","0.0132349277960972","0.00834837340319822","0.0181214821889962"
"Too Expensive","2008","Hesse","7","","",""
"Too Expensive","2008","Rhineland-Palatinate,Saarland","4","","",""
"Too Expensive","2008","Baden-Württemberg","18","","",""
"Too Expensive","2008","Bavaria","18","","",""
"Too Expensive","2008","Berlin","3","","",""
"Too Expensive","2008","Brandenburg","13","","",""
"Too Expensive","2008","Mecklenburg-Western Pomerania","6","","",""
"Too Expensive","2008","Saxony","13","","",""
"Too Expensive","2008","Saxony-Anhalt","8","","",""
"Too Expensive","2008","Thuringia","7","","",""
"Very Inexpensive","2009","Schleswig-Holstein","62","0.21521612159267","0.170327880118649","0.26010436306669"
"Very Inexpensive","2009","Hamburg","14","","",""
"Very Inexpensive","2009","Lower Saxony","197","0.134704936029241","0.11417159119033","0.155238280868152"
"Very Inexpensive","2009","Bremen","17","","",""
"Very Inexpensive","2009","North Rhine-Westphalia","223","0.117237044793224","0.102947460439413","0.131526629147036"
"Very Inexpensive","2009","Hesse","65","0.0889446795038099","0.0674857968590164","0.110403562148603"
"Very Inexpensive","2009","Rhineland-Palatinate,Saarland","51","0.0700057052975958","0.0504203635961487","0.0895910469990429"
"Very Inexpensive","2009","Baden-Württemberg","94","0.0916087638298626","0.0759335157798869","0.107284011879838"
"Very Inexpensive","2009","Bavaria","219","0.131103787666445","0.114617353811996","0.147590221520894"
"Very Inexpensive","2009","Berlin","24","","",""
"Very Inexpensive","2009","Brandenburg","24","","",""
"Very Inexpensive","2009","Mecklenburg-Western Pomerania","38","0.185463637566312","0.137187441479655","0.23373983365297"
"Very Inexpensive","2009","Saxony","49","0.0843526670338998","0.0626682905925709","0.106037043475229"
"Very Inexpensive","2009","Saxony-Anhalt","31","0.1260037767386","0.094637683979494","0.157369869497705"
"Very Inexpensive","2009","Thuringia","39","0.0744037259528009","0.0507289851574834","0.0980784667481184"
"Inexpensive","2009","Schleswig-Holstein","132","0.392636898399572","0.339298507178295","0.445975289620849"
"Inexpensive","2009","Hamburg","38","0.367295900811814","0.264814042245358","0.46977775937827"
"Inexpensive","2009","Lower Saxony","310","0.310022417739349","0.282206085027348","0.33783875045135"
"Inexpensive","2009","Bremen","17","","",""
"Inexpensive","2009","North Rhine-Westphalia","518","0.278958594132739","0.259037412715239","0.298879775550238"
"Inexpensive","2009","Hesse","224","0.308253836356274","0.273443969045891","0.343063703666657"
"Inexpensive","2009","Rhineland-Palatinate,Saarland","189","0.288113212420817","0.253350684806041","0.322875740035592"
"Inexpensive","2009","Baden-Württemberg","338","0.249618011913951","0.226100649975779","0.273135373852123"
"Inexpensive","2009","Bavaria","498","0.334286188353002","0.311243234326951","0.357329142379052"
"Inexpensive","2009","Berlin","47","0.263848226139293","0.193083679665244","0.334612772613342"
"Inexpensive","2009","Brandenburg","118","0.302488077347796","0.255557690928768","0.349418463766825"
"Inexpensive","2009","Mecklenburg-Western Pomerania","112","0.38116850930034","0.320844093167506","0.441492925433174"
"Inexpensive","2009","Saxony","195","0.301459543850397","0.265654541055891","0.337264546644904"
"Inexpensive","2009","Saxony-Anhalt","90","0.225429444354016","0.185933757087299","0.264925131620733"
"Inexpensive","2009","Thuringia","93","0.187396695601368","0.152192263084981","0.222601128117755"
"Reasonable","2009","Schleswig-Holstein","109","0.323192501209395","0.272108680270159","0.374276322148632"
"Reasonable","2009","Hamburg","28","","",""
"Reasonable","2009","Lower Saxony","470","0.443218405060012","0.413341393075101","0.473095417044923"
"Reasonable","2009","Bremen","16","","",""
"Reasonable","2009","North Rhine-Westphalia","1017","0.518574792675385","0.496380810673625","0.540768774677145"
"Reasonable","2009","Hesse","333","0.516669995106905","0.478999333994703","0.554340656219107"
"Reasonable","2009","Rhineland-Palatinate,Saarland","354","0.55034180911697","0.512157775725351","0.588525842508589"
"Reasonable","2009","Baden-Württemberg","751","0.560125560606905","0.533153352509582","0.587097768704228"
"Reasonable","2009","Bavaria","750","0.431784235104362","0.40758925979208","0.455979210416644"
"Reasonable","2009","Berlin","61","0.392615234892766","0.314205411094794","0.471025058690738"
"Reasonable","2009","Brandenburg","191","0.536934339685969","0.485988812601474","0.587879866770464"
"Reasonable","2009","Mecklenburg-Western Pomerania","85","0.382539229248091","0.32217341096131","0.442905047534872"
"Reasonable","2009","Saxony","306","0.444304276967927","0.405534599732882","0.483073954202972"
"Reasonable","2009","Saxony-Anhalt","238","0.441816404219451","0.394878540883801","0.488754267555101"
"Reasonable","2009","Thuringia","259","0.566258910383908","0.521549401510958","0.610968419256857"
"Slightly Expensive","2009","Schleswig-Holstein","18","","",""
"Slightly Expensive","2009","Hamburg","4","","",""
"Slightly Expensive","2009","Lower Saxony","75","0.0996692163717487","0.081652841726523","0.117685591016974"
"Slightly Expensive","2009","Bremen","5","","",""
"Slightly Expensive","2009","North Rhine-Westphalia","172","0.0770470146993422","0.0652020761303722","0.0888919532683121"
"Slightly Expensive","2009","Hesse","54","0.0861314890330111","0.0649821121078596","0.107280865958163"
"Slightly Expensive","2009","Rhineland-Palatinate,Saarland","48","0.0840431617269198","0.0627464285869288","0.105339894866911"
"Slightly Expensive","2009","Baden-Württemberg","99","0.0832557223639528","0.068243651933915","0.0982677927939906"
"Slightly Expensive","2009","Bavaria","130","0.0918442907891659","0.0777370722483599","0.105951509329972"
"Slightly Expensive","2009","Berlin","14","","",""
"Slightly Expensive","2009","Brandenburg","29","","",""
"Slightly Expensive","2009","Mecklenburg-Western Pomerania","12","","",""
"Slightly Expensive","2009","Saxony","67","0.128915373986726","0.102768730681653","0.155062017291799"
"Slightly Expensive","2009","Saxony-Anhalt","61","0.119810115316845","0.0891164471957974","0.150503783437892"
"Slightly Expensive","2009","Thuringia","75","0.147496930967551","0.115506760141735","0.179487101793367"
"Too Expensive","2009","Schleswig-Holstein","1","","",""
"Too Expensive","2009","Hamburg","1","","",""
"Too Expensive","2009","Lower Saxony","10","","",""
"Too Expensive","2009","Bremen","2","","",""
"Too Expensive","2009","North Rhine-Westphalia","17","","",""
"Too Expensive","2009","Hesse","","","",""
"Too Expensive","2009","Rhineland-Palatinate,Saarland","10","","",""
"Too Expensive","2009","Baden-Württemberg","19","","",""
"Too Expensive","2009","Bavaria","13","","",""
"Too Expensive","2009","Berlin","3","","",""
"Too Expensive","2009","Brandenburg","6","","",""
"Too Expensive","2009","Mecklenburg-Western Pomerania","2","","",""
"Too Expensive","2009","Saxony","14","","",""
"Too Expensive","2009","Saxony-Anhalt","10","","",""
"Too Expensive","2009","Thuringia","6","","",""
"Very Inexpensive","2010","Schleswig-Holstein","45","0.173988387585242","0.136837319558479","0.211139455612006"
"Very Inexpensive","2010","Hamburg","17","","",""
"Very Inexpensive","2010","Lower Saxony","184","0.116326654900528","0.0984814004059973","0.134171909395058"
"Very Inexpensive","2010","Bremen","9","","",""
"Very Inexpensive","2010","North Rhine-Westphalia","238","0.0924008967393363","0.0808463064085706","0.103955487070102"
"Very Inexpensive","2010","Hesse","69","0.101780518688238","0.0809838563095921","0.122577181066885"
"Very Inexpensive","2010","Rhineland-Palatinate,Saarland","66","0.0659366868363494","0.049043073736355","0.0828302999363439"
"Very Inexpensive","2010","Baden-Württemberg","129","0.0933442576670175","0.0794621451180166","0.107226370216018"
"Very Inexpensive","2010","Bavaria","235","0.130797030521288","0.116382806149221","0.145211254893355"
"Very Inexpensive","2010","Berlin","17","","",""
"Very Inexpensive","2010","Brandenburg","32","0.0664130469141215","0.0429051625619651","0.0899209312662779"
"Very Inexpensive","2010","Mecklenburg-Western Pomerania","32","0.123835259254646","0.0838736579822567","0.163796860527036"
"Very Inexpensive","2010","Saxony","56","0.0607740724298321","0.0430752946265705","0.0784728502330936"
"Very Inexpensive","2010","Saxony-Anhalt","22","","",""
"Very Inexpensive","2010","Thuringia","38","0.0553237619362451","0.035384928306657","0.0752625955658332"
"Inexpensive","2010","Schleswig-Holstein","137","0.34636432130372","0.299735703168151","0.392992939439289"
"Inexpensive","2010","Hamburg","41","0.348178597261595","0.261109405158386","0.435247789364805"
"Inexpensive","2010","Lower Saxony","361","0.27848014362259","0.253530835342692","0.303429451902487"
"Inexpensive","2010","Bremen","19","","",""
"Inexpensive","2010","North Rhine-Westphalia","656","0.294698362802749","0.276507816687646","0.312888908917852"
"Inexpensive","2010","Hesse","210","0.230052203676508","0.201104513523376","0.258999893829641"
"Inexpensive","2010","Rhineland-Palatinate,Saarland","244","0.286702057676143","0.255918294002506","0.317485821349781"
"Inexpensive","2010","Baden-Württemberg","396","0.225458652425606","0.205517681211825","0.245399623639387"
"Inexpensive","2010","Bavaria","659","0.311126957885909","0.291335847945959","0.330918067825859"
"Inexpensive","2010","Berlin","58","0.365303046021489","0.295728715936052","0.434877376106926"
"Inexpensive","2010","Brandenburg","102","0.2890216692808","0.246225702604236","0.331817635957364"
"Inexpensive","2010","Mecklenburg-Western Pomerania","104","0.393040865454786","0.333785672460118","0.452296058449454"
"Inexpensive","2010","Saxony","173","0.227068840575599","0.196034090668478","0.258103590482721"
"Inexpensive","2010","Saxony-Anhalt","138","0.25556270015494","0.216296243152551","0.294829157157329"
"Inexpensive","2010","Thuringia","94","0.165867037019876","0.133425599714623","0.198308474325128"
"Reasonable","2010","Schleswig-Holstein","184","0.432429889016017","0.383880283451269","0.480979494580765"
"Reasonable","2010","Hamburg","53","0.419514416483246","0.329322350550259","0.509706482416234"
"Reasonable","2010","Lower Saxony","594","0.474590372264663","0.446796713344814","0.502384031184512"
"Reasonable","2010","Bremen","33","0.395572629474314","0.284909578978486","0.506235679970142"
"Reasonable","2010","North Rhine-Westphalia","1291","0.527156806223699","0.507236412856049","0.547077199591348"
"Reasonable","2010","Hesse","429","0.574556836575525","0.540550695722246","0.608562977428804"
"Reasonable","2010","Rhineland-Palatinate,Saarland","432","0.544266106421349","0.510363574374808","0.57816863846789"
"Reasonable","2010","Baden-Württemberg","972","0.564936185717881","0.541278801245506","0.588593570190257"
"Reasonable","2010","Bavaria","1003","0.4599230003467","0.438616989649725","0.481229011043675"
"Reasonable","2010","Berlin","74","0.349010157180314","0.280137741038442","0.417882573322186"
"Reasonable","2010","Brandenburg","237","0.511376447034399","0.464184595670594","0.558568298398204"
"Reasonable","2010","Mecklenburg-Western Pomerania","109","0.420712016796141","0.360820190601163","0.480603842991119"
"Reasonable","2010","Saxony","367","0.531244083805844","0.494276632855515","0.568211534756174"
"Reasonable","2010","Saxony-Anhalt","229","0.547004883759341","0.502192166140205","0.591817601378478"
"Reasonable","2010","Thuringia","288","0.624167330749702","0.581924775278568","0.666409886220835"
"Slightly Expensive","2010","Schleswig-Holstein","28","","",""
"Slightly Expensive","2010","Hamburg","2","","",""
"Slightly Expensive","2010","Lower Saxony","74","0.0919675833714077","0.0758831668032443","0.108051999939571"
"Slightly Expensive","2010","Bremen","10","","",""
"Slightly Expensive","2010","North Rhine-Westphalia","203","0.0780443005299689","0.0673415586129533","0.0887470424469845"
"Slightly Expensive","2010","Hesse","91","0.0811057166912206","0.0623286138718702","0.0998828195105711"
"Slightly Expensive","2010","Rhineland-Palatinate,Saarland","78","0.100646420627484","0.0801661719045045","0.121126669350464"
"Slightly Expensive","2010","Baden-Württemberg","162","0.108420883482185","0.0935845370936236","0.123257229870747"
"Slightly Expensive","2010","Bavaria","178","0.0859516949137278","0.0739693026850604","0.0979340871423952"
"Slightly Expensive","2010","Berlin","31","0.19861949871612","0.140973455118107","0.256265542314132"
"Slightly Expensive","2010","Brandenburg","43","0.0652294446747724","0.0419172152497669","0.0885416740997779"
"Slightly Expensive","2010","Mecklenburg-Western Pomerania","15","","",""
"Slightly Expensive","2010","Saxony","92","0.172574515573654","0.14458136056903","0.200567670578278"
"Slightly Expensive","2010","Saxony-Anhalt","77","0.139210038079897","0.10804678452682","0.170373291632974"
"Slightly Expensive","2010","Thuringia","73","0.130514850123293","0.101134061348231","0.159895638898356"
"Too Expensive","2010","Schleswig-Holstein","6","","",""
"Too Expensive","2010","Hamburg","2","","",""
"Too Expensive","2010","Lower Saxony","27","","",""
"Too Expensive","2010","Bremen","4","","",""
"Too Expensive","2010","North Rhine-Westphalia","25","","",""
"Too Expensive","2010","Hesse","13","","",""
"Too Expensive","2010","Rhineland-Palatinate,Saarland","9","","",""
"Too Expensive","2010","Baden-Württemberg","28","","",""
"Too Expensive","2010","Bavaria","27","","",""
"Too Expensive","2010","Berlin","4","","",""
"Too Expensive","2010","Brandenburg","17","","",""
"Too Expensive","2010","Mecklenburg-Western Pomerania","1","","",""
"Too Expensive","2010","Saxony","12","","",""
"Too Expensive","2010","Saxony-Anhalt","8","","",""
"Too Expensive","2010","Thuringia","12","","",""
"Very Inexpensive","2011","Schleswig-Holstein","61","0.154082230209233","0.12314099846826","0.185023461950206"
"Very Inexpensive","2011","Hamburg","22","","",""
"Very Inexpensive","2011","Lower Saxony","180","0.112563161231113","0.0970523463563394","0.128073976105886"
"Very Inexpensive","2011","Bremen","15","","",""
"Very Inexpensive","2011","North Rhine-Westphalia","305","0.0893910147553418","0.0789145497721297","0.0998674797385539"
"Very Inexpensive","2011","Hesse","68","0.0895049263683603","0.0720456942383587","0.106964158498362"
"Very Inexpensive","2011","Rhineland-Palatinate,Saarland","74","0.0617468767428603","0.0466153599024593","0.0768783935832614"
"Very Inexpensive","2011","Baden-Württemberg","179","0.0891332647617959","0.0769841210168947","0.101282408506697"
"Very Inexpensive","2011","Bavaria","297","0.11238331390789","0.100207963661859","0.124558664153921"
"Very Inexpensive","2011","Berlin","22","","",""
"Very Inexpensive","2011","Brandenburg","26","","",""
"Very Inexpensive","2011","Mecklenburg-Western Pomerania","31","0.109860248267314","0.0735545288343812","0.146165967700246"
"Very Inexpensive","2011","Saxony","55","0.0751955022933836","0.0563100199604161","0.094080984626351"
"Very Inexpensive","2011","Saxony-Anhalt","20","","",""
"Very Inexpensive","2011","Thuringia","30","0.0417638825582141","0.0250905571469547","0.0584372079694735"
"Inexpensive","2011","Schleswig-Holstein","177","0.351084723358432","0.310177762799701","0.391991683917163"
"Inexpensive","2011","Hamburg","47","0.512485633301724","0.42486071190755","0.600110554695899"
"Inexpensive","2011","Lower Saxony","475","0.281948485521443","0.259866890955616","0.30403008008727"
"Inexpensive","2011","Bremen","13","","",""
"Inexpensive","2011","North Rhine-Westphalia","792","0.301697802318023","0.284843544067888","0.318552060568157"
"Inexpensive","2011","Hesse","319","0.317018677073312","0.288560327643759","0.345477026502865"
"Inexpensive","2011","Rhineland-Palatinate,Saarland","279","0.254501214855398","0.227118067814579","0.281884361896217"
"Inexpensive","2011","Baden-Württemberg","530","0.248014128556514","0.229600414536069","0.266427842576958"
"Inexpensive","2011","Bavaria","821","0.307349994826588","0.289563460154726","0.325136529498451"
"Inexpensive","2011","Berlin","68","0.292146078814451","0.229589653464355","0.354702504164547"
"Inexpensive","2011","Brandenburg","122","0.245849635005999","0.209532216738065","0.282167053273932"
"Inexpensive","2011","Mecklenburg-Western Pomerania","111","0.340821813046639","0.285792921354561","0.395850704738718"
"Inexpensive","2011","Saxony","224","0.310550402507926","0.277412540006127","0.343688265009726"
"Inexpensive","2011","Saxony-Anhalt","97","0.171701281174143","0.139564637481458","0.203837924866828"
"Inexpensive","2011","Thuringia","120","0.19503280831202","0.162008901315335","0.228056715308705"
"Reasonable","2011","Schleswig-Holstein","254","0.445652401094453","0.403054671010922","0.488250131177984"
"Reasonable","2011","Hamburg","49","0.219969882698644","0.147354207184449","0.292585558212839"
"Reasonable","2011","Lower Saxony","785","0.506914033330065","0.482378459149044","0.531449607511085"
"Reasonable","2011","Bremen","41","0.551227926063855","0.436343711210378","0.666112140917331"
"Reasonable","2011","North Rhine-Westphalia","1460","0.494361722538567","0.476002923988091","0.512720521089042"
"Reasonable","2011","Hesse","541","0.514213221626762","0.483645903698682","0.544780539554843"
"Reasonable","2011","Rhineland-Palatinate,Saarland","543","0.60018391927325","0.569388418904457","0.630979419642043"
"Reasonable","2011","Baden-Württemberg","1155","0.565538386075481","0.544403247867269","0.586673524283692"
"Reasonable","2011","Bavaria","1240","0.493225170205974","0.473952231012042","0.512498109399905"
"Reasonable","2011","Berlin","93","0.499626626369602","0.430845393620097","0.568407859119108"
"Reasonable","2011","Brandenburg","333","0.619651463171572","0.578705053636197","0.660597872706946"
"Reasonable","2011","Mecklenburg-Western Pomerania","121","0.46410501123035","0.406205667940568","0.522004354520133"
"Reasonable","2011","Saxony","379","0.509384583071977","0.473583128156759","0.545186037987196"
"Reasonable","2011","Saxony-Anhalt","321","0.594601964046546","0.552763643317785","0.636440284775307"
"Reasonable","2011","Thuringia","286","0.517261945043496","0.475613714216475","0.558910175870518"
"Slightly Expensive","2011","Schleswig-Holstein","26","","",""
"Slightly Expensive","2011","Hamburg","7","","",""
"Slightly Expensive","2011","Lower Saxony","129","0.0839237157755685","0.0703162917090546","0.0975311398420824"
"Slightly Expensive","2011","Bremen","3","","",""
"Slightly Expensive","2011","North Rhine-Westphalia","260","0.0975904297826278","0.0866934203225156","0.10848743924274"
"Slightly Expensive","2011","Hesse","88","0.0717722681802143","0.0559863999065241","0.0875581364539045"
"Slightly Expensive","2011","Rhineland-Palatinate,Saarland","70","0.0754967166980969","0.0588881092711991","0.0921053241249948"
"Slightly Expensive","2011","Baden-Württemberg","204","0.086715484354841","0.0747163555080421","0.0987146132016399"
"Slightly Expensive","2011","Bavaria","199","0.0746058027881598","0.0644767809563175","0.0847348246200021"
"Slightly Expensive","2011","Berlin","17","","",""
"Slightly Expensive","2011","Brandenburg","47","0.0704010406219477","0.0488241646646488","0.0919779165792467"
"Slightly Expensive","2011","Mecklenburg-Western Pomerania","19","","",""
"Slightly Expensive","2011","Saxony","77","0.0862829972079258","0.0661746837405831","0.106391310675269"
"Slightly Expensive","2011","Saxony-Anhalt","66","0.165931882771107","0.134229935763876","0.197633829778339"
"Slightly Expensive","2011","Thuringia","106","0.229299946517982","0.194262681619252","0.264337211416711"
"Too Expensive","2011","Schleswig-Holstein","5","","",""
"Too Expensive","2011","Hamburg","","","",""
"Too Expensive","2011","Lower Saxony","26","","",""
"Too Expensive","2011","Bremen","","","",""
"Too Expensive","2011","North Rhine-Westphalia","32","0.016959030605441","0.0122178315703616","0.0217002296405205"
"Too Expensive","2011","Hesse","11","","",""
"Too Expensive","2011","Rhineland-Palatinate,Saarland","6","","",""
"Too Expensive","2011","Baden-Württemberg","45","0.010598736251369","0.00623245592262249","0.0149650165801154"
"Too Expensive","2011","Bavaria","28","","",""
"Too Expensive","2011","Berlin","3","","",""
"Too Expensive","2011","Brandenburg","12","","",""
"Too Expensive","2011","Mecklenburg-Western Pomerania","3","","",""
"Too Expensive","2011","Saxony","14","","",""
"Too Expensive","2011","Saxony-Anhalt","25","","",""
"Too Expensive","2011","Thuringia","11","","",""
"Very Inexpensive","2012","Schleswig-Holstein","56","0.148700846411933","0.11843877501568","0.178962917808186"
"Very Inexpensive","2012","Hamburg","20","","",""
"Very Inexpensive","2012","Lower Saxony","176","0.111831583948125","0.0961267685853725","0.127536399310878"
"Very Inexpensive","2012","Bremen","12","","",""
"Very Inexpensive","2012","North Rhine-Westphalia","309","0.101372818122433","0.0902033576972212","0.112542278547644"
"Very Inexpensive","2012","Hesse","83","0.100100064518134","0.0816992548921597","0.118500874144108"
"Very Inexpensive","2012","Rhineland-Palatinate,Saarland","62","0.0330432048964634","0.0215919051401367","0.0444945046527902"
"Very Inexpensive","2012","Baden-Württemberg","162","0.0772262112660605","0.0656221666199028","0.0888302559122182"
"Very Inexpensive","2012","Bavaria","266","0.104607229821372","0.0927192917578491","0.116495167884895"
"Very Inexpensive","2012","Berlin","34","0.142119293590092","0.0971885021080615","0.187050085072123"
"Very Inexpensive","2012","Brandenburg","30","0.0665312992016084","0.0455510167725093","0.0875115816307074"
"Very Inexpensive","2012","Mecklenburg-Western Pomerania","27","","",""
"Very Inexpensive","2012","Saxony","35","0.0599453281814365","0.0429106903571558","0.0769799660057172"
"Very Inexpensive","2012","Saxony-Anhalt","16","","",""
"Very Inexpensive","2012","Thuringia","46","0.0566867854173466","0.0372189654284645","0.0761546054062288"
"Inexpensive","2012","Schleswig-Holstein","203","0.371793149229124","0.330687372772366","0.412898925685881"
"Inexpensive","2012","Hamburg","60","0.336885416816595","0.258871168207788","0.414899665425403"
"Inexpensive","2012","Lower Saxony","510","0.272068007717211","0.249891810470293","0.294244204964129"
"Inexpensive","2012","Bremen","28","","",""
"Inexpensive","2012","North Rhine-Westphalia","737","0.294358942141092","0.277492938251081","0.311224946031103"
"Inexpensive","2012","Hesse","318","0.275336754006886","0.247951116536454","0.302722391477318"
"Inexpensive","2012","Rhineland-Palatinate,Saarland","249","0.254351605585158","0.226452232027499","0.282250979142817"
"Inexpensive","2012","Baden-Württemberg","531","0.277646813374445","0.258179745421245","0.297113881327645"
"Inexpensive","2012","Bavaria","812","0.312597228359275","0.294591234722645","0.330603221995906"
"Inexpensive","2012","Berlin","88","0.364515746478936","0.302583812465504","0.426447680492369"
"Inexpensive","2012","Brandenburg","129","0.225026001667722","0.189869280442365","0.26018272289308"
"Inexpensive","2012","Mecklenburg-Western Pomerania","110","0.35531977244815","0.295752993896447","0.414886550999853"
"Inexpensive","2012","Saxony","220","0.270301894703093","0.238432425402356","0.30217136400383"
"Inexpensive","2012","Saxony-Anhalt","114","0.239089002670407","0.201476576589607","0.276701428751207"
"Inexpensive","2012","Thuringia","126","0.185328165645767","0.152615908446336","0.218040422845198"
"Reasonable","2012","Schleswig-Holstein","225","0.42409340386878","0.382058736439385","0.466128071298175"
"Reasonable","2012","Hamburg","54","0.442041205516688","0.360068177919489","0.524014233113887"
"Reasonable","2012","Lower Saxony","744","0.516585413969684","0.491683434024702","0.541487393914666"
"Reasonable","2012","Bremen","33","0.346818799809339","0.241863904665862","0.451773694952817"
"Reasonable","2012","North Rhine-Westphalia","1471","0.500458443781132","0.481955046224335","0.51896184133793"
"Reasonable","2012","Hesse","504","0.521925187440856","0.491300285783822","0.552550089097889"
"Reasonable","2012","Rhineland-Palatinate,Saarland","528","0.586335040770538","0.554784452699715","0.617885628841361"
"Reasonable","2012","Baden-Württemberg","1128","0.544243565444485","0.522594335278056","0.565892795610915"
"Reasonable","2012","Bavaria","1251","0.481116717858894","0.461708799590947","0.500524636126841"
"Reasonable","2012","Berlin","92","0.411067018483947","0.347753951300327","0.474380085667567"
"Reasonable","2012","Brandenburg","311","0.576781166642773","0.535186612235798","0.618375721049747"
"Reasonable","2012","Mecklenburg-Western Pomerania","91","0.50915242988452","0.446933937476164","0.571370922292875"
"Reasonable","2012","Saxony","410","0.552317218477352","0.516634481054953","0.587999955899751"
"Reasonable","2012","Saxony-Anhalt","284","0.568947052282463","0.525276784794215","0.612617319770711"
"Reasonable","2012","Thuringia","273","0.548476746677431","0.506581223480159","0.590372269874704"
"Slightly Expensive","2012","Schleswig-Holstein","40","0.0421058842966472","0.0250241886500559","0.0591875799432385"
"Slightly Expensive","2012","Hamburg","5","","",""
"Slightly Expensive","2012","Lower Saxony","96","0.0865354078314914","0.0725251632979625","0.10054565236502"
"Slightly Expensive","2012","Bremen","4","","",""
"Slightly Expensive","2012","North Rhine-Westphalia","243","0.0882083295796594","0.0777132854909566","0.0987033736683622"
"Slightly Expensive","2012","Hesse","108","0.09717455594139","0.0790151841425214","0.115333927740259"
