"hlf0094","year","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Very Inexpensive","2013","1-pers.-HH","108","0.0973088600212939","0.0793393709840804","0.115278349058508","1"
"Very Inexpensive","2013","(Married) couple without C. ","551","0.114314586271717","0.105139341184246","0.123489831359189","1"
"Very Inexpensive","2013","Single parent ","64","0.0696116566632423","0.051386121177993","0.0878371921484916","1"
"Very Inexpensive","2013","Couple + C. LE 16 ","286","0.0718673378530478","0.0636449247374467","0.080089750968649","1"
"Very Inexpensive","2013","Couple + C. GT 16 ","229","0.107292330004245","0.094790205107461","0.11979445490103","1"
"Very Inexpensive","2013","Couple + C. LE and GT 16","168","0.0742862493312119","0.0617800358024502","0.0867924628599736","1"
"Inexpensive","2014","1-pers.-HH","303","0.31146893543899","0.282723449767394","0.340214421110587","2"
"Inexpensive","2014","Single parent ","192","0.307859226256516","0.27298425464779","0.342734197865243","2"
"Inexpensive","2014","Couple + C. LE and GT 16","415","0.24962512645087","0.227605272655304","0.271644980246436","2"
"Inexpensive","2014","(Married) couple without C. ","1426","0.320270040915108","0.306460168835699","0.334079912994517","2"
"Inexpensive","2014","Couple + C. LE 16 ","948","0.268307472308348","0.253263023235453","0.283351921381243","2"
"Inexpensive","2014","Couple + C. GT 16 ","568","0.283535228642001","0.264313073950745","0.302757383333256","2"
"Reasonable","2014","1-pers.-HH","475","0.478213672786167","0.447206808117883","0.509220537454452","3"
"Reasonable","2014","(Married) couple without C. ","2116","0.465596864666712","0.450832906211158","0.480360823122266","3"
"Reasonable","2014","Single parent ","338","0.470849299205161","0.433138024642117","0.508560573768205","3"
"Reasonable","2014","Couple + C. LE 16 ","1831","0.553383761645404","0.536503621230344","0.570263902060464","3"
"Reasonable","2014","Couple + C. LE and GT 16","790","0.523638477446414","0.498227857916646","0.549049096976183","3"
"Reasonable","2014","Couple + C. GT 16 ","1054","0.47666387683401","0.455362993635222","0.497964760032797","3"
"Slightly Expensive","2014","1-pers.-HH","79","0.0811244854420472","0.0641770171933612","0.0980719536907332","4"
"Slightly Expensive","2014","(Married) couple without C. ","282","0.0793359902044418","0.0713367452031683","0.0873352352057153","4"
"Slightly Expensive","2014","Single parent ","63","0.114297517101298","0.0902592648570051","0.138335769345591","4"
"Slightly Expensive","2014","Couple + C. LE 16 ","258","0.0826557342312468","0.0733060215744037","0.0920054468880898","4"
"Slightly Expensive","2014","Couple + C. GT 16 ","179","0.0972599309079565","0.084622771255783","0.10989709056013","4"
"Slightly Expensive","2014","Couple + C. LE and GT 16","125","0.125508678978234","0.108653018621201","0.142364339335266","4"
"Too Expensive","2014","1-pers.-HH","14","","","","5"
"Too Expensive","2014","(Married) couple without C. ","42","0.0107581949158287","0.00770479121913388","0.0138115986125235","5"
"Too Expensive","2014","Single parent ","8","","","","5"
"Too Expensive","2014","Couple + C. LE 16 ","41","0.0119624946279688","0.00827107694935857","0.0156539123065791","5"
"Too Expensive","2014","Couple + C. GT 16 ","47","0.0170299399357465","0.0115119889659136","0.0225478909055793","5"
"Too Expensive","2014","Couple + C. LE and GT 16","26","","","","5"
"Very Inexpensive","2014","1-pers.-HH","126","0.115080850510047","0.0952722478792034","0.134889453140891","1"
"Very Inexpensive","2014","(Married) couple without C. ","519","0.124038909297909","0.114282620007963","0.133795198587856","1"
"Very Inexpensive","2014","Single parent ","72","0.0957997055803142","0.0735637924781844","0.118035618682444","1"
"Very Inexpensive","2014","Couple + C. LE 16 ","254","0.0836905371870322","0.0742877878596082","0.0930932865144561","1"
"Very Inexpensive","2014","Couple + C. GT 16 ","264","0.125511023680286","0.111381769449443","0.13964027791113","1"
"Very Inexpensive","2014","Couple + C. LE and GT 16","128","0.0877359977004472","0.073342036784299","0.102129958616595","1"
