"hlf0094","year","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Inexpensive","1988","1-pers.-HH","85","0.389544006725485","0.325251938249761","0.453836075201209","2"
"Inexpensive","1988","Couple + C. LE 16 ","224","0.296951487599014","0.264657600653499","0.329245374544529","2"
"Inexpensive","1988","Single parent ","58","0.281901265220433","0.219545920212447","0.344256610228419","2"
"Inexpensive","1988","Couple + C. GT 16 ","450","0.348493632210933","0.322246129208716","0.37474113521315","2"
"Inexpensive","1988","Couple + C. LE and GT 16","154","0.360857200217303","0.316435870105724","0.405278530328881","2"
"Reasonable","1988","1-pers.-HH","74","0.353134404417562","0.290121572750848","0.416147236084276","3"
"Reasonable","1988","(Married) couple without C. ","294","0.348512922931041","0.316868195485476","0.380157650376606","3"
"Reasonable","1988","Single parent ","89","0.435748547208043","0.367027873247276","0.504469221168811","3"
"Reasonable","1988","Couple + C. LE 16 ","350","0.447268824673074","0.412126845624946","0.482410803721202","3"
"Reasonable","1988","Couple + C. GT 16 ","440","0.345331341635308","0.319139863362496","0.371522819908119","3"
"Reasonable","1988","Couple + C. LE and GT 16","189","0.417473223336758","0.371859326117177","0.463087120556339","3"
"Slightly Expensive","1988","1-pers.-HH","13","","","","4"
"Slightly Expensive","1988","(Married) couple without C. ","58","0.0613203193270442","0.0453872323882574","0.0772534062658309","4"
"Slightly Expensive","1988","Single parent ","18","","","","4"
"Slightly Expensive","1988","Couple + C. LE 16 ","78","0.10317686170149","0.0816773062322108","0.124676417170769","4"
"Slightly Expensive","1988","Couple + C. GT 16 ","80","0.0665042927942","0.0527792963529057","0.0802292892354943","4"
"Slightly Expensive","1988","Couple + C. LE and GT 16","32","0.0609518301264229","0.0388228075981867","0.083080852654659","4"
"Too Expensive","1988","1-pers.-HH","8","","","","5"
"Too Expensive","1988","(Married) couple without C. ","14","","","","5"
"Too Expensive","1988","Single parent ","","","","","5"
"Too Expensive","1988","Couple + C. LE 16 ","20","","","","5"
"Too Expensive","1988","Couple + C. GT 16 ","9","","","","5"
"Too Expensive","1988","Couple + C. LE and GT 16","6","","","","5"
"Very Inexpensive","1988","1-pers.-HH","41","0.164669662806985","0.115772024992591","0.213567300621378","1"
"Very Inexpensive","1988","(Married) couple without C. ","163","0.188461087467727","0.162489138895504","0.21443303603995","1"
"Very Inexpensive","1988","Single parent ","35","0.200047911025631","0.144606778667411","0.255489043383851","1"
"Very Inexpensive","1988","Couple + C. LE 16 ","97","0.128036539975236","0.104420828791677","0.151652251158796","1"
"Very Inexpensive","1988","Couple + C. GT 16 ","287","0.232096823357264","0.208841677461887","0.255351969252642","1"
"Very Inexpensive","1988","Couple + C. LE and GT 16","68","0.149094974098787","0.116149408567345","0.18204053963023","1"
"Inexpensive","1989","1-pers.-HH","85","0.392192797521266","0.327676493682409","0.456709101360122","2"
"Inexpensive","1989","(Married) couple without C. ","320","0.381305369654394","0.348881182904786","0.413729556404003","2"
"Inexpensive","1989","Single parent ","88","0.421697789341279","0.352912814259207","0.490482764423351","2"
"Inexpensive","1989","Couple + C. LE 16 ","209","0.287244765593347","0.254577662998643","0.319911868188051","2"
"Inexpensive","1989","Couple + C. GT 16 ","516","0.401178540090369","0.374358940633324","0.427998139547414","2"
"Inexpensive","1989","Couple + C. LE and GT 16","155","0.371473501912565","0.324297483545963","0.418649520279166","2"
"Reasonable","1989","(Married) couple without C. ","256","0.290283036674414","0.259982670301537","0.320583403047291","3"
"Reasonable","1989","1-pers.-HH","68","0.325849833714497","0.263916590150151","0.387783077278843","3"
"Reasonable","1989","Single parent ","69","0.37545783656631","0.308008611519867","0.442907061612754","3"
"Reasonable","1989","Couple + C. LE 16 ","308","0.418019190916326","0.382409616012298","0.453628765820355","3"
"Reasonable","1989","Couple + C. LE and GT 16","138","0.322257114982738","0.27662933813891","0.367884891826566","3"
"Reasonable","1989","Couple + C. GT 16 ","411","0.316927115277272","0.291467725820018","0.342386504734526","3"
"Slightly Expensive","1989","(Married) couple without C. ","53","0.0567065573346272","0.0412670120077059","0.0721461026615485","4"
"Slightly Expensive","1989","1-pers.-HH","11","","","","4"
"Slightly Expensive","1989","Single parent ","7","","","","4"
"Slightly Expensive","1989","Couple + C. LE 16 ","91","0.122233578357882","0.0985853238024209","0.145881832913344","4"
"Slightly Expensive","1989","Couple + C. GT 16 ","73","0.0578939088841415","0.0451147842644202","0.0706730335038629","4"
"Slightly Expensive","1989","Couple + C. LE and GT 16","32","0.0849278068335014","0.0577103087085569","0.112145304958446","4"
"Too Expensive","1989","1-pers.-HH","2","","","","5"
"Too Expensive","1989","(Married) couple without C. ","6","","","","5"
"Too Expensive","1989","Single parent ","3","","","","5"
"Too Expensive","1989","Couple + C. LE 16 ","22","","","","5"
"Too Expensive","1989","Couple + C. GT 16 ","3","","","","5"
"Too Expensive","1989","Couple + C. LE and GT 16","10","","","","5"
"Very Inexpensive","1989","1-pers.-HH","54","0.229882694072117","0.174283521158775","0.285481866985459","1"
"Very Inexpensive","1989","(Married) couple without C. ","227","0.2650069778352","0.235544808533742","0.294469147136657","1"
"Very Inexpensive","1989","Single parent ","31","0.157138040906363","0.106446628777355","0.207829453035371","1"
"Very Inexpensive","1989","Couple + C. LE 16 ","107","0.142347804545612","0.117121982041014","0.167573627050209","1"
"Very Inexpensive","1989","Couple + C. GT 16 ","280","0.222275740373509","0.199525100356482","0.245026380390537","1"
"Very Inexpensive","1989","Couple + C. LE and GT 16","68","0.192089722826808","0.153627958781405","0.23055148687221","1"
"Inexpensive","1990","1-pers.-HH","88","0.385608671128272","0.322290101302293","0.44892724095425","2"
"Inexpensive","1990","(Married) couple without C. ","335","0.375467994830255","0.343813742752552","0.407122246907957","2"
"Inexpensive","1990","Single parent ","93","0.505657569012321","0.43241496504514","0.578900172979502","2"
"Inexpensive","1990","Couple + C. LE 16 ","214","0.283712658577281","0.251788702766302","0.315636614388259","2"
"Inexpensive","1990","Couple + C. GT 16 ","506","0.414646243849014","0.386864295699627","0.4424281919984","2"
"Inexpensive","1990","Couple + C. LE and GT 16","124","0.360806920501697","0.3096856423648","0.411928198638595","2"
"Reasonable","1990","1-pers.-HH","84","0.372905524432741","0.309998222556196","0.435812826309286","3"
"Reasonable","1990","(Married) couple without C. ","295","0.32519179903633","0.294570175464821","0.355813422607838","3"
"Reasonable","1990","Single parent ","55","0.327546639401493","0.258794022421882","0.396299256381104","3"
"Reasonable","1990","Couple + C. LE 16 ","335","0.438603904859399","0.403463671042314","0.473744138676485","3"
"Reasonable","1990","Couple + C. GT 16 ","371","0.299436897274889","0.273608889351327","0.325264905198451","3"
"Reasonable","1990","Couple + C. LE and GT 16","112","0.311480532970118","0.262183383405848","0.360777682534388","3"
"Slightly Expensive","1990","(Married) couple without C. ","49","0.0582371079834696","0.0429283861348435","0.0735458298320958","4"
"Slightly Expensive","1990","1-pers.-HH","10","","","","4"
"Slightly Expensive","1990","Single parent ","3","","","","4"
"Slightly Expensive","1990","Couple + C. LE 16 ","81","0.104955186398969","0.0832502734426609","0.126660099355277","4"
"Slightly Expensive","1990","Couple + C. GT 16 ","51","0.0442680577031205","0.0326688611405859","0.0558672542656551","4"
"Slightly Expensive","1990","Couple + C. LE and GT 16","35","0.108130514192268","0.0750727841579267","0.141188244226609","4"
"Too Expensive","1990","1-pers.-HH","1","","","","5"
"Too Expensive","1990","(Married) couple without C. ","4","","","","5"
"Too Expensive","1990","Single parent ","1","","","","5"
"Too Expensive","1990","Couple + C. LE 16 ","19","","","","5"
"Too Expensive","1990","Couple + C. GT 16 ","","","","","5"
"Too Expensive","1990","Couple + C. LE and GT 16","14","","","","5"
"Very Inexpensive","1990","1-pers.-HH","44","0.192425451767225","0.141144304652199","0.243706598882252","1"
"Very Inexpensive","1990","(Married) couple without C. ","216","0.236112571066768","0.208351099591539","0.263874042541998","1"
"Very Inexpensive","1990","Single parent ","27","","","","1"
"Very Inexpensive","1990","Couple + C. LE 16 ","117","0.151157795681523","0.125791183836873","0.176524407526173","1"
"Very Inexpensive","1990","Couple + C. GT 16 ","280","0.241648801172977","0.217508530508352","0.265789071837602","1"
"Very Inexpensive","1990","Couple + C. LE and GT 16","54","0.176512158691388","0.135927289486529","0.217097027896246","1"
"Inexpensive","1991","1-pers.-HH","98","0.375676348686264","0.316922048436341","0.434430648936187","2"
"Inexpensive","1991","(Married) couple without C. ","394","0.344069756570299","0.317055566660176","0.371083946480423","2"
"Inexpensive","1991","Single parent ","66","0.301178109741097","0.240829599207508","0.361526620274686","2"
"Inexpensive","1991","Couple + C. LE 16 ","286","0.278238496117788","0.252293043689306","0.304183948546271","2"
"Inexpensive","1991","Couple + C. GT 16 ","518","0.37035304750106","0.345849994826598","0.394856100175523","2"
"Inexpensive","1991","Couple + C. LE and GT 16","157","0.333693397552128","0.292027916065678","0.375358879038578","2"
"Reasonable","1991","1-pers.-HH","88","0.338664977670097","0.281250192767474","0.396079762572719","3"
"Reasonable","1991","(Married) couple without C. ","425","0.368631552250142","0.341198283350371","0.396064821149912","3"
"Reasonable","1991","Single parent ","106","0.511172053974626","0.445416389871064","0.576927718078187","3"
"Reasonable","1991","Couple + C. GT 16 ","465","0.318993213871174","0.295343269619923","0.342643158122424","3"
"Reasonable","1991","Couple + C. LE 16 ","454","0.428901239686765","0.400246923970462","0.457555555403068","3"
"Reasonable","1991","Couple + C. LE and GT 16","194","0.396475617881372","0.353251992354443","0.439699243408302","3"
"Slightly Expensive","1991","1-pers.-HH","18","","","","4"
"Slightly Expensive","1991","(Married) couple without C. ","112","0.0723100973345113","0.0575821996459984","0.0870379950230242","4"
"Slightly Expensive","1991","Single parent ","13","","","","4"
"Slightly Expensive","1991","Couple + C. GT 16 ","172","0.0909284788416928","0.076339910686746","0.10551704699664","4"
"Slightly Expensive","1991","Couple + C. LE 16 ","217","0.147325826426551","0.126805381183685","0.167846271669417","4"
"Slightly Expensive","1991","Couple + C. LE and GT 16","65","0.0997961484494676","0.0733115822904216","0.126280714608514","4"
"Too Expensive","1991","1-pers.-HH","8","","","","5"
"Too Expensive","1991","(Married) couple without C. ","71","0.0461354263298117","0.0342065235381582","0.0580643291214653","5"
"Too Expensive","1991","Single parent ","9","","","","5"
"Too Expensive","1991","Couple + C. LE 16 ","86","0.0449887211971288","0.0329878753605562","0.0569895670337014","5"
"Too Expensive","1991","Couple + C. GT 16 ","101","0.0420271410075507","0.0318457947999655","0.052208487215136","5"
"Too Expensive","1991","Couple + C. LE and GT 16","28","","","","5"
"Very Inexpensive","1991","1-pers.-HH","49","0.192119005945707","0.144323540155781","0.239914471735632","1"
"Very Inexpensive","1991","(Married) couple without C. ","186","0.168853167515236","0.147550531165102","0.190155803865371","1"
"Very Inexpensive","1991","Single parent ","28","","","","1"
"Very Inexpensive","1991","Couple + C. LE 16 ","103","0.100545716571767","0.0831345802375714","0.117956852905962","1"
"Very Inexpensive","1991","Couple + C. GT 16 ","236","0.177698118778523","0.158301736433432","0.197094501123614","1"
"Very Inexpensive","1991","Couple + C. LE and GT 16","48","0.13482126772108","0.104642766974169","0.164999768467992","1"
"Inexpensive","1992","1-pers.-HH","83","0.323049963352636","0.265426283815642","0.380673642889629","2"
"Inexpensive","1992","(Married) couple without C. ","404","0.339472138298051","0.312488322884721","0.36645595371138","2"
"Inexpensive","1992","Single parent ","50","0.296733159553721","0.231777888217409","0.361688430890033","2"
"Inexpensive","1992","Couple + C. LE 16 ","331","0.313445136727725","0.286325533751364","0.340564739704085","2"
"Inexpensive","1992","Couple + C. LE and GT 16","112","0.253638041668222","0.213659740425453","0.293616342910991","2"
"Inexpensive","1992","Couple + C. GT 16 ","533","0.385302360638928","0.360218432259145","0.410386289018711","2"
"Reasonable","1992","1-pers.-HH","104","0.438150643103353","0.377012886135","0.499288400071706","3"
"Reasonable","1992","(Married) couple without C. ","419","0.343446613569075","0.316387076602378","0.370506150535771","3"
"Reasonable","1992","Single parent ","103","0.54770741475264","0.476936414343259","0.61847841516202","3"
"Reasonable","1992","Couple + C. LE 16 ","491","0.453914295297431","0.424808312421487","0.483020278173375","3"
"Reasonable","1992","Couple + C. GT 16 ","527","0.354065130336484","0.329416097214517","0.37871416345845","3"
"Reasonable","1992","Couple + C. LE and GT 16","215","0.491461263206304","0.44552569858164","0.537396827830967","3"
"Slightly Expensive","1992","1-pers.-HH","10","","","","4"
"Slightly Expensive","1992","(Married) couple without C. ","114","0.0815970095702342","0.0659975524505114","0.097196466689957","4"
"Slightly Expensive","1992","Single parent ","14","","","","4"
"Slightly Expensive","1992","Couple + C. LE 16 ","143","0.0990578542637902","0.0815932863509808","0.1165224221766","4"
"Slightly Expensive","1992","Couple + C. GT 16 ","107","0.0576134946482827","0.0456035616850814","0.069623427611484","4"
"Slightly Expensive","1992","Couple + C. LE and GT 16","69","0.102362500932606","0.0745100556144881","0.130214946250725","4"
"Too Expensive","1992","1-pers.-HH","8","","","","5"
"Too Expensive","1992","(Married) couple without C. ","28","","","","5"
"Too Expensive","1992","Single parent ","7","","","","5"
"Too Expensive","1992","Couple + C. LE 16 ","49","0.0280669347785794","0.0184113049728783","0.0377225645842805","5"
"Too Expensive","1992","Couple + C. GT 16 ","52","0.0339769074764352","0.024638998796569","0.0433148161563014","5"
"Too Expensive","1992","Couple + C. LE and GT 16","9","","","","5"
"Very Inexpensive","1992","1-pers.-HH","48","0.189790645722964","0.141470986955571","0.238110304490358","1"
"Very Inexpensive","1992","(Married) couple without C. ","218","0.215036602861769","0.191624705204837","0.238448500518701","1"
"Very Inexpensive","1992","Single parent ","16","","","","1"
"Very Inexpensive","1992","Couple + C. LE 16 ","110","0.105515778932475","0.0875556280014243","0.123475929863526","1"
"Very Inexpensive","1992","Couple + C. LE and GT 16","50","0.136124010441553","0.104614949349458","0.167633071533648","1"
"Very Inexpensive","1992","Couple + C. GT 16 ","227","0.16904210689987","0.149724607751129","0.188359606048611","1"
"Inexpensive","1993","1-pers.-HH","87","0.344215088267239","0.287543958493817","0.400886218040661","2"
"Inexpensive","1993","(Married) couple without C. ","465","0.379924030309734","0.35276610171887","0.407081958900599","2"
"Inexpensive","1993","Single parent ","80","0.398477274128492","0.326351704403137","0.470602843853847","2"
"Inexpensive","1993","Couple + C. LE 16 ","349","0.324236076059466","0.296422180966131","0.3520499711528","2"
"Inexpensive","1993","Couple + C. LE and GT 16","124","0.230620621117134","0.192043066768557","0.269198175465712","2"
"Inexpensive","1993","Couple + C. GT 16 ","467","0.361147117264809","0.335380941567408","0.38691329296221","2"
"Reasonable","1993","1-pers.-HH","112","0.414314284943401","0.355556762049973","0.47307180783683","3"
"Reasonable","1993","(Married) couple without C. ","442","0.355157195017679","0.328380125410655","0.381934264624703","3"
"Reasonable","1993","Single parent ","71","0.449703902002353","0.376417567171932","0.522990236832774","3"
"Reasonable","1993","Couple + C. LE 16 ","481","0.462925669698562","0.433297387473129","0.492553951923996","3"
"Reasonable","1993","Couple + C. GT 16 ","514","0.366087561261265","0.340246247963171","0.391928874559359","3"
"Reasonable","1993","Couple + C. LE and GT 16","215","0.465719298121576","0.420035499014914","0.511403097228238","3"
"Slightly Expensive","1993","1-pers.-HH","16","","","","4"
"Slightly Expensive","1993","(Married) couple without C. ","87","0.0698705697798455","0.0556064609024844","0.0841346786572066","4"
"Slightly Expensive","1993","Couple + C. LE 16 ","105","0.0785752843555255","0.0625868273775758","0.0945637413334751","4"
"Slightly Expensive","1993","Single parent ","10","","","","4"
"Slightly Expensive","1993","Couple + C. GT 16 ","92","0.0541405140537329","0.0420015407162318","0.066279487391234","4"
"Slightly Expensive","1993","Couple + C. LE and GT 16","33","0.0610652998102431","0.039135720841021","0.0829948787794652","4"
"Too Expensive","1993","1-pers.-HH","5","","","","5"
"Too Expensive","1993","(Married) couple without C. ","17","","","","5"
"Too Expensive","1993","Single parent ","2","","","","5"
"Too Expensive","1993","Couple + C. LE 16 ","38","0.0329532018533458","0.0223458689686208","0.0435605347380709","5"
"Too Expensive","1993","Couple + C. GT 16 ","39","0.0257038926354044","0.0172149736061376","0.0341928116646711","5"
"Too Expensive","1993","Couple + C. LE and GT 16","8","","","","5"
"Very Inexpensive","1993","1-pers.-HH","50","0.187638528424822","0.141068996061647","0.234208060787997","1"
"Very Inexpensive","1993","(Married) couple without C. ","216","0.179496186510388","0.158023137037456","0.200969235983319","1"
"Very Inexpensive","1993","Single parent ","14","","","","1"
