"hlf0094","year","regtyp","sex","n","percent","lower_confidence","upper_confidence"
"Inexpensive","1987","Rural Area","Male","191","0.308937358997224","0.27236004787935","0.345514670115099"
"Inexpensive","1987","Rural Area","Female","207","0.339365490514401","0.302333015711777","0.376397965317025"
"Reasonable","1987","Urban Area","Male","570","0.365255889605126","0.341184059423284","0.389327719786969"
"Reasonable","1987","Urban Area","Female","560","0.365263761353877","0.340945330673236","0.389582192034518"
"Reasonable","1987","Rural Area","Male","231","0.393733953370827","0.355057119874077","0.432410786867577"
"Reasonable","1987","Rural Area","Female","228","0.368969771179305","0.331230913991518","0.406708628367092"
"Slightly Expensive","1987","Urban Area","Male","147","0.0865073804915736","0.0724536940543968","0.10056106692875"
"Slightly Expensive","1987","Urban Area","Female","130","0.0743005257610457","0.0610550806561838","0.0875459708659075"
"Slightly Expensive","1987","Rural Area","Male","48","0.0735615373390692","0.05289576975622","0.0942273049219184"
"Slightly Expensive","1987","Rural Area","Female","52","0.0728597709528204","0.0525322282147671","0.0931873136908737"
"Too Expensive","1987","Urban Area","Male","43","0.0288996662556909","0.0205245735573299","0.037274758954052"
"Too Expensive","1987","Urban Area","Female","38","0.0248025585371916","0.016947849115226","0.0326572679591572"
"Too Expensive","1987","Rural Area","Male","15","","",""
"Too Expensive","1987","Rural Area","Female","19","","",""
"Very Inexpensive","1988","Urban Area","Male","272","0.193552408118701","0.173390137243282","0.213714678994119"
"Very Inexpensive","1988","Urban Area","Female","258","0.182219673366262","0.162148765690889","0.202290581041635"
"Very Inexpensive","1988","Rural Area","Male","93","0.164855856241928","0.134178859305672","0.195532853178184"
"Very Inexpensive","1988","Rural Area","Female","101","0.188803456809589","0.156732043914102","0.220874869705076"
"Inexpensive","1988","Urban Area","Male","509","0.346463801146661","0.322180046421683","0.37074755587164"
"Inexpensive","1988","Urban Area","Female","493","0.35818081217527","0.33325159972058","0.38311002462996"
"Inexpensive","1988","Rural Area","Male","188","0.344129433803744","0.30485138423666","0.383407483370828"
"Inexpensive","1988","Rural Area","Female","197","0.340526468163535","0.301691388667836","0.379361547659234"
"Reasonable","1988","Urban Area","Male","554","0.370430763211029","0.345785846580851","0.395075679841208"
"Reasonable","1988","Urban Area","Female","523","0.363958826905581","0.338942715904008","0.388974937907154"
"Reasonable","1988","Rural Area","Male","238","0.417150684319816","0.376384078052628","0.457917290587004"
"Reasonable","1988","Rural Area","Female","226","0.388690903442904","0.348744039144274","0.428637767741535"
"Slightly Expensive","1988","Urban Area","Male","120","0.0761439690175006","0.0626085412564651","0.0896793967785361"
"Slightly Expensive","1988","Urban Area","Female","125","0.0788737186807579","0.0648592448341673","0.0928881925273485"
"Slightly Expensive","1988","Rural Area","Male","36","0.0638979733582936","0.043677791003331","0.0841181557132562"
"Slightly Expensive","1988","Rural Area","Female","40","0.0693338777109791","0.0485167994804311","0.0901509559415271"
"Too Expensive","1988","Urban Area","Male","20","","",""
"Too Expensive","1988","Urban Area","Female","22","","",""
"Too Expensive","1988","Rural Area","Male","7","","",""
"Too Expensive","1988","Rural Area","Female","8","","",""
"Very Inexpensive","1989","Urban Area","Male","283","0.203855656488165","0.183098344369882","0.224612968606448"
"Very Inexpensive","1989","Urban Area","Female","281","0.208833568752798","0.187736485853188","0.229930651652408"
"Very Inexpensive","1989","Rural Area","Male","122","0.223649772611547","0.188888823579499","0.258410721643595"
"Very Inexpensive","1989","Rural Area","Female","123","0.231980931433146","0.196704967356585","0.267256895509706"
"Inexpensive","1989","Urban Area","Male","541","0.378838864253552","0.353844434884911","0.403833293622192"
"Inexpensive","1989","Urban Area","Female","530","0.371940069713263","0.346854419884036","0.397025719542489"
"Inexpensive","1989","Rural Area","Male","199","0.36142809368834","0.321351167037303","0.401505020339376"
"Inexpensive","1989","Rural Area","Female","186","0.353825242727576","0.313864261181794","0.393786224273359"
"Reasonable","1989","Urban Area","Male","505","0.337451614516342","0.313088748285481","0.361814480747203"
"Reasonable","1989","Urban Area","Female","496","0.341703136076624","0.317086783497047","0.366319488656201"
"Reasonable","1989","Rural Area","Male","183","0.339267988347825","0.299771119472783","0.378764857222867"
"Reasonable","1989","Rural Area","Female","195","0.339660472644622","0.300080736166756","0.379240209122489"
"Slightly Expensive","1989","Urban Area","Male","104","0.0707049662599668","0.0574976191097374","0.0839123134101962"
"Slightly Expensive","1989","Urban Area","Female","103","0.0657952409869917","0.0529273726999018","0.0786631092740816"
"Slightly Expensive","1989","Rural Area","Male","39","0.0622226071763506","0.0420713319884932","0.082373882364208"
"Slightly Expensive","1989","Rural Area","Female","35","0.0571483906442942","0.0377488957649359","0.0765478855236524"
"Too Expensive","1989","Urban Area","Male","14","","",""
"Too Expensive","1989","Urban Area","Female","16","","",""
"Too Expensive","1989","Rural Area","Male","9","","",""
"Too Expensive","1989","Rural Area","Female","11","","",""
"Very Inexpensive","1990","Urban Area","Male","275","0.207150488378359","0.186064437234273","0.228236539522444"
"Very Inexpensive","1990","Urban Area","Female","268","0.196237385354758","0.175566229998512","0.216908540711004"
"Very Inexpensive","1990","Rural Area","Male","121","0.220090309483024","0.185113811208862","0.255066807757187"
"Very Inexpensive","1990","Rural Area","Female","121","0.23026572063229","0.194624648883457","0.265906792381124"
"Inexpensive","1990","Urban Area","Male","546","0.386867613521932","0.361527111825195","0.41220811521867"
"Inexpensive","1990","Urban Area","Female","530","0.380054441907651","0.354790002956352","0.40531888085895"
"Inexpensive","1990","Rural Area","Male","185","0.343002504133469","0.302926518624834","0.383078489642104"
"Inexpensive","1990","Rural Area","Female","181","0.343583423349993","0.303379210148088","0.383787636551899"
"Reasonable","1990","Urban Area","Male","501","0.341593721494694","0.316918627541409","0.366268815447978"
"Reasonable","1990","Urban Area","Female","512","0.355190191359952","0.330281192356319","0.380099190363585"
"Reasonable","1990","Rural Area","Male","182","0.342174253543902","0.302121460528334","0.382227046559469"
"Reasonable","1990","Rural Area","Female","191","0.353342965402351","0.312875973348832","0.39380995745587"
"Slightly Expensive","1990","Urban Area","Male","84","0.057258674836432","0.0451701359442447","0.0693472137286192"
"Slightly Expensive","1990","Urban Area","Female","91","0.0583591957804435","0.0461578633558431","0.0705605282050439"
"Slightly Expensive","1990","Rural Area","Male","46","0.0857673898840708","0.0621276246448865","0.109407155123255"
"Slightly Expensive","1990","Rural Area","Female","36","0.0607980645891605","0.0405683356888529","0.0810277934894681"
"Too Expensive","1990","Urban Area","Male","13","","",""
"Too Expensive","1990","Urban Area","Female","17","","",""
"Too Expensive","1990","Rural Area","Male","5","","",""
"Too Expensive","1990","Rural Area","Female","7","","",""
"Very Inexpensive","1991","Urban Area","Male","257","0.181290768549013","0.161800831624057","0.200780705473968"
"Very Inexpensive","1991","Urban Area","Female","257","0.177181826442866","0.157820535236776","0.196543117648957"
"Very Inexpensive","1991","Rural Area","Male","106","0.120168933466872","0.101142936978095","0.139194929955649"
"Very Inexpensive","1991","Rural Area","Female","96","0.118929134928774","0.100038650665078","0.137819619192471"
"Inexpensive","1991","Urban Area","Male","505","0.346237789430071","0.322168964678209","0.370306614181934"
"Inexpensive","1991","Urban Area","Female","508","0.346444621585106","0.322316089548853","0.370573153621359"
"Inexpensive","1991","Rural Area","Male","303","0.310721488109072","0.283642360024727","0.337800616193417"
"Inexpensive","1991","Rural Area","Female","307","0.30897893007997","0.282013731773258","0.335944128386681"
"Reasonable","1991","Urban Area","Male","589","0.393123576727763","0.368413595070288","0.417833558385238"
"Reasonable","1991","Urban Area","Female","570","0.385170699612042","0.3604945899533","0.409846809270784"
"Reasonable","1991","Rural Area","Male","364","0.346033291389077","0.318198470916764","0.37386811186139"
"Reasonable","1991","Rural Area","Female","379","0.36789578702924","0.339754089497473","0.396037484561007"
"Slightly Expensive","1991","Urban Area","Male","108","0.0578227991253754","0.0460148738521523","0.0696307243985986"
"Slightly Expensive","1991","Urban Area","Female","118","0.0700769485914338","0.0571324900062082","0.0830214071766593"
"Slightly Expensive","1991","Rural Area","Male","214","0.146445356428152","0.125757993672189","0.167132719184114"
"Slightly Expensive","1991","Rural Area","Female","214","0.127056311598762","0.107621301183318","0.146491322014205"
"Too Expensive","1991","Urban Area","Male","42","0.0215250661677775","0.0141832273677783","0.0288669049677766"
"Too Expensive","1991","Urban Area","Female","41","0.0211259037685521","0.0138339508002631","0.0284178567368412"
"Too Expensive","1991","Rural Area","Male","135","0.0766309306068269","0.0610662084088345","0.0921956528048192"
"Too Expensive","1991","Rural Area","Female","132","0.0771398363632542","0.0615693977157905","0.0927102750107178"
"Very Inexpensive","1992","Urban Area","Male","242","0.181318955255562","0.16158981091157","0.201048099599554"
"Very Inexpensive","1992","Urban Area","Female","244","0.1800384439752","0.160496658785691","0.199580229164709"
"Very Inexpensive","1992","Rural Area","Male","118","0.144478388174365","0.123172522471374","0.165784253877357"
"Very Inexpensive","1992","Rural Area","Female","118","0.139429022313967","0.118664154190649","0.160193890437285"
"Inexpensive","1992","Urban Area","Male","496","0.347143307221994","0.322765614005057","0.371521000438931"
"Inexpensive","1992","Urban Area","Female","499","0.339413362032696","0.315330160253904","0.363496563811489"
"Inexpensive","1992","Rural Area","Male","316","0.330226565373878","0.301726082935331","0.358727047812426"
"Inexpensive","1992","Rural Area","Female","310","0.312517212144983","0.284731142247779","0.340303282042187"
"Reasonable","1992","Urban Area","Male","577","0.384006608032565","0.359101601828923","0.408911614236207"
"Reasonable","1992","Urban Area","Female","606","0.401722995014293","0.376788569557987","0.426657420470598"
"Reasonable","1992","Rural Area","Male","426","0.398737248630064","0.369064498286855","0.428409998973274"
"Reasonable","1992","Rural Area","Female","440","0.42054110287493","0.390949071360264","0.450133134389595"
"Slightly Expensive","1992","Urban Area","Male","116","0.0630176817671781","0.0505746506343287","0.0754607129000275"
"Slightly Expensive","1992","Urban Area","Female","108","0.0587112225695005","0.0467546455267623","0.0706677996122388"
"Slightly Expensive","1992","Rural Area","Male","141","0.0990004269290901","0.0809010728991523","0.117099780959028"
"Slightly Expensive","1992","Rural Area","Female","151","0.095128360811557","0.0775407140934231","0.112716007529691"
"Too Expensive","1992","Urban Area","Male","34","0.0245134477227016","0.0165949623147522","0.0324319331306509"
"Too Expensive","1992","Urban Area","Female","28","","",""
"Too Expensive","1992","Rural Area","Male","45","0.027557370892602","0.0176368806597226","0.0374778611254813"
"Too Expensive","1992","Rural Area","Female","50","0.0323843018545632","0.0217727729679525","0.042995830741174"
"Very Inexpensive","1993","Urban Area","Male","244","0.180941722643099","0.161058187229699","0.200825258056499"
"Very Inexpensive","1993","Urban Area","Female","240","0.166479705416012","0.147475765402123","0.185483645429902"
"Very Inexpensive","1993","Rural Area","Male","141","0.163457808282585","0.140929702498786","0.185985914066384"
"Very Inexpensive","1993","Rural Area","Female","138","0.152518059753614","0.13100639148387","0.174029728023357"
"Inexpensive","1993","Urban Area","Male","494","0.356475740151546","0.331737756591883","0.381213723711208"
"Inexpensive","1993","Urban Area","Female","510","0.344337468991488","0.320097211061275","0.368577726921702"
"Inexpensive","1993","Rural Area","Male","344","0.349228261840205","0.320184895735531","0.37827162794488"
"Inexpensive","1993","Rural Area","Female","351","0.3349062022527","0.306667074755046","0.363145329750355"
"Reasonable","1993","Urban Area","Male","588","0.379573949837104","0.354509391472458","0.40463850820175"
"Reasonable","1993","Urban Area","Female","610","0.40970717429673","0.384618630806912","0.434795717786549"
"Reasonable","1993","Rural Area","Male","433","0.40478937679855","0.374885478553097","0.434693275044003"
"Reasonable","1993","Rural Area","Female","452","0.427850238659517","0.398246335158217","0.457454142160817"
"Slightly Expensive","1993","Urban Area","Male","88","0.0627194718288894","0.0501966316338153","0.0752423120239635"
"Slightly Expensive","1993","Urban Area","Female","91","0.0602613833845039","0.0481211231074732","0.0724016436615345"
"Slightly Expensive","1993","Rural Area","Male","89","0.0616207471875361","0.0469709843261605","0.0762705100489118"
"Slightly Expensive","1993","Rural Area","Female","102","0.0618903029203502","0.0474729228714188","0.0763076829692817"
"Too Expensive","1993","Urban Area","Male","26","","",""
"Too Expensive","1993","Urban Area","Female","25","","",""
"Too Expensive","1993","Rural Area","Male","28","","",""
"Too Expensive","1993","Rural Area","Female","30","0.0228351964138189","0.0138973165344524","0.0317730762931854"
"Very Inexpensive","1994","Urban Area","Male","269","0.200397814806557","0.179722586121584","0.221073043491531"
"Very Inexpensive","1994","Urban Area","Female","267","0.19914798082851","0.178767418059244","0.219528543597777"
"Very Inexpensive","1994","Rural Area","Male","122","0.14670117418047","0.125270189830761","0.168132158530178"
"Very Inexpensive","1994","Rural Area","Female","116","0.127847419128568","0.107736017975917","0.147958820281218"
"Inexpensive","1994","Urban Area","Male","472","0.317116623639653","0.29308131962492","0.341151927654386"
"Inexpensive","1994","Urban Area","Female","482","0.32482968210547","0.300930303727005","0.348729060483935"
"Inexpensive","1994","Rural Area","Male","331","0.331742931635576","0.303223072912032","0.360262790359121"
"Inexpensive","1994","Rural Area","Female","320","0.319588839096449","0.29150337353111","0.347674304661788"
"Reasonable","1994","Urban Area","Male","585","0.404262868072938","0.378915894822788","0.429609841323088"
"Reasonable","1994","Urban Area","Female","606","0.396329299343969","0.371367251026486","0.421291347661452"
"Reasonable","1994","Rural Area","Male","461","0.432978412197954","0.402965532404706","0.462991291991203"
"Reasonable","1994","Rural Area","Female","495","0.469008741846949","0.438952528459772","0.499064955234126"
"Slightly Expensive","1994","Urban Area","Male","94","0.0629648215444262","0.0504191538129778","0.0755104892758745"
"Slightly Expensive","1994","Urban Area","Female","98","0.0624896852158328","0.050137486302964","0.0748418841287017"
"Slightly Expensive","1994","Rural Area","Male","104","0.0692403504793538","0.05386329601387","0.0846174049448376"
"Slightly Expensive","1994","Rural Area","Female","106","0.0716000706130506","0.0560717537076665","0.0871283875184348"
"Too Expensive","1994","Urban Area","Male","20","","",""
"Too Expensive","1994","Urban Area","Female","22","","",""
"Too Expensive","1994","Rural Area","Male","29","","",""
"Too Expensive","1994","Rural Area","Female","22","","",""
"Very Inexpensive","1995","Urban Area","Male","261","0.186408379228812","0.166507250752109","0.206309507705516"
"Very Inexpensive","1995","Urban Area","Female","260","0.173225022068596","0.154293179865401","0.192156864271791"
"Very Inexpensive","1995","Rural Area","Male","123","0.140362977397133","0.119451775265833","0.161274179528433"
"Very Inexpensive","1995","Rural Area","Female","118","0.153143028265256","0.131473769888825","0.174812286641687"
"Inexpensive","1995","Urban Area","Male","490","0.338213618738396","0.314036963742285","0.362390273734506"
"Inexpensive","1995","Urban Area","Female","511","0.336150308900226","0.312518577748685","0.359782040051768"
"Inexpensive","1995","Rural Area","Male","350","0.361393798299527","0.332473546355717","0.390314050243337"
"Inexpensive","1995","Rural Area","Female","345","0.328804310412015","0.300537049367282","0.357071571456747"
"Reasonable","1995","Urban Area","Male","578","0.380794674029454","0.355980231155163","0.405609116903746"
"Reasonable","1995","Urban Area","Female","617","0.39038491122064","0.3659805038006","0.41478931864068"
"Reasonable","1995","Rural Area","Male","475","0.415612748503755","0.385944633399627","0.445280863607883"
"Reasonable","1995","Rural Area","Female","483","0.435966408894816","0.406128430316612","0.465804387473019"
"Slightly Expensive","1995","Urban Area","Male","123","0.0789912664711745","0.0652076504132724","0.0927748825290766"
"Slightly Expensive","1995","Urban Area","Female","129","0.0861278122883443","0.0720929440645775","0.100162680512111"
"Slightly Expensive","1995","Rural Area","Male","97","0.0711674676103614","0.0556898317932","0.0866451034275228"
"Slightly Expensive","1995","Rural Area","Female","96","0.0661862197631621","0.0512271589811415","0.0811452805451826"
"Too Expensive","1995","Urban Area","Male","19","","",""
"Too Expensive","1995","Urban Area","Female","18","","",""
"Too Expensive","1995","Rural Area","Male","15","","",""
"Too Expensive","1995","Rural Area","Female","19","","",""
"Very Inexpensive","1996","Urban Area","Male","234","0.183385873919606","0.163583173480376","0.203188574358836"
"Very Inexpensive","1996","Urban Area","Female","240","0.176955016760551","0.157750714780118","0.196159318740984"
"Very Inexpensive","1996","Rural Area","Male","131","0.15590393074744","0.134378086816675","0.177429774678206"
"Very Inexpensive","1996","Rural Area","Female","122","0.14584597650695","0.12489278589282","0.16679916712108"
"Inexpensive","1996","Urban Area","Male","483","0.330980917144682","0.306901067856033","0.35506076643333"
"Inexpensive","1996","Urban Area","Female","515","0.338309225959453","0.314500302380615","0.36211814953829"
"Inexpensive","1996","Rural Area","Male","349","0.317828712294932","0.29019883234211","0.345458592247754"
"Inexpensive","1996","Rural Area","Female","355","0.326223204785007","0.298390828204533","0.35405558136548"
"Reasonable","1996","Urban Area","Male","602","0.389591823343231","0.364637366465679","0.414546280220782"
"Reasonable","1996","Urban Area","Female","621","0.395370527064876","0.370766731879588","0.419974322250165"
"Reasonable","1996","Rural Area","Male","506","0.447052256484379","0.417549886410464","0.476554626558294"
"Reasonable","1996","Rural Area","Female","515","0.45625249383722","0.426683529958116","0.485821457716324"
"Slightly Expensive","1996","Urban Area","Male","118","0.0752694247331683","0.0617689219969299","0.0887699274694067"
"Slightly Expensive","1996","Urban Area","Female","111","0.0663115139028754","0.0537901749003685","0.0788328529053822"
"Slightly Expensive","1996","Rural Area","Male","93","0.0722840073371834","0.0569178828217458","0.087650131852621"
"Slightly Expensive","1996","Rural Area","Female","88","0.0624442954925341","0.048080150924241","0.0768084400608272"
"Too Expensive","1996","Urban Area","Male","30","0.0207719608593138","0.0134737954509047","0.0280701262677229"
"Too Expensive","1996","Urban Area","Female","30","0.0230537163122451","0.0155017313669697","0.0306057012575205"
"Too Expensive","1996","Rural Area","Male","12","","",""
"Too Expensive","1996","Rural Area","Female","10","","",""
"Very Inexpensive","1997","Urban Area","Male","259","0.186831382210198","0.167152216482129","0.206510547938267"
"Very Inexpensive","1997","Urban Area","Female","240","0.167878623974107","0.149289736312173","0.186467511636041"
"Very Inexpensive","1997","Rural Area","Male","129","0.147320986381657","0.126309193746601","0.168332779016713"
"Very Inexpensive","1997","Rural Area","Female","125","0.154282267381854","0.132838278823948","0.17572625593976"
"Inexpensive","1997","Urban Area","Male","463","0.318135208055085","0.294620127784792","0.341650288325378"
"Inexpensive","1997","Urban Area","Female","496","0.32248156661652","0.299234114146653","0.345729019086388"
"Inexpensive","1997","Rural Area","Male","345","0.344605117562154","0.316430995336441","0.372779239787867"
"Inexpensive","1997","Rural Area","Female","331","0.313319426526281","0.285783107530301","0.34085574552226"
"Reasonable","1997","Urban Area","Male","653","0.412710275530414","0.387853756609044","0.437566794451784"
"Reasonable","1997","Urban Area","Female","678","0.42248787944073","0.397920997319725","0.447054761561735"
"Reasonable","1997","Rural Area","Male","508","0.423612127716719","0.394318064139981","0.452906191293456"
"Reasonable","1997","Rural Area","Female","525","0.450572102556301","0.421034697074216","0.480109508038387"
"Slightly Expensive","1997","Urban Area","Male","101","0.0635346038321546","0.0512193747423901","0.0758498329219192"
"Slightly Expensive","1997","Urban Area","Female","106","0.0646750933588233","0.0524426800966921","0.0769075066209546"
"Slightly Expensive","1997","Rural Area","Male","99","0.0731046813445432","0.0576725486626396","0.0885368140264468"
"Slightly Expensive","1997","Rural Area","Female","94","0.0684206538807498","0.0534328370150483","0.0834084707464513"
"Too Expensive","1997","Urban Area","Male","31","0.0187885303721483","0.0119333453881743","0.0256437153561223"
"Too Expensive","1997","Urban Area","Female","33","0.0224768366098191","0.0151046981034729","0.0298489751161653"
"Too Expensive","1997","Rural Area","Male","12","","",""
"Too Expensive","1997","Rural Area","Female","15","","",""
"Very Inexpensive","1998","Urban Area","Male","289","0.183323321078099","0.165032041501931","0.201614600654267"
"Very Inexpensive","1998","Urban Area","Female","288","0.175106527555006","0.157340564401341","0.192872490708672"
"Very Inexpensive","1998","Rural Area","Male","174","0.167639386948825","0.147199496889597","0.188079277008052"
"Very Inexpensive","1998","Rural Area","Female","168","0.168983774897365","0.148333298094209","0.18963425170052"
"Inexpensive","1998","Urban Area","Male","514","0.307804482337463","0.285984117187952","0.329624847486974"
"Inexpensive","1998","Urban Area","Female","543","0.312200638344993","0.29053924277944","0.333862033910545"
"Inexpensive","1998","Rural Area","Male","420","0.33759143644614","0.31171565688052","0.36346721601176"
"Inexpensive","1998","Rural Area","Female","409","0.327962224545882","0.302091321832426","0.353833127259338"
"Reasonable","1998","Urban Area","Male","757","0.425959091042553","0.402583342856111","0.449334839228996"
"Reasonable","1998","Urban Area","Female","759","0.419573033685102","0.396504699713408","0.442641367656795"
"Reasonable","1998","Rural Area","Male","558","0.407249749293894","0.380365305937846","0.434134192649941"
"Reasonable","1998","Rural Area","Female","552","0.408250596941596","0.381165202987914","0.435335990895278"
"Slightly Expensive","1998","Urban Area","Male","131","0.0641408599377858","0.0525588806242113","0.0757228392513604"
"Slightly Expensive","1998","Urban Area","Female","138","0.072499866191238","0.0603781461738074","0.0846215862086685"
"Slightly Expensive","1998","Rural Area","Male","120","0.0756690419705608","0.0611977391997141","0.0901403447414075"
"Slightly Expensive","1998","Rural Area","Female","125","0.0863452746674171","0.0708673343290862","0.101823215005748"
"Too Expensive","1998","Urban Area","Male","28","","",""
"Too Expensive","1998","Urban Area","Female","30","0.0206199342236613","0.0139770310304771","0.0272628374168455"
"Too Expensive","1998","Rural Area","Male","11","","",""
"Too Expensive","1998","Rural Area","Female","11","","",""
"Very Inexpensive","1999","Urban Area","Male","285","0.177365377320029","0.159207647658914","0.195523106981143"
"Very Inexpensive","1999","Urban Area","Female","294","0.16883871017958","0.151257307630472","0.186420112728689"
"Very Inexpensive","1999","Rural Area","Male","182","0.166660546885728","0.145951253831708","0.187369839939747"
"Very Inexpensive","1999","Rural Area","Female","172","0.16919481535837","0.148402158029586","0.189987472687155"
"Inexpensive","1999","Urban Area","Male","529","0.332582829224719","0.310186737893284","0.354978920556153"
"Inexpensive","1999","Urban Area","Female","531","0.313810729841749","0.292032092324835","0.335589367358663"
"Inexpensive","1999","Rural Area","Male","443","0.38860381064733","0.36151731681523","0.41569030447943"
"Inexpensive","1999","Rural Area","Female","435","0.374709919582909","0.347865424701977","0.401554414463841"
"Reasonable","1999","Urban Area","Male","701","0.392834962030508","0.369619246443369","0.416050677617646"
"Reasonable","1999","Urban Area","Female","730","0.414898750004921","0.391774831672838","0.438022668337004"
"Reasonable","1999","Rural Area","Male","514","0.378883529090999","0.351926173532619","0.405840884649379"
"Reasonable","1999","Rural Area","Female","532","0.388179735730229","0.361152898226842","0.415206573233616"
"Slightly Expensive","1999","Urban Area","Male","139","0.0690424061845049","0.0569907553953669","0.0810940569736429"
"Slightly Expensive","1999","Urban Area","Female","143","0.0769484543559317","0.0644404570797361","0.0894564516321274"
"Slightly Expensive","1999","Rural Area","Male","94","0.0597273666448841","0.0465584065222373","0.0728963267675309"
"Slightly Expensive","1999","Rural Area","Female","96","0.0603665846261711","0.047158361375692","0.0735748078766502"
"Too Expensive","1999","Urban Area","Male","46","0.0281744252402397","0.0203085813150087","0.0360402691654706"
"Too Expensive","1999","Urban Area","Female","46","0.0255033556178182","0.0181045147271591","0.0329021965084773"
"Too Expensive","1999","Rural Area","Male","11","","",""
"Too Expensive","1999","Rural Area","Female","14","","",""
"Very Inexpensive","2000","Urban Area","Male","494","0.148677453396096","0.136715391966006","0.160639514826186"
"Very Inexpensive","2000","Urban Area","Female","529","0.15489406290903","0.143037424290346","0.166750701527713"
"Very Inexpensive","2000","Rural Area","Male","270","0.134762803378402","0.120989037186575","0.148536569570228"
"Very Inexpensive","2000","Rural Area","Female","282","0.134012800430877","0.120375043311989","0.147650557549765"
"Inexpensive","2000","Urban Area","Male","1099","0.327066711616911","0.311292757174952","0.34284066605887"
