"hlf0094","year","age_gr","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Slightly Expensive","1989","35-65 y.","Rural Area","42","0.0663471463453183","0.0461267140005775","0.086567578690059","4"
"Slightly Expensive","1989","35-65 y.","Urban Area","132","0.0773062110838843","0.0643167518497748","0.0902956703179938","4"
"Slightly Expensive","1989","66 and older","Urban Area","6","","","","4"
"Slightly Expensive","1989","66 and older","Rural Area","5","","","","4"
"Too Expensive","1989","16-34 y.","Urban Area","9","","","","5"
"Too Expensive","1989","16-34 y.","Rural Area","9","","","","5"
"Too Expensive","1989","35-65 y.","Urban Area","19","","","","5"
"Too Expensive","1989","35-65 y.","Rural Area","10","","","","5"
"Too Expensive","1989","66 and older","Urban Area","2","","","","5"
"Too Expensive","1989","66 and older","Rural Area","1","","","","5"
"Very Inexpensive","1989","16-34 y.","Urban Area","153","0.184108076600568","0.15871652086508","0.209499632336056","1"
"Very Inexpensive","1989","16-34 y.","Rural Area","69","0.179321271705219","0.140232707125541","0.218409836284896","1"
"Very Inexpensive","1989","35-65 y.","Urban Area","317","0.202788242779662","0.183232995500311","0.222343490059014","1"
"Very Inexpensive","1989","35-65 y.","Rural Area","132","0.231516542571997","0.197248059974679","0.265785025169315","1"
"Very Inexpensive","1989","66 and older","Urban Area","94","0.255470506472899","0.210038930978893","0.300902081966905","1"
"Very Inexpensive","1989","66 and older","Rural Area","44","0.300144976874553","0.226799718419205","0.373490235329901","1"
"Inexpensive","1990","16-34 y.","Urban Area","315","0.372988800199053","0.340667828402255","0.405309771995851","2"
"Inexpensive","1990","16-34 y.","Rural Area","124","0.36357300247915","0.313033777283306","0.414112227674994","2"
"Inexpensive","1990","35-65 y.","Urban Area","602","0.373609925881692","0.349994422419191","0.397225429344192","2"
"Inexpensive","1990","35-65 y.","Rural Area","184","0.32173434657545","0.283485406406528","0.359983286744372","2"
"Inexpensive","1990","66 and older","Urban Area","159","0.436225059758474","0.385349424158406","0.487100695358542","2"
"Inexpensive","1990","66 and older","Rural Area","58","0.37732120114602","0.30076588148765","0.45387652080439","2"
"Reasonable","1990","16-34 y.","Urban Area","327","0.366764594599131","0.334555748793794","0.398973440404467","3"
"Reasonable","1990","16-34 y.","Rural Area","132","0.380928025523747","0.329906844914897","0.431949206132596","3"
"Reasonable","1990","35-65 y.","Urban Area","570","0.348308906792814","0.325051100178407","0.371566713407221","3"
"Reasonable","1990","35-65 y.","Rural Area","189","0.329136256339515","0.290661506631842","0.367611006047188","3"
"Reasonable","1990","66 and older","Urban Area","116","0.31816448085838","0.270382151592521","0.36594681012424","3"
"Reasonable","1990","66 and older","Rural Area","52","0.351555871118863","0.276147217037134","0.426964525200592","3"
"Slightly Expensive","1990","16-34 y.","Rural Area","25","","","","4"
"Slightly Expensive","1990","16-34 y.","Urban Area","62","0.0672873449950954","0.0505441052375837","0.0840305847526071","4"
"Slightly Expensive","1990","35-65 y.","Urban Area","103","0.0615841349844053","0.0498487412329435","0.0733195287358672","4"
"Slightly Expensive","1990","35-65 y.","Rural Area","50","0.0878053113348556","0.0646327018270675","0.110977920842644","4"
"Slightly Expensive","1990","66 and older","Urban Area","10","","","","4"
"Slightly Expensive","1990","66 and older","Rural Area","7","","","","4"
"Too Expensive","1990","16-34 y.","Urban Area","14","","","","5"
"Too Expensive","1990","16-34 y.","Rural Area","5","","","","5"
"Too Expensive","1990","35-65 y.","Urban Area","15","","","","5"
"Too Expensive","1990","35-65 y.","Rural Area","7","","","","5"
"Too Expensive","1990","66 and older","Urban Area","1","","","","5"
"Too Expensive","1990","66 and older","Rural Area","","","","","5"
"Very Inexpensive","1990","16-34 y.","Urban Area","142","0.18091785219614","0.155190013319789","0.206645691072492","1"
"Very Inexpensive","1990","16-34 y.","Rural Area","62","0.172906464410753","0.13317437560471","0.212638553216796","1"
"Very Inexpensive","1990","35-65 y.","Urban Area","322","0.208493472942893","0.188662726833105","0.228324219052682","1"
"Very Inexpensive","1990","35-65 y.","Rural Area","143","0.247605844527328","0.212265243389219","0.282946445665437","1"
"Very Inexpensive","1990","66 and older","Urban Area","79","0.211873030494497","0.169951455315617","0.253794605673377","1"
"Very Inexpensive","1990","66 and older","Rural Area","37","0.239657533323519","0.172237665490638","0.3070774011564","1"
"Inexpensive","1991","16-34 y.","Urban Area","280","0.335428236820576","0.303817950321393","0.367038523319758","2"
"Inexpensive","1991","16-34 y.","Rural Area","194","0.290354749475173","0.257671584625655","0.323037914324691","2"
"Inexpensive","1991","35-65 y.","Urban Area","577","0.338363869799284","0.31612565616203","0.360602083436539","2"
"Inexpensive","1991","66 and older","Urban Area","156","0.38788284222062","0.340071690631909","0.435693993809331","2"
"Inexpensive","1991","35-65 y.","Rural Area","333","0.317187111419071","0.291200397936846","0.343173824901296","2"
"Inexpensive","1991","66 and older","Rural Area","83","0.319096784410482","0.264204397862795","0.373989170958168","2"
"Reasonable","1991","16-34 y.","Urban Area","335","0.402553633858107","0.36971999494581","0.435387272770404","3"
"Reasonable","1991","16-34 y.","Rural Area","249","0.367736809680208","0.333018666632388","0.402454952728028","3"
"Reasonable","1991","35-65 y.","Urban Area","690","0.396367419522832","0.373377703283077","0.419357135762587","3"
"Reasonable","1991","35-65 y.","Rural Area","382","0.342376139736056","0.315879959846048","0.368872319626065","3"
"Reasonable","1991","66 and older","Urban Area","134","0.34649148473767","0.299800444302488","0.393182525172852","3"
"Reasonable","1991","66 and older","Rural Area","112","0.3843929021899","0.327107008110644","0.441678796269157","3"
"Slightly Expensive","1991","16-34 y.","Rural Area","152","0.161453136976759","0.134960456587379","0.187945817366139","4"
"Slightly Expensive","1991","16-34 y.","Urban Area","82","0.0832681572185467","0.0647704323621945","0.101765882074899","4"
"Slightly Expensive","1991","35-65 y.","Urban Area","133","0.0672776455547482","0.0555040290669065","0.0790512620425898","4"
"Slightly Expensive","1991","35-65 y.","Rural Area","251","0.143979003105056","0.124375462033367","0.163582544176745","4"
"Slightly Expensive","1991","66 and older","Urban Area","11","","","","4"
"Slightly Expensive","1991","66 and older","Rural Area","25","","","","4"
"Too Expensive","1991","16-34 y.","Urban Area","36","0.0287784879727922","0.0175853769157349","0.0399715990298495","5"
"Too Expensive","1991","16-34 y.","Rural Area","84","0.0710674979623006","0.052567717308388","0.0895672786162133","5"
"Too Expensive","1991","35-65 y.","Urban Area","44","0.0188168638505475","0.0124305985096203","0.0252031291914746","5"
"Too Expensive","1991","35-65 y.","Rural Area","166","0.0914532030281464","0.0753572814191381","0.107549124637155","5"
"Too Expensive","1991","66 and older","Urban Area","3","","","","5"
"Too Expensive","1991","66 and older","Rural Area","17","","","","5"
"Very Inexpensive","1991","16-34 y.","Urban Area","124","0.149971484129979","0.126067033219709","0.173875935040248","1"
"Very Inexpensive","1991","16-34 y.","Rural Area","62","0.10938780590556","0.0869144587141714","0.131861153096949","1"
"Very Inexpensive","1991","35-65 y.","Urban Area","295","0.179174201272588","0.161149771356775","0.197198631188401","1"
"Very Inexpensive","1991","35-65 y.","Rural Area","100","0.10500454271167","0.0878863781691169","0.122122707254224","1"
"Very Inexpensive","1991","66 and older","Urban Area","95","0.220109399411556","0.179455914463726","0.260762884359386","1"
"Very Inexpensive","1991","66 and older","Rural Area","40","0.183288074890768","0.137725342597989","0.228850807183548","1"
"Inexpensive","1992","16-34 y.","Urban Area","278","0.333747725852137","0.301667489846969","0.365827961857305","2"
"Inexpensive","1992","16-34 y.","Rural Area","197","0.31343537501061","0.278044537529314","0.348826212491907","2"
"Inexpensive","1992","35-65 y.","Urban Area","554","0.330602529403203","0.308351092407095","0.35285396639931","2"
"Inexpensive","1992","35-65 y.","Rural Area","339","0.320008689611759","0.293460291982629","0.346557087240889","2"
"Inexpensive","1992","66 and older","Rural Area","90","0.338409433135432","0.281865263153053","0.394953603117812","2"
"Inexpensive","1992","66 and older","Urban Area","163","0.397026960061363","0.349257040013352","0.444796880109374","2"
"Reasonable","1992","16-34 y.","Urban Area","344","0.406226561065861","0.372814475398874","0.439638646732849","3"
"Reasonable","1992","16-34 y.","Rural Area","282","0.428548336875661","0.390794092659686","0.466302581091635","3"
"Reasonable","1992","35-65 y.","Urban Area","707","0.404086736867449","0.380875848265344","0.427297625469553","3"
"Reasonable","1992","35-65 y.","Rural Area","482","0.408911379207845","0.380931447895853","0.436891310519836","3"
"Reasonable","1992","66 and older","Urban Area","132","0.338893011454445","0.292680161908357","0.385105861000532","3"
"Reasonable","1992","66 and older","Rural Area","102","0.382508491360568","0.324430981634848","0.440586001086288","3"
"Slightly Expensive","1992","16-34 y.","Urban Area","77","0.0718768650946589","0.054305463384333","0.0894482668049848","4"
"Slightly Expensive","1992","35-65 y.","Urban Area","133","0.0632789908644362","0.0517630918920666","0.0747948898368057","4"
"Slightly Expensive","1992","16-34 y.","Rural Area","82","0.0937523489468415","0.0715146089043279","0.115990088989355","4"
"Slightly Expensive","1992","35-65 y.","Rural Area","180","0.107040000486263","0.089444776482968","0.124635224489559","4"
"Slightly Expensive","1992","66 and older","Urban Area","14","","","","4"
"Slightly Expensive","1992","66 and older","Rural Area","30","0.0709430418287352","0.0402635597241791","0.101622523933291","4"
"Too Expensive","1992","16-34 y.","Urban Area","22","","","","5"
"Too Expensive","1992","16-34 y.","Rural Area","27","","","","5"
"Too Expensive","1992","35-65 y.","Urban Area","36","0.0236925767732421","0.0164987100530011","0.0308864434934831","5"
"Too Expensive","1992","35-65 y.","Rural Area","61","0.0316262855146374","0.0216664690294956","0.0415861019997793","5"
"Too Expensive","1992","66 and older","Urban Area","4","","","","5"
"Too Expensive","1992","66 and older","Rural Area","7","","","","5"
"Very Inexpensive","1992","16-34 y.","Urban Area","109","0.160403732130803","0.13543758480542","0.185369879456186","1"
"Very Inexpensive","1992","16-34 y.","Rural Area","72","0.13766398322552","0.111377980311944","0.163949986139095","1"
"Very Inexpensive","1992","35-65 y.","Urban Area","287","0.17833916609167","0.160232745588383","0.196445586594958","1"
"Very Inexpensive","1992","35-65 y.","Rural Area","124","0.132413645179495","0.11312381192082","0.15170347843817","1"
"Very Inexpensive","1992","66 and older","Urban Area","90","0.21496956063531","0.174861902848075","0.255077218422545","1"
"Very Inexpensive","1992","66 and older","Rural Area","40","0.178541414561471","0.132776329577518","0.224306499545423","1"
"Inexpensive","1993","16-34 y.","Urban Area","251","0.334295534080761","0.301727871283517","0.366863196878004","2"
"Inexpensive","1993","16-34 y.","Rural Area","214","0.324183541287768","0.288200217571782","0.360166865003754","2"
"Inexpensive","1993","35-65 y.","Urban Area","581","0.338237371029327","0.315787156692231","0.360687585366424","2"
"Inexpensive","1993","35-65 y.","Rural Area","395","0.361753346314913","0.334441081443784","0.389065611186041","2"
"Inexpensive","1993","66 and older","Urban Area","172","0.410894253784203","0.36291880214624","0.458869705422165","2"
"Inexpensive","1993","66 and older","Rural Area","86","0.308347950452899","0.253161009926284","0.363534890979513","2"
"Reasonable","1993","16-34 y.","Urban Area","354","0.399912630870747","0.366092882380896","0.433732379360597","3"
"Reasonable","1993","16-34 y.","Rural Area","278","0.454139985453372","0.415863952062697","0.492416018844046","3"
"Reasonable","1993","35-65 y.","Urban Area","705","0.405638403216202","0.382338534165235","0.428938272267169","3"
"Reasonable","1993","35-65 y.","Rural Area","495","0.397625280517452","0.369807176513498","0.425443384521406","3"
"Reasonable","1993","66 and older","Rural Area","112","0.419059413770949","0.360096951562948","0.47802187597895","3"
"Reasonable","1993","66 and older","Urban Area","139","0.352247669532423","0.30566911952574","0.398826219539107","3"
"Slightly Expensive","1993","16-34 y.","Urban Area","57","0.0802438239032949","0.0614885792110176","0.0989990685955722","4"
"Slightly Expensive","1993","16-34 y.","Rural Area","63","0.0665043413211175","0.0473497644750633","0.0856589181671717","4"
"Slightly Expensive","1993","35-65 y.","Urban Area","108","0.0629762219828716","0.0514490655986818","0.0745033783670614","4"
"Slightly Expensive","1993","35-65 y.","Rural Area","117","0.0735564251171044","0.0587183707630346","0.0883944794711743","4"
"Slightly Expensive","1993","66 and older","Rural Area","11","","","","4"
"Slightly Expensive","1993","66 and older","Urban Area","14","","","","4"
"Too Expensive","1993","16-34 y.","Urban Area","13","","","","5"
"Too Expensive","1993","16-34 y.","Rural Area","17","","","","5"
"Too Expensive","1993","35-65 y.","Urban Area","35","0.0212344307084942","0.0143934521315228","0.0280754092854655","5"
"Too Expensive","1993","35-65 y.","Rural Area","38","0.0282427529111584","0.0188262516035794","0.0376592542187375","5"
"Too Expensive","1993","66 and older","Urban Area","3","","","","5"
"Too Expensive","1993","66 and older","Rural Area","3","","","","5"
"Very Inexpensive","1993","16-34 y.","Urban Area","131","0.167781085490634","0.141983987039897","0.193578183941372","1"
"Very Inexpensive","1993","16-34 y.","Rural Area","78","0.135826627926552","0.109488535811281","0.162164720041823","1"
"Very Inexpensive","1993","35-65 y.","Urban Area","277","0.171913573063105","0.154009514318916","0.189817631807294","1"
"Very Inexpensive","1993","35-65 y.","Rural Area","144","0.138822195139372","0.119169006100164","0.158475384178581","1"
"Very Inexpensive","1993","66 and older","Rural Area","57","0.246315648794558","0.194826856875446","0.29780444071367","1"
"Very Inexpensive","1993","66 and older","Urban Area","76","0.18686467820481","0.148854279025176","0.224875077384444","1"
"Inexpensive","1994","16-34 y.","Urban Area","251","0.314634377749564","0.28241546430508","0.346853291194049","2"
"Inexpensive","1994","16-34 y.","Rural Area","200","0.328933242868595","0.292590531657089","0.365275954080102","2"
"Inexpensive","1994","35-65 y.","Urban Area","541","0.315034906414405","0.29289428296965","0.337175529859159","2"
"Inexpensive","1994","35-65 y.","Rural Area","353","0.308213017551044","0.282054525949623","0.334371509152466","2"
"Inexpensive","1994","66 and older","Rural Area","98","0.374082729095255","0.316041746404414","0.432123711786096","2"
"Inexpensive","1994","66 and older","Urban Area","162","0.347318601600084","0.302106163099224","0.392531040100944","2"
"Reasonable","1994","16-34 y.","Urban Area","346","0.432501803199048","0.39812837489517","0.466875231502927","3"
"Reasonable","1994","16-34 y.","Rural Area","289","0.454240475011288","0.415725984809149","0.492754965213427","3"
"Reasonable","1994","35-65 y.","Urban Area","693","0.395446539138639","0.372142160247685","0.418750918029594","3"
"Reasonable","1994","35-65 y.","Rural Area","549","0.452109713385953","0.423914866840978","0.480304559930927","3"
"Reasonable","1994","66 and older","Rural Area","118","0.440594853127278","0.381045726127037","0.500143980127518","3"
"Reasonable","1994","66 and older","Urban Area","152","0.378364942233399","0.332311034581937","0.424418849884861","3"
"Slightly Expensive","1994","16-34 y.","Urban Area","69","0.0903245812537332","0.0704365014737841","0.110212661033682","4"
"Slightly Expensive","1994","16-34 y.","Rural Area","77","0.0876651022281815","0.0657889421587076","0.109541262297655","4"
"Slightly Expensive","1994","35-65 y.","Urban Area","115","0.0660496137367018","0.0542117501432066","0.077887477330197","4"
