"hlf0094","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence"
"Reasonable","1984","16-34 y.","middle vocational","239","0.337444786859263","0.301931821774152","0.372957751944373"
"Reasonable","1984","16-34 y.","vocational + Abi","12","","",""
"Reasonable","1984","16-34 y.","higher vocational","22","","",""
"Reasonable","1984","16-34 y.","higher education","24","","",""
"Reasonable","1984","35-65 y.","in school","","","",""
"Reasonable","1984","35-65 y.","inadequately","14","","",""
"Reasonable","1984","35-65 y.","general elemantary","208","0.294924569052047","0.260599887907755","0.329249250196339"
"Reasonable","1984","35-65 y.","middle vocational","425","0.312348147937155","0.287422134225522","0.337274161648789"
"Reasonable","1984","35-65 y.","vocational + Abi","19","","",""
"Reasonable","1984","35-65 y.","higher vocational","70","0.312314644771947","0.251075683852048","0.373553605691847"
"Reasonable","1984","35-65 y.","higher education","95","0.356833647027405","0.29893548539894","0.414731808655871"
"Reasonable","1984","66 and older","in school","","","",""
"Reasonable","1984","66 and older","inadequately","","","",""
"Reasonable","1984","66 and older","general elemantary","88","0.343144267538171","0.283817059777015","0.402471475299327"
"Reasonable","1984","66 and older","middle vocational","78","0.333675665282879","0.271509073416461","0.395842257149298"
"Reasonable","1984","66 and older","vocational + Abi","","","",""
"Reasonable","1984","66 and older","higher vocational","13","","",""
"Reasonable","1984","66 and older","higher education","12","","",""
"Slightly Expensive","1984","16-34 y.","in school","10","","",""
"Slightly Expensive","1984","16-34 y.","inadequately","3","","",""
"Slightly Expensive","1984","16-34 y.","general elemantary","35","0.0987122203348015","0.0676406171695164","0.129783823500087"
"Slightly Expensive","1984","16-34 y.","middle vocational","53","0.0747905016021905","0.0550336471981174","0.0945473560062635"
"Slightly Expensive","1984","16-34 y.","vocational + Abi","1","","",""
"Slightly Expensive","1984","16-34 y.","higher vocational","9","","",""
"Slightly Expensive","1984","16-34 y.","higher education","5","","",""
"Slightly Expensive","1984","35-65 y.","in school","","","",""
"Slightly Expensive","1984","35-65 y.","inadequately","3","","",""
"Slightly Expensive","1984","35-65 y.","general elemantary","43","0.0582194838926185","0.0405939504330222","0.0758450173522147"
"Slightly Expensive","1984","35-65 y.","middle vocational","115","0.0821789114068025","0.0674079670677449","0.09694985574586"
"Slightly Expensive","1984","35-65 y.","vocational + Abi","3","","",""
"Slightly Expensive","1984","35-65 y.","higher vocational","23","","",""
"Slightly Expensive","1984","35-65 y.","higher education","20","","",""
"Slightly Expensive","1984","66 and older","in school","","","",""
"Slightly Expensive","1984","66 and older","inadequately","","","",""
"Slightly Expensive","1984","66 and older","general elemantary","12","","",""
"Slightly Expensive","1984","66 and older","middle vocational","5","","",""
"Slightly Expensive","1984","66 and older","vocational + Abi","","","",""
"Slightly Expensive","1984","66 and older","higher vocational","2","","",""
"Slightly Expensive","1984","66 and older","higher education","","","",""
"Too Expensive","1984","16-34 y.","in school","4","","",""
"Too Expensive","1984","16-34 y.","inadequately","","","",""
"Too Expensive","1984","16-34 y.","general elemantary","15","","",""
"Too Expensive","1984","16-34 y.","middle vocational","24","","",""
"Too Expensive","1984","16-34 y.","vocational + Abi","2","","",""
"Too Expensive","1984","16-34 y.","higher vocational","2","","",""
"Too Expensive","1984","16-34 y.","higher education","2","","",""
"Too Expensive","1984","35-65 y.","in school","","","",""
"Too Expensive","1984","35-65 y.","inadequately","1","","",""
"Too Expensive","1984","35-65 y.","general elemantary","19","","",""
"Too Expensive","1984","35-65 y.","middle vocational","37","0.0271826724916067","0.018436646199939","0.0359286987832744"
"Too Expensive","1984","35-65 y.","vocational + Abi","2","","",""
"Too Expensive","1984","35-65 y.","higher vocational","6","","",""
"Too Expensive","1984","35-65 y.","higher education","9","","",""
"Too Expensive","1984","66 and older","in school","","","",""
"Too Expensive","1984","66 and older","inadequately","","","",""
"Too Expensive","1984","66 and older","general elemantary","3","","",""
"Too Expensive","1984","66 and older","middle vocational","1","","",""
"Too Expensive","1984","66 and older","vocational + Abi","","","",""
"Too Expensive","1984","66 and older","higher vocational","","","",""
"Too Expensive","1984","66 and older","higher education","","","",""
"Very Inexpensive","1985","16-34 y.","in school","17","","",""
"Very Inexpensive","1985","16-34 y.","inadequately","2","","",""
"Very Inexpensive","1985","16-34 y.","general elemantary","66","0.200070142090949","0.157609359385166","0.242530924796732"
"Very Inexpensive","1985","16-34 y.","middle vocational","130","0.202868502952152","0.172119028091066","0.233617977813238"
"Very Inexpensive","1985","16-34 y.","vocational + Abi","7","","",""
"Very Inexpensive","1985","16-34 y.","higher vocational","14","","",""
"Very Inexpensive","1985","16-34 y.","higher education","12","","",""
"Very Inexpensive","1985","35-65 y.","in school","","","",""
"Very Inexpensive","1985","35-65 y.","inadequately","1","","",""
"Very Inexpensive","1985","35-65 y.","general elemantary","159","0.25788069418163","0.223583834037072","0.292177554326187"
"Very Inexpensive","1985","35-65 y.","middle vocational","281","0.233200519690913","0.209906904317819","0.256494135064007"
"Very Inexpensive","1985","35-65 y.","vocational + Abi","8","","",""
"Very Inexpensive","1985","35-65 y.","higher vocational","48","0.247278992761428","0.187930362249898","0.306627623272959"
"Very Inexpensive","1985","35-65 y.","higher education","50","0.194377464886414","0.147000257956003","0.241754671816824"
"Very Inexpensive","1985","66 and older","in school","","","",""
"Very Inexpensive","1985","66 and older","inadequately","2","","",""
"Very Inexpensive","1985","66 and older","general elemantary","57","0.29501840588724","0.230844175175253","0.359192636599226"
"Very Inexpensive","1985","66 and older","middle vocational","68","0.35479123544969","0.286760077823017","0.422822393076362"
"Very Inexpensive","1985","66 and older","vocational + Abi","4","","",""
"Very Inexpensive","1985","66 and older","higher vocational","11","","",""
"Very Inexpensive","1985","66 and older","higher education","10","","",""
"Inexpensive","1985","16-34 y.","in school","35","0.348521947443581","0.254181047679304","0.442862847207859"
"Inexpensive","1985","16-34 y.","inadequately","11","","",""
"Inexpensive","1985","16-34 y.","general elemantary","88","0.262643329604206","0.215935154901339","0.309351504307073"
"Inexpensive","1985","16-34 y.","middle vocational","210","0.330180073615304","0.294220058315904","0.366140088914705"
"Inexpensive","1985","16-34 y.","vocational + Abi","7","","",""
"Inexpensive","1985","16-34 y.","higher vocational","16","","",""
"Inexpensive","1985","16-34 y.","higher education","13","","",""
"Inexpensive","1985","35-65 y.","in school","","","",""
"Inexpensive","1985","35-65 y.","inadequately","6","","",""
"Inexpensive","1985","35-65 y.","general elemantary","222","0.357053012171608","0.319489861182187","0.394616163161029"
"Inexpensive","1985","35-65 y.","middle vocational","385","0.305495444205609","0.280122482926821","0.330868405484397"
"Inexpensive","1985","35-65 y.","vocational + Abi","7","","",""
"Inexpensive","1985","35-65 y.","higher vocational","52","0.25420227934429","0.194305934829598","0.314098623858982"
"Inexpensive","1985","35-65 y.","higher education","73","0.26663599875935","0.213694055323267","0.319577942195432"
"Inexpensive","1985","66 and older","in school","","","",""
"Inexpensive","1985","66 and older","inadequately","1","","",""
"Inexpensive","1985","66 and older","general elemantary","64","0.330189397501265","0.264012744706403","0.396366050296126"
"Inexpensive","1985","66 and older","middle vocational","69","0.3738040380228","0.305010377938007","0.442597698107592"
"Inexpensive","1985","66 and older","vocational + Abi","2","","",""
"Inexpensive","1985","66 and older","higher vocational","12","","",""
"Inexpensive","1985","66 and older","higher education","12","","",""
"Reasonable","1985","16-34 y.","in school","36","0.36274145080716","0.267551416959176","0.457931484655144"
"Reasonable","1985","16-34 y.","inadequately","14","","",""
"Reasonable","1985","16-34 y.","general elemantary","143","0.417925521586878","0.365576372484333","0.470274670689423"
"Reasonable","1985","16-34 y.","middle vocational","238","0.355264893512774","0.31866901203762","0.391860774987928"
"Reasonable","1985","16-34 y.","vocational + Abi","16","","",""
"Reasonable","1985","16-34 y.","higher vocational","27","","",""
"Reasonable","1985","16-34 y.","higher education","18","","",""
"Reasonable","1985","35-65 y.","in school","","","",""
"Reasonable","1985","35-65 y.","inadequately","14","","",""
"Reasonable","1985","35-65 y.","general elemantary","193","0.306971812551013","0.27081144958663","0.343132175515396"
"Reasonable","1985","35-65 y.","middle vocational","458","0.352116746739134","0.325806619059677","0.378426874418591"
"Reasonable","1985","35-65 y.","vocational + Abi","20","","",""
"Reasonable","1985","35-65 y.","higher vocational","81","0.395074557589367","0.32782483012266","0.462324285056073"
"Reasonable","1985","35-65 y.","higher education","113","0.428320070643563","0.369076479057122","0.487563662230003"
"Reasonable","1985","66 and older","in school","","","",""
"Reasonable","1985","66 and older","inadequately","3","","",""
"Reasonable","1985","66 and older","general elemantary","60","0.306116777420624","0.24126319277118","0.370970362070067"
"Reasonable","1985","66 and older","middle vocational","40","0.199861213511938","0.14299972660269","0.256722700421187"
"Reasonable","1985","66 and older","vocational + Abi","1","","",""
"Reasonable","1985","66 and older","higher vocational","17","","",""
"Reasonable","1985","66 and older","higher education","8","","",""
"Slightly Expensive","1985","16-34 y.","in school","8","","",""
"Slightly Expensive","1985","16-34 y.","inadequately","5","","",""
"Slightly Expensive","1985","16-34 y.","general elemantary","32","0.0864439913509631","0.0566172439439611","0.116270738757965"
"Slightly Expensive","1985","16-34 y.","middle vocational","61","0.0869055256306082","0.0653654631411789","0.108445588120038"
"Slightly Expensive","1985","16-34 y.","vocational + Abi","3","","",""
"Slightly Expensive","1985","16-34 y.","higher vocational","8","","",""
"Slightly Expensive","1985","16-34 y.","higher education","7","","",""
"Slightly Expensive","1985","35-65 y.","in school","","","",""
"Slightly Expensive","1985","35-65 y.","inadequately","6","","",""
"Slightly Expensive","1985","35-65 y.","general elemantary","38","0.0553703037678367","0.037440425848029","0.0733001816876444"
"Slightly Expensive","1985","35-65 y.","middle vocational","110","0.0819327540370339","0.0668250919841401","0.0970404160899278"
"Slightly Expensive","1985","35-65 y.","vocational + Abi","3","","",""
"Slightly Expensive","1985","35-65 y.","higher vocational","19","","",""
"Slightly Expensive","1985","35-65 y.","higher education","23","","",""
"Slightly Expensive","1985","66 and older","in school","","","",""
"Slightly Expensive","1985","66 and older","inadequately","","","",""
"Slightly Expensive","1985","66 and older","general elemantary","12","","",""
"Slightly Expensive","1985","66 and older","middle vocational","11","","",""
"Slightly Expensive","1985","66 and older","vocational + Abi","","","",""
"Slightly Expensive","1985","66 and older","higher vocational","2","","",""
"Slightly Expensive","1985","66 and older","higher education","","","",""
"Too Expensive","1985","16-34 y.","in school","2","","",""
"Too Expensive","1985","16-34 y.","inadequately","1","","",""
"Too Expensive","1985","16-34 y.","general elemantary","12","","",""
"Too Expensive","1985","16-34 y.","middle vocational","18","","",""
"Too Expensive","1985","16-34 y.","vocational + Abi","","","",""
"Too Expensive","1985","16-34 y.","higher vocational","2","","",""
"Too Expensive","1985","16-34 y.","higher education","1","","",""
"Too Expensive","1985","35-65 y.","in school","","","",""
"Too Expensive","1985","35-65 y.","inadequately","1","","",""
"Too Expensive","1985","35-65 y.","general elemantary","13","","",""
"Too Expensive","1985","35-65 y.","middle vocational","32","0.02725453532731","0.0182854070272282","0.0362236636273918"
"Too Expensive","1985","35-65 y.","vocational + Abi","1","","",""
"Too Expensive","1985","35-65 y.","higher vocational","3","","",""
"Too Expensive","1985","35-65 y.","higher education","9","","",""
"Too Expensive","1985","66 and older","in school","","","",""
"Too Expensive","1985","66 and older","inadequately","","","",""
"Too Expensive","1985","66 and older","general elemantary","1","","",""
"Too Expensive","1985","66 and older","middle vocational","2","","",""
"Too Expensive","1985","66 and older","vocational + Abi","1","","",""
"Too Expensive","1985","66 and older","higher vocational","","","",""
"Too Expensive","1985","66 and older","higher education","1","","",""
"Very Inexpensive","1986","16-34 y.","in school","21","","",""
"Very Inexpensive","1986","16-34 y.","inadequately","6","","",""
"Very Inexpensive","1986","16-34 y.","general elemantary","51","0.143955901989411","0.10779355475899","0.180118249219831"
"Very Inexpensive","1986","16-34 y.","middle vocational","119","0.169413781865698","0.141322630862393","0.197504932869004"
"Very Inexpensive","1986","16-34 y.","vocational + Abi","3","","",""
"Very Inexpensive","1986","16-34 y.","higher vocational","13","","",""
"Very Inexpensive","1986","16-34 y.","higher education","11","","",""
"Very Inexpensive","1986","35-65 y.","in school","","","",""
"Very Inexpensive","1986","35-65 y.","inadequately","","","",""
"Very Inexpensive","1986","35-65 y.","general elemantary","121","0.209053058341218","0.176324815976356","0.24178130070608"
"Very Inexpensive","1986","35-65 y.","middle vocational","226","0.177084286386263","0.156309058636784","0.197859514135742"
"Very Inexpensive","1986","35-65 y.","vocational + Abi","6","","",""
"Very Inexpensive","1986","35-65 y.","higher vocational","38","0.187977413278875","0.134754357279421","0.241200469278328"
"Very Inexpensive","1986","35-65 y.","higher education","44","0.157354234884438","0.115078866561672","0.199629603207205"
"Very Inexpensive","1986","66 and older","in school","","","",""
"Very Inexpensive","1986","66 and older","inadequately","1","","",""
"Very Inexpensive","1986","66 and older","general elemantary","51","0.26140007124396","0.200955464889947","0.321844677597973"
"Very Inexpensive","1986","66 and older","middle vocational","49","0.251084708682492","0.191432496582284","0.310736920782701"
"Very Inexpensive","1986","66 and older","vocational + Abi","","","",""
"Very Inexpensive","1986","66 and older","higher vocational","3","","",""
"Very Inexpensive","1986","66 and older","higher education","10","","",""
"Inexpensive","1986","16-34 y.","in school","27","","",""
"Inexpensive","1986","16-34 y.","inadequately","7","","",""
"Inexpensive","1986","16-34 y.","general elemantary","90","0.261352030181042","0.216090889074109","0.306613171287975"
"Inexpensive","1986","16-34 y.","middle vocational","196","0.300340078546764","0.266011727020897","0.334668430072631"
"Inexpensive","1986","16-34 y.","vocational + Abi","7","","",""
"Inexpensive","1986","16-34 y.","higher vocational","16","","",""
"Inexpensive","1986","16-34 y.","higher education","13","","",""
"Inexpensive","1986","35-65 y.","in school","","","",""
"Inexpensive","1986","35-65 y.","inadequately","8","","",""
"Inexpensive","1986","35-65 y.","general elemantary","212","0.369822316290817","0.330967146481206","0.408677486100428"
"Inexpensive","1986","35-65 y.","middle vocational","394","0.304666349603386","0.279617546948787","0.329715152257985"
"Inexpensive","1986","35-65 y.","vocational + Abi","13","","",""
"Inexpensive","1986","35-65 y.","higher vocational","55","0.257728710286963","0.198145259762464","0.317312160811462"
"Inexpensive","1986","35-65 y.","higher education","75","0.27578642361636","0.223900992038659","0.327671855194061"
"Inexpensive","1986","66 and older","in school","","","",""
"Inexpensive","1986","66 and older","inadequately","2","","",""
"Inexpensive","1986","66 and older","general elemantary","70","0.352040697005109","0.286339940090051","0.417741453920167"
"Inexpensive","1986","66 and older","middle vocational","79","0.406565525722111","0.338995865775703","0.474135185668519"
"Inexpensive","1986","66 and older","vocational + Abi","6","","",""
"Inexpensive","1986","66 and older","higher vocational","16","","",""
"Inexpensive","1986","66 and older","higher education","11","","",""
"Reasonable","1986","16-34 y.","in school","44","0.406166859070161","0.31311165624251","0.499222061897812"
"Reasonable","1986","16-34 y.","inadequately","14","","",""
"Reasonable","1986","16-34 y.","general elemantary","165","0.44571482254982","0.394512580683365","0.496917064416274"
"Reasonable","1986","16-34 y.","middle vocational","271","0.400183726317473","0.363494239314847","0.436873213320098"
"Reasonable","1986","16-34 y.","vocational + Abi","20","","",""
"Reasonable","1986","16-34 y.","higher vocational","17","","",""
"Reasonable","1986","16-34 y.","higher education","17","","",""
"Reasonable","1986","35-65 y.","in school","","","",""
"Reasonable","1986","35-65 y.","inadequately","19","","",""
"Reasonable","1986","35-65 y.","general elemantary","216","0.360468641877976","0.321824344850925","0.399112938905028"
"Reasonable","1986","35-65 y.","middle vocational","503","0.390429701768159","0.363879891231048","0.41697951230527"
"Reasonable","1986","35-65 y.","vocational + Abi","13","","",""
"Reasonable","1986","35-65 y.","higher vocational","85","0.419425736045635","0.352202510674131","0.486648961417139"
"Reasonable","1986","35-65 y.","higher education","128","0.440813822771171","0.383172826724663","0.498454818817679"
"Reasonable","1986","66 and older","in school","","","",""
"Reasonable","1986","66 and older","inadequately","2","","",""
"Reasonable","1986","66 and older","general elemantary","64","0.295687483132053","0.232910672783057","0.358464293481048"
"Reasonable","1986","66 and older","middle vocational","64","0.291816188833983","0.229280525625372","0.354351852042593"
"Reasonable","1986","66 and older","vocational + Abi","3","","",""
"Reasonable","1986","66 and older","higher vocational","20","","",""
"Reasonable","1986","66 and older","higher education","14","","",""
"Slightly Expensive","1986","16-34 y.","in school","12","","",""
"Slightly Expensive","1986","16-34 y.","inadequately","3","","",""
"Slightly Expensive","1986","16-34 y.","general elemantary","41","0.109451308778424","0.0772900439545107","0.141612573602338"
"Slightly Expensive","1986","16-34 y.","middle vocational","74","0.0986200679103081","0.0762926039845145","0.120947531836102"
"Slightly Expensive","1986","16-34 y.","vocational + Abi","8","","",""
"Slightly Expensive","1986","16-34 y.","higher vocational","12","","",""
"Slightly Expensive","1986","16-34 y.","higher education","9","","",""
"Slightly Expensive","1986","35-65 y.","in school","","","",""
"Slightly Expensive","1986","35-65 y.","inadequately","3","","",""
"Slightly Expensive","1986","35-65 y.","general elemantary","28","","",""
"Slightly Expensive","1986","35-65 y.","middle vocational","136","0.100558953014998","0.0841917365560792","0.116926169473918"
"Slightly Expensive","1986","35-65 y.","vocational + Abi","4","","",""
"Slightly Expensive","1986","35-65 y.","higher vocational","25","","",""
"Slightly Expensive","1986","35-65 y.","higher education","33","0.10915564779526","0.0729522208295759","0.145359074760944"
"Slightly Expensive","1986","66 and older","in school","","","",""
"Slightly Expensive","1986","66 and older","inadequately","","","",""
"Slightly Expensive","1986","66 and older","general elemantary","15","","",""
"Slightly Expensive","1986","66 and older","middle vocational","10","","",""
"Slightly Expensive","1986","66 and older","vocational + Abi","1","","",""
"Slightly Expensive","1986","66 and older","higher vocational","3","","",""
"Slightly Expensive","1986","66 and older","higher education","1","","",""
"Too Expensive","1986","16-34 y.","in school","3","","",""
"Too Expensive","1986","16-34 y.","inadequately","2","","",""
"Too Expensive","1986","16-34 y.","general elemantary","15","","",""
"Too Expensive","1986","16-34 y.","middle vocational","25","","",""
"Too Expensive","1986","16-34 y.","vocational + Abi","2","","",""
"Too Expensive","1986","16-34 y.","higher vocational","1","","",""
"Too Expensive","1986","16-34 y.","higher education","","","",""
"Too Expensive","1986","35-65 y.","in school","","","",""
"Too Expensive","1986","35-65 y.","inadequately","","","",""
"Too Expensive","1986","35-65 y.","general elemantary","16","","",""
"Too Expensive","1986","35-65 y.","middle vocational","38","0.0272607092271943","0.018398440653787","0.0361229778006016"
"Too Expensive","1986","35-65 y.","vocational + Abi","2","","",""
"Too Expensive","1986","35-65 y.","higher vocational","4","","",""
"Too Expensive","1986","35-65 y.","higher education","5","","",""
"Too Expensive","1986","66 and older","in school","","","",""
"Too Expensive","1986","66 and older","inadequately","","","",""
"Too Expensive","1986","66 and older","general elemantary","3","","",""
"Too Expensive","1986","66 and older","middle vocational","1","","",""
"Too Expensive","1986","66 and older","vocational + Abi","","","",""
"Too Expensive","1986","66 and older","higher vocational","1","","",""
"Too Expensive","1986","66 and older","higher education","","","",""
"Very Inexpensive","1987","16-34 y.","in school","14","","",""
"Very Inexpensive","1987","16-34 y.","inadequately","3","","",""
"Very Inexpensive","1987","16-34 y.","general elemantary","50","0.145246349759188","0.108119924315751","0.182372775202626"
"Very Inexpensive","1987","16-34 y.","middle vocational","125","0.17897682359966","0.150859427976718","0.207094219222603"
"Very Inexpensive","1987","16-34 y.","vocational + Abi","6","","",""
"Very Inexpensive","1987","16-34 y.","higher vocational","12","","",""
"Very Inexpensive","1987","16-34 y.","higher education","9","","",""
"Very Inexpensive","1987","35-65 y.","in school","","","",""
"Very Inexpensive","1987","35-65 y.","inadequately","2","","",""
"Very Inexpensive","1987","35-65 y.","general elemantary","113","0.205278182378244","0.172061757429573","0.238494607326915"
"Very Inexpensive","1987","35-65 y.","middle vocational","210","0.166213006148924","0.145826932613022","0.186599079684825"
"Very Inexpensive","1987","35-65 y.","vocational + Abi","7","","",""
"Very Inexpensive","1987","35-65 y.","higher vocational","34","0.170659927102914","0.117991280518636","0.223328573687192"
"Very Inexpensive","1987","35-65 y.","higher education","57","0.203111779590483","0.156485438791701","0.249738120389265"
"Very Inexpensive","1987","66 and older","in school","","","",""
"Very Inexpensive","1987","66 and older","inadequately","1","","",""
"Very Inexpensive","1987","66 and older","general elemantary","47","0.209768515698155","0.155472428651663","0.264064602744647"
"Very Inexpensive","1987","66 and older","middle vocational","47","0.216936982293968","0.16051656230991","0.273357402278026"
"Very Inexpensive","1987","66 and older","vocational + Abi","1","","",""
"Very Inexpensive","1987","66 and older","higher vocational","2","","",""
"Very Inexpensive","1987","66 and older","higher education","6","","",""
"Inexpensive","1987","16-34 y.","in school","26","","",""
"Inexpensive","1987","16-34 y.","inadequately","8","","",""
"Inexpensive","1987","16-34 y.","general elemantary","126","0.359388326091846","0.308830376927863","0.409946275255828"
"Inexpensive","1987","16-34 y.","middle vocational","242","0.337188633801074","0.302512519795511","0.371864747806638"
"Inexpensive","1987","16-34 y.","vocational + Abi","8","","",""
"Inexpensive","1987","16-34 y.","higher vocational","14","","",""
"Inexpensive","1987","16-34 y.","higher education","16","","",""
"Inexpensive","1987","35-65 y.","in school","","","",""
"Inexpensive","1987","35-65 y.","inadequately","10","","",""
"Inexpensive","1987","35-65 y.","general elemantary","200","0.355292398207349","0.315933015693535","0.394651780721163"
"Inexpensive","1987","35-65 y.","middle vocational","438","0.34770952473507","0.321629839925991","0.373789209544148"
"Inexpensive","1987","35-65 y.","vocational + Abi","12","","",""
"Inexpensive","1987","35-65 y.","higher vocational","60","0.311935054023207","0.247076559654475","0.376793548391938"
"Inexpensive","1987","35-65 y.","higher education","76","0.28273597436036","0.230545032522181","0.334926916198539"
"Inexpensive","1987","66 and older","in school","","","",""
"Inexpensive","1987","66 and older","inadequately","3","","",""
"Inexpensive","1987","66 and older","general elemantary","82","0.410006937119749","0.344416538470964","0.475597335768534"
"Inexpensive","1987","66 and older","middle vocational","79","0.386047511439065","0.319403838997351","0.452691183880779"
"Inexpensive","1987","66 and older","vocational + Abi","4","","",""
"Inexpensive","1987","66 and older","higher vocational","23","","",""
"Inexpensive","1987","66 and older","higher education","15","","",""
"Reasonable","1987","16-34 y.","in school","36","0.36904456413401","0.273507079512792","0.464582048755229"
"Reasonable","1987","16-34 y.","inadequately","14","","",""
"Reasonable","1987","16-34 y.","general elemantary","127","0.368235718931871","0.317413861678395","0.419057576185347"
"Reasonable","1987","16-34 y.","middle vocational","257","0.372443330486577","0.336981956344524","0.407904704628631"
"Reasonable","1987","16-34 y.","vocational + Abi","24","","",""
"Reasonable","1987","16-34 y.","higher vocational","22","","",""
"Reasonable","1987","16-34 y.","higher education","13","","",""
"Reasonable","1987","35-65 y.","in school","","","",""
"Reasonable","1987","35-65 y.","inadequately","19","","",""
"Reasonable","1987","35-65 y.","general elemantary","205","0.358786572770506","0.319341449464384","0.398231696076628"
"Reasonable","1987","35-65 y.","middle vocational","468","0.368221532384554","0.341808970554258","0.394634094214851"
"Reasonable","1987","35-65 y.","vocational + Abi","18","","",""
"Reasonable","1987","35-65 y.","higher vocational","74","0.383674129485628","0.315596172763052","0.451752086208204"
"Reasonable","1987","35-65 y.","higher education","123","0.411971138315363","0.35492873807583","0.469013538554896"
"Reasonable","1987","66 and older","in school","","","",""
"Reasonable","1987","66 and older","inadequately","1","","",""
"Reasonable","1987","66 and older","general elemantary","72","0.325979107766245","0.263468635794458","0.388489579738032"
"Reasonable","1987","66 and older","middle vocational","70","0.351211630992413","0.285867417766826","0.416555844218001"
"Reasonable","1987","66 and older","vocational + Abi","3","","",""
"Reasonable","1987","66 and older","higher vocational","16","","",""
"Reasonable","1987","66 and older","higher education","13","","",""
"Slightly Expensive","1987","16-34 y.","in school","18","","",""
"Slightly Expensive","1987","16-34 y.","inadequately","2","","",""
"Slightly Expensive","1987","16-34 y.","general elemantary","30","0.085064378457589","0.0556689918494628","0.114459765065715"
"Slightly Expensive","1987","16-34 y.","middle vocational","78","0.0959844571773571","0.0743778094938962","0.117591104860818"
"Slightly Expensive","1987","16-34 y.","vocational + Abi","3","","",""
"Slightly Expensive","1987","16-34 y.","higher vocational","8","","",""
"Slightly Expensive","1987","16-34 y.","higher education","4","","",""
"Slightly Expensive","1987","35-65 y.","in school","","","",""
"Slightly Expensive","1987","35-65 y.","inadequately","4","","",""
"Slightly Expensive","1987","35-65 y.","general elemantary","35","0.0552215703793259","0.0364373452672113","0.0740057954914405"
