"hlf0094","year","e11102","sex","n","percent","lower_confidence","upper_confidence"
"Too Expensive","1985","Employed","Male","45","0.0287704965339656","0.0205280875632573","0.0370129055046739"
"Too Expensive","1985","Employed","Female","29","","",""
"Very Inexpensive","1986","Not Employed","Male","127","0.23290738434468","0.198054446066352","0.267760322623008"
"Very Inexpensive","1986","Not Employed","Female","257","0.222505060491728","0.199030732469315","0.245979388514142"
"Very Inexpensive","1986","Employed","Male","249","0.156596266342286","0.138766727568092","0.174425805116481"
"Very Inexpensive","1986","Employed","Female","141","0.152784760009573","0.129894439026316","0.17567508099283"
"Inexpensive","1986","Not Employed","Male","181","0.331062551603863","0.292258984516079","0.369866118691646"
"Inexpensive","1986","Not Employed","Female","378","0.330286396797353","0.303742520734322","0.356830272860384"
"Inexpensive","1986","Employed","Male","471","0.301892790787055","0.27937016194262","0.32441541963149"
"Inexpensive","1986","Employed","Female","281","0.299998602313458","0.270842863295595","0.32915434133132"
"Reasonable","1986","Not Employed","Male","199","0.340111481831556","0.301048103500742","0.37917486016237"
"Reasonable","1986","Not Employed","Female","464","0.367873149854163","0.340657068061671","0.395089231646654"
"Reasonable","1986","Employed","Male","659","0.414877905029428","0.39070576788108","0.439050042177777"
"Reasonable","1986","Employed","Female","369","0.391317370289604","0.360266412410809","0.4223683281684"
"Slightly Expensive","1986","Not Employed","Male","42","0.0721736935546835","0.0508360393044176","0.0935113478049494"
"Slightly Expensive","1986","Not Employed","Female","85","0.0619390646614587","0.0483348873474236","0.0755432419754938"
"Slightly Expensive","1986","Employed","Male","172","0.100393877932108","0.0856500089250071","0.115137746939209"
"Slightly Expensive","1986","Employed","Female","123","0.123527704032347","0.102593026957671","0.144462381107023"
"Too Expensive","1986","Not Employed","Male","16","","",""
"Too Expensive","1986","Not Employed","Female","22","","",""
"Too Expensive","1986","Employed","Male","45","0.0262391599091223","0.0183970529150073","0.0340812669032374"
"Too Expensive","1986","Employed","Female","35","0.0323715633550185","0.0211112329706168","0.0436318937394202"
"Very Inexpensive","1987","Not Employed","Male","111","0.207418142829643","0.172866739672697","0.24196954598659"
"Very Inexpensive","1987","Not Employed","Female","217","0.18955820866718","0.166745661716899","0.21237075561746"
"Very Inexpensive","1987","Employed","Male","265","0.169800245714843","0.151522735258467","0.18807775617122"
"Very Inexpensive","1987","Employed","Female","157","0.161880347981842","0.139050755055678","0.184709940908005"
"Inexpensive","1987","Not Employed","Male","192","0.374991315310005","0.333736572320021","0.416246058299988"
"Inexpensive","1987","Not Employed","Female","418","0.388326381812883","0.359960265022086","0.416692498603679"
"Inexpensive","1987","Employed","Male","528","0.322686783354294","0.299928371753946","0.345445194954642"
"Inexpensive","1987","Employed","Female","315","0.319012535119438","0.290124265811919","0.347900804426956"
"Reasonable","1987","Not Employed","Male","176","0.333566001570129","0.29338787182159","0.373744131318668"
"Reasonable","1987","Not Employed","Female","385","0.336160587939164","0.308666046710416","0.363655129167911"
"Reasonable","1987","Employed","Male","625","0.388841007951784","0.36510980700972","0.412572208893848"
"Reasonable","1987","Employed","Female","403","0.404318309122017","0.373901271074756","0.434735347169279"
"Slightly Expensive","1987","Not Employed","Male","33","0.0559639558290538","0.0363769187364132","0.0755509929216944"
"Slightly Expensive","1987","Not Employed","Female","81","0.058479643789797","0.0448225346482203","0.0721367529313736"
"Slightly Expensive","1987","Employed","Male","162","0.0924373691427067","0.0783373833661423","0.106537354919271"
"Slightly Expensive","1987","Employed","Female","101","0.0931571618730671","0.0751426611854588","0.111171662560676"
"Too Expensive","1987","Not Employed","Male","17","","",""
"Too Expensive","1987","Not Employed","Female","33","0.0274751777909774","0.01796119926435","0.0369891563176048"
"Too Expensive","1987","Employed","Male","41","0.0262345938363722","0.0184538534121088","0.0340153342606356"
"Too Expensive","1987","Employed","Female","24","","",""
"Very Inexpensive","1988","Not Employed","Male","105","0.209276120738156","0.173404014102125","0.245148227374188"
"Very Inexpensive","1988","Not Employed","Female","219","0.216308546366392","0.191176482590837","0.241440610141947"
"Very Inexpensive","1988","Employed","Male","260","0.176282733206683","0.157269363164132","0.195296103249234"
"Very Inexpensive","1988","Employed","Female","140","0.145716547283217","0.12342111032936","0.168011984237074"
"Inexpensive","1988","Not Employed","Male","182","0.392953634369208","0.349884494046456","0.43602277469196"
"Inexpensive","1988","Not Employed","Female","370","0.369473126219523","0.340011142394762","0.398935110044284"
"Inexpensive","1988","Employed","Male","515","0.328449581805674","0.305015993455309","0.351883170156039"
"Inexpensive","1988","Employed","Female","320","0.332955744720762","0.303175302985219","0.362736186456305"
"Reasonable","1988","Not Employed","Male","177","0.341567152807738","0.299747693778777","0.3833866118367"
"Reasonable","1988","Not Employed","Female","353","0.33666912008563","0.307823126139193","0.365515114032067"
"Reasonable","1988","Employed","Male","615","0.399746203637309","0.375304877862693","0.424187529411924"
"Reasonable","1988","Employed","Female","396","0.413046126029492","0.381931698252884","0.444160553806099"
"Slightly Expensive","1988","Not Employed","Male","27","","",""
"Slightly Expensive","1988","Not Employed","Female","76","0.0633225756262611","0.048456611837734","0.0781885394147883"
"Slightly Expensive","1988","Employed","Male","129","0.0809306574714134","0.0673226104258066","0.0945387045170201"
"Slightly Expensive","1988","Employed","Female","89","0.0911984885485102","0.0730061346551816","0.109390842441839"
"Too Expensive","1988","Not Employed","Male","3","","",""
"Too Expensive","1988","Not Employed","Female","13","","",""
"Too Expensive","1988","Employed","Male","24","","",""
"Too Expensive","1988","Employed","Female","17","","",""
"Very Inexpensive","1989","Not Employed","Male","130","0.278243226112001","0.238604920723966","0.317881531500036"
"Very Inexpensive","1989","Not Employed","Female","228","0.234400170138461","0.208364576171036","0.260435764105886"
"Very Inexpensive","1989","Employed","Male","275","0.18389150585979","0.164339009942458","0.203444001777123"
"Very Inexpensive","1989","Employed","Female","176","0.192304825667642","0.167361312435448","0.217248338899837"
"Inexpensive","1989","Not Employed","Male","188","0.381357804616789","0.338394919956561","0.424320689277018"
"Inexpensive","1989","Not Employed","Female","404","0.402290122627868","0.372152949311429","0.432427295944308"
"Inexpensive","1989","Employed","Male","552","0.371016552260529","0.346634869774905","0.395398234746153"
"Inexpensive","1989","Employed","Female","312","0.322744782612364","0.293154808697848","0.35233475652688"
"Reasonable","1989","Not Employed","Male","144","0.282564694843118","0.242739522291111","0.322389867395125"
"Reasonable","1989","Not Employed","Female","323","0.308187408804588","0.279808918279505","0.336565899329671"
"Reasonable","1989","Employed","Male","544","0.358672533374207","0.334465788081403","0.382879278667012"
"Reasonable","1989","Employed","Female","368","0.381728920768637","0.350981705696017","0.412476135841258"
"Slightly Expensive","1989","Not Employed","Male","24","","",""
"Slightly Expensive","1989","Not Employed","Female","53","0.0457744366925947","0.0329297166719355","0.0586191567132539"
"Slightly Expensive","1989","Employed","Male","119","0.075458071824925","0.0621270457571514","0.0887890978926986"
"Slightly Expensive","1989","Employed","Female","85","0.0848875402417266","0.0672475639789838","0.102527516504469"
"Too Expensive","1989","Not Employed","Male","5","","",""
"Too Expensive","1989","Not Employed","Female","9","","",""
"Too Expensive","1989","Employed","Male","18","","",""
"Too Expensive","1989","Employed","Female","18","","",""
"Very Inexpensive","1990","Not Employed","Male","123","0.260674310115359","0.221604235850306","0.299744384380412"
"Very Inexpensive","1990","Not Employed","Female","209","0.222103098378592","0.196145273083713","0.248060923673471"
"Very Inexpensive","1990","Employed","Male","273","0.192657881625911","0.172517443541497","0.212798319710324"
"Very Inexpensive","1990","Employed","Female","180","0.187294871945324","0.162729935440485","0.211859808450163"
"Inexpensive","1990","Not Employed","Male","201","0.402524855305507","0.358879956131182","0.446169754479833"
"Inexpensive","1990","Not Employed","Female","381","0.391252094457022","0.360774754913312","0.421729434000731"
"Inexpensive","1990","Employed","Male","530","0.363691148605794","0.339124434849089","0.388257862362499"
"Inexpensive","1990","Employed","Female","330","0.344938738772217","0.315009329399029","0.374868148145405"
"Reasonable","1990","Not Employed","Male","139","0.288530531256372","0.248207679107431","0.328853383405313"
"Reasonable","1990","Not Employed","Female","338","0.339215616127548","0.309649261624779","0.368781970630317"
"Reasonable","1990","Employed","Male","544","0.361290535255496","0.336758889441529","0.385822181069464"
"Reasonable","1990","Employed","Female","365","0.372409955795445","0.341970641381119","0.402849270209771"
"Slightly Expensive","1990","Not Employed","Male","22","","",""
"Slightly Expensive","1990","Not Employed","Female","48","0.0393914209981436","0.0272434420649497","0.0515393999313375"
"Slightly Expensive","1990","Employed","Male","108","0.0718858224795343","0.0586950860051732","0.0850765589538954"
"Slightly Expensive","1990","Employed","Female","79","0.0816321109188876","0.0643925952266457","0.0988716266111296"
"Too Expensive","1990","Not Employed","Male","","","",""
"Too Expensive","1990","Not Employed","Female","9","","",""
"Too Expensive","1990","Employed","Male","18","","",""
"Too Expensive","1990","Employed","Female","15","","",""
"Very Inexpensive","1991","Not Employed","Male","102","0.221568196163478","0.18487128282447","0.258265109502486"
"Very Inexpensive","1991","Not Employed","Female","194","0.193540920755501","0.168767933547437","0.218313907963566"
"Very Inexpensive","1991","Employed","Male","249","0.165660448215892","0.146583834883828","0.184737061547956"
"Very Inexpensive","1991","Employed","Female","147","0.15898540407253","0.135818259108814","0.182152549036247"
"Inexpensive","1991","Not Employed","Male","194","0.387368431760147","0.344322973246562","0.430413890273731"
"Inexpensive","1991","Not Employed","Female","369","0.379569087378711","0.349139718771926","0.409998455985496"
"Inexpensive","1991","Employed","Male","486","0.341462375687236","0.317130131277913","0.365794620096559"
"Inexpensive","1991","Employed","Female","318","0.32697409219581","0.297253005487571","0.356695178904049"
"Reasonable","1991","Not Employed","Male","176","0.342840188830727","0.300898404712429","0.384781972949026"
"Reasonable","1991","Not Employed","Female","365","0.37366154519035","0.343326506713654","0.403996583667045"
"Reasonable","1991","Employed","Male","595","0.405247003709318","0.380055814456312","0.430438192962325"
"Reasonable","1991","Employed","Female","388","0.406973969958965","0.375848758063475","0.438099181854456"
"Slightly Expensive","1991","Not Employed","Male","12","","",""
"Slightly Expensive","1991","Not Employed","Female","38","0.0374328611206999","0.0255302337864514","0.0493354884549483"
"Slightly Expensive","1991","Employed","Male","104","0.0728219111291015","0.0594887520381397","0.0861550702200632"
"Slightly Expensive","1991","Employed","Female","79","0.084066938676745","0.0664862207382959","0.101647656615194"
"Too Expensive","1991","Not Employed","Male","8","","",""
"Too Expensive","1991","Not Employed","Female","11","","",""
"Too Expensive","1991","Employed","Male","25","","",""
"Too Expensive","1991","Employed","Female","25","","",""
"Very Inexpensive","1992","Not Employed","Male","114","0.198758584241238","0.166747117946548","0.230770050535927"
"Very Inexpensive","1992","Not Employed","Female","195","0.177053786340171","0.155320407473678","0.198787165206665"
"Very Inexpensive","1992","Employed","Male","246","0.155822945841232","0.13958730215892","0.172058589523543"
"Very Inexpensive","1992","Employed","Female","169","0.153694017721229","0.134617240430565","0.172770795011893"
"Inexpensive","1992","Not Employed","Male","227","0.408357505857227","0.368928949471151","0.447786062243303"
"Inexpensive","1992","Not Employed","Female","419","0.368015380419445","0.340556984982744","0.395473775856145"
"Inexpensive","1992","Employed","Male","585","0.314855914124292","0.294064505262163","0.335647322986421"
"Inexpensive","1992","Employed","Female","390","0.2892626336461","0.265279078247219","0.313246189044981"
"Reasonable","1992","Not Employed","Male","200","0.319679215571595","0.282270310621626","0.357088120521564"
"Reasonable","1992","Not Employed","Female","457","0.382762655666917","0.355088155075538","0.410437156258296"
"Reasonable","1992","Employed","Male","805","0.416398208822622","0.394330879869455","0.438465537775788"
"Reasonable","1992","Employed","Female","590","0.435383213221634","0.409157605816079","0.461608820627189"
"Slightly Expensive","1992","Not Employed","Male","47","0.0556965441004857","0.0373002290196216","0.0740928591813498"
"Slightly Expensive","1992","Not Employed","Female","86","0.0512707363408295","0.0387134776401442","0.0638279950415147"
"Slightly Expensive","1992","Employed","Male","210","0.0840200700635442","0.0716015016770416","0.0964386384500467"
"Slightly Expensive","1992","Employed","Female","173","0.0931517068817542","0.0777781078089212","0.108525305954587"
"Too Expensive","1992","Not Employed","Male","9","","",""
"Too Expensive","1992","Not Employed","Female","28","","",""
"Too Expensive","1992","Employed","Male","71","0.0289028611483107","0.0214032492380054","0.036402473058616"
"Too Expensive","1992","Employed","Female","51","0.0285084285292832","0.0197056661218405","0.037311190936726"
"Very Inexpensive","1993","Not Employed","Male","108","0.202921605165108","0.171032513477916","0.2348106968523"
"Very Inexpensive","1993","Not Employed","Female","192","0.176418794809834","0.154605326464749","0.19823226315492"
"Very Inexpensive","1993","Employed","Male","277","0.163352642933284","0.146570035287899","0.180135250578669"
"Very Inexpensive","1993","Employed","Female","186","0.145996501200901","0.127339582327114","0.164653420074689"
"Inexpensive","1993","Not Employed","Male","236","0.403828603199679","0.364923050257441","0.442734156141917"
"Inexpensive","1993","Not Employed","Female","422","0.371919196513706","0.344260536086598","0.399577856940815"
"Inexpensive","1993","Employed","Male","602","0.333898478124783","0.312489173098562","0.355307783151004"
"Inexpensive","1993","Employed","Female","439","0.308888473172929","0.284475886774515","0.333301059571344"
"Reasonable","1993","Not Employed","Male","233","0.344995567559067","0.307302944357987","0.382688190760146"
"Reasonable","1993","Not Employed","Female","481","0.397053987458128","0.369053661984875","0.425054312931382"
"Reasonable","1993","Employed","Male","788","0.406091792317968","0.383797334941863","0.428386249694072"
"Reasonable","1993","Employed","Female","581","0.436052997593987","0.409851406872373","0.4622545883156"
"Slightly Expensive","1993","Not Employed","Male","27","","",""
"Slightly Expensive","1993","Not Employed","Female","57","0.0368026035423945","0.0260281313014179","0.0475770757833711"
"Slightly Expensive","1993","Employed","Male","150","0.0721390694801963","0.0603941011740353","0.0838840377863574"
"Slightly Expensive","1993","Employed","Female","136","0.0857460175164358","0.0709522331677764","0.100539801865095"
"Too Expensive","1993","Not Employed","Male","7","","",""
"Too Expensive","1993","Not Employed","Female","21","","",""
"Too Expensive","1993","Employed","Male","47","0.0245180171437696","0.0174973653222916","0.0315386689652476"
"Too Expensive","1993","Employed","Female","34","0.0233160105157469","0.0153426201034759","0.031289400928018"
"Very Inexpensive","1994","Not Employed","Male","129","0.215811930185929","0.184450547552039","0.247173312819819"
"Very Inexpensive","1994","Not Employed","Female","209","0.193942169000971","0.171608808693362","0.216275529308581"
"Very Inexpensive","1994","Employed","Male","262","0.165953325857123","0.148889128626318","0.183017523087928"
"Very Inexpensive","1994","Employed","Female","174","0.15197591854808","0.132682297169988","0.171269539926172"
"Inexpensive","1994","Not Employed","Male","237","0.351657376586479","0.315256695124806","0.388058058048152"
"Inexpensive","1994","Not Employed","Female","432","0.357665855071552","0.330591751075246","0.384739959067858"
"Inexpensive","1994","Employed","Male","566","0.309813031965187","0.288603507920128","0.331022556010246"
"Inexpensive","1994","Employed","Female","370","0.283894681702639","0.25966267678284","0.308126686622439"
"Reasonable","1994","Not Employed","Male","262","0.390947407670731","0.353748179572837","0.428146635768625"
"Reasonable","1994","Not Employed","Female","480","0.38961039565882","0.362064704116332","0.417156087201309"
"Reasonable","1994","Employed","Male","784","0.424867657656754","0.402194686478338","0.447540628835171"
"Reasonable","1994","Employed","Female","621","0.457977125593655","0.431200677230559","0.484753573956751"
"Slightly Expensive","1994","Not Employed","Male","28","","",""
"Slightly Expensive","1994","Not Employed","Female","66","0.0471239323404209","0.0351544926966073","0.0590933719842346"
"Slightly Expensive","1994","Employed","Male","170","0.0784783889390822","0.066143776559201","0.0908130013189635"
"Slightly Expensive","1994","Employed","Female","138","0.08659843145907","0.0714834311648839","0.101713431753256"
"Too Expensive","1994","Not Employed","Male","5","","",""
"Too Expensive","1994","Not Employed","Female","17","","",""
"Too Expensive","1994","Employed","Male","44","0.0208875955818536","0.0143282848375179","0.0274469063261893"
"Too Expensive","1994","Employed","Female","27","","",""
"Very Inexpensive","1995","Not Employed","Male","106","0.185173105329992","0.155627990397127","0.214718220262857"
"Very Inexpensive","1995","Not Employed","Female","212","0.193623067954811","0.171432314760886","0.215813821148737"
"Very Inexpensive","1995","Employed","Male","278","0.162663107112563","0.145922524161835","0.179403690063292"
"Very Inexpensive","1995","Employed","Female","166","0.133836088797384","0.11585938167796","0.151812795916809"
"Inexpensive","1995","Not Employed","Male","259","0.411695391527406","0.374262516929657","0.449128266125155"
"Inexpensive","1995","Not Employed","Female","416","0.342404996062467","0.315756436083708","0.369053556041226"
"Inexpensive","1995","Employed","Male","581","0.318276221832479","0.2971470609389","0.339405382726058"
"Inexpensive","1995","Employed","Female","440","0.323166934501414","0.298473714531189","0.34786015447164"
"Reasonable","1995","Not Employed","Male","259","0.355028186348344","0.318631165612279","0.39142520708441"
"Reasonable","1995","Not Employed","Female","500","0.393008108683956","0.365578687254775","0.420437530113136"
"Reasonable","1995","Employed","Male","794","0.410437101741471","0.38812377573299","0.432750427749953"
"Reasonable","1995","Employed","Female","600","0.422022656733648","0.395946308448275","0.448099005019022"
"Slightly Expensive","1995","Not Employed","Male","33","0.0405948259445404","0.0255841440572282","0.0556055078318526"
"Slightly Expensive","1995","Not Employed","Female","81","0.0588788319887265","0.0456589733620681","0.0720986906153849"
"Slightly Expensive","1995","Employed","Male","187","0.0916710853097757","0.0785818676929409","0.104760302926611"
"Slightly Expensive","1995","Employed","Female","144","0.103106394727431","0.0870504173822895","0.119162372072572"
"Too Expensive","1995","Not Employed","Male","7","","",""
"Too Expensive","1995","Not Employed","Female","9","","",""
"Too Expensive","1995","Employed","Male","27","","",""
"Too Expensive","1995","Employed","Female","28","","",""
"Very Inexpensive","1996","Not Employed","Male","117","0.209753795810605","0.178786721593683","0.240720870027528"
"Very Inexpensive","1996","Not Employed","Female","194","0.195447266354545","0.17299233459207","0.21790219811702"
"Very Inexpensive","1996","Employed","Male","248","0.15691810571168","0.14053751672378","0.17329869469958"
"Very Inexpensive","1996","Employed","Female","168","0.132160179099308","0.1144769045149","0.149843453683717"
"Inexpensive","1996","Not Employed","Male","238","0.360852365508286","0.324324068733759","0.397380662282813"
"Inexpensive","1996","Not Employed","Female","436","0.358704893636781","0.3315456734695","0.385864113804061"
"Inexpensive","1996","Employed","Male","594","0.310474014650058","0.289636493617904","0.331311535682212"
"Inexpensive","1996","Employed","Female","434","0.305660611739059","0.281606006466452","0.329715217011666"
"Reasonable","1996","Not Employed","Male","262","0.371895781208395","0.335134509025795","0.408657053390994"
"Reasonable","1996","Not Employed","Female","481","0.383257529956618","0.355726848716509","0.410788211196728"
"Reasonable","1996","Employed","Male","846","0.427920002021981","0.40563730378439","0.450202700259572"
"Reasonable","1996","Employed","Female","655","0.455251647269012","0.429249074511386","0.481254220026637"
"Slightly Expensive","1996","Not Employed","Male","39","0.0479042723840837","0.0316603283870501","0.0641482163811173"
"Slightly Expensive","1996","Not Employed","Female","73","0.0456137883814306","0.0337988943211513","0.0574286824417098"
"Slightly Expensive","1996","Employed","Male","172","0.0861314908804582","0.07349632516785","0.0987666565930663"
"Slightly Expensive","1996","Employed","Female","126","0.0872804820375566","0.0725431173227386","0.102017846752375"
"Too Expensive","1996","Not Employed","Male","8","","",""
"Too Expensive","1996","Not Employed","Female","14","","",""
"Too Expensive","1996","Employed","Male","34","0.0185563867358228","0.0124787115242818","0.0246340619473637"
"Too Expensive","1996","Employed","Female","26","","",""
"Very Inexpensive","1997","Not Employed","Male","111","0.199515234354163","0.169500182226766","0.22953028648156"
"Very Inexpensive","1997","Not Employed","Female","196","0.185975351781078","0.164414500287997","0.207536203274158"
"Very Inexpensive","1997","Employed","Male","277","0.160337235658333","0.143920747916421","0.176753723400244"
"Very Inexpensive","1997","Employed","Female","169","0.136077187115814","0.118065325313796","0.154089048917831"
"Inexpensive","1997","Not Employed","Male","241","0.369630428730645","0.333376421786274","0.405884435675017"
"Inexpensive","1997","Not Employed","Female","432","0.336747896786158","0.310559362050733","0.362936431521583"
"Inexpensive","1997","Employed","Male","567","0.308485137119776","0.28782046659383","0.329149807645722"
"Inexpensive","1997","Employed","Female","395","0.298594313595027","0.274553238721989","0.322635388468065"
"Reasonable","1997","Not Employed","Male","287","0.386229226848181","0.34966131136726","0.422797142329102"
"Reasonable","1997","Not Employed","Female","542","0.41593958572441","0.388626960234519","0.4432522112143"
"Reasonable","1997","Employed","Male","874","0.430516600540077","0.40836290977661","0.452670291303544"
"Reasonable","1997","Employed","Female","661","0.451602626959398","0.425459689375808","0.477745564542989"
"Slightly Expensive","1997","Not Employed","Male","32","0.0348068065772581","0.0210406168648389","0.0485729962896773"
"Slightly Expensive","1997","Not Employed","Female","70","0.0513065946072255","0.0390810286779529","0.0635321605364981"
"Slightly Expensive","1997","Employed","Male","168","0.0816692853329449","0.0694163670738317","0.0939222035920581"
"Slightly Expensive","1997","Employed","Female","130","0.0833801387183467","0.0688572031136158","0.0979030743230775"
"Too Expensive","1997","Not Employed","Male","10","","",""
"Too Expensive","1997","Not Employed","Female","11","","",""
"Too Expensive","1997","Employed","Male","33","0.0189917413488696","0.0128847215372848","0.0250987611604543"
"Too Expensive","1997","Employed","Female","37","0.0303457336114145","0.0213344688439549","0.0393569983788741"
"Very Inexpensive","1998","Not Employed","Male","156","0.206969084780218","0.179522825568855","0.23441534399158"
"Very Inexpensive","1998","Not Employed","Female","249","0.190747020303975","0.170683009527059","0.210811031080891"
"Very Inexpensive","1998","Employed","Male","307","0.163175364327438","0.147609843218656","0.178740885436221"
"Very Inexpensive","1998","Employed","Female","207","0.150291811856297","0.132501449101236","0.168082174611359"
"Inexpensive","1998","Not Employed","Male","290","0.381662342298527","0.34875158575067","0.414573098846383"
"Inexpensive","1998","Not Employed","Female","509","0.345630556330603","0.321344092307884","0.369917020353321"
"Inexpensive","1998","Employed","Male","644","0.288402492821739","0.269319967179392","0.307485018464086"
"Inexpensive","1998","Employed","Female","443","0.282930849509445","0.260507374696361","0.305354324322529"
"Reasonable","1998","Not Employed","Male","333","0.359365285119852","0.326859649913051","0.391870920326653"
"Reasonable","1998","Not Employed","Female","596","0.385753305177319","0.360894917333403","0.410611693021234"
"Reasonable","1998","Employed","Male","982","0.447955331359131","0.427008245850115","0.468902416868146"
"Reasonable","1998","Employed","Female","715","0.452993111702511","0.428211791537829","0.477774431867192"
"Slightly Expensive","1998","Not Employed","Male","50","0.0400203251800052","0.0267415906782928","0.0532990596817175"
"Slightly Expensive","1998","Not Employed","Female","101","0.0609641469970141","0.0487454454890682","0.07318284850496"
"Slightly Expensive","1998","Employed","Male","201","0.0822229350880552","0.0706515797909069","0.0937942903852034"
"Slightly Expensive","1998","Employed","Female","162","0.0984889891636905","0.0836548755911842","0.113323102736197"
"Too Expensive","1998","Not Employed","Male","8","","",""
"Too Expensive","1998","Not Employed","Female","18","","",""
"Too Expensive","1998","Employed","Male","31","0.0182438764036371","0.0126064678413202","0.023881284965954"
"Too Expensive","1998","Employed","Female","23","","",""
"Very Inexpensive","1999","Not Employed","Male","134","0.209197213141879","0.180356004609979","0.238038421673778"
"Very Inexpensive","1999","Not Employed","Female","231","0.18984074772434","0.16906645327474","0.210615042173939"
"Very Inexpensive","1999","Employed","Male","333","0.15773095676171","0.142430523372447","0.173031390150972"
"Very Inexpensive","1999","Employed","Female","235","0.145979377227823","0.128806818475845","0.163151935979801"
"Inexpensive","1999","Not Employed","Male","292","0.422417441517583","0.387392342822847","0.45744254021232"
"Inexpensive","1999","Not Employed","Female","482","0.362851684168074","0.33738155143094","0.388321816905208"
"Inexpensive","1999","Employed","Male","680","0.322737567266188","0.303111960267711","0.342363174264666"
"Inexpensive","1999","Employed","Female","484","0.306127634366902","0.283712252491565","0.32854301624224"
"Reasonable","1999","Not Employed","Male","291","0.322656953224767","0.289507508011901","0.355806398437632"
"Reasonable","1999","Not Employed","Female","559","0.385057109035594","0.359280467472777","0.410833750598411"
"Reasonable","1999","Employed","Male","924","0.416278963521723","0.395586378468246","0.4369715485752"
"Reasonable","1999","Employed","Female","703","0.427438601199467","0.403378193553557","0.451499008845378"
"Slightly Expensive","1999","Not Employed","Male","39","0.0372481231219688","0.0238201397187355","0.0506761065252021"
"Slightly Expensive","1999","Not Employed","Female","80","0.0512902589145478","0.0396052111343774","0.0629753066947181"
"Slightly Expensive","1999","Employed","Male","194","0.0780815113082507","0.0668188710643198","0.0893441515521815"
"Slightly Expensive","1999","Employed","Female","159","0.0925924818452111","0.078494916130168","0.106690047560254"
"Too Expensive","1999","Not Employed","Male","8","","",""
"Too Expensive","1999","Not Employed","Female","17","","",""
