"hlf0094","year","migback","sex","n","percent","lower_confidence","upper_confidence"
"Reasonable","1985","indirect migration background","Male","3","","",""
"Reasonable","1985","indirect migration background","Female","8","","",""
"Slightly Expensive","1985","no migration background","Male","152","0.0734911696426187","0.0618556203294444","0.085126718955793"
"Slightly Expensive","1985","no migration background","Female","148","0.0722490477291477","0.0606865484766655","0.0838115469816299"
"Slightly Expensive","1985","direct migration background","Male","19","","",""
"Slightly Expensive","1985","direct migration background","Female","28","","",""
"Slightly Expensive","1985","indirect migration background","Male","3","","",""
"Slightly Expensive","1985","indirect migration background","Female","","","",""
"Too Expensive","1985","no migration background","Male","47","0.0248308163463694","0.017892085952118","0.0317695467406209"
"Too Expensive","1985","no migration background","Female","43","0.0211206530654994","0.0146991276793133","0.0275421784516856"
"Too Expensive","1985","direct migration background","Male","5","","",""
"Too Expensive","1985","direct migration background","Female","4","","",""
"Too Expensive","1985","indirect migration background","Male","1","","",""
"Too Expensive","1985","indirect migration background","Female","","","",""
"Very Inexpensive","1986","no migration background","Male","346","0.178881245350193","0.161974504040648","0.195787986659737"
"Very Inexpensive","1986","no migration background","Female","367","0.193186141554727","0.175743582463712","0.210628700645741"
"Very Inexpensive","1986","direct migration background","Male","27","","",""
"Very Inexpensive","1986","direct migration background","Female","27","","",""
"Very Inexpensive","1986","indirect migration background","Male","3","","",""
"Very Inexpensive","1986","indirect migration background","Female","4","","",""
"Inexpensive","1986","no migration background","Male","608","0.312184827967106","0.291743161923765","0.332626494010446"
"Inexpensive","1986","no migration background","Female","610","0.318998897719375","0.298406636317919","0.33959115912083"
"Inexpensive","1986","direct migration background","Male","38","0.27055690805114","0.202772292015008","0.338341524087273"
"Inexpensive","1986","direct migration background","Female","49","0.316250941218174","0.246349212795181","0.386152669641167"
"Inexpensive","1986","indirect migration background","Male","6","","",""
"Inexpensive","1986","indirect migration background","Female","","","",""
"Reasonable","1986","no migration background","Male","781","0.394706456557","0.373144177971374","0.416268735142625"
"Reasonable","1986","no migration background","Female","768","0.382201104132997","0.360732437289978","0.403669770976015"
"Reasonable","1986","direct migration background","Male","68","0.366063707413573","0.2925603353005","0.439567079526646"
"Reasonable","1986","direct migration background","Female","57","0.297223984310198","0.228521250009351","0.365926718611045"
"Reasonable","1986","indirect migration background","Male","9","","",""
"Reasonable","1986","indirect migration background","Female","8","","",""
"Slightly Expensive","1986","no migration background","Male","186","0.0891341842816933","0.0765645145769383","0.101703853986448"
"Slightly Expensive","1986","no migration background","Female","173","0.0828860805260723","0.0707049390245038","0.0950672220276408"
"Slightly Expensive","1986","direct migration background","Male","25","","",""
"Slightly Expensive","1986","direct migration background","Female","30","0.150729522927879","0.0969464259877438","0.204512619868014"
"Slightly Expensive","1986","indirect migration background","Male","3","","",""
"Slightly Expensive","1986","indirect migration background","Female","5","","",""
"Too Expensive","1986","no migration background","Male","53","0.0250932858440089","0.0181935126598087","0.0319930590282091"
"Too Expensive","1986","no migration background","Female","50","0.0227277760668295","0.0161432913718212","0.0293122607618378"
"Too Expensive","1986","direct migration background","Male","7","","",""
"Too Expensive","1986","direct migration background","Female","7","","",""
"Too Expensive","1986","indirect migration background","Male","1","","",""
"Too Expensive","1986","indirect migration background","Female","","","",""
"Very Inexpensive","1987","no migration background","Male","347","0.178754434661849","0.161761753820084","0.195747115503614"
"Very Inexpensive","1987","no migration background","Female","340","0.174883079651283","0.157962039447343","0.191804119855223"
"Very Inexpensive","1987","direct migration background","Male","26","","",""
"Very Inexpensive","1987","direct migration background","Female","31","0.212179870537884","0.152451940329412","0.271907800746355"
"Very Inexpensive","1987","indirect migration background","Male","3","","",""
"Very Inexpensive","1987","indirect migration background","Female","3","","",""
"Inexpensive","1987","no migration background","Male","660","0.336741505640801","0.315781726385611","0.357701284895992"
"Inexpensive","1987","no migration background","Female","672","0.357488546198938","0.336140068239059","0.378837024158818"
"Inexpensive","1987","direct migration background","Male","52","0.338451413265994","0.268143775611401","0.408759050920588"
"Inexpensive","1987","direct migration background","Female","56","0.359066986349299","0.288985081454728","0.429148891243869"
"Inexpensive","1987","indirect migration background","Male","8","","",""
"Inexpensive","1987","indirect migration background","Female","5","","",""
"Reasonable","1987","no migration background","Male","731","0.378152474874531","0.356645843168771","0.399659106580291"
"Reasonable","1987","no migration background","Female","720","0.372060355315582","0.350529510824248","0.393591199806916"
"Reasonable","1987","direct migration background","Male","60","0.281296566597251","0.214488247908905","0.348104885285598"
"Reasonable","1987","direct migration background","Female","61","0.290038979555376","0.22374756669376","0.356330392416992"
"Reasonable","1987","indirect migration background","Male","10","","",""
"Reasonable","1987","indirect migration background","Female","7","","",""
"Slightly Expensive","1987","no migration background","Male","159","0.0793290036029636","0.067343254012334","0.0913147531935932"
"Slightly Expensive","1987","no migration background","Female","151","0.0706161300393074","0.0592045721799561","0.0820276878986587"
"Slightly Expensive","1987","direct migration background","Male","34","0.150568261661995","0.0974303567768546","0.203706166547136"
"Slightly Expensive","1987","direct migration background","Female","28","","",""
"Slightly Expensive","1987","indirect migration background","Male","2","","",""
"Slightly Expensive","1987","indirect migration background","Female","3","","",""
"Too Expensive","1987","no migration background","Male","56","0.0270225812198551","0.0198312090450974","0.0342139533946127"
"Too Expensive","1987","no migration background","Female","53","0.0249518887948888","0.0180038833468766","0.0318998942429009"
"Too Expensive","1987","direct migration background","Male","2","","",""
"Too Expensive","1987","direct migration background","Female","4","","",""
"Too Expensive","1987","indirect migration background","Male","","","",""
"Too Expensive","1987","indirect migration background","Female","","","",""
"Very Inexpensive","1988","no migration background","Male","329","0.181383511122843","0.163781578953481","0.198985443292205"
"Very Inexpensive","1988","no migration background","Female","331","0.185829754452879","0.167840624267958","0.2038188846378"
"Very Inexpensive","1988","direct migration background","Male","33","0.255050541703966","0.190469418188233","0.319631665219699"
"Very Inexpensive","1988","direct migration background","Female","22","","",""
"Very Inexpensive","1988","indirect migration background","Male","3","","",""
"Very Inexpensive","1988","indirect migration background","Female","6","","",""
"Inexpensive","1988","no migration background","Male","648","0.349310918106653","0.327533116521093","0.371088719692214"
"Inexpensive","1988","no migration background","Female","630","0.353062946800396","0.330959906848417","0.375165986752376"
"Inexpensive","1988","direct migration background","Male","45","0.297815723971371","0.230062739769655","0.365568708173087"
"Inexpensive","1988","direct migration background","Female","55","0.355788902384373","0.284448535368214","0.427129269400532"
"Inexpensive","1988","indirect migration background","Male","4","","",""
"Inexpensive","1988","indirect migration background","Female","5","","",""
"Reasonable","1988","no migration background","Male","708","0.386333209641148","0.364091481478087","0.408574937804209"
"Reasonable","1988","no migration background","Female","670","0.370111022031797","0.347780805276839","0.392441238786755"
"Reasonable","1988","direct migration background","Male","72","0.324550674908815","0.255181470918911","0.39391987889872"
"Reasonable","1988","direct migration background","Female","69","0.392003461439714","0.319255547595196","0.464751375284233"
"Reasonable","1988","indirect migration background","Male","12","","",""
"Reasonable","1988","indirect migration background","Female","10","","",""
"Slightly Expensive","1988","no migration background","Male","132","0.0712488947225905","0.0594982976562656","0.0829994917889155"
"Slightly Expensive","1988","no migration background","Female","138","0.0754332734061128","0.063219621678226","0.0876469251339997"
"Slightly Expensive","1988","direct migration background","Male","22","","",""
"Slightly Expensive","1988","direct migration background","Female","24","","",""
"Slightly Expensive","1988","indirect migration background","Male","2","","",""
"Slightly Expensive","1988","indirect migration background","Female","3","","",""
"Too Expensive","1988","no migration background","Male","24","","",""
"Too Expensive","1988","no migration background","Female","27","","",""
"Too Expensive","1988","direct migration background","Male","3","","",""
"Too Expensive","1988","direct migration background","Female","3","","",""
"Too Expensive","1988","indirect migration background","Male","","","",""
"Too Expensive","1988","indirect migration background","Female","","","",""
"Very Inexpensive","1989","no migration background","Male","371","0.208281456703596","0.189511470258201","0.227051443148992"
"Very Inexpensive","1989","no migration background","Female","370","0.215261478552343","0.19611419788955","0.234408759215136"
"Very Inexpensive","1989","direct migration background","Male","31","0.229939019306328","0.167947774924781","0.291930263687874"
"Very Inexpensive","1989","direct migration background","Female","29","","",""
"Very Inexpensive","1989","indirect migration background","Male","3","","",""
"Very Inexpensive","1989","indirect migration background","Female","5","","",""
"Inexpensive","1989","no migration background","Male","665","0.374710341269351","0.352336440381961","0.397084242156742"
"Inexpensive","1989","no migration background","Female","641","0.368280896688176","0.345810379990272","0.39075141338608"
"Inexpensive","1989","direct migration background","Male","69","0.376313524148153","0.30494289346819","0.447684154828116"
"Inexpensive","1989","direct migration background","Female","67","0.357477141353865","0.287463886498387","0.427490396209342"
"Inexpensive","1989","indirect migration background","Male","6","","",""
"Inexpensive","1989","indirect migration background","Female","8","","",""
"Reasonable","1989","no migration background","Male","618","0.337886219246608","0.316023468649132","0.359748969844083"
"Reasonable","1989","no migration background","Female","618","0.342394121823097","0.320288259991626","0.364499983654568"
"Reasonable","1989","direct migration background","Male","59","0.322135237984011","0.253293455916403","0.39097702005162"
"Reasonable","1989","direct migration background","Female","62","0.307940874442553","0.24050094493838","0.375380803946725"
"Reasonable","1989","indirect migration background","Male","11","","",""
"Reasonable","1989","indirect migration background","Female","11","","",""
"Slightly Expensive","1989","no migration background","Male","123","0.0684888177239479","0.0568138115646081","0.0801638238832877"
"Slightly Expensive","1989","no migration background","Female","115","0.0605033378878485","0.0493962874010442","0.0716103883746528"
"Slightly Expensive","1989","direct migration background","Male","16","","",""
"Slightly Expensive","1989","direct migration background","Female","21","","",""
"Slightly Expensive","1989","indirect migration background","Male","4","","",""
"Slightly Expensive","1989","indirect migration background","Female","2","","",""
"Too Expensive","1989","no migration background","Male","21","","",""
"Too Expensive","1989","no migration background","Female","26","","",""
"Too Expensive","1989","direct migration background","Male","2","","",""
"Too Expensive","1989","direct migration background","Female","1","","",""
"Too Expensive","1989","indirect migration background","Male","","","",""
"Too Expensive","1989","indirect migration background","Female","","","",""
"Very Inexpensive","1990","no migration background","Male","358","0.207058639587271","0.187953798224223","0.22616348095032"
"Very Inexpensive","1990","no migration background","Female","353","0.202539073356912","0.183660993393876","0.221417153319949"
"Very Inexpensive","1990","direct migration background","Male","34","0.268818971375208","0.207980902238522","0.329657040511894"
"Very Inexpensive","1990","direct migration background","Female","32","0.253776370381235","0.191404699707419","0.316148041055052"
"Very Inexpensive","1990","indirect migration background","Male","4","","",""
"Very Inexpensive","1990","indirect migration background","Female","4","","",""
"Inexpensive","1990","no migration background","Male","645","0.378743841994087","0.355872883517239","0.401614800470935"
"Inexpensive","1990","no migration background","Female","636","0.371986725448722","0.34928301505344","0.394690435844003"
"Inexpensive","1990","direct migration background","Male","76","0.303041614857416","0.239976735850716","0.366106493864116"
"Inexpensive","1990","direct migration background","Female","65","0.337877540472389","0.270085905273561","0.405669175671217"
"Inexpensive","1990","indirect migration background","Male","10","","",""
"Inexpensive","1990","indirect migration background","Female","10","","",""
"Reasonable","1990","no migration background","Male","597","0.341372328098841","0.31901549083207","0.363729165365612"
"Reasonable","1990","no migration background","Female","622","0.356696488033647","0.334195267130377","0.379197708936917"
"Reasonable","1990","direct migration background","Male","74","0.343271863135228","0.27811728716664","0.408426439103816"
"Reasonable","1990","direct migration background","Female","70","0.321945188549474","0.254979759107436","0.388910617991511"
"Reasonable","1990","indirect migration background","Male","12","","",""
"Reasonable","1990","indirect migration background","Female","11","","",""
"Slightly Expensive","1990","no migration background","Male","113","0.0653537063626237","0.0537007806659506","0.0770066320592968"
"Slightly Expensive","1990","no migration background","Female","108","0.0573713136855021","0.0464476975878864","0.0682949297831178"
"Slightly Expensive","1990","direct migration background","Male","17","","",""
"Slightly Expensive","1990","direct migration background","Female","18","","",""
"Slightly Expensive","1990","indirect migration background","Male","","","",""
"Slightly Expensive","1990","indirect migration background","Female","1","","",""
"Too Expensive","1990","no migration background","Male","15","","",""
"Too Expensive","1990","no migration background","Female","22","","",""
"Too Expensive","1990","direct migration background","Male","3","","",""
"Too Expensive","1990","direct migration background","Female","2","","",""
"Too Expensive","1990","indirect migration background","Male","","","",""
"Too Expensive","1990","indirect migration background","Female","","","",""
"Very Inexpensive","1991","no migration background","Male","327","0.157465201073767","0.142800941558989","0.172129460588546"
"Very Inexpensive","1991","no migration background","Female","316","0.154026498664602","0.139499802599254","0.16855319472995"
"Very Inexpensive","1991","direct migration background","Male","32","0.160726819223191","0.112521883598319","0.208931754848063"
"Very Inexpensive","1991","direct migration background","Female","34","0.175951397233384","0.126197213500567","0.2257055809662"
"Very Inexpensive","1991","indirect migration background","Male","4","","",""
"Very Inexpensive","1991","indirect migration background","Female","3","","",""
"Inexpensive","1991","no migration background","Male","730","0.331209955434079","0.312261644226682","0.350158266641477"
"Inexpensive","1991","no migration background","Female","737","0.332450911741033","0.313492754703048","0.351409068779018"
"Inexpensive","1991","direct migration background","Male","69","0.367338890916777","0.304066436168648","0.430611345664906"
"Inexpensive","1991","direct migration background","Female","70","0.350844797854692","0.288487308169147","0.413202287540237"
"Inexpensive","1991","indirect migration background","Male","10","","",""
"Inexpensive","1991","indirect migration background","Female","9","","",""
"Reasonable","1991","no migration background","Male","849","0.377373692603252","0.357858472130708","0.396888913075796"
"Reasonable","1991","no migration background","Female","854","0.380363937882219","0.36082689819175","0.399900977572687"
"Reasonable","1991","direct migration background","Male","88","0.323515136369018","0.262114622787079","0.384915649950956"
"Reasonable","1991","direct migration background","Female","83","0.354884101049424","0.29236410006256","0.417404102036288"
"Reasonable","1991","indirect migration background","Male","16","","",""
"Reasonable","1991","indirect migration background","Female","12","","",""
"Slightly Expensive","1991","no migration background","Male","298","0.0907541929340925","0.0791891321146039","0.102319253753581"
"Slightly Expensive","1991","no migration background","Female","305","0.0917674341285768","0.0801493751166936","0.10338549314046"
"Slightly Expensive","1991","direct migration background","Male","21","","",""
"Slightly Expensive","1991","direct migration background","Female","26","","",""
"Slightly Expensive","1991","indirect migration background","Male","3","","",""
"Slightly Expensive","1991","indirect migration background","Female","1","","",""
"Too Expensive","1991","no migration background","Male","166","0.0431969579548086","0.0350120881871625","0.0513818277224546"
"Too Expensive","1991","no migration background","Female","160","0.0413912175835694","0.0333750728215795","0.0494073623455592"
"Too Expensive","1991","direct migration background","Male","13","","",""
"Too Expensive","1991","direct migration background","Female","12","","",""
"Too Expensive","1991","indirect migration background","Male","","","",""
"Too Expensive","1991","indirect migration background","Female","2","","",""
"Very Inexpensive","1992","no migration background","Male","317","0.167779852646385","0.152288178823189","0.18327152646958"
"Very Inexpensive","1992","no migration background","Female","325","0.161752230855859","0.14664441740181","0.176860044309908"
"Very Inexpensive","1992","direct migration background","Male","33","0.151902873399483","0.106398312183468","0.197407434615499"
"Very Inexpensive","1992","direct migration background","Female","33","0.202713561771259","0.151851839649452","0.253575283893067"
"Very Inexpensive","1992","indirect migration background","Male","10","","",""
"Very Inexpensive","1992","indirect migration background","Female","6","","",""
"Inexpensive","1992","no migration background","Male","726","0.340701343743769","0.321052484307627","0.360350203179911"
"Inexpensive","1992","no migration background","Female","735","0.333549483796259","0.314205123978388","0.352893843614129"
"Inexpensive","1992","direct migration background","Male","74","0.344188177861959","0.283954867005941","0.404421488717977"
"Inexpensive","1992","direct migration background","Female","66","0.292141615505833","0.234609231077202","0.349673999934464"
"Inexpensive","1992","indirect migration background","Male","12","","",""
"Inexpensive","1992","indirect migration background","Female","8","","",""
"Reasonable","1992","no migration background","Male","897","0.391013034719274","0.370782426327475","0.411243643111073"
"Reasonable","1992","no migration background","Female","924","0.40987112093975","0.389692691299891","0.430049550579608"
"Reasonable","1992","direct migration background","Male","95","0.381142011891313","0.319569332580831","0.442714691201795"
"Reasonable","1992","direct migration background","Female","103","0.38424223505712","0.32270330109979","0.445781169014449"
"Reasonable","1992","indirect migration background","Male","13","","",""
"Reasonable","1992","indirect migration background","Female","20","","",""
"Slightly Expensive","1992","no migration background","Male","219","0.0741702859387488","0.0633062833229555","0.0850342885545421"
"Slightly Expensive","1992","no migration background","Female","224","0.0696026290006772","0.0591617435701936","0.0800435144311607"
"Slightly Expensive","1992","direct migration background","Male","33","0.102840361238637","0.0643310455750951","0.141349676902179"
"Slightly Expensive","1992","direct migration background","Female","33","0.101896067467071","0.0636237746377686","0.140168360296374"
"Slightly Expensive","1992","indirect migration background","Male","5","","",""
"Slightly Expensive","1992","indirect migration background","Female","2","","",""
"Too Expensive","1992","no migration background","Male","76","0.0263354829518236","0.0196967585088655","0.0329742073947817"
"Too Expensive","1992","no migration background","Female","74","0.0252245354074554","0.0187909339572747","0.0316581368576362"
"Too Expensive","1992","direct migration background","Male","4","","",""
"Too Expensive","1992","direct migration background","Female","5","","",""
"Too Expensive","1992","indirect migration background","Male","","","",""
"Too Expensive","1992","indirect migration background","Female","","","",""
"Very Inexpensive","1993","no migration background","Male","345","0.176056897260985","0.160112689334508","0.192001105187461"
"Very Inexpensive","1993","no migration background","Female","345","0.164448678186165","0.149172892753575","0.179724463618754"
"Very Inexpensive","1993","direct migration background","Male","31","0.149765310938186","0.104334661596899","0.195195960279473"
"Very Inexpensive","1993","direct migration background","Female","27","","",""
"Very Inexpensive","1993","indirect migration background","Male","9","","",""
"Very Inexpensive","1993","indirect migration background","Female","6","","",""
"Inexpensive","1993","no migration background","Male","753","0.358594818521915","0.338517946386277","0.378671690657553"
"Inexpensive","1993","no migration background","Female","773","0.345163810122363","0.325571720698765","0.36475589954596"
"Inexpensive","1993","direct migration background","Male","75","0.307938182990238","0.249165145851151","0.366711220129324"
"Inexpensive","1993","direct migration background","Female","76","0.314395816484193","0.255658029643639","0.373133603324748"
"Inexpensive","1993","indirect migration background","Male","10","","",""
"Inexpensive","1993","indirect migration background","Female","12","","",""
"Reasonable","1993","no migration background","Male","892","0.382361473489038","0.362017673917124","0.402705273060953"
"Reasonable","1993","no migration background","Female","926","0.408173964005796","0.387919466473754","0.428428461537838"
"Reasonable","1993","direct migration background","Male","107","0.467265582009877","0.40374547920037","0.530785684819384"
"Reasonable","1993","direct migration background","Female","111","0.47633168308149","0.4131450296473","0.539518336515681"
"Reasonable","1993","indirect migration background","Male","22","","",""
"Reasonable","1993","indirect migration background","Female","25","","",""
"Slightly Expensive","1993","no migration background","Male","153","0.0621113498324172","0.0520074521404676","0.0722152475243669"
"Slightly Expensive","1993","no migration background","Female","169","0.0608649092183138","0.0510123440946966","0.070717474341931"
"Slightly Expensive","1993","direct migration background","Male","19","","",""
"Slightly Expensive","1993","direct migration background","Female","21","","",""
"Slightly Expensive","1993","indirect migration background","Male","5","","",""
"Slightly Expensive","1993","indirect migration background","Female","3","","",""
"Too Expensive","1993","no migration background","Male","49","0.0208754608956446","0.0148904517269711","0.0268604700643181"
"Too Expensive","1993","no migration background","Female","49","0.0213486384673624","0.0153920049023989","0.0273052720323259"
"Too Expensive","1993","direct migration background","Male","5","","",""
"Too Expensive","1993","direct migration background","Female","5","","",""
"Too Expensive","1993","indirect migration background","Male","","","",""
"Too Expensive","1993","indirect migration background","Female","1","","",""
"Very Inexpensive","1994","no migration background","Male","349","0.182904531678666","0.166772317814788","0.199036745542544"
"Very Inexpensive","1994","no migration background","Female","332","0.166317456122321","0.150972308822851","0.181662603421791"
"Very Inexpensive","1994","direct migration background","Male","35","0.155434480936909","0.109011767759541","0.201857194114276"
"Very Inexpensive","1994","direct migration background","Female","45","0.257871416083501","0.200963020119886","0.314779812047116"
"Very Inexpensive","1994","indirect migration background","Male","7","","",""
"Very Inexpensive","1994","indirect migration background","Female","6","","",""
"Inexpensive","1994","no migration background","Male","710","0.327272963584703","0.307692640996759","0.346853286172647"
"Inexpensive","1994","no migration background","Female","719","0.324357620302423","0.305065841001754","0.343649399603093"
"Inexpensive","1994","direct migration background","Male","78","0.280545846469015","0.222982816493982","0.338108876444048"
"Inexpensive","1994","direct migration background","Female","64","0.29374045002715","0.234488969439888","0.352991930614412"
"Inexpensive","1994","indirect migration background","Male","15","","",""
"Inexpensive","1994","indirect migration background","Female","19","","",""
"Reasonable","1994","no migration background","Male","929","0.40913991247058","0.388622452813109","0.42965737212805"
"Reasonable","1994","no migration background","Female","990","0.425288783164862","0.404915144864459","0.445662421465264"
"Reasonable","1994","direct migration background","Male","96","0.462640598998185","0.398756252184651","0.526524945811719"
"Reasonable","1994","direct migration background","Female","96","0.402440657499164","0.338647131417115","0.466234183581212"
"Reasonable","1994","indirect migration background","Male","21","","",""
"Reasonable","1994","indirect migration background","Female","15","","",""
"Slightly Expensive","1994","no migration background","Male","176","0.0657550209498023","0.05541217196937","0.0760978699302347"
"Slightly Expensive","1994","no migration background","Female","184","0.0684091847697729","0.0580058733953916","0.0788124961441542"
"Slightly Expensive","1994","direct migration background","Male","19","","",""
"Slightly Expensive","1994","direct migration background","Female","17","","",""
"Slightly Expensive","1994","indirect migration background","Male","3","","",""
"Slightly Expensive","1994","indirect migration background","Female","3","","",""
"Too Expensive","1994","no migration background","Male","42","0.0149275713162489","0.00986729774924283","0.0199878448832551"
"Too Expensive","1994","no migration background","Female","37","0.0156269556406212","0.0105158031681469","0.0207381081130955"
"Too Expensive","1994","direct migration background","Male","6","","",""
"Too Expensive","1994","direct migration background","Female","5","","",""
"Too Expensive","1994","indirect migration background","Male","1","","",""
"Too Expensive","1994","indirect migration background","Female","2","","",""
"Very Inexpensive","1995","no migration background","Male","334","0.164242654942878","0.148830808147206","0.179654501738549"
"Very Inexpensive","1995","no migration background","Female","330","0.160911043397047","0.145874489602146","0.175947597191948"
"Very Inexpensive","1995","direct migration background","Male","39","0.215995659726839","0.166071635756683","0.265919683696995"
"Very Inexpensive","1995","direct migration background","Female","40","0.205084188038707","0.155133912646252","0.255034463431161"
"Very Inexpensive","1995","indirect migration background","Male","11","","",""
"Very Inexpensive","1995","indirect migration background","Female","8","","",""
"Inexpensive","1995","no migration background","Male","746","0.351069079186609","0.331214205521975","0.370923952851242"
"Inexpensive","1995","no migration background","Female","758","0.332663917975224","0.313383051948782","0.351944784001666"
"Inexpensive","1995","direct migration background","Male","83","0.30057949556937","0.244953641383413","0.356205349755327"
"Inexpensive","1995","direct migration background","Female","81","0.338634601083171","0.280088546814111","0.397180655352232"
"Inexpensive","1995","indirect migration background","Male","11","","",""
"Inexpensive","1995","indirect migration background","Female","17","","",""
"Reasonable","1995","no migration background","Male","929","0.400803873788936","0.380418341423812","0.42118940615406"
"Reasonable","1995","no migration background","Female","975","0.408711130117091","0.388594303693969","0.428827956540213"
"Reasonable","1995","direct migration background","Male","103","0.337480258550166","0.280114672360012","0.394845844740319"
"Reasonable","1995","direct migration background","Female","104","0.395587634544927","0.335095451925133","0.456079817164722"
"Reasonable","1995","indirect migration background","Male","21","","",""
"Reasonable","1995","indirect migration background","Female","21","","",""
"Slightly Expensive","1995","no migration background","Male","184","0.0711685172689411","0.0604734375420741","0.0818635969958081"
"Slightly Expensive","1995","no migration background","Female","197","0.0815767056212448","0.0703757284816273","0.0927776827608622"
"Slightly Expensive","1995","direct migration background","Male","30","0.122368014643415","0.0826106109437664","0.162125418343063"
"Slightly Expensive","1995","direct migration background","Female","24","","",""
"Slightly Expensive","1995","indirect migration background","Male","6","","",""
"Slightly Expensive","1995","indirect migration background","Female","4","","",""
"Too Expensive","1995","no migration background","Male","27","","",""
"Too Expensive","1995","no migration background","Female","34","0.0161372028893929","0.0109809669295896","0.0212934388491963"
"Too Expensive","1995","direct migration background","Male","6","","",""
"Too Expensive","1995","direct migration background","Female","2","","",""
"Too Expensive","1995","indirect migration background","Male","1","","",""
"Too Expensive","1995","indirect migration background","Female","1","","",""
"Very Inexpensive","1996","no migration background","Male","323","0.169680284519429","0.154198376277465","0.185162192761392"
"Very Inexpensive","1996","no migration background","Female","326","0.161057544675285","0.14605464991342","0.17606043943715"
"Very Inexpensive","1996","direct migration background","Male","34","0.209890559949679","0.158898198182151","0.260882921717208"
"Very Inexpensive","1996","direct migration background","Female","32","0.222914798359537","0.171010492920284","0.27481910379879"
"Very Inexpensive","1996","indirect migration background","Male","8","","",""
"Very Inexpensive","1996","indirect migration background","Female","4","","",""
"Inexpensive","1996","no migration background","Male","736","0.329184530801846","0.309802139104416","0.348566922499277"
"Inexpensive","1996","no migration background","Female","768","0.33808579591642","0.318777997654492","0.357393594178348"
"Inexpensive","1996","direct migration background","Male","75","0.286007644348368","0.229422731626057","0.342592557070678"
"Inexpensive","1996","direct migration background","Female","83","0.293572886652352","0.236780350160802","0.350365423143902"
"Inexpensive","1996","indirect migration background","Male","21","","",""
