"hlf0094","year","e11103","migback","n","percent","lower_confidence","upper_confidence","value"
"Very Inexpensive","1984","Full Time","no migration background","423","0.245075934496039","0.224917576439042","0.265234292553035","1"
"Very Inexpensive","1984","Full Time","direct migration background","19","","","","1"
"Very Inexpensive","1984","Full Time","indirect migration background","","","","","1"
"Very Inexpensive","1984","Part Time","no migration background","141","0.229469396797915","0.196182356105937","0.262756437489894","1"
"Very Inexpensive","1984","Part Time","direct migration background","9","","","","1"
"Very Inexpensive","1984","Part Time","indirect migration background","1","","","","1"
"Very Inexpensive","1984","Not Working","no migration background","500","0.294035142005632","0.272633856225867","0.315436427785397","1"
"Very Inexpensive","1984","Not Working","direct migration background","19","","","","1"
"Very Inexpensive","1984","Not Working","indirect migration background","5","","","","1"
"Inexpensive","1985","Full Time","indirect migration background","1","","","","2"
"Inexpensive","1985","Not Working","no migration background","508","0.324168730436788","0.301198124665147","0.347139336208428","2"
"Inexpensive","1985","Part Time","indirect migration background","","","","","2"
"Inexpensive","1985","Full Time","no migration background","497","0.310028496826775","0.287548088012898","0.332508905640651","2"
"Inexpensive","1985","Full Time","direct migration background","47","0.314065687977558","0.242147355437836","0.385984020517281","2"
"Inexpensive","1985","Part Time","direct migration background","19","","","","2"
"Inexpensive","1985","Not Working","indirect migration background","3","","","","2"
"Inexpensive","1985","Part Time","no migration background","193","0.305895149087467","0.270112111089092","0.341678187085842","2"
"Inexpensive","1985","Not Working","direct migration background","25","","","","2"
"Reasonable","1985","Not Working","no migration background","531","0.323702143851081","0.300740152948761","0.3466641347534","3"
"Reasonable","1985","Full Time","direct migration background","70","0.41184297873209","0.335582315879976","0.488103641584203","3"
"Reasonable","1985","Part Time","indirect migration background","2","","","","3"
"Reasonable","1985","Not Working","indirect migration background","6","","","","3"
"Reasonable","1985","Full Time","no migration background","613","0.373014086468507","0.349508054167313","0.396520118769702","3"
"Reasonable","1985","Full Time","indirect migration background","3","","","","3"
"Reasonable","1985","Part Time","no migration background","232","0.363313415655016","0.32596416080068","0.400662670509352","3"
"Reasonable","1985","Part Time","direct migration background","18","","","","3"
"Reasonable","1985","Not Working","direct migration background","36","0.316098693186328","0.227165986886967","0.405031399485689","3"
"Slightly Expensive","1985","Full Time","direct migration background","20","","","","4"
"Slightly Expensive","1985","Part Time","indirect migration background","1","","","","4"
"Slightly Expensive","1985","Full Time","indirect migration background","2","","","","4"
"Slightly Expensive","1985","Not Working","direct migration background","19","","","","4"
"Slightly Expensive","1985","Not Working","indirect migration background","","","","","4"
"Slightly Expensive","1985","Full Time","no migration background","132","0.0757965487832639","0.062931947541559","0.0886611500249688","4"
"Slightly Expensive","1985","Part Time","no migration background","62","0.0879003150084137","0.0659118585731772","0.10988877144365","4"
"Slightly Expensive","1985","Part Time","direct migration background","8","","","","4"
"Slightly Expensive","1985","Not Working","no migration background","106","0.0648402151616154","0.0527555984015823","0.0769248319216486","4"
"Too Expensive","1985","Part Time","direct migration background","2","","","","5"
"Too Expensive","1985","Full Time","no migration background","44","0.0274866836995603","0.0195398015757596","0.035433565823361","5"
"Too Expensive","1985","Part Time","no migration background","23","","","","5"
"Too Expensive","1985","Full Time","direct migration background","4","","","","5"
"Too Expensive","1985","Full Time","indirect migration background","1","","","","5"
"Too Expensive","1985","Part Time","indirect migration background","","","","","5"
"Too Expensive","1985","Not Working","no migration background","23","","","","5"
"Too Expensive","1985","Not Working","direct migration background","3","","","","5"
"Too Expensive","1985","Not Working","indirect migration background","","","","","5"
"Very Inexpensive","1985","Full Time","no migration background","340","0.213674184221894","0.193750708049084","0.233597660394703","1"
"Very Inexpensive","1985","Full Time","direct migration background","19","","","","1"
"Very Inexpensive","1985","Full Time","indirect migration background","4","","","","1"
"Very Inexpensive","1985","Part Time","no migration background","127","0.206299735285223","0.174876132760169","0.237723337810277","1"
"Very Inexpensive","1985","Part Time","direct migration background","9","","","","1"
"Very Inexpensive","1985","Part Time","indirect migration background","2","","","","1"
"Very Inexpensive","1985","Not Working","no migration background","427","0.273316914912537","0.251445668784674","0.295188161040399","1"
"Very Inexpensive","1985","Not Working","direct migration background","22","","","","1"
"Very Inexpensive","1985","Not Working","indirect migration background","5","","","","1"
"Inexpensive","1986","Full Time","no migration background","495","0.297014673059556","0.275039851492796","0.318989494626315","2"
"Inexpensive","1986","Full Time","direct migration background","38","0.256066877145377","0.189063307710472","0.323070446580283","2"
"Inexpensive","1986","Full Time","indirect migration background","2","","","","2"
"Inexpensive","1986","Part Time","direct migration background","16","","","","2"
"Inexpensive","1986","Part Time","indirect migration background","2","","","","2"
"Inexpensive","1986","Not Working","no migration background","524","0.332889172707696","0.31005394897946","0.355724396435931","2"
"Inexpensive","1986","Not Working","indirect migration background","2","","","","2"
"Inexpensive","1986","Part Time","no migration background","199","0.315117442040286","0.279265514668545","0.350969369412027","2"
"Inexpensive","1986","Not Working","direct migration background","33","0.30521871386032","0.222131016670418","0.388306411050222","2"
"Reasonable","1986","Full Time","direct migration background","67","0.386126299483429","0.311385370050594","0.460867228916263","3"
"Reasonable","1986","Not Working","no migration background","618","0.3623722075383","0.33907963259748","0.385664782479121","3"
"Reasonable","1986","Full Time","no migration background","678","0.412649636886398","0.388973947738591","0.436325326034204","3"
"Reasonable","1986","Not Working","indirect migration background","6","","","","3"
"Reasonable","1986","Part Time","indirect migration background","5","","","","3"
"Reasonable","1986","Full Time","indirect migration background","6","","","","3"
"Reasonable","1986","Part Time","no migration background","253","0.3990288145825","0.361237048530841","0.436820580634159","3"
"Reasonable","1986","Part Time","direct migration background","19","","","","3"
"Reasonable","1986","Not Working","direct migration background","39","0.298633820126443","0.216058742168364","0.381208898084523","3"
"Slightly Expensive","1986","Full Time","indirect migration background","2","","","","4"
"Slightly Expensive","1986","Full Time","no migration background","188","0.110151553651969","0.0950953107844886","0.125207796519449","4"
"Slightly Expensive","1986","Part Time","indirect migration background","1","","","","4"
"Slightly Expensive","1986","Not Working","indirect migration background","5","","","","4"
"Slightly Expensive","1986","Full Time","direct migration background","32","0.195794003763093","0.134877125993403","0.256710881532784","4"
"Slightly Expensive","1986","Not Working","direct migration background","17","","","","4"
"Slightly Expensive","1986","Part Time","no migration background","66","0.0955886770844663","0.0728976342968895","0.118279719872043","4"
"Slightly Expensive","1986","Part Time","direct migration background","6","","","","4"
"Slightly Expensive","1986","Not Working","no migration background","105","0.0603700510824991","0.0488289926906942","0.071911109474304","4"
"Too Expensive","1986","Part Time","direct migration background","3","","","","5"
"Too Expensive","1986","Full Time","no migration background","51","0.028339746312529","0.0203594600013099","0.0363200326237481","5"
"Too Expensive","1986","Part Time","no migration background","21","","","","5"
"Too Expensive","1986","Full Time","direct migration background","5","","","","5"
"Too Expensive","1986","Full Time","indirect migration background","","","","","5"
"Too Expensive","1986","Part Time","indirect migration background","","","","","5"
"Too Expensive","1986","Not Working","no migration background","31","0.0182355921816707","0.0117519353755594","0.0247192489877819","5"
"Too Expensive","1986","Not Working","direct migration background","6","","","","5"
"Too Expensive","1986","Not Working","indirect migration background","1","","","","5"
"Very Inexpensive","1986","Full Time","no migration background","249","0.151844390089549","0.134585994478597","0.1691027857005","1"
"Very Inexpensive","1986","Full Time","direct migration background","21","","","","1"
"Very Inexpensive","1986","Full Time","indirect migration background","3","","","","1"
"Very Inexpensive","1986","Part Time","no migration background","106","0.161880305123392","0.133454140687145","0.190306469559639","1"
"Very Inexpensive","1986","Part Time","direct migration background","10","","","","1"
"Very Inexpensive","1986","Part Time","indirect migration background","1","","","","1"
"Very Inexpensive","1986","Not Working","no migration background","358","0.226132976489834","0.205862145099217","0.246403807880451","1"
"Very Inexpensive","1986","Not Working","direct migration background","23","","","","1"
"Very Inexpensive","1986","Not Working","indirect migration background","3","","","","1"
"Inexpensive","1987","Not Working","no migration background","554","0.382665369300059","0.358142382082511","0.407188356517607","2"
"Inexpensive","1987","Full Time","direct migration background","43","0.297478791732694","0.228351240240476","0.366606343224912","2"
"Inexpensive","1987","Full Time","indirect migration background","4","","","","2"
"Inexpensive","1987","Part Time","indirect migration background","2","","","","2"
"Inexpensive","1987","Full Time","no migration background","559","0.323207311711031","0.301072060943888","0.345342562478174","2"
"Inexpensive","1987","Not Working","indirect migration background","7","","","","2"
"Inexpensive","1987","Part Time","direct migration background","16","","","","2"
"Inexpensive","1987","Part Time","no migration background","219","0.319820226092275","0.284371381208937","0.355269070975613","2"
"Inexpensive","1987","Not Working","direct migration background","49","0.4027491115986","0.319708337379873","0.485789885817326","2"
"Reasonable","1987","Not Working","indirect migration background","7","","","","3"
"Reasonable","1987","Part Time","indirect migration background","4","","","","3"
"Reasonable","1987","Full Time","no migration background","680","0.403899176413774","0.380676494501341","0.427121858326207","3"
"Reasonable","1987","Full Time","direct migration background","73","0.3712953212313","0.298235848323258","0.444354794139343","3"
"Reasonable","1987","Full Time","indirect migration background","6","","","","3"
"Reasonable","1987","Part Time","no migration background","251","0.384303228994695","0.347332524775825","0.421273933213565","3"
"Reasonable","1987","Part Time","direct migration background","14","","","","3"
"Reasonable","1987","Not Working","no migration background","520","0.341560048129639","0.317632671183105","0.365487425076173","3"
"Reasonable","1987","Not Working","direct migration background","34","0.23862491740958","0.166455546905085","0.310794287914074","3"
"Slightly Expensive","1987","Full Time","direct migration background","31","0.127367645477753","0.0769550954454248","0.177780195510082","4"
"Slightly Expensive","1987","Part Time","indirect migration background","1","","","","4"
"Slightly Expensive","1987","Full Time","no migration background","159","0.0906133000435296","0.0770274661135629","0.104199133973496","4"
"Slightly Expensive","1987","Full Time","indirect migration background","1","","","","4"
"Slightly Expensive","1987","Part Time","no migration background","59","0.084633427438936","0.0634787816823963","0.105788073195476","4"
"Slightly Expensive","1987","Not Working","indirect migration background","3","","","","4"
"Slightly Expensive","1987","Part Time","direct migration background","12","","","","4"
"Slightly Expensive","1987","Not Working","direct migration background","19","","","","4"
"Slightly Expensive","1987","Not Working","no migration background","92","0.0549233054881849","0.0434281372615783","0.0664184737147915","4"
"Too Expensive","1987","Full Time","no migration background","51","0.0283104820239402","0.0204607755080438","0.0361601885398366","5"
"Too Expensive","1987","Part Time","no migration background","14","","","","5"
"Too Expensive","1987","Part Time","direct migration background","","","","","5"
"Too Expensive","1987","Full Time","direct migration background","","","","","5"
"Too Expensive","1987","Full Time","indirect migration background","","","","","5"
"Too Expensive","1987","Part Time","indirect migration background","","","","","5"
"Too Expensive","1987","Not Working","no migration background","44","0.0261494259008944","0.0180978533108918","0.034200998490897","5"
"Too Expensive","1987","Not Working","direct migration background","6","","","","5"
"Too Expensive","1987","Not Working","indirect migration background","","","","","5"
"Very Inexpensive","1987","Full Time","no migration background","266","0.153969729807726","0.13688820430691","0.171051255308541","1"
"Very Inexpensive","1987","Full Time","direct migration background","21","","","","1"
"Very Inexpensive","1987","Full Time","indirect migration background","3","","","","1"
"Very Inexpensive","1987","Part Time","no migration background","122","0.191843952162286","0.161917244698808","0.221770659625764","1"
"Very Inexpensive","1987","Part Time","direct migration background","10","","","","1"
"Very Inexpensive","1987","Part Time","indirect migration background","","","","","1"
"Very Inexpensive","1987","Not Working","no migration background","299","0.194701851181223","0.174723167912559","0.214680534449888","1"
"Very Inexpensive","1987","Not Working","direct migration background","26","","","","1"
"Very Inexpensive","1987","Not Working","indirect migration background","3","","","","1"
"Inexpensive","1988","Full Time","no migration background","531","0.321976423039696","0.299068055771206","0.344884790308186","2"
"Inexpensive","1988","Full Time","direct migration background","43","0.269137736223685","0.201465397482059","0.336810074965312","2"
"Inexpensive","1988","Part Time","indirect migration background","2","","","","2"
"Inexpensive","1988","Not Working","no migration background","512","0.381412644333329","0.355757221112135","0.407068067554524","2"
"Inexpensive","1988","Full Time","indirect migration background","4","","","","2"
"Inexpensive","1988","Part Time","no migration background","235","0.352672244981404","0.316275139132659","0.389069350830148","2"
"Inexpensive","1988","Part Time","direct migration background","20","","","","2"
"Inexpensive","1988","Not Working","indirect migration background","3","","","","2"
"Inexpensive","1988","Not Working","direct migration background","37","0.334159120332825","0.251468743381505","0.416849497284145","2"
"Reasonable","1988","Full Time","direct migration background","67","0.337641448159933","0.265484099022564","0.409798797297302","3"
"Reasonable","1988","Full Time","indirect migration background","6","","","","3"
"Reasonable","1988","Full Time","no migration background","642","0.408152455302436","0.384054741876738","0.432250168728134","3"
"Reasonable","1988","Part Time","no migration background","265","0.405140737715818","0.367744391858272","0.442537083573365","3"
"Reasonable","1988","Part Time","indirect migration background","5","","","","3"
"Reasonable","1988","Not Working","indirect migration background","11","","","","3"
"Reasonable","1988","Part Time","direct migration background","26","","","","3"
"Reasonable","1988","Not Working","no migration background","471","0.335398039239462","0.310461154973801","0.360334923505123","3"
"Reasonable","1988","Not Working","direct migration background","48","0.373701606582375","0.288891772064939","0.458511441099811","3"
"Slightly Expensive","1988","Full Time","direct migration background","24","","","","4"
"Slightly Expensive","1988","Full Time","no migration background","135","0.086346388644479","0.0725751634462184","0.10011761384274","4"
"Slightly Expensive","1988","Full Time","indirect migration background","3","","","","4"
"Slightly Expensive","1988","Part Time","indirect migration background","","","","","4"
"Slightly Expensive","1988","Part Time","direct migration background","9","","","","4"
"Slightly Expensive","1988","Part Time","no migration background","47","0.0734573125147296","0.0535840426314175","0.0933305823980417","4"
"Slightly Expensive","1988","Not Working","direct migration background","13","","","","4"
"Slightly Expensive","1988","Not Working","indirect migration background","2","","","","4"
"Slightly Expensive","1988","Not Working","no migration background","88","0.0594407104580499","0.0469520400181011","0.0719293808979987","4"
"Too Expensive","1988","Full Time","no migration background","27","","","","5"
"Too Expensive","1988","Full Time","direct migration background","3","","","","5"
"Too Expensive","1988","Full Time","indirect migration background","","","","","5"
"Too Expensive","1988","Part Time","no migration background","11","","","","5"
"Too Expensive","1988","Part Time","direct migration background","","","","","5"
"Too Expensive","1988","Part Time","indirect migration background","","","","","5"
"Too Expensive","1988","Not Working","no migration background","13","","","","5"
"Too Expensive","1988","Not Working","direct migration background","3","","","","5"
"Too Expensive","1988","Not Working","indirect migration background","","","","","5"
"Very Inexpensive","1988","Full Time","no migration background","263","0.167703972979797","0.149386300482753","0.186021645476842","1"
"Very Inexpensive","1988","Full Time","direct migration background","28","","","","1"
"Very Inexpensive","1988","Full Time","indirect migration background","2","","","","1"
"Very Inexpensive","1988","Part Time","no migration background","104","0.154385093265768","0.126861312262728","0.181908874268808","1"
"Very Inexpensive","1988","Part Time","direct migration background","3","","","","1"
"Very Inexpensive","1988","Part Time","indirect migration background","","","","","1"
"Very Inexpensive","1988","Not Working","no migration background","293","0.212782993852954","0.191165924682672","0.234400063023236","1"
"Very Inexpensive","1988","Not Working","direct migration background","24","","","","1"
"Very Inexpensive","1988","Not Working","indirect migration background","7","","","","1"
"Inexpensive","1989","Full Time","direct migration background","66","0.4086847339389","0.332274191595334","0.485095276282466","2"
"Inexpensive","1989","Full Time","no migration background","547","0.351695156298182","0.328068109258485","0.375322203337879","2"
"Inexpensive","1989","Part Time","no migration background","221","0.353361748491246","0.316356822531163","0.390366674451328","2"
"Inexpensive","1989","Part Time","direct migration background","24","","","","2"
"Inexpensive","1989","Part Time","indirect migration background","3","","","","2"
"Inexpensive","1989","Not Working","no migration background","538","0.399298266738797","0.373250148109635","0.425346385367959","2"
"Inexpensive","1989","Not Working","indirect migration background","8","","","","2"
"Inexpensive","1989","Full Time","indirect migration background","3","","","","2"
"Inexpensive","1989","Not Working","direct migration background","46","0.351180761329724","0.268162535469901","0.434198987189546","2"
"Reasonable","1989","Full Time","no migration background","600","0.382902493983843","0.358850138585009","0.406954849382677","3"
"Reasonable","1989","Full Time","direct migration background","52","0.300715677339192","0.229437848931312","0.371993505747071","3"
"Reasonable","1989","Full Time","indirect migration background","11","","","","3"
"Reasonable","1989","Part Time","indirect migration background","3","","","","3"
"Reasonable","1989","Not Working","indirect migration background","8","","","","3"
"Reasonable","1989","Part Time","no migration background","220","0.333215525251761","0.296725477653347","0.369705572850175","3"
"Reasonable","1989","Part Time","direct migration background","26","","","","3"
"Reasonable","1989","Not Working","no migration background","416","0.298783415593145","0.274438821410318","0.323128009775971","3"
"Reasonable","1989","Not Working","direct migration background","43","0.303449432056615","0.223490732830029","0.3834081312832","3"
"Slightly Expensive","1989","Full Time","direct migration background","16","","","","4"
"Slightly Expensive","1989","Full Time","no migration background","122","0.0757990051799165","0.0627026155292145","0.0888953948306185","4"
"Slightly Expensive","1989","Part Time","indirect migration background","","","","","4"
"Slightly Expensive","1989","Full Time","indirect migration background","4","","","","4"
"Slightly Expensive","1989","Part Time","direct migration background","9","","","","4"
"Slightly Expensive","1989","Part Time","no migration background","53","0.0854236874112026","0.0637856330305021","0.107061741791903","4"
"Slightly Expensive","1989","Not Working","direct migration background","12","","","","4"
"Slightly Expensive","1989","Not Working","indirect migration background","2","","","","4"
"Slightly Expensive","1989","Not Working","no migration background","63","0.0444221596731657","0.0334641652403555","0.0553801541059759","4"
"Too Expensive","1989","Full Time","no migration background","19","","","","5"
"Too Expensive","1989","Full Time","direct migration background","3","","","","5"
"Too Expensive","1989","Full Time","indirect migration background","","","","","5"
"Too Expensive","1989","Part Time","no migration background","14","","","","5"
"Too Expensive","1989","Part Time","direct migration background","","","","","5"
"Too Expensive","1989","Part Time","indirect migration background","","","","","5"
"Too Expensive","1989","Not Working","no migration background","14","","","","5"
"Too Expensive","1989","Not Working","direct migration background","","","","","5"
"Too Expensive","1989","Not Working","indirect migration background","","","","","5"
"Very Inexpensive","1989","Full Time","no migration background","281","0.178884378738569","0.159920595396284","0.197848162080854","1"
"Very Inexpensive","1989","Full Time","direct migration background","22","","","","1"
"Very Inexpensive","1989","Full Time","indirect migration background","","","","","1"
"Very Inexpensive","1989","Part Time","no migration background","133","0.206853200736241","0.175496743625596","0.238209657846886","1"
"Very Inexpensive","1989","Part Time","direct migration background","12","","","","1"
"Very Inexpensive","1989","Part Time","indirect migration background","3","","","","1"
"Very Inexpensive","1989","Not Working","no migration background","327","0.24765375668168","0.224695994933526","0.270611518429834","1"
"Very Inexpensive","1989","Not Working","direct migration background","26","","","","1"
"Very Inexpensive","1989","Not Working","indirect migration background","5","","","","1"
"Inexpensive","1990","Part Time","indirect migration background","6","","","","2"
"Inexpensive","1990","Full Time","indirect migration background","5","","","","2"
"Inexpensive","1990","Part Time","direct migration background","19","","","","2"
"Inexpensive","1990","Full Time","no migration background","537","0.359935401813017","0.335781934372762","0.384088869253271","2"
"Inexpensive","1990","Not Working","direct migration background","55","0.388509741914532","0.305044016730234","0.47197546709883","2"
"Inexpensive","1990","Not Working","indirect migration background","9","","","","2"
"Inexpensive","1990","Full Time","direct migration background","67","0.28454874341391","0.21987981729536","0.34921766953246","2"
"Inexpensive","1990","Part Time","no migration background","226","0.365593848482939","0.32813586783636","0.403051829129519","2"
"Inexpensive","1990","Not Working","no migration background","518","0.396059010527258","0.369645118046013","0.422472903008503","2"
"Reasonable","1990","Full Time","direct migration background","72","0.404161853093764","0.333827240455795","0.474496465731733","3"
"Reasonable","1990","Full Time","no migration background","569","0.372023286670994","0.34770056707941","0.396346006262577","3"
"Reasonable","1990","Full Time","indirect migration background","10","","","","3"
"Reasonable","1990","Part Time","no migration background","218","0.339599634483711","0.302765668056344","0.376433600911077","3"
"Reasonable","1990","Part Time","direct migration background","34","0.391560316246185","0.27959209931432","0.503528533178049","3"
"Reasonable","1990","Part Time","indirect migration background","6","","","","3"
"Reasonable","1990","Not Working","indirect migration background","7","","","","3"
"Reasonable","1990","Not Working","no migration background","432","0.328572124649275","0.303205058266446","0.353939191032103","3"
"Reasonable","1990","Not Working","direct migration background","38","0.235311613452082","0.162671523838255","0.307951703065909","3"
"Slightly Expensive","1990","Full Time","direct migration background","19","","","","4"
"Slightly Expensive","1990","Full Time","no migration background","105","0.0687362342226428","0.0560045892105144","0.0814678792347711","4"
"Slightly Expensive","1990","Full Time","indirect migration background","","","","","4"
"Slightly Expensive","1990","Part Time","direct migration background","10","","","","4"
"Slightly Expensive","1990","Part Time","indirect migration background","","","","","4"
"Slightly Expensive","1990","Not Working","no migration background","63","0.0436305601706657","0.032598326726332","0.0546627936149994","4"
"Slightly Expensive","1990","Not Working","indirect migration background","1","","","","4"
"Slightly Expensive","1990","Part Time","no migration background","53","0.0842605863665765","0.0626553301856395","0.105865842547513","4"
"Slightly Expensive","1990","Not Working","direct migration background","6","","","","4"
"Too Expensive","1990","Full Time","no migration background","22","","","","5"
"Too Expensive","1990","Full Time","direct migration background","3","","","","5"
"Too Expensive","1990","Part Time","no migration background","8","","","","5"
"Too Expensive","1990","Part Time","direct migration background","","","","","5"
"Too Expensive","1990","Not Working","no migration background","7","","","","5"
"Too Expensive","1990","Not Working","direct migration background","2","","","","5"
"Too Expensive","1990","Not Working","indirect migration background","","","","","5"
"Too Expensive","1990","Full Time","indirect migration background","","","","","5"
"Too Expensive","1990","Part Time","indirect migration background","","","","","5"
"Very Inexpensive","1990","Full Time","no migration background","284","0.187343615657494","0.167708736838839","0.206978494476149","1"
"Very Inexpensive","1990","Full Time","direct migration background","26","","","","1"
"Very Inexpensive","1990","Full Time","indirect migration background","1","","","","1"
"Very Inexpensive","1990","Part Time","no migration background","130","0.198595185966517","0.167565915837074","0.22962445609596","1"
"Very Inexpensive","1990","Part Time","direct migration background","10","","","","1"
"Very Inexpensive","1990","Part Time","indirect migration background","2","","","","1"
"Very Inexpensive","1990","Not Working","no migration background","297","0.226092322936088","0.203500946670784","0.248683699201393","1"
"Very Inexpensive","1990","Not Working","direct migration background","30","0.349533424285716","0.267880960888292","0.43118588768314","1"
"Very Inexpensive","1990","Not Working","indirect migration background","5","","","","1"
"Inexpensive","1991","Full Time","no migration background","488","0.340584958737404","0.316158747909037","0.365011169565772","2"
"Inexpensive","1991","Part Time","direct migration background","20","","","","2"
"Inexpensive","1991","Part Time","indirect migration background","3","","","","2"
"Inexpensive","1991","Not Working","indirect migration background","9","","","","2"
"Inexpensive","1991","Full Time","indirect migration background","7","","","","2"
"Inexpensive","1991","Part Time","no migration background","222","0.319025210791128","0.283546376180399","0.354504045401856","2"
"Inexpensive","1991","Not Working","direct migration background","55","0.406254989846916","0.324608027523802","0.487901952170029","2"
"Inexpensive","1991","Full Time","direct migration background","64","0.408340606738239","0.340724954945267","0.475956258531211","2"
"Inexpensive","1991","Not Working","no migration background","499","0.381972072498038","0.355600917515262","0.408343227480814","2"
"Reasonable","1991","Full Time","no migration background","592","0.412493228364449","0.387119820850375","0.437866635878522","3"
"Reasonable","1991","Full Time","direct migration background","85","0.33440435102111","0.26950486326624","0.399303838775981","3"
"Reasonable","1991","Full Time","indirect migration background","11","","","","3"
"Reasonable","1991","Part Time","no migration background","262","0.401992206882429","0.364671181651837","0.43931323211302","3"
"Reasonable","1991","Part Time","direct migration background","29","","","","3"
"Reasonable","1991","Part Time","indirect migration background","4","","","","3"
"Reasonable","1991","Not Working","indirect migration background","13","","","","3"
"Reasonable","1991","Not Working","no migration background","487","0.368636796904418","0.342452056619663","0.394821537189173","3"
"Reasonable","1991","Not Working","direct migration background","41","0.283872612279267","0.208918135021632","0.358827089536903","3"
"Slightly Expensive","1991","Full Time","direct migration background","22","","","","4"
"Slightly Expensive","1991","Full Time","no migration background","109","0.0743972493163997","0.0608717065421513","0.0879227920906481","4"
"Slightly Expensive","1991","Full Time","indirect migration background","1","","","","4"
"Slightly Expensive","1991","Part Time","no migration background","43","0.0732205514594383","0.0533917702005315","0.0930493327183451","4"
"Slightly Expensive","1991","Part Time","direct migration background","6","","","","4"
"Slightly Expensive","1991","Part Time","indirect migration background","2","","","","4"
"Slightly Expensive","1991","Not Working","no migration background","42","0.0348662970823169","0.0249098142487076","0.0448227799159262","4"
"Slightly Expensive","1991","Not Working","indirect migration background","1","","","","4"
"Slightly Expensive","1991","Not Working","direct migration background","7","","","","4"
"Too Expensive","1991","Full Time","no migration background","25","","","","5"
"Too Expensive","1991","Full Time","direct migration background","9","","","","5"
"Too Expensive","1991","Full Time","indirect migration background","1","","","","5"
"Too Expensive","1991","Part Time","no migration background","11","","","","5"
"Too Expensive","1991","Part Time","direct migration background","4","","","","5"
"Too Expensive","1991","Not Working","no migration background","14","","","","5"
"Too Expensive","1991","Not Working","direct migration background","4","","","","5"
"Too Expensive","1991","Not Working","indirect migration background","1","","","","5"
"Too Expensive","1991","Part Time","indirect migration background","","","","","5"
"Very Inexpensive","1991","Full Time","no migration background","232","0.155452888441635","0.136777257501326","0.174128519381944","1"
"Very Inexpensive","1991","Full Time","direct migration background","23","","","","1"
"Very Inexpensive","1991","Full Time","indirect migration background","1","","","","1"
"Very Inexpensive","1991","Part Time","no migration background","125","0.186866430130754","0.157195038429981","0.216537821831526","1"
"Very Inexpensive","1991","Part Time","direct migration background","11","","","","1"
"Very Inexpensive","1991","Part Time","indirect migration background","4","","","","1"
"Very Inexpensive","1991","Not Working","no migration background","262","0.199084074306411","0.177410975042626","0.220757173570197","1"
"Very Inexpensive","1991","Not Working","direct migration background","32","0.269043746884271","0.195321623575932","0.342765870192609","1"
