"hlf0094","year","e11103","migback","n","percent","lower_confidence","upper_confidence","value"
"Reasonable","2014","Part Time","no migration background","1423","0.495467905545188","0.477063418303162","0.513872392787214","3"
"Reasonable","2014","Not Working","no migration background","1975","0.479731966968971","0.464322847079478","0.495141086858464","3"
"Reasonable","2014","Not Working","direct migration background","194","0.389376799105631","0.342854244789176","0.435899353422087","3"
"Slightly Expensive","2014","Full Time","direct migration background","74","0.113613956653475","0.090088568374217","0.137139344932734","4"
"Slightly Expensive","2014","Part Time","indirect migration background","17","","","","4"
"Slightly Expensive","2014","Full Time","no migration background","325","0.0901265677821115","0.0814887132722328","0.0987644222919901","4"
"Slightly Expensive","2014","Part Time","direct migration background","44","0.126442148254156","0.0965228991996751","0.156361397308637","4"
"Slightly Expensive","2014","Not Working","indirect migration background","23","","","","4"
"Slightly Expensive","2014","Part Time","no migration background","196","0.0801685459940765","0.0701725127672217","0.0901645792209314","4"
"Slightly Expensive","2014","Not Working","direct migration background","44","0.126967961057351","0.0952025829454471","0.158733339169255","4"
"Slightly Expensive","2014","Full Time","indirect migration background","25","","","","4"
"Slightly Expensive","2014","Not Working","no migration background","274","0.0830726091321485","0.0745600266626424","0.0915851916016545","4"
"Too Expensive","2014","Full Time","no migration background","47","0.0122594477240591","0.00894015257108181","0.0155787428770364","5"
"Too Expensive","2014","Full Time","direct migration background","20","","","","5"
"Too Expensive","2014","Full Time","indirect migration background","2","","","","5"
"Too Expensive","2014","Part Time","no migration background","35","0.0111113550366607","0.00725276386093964","0.0149699462123817","5"
"Too Expensive","2014","Part Time","direct migration background","11","","","","5"
"Too Expensive","2014","Part Time","indirect migration background","4","","","","5"
"Too Expensive","2014","Not Working","no migration background","46","0.0131955996757919","0.00967598566216173","0.0167152136894221","5"
"Too Expensive","2014","Not Working","direct migration background","15","","","","5"
"Too Expensive","2014","Not Working","indirect migration background","5","","","","5"
"Very Inexpensive","2014","Full Time","no migration background","432","0.107527296535822","0.0981830172370175","0.116871575834626","1"
"Very Inexpensive","2014","Full Time","direct migration background","46","0.0736716460484804","0.0543055461124804","0.0930377459844803","1"
"Very Inexpensive","2014","Full Time","indirect migration background","20","","","","1"
"Very Inexpensive","2014","Part Time","no migration background","314","0.117912080655274","0.106040551922381","0.129783609388167","1"
"Very Inexpensive","2014","Not Working","no migration background","491","0.119044458431915","0.109056044737163","0.129032872126668","1"
"Very Inexpensive","2014","Not Working","direct migration background","45","0.139540242661002","0.106479935493686","0.172600549828319","1"
"Very Inexpensive","2014","Part Time","indirect migration background","16","","","","1"
"Very Inexpensive","2014","Not Working","indirect migration background","16","","","","1"
"Very Inexpensive","2014","Part Time","direct migration background","27","","","","1"
