"hlf0094","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence"
"Slightly Expensive","1999","Couple + C. LE and GT 16","Male","46","0.126445981279873","0.0919220303560808","0.160969932203665"
"Slightly Expensive","1999","Couple + C. LE and GT 16","Female","35","0.0902317242990775","0.0595963299594144","0.120867118638741"
"Too Expensive","1999","1-pers.-HH","Male","3","","",""
"Too Expensive","1999","1-pers.-HH","Female","1","","",""
"Too Expensive","1999","(Married) couple without C. ","Male","10","","",""
"Too Expensive","1999","(Married) couple without C. ","Female","10","","",""
"Too Expensive","1999","Single parent ","Male","4","","",""
"Too Expensive","1999","Single parent ","Female","9","","",""
"Too Expensive","1999","Couple + C. LE 16 ","Male","14","","",""
"Too Expensive","1999","Couple + C. LE 16 ","Female","14","","",""
"Too Expensive","1999","Couple + C. GT 16 ","Male","13","","",""
"Too Expensive","1999","Couple + C. GT 16 ","Female","14","","",""
"Too Expensive","1999","Couple + C. LE and GT 16","Male","13","","",""
"Too Expensive","1999","Couple + C. LE and GT 16","Female","12","","",""
"Very Inexpensive","2000","1-pers.-HH","Male","54","0.180620283004219","0.137516713001914","0.223723853006525"
"Very Inexpensive","2000","1-pers.-HH","Female","89","0.172705430526428","0.140341181727269","0.205069679325587"
"Very Inexpensive","2000","(Married) couple without C. ","Male","296","0.170544145774566","0.153456196315134","0.187632095233999"
"Very Inexpensive","2000","(Married) couple without C. ","Female","301","0.171011246454619","0.153932240590582","0.188090252318656"
"Very Inexpensive","2000","Single parent ","Male","21","","",""
"Very Inexpensive","2000","Single parent ","Female","27","","",""
"Very Inexpensive","2000","Couple + C. LE 16 ","Male","120","0.0939442867830844","0.077879594097563","0.110008979468606"
"Very Inexpensive","2000","Couple + C. LE 16 ","Female","119","0.0959670216681994","0.0798373075066107","0.112096735829788"
"Very Inexpensive","2000","Couple + C. GT 16 ","Male","168","0.132728682732076","0.114494674169761","0.15096269129439"
"Very Inexpensive","2000","Couple + C. GT 16 ","Female","162","0.144153490365273","0.124018503133831","0.164288477596715"
"Very Inexpensive","2000","Couple + C. LE and GT 16","Male","82","0.148375580344068","0.119643657184134","0.177107503504002"
"Very Inexpensive","2000","Couple + C. LE and GT 16","Female","80","0.156749526528438","0.127536871924022","0.185962181132853"
"Inexpensive","2000","1-pers.-HH","Male","100","0.325734107823952","0.273225005770952","0.378243209876951"
"Inexpensive","2000","1-pers.-HH","Female","184","0.349961878162453","0.309124088283197","0.39079966804171"
"Inexpensive","2000","(Married) couple without C. ","Male","676","0.364780510786316","0.34291031730676","0.386650704265872"
"Inexpensive","2000","(Married) couple without C. ","Female","669","0.357334533025281","0.335597217545013","0.379071848505548"
"Inexpensive","2000","Single parent ","Male","37","0.243479626950285","0.175914302003119","0.311044951897451"
"Inexpensive","2000","Single parent ","Female","56","0.277519760791094","0.216667549253334","0.338371972328853"
"Inexpensive","2000","Couple + C. LE 16 ","Male","378","0.301461692020708","0.276193686464234","0.326729697577181"
"Inexpensive","2000","Couple + C. LE 16 ","Female","371","0.286946338413794","0.262175826782148","0.311716850045439"
"Inexpensive","2000","Couple + C. GT 16 ","Male","441","0.332384764911293","0.307068131988469","0.357701397834116"
"Inexpensive","2000","Couple + C. GT 16 ","Female","389","0.34300163408556","0.315788969127977","0.370214299043144"
"Inexpensive","2000","Couple + C. LE and GT 16","Male","166","0.305664136163306","0.268427840521658","0.342900431804953"
"Inexpensive","2000","Couple + C. LE and GT 16","Female","190","0.349109148227598","0.310806896457523","0.387411399997673"
"Reasonable","2000","1-pers.-HH","Male","120","0.408344961881073","0.35327240221417","0.463417521547976"
"Reasonable","2000","1-pers.-HH","Female","202","0.387930049112088","0.346208570873601","0.429651527350575"
"Reasonable","2000","(Married) couple without C. ","Male","725","0.378218651736378","0.356186078588357","0.400251224884399"
"Reasonable","2000","(Married) couple without C. ","Female","731","0.387319046400284","0.365222339817112","0.409415752983457"
"Reasonable","2000","Single parent ","Male","76","0.471440846219926","0.392855305634695","0.550026386805157"
"Reasonable","2000","Single parent ","Female","98","0.477083151207856","0.409205035033945","0.544961267381767"
"Reasonable","2000","Couple + C. LE 16 ","Male","606","0.465063221256763","0.437599017632096","0.492527424881429"
"Reasonable","2000","Couple + C. LE 16 ","Female","615","0.469746135807036","0.442415668637565","0.497076602976508"
"Reasonable","2000","Couple + C. GT 16 ","Male","585","0.435990238153987","0.40933982392492","0.462640652383054"
"Reasonable","2000","Couple + C. GT 16 ","Female","499","0.416243823041072","0.387986534856729","0.444501111225415"
"Reasonable","2000","Couple + C. LE and GT 16","Male","244","0.388986871047845","0.349581794931405","0.428391947164285"
"Reasonable","2000","Couple + C. LE and GT 16","Female","239","0.363471457282899","0.32482286272088","0.402120051844919"
"Slightly Expensive","2000","1-pers.-HH","Male","28","","",""
"Slightly Expensive","2000","1-pers.-HH","Female","40","0.0732892966981991","0.0509754310370765","0.0956031623593217"
"Slightly Expensive","2000","(Married) couple without C. ","Male","141","0.0740847230368024","0.0621853286129721","0.0859841174606328"
"Slightly Expensive","2000","(Married) couple without C. ","Female","144","0.0724198839692025","0.0606633159855773","0.0841764519528277"
"Slightly Expensive","2000","Single parent ","Male","15","","",""
"Slightly Expensive","2000","Single parent ","Female","23","","",""
"Slightly Expensive","2000","Couple + C. LE 16 ","Male","136","0.116425233994","0.098764652646623","0.134085815341377"
"Slightly Expensive","2000","Couple + C. LE 16 ","Female","145","0.119707389036672","0.101930836790563","0.137483941282782"
"Slightly Expensive","2000","Couple + C. GT 16 ","Male","114","0.0836050580187219","0.0687292731662772","0.0984808428711666"
"Slightly Expensive","2000","Couple + C. GT 16 ","Female","109","0.0887303475640928","0.0724298680430913","0.105030827085094"
"Slightly Expensive","2000","Couple + C. LE and GT 16","Male","76","0.127387551491708","0.100439111770405","0.154335991213011"
"Slightly Expensive","2000","Couple + C. LE and GT 16","Female","68","0.107052422445615","0.0822096054883669","0.131895239402863"
"Too Expensive","2000","1-pers.-HH","Male","4","","",""
"Too Expensive","2000","1-pers.-HH","Female","9","","",""
"Too Expensive","2000","(Married) couple without C. ","Male","23","","",""
"Too Expensive","2000","(Married) couple without C. ","Female","22","","",""
"Too Expensive","2000","Single parent ","Male","6","","",""
"Too Expensive","2000","Single parent ","Female","4","","",""
"Too Expensive","2000","Couple + C. LE 16 ","Male","27","","",""
"Too Expensive","2000","Couple + C. LE 16 ","Female","31","0.0276331150742984","0.0186566875456051","0.0366095426029918"
"Too Expensive","2000","Couple + C. GT 16 ","Male","22","","",""
"Too Expensive","2000","Couple + C. GT 16 ","Female","10","","",""
"Too Expensive","2000","Couple + C. LE and GT 16","Male","20","","",""
"Too Expensive","2000","Couple + C. LE and GT 16","Female","18","","",""
"Very Inexpensive","2001","1-pers.-HH","Male","40","0.154709585935951","0.112577160863662","0.19684201100824"
"Very Inexpensive","2001","1-pers.-HH","Female","68","0.143504667187818","0.111775608868221","0.175233725507415"
"Very Inexpensive","2001","(Married) couple without C. ","Male","230","0.146951073307462","0.129929255687793","0.16397289092713"
"Very Inexpensive","2001","(Married) couple without C. ","Female","236","0.1527357795246","0.135435899110501","0.170035659938699"
"Very Inexpensive","2001","Single parent ","Male","9","","",""
"Very Inexpensive","2001","Single parent ","Female","24","","",""
"Very Inexpensive","2001","Couple + C. LE 16 ","Male","103","0.0861400729864317","0.070035795302705","0.102244350670158"
"Very Inexpensive","2001","Couple + C. LE 16 ","Female","104","0.0855601672866949","0.0696611403920788","0.101459194181311"
"Very Inexpensive","2001","Couple + C. GT 16 ","Male","161","0.147149044126196","0.127359565270242","0.166938522982151"
"Very Inexpensive","2001","Couple + C. GT 16 ","Female","145","0.156192288062155","0.134796806487112","0.177587769637198"
"Very Inexpensive","2001","Couple + C. LE and GT 16","Male","53","0.107439758478252","0.080746345844048","0.134133171112456"
"Very Inexpensive","2001","Couple + C. LE and GT 16","Female","47","0.115915390423795","0.0882136615236496","0.143617119323941"
"Inexpensive","2001","1-pers.-HH","Male","98","0.351748148373532","0.296113843486349","0.407382453260714"
"Inexpensive","2001","1-pers.-HH","Female","163","0.350541740927685","0.30735930261582","0.39372417923955"
"Inexpensive","2001","(Married) couple without C. ","Male","580","0.34794950290187","0.325049723081468","0.370849282722272"
"Inexpensive","2001","(Married) couple without C. ","Female","566","0.334312415039639","0.311625535976643","0.356999294102636"
"Inexpensive","2001","Single parent ","Male","41","0.306443579905194","0.231145655207284","0.381741504603103"
"Inexpensive","2001","Single parent ","Female","57","0.250939658397417","0.191151461006179","0.310727855788655"
"Inexpensive","2001","Couple + C. LE 16 ","Male","321","0.260795092988711","0.235593328763674","0.285996857213749"
"Inexpensive","2001","Couple + C. LE 16 ","Female","326","0.257355080960017","0.232505781819773","0.282204380100262"
"Inexpensive","2001","Couple + C. GT 16 ","Male","388","0.309096175495072","0.283281023962162","0.334911327027983"
"Inexpensive","2001","Couple + C. GT 16 ","Female","335","0.298813624453301","0.271837009095781","0.325790239810822"
"Inexpensive","2001","Couple + C. LE and GT 16","Male","162","0.329668990475686","0.289147396210138","0.370190584741234"
"Inexpensive","2001","Couple + C. LE and GT 16","Female","175","0.341520793886927","0.300484416351927","0.382557171421928"
"Reasonable","2001","1-pers.-HH","Male","116","0.408983141688884","0.351702547932241","0.466263735445528"
"Reasonable","2001","1-pers.-HH","Female","202","0.425563474776447","0.380816377709122","0.470310571843773"
"Reasonable","2001","(Married) couple without C. ","Male","723","0.431343059609875","0.407532524232238","0.455153594987511"
"Reasonable","2001","(Married) couple without C. ","Female","728","0.435954256928134","0.412106864462477","0.45980164939379"
"Reasonable","2001","Single parent ","Male","82","0.532248810338181","0.450753682558169","0.613743938118192"
"Reasonable","2001","Single parent ","Female","101","0.533959912087577","0.465167843254493","0.602751980920662"
"Reasonable","2001","Couple + C. LE 16 ","Male","599","0.531400268924558","0.502757782346803","0.560042755502312"
"Reasonable","2001","Couple + C. LE 16 ","Female","615","0.542334566724774","0.514016417712495","0.570652715737054"
"Reasonable","2001","Couple + C. GT 16 ","Male","544","0.442982707265983","0.415233742203451","0.470731672328515"
"Reasonable","2001","Couple + C. GT 16 ","Female","504","0.451714561694039","0.422384975956046","0.481044147432032"
"Reasonable","2001","Couple + C. LE and GT 16","Male","235","0.452977928134981","0.410069385418339","0.495886470851624"
"Reasonable","2001","Couple + C. LE and GT 16","Female","236","0.454085648439693","0.411001198534922","0.497170098344463"
"Slightly Expensive","2001","1-pers.-HH","Male","25","","",""
"Slightly Expensive","2001","1-pers.-HH","Female","32","0.0721706619175178","0.0487512457412873","0.0955900780937482"
"Slightly Expensive","2001","(Married) couple without C. ","Male","109","0.0611082025156826","0.049592508720642","0.0726238963107231"
"Slightly Expensive","2001","(Married) couple without C. ","Female","110","0.0637332242388414","0.0519857087615245","0.0754807397161583"
"Slightly Expensive","2001","Single parent ","Male","10","","",""
"Slightly Expensive","2001","Single parent ","Female","15","","",""
"Slightly Expensive","2001","Couple + C. LE 16 ","Male","115","0.0961995858528399","0.0792748583518207","0.113124313353859"
"Slightly Expensive","2001","Couple + C. LE 16 ","Female","114","0.086410897556647","0.0704404577192279","0.102381337394066"
"Slightly Expensive","2001","Couple + C. GT 16 ","Male","122","0.0869291772929019","0.0711910127409982","0.102667341844806"
"Slightly Expensive","2001","Couple + C. GT 16 ","Female","106","0.081053195850849","0.064968946951242","0.097137444750456"
"Slightly Expensive","2001","Couple + C. LE and GT 16","Male","57","0.0945042558940182","0.0692885163678575","0.119719995420179"
"Slightly Expensive","2001","Couple + C. LE and GT 16","Female","45","0.0748012371324886","0.052036569155468","0.0975659051095093"
"Too Expensive","2001","1-pers.-HH","Male","4","","",""
"Too Expensive","2001","1-pers.-HH","Female","4","","",""
"Too Expensive","2001","(Married) couple without C. ","Male","20","","",""
"Too Expensive","2001","(Married) couple without C. ","Female","21","","",""
"Too Expensive","2001","Single parent ","Male","2","","",""
"Too Expensive","2001","Single parent ","Female","5","","",""
"Too Expensive","2001","Couple + C. LE 16 ","Male","28","","",""
"Too Expensive","2001","Couple + C. LE 16 ","Female","30","0.0283392874718663","0.0189071754819209","0.0377713994618117"
"Too Expensive","2001","Couple + C. GT 16 ","Male","16","","",""
"Too Expensive","2001","Couple + C. GT 16 ","Female","16","","",""
"Too Expensive","2001","Couple + C. LE and GT 16","Male","10","","",""
"Too Expensive","2001","Couple + C. LE and GT 16","Female","10","","",""
"Very Inexpensive","2002","1-pers.-HH","Male","51","0.192359324008483","0.147608022354986","0.237110625661979"
"Very Inexpensive","2002","1-pers.-HH","Female","65","0.155815901297437","0.121850597178203","0.189781205416672"
"Very Inexpensive","2002","(Married) couple without C. ","Male","304","0.162128770078194","0.145770044444922","0.178487495711467"
"Very Inexpensive","2002","(Married) couple without C. ","Female","303","0.160834267705043","0.144532578093461","0.177135957316626"
"Very Inexpensive","2002","Single parent ","Male","17","","",""
"Very Inexpensive","2002","Single parent ","Female","26","","",""
"Very Inexpensive","2002","Couple + C. LE 16 ","Male","108","0.0954130919195864","0.0791722108525154","0.111653972986657"
"Very Inexpensive","2002","Couple + C. LE 16 ","Female","114","0.093975495875901","0.0780646188533671","0.109886372898435"
"Very Inexpensive","2002","Couple + C. GT 16 ","Male","181","0.137638677491862","0.119744655085333","0.155532699898392"
"Very Inexpensive","2002","Couple + C. GT 16 ","Female","150","0.135343331794538","0.116279793090831","0.154406870498246"
"Very Inexpensive","2002","Couple + C. LE and GT 16","Male","52","0.0799146312669795","0.0588736996984834","0.100955562835476"
"Very Inexpensive","2002","Couple + C. LE and GT 16","Female","55","0.0793601127777508","0.0582532421613074","0.100466983394194"
"Inexpensive","2002","1-pers.-HH","Male","104","0.375430688010272","0.320451899663008","0.430409476357535"
"Inexpensive","2002","1-pers.-HH","Female","142","0.317101004207919","0.273520918352664","0.360681090063174"
"Inexpensive","2002","(Married) couple without C. ","Male","663","0.339736510794561","0.318715163962619","0.360757857626502"
"Inexpensive","2002","(Married) couple without C. ","Female","651","0.329779925695061","0.308918677983305","0.350641173406818"
"Inexpensive","2002","Single parent ","Male","43","0.28320670790715","0.212729774488204","0.353683641326096"
"Inexpensive","2002","Single parent ","Female","49","0.273407297045464","0.212835983724255","0.333978610366674"
"Inexpensive","2002","Couple + C. LE 16 ","Male","331","0.251765176462233","0.227771475588003","0.275758877336463"
"Inexpensive","2002","Couple + C. LE 16 ","Female","334","0.241338063772481","0.218005960298297","0.264670167246664"
"Inexpensive","2002","Couple + C. GT 16 ","Male","462","0.331321737255331","0.306874675812116","0.355768798698547"
"Inexpensive","2002","Couple + C. GT 16 ","Female","409","0.347495329878935","0.320959691533519","0.374030968224352"
"Inexpensive","2002","Couple + C. LE and GT 16","Male","190","0.337739461083296","0.301041402148383","0.374437520018208"
"Inexpensive","2002","Couple + C. LE and GT 16","Female","192","0.348620907121894","0.311409898827968","0.385831915415821"
"Reasonable","2002","1-pers.-HH","Male","113","0.354500250352031","0.300188190885737","0.408812309818325"
"Reasonable","2002","1-pers.-HH","Female","196","0.453744875310284","0.407120324102761","0.500369426517807"
"Reasonable","2002","(Married) couple without C. ","Male","849","0.429255602580084","0.407286637428059","0.451224567732109"
"Reasonable","2002","(Married) couple without C. ","Female","861","0.439437016159919","0.417413838462366","0.461460193857472"
"Reasonable","2002","Single parent ","Male","82","0.534988209060653","0.45696885460282","0.613007563518486"
"Reasonable","2002","Single parent ","Female","112","0.480337531338624","0.412440566536342","0.548234496140905"
"Reasonable","2002","Couple + C. LE 16 ","Male","664","0.528554173027264","0.500958492841819","0.556149853212709"
"Reasonable","2002","Couple + C. LE 16 ","Female","681","0.536836501000171","0.509646763435092","0.56402623856525"
"Reasonable","2002","Couple + C. GT 16 ","Male","600","0.423650862351608","0.397985939235247","0.449315785467969"
"Reasonable","2002","Couple + C. GT 16 ","Female","516","0.397329916141111","0.370060320953588","0.424599511328634"
"Reasonable","2002","Couple + C. LE and GT 16","Male","308","0.463659044473102","0.424963799514537","0.502354289431668"
"Reasonable","2002","Couple + C. LE and GT 16","Female","302","0.462656027044269","0.423721659945945","0.501590394142594"
"Slightly Expensive","2002","1-pers.-HH","Male","27","","",""
"Slightly Expensive","2002","1-pers.-HH","Female","30","0.0652570907375706","0.04212733855633","0.0883868429188111"
"Slightly Expensive","2002","(Married) couple without C. ","Male","115","0.0603733546309645","0.0498019888244486","0.0709447204374803"
"Slightly Expensive","2002","(Married) couple without C. ","Female","119","0.0632868427384602","0.052482969459877","0.0740907160170435"
"Slightly Expensive","2002","Single parent ","Male","9","","",""
"Slightly Expensive","2002","Single parent ","Female","17","","",""
"Slightly Expensive","2002","Couple + C. LE 16 ","Male","135","0.109428999599966","0.0921713780389435","0.126686621160988"
"Slightly Expensive","2002","Couple + C. LE 16 ","Female","143","0.113847674808719","0.0965282642458902","0.131167085371548"
"Slightly Expensive","2002","Couple + C. GT 16 ","Male","169","0.100111157575085","0.0845217801552089","0.115700534994961"
"Slightly Expensive","2002","Couple + C. GT 16 ","Female","152","0.1137351396487","0.0960425119475284","0.131427767349872"
"Slightly Expensive","2002","Couple + C. LE and GT 16","Male","76","0.0875179992372161","0.065590020812384","0.109445977662048"
"Slightly Expensive","2002","Couple + C. LE and GT 16","Female","68","0.0877706406842071","0.0656751081416821","0.109866173226732"
"Too Expensive","2002","1-pers.-HH","Male","3","","",""
"Too Expensive","2002","1-pers.-HH","Female","5","","",""
"Too Expensive","2002","(Married) couple without C. ","Male","19","","",""
"Too Expensive","2002","(Married) couple without C. ","Female","17","","",""
"Too Expensive","2002","Single parent ","Male","6","","",""
"Too Expensive","2002","Single parent ","Female","4","","",""
"Too Expensive","2002","Couple + C. LE 16 ","Male","19","","",""
"Too Expensive","2002","Couple + C. LE 16 ","Female","20","","",""
"Too Expensive","2002","Couple + C. GT 16 ","Male","12","","",""
"Too Expensive","2002","Couple + C. GT 16 ","Female","10","","",""
"Too Expensive","2002","Couple + C. LE and GT 16","Male","12","","",""
"Too Expensive","2002","Couple + C. LE and GT 16","Female","13","","",""
"Very Inexpensive","2003","1-pers.-HH","Male","","","",""
"Very Inexpensive","2003","1-pers.-HH","Female","","","",""
"Very Inexpensive","2003","(Married) couple without C. ","Male","","","",""
"Very Inexpensive","2003","(Married) couple without C. ","Female","","","",""
"Very Inexpensive","2003","Single parent ","Male","","","",""
"Very Inexpensive","2003","Single parent ","Female","","","",""
"Very Inexpensive","2003","Couple + C. LE 16 ","Male","","","",""
"Very Inexpensive","2003","Couple + C. LE 16 ","Female","","","",""
"Very Inexpensive","2003","Couple + C. GT 16 ","Male","","","",""
"Very Inexpensive","2003","Couple + C. GT 16 ","Female","","","",""
"Very Inexpensive","2003","Couple + C. LE and GT 16","Male","","","",""
"Very Inexpensive","2003","Couple + C. LE and GT 16","Female","","","",""
"Inexpensive","2003","1-pers.-HH","Male","","","",""
"Inexpensive","2003","1-pers.-HH","Female","","","",""
"Inexpensive","2003","(Married) couple without C. ","Male","","","",""
"Inexpensive","2003","(Married) couple without C. ","Female","","","",""
"Inexpensive","2003","Single parent ","Male","","","",""
"Inexpensive","2003","Single parent ","Female","","","",""
"Inexpensive","2003","Couple + C. LE 16 ","Male","","","",""
"Inexpensive","2003","Couple + C. LE 16 ","Female","","","",""
"Inexpensive","2003","Couple + C. GT 16 ","Male","","","",""
"Inexpensive","2003","Couple + C. GT 16 ","Female","","","",""
"Inexpensive","2003","Couple + C. LE and GT 16","Male","","","",""
"Inexpensive","2003","Couple + C. LE and GT 16","Female","","","",""
"Reasonable","2003","1-pers.-HH","Male","","","",""
"Reasonable","2003","1-pers.-HH","Female","","","",""
"Reasonable","2003","(Married) couple without C. ","Male","","","",""
"Reasonable","2003","(Married) couple without C. ","Female","","","",""
"Reasonable","2003","Single parent ","Male","","","",""
"Reasonable","2003","Single parent ","Female","","","",""
"Reasonable","2003","Couple + C. LE 16 ","Male","","","",""
"Reasonable","2003","Couple + C. LE 16 ","Female","","","",""
"Reasonable","2003","Couple + C. GT 16 ","Male","","","",""
"Reasonable","2003","Couple + C. GT 16 ","Female","","","",""
"Reasonable","2003","Couple + C. LE and GT 16","Male","","","",""
"Reasonable","2003","Couple + C. LE and GT 16","Female","","","",""
"Slightly Expensive","2003","1-pers.-HH","Male","","","",""
"Slightly Expensive","2003","1-pers.-HH","Female","","","",""
"Slightly Expensive","2003","(Married) couple without C. ","Male","","","",""
"Slightly Expensive","2003","(Married) couple without C. ","Female","","","",""
"Slightly Expensive","2003","Single parent ","Male","","","",""
"Slightly Expensive","2003","Single parent ","Female","","","",""
"Slightly Expensive","2003","Couple + C. LE 16 ","Male","","","",""
"Slightly Expensive","2003","Couple + C. LE 16 ","Female","","","",""
"Slightly Expensive","2003","Couple + C. GT 16 ","Male","","","",""
"Slightly Expensive","2003","Couple + C. GT 16 ","Female","","","",""
"Slightly Expensive","2003","Couple + C. LE and GT 16","Male","","","",""
"Slightly Expensive","2003","Couple + C. LE and GT 16","Female","","","",""
"Too Expensive","2003","1-pers.-HH","Male","","","",""
"Too Expensive","2003","1-pers.-HH","Female","","","",""
"Too Expensive","2003","(Married) couple without C. ","Male","","","",""
"Too Expensive","2003","(Married) couple without C. ","Female","","","",""
"Too Expensive","2003","Single parent ","Male","","","",""
"Too Expensive","2003","Single parent ","Female","","","",""
"Too Expensive","2003","Couple + C. LE 16 ","Male","","","",""
"Too Expensive","2003","Couple + C. LE 16 ","Female","","","",""
"Too Expensive","2003","Couple + C. GT 16 ","Male","","","",""
"Too Expensive","2003","Couple + C. GT 16 ","Female","","","",""
"Too Expensive","2003","Couple + C. LE and GT 16","Male","","","",""
"Too Expensive","2003","Couple + C. LE and GT 16","Female","","","",""
"Very Inexpensive","2004","1-pers.-HH","Male","","","",""
"Very Inexpensive","2004","1-pers.-HH","Female","","","",""
"Very Inexpensive","2004","(Married) couple without C. ","Male","","","",""
"Very Inexpensive","2004","(Married) couple without C. ","Female","","","",""
"Very Inexpensive","2004","Single parent ","Male","","","",""
"Very Inexpensive","2004","Single parent ","Female","","","",""
"Very Inexpensive","2004","Couple + C. LE 16 ","Male","","","",""
"Very Inexpensive","2004","Couple + C. LE 16 ","Female","","","",""
"Very Inexpensive","2004","Couple + C. GT 16 ","Male","","","",""
"Very Inexpensive","2004","Couple + C. GT 16 ","Female","","","",""
"Very Inexpensive","2004","Couple + C. LE and GT 16","Male","","","",""
"Very Inexpensive","2004","Couple + C. LE and GT 16","Female","","","",""
"Inexpensive","2004","1-pers.-HH","Male","","","",""
"Inexpensive","2004","1-pers.-HH","Female","","","",""
"Inexpensive","2004","(Married) couple without C. ","Male","","","",""
"Inexpensive","2004","(Married) couple without C. ","Female","","","",""
"Inexpensive","2004","Single parent ","Male","","","",""
"Inexpensive","2004","Single parent ","Female","","","",""
"Inexpensive","2004","Couple + C. LE 16 ","Male","","","",""
"Inexpensive","2004","Couple + C. LE 16 ","Female","","","",""
"Inexpensive","2004","Couple + C. GT 16 ","Male","","","",""
"Inexpensive","2004","Couple + C. GT 16 ","Female","","","",""
"Inexpensive","2004","Couple + C. LE and GT 16","Male","","","",""
"Inexpensive","2004","Couple + C. LE and GT 16","Female","","","",""
"Reasonable","2004","1-pers.-HH","Male","","","",""
"Reasonable","2004","1-pers.-HH","Female","","","",""
"Reasonable","2004","(Married) couple without C. ","Male","","","",""
"Reasonable","2004","(Married) couple without C. ","Female","","","",""
"Reasonable","2004","Single parent ","Male","","","",""
"Reasonable","2004","Single parent ","Female","","","",""
"Reasonable","2004","Couple + C. LE 16 ","Male","","","",""
"Reasonable","2004","Couple + C. LE 16 ","Female","","","",""
"Reasonable","2004","Couple + C. GT 16 ","Male","","","",""
"Reasonable","2004","Couple + C. GT 16 ","Female","","","",""
"Reasonable","2004","Couple + C. LE and GT 16","Male","","","",""
"Reasonable","2004","Couple + C. LE and GT 16","Female","","","",""
"Slightly Expensive","2004","1-pers.-HH","Male","","","",""
"Slightly Expensive","2004","1-pers.-HH","Female","","","",""
"Slightly Expensive","2004","(Married) couple without C. ","Male","","","",""
"Slightly Expensive","2004","(Married) couple without C. ","Female","","","",""
"Slightly Expensive","2004","Single parent ","Male","","","",""
"Slightly Expensive","2004","Single parent ","Female","","","",""
"Slightly Expensive","2004","Couple + C. LE 16 ","Male","","","",""
"Slightly Expensive","2004","Couple + C. LE 16 ","Female","","","",""
"Slightly Expensive","2004","Couple + C. GT 16 ","Male","","","",""
"Slightly Expensive","2004","Couple + C. GT 16 ","Female","","","",""
"Slightly Expensive","2004","Couple + C. LE and GT 16","Male","","","",""
"Slightly Expensive","2004","Couple + C. LE and GT 16","Female","","","",""
"Too Expensive","2004","1-pers.-HH","Male","","","",""
"Too Expensive","2004","1-pers.-HH","Female","","","",""
"Too Expensive","2004","(Married) couple without C. ","Male","","","",""
"Too Expensive","2004","(Married) couple without C. ","Female","","","",""
"Too Expensive","2004","Single parent ","Male","","","",""
"Too Expensive","2004","Single parent ","Female","","","",""
"Too Expensive","2004","Couple + C. LE 16 ","Male","","","",""
"Too Expensive","2004","Couple + C. LE 16 ","Female","","","",""
"Too Expensive","2004","Couple + C. GT 16 ","Male","","","",""
"Too Expensive","2004","Couple + C. GT 16 ","Female","","","",""
"Too Expensive","2004","Couple + C. LE and GT 16","Male","","","",""
"Too Expensive","2004","Couple + C. LE and GT 16","Female","","","",""
"Very Inexpensive","2005","1-pers.-HH","Male","42","0.129557386366894","0.0928780629252869","0.166236709808501"
"Very Inexpensive","2005","1-pers.-HH","Female","60","0.126819178122251","0.0967025579936563","0.156935798250846"
"Very Inexpensive","2005","(Married) couple without C. ","Male","230","0.122488030171432","0.107524261610415","0.137451798732449"
"Very Inexpensive","2005","(Married) couple without C. ","Female","231","0.119945340101473","0.105211831919426","0.134678848283521"
"Very Inexpensive","2005","Single parent ","Male","11","","",""
"Very Inexpensive","2005","Single parent ","Female","16","","",""
"Very Inexpensive","2005","Couple + C. LE 16 ","Male","77","0.0713245855708448","0.0554444534831225","0.0872047176585672"
"Very Inexpensive","2005","Couple + C. LE 16 ","Female","79","0.0758530087976204","0.0598462402188229","0.091859777376418"
"Very Inexpensive","2005","Couple + C. GT 16 ","Male","145","0.101772424672627","0.0856081318515014","0.117936717493753"
"Very Inexpensive","2005","Couple + C. GT 16 ","Female","128","0.115662315184648","0.0976047340733404","0.133719896295955"
"Very Inexpensive","2005","Couple + C. LE and GT 16","Male","39","0.0813104743267852","0.0585925669304353","0.104028381723135"
"Very Inexpensive","2005","Couple + C. LE and GT 16","Female","38","0.0859602476824514","0.0626609909799725","0.10925950438493"
"Inexpensive","2005","1-pers.-HH","Male","110","0.351091776405882","0.298957647343569","0.403225905468194"
"Inexpensive","2005","1-pers.-HH","Female","159","0.336582709549656","0.293816479883895","0.379348939215416"
"Inexpensive","2005","(Married) couple without C. ","Male","595","0.334744615244374","0.313205957674383","0.356283272814366"
"Inexpensive","2005","(Married) couple without C. ","Female","596","0.331949949217802","0.310594905786638","0.353304992648966"
"Inexpensive","2005","Single parent ","Male","36","0.261442758039347","0.188392613499864","0.334492902578831"
"Inexpensive","2005","Single parent ","Female","55","0.240196505122163","0.182690374560807","0.297702635683519"
"Inexpensive","2005","Couple + C. LE 16 ","Male","232","0.227492786356166","0.201626290737125","0.253359281975208"
"Inexpensive","2005","Couple + C. LE 16 ","Female","237","0.2159355460567","0.191059309084056","0.240811783029344"
"Inexpensive","2005","Couple + C. GT 16 ","Male","401","0.313709464505109","0.288902920003624","0.338516009006593"
"Inexpensive","2005","Couple + C. GT 16 ","Female","370","0.303544832339024","0.277584361075893","0.329505303602156"
"Inexpensive","2005","Couple + C. LE and GT 16","Male","166","0.316177945494436","0.277528075848033","0.354827815140839"
"Inexpensive","2005","Couple + C. LE and GT 16","Female","168","0.315747582418214","0.277111873762282","0.354383291074147"
"Reasonable","2005","1-pers.-HH","Male","146","0.445942479542509","0.391650334033583","0.500234625051435"
