"hlf0094","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Slightly Expensive","2004","Not Employed","Couple + C. GT 16 ","","","","","4"
"Slightly Expensive","2004","Not Employed","Couple + C. LE and GT 16","","","","","4"
"Slightly Expensive","2004","Employed","1-pers.-HH","","","","","4"
"Slightly Expensive","2004","Employed","(Married) couple without C. ","","","","","4"
"Slightly Expensive","2004","Employed","Single parent ","","","","","4"
"Slightly Expensive","2004","Employed","Couple + C. LE 16 ","","","","","4"
"Slightly Expensive","2004","Employed","Couple + C. GT 16 ","","","","","4"
"Slightly Expensive","2004","Employed","Couple + C. LE and GT 16","","","","","4"
"Too Expensive","2004","Not Employed","(Married) couple without C. ","","","","","5"
"Too Expensive","2004","Not Employed","1-pers.-HH","","","","","5"
"Too Expensive","2004","Not Employed","Couple + C. LE 16 ","","","","","5"
"Too Expensive","2004","Not Employed","Couple + C. GT 16 ","","","","","5"
"Too Expensive","2004","Not Employed","Couple + C. LE and GT 16","","","","","5"
"Too Expensive","2004","Not Employed","Single parent ","","","","","5"
"Too Expensive","2004","Employed","(Married) couple without C. ","","","","","5"
"Too Expensive","2004","Employed","1-pers.-HH","","","","","5"
"Too Expensive","2004","Employed","Single parent ","","","","","5"
"Too Expensive","2004","Employed","Couple + C. LE 16 ","","","","","5"
"Too Expensive","2004","Employed","Couple + C. GT 16 ","","","","","5"
"Too Expensive","2004","Employed","Couple + C. LE and GT 16","","","","","5"
"Very Inexpensive","2004","Not Employed","1-pers.-HH","","","","","1"
"Very Inexpensive","2004","Not Employed","(Married) couple without C. ","","","","","1"
"Very Inexpensive","2004","Not Employed","Single parent ","","","","","1"
"Very Inexpensive","2004","Not Employed","Couple + C. LE 16 ","","","","","1"
"Very Inexpensive","2004","Not Employed","Couple + C. GT 16 ","","","","","1"
"Very Inexpensive","2004","Not Employed","Couple + C. LE and GT 16","","","","","1"
"Very Inexpensive","2004","Employed","1-pers.-HH","","","","","1"
"Very Inexpensive","2004","Employed","(Married) couple without C. ","","","","","1"
"Very Inexpensive","2004","Employed","Single parent ","","","","","1"
"Very Inexpensive","2004","Employed","Couple + C. LE 16 ","","","","","1"
"Very Inexpensive","2004","Employed","Couple + C. GT 16 ","","","","","1"
"Very Inexpensive","2004","Employed","Couple + C. LE and GT 16","","","","","1"
"Inexpensive","2005","Not Employed","1-pers.-HH","178","0.377854874932786","0.334252549472356","0.421457200393215","2"
"Inexpensive","2005","Not Employed","(Married) couple without C. ","686","0.327068887091786","0.306584853161366","0.347552921022206","2"
"Inexpensive","2005","Not Employed","Single parent ","35","0.306277708088031","0.224484226406517","0.388071189769544","2"
"Inexpensive","2005","Not Employed","Couple + C. LE and GT 16","89","0.278430930099859","0.229166640502345","0.327695219697374","2"
"Inexpensive","2005","Not Employed","Couple + C. LE 16 ","73","0.234387867650736","0.185378498745164","0.283397236556308","2"
"Inexpensive","2005","Not Employed","Couple + C. GT 16 ","225","0.305226441560192","0.271636270934247","0.338816612186138","2"
"Inexpensive","2005","Employed","(Married) couple without C. ","505","0.342197997539772","0.319624778417122","0.364771216662423","2"
"Inexpensive","2005","Employed","1-pers.-HH","91","0.285989763960693","0.236166518563219","0.335813009358167","2"
"Inexpensive","2005","Employed","Couple + C. LE 16 ","396","0.219643447596606","0.200372663317466","0.238914231875746","2"
"Inexpensive","2005","Employed","Couple + C. LE and GT 16","245","0.329867795076693","0.297164761266454","0.362570828886932","2"
"Inexpensive","2005","Employed","Single parent ","56","0.21617348157415","0.162859448798281","0.269487514350018","2"
"Inexpensive","2005","Employed","Couple + C. GT 16 ","546","0.310591907108502","0.289373534400667","0.331810279816337","2"
"Reasonable","2005","Not Employed","1-pers.-HH","200","0.41949643823951","0.375118423560769","0.463874452918252","3"
"Reasonable","2005","Not Employed","(Married) couple without C. ","948","0.467417251431954","0.445632305732977","0.489202197130931","3"
"Reasonable","2005","Not Employed","Couple + C. LE 16 ","166","0.614771929629399","0.558470020689555","0.671073838569244","3"
"Reasonable","2005","Not Employed","Single parent ","66","0.526809252595983","0.438213481024074","0.615405024167893","3"
"Reasonable","2005","Not Employed","Couple + C. GT 16 ","342","0.506966556489892","0.47049894349171","0.543434169488074","3"
"Reasonable","2005","Not Employed","Couple + C. LE and GT 16","173","0.482930597767434","0.428007969499765","0.537853226035103","3"
"Reasonable","2005","Employed","(Married) couple without C. ","823","0.474590501653699","0.450832185853841","0.498348817453557","3"
"Reasonable","2005","Employed","1-pers.-HH","146","0.492988787899181","0.437865913927812","0.548111661870551","3"
"Reasonable","2005","Employed","Couple + C. LE 16 ","1028","0.584974420861985","0.562039376028977","0.607909465694993","3"
"Reasonable","2005","Employed","Couple + C. LE and GT 16","440","0.502863248792773","0.468085559497288","0.537640938088257","3"
"Reasonable","2005","Employed","Single parent ","125","0.571462337806598","0.507368149105287","0.635556526507909","3"
"Reasonable","2005","Employed","Couple + C. GT 16 ","853","0.479451314459032","0.456543600518458","0.502359028399606","3"
"Slightly Expensive","2005","Not Employed","1-pers.-HH","33","0.0651937710216046","0.0429931493257222","0.0873943927174869","4"
"Slightly Expensive","2005","Not Employed","(Married) couple without C. ","106","0.052565356988833","0.0428214079207302","0.0623093060569358","4"
"Slightly Expensive","2005","Not Employed","Single parent ","7","","","","4"
"Slightly Expensive","2005","Not Employed","Couple + C. LE 16 ","30","0.0957759301839464","0.06172936034495","0.129822500022943","4"
"Slightly Expensive","2005","Not Employed","Couple + C. GT 16 ","69","0.0726045300987881","0.0536770047364073","0.0915320554611689","4"
"Slightly Expensive","2005","Not Employed","Couple + C. LE and GT 16","20","","","","4"
"Slightly Expensive","2005","Employed","1-pers.-HH","30","0.0736846849491555","0.04487937269503","0.102489997203281","4"
"Slightly Expensive","2005","Employed","(Married) couple without C. ","151","0.0901811379549008","0.076552812586162","0.10380946332364","4"
"Slightly Expensive","2005","Employed","Single parent ","25","","","","4"
"Slightly Expensive","2005","Employed","Couple + C. LE 16 ","185","0.109261022998589","0.0947398539016436","0.123782192095535","4"
"Slightly Expensive","2005","Employed","Couple + C. GT 16 ","196","0.0851453106151857","0.0723475128305704","0.0979431083998011","4"
"Slightly Expensive","2005","Employed","Couple + C. LE and GT 16","49","0.0706671434366387","0.0528420319877543","0.0884922548855231","4"
"Too Expensive","2005","Not Employed","1-pers.-HH","5","","","","5"
"Too Expensive","2005","Not Employed","(Married) couple without C. ","9","","","","5"
"Too Expensive","2005","Not Employed","Single parent ","4","","","","5"
"Too Expensive","2005","Not Employed","Couple + C. LE 16 ","1","","","","5"
"Too Expensive","2005","Not Employed","Couple + C. GT 16 ","10","","","","5"
"Too Expensive","2005","Not Employed","Couple + C. LE and GT 16","7","","","","5"
"Too Expensive","2005","Employed","(Married) couple without C. ","23","","","","5"
"Too Expensive","2005","Employed","1-pers.-HH","6","","","","5"
"Too Expensive","2005","Employed","Single parent ","6","","","","5"
"Too Expensive","2005","Employed","Couple + C. LE 16 ","25","","","","5"
"Too Expensive","2005","Employed","Couple + C. GT 16 ","35","0.015093115064439","0.00950241947855925","0.0206838106503187","5"
"Too Expensive","2005","Employed","Couple + C. LE and GT 16","12","","","","5"
"Very Inexpensive","2005","Not Employed","1-pers.-HH","59","0.125813063369619","0.0959890345153673","0.155637092223871","1"
"Very Inexpensive","2005","Not Employed","(Married) couple without C. ","266","0.14907213828122","0.133521250828981","0.164623025733459","1"
"Very Inexpensive","2005","Not Employed","Single parent ","10","","","","1"
"Very Inexpensive","2005","Not Employed","Couple + C. LE 16 ","17","","","","1"
"Very Inexpensive","2005","Not Employed","Couple + C. GT 16 ","76","0.103906923452442","0.0816493253509049","0.126164521553979","1"
"Very Inexpensive","2005","Not Employed","Couple + C. LE and GT 16","29","","","","1"
"Very Inexpensive","2005","Employed","1-pers.-HH","43","0.131194671323981","0.0939705988056322","0.16841874384233","1"
"Very Inexpensive","2005","Employed","(Married) couple without C. ","195","0.0820328534352214","0.0689767179485008","0.0950889889219419","1"
"Very Inexpensive","2005","Employed","Single parent ","17","","","","1"
"Very Inexpensive","2005","Employed","Couple + C. LE 16 ","139","0.0770258046555817","0.0646148089674325","0.089436800343731","1"
"Very Inexpensive","2005","Employed","Couple + C. GT 16 ","197","0.109718352752842","0.0953871656162734","0.12404953988941","1"
"Very Inexpensive","2005","Employed","Couple + C. LE and GT 16","48","0.0640286736085603","0.0470009589233345","0.0810563882937862","1"
"Inexpensive","2006","Not Employed","(Married) couple without C. ","823","0.33960651063252","0.320479723232578","0.358733298032462","2"
"Inexpensive","2006","Not Employed","1-pers.-HH","193","0.355083395192612","0.315342517465609","0.394824272919615","2"
"Inexpensive","2006","Not Employed","Couple + C. LE and GT 16","74","0.267657443588987","0.220458036886767","0.314856850291207","2"
"Inexpensive","2006","Not Employed","Single parent ","47","0.330314662512855","0.254284005236116","0.406345319789593","2"
"Inexpensive","2006","Not Employed","Couple + C. GT 16 ","227","0.303496337689494","0.271536618391308","0.33545605698768","2"
"Inexpensive","2006","Employed","1-pers.-HH","106","0.272922698558043","0.227034191613098","0.318811205502989","2"
"Inexpensive","2006","Employed","(Married) couple without C. ","605","0.308244754064993","0.287900148623616","0.328589359506371","2"
"Inexpensive","2006","Not Employed","Couple + C. LE 16 ","75","0.208697996974148","0.164786280364937","0.252609713583358","2"
"Inexpensive","2006","Employed","Couple + C. LE 16 ","427","0.242691813337731","0.223012105537383","0.262371521138079","2"
"Inexpensive","2006","Employed","Couple + C. GT 16 ","517","0.276629808050563","0.256441169210954","0.296818446890172","2"
"Inexpensive","2006","Employed","Couple + C. LE and GT 16","179","0.257664245775103","0.226259359622775","0.289069131927432","2"
"Inexpensive","2006","Employed","Single parent ","79","0.307541498996587","0.251448306774321","0.363634691218853","2"
"Reasonable","2006","Not Employed","1-pers.-HH","242","0.431109835927064","0.389982680567232","0.472236991286897","3"
"Reasonable","2006","Not Employed","(Married) couple without C. ","1048","0.449860804212206","0.429768580407682","0.469953028016729","3"
"Reasonable","2006","Not Employed","Couple + C. LE 16 ","194","0.556432048111982","0.502749108397262","0.610114987826702","3"
"Reasonable","2006","Not Employed","Single parent ","70","0.44990075847145","0.369479973215957","0.530321543726944","3"
"Reasonable","2006","Not Employed","Couple + C. LE and GT 16","187","0.523179190888207","0.469932506245261","0.576425875531154","3"
"Reasonable","2006","Not Employed","Couple + C. GT 16 ","398","0.474162401324085","0.439452458241169","0.508872344407001","3"
"Reasonable","2006","Employed","1-pers.-HH","169","0.48740271899321","0.435912358946166","0.538893079040253","3"
"Reasonable","2006","Employed","(Married) couple without C. ","931","0.465915730917459","0.443937953326678","0.48789350850824","3"
"Reasonable","2006","Employed","Couple + C. LE 16 ","1031","0.557901023894768","0.535103215963289","0.580698831826246","3"
"Reasonable","2006","Employed","Couple + C. GT 16 ","916","0.479130447721041","0.456584493670624","0.501676401771458","3"
"Reasonable","2006","Employed","Couple + C. LE and GT 16","399","0.532483894217831","0.496655983669406","0.568311804766257","3"
"Reasonable","2006","Employed","Single parent ","133","0.509355275880387","0.44859001201327","0.570120539747505","3"
"Slightly Expensive","2006","Not Employed","1-pers.-HH","38","0.0725563740873661","0.0510135795481073","0.0940991686266249","4"
"Slightly Expensive","2006","Not Employed","(Married) couple without C. ","154","0.0617197420782226","0.0520005318560103","0.071438952300435","4"
"Slightly Expensive","2006","Not Employed","Single parent ","7","","","","4"
"Slightly Expensive","2006","Not Employed","Couple + C. LE 16 ","31","0.147522283056723","0.109202726704319","0.185841839409127","4"
"Slightly Expensive","2006","Not Employed","Couple + C. LE and GT 16","39","0.110592882653354","0.0771577053718376","0.144028059934871","4"
"Slightly Expensive","2006","Not Employed","Couple + C. GT 16 ","78","0.0912258754655407","0.0712110630990669","0.111240687832014","4"
"Slightly Expensive","2006","Employed","Couple + C. LE 16 ","196","0.117487161843604","0.102705935105491","0.132268388581717","4"
"Slightly Expensive","2006","Employed","1-pers.-HH","48","0.143463785321431","0.107352926821879","0.179574643820983","4"
"Slightly Expensive","2006","Employed","(Married) couple without C. ","189","0.106081167687704","0.09251386909839","0.119648466277017","4"
"Slightly Expensive","2006","Employed","Single parent ","19","","","","4"
"Slightly Expensive","2006","Employed","Couple + C. LE and GT 16","70","0.0948559693221767","0.0738152233225231","0.11589671532183","4"
"Slightly Expensive","2006","Employed","Couple + C. GT 16 ","216","0.109326258179733","0.0952431403360656","0.123409376023399","4"
"Too Expensive","2006","Not Employed","1-pers.-HH","8","","","","5"
"Too Expensive","2006","Not Employed","(Married) couple without C. ","27","","","","5"
"Too Expensive","2006","Not Employed","Single parent ","2","","","","5"
"Too Expensive","2006","Not Employed","Couple + C. LE 16 ","2","","","","5"
"Too Expensive","2006","Not Employed","Couple + C. GT 16 ","14","","","","5"
"Too Expensive","2006","Not Employed","Couple + C. LE and GT 16","1","","","","5"
"Too Expensive","2006","Employed","(Married) couple without C. ","21","","","","5"
"Too Expensive","2006","Employed","1-pers.-HH","2","","","","5"
"Too Expensive","2006","Employed","Single parent ","5","","","","5"
