"hlf0094","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence","value"
"Inexpensive","2008","higher vocational","Male","141","0.244953400514711","0.20851160100863","0.281395200020793","2"
"Inexpensive","2008","higher vocational","Female","101","0.304903267778584","0.255678676908618","0.354127858648549","2"
"Inexpensive","2008","higher education","Male","399","0.245050026166558","0.22302503502117","0.267075017311945","2"
"Inexpensive","2008","higher education","Female","277","0.261307466620817","0.23523731961599","0.287377613625643","2"
"Reasonable","2008","in school","Male","93","0.491558984434055","0.419905816591313","0.563212152276798","3"
"Reasonable","2008","in school","Female","93","0.473769567378562","0.401028383683641","0.546510751073483","3"
"Reasonable","2008","inadequately","Male","5","","","","3"
"Reasonable","2008","inadequately","Female","10","","","","3"
"Reasonable","2008","general elemantary","Male","142","0.506637432637087","0.447654646283707","0.565620218990466","3"
"Reasonable","2008","general elemantary","Female","322","0.527629561847166","0.488490176801428","0.566768946892904","3"
"Reasonable","2008","middle vocational","Male","1266","0.500726081603436","0.481098965199175","0.520353198007697","3"
"Reasonable","2008","middle vocational","Female","1367","0.51091661224719","0.492134246730609","0.529698977763771","3"
"Reasonable","2008","vocational + Abi","Male","102","0.355853806356032","0.290789252868555","0.420918359843509","3"
"Reasonable","2008","vocational + Abi","Female","177","0.53648750508128","0.484467394975396","0.588507615187163","3"
"Reasonable","2008","higher vocational","Male","264","0.524489338672077","0.482171871920225","0.566806805423929","3"
"Reasonable","2008","higher vocational","Female","162","0.455463227172557","0.402213336749761","0.508713117595353","3"
"Reasonable","2008","higher education","Male","733","0.490770462836315","0.465171328452262","0.516369597220369","3"
"Reasonable","2008","higher education","Female","580","0.527080395987441","0.49745475155423","0.556706040420653","3"
"Slightly Expensive","2008","in school","Male","19","","","","4"
"Slightly Expensive","2008","in school","Female","15","","","","4"
"Slightly Expensive","2008","inadequately","Male","1","","","","4"
"Slightly Expensive","2008","inadequately","Female","4","","","","4"
"Slightly Expensive","2008","general elemantary","Male","30","0.122050907052546","0.0834321116719082","0.160669702433183","4"
"Slightly Expensive","2008","general elemantary","Female","49","0.0660760772537549","0.0466006964355501","0.0855514580719597","4"
"Slightly Expensive","2008","middle vocational","Male","209","0.0956850297666627","0.0841380392249491","0.107232020308376","4"
"Slightly Expensive","2008","middle vocational","Female","241","0.100994240783294","0.0896724959803789","0.112315985586209","4"
"Slightly Expensive","2008","vocational + Abi","Male","23","","","","4"
"Slightly Expensive","2008","vocational + Abi","Female","29","","","","4"
"Slightly Expensive","2008","higher vocational","Male","55","0.100645186492697","0.0751514650494086","0.126138907935985","4"
"Slightly Expensive","2008","higher vocational","Female","24","","","","4"
"Slightly Expensive","2008","higher education","Male","113","0.084162190490285","0.0699455468178537","0.0983788341627163","4"
"Slightly Expensive","2008","higher education","Female","108","0.0920106926625752","0.0748594641642362","0.109161921160914","4"
"Too Expensive","2008","in school","Male","","","","","5"
"Too Expensive","2008","in school","Female","2","","","","5"
"Too Expensive","2008","inadequately","Male","","","","","5"
"Too Expensive","2008","inadequately","Female","1","","","","5"
"Too Expensive","2008","general elemantary","Male","3","","","","5"
"Too Expensive","2008","general elemantary","Female","5","","","","5"
"Too Expensive","2008","middle vocational","Male","36","0.0112568436895672","0.00711554061487038","0.015398146764264","5"
"Too Expensive","2008","middle vocational","Female","49","0.0204261297050081","0.0151112252856308","0.0257410341243855","5"
"Too Expensive","2008","vocational + Abi","Male","5","","","","5"
"Too Expensive","2008","vocational + Abi","Female","3","","","","5"
"Too Expensive","2008","higher vocational","Male","11","","","","5"
"Too Expensive","2008","higher vocational","Female","6","","","","5"
"Too Expensive","2008","higher education","Male","11","","","","5"
"Too Expensive","2008","higher education","Female","9","","","","5"
"Very Inexpensive","2008","in school","Male","21","","","","1"
"Very Inexpensive","2008","in school","Female","25","","","","1"
"Very Inexpensive","2008","inadequately","Male","2","","","","1"
"Very Inexpensive","2008","inadequately","Female","2","","","","1"
"Very Inexpensive","2008","general elemantary","Male","22","","","","1"
"Very Inexpensive","2008","general elemantary","Female","59","0.0906962213273693","0.0681819872546565","0.113210455400082","1"
"Very Inexpensive","2008","middle vocational","Male","251","0.0988171313153359","0.0871030148814019","0.11053124774927","1"
"Very Inexpensive","2008","middle vocational","Female","288","0.103981091696787","0.0925122490624124","0.115449934331162","1"
"Very Inexpensive","2008","vocational + Abi","Male","21","","","","1"
"Very Inexpensive","2008","vocational + Abi","Female","45","0.14221827669994","0.105782600111861","0.178653953288019","1"
"Very Inexpensive","2008","higher vocational","Male","64","0.102476429440296","0.0767780271221947","0.128174831758398","1"
"Very Inexpensive","2008","higher vocational","Female","43","0.088740750297258","0.0583346323862792","0.119146868208237","1"
"Very Inexpensive","2008","higher education","Male","209","0.172447439183745","0.15310303103095","0.191791847336541","1"
"Very Inexpensive","2008","higher education","Female","117","0.108103817105116","0.0896785673755449","0.126529066834687","1"
"Inexpensive","2009","in school","Male","47","0.328191239759163","0.261070692322831","0.395311787195495","2"
"Inexpensive","2009","in school","Female","44","0.290192743606177","0.219425376303013","0.360960110909341","2"
"Inexpensive","2009","inadequately","Male","4","","","","2"
"Inexpensive","2009","inadequately","Female","4","","","","2"
"Inexpensive","2009","general elemantary","Male","69","0.258736421620305","0.204340851606595","0.313131991634016","2"
"Inexpensive","2009","general elemantary","Female","152","0.307635261869115","0.268745526670083","0.346524997068147","2"
"Inexpensive","2009","middle vocational","Male","696","0.295386225515589","0.276789997598063","0.313982453433115","2"
"Inexpensive","2009","middle vocational","Female","757","0.290961923520323","0.273343155303833","0.308580691736814","2"
"Inexpensive","2009","vocational + Abi","Male","52","0.209450623813678","0.153055906708784","0.265845340918572","2"
"Inexpensive","2009","vocational + Abi","Female","102","0.270150770133642","0.222530205594852","0.317771334672432","2"
"Inexpensive","2009","higher vocational","Male","164","0.317999408553588","0.278087474040224","0.357911343066952","2"
"Inexpensive","2009","higher vocational","Female","97","0.339504908817749","0.287211055993813","0.391798761641684","2"
"Inexpensive","2009","higher education","Male","414","0.325622155482775","0.301084241273369","0.350160069692182","2"
"Inexpensive","2009","higher education","Female","278","0.277725222234919","0.250788501809348","0.30466194266049","2"
"Reasonable","2009","in school","Male","104","0.477114469009428","0.40571684290127","0.548512095117587","3"
"Reasonable","2009","in school","Female","85","0.516886082578985","0.438967374842066","0.594804790315903","3"
"Reasonable","2009","inadequately","Male","5","","","","3"
"Reasonable","2009","inadequately","Female","11","","","","3"
"Reasonable","2009","general elemantary","Male","126","0.53906846196159","0.477154500582952","0.600982423340229","3"
"Reasonable","2009","general elemantary","Female","281","0.503745092733446","0.461613557967694","0.545876627499198","3"
"Reasonable","2009","middle vocational","Male","1138","0.481597265728406","0.461230136256173","0.501964395200639","3"
"Reasonable","2009","middle vocational","Female","1239","0.465794909319979","0.446445217000443","0.485144601639514","3"
"Reasonable","2009","vocational + Abi","Male","105","0.533481646908602","0.464341992932202","0.602621300885003","3"
"Reasonable","2009","vocational + Abi","Female","174","0.525950102325206","0.472400141412334","0.579500063238079","3"
"Reasonable","2009","higher vocational","Male","254","0.468826627742376","0.426058372873417","0.511594882611334","3"
"Reasonable","2009","higher vocational","Female","147","0.448992889241103","0.394065222971162","0.503920555511044","3"
"Reasonable","2009","higher education","Male","683","0.468739684427968","0.442609133100551","0.494870235755385","3"
"Reasonable","2009","higher education","Female","548","0.51183548345487","0.481772357798446","0.541898609111293","3"
"Slightly Expensive","2009","in school","Male","17","","","","4"
"Slightly Expensive","2009","in school","Female","8","","","","4"
"Slightly Expensive","2009","inadequately","Male","1","","","","4"
"Slightly Expensive","2009","inadequately","Female","2","","","","4"
"Slightly Expensive","2009","general elemantary","Male","22","","","","4"
"Slightly Expensive","2009","general elemantary","Female","46","0.069806136478156","0.048333617535086","0.0912786554212261","4"
"Slightly Expensive","2009","middle vocational","Male","203","0.0930941674442673","0.0812502189585569","0.104938115929978","4"
"Slightly Expensive","2009","middle vocational","Female","219","0.0952235067343379","0.0838376576399344","0.106609355828741","4"
"Slightly Expensive","2009","vocational + Abi","Male","19","","","","4"
"Slightly Expensive","2009","vocational + Abi","Female","23","","","","4"
"Slightly Expensive","2009","higher vocational","Male","50","0.106416508549797","0.0799882030790401","0.132844814020553","4"
"Slightly Expensive","2009","higher vocational","Female","32","0.116875964035879","0.08139738072756","0.152354547344198","4"
"Slightly Expensive","2009","higher education","Male","96","0.0699746587560626","0.0566164935840794","0.0833328239280458","4"
"Slightly Expensive","2009","higher education","Female","108","0.0936201077015017","0.076100453416107","0.111139761986896","4"
"Too Expensive","2009","in school","Male","1","","","","5"
"Too Expensive","2009","in school","Female","2","","","","5"
"Too Expensive","2009","inadequately","Male","","","","","5"
"Too Expensive","2009","inadequately","Female","1","","","","5"
"Too Expensive","2009","general elemantary","Male","4","","","","5"
"Too Expensive","2009","general elemantary","Female","7","","","","5"
"Too Expensive","2009","middle vocational","Male","24","","","","5"
"Too Expensive","2009","middle vocational","Female","34","0.0163005833597288","0.0113886160923235","0.0212125506271342","5"
"Too Expensive","2009","vocational + Abi","Male","7","","","","5"
"Too Expensive","2009","vocational + Abi","Female","2","","","","5"
"Too Expensive","2009","higher vocational","Male","6","","","","5"
"Too Expensive","2009","higher vocational","Female","4","","","","5"
"Too Expensive","2009","higher education","Male","12","","","","5"
"Too Expensive","2009","higher education","Female","6","","","","5"
"Very Inexpensive","2009","in school","Male","19","","","","1"
"Very Inexpensive","2009","in school","Female","19","","","","1"
"Very Inexpensive","2009","inadequately","Male","","","","","1"
"Very Inexpensive","2009","inadequately","Female","2","","","","1"
"Very Inexpensive","2009","general elemantary","Male","28","","","","1"
"Very Inexpensive","2009","general elemantary","Female","55","0.107747641144077","0.0816201808480305","0.133875101440123","1"
"Very Inexpensive","2009","middle vocational","Male","251","0.117040737677341","0.10393706504301","0.130144410311672","1"
"Very Inexpensive","2009","middle vocational","Female","304","0.131719077065631","0.118600789321641","0.144837364809622","1"
"Very Inexpensive","2009","vocational + Abi","Male","17","","","","1"
"Very Inexpensive","2009","vocational + Abi","Female","33","0.126977616455497","0.0912707999075593","0.162684433003435","1"
"Very Inexpensive","2009","higher vocational","Male","49","0.0912662628029926","0.0665848107678446","0.115947714838141","1"
"Very Inexpensive","2009","higher vocational","Female","35","0.0755830713675336","0.0463927398715072","0.10477340286356","1"
"Very Inexpensive","2009","higher education","Male","196","0.1251575623339","0.107830597564857","0.142484527102942","1"
"Very Inexpensive","2009","higher education","Female","122","0.109031290163424","0.0902859798460124","0.127776600480835","1"
"Inexpensive","2010","in school","Male","65","0.285698713167364","0.227443209766596","0.343954216568132","2"
"Inexpensive","2010","in school","Female","56","0.258167449847366","0.196900855389565","0.319434044305167","2"
"Inexpensive","2010","inadequately","Male","6","","","","2"
"Inexpensive","2010","inadequately","Female","7","","","","2"
"Inexpensive","2010","general elemantary","Male","81","0.30901125587358","0.257321850122524","0.360700661624637","2"
"Inexpensive","2010","general elemantary","Female","168","0.26997322237064","0.234421191023063","0.305525253718216","2"
"Inexpensive","2010","middle vocational","Male","782","0.286556683583176","0.26953005758466","0.303583309581691","2"
"Inexpensive","2010","middle vocational","Female","859","0.275911257989785","0.260209830463364","0.291612685516206","2"
"Inexpensive","2010","vocational + Abi","Male","68","0.239379793154","0.189926781206244","0.288832805101755","2"
"Inexpensive","2010","vocational + Abi","Female","161","0.298803069446246","0.260231972619548","0.337374166272944","2"
"Inexpensive","2010","higher vocational","Male","186","0.279639598429433","0.244592500108337","0.314686696750528","2"
"Inexpensive","2010","higher vocational","Female","110","0.326839075300724","0.279109499789176","0.374568650812271","2"
"Inexpensive","2010","higher education","Male","461","0.28790043282803","0.266268389067003","0.309532476589056","2"
"Inexpensive","2010","higher education","Female","347","0.253865848245898","0.230861637286957","0.27687005920484","2"
"Reasonable","2010","in school","Male","121","0.54498243573442","0.480765816990418","0.609199054478422","3"
"Reasonable","2010","in school","Female","105","0.573139598273379","0.503893836517411","0.642385360029348","3"
"Reasonable","2010","inadequately","Male","7","","","","3"
"Reasonable","2010","inadequately","Female","12","","","","3"
"Reasonable","2010","general elemantary","Male","159","0.521218291469162","0.465338149280035","0.577098433658289","3"
"Reasonable","2010","general elemantary","Female","309","0.525159582740623","0.485169328417518","0.565149837063729","3"
"Reasonable","2010","middle vocational","Male","1345","0.485868393786887","0.467047507779452","0.504689279794322","3"
"Reasonable","2010","middle vocational","Female","1615","0.517479595592668","0.499926125353299","0.535033065832038","3"
"Reasonable","2010","vocational + Abi","Male","165","0.550222634910808","0.492568149722359","0.607877120099256","3"
"Reasonable","2010","vocational + Abi","Female","273","0.495655174340436","0.45352404842636","0.537786300254513","3"
"Reasonable","2010","higher vocational","Male","324","0.555433842670822","0.516631121353216","0.594236563988427","3"
"Reasonable","2010","higher vocational","Female","195","0.456414918879852","0.405730459728178","0.507099378031525","3"
"Reasonable","2010","higher education","Male","874","0.508244213431703","0.484359667248789","0.532128759614616","3"
"Reasonable","2010","higher education","Female","715","0.529429169309544","0.503046837620463","0.555811500998625","3"
"Slightly Expensive","2010","in school","Male","19","","","","4"
"Slightly Expensive","2010","in school","Female","12","","","","4"
"Slightly Expensive","2010","inadequately","Male","2","","","","4"
"Slightly Expensive","2010","inadequately","Female","3","","","","4"
"Slightly Expensive","2010","general elemantary","Male","42","0.0847575935837506","0.0536019821081068","0.115913205059394","4"
"Slightly Expensive","2010","general elemantary","Female","51","0.0866168019463222","0.0640919335954207","0.109141670297224","4"
"Slightly Expensive","2010","middle vocational","Male","283","0.106799723323657","0.0951690976932139","0.1184303489541","4"
"Slightly Expensive","2010","middle vocational","Female","276","0.0880317926669978","0.0780784684062452","0.0979851169277504","4"
"Slightly Expensive","2010","vocational + Abi","Male","22","","","","4"
"Slightly Expensive","2010","vocational + Abi","Female","58","0.0739314194529787","0.0518825891153696","0.0959802497905877","4"
"Slightly Expensive","2010","higher vocational","Male","57","0.0760004412736534","0.0553075223982556","0.0966933601490511","4"
"Slightly Expensive","2010","higher vocational","Female","29","","","","4"
"Slightly Expensive","2010","higher education","Male","127","0.0697271748510697","0.0575593700245815","0.0818949796775578","4"
"Slightly Expensive","2010","higher education","Female","159","0.112963185682825","0.0962316412941466","0.129694730071504","4"
"Too Expensive","2010","in school","Male","3","","","","5"
"Too Expensive","2010","in school","Female","3","","","","5"
"Too Expensive","2010","inadequately","Male","","","","","5"
"Too Expensive","2010","inadequately","Female","3","","","","5"
"Too Expensive","2010","general elemantary","Male","5","","","","5"
"Too Expensive","2010","general elemantary","Female","12","","","","5"
"Too Expensive","2010","middle vocational","Male","43","0.0167788014913235","0.0119420956727903","0.0216155073098566","5"
"Too Expensive","2010","middle vocational","Female","47","0.0143229155492014","0.0101490200044455","0.0184968110939573","5"
"Too Expensive","2010","vocational + Abi","Male","6","","","","5"
"Too Expensive","2010","vocational + Abi","Female","8","","","","5"
"Too Expensive","2010","higher vocational","Male","8","","","","5"
"Too Expensive","2010","higher vocational","Female","7","","","","5"
"Too Expensive","2010","higher education","Male","28","","","","5"
"Too Expensive","2010","higher education","Female","19","","","","5"
"Very Inexpensive","2010","in school","Male","23","","","","1"
"Very Inexpensive","2010","in school","Female","20","","","","1"
"Very Inexpensive","2010","inadequately","Male","2","","","","1"
"Very Inexpensive","2010","inadequately","Female","1","","","","1"
"Very Inexpensive","2010","general elemantary","Male","20","","","","1"
"Very Inexpensive","2010","general elemantary","Female","59","0.103480542171694","0.0790887400887365","0.127872344254651","1"
"Very Inexpensive","2010","middle vocational","Male","256","0.103996397814957","0.0925014338369428","0.115491361792971","1"
"Very Inexpensive","2010","middle vocational","Female","316","0.104254438201348","0.0935195348348981","0.114989341567797","1"
"Very Inexpensive","2010","vocational + Abi","Male","25","","","","1"
"Very Inexpensive","2010","vocational + Abi","Female","41","0.122886196050915","0.095221303877055","0.150551088224775","1"
"Very Inexpensive","2010","higher vocational","Male","55","0.0731242731587798","0.0527951170001058","0.0934534293174537","1"
"Very Inexpensive","2010","higher vocational","Female","30","0.0587458283469713","0.0348180096583402","0.0826736470356025","1"
"Very Inexpensive","2010","higher education","Male","193","0.123660636792376","0.107933200590377","0.139388072994375","1"
"Very Inexpensive","2010","higher education","Female","135","0.0836853475438333","0.0690486273839984","0.0983220677036683","1"
"Inexpensive","2011","in school","Male","65","0.226591689400521","0.175410787429562","0.277772591371481","2"
"Inexpensive","2011","in school","Female","67","0.240793505791298","0.188315135104999","0.293271876477596","2"
"Inexpensive","2011","inadequately","Male","5","","","","2"
"Inexpensive","2011","inadequately","Female","13","","","","2"
"Inexpensive","2011","general elemantary","Male","101","0.238627036949709","0.196751045293903","0.280503028605514","2"
"Inexpensive","2011","general elemantary","Female","238","0.313595225317239","0.281545447763221","0.345645002871257","2"
"Inexpensive","2011","middle vocational","Male","926","0.283813031610029","0.2683105005942","0.299315562625857","2"
"Inexpensive","2011","middle vocational","Female","1075","0.285200989455577","0.27070345495224","0.299698523958914","2"
"Inexpensive","2011","vocational + Abi","Male","99","0.302701660593479","0.253504231925683","0.351899089261275","2"
"Inexpensive","2011","vocational + Abi","Female","185","0.263539374399785","0.229671422501199","0.297407326298371","2"
"Inexpensive","2011","higher vocational","Male","232","0.32253717524539","0.288993449341588","0.356080901149192","2"
"Inexpensive","2011","higher vocational","Female","118","0.314717643617982","0.269544491623285","0.359890795612679","2"
"Inexpensive","2011","higher education","Male","570","0.291378638122673","0.271333433608558","0.311423842636789","2"
"Inexpensive","2011","higher education","Female","451","0.275576327873333","0.253912293504239","0.297240362242426","2"
"Reasonable","2011","in school","Male","132","0.552958922946808","0.492173186881284","0.613744659012333","3"
"Reasonable","2011","in school","Female","135","0.531520972391013","0.470274189669564","0.592767755112462","3"
"Reasonable","2011","inadequately","Male","12","","","","3"
"Reasonable","2011","inadequately","Female","19","","","","3"
"Reasonable","2011","general elemantary","Male","210","0.581299726156191","0.532831376014053","0.629768076298328","3"
"Reasonable","2011","general elemantary","Female","426","0.531732958793686","0.497262764082084","0.566203153505288","3"
"Reasonable","2011","middle vocational","Male","1681","0.508936410669664","0.491746490351233","0.526126330988096","3"
"Reasonable","2011","middle vocational","Female","1927","0.519211692719282","0.503169052405839","0.535254333032726","3"
"Reasonable","2011","vocational + Abi","Male","171","0.522190978593976","0.468701601241708","0.575680355946244","3"
"Reasonable","2011","vocational + Abi","Female","333","0.510618681839657","0.472189294925458","0.549048068753855","3"
"Reasonable","2011","higher vocational","Male","372","0.51201450651232","0.476145176396117","0.547883836628522","3"
"Reasonable","2011","higher vocational","Female","211","0.547318368809833","0.498900962339784","0.595735775279883","3"
"Reasonable","2011","higher education","Male","1015","0.506704062730962","0.48464914310558","0.528758982356343","3"
"Reasonable","2011","higher education","Female","843","0.51354889953172","0.489314483369223","0.537783315694216","3"
"Slightly Expensive","2011","in school","Male","28","","","","4"
"Slightly Expensive","2011","in school","Female","18","","","","4"
"Slightly Expensive","2011","inadequately","Male","4","","","","4"
"Slightly Expensive","2011","inadequately","Female","7","","","","4"
"Slightly Expensive","2011","general elemantary","Male","37","0.0806867686873728","0.0539296421757586","0.107443895198987","4"
"Slightly Expensive","2011","general elemantary","Female","69","0.0721580190861863","0.0542837018633971","0.0900323363089755","4"
"Slightly Expensive","2011","middle vocational","Male","303","0.0935695812279089","0.083555575995025","0.103583586460793","4"
"Slightly Expensive","2011","middle vocational","Female","328","0.0911576901215278","0.0819156555212833","0.100399724721772","4"
"Slightly Expensive","2011","vocational + Abi","Male","32","0.0959082352275646","0.064375627069124","0.127440843386005","4"
"Slightly Expensive","2011","vocational + Abi","Female","60","0.087691142783228","0.0659471035382121","0.109435182028244","4"
"Slightly Expensive","2011","higher vocational","Male","64","0.0721513102938516","0.0535844115953513","0.0907182089923519","4"
"Slightly Expensive","2011","higher vocational","Female","36","0.0598605253646236","0.0367850062200997","0.0829360445091475","4"
"Slightly Expensive","2011","higher education","Male","151","0.0716636837810739","0.0602854002559193","0.0830419673062286","4"
"Slightly Expensive","2011","higher education","Female","154","0.107634603270051","0.0926077037385917","0.122661502801511","4"
"Too Expensive","2011","in school","Male","5","","","","5"
"Too Expensive","2011","in school","Female","7","","","","5"
"Too Expensive","2011","inadequately","Male","","","","","5"
"Too Expensive","2011","inadequately","Female","","","","","5"
"Too Expensive","2011","general elemantary","Male","15","","","","5"
"Too Expensive","2011","general elemantary","Female","11","","","","5"
"Too Expensive","2011","middle vocational","Male","52","0.0168302983250113","0.0124071308276674","0.0212534658223553","5"
"Too Expensive","2011","middle vocational","Female","55","0.0130424827001199","0.00939950904945894","0.0166854563507808","5"
"Too Expensive","2011","vocational + Abi","Male","6","","","","5"
"Too Expensive","2011","vocational + Abi","Female","10","","","","5"
"Too Expensive","2011","higher vocational","Male","6","","","","5"
"Too Expensive","2011","higher vocational","Female","5","","","","5"
"Too Expensive","2011","higher education","Male","24","","","","5"
"Too Expensive","2011","higher education","Female","19","","","","5"
"Very Inexpensive","2011","inadequately","Female","2","","","","1"
"Very Inexpensive","2011","general elemantary","Male","35","0.08359006190442","0.0563988369044935","0.110781286904347","1"
"Very Inexpensive","2011","general elemantary","Female","61","0.0752661373329342","0.0570415230355217","0.0934907516303467","1"
"Very Inexpensive","2011","middle vocational","Male","287","0.0968506781673865","0.0866810669913536","0.10702028934342","1"
"Very Inexpensive","2011","middle vocational","Female","341","0.0913871450034932","0.082134654263326","0.10063963574366","1"
"Very Inexpensive","2011","higher vocational","Male","72","0.0880247771859802","0.0676931253499716","0.108356429021989","1"
"Very Inexpensive","2011","higher vocational","Female","36","0.0661689273879764","0.0419894849592809","0.0903483698166719","1"
"Very Inexpensive","2011","higher education","Male","214","0.11653120096566","0.102376808406634","0.130685593524686","1"
"Very Inexpensive","2011","in school","Male","27","","","","1"
"Very Inexpensive","2011","in school","Female","28","","","","1"
"Very Inexpensive","2011","vocational + Abi","Male","27","","","","1"
"Very Inexpensive","2011","vocational + Abi","Female","62","0.115371225938665","0.0908116594196816","0.139930792457649","1"
"Very Inexpensive","2011","inadequately","Male","1","","","","1"
"Very Inexpensive","2011","higher education","Female","167","0.0945747700357759","0.0803862856058569","0.108763254465695","1"
"Inexpensive","2012","in school","Male","71","0.26711073370356","0.212154967381853","0.322066500025267","2"
"Inexpensive","2012","in school","Female","87","0.283828032254713","0.229647461610345","0.338008602899082","2"
"Inexpensive","2012","inadequately","Male","3","","","","2"
"Inexpensive","2012","inadequately","Female","10","","","","2"
"Inexpensive","2012","general elemantary","Male","120","0.302287839535687","0.257282237054149","0.347293442017224","2"
"Inexpensive","2012","general elemantary","Female","247","0.320491680960768","0.287204241874649","0.353779120046888","2"
"Inexpensive","2012","middle vocational","Male","934","0.290127964792903","0.274324935895985","0.305930993689821","2"
"Inexpensive","2012","middle vocational","Female","1039","0.27877859314829","0.264237827657779","0.2933193586388","2"
"Inexpensive","2012","vocational + Abi","Male","94","0.269589655438597","0.222832819867554","0.316346491009641","2"
"Inexpensive","2012","vocational + Abi","Female","180","0.266506885543872","0.232252960604444","0.300760810483301","2"
"Inexpensive","2012","higher vocational","Male","226","0.276937839553819","0.244740120574871","0.309135558532767","2"
"Inexpensive","2012","higher vocational","Female","117","0.298296411809292","0.252476993927864","0.34411582969072","2"
"Inexpensive","2012","higher education","Male","603","0.316794092635356","0.296161143237468","0.337427042033243","2"
"Inexpensive","2012","higher education","Female","464","0.264207401225208","0.242900743121795","0.285514059328622","2"
"Reasonable","2012","in school","Male","120","0.483939603251123","0.421867813833636","0.546011392668611","3"
"Reasonable","2012","in school","Female","129","0.45702466940668","0.39716047487269","0.516888863940669","3"
"Reasonable","2012","inadequately","Male","18","","","","3"
"Reasonable","2012","inadequately","Female","23","","","","3"
"Reasonable","2012","general elemantary","Male","204","0.543219768345571","0.494404067530962","0.592035469160179","3"
"Reasonable","2012","general elemantary","Female","368","0.488433424232828","0.452777772125923","0.524089076339733","3"
"Reasonable","2012","middle vocational","Male","1621","0.502937638816272","0.485526867426982","0.520348410205562","3"
"Reasonable","2012","middle vocational","Female","1919","0.523666476482276","0.507470534403272","0.539862418561281","3"
"Reasonable","2012","vocational + Abi","Male","185","0.527363973453139","0.474758772755775","0.579969174150503","3"
"Reasonable","2012","vocational + Abi","Female","335","0.515885033622371","0.477167398481496","0.554602668763246","3"
"Reasonable","2012","higher vocational","Male","378","0.560301357388631","0.524587682719504","0.596015032057758","3"
"Reasonable","2012","higher vocational","Female","201","0.53096658297352","0.480987970892462","0.580945195054578","3"
"Reasonable","2012","higher education","Male","978","0.487390400136312","0.465222282244908","0.509558518027717","3"
"Reasonable","2012","higher education","Female","831","0.523003234940112","0.498866693235486","0.547139776644738","3"
"Slightly Expensive","2012","in school","Male","31","0.110440507909214","0.0715090996013051","0.149371916217122","4"
"Slightly Expensive","2012","in school","Female","24","","","","4"
"Slightly Expensive","2012","inadequately","Male","1","","","","4"
"Slightly Expensive","2012","inadequately","Female","6","","","","4"
"Slightly Expensive","2012","general elemantary","Male","40","0.0732031860565731","0.0476776216835492","0.098728750429597","4"
"Slightly Expensive","2012","general elemantary","Female","67","0.0941080301681215","0.0732810568002175","0.114935003536026","4"
"Slightly Expensive","2012","middle vocational","Male","293","0.104443547965887","0.0937937149980436","0.115093380933731","4"
"Slightly Expensive","2012","middle vocational","Female","310","0.0889035673625311","0.0796743468647385","0.0981327878603237","4"
"Slightly Expensive","2012","vocational + Abi","Male","35","0.13871770805175","0.102296969106068","0.175138446997431","4"
"Slightly Expensive","2012","vocational + Abi","Female","53","0.0895758586694039","0.0674512561744347","0.111700461164373","4"
"Slightly Expensive","2012","higher vocational","Male","64","0.0707167605806753","0.0522716454824063","0.0891618756789444","4"
"Slightly Expensive","2012","higher vocational","Female","25","","","","4"
"Slightly Expensive","2012","higher education","Male","131","0.0684391279517656","0.0572407577038197","0.0796374981997114","4"
"Slightly Expensive","2012","higher education","Female","156","0.084278397574068","0.0708536847430379","0.097703110405098","4"
"Too Expensive","2012","in school","Male","2","","","","5"
"Too Expensive","2012","in school","Female","1","","","","5"
"Too Expensive","2012","inadequately","Male","2","","","","5"
"Too Expensive","2012","inadequately","Female","1","","","","5"
"Too Expensive","2012","general elemantary","Male","7","","","","5"
"Too Expensive","2012","general elemantary","Female","13","","","","5"
"Too Expensive","2012","middle vocational","Male","59","0.0163623125719786","0.0119446206402986","0.0207800045036585","5"
"Too Expensive","2012","middle vocational","Female","55","0.0172623473909053","0.0130386579398507","0.0214860368419598","5"
"Too Expensive","2012","vocational + Abi","Male","5","","","","5"
"Too Expensive","2012","vocational + Abi","Female","6","","","","5"
"Too Expensive","2012","higher vocational","Male","9","","","","5"
"Too Expensive","2012","higher vocational","Female","8","","","","5"
"Too Expensive","2012","higher education","Male","18","","","","5"
"Too Expensive","2012","higher education","Female","21","","","","5"
"Very Inexpensive","2012","in school","Male","25","","","","1"
"Very Inexpensive","2012","in school","Female","25","","","","1"
"Very Inexpensive","2012","inadequately","Male","2","","","","1"
"Very Inexpensive","2012","inadequately","Female","2","","","","1"
"Very Inexpensive","2012","general elemantary","Male","29","","","","1"
"Very Inexpensive","2012","general elemantary","Female","60","0.0816592350137053","0.0621257739912085","0.101192696036202","1"
"Very Inexpensive","2012","middle vocational","Male","261","0.0861285358529593","0.0763590525474817","0.0958980191584369","1"
"Very Inexpensive","2012","middle vocational","Female","330","0.0913890156159977","0.0820444472438587","0.100733583988137","1"
"Very Inexpensive","2012","vocational + Abi","Male","27","","","","1"
"Very Inexpensive","2012","vocational + Abi","Female","66","0.122177502444204","0.0968053636134642","0.147549641274943","1"
"Very Inexpensive","2012","higher vocational","Male","65","0.0811327544408921","0.0614869130287683","0.100778595853016","1"
"Very Inexpensive","2012","higher vocational","Female","32","0.0562197471629053","0.0331507566107761","0.0792887377150346","1"
"Very Inexpensive","2012","higher education","Male","223","0.118325117266307","0.104000280707783","0.13264995382483","1"
