"hlf0094","year","age_gr","migback","n","percent","lower_confidence","upper_confidence"
"Very Inexpensive","2000","16-34 y.","direct migration background","10","","",""
"Very Inexpensive","2000","16-34 y.","indirect migration background","19","","",""
"Very Inexpensive","2000","35-65 y.","no migration background","880","0.139519665602708","0.131191332010759","0.147847999194657"
"Very Inexpensive","2000","35-65 y.","direct migration background","75","0.141455853163727","0.112996264001863","0.16991544232559"
"Very Inexpensive","2000","35-65 y.","indirect migration background","2","","",""
"Very Inexpensive","2000","66 and older","no migration background","305","0.185285683478634","0.166972063402916","0.203599303554352"
"Very Inexpensive","2000","66 and older","direct migration background","27","","",""
"Very Inexpensive","2000","66 and older","indirect migration background","2","","",""
"Inexpensive","2000","16-34 y.","no migration background","654","0.297391163955544","0.278341980530962","0.316440347380127"
"Inexpensive","2000","16-34 y.","direct migration background","44","0.216536399565354","0.157659621752563","0.275413177378145"
"Inexpensive","2000","16-34 y.","indirect migration background","56","0.29519545980322","0.230843967906772","0.359546951699668"
"Inexpensive","2000","35-65 y.","no migration background","2200","0.333354845530788","0.322023782012652","0.344685909048925"
"Inexpensive","2000","35-65 y.","direct migration background","155","0.287124981405453","0.250177993594427","0.324071969216479"
"Inexpensive","2000","35-65 y.","indirect migration background","16","","",""
"Inexpensive","2000","66 and older","no migration background","687","0.390674427847878","0.367676813376052","0.413672042319704"
"Inexpensive","2000","66 and older","direct migration background","54","0.43172722407014","0.347862594113692","0.515591854026589"
"Inexpensive","2000","66 and older","indirect migration background","5","","",""
"Reasonable","2000","16-34 y.","no migration background","1010","0.444854015382359","0.42414459763841","0.465563433126308"
"Reasonable","2000","16-34 y.","direct migration background","98","0.521766973812303","0.450362200982872","0.593171746641734"
"Reasonable","2000","16-34 y.","indirect migration background","95","0.495324737034402","0.424787173519966","0.565862300548837"
"Reasonable","2000","35-65 y.","no migration background","2835","0.420325172401163","0.408460524753936","0.43218982004839"
"Reasonable","2000","35-65 y.","direct migration background","271","0.434917438849886","0.394432245970099","0.475402631729673"
"Reasonable","2000","35-65 y.","indirect migration background","14","","",""
"Reasonable","2000","66 and older","no migration background","640","0.365595337196656","0.34289490626807","0.388295768125242"
"Reasonable","2000","66 and older","direct migration background","47","0.292281694628322","0.21527531346479","0.369288075791854"
"Reasonable","2000","66 and older","indirect migration background","6","","",""
"Slightly Expensive","2000","16-34 y.","no migration background","246","0.111437017462349","0.098323645566613","0.124550389358085"
"Slightly Expensive","2000","16-34 y.","direct migration background","31","0.175458366991768","0.121087970204642","0.229828763778894"
"Slightly Expensive","2000","16-34 y.","indirect migration background","18","","",""
"Slightly Expensive","2000","35-65 y.","no migration background","625","0.0903355539956054","0.0834452260755953","0.0972258819156156"
"Slightly Expensive","2000","35-65 y.","direct migration background","57","0.107177757386525","0.0819155275144288","0.132439987258622"
"Slightly Expensive","2000","35-65 y.","indirect migration background","5","","",""
"Slightly Expensive","2000","66 and older","no migration background","85","0.0515815825294128","0.0411560579865414","0.0620071070722843"
"Slightly Expensive","2000","66 and older","direct migration background","5","","",""
"Slightly Expensive","2000","66 and older","indirect migration background","1","","",""
"Too Expensive","2000","16-34 y.","no migration background","47","0.022901161087794","0.0166673515498125","0.0291349706257755"
"Too Expensive","2000","16-34 y.","direct migration background","5","","",""
"Too Expensive","2000","16-34 y.","indirect migration background","5","","",""
"Too Expensive","2000","35-65 y.","no migration background","109","0.0164647624697352","0.0134060220543648","0.0195235028851055"
"Too Expensive","2000","35-65 y.","direct migration background","18","","",""
"Too Expensive","2000","35-65 y.","indirect migration background","1","","",""
"Too Expensive","2000","66 and older","no migration background","12","","",""
"Too Expensive","2000","66 and older","direct migration background","1","","",""
"Too Expensive","2000","66 and older","indirect migration background","","","",""
"Very Inexpensive","2001","16-34 y.","no migration background","206","0.116092864161851","0.101943682715837","0.130242045607865"
"Very Inexpensive","2001","16-34 y.","direct migration background","14","","",""
"Very Inexpensive","2001","16-34 y.","indirect migration background","19","","",""
"Very Inexpensive","2001","35-65 y.","no migration background","725","0.127318793769493","0.11888032220925","0.135757265329737"
"Very Inexpensive","2001","35-65 y.","direct migration background","56","0.11922659139435","0.0916119812610322","0.146841201527668"
"Very Inexpensive","2001","35-65 y.","indirect migration background","6","","",""
"Very Inexpensive","2001","66 and older","no migration background","229","0.146007767996058","0.129182466590909","0.162833069401207"
"Very Inexpensive","2001","66 and older","direct migration background","20","","",""
"Very Inexpensive","2001","66 and older","indirect migration background","2","","",""
"Inexpensive","2001","16-34 y.","no migration background","593","0.299057043477615","0.278834136287764","0.319279950667466"
"Inexpensive","2001","16-34 y.","direct migration background","45","0.233470076771748","0.170971241088536","0.295968912454961"
"Inexpensive","2001","16-34 y.","indirect migration background","36","0.148560963968606","0.0955636117448862","0.201558316192326"
"Inexpensive","2001","35-65 y.","no migration background","1926","0.313515869319716","0.301771363780377","0.325260374859055"
"Inexpensive","2001","35-65 y.","direct migration background","129","0.244463709046922","0.207840607747171","0.281086810346673"
"Inexpensive","2001","35-65 y.","indirect migration background","13","","",""
"Inexpensive","2001","66 and older","no migration background","645","0.38069887390002","0.357562801076377","0.403834946723662"
"Inexpensive","2001","66 and older","direct migration background","36","0.286036303587605","0.202714720565418","0.369357886609793"
"Inexpensive","2001","66 and older","indirect migration background","7","","",""
"Reasonable","2001","16-34 y.","no migration background","953","0.487007233089345","0.464929800899058","0.509084665279632"
"Reasonable","2001","16-34 y.","direct migration background","94","0.594654643620834","0.522121455727889","0.667187831513779"
"Reasonable","2001","16-34 y.","indirect migration background","90","0.541622012173035","0.467373959200816","0.615870065145255"
"Reasonable","2001","35-65 y.","no migration background","2749","0.463696435373408","0.451072000618866","0.47632087012795"
"Reasonable","2001","35-65 y.","direct migration background","259","0.500998922040216","0.458391094365115","0.543606749715318"
"Reasonable","2001","35-65 y.","indirect migration background","19","","",""
"Reasonable","2001","66 and older","no migration background","703","0.407162190782116","0.383752289637686","0.430572091926547"
"Reasonable","2001","66 and older","direct migration background","49","0.402856460908467","0.312424196692067","0.493288725124866"
"Reasonable","2001","66 and older","indirect migration background","5","","",""
"Slightly Expensive","2001","16-34 y.","no migration background","185","0.0832168003746315","0.0710166814889613","0.0954169192603017"
"Slightly Expensive","2001","16-34 y.","direct migration background","20","","",""
"Slightly Expensive","2001","16-34 y.","indirect migration background","25","","",""
"Slightly Expensive","2001","35-65 y.","no migration background","491","0.07703003871133","0.0702798865434542","0.0837801908792058"
"Slightly Expensive","2001","35-65 y.","direct migration background","68","0.110979392150899","0.0842125375386649","0.137746246763134"
"Slightly Expensive","2001","35-65 y.","indirect migration background","6","","",""
"Slightly Expensive","2001","66 and older","no migration background","95","0.0564055247769278","0.0454128993813144","0.0673981501725412"
"Slightly Expensive","2001","66 and older","direct migration background","7","","",""
"Slightly Expensive","2001","66 and older","indirect migration background","","","",""
"Too Expensive","2001","16-34 y.","no migration background","32","0.0146260588965579","0.0093234520485887","0.0199286657445271"
"Too Expensive","2001","16-34 y.","direct migration background","3","","",""
"Too Expensive","2001","16-34 y.","indirect migration background","3","","",""
"Too Expensive","2001","35-65 y.","no migration background","103","0.0184388628260526","0.0150330916470958","0.0218446340050094"
"Too Expensive","2001","35-65 y.","direct migration background","17","","",""
"Too Expensive","2001","35-65 y.","indirect migration background","","","",""
"Too Expensive","2001","66 and older","no migration background","20","","",""
"Too Expensive","2001","66 and older","direct migration background","1","","",""
"Too Expensive","2001","66 and older","indirect migration background","","","",""
"Very Inexpensive","2002","16-34 y.","no migration background","203","0.0982772790461819","0.0855147125956854","0.111039845496678"
"Very Inexpensive","2002","16-34 y.","direct migration background","11","","",""
"Very Inexpensive","2002","16-34 y.","indirect migration background","16","","",""
"Very Inexpensive","2002","35-65 y.","no migration background","854","0.130696136183283","0.122806729992122","0.138585542374445"
"Very Inexpensive","2002","35-65 y.","direct migration background","60","0.112741779419821","0.0866627559272839","0.138820802912359"
"Very Inexpensive","2002","35-65 y.","indirect migration background","7","","",""
"Very Inexpensive","2002","66 and older","no migration background","290","0.165215411805279","0.148059084290869","0.182371739319689"
"Very Inexpensive","2002","66 and older","direct migration background","21","","",""
"Very Inexpensive","2002","66 and older","indirect migration background","2","","",""
"Inexpensive","2002","16-34 y.","no migration background","643","0.320101122905363","0.300100629544073","0.340101616266653"
"Inexpensive","2002","16-34 y.","direct migration background","33","0.225559277648843","0.160595096738523","0.290523458559164"
"Inexpensive","2002","16-34 y.","indirect migration background","47","0.230931145736865","0.171781158902091","0.290081132571639"
"Inexpensive","2002","35-65 y.","no migration background","2152","0.304899165239443","0.294123870459117","0.315674460019769"
"Inexpensive","2002","35-65 y.","direct migration background","159","0.257245629004731","0.221202666726709","0.293288591282753"
"Inexpensive","2002","35-65 y.","indirect migration background","12","","",""
"Inexpensive","2002","66 and older","no migration background","643","0.362255388436034","0.34005080324203","0.384459973630039"
"Inexpensive","2002","66 and older","direct migration background","41","0.34463355662278","0.26030220579984","0.428964907445719"
"Inexpensive","2002","66 and older","indirect migration background","4","","",""
"Reasonable","2002","16-34 y.","no migration background","970","0.461875501959385","0.440501847024975","0.483249156893795"
"Reasonable","2002","16-34 y.","direct migration background","88","0.505555044991087","0.427842214347279","0.583267875634896"
"Reasonable","2002","16-34 y.","indirect migration background","105","0.552986733978836","0.483203940988351","0.62276952696932"
"Reasonable","2002","35-65 y.","no migration background","3262","0.465506721113275","0.453831604167559","0.477181838058991"
"Reasonable","2002","35-65 y.","direct migration background","270","0.487086634660828","0.445872234679452","0.528301034642204"
"Reasonable","2002","35-65 y.","indirect migration background","29","","",""
"Reasonable","2002","66 and older","no migration background","774","0.416851341714955","0.394074574632302","0.439628108797607"
"Reasonable","2002","66 and older","direct migration background","54","0.373204989392259","0.287381797675626","0.459028181108892"
"Reasonable","2002","66 and older","indirect migration background","7","","",""
"Slightly Expensive","2002","16-34 y.","no migration background","243","0.100437406093882","0.0875508049722741","0.113324007215489"
"Slightly Expensive","2002","16-34 y.","direct migration background","24","","",""
"Slightly Expensive","2002","16-34 y.","indirect migration background","24","","",""
"Slightly Expensive","2002","35-65 y.","no migration background","658","0.0869736245273601","0.0803778988639512","0.0935693501907689"
"Slightly Expensive","2002","35-65 y.","direct migration background","68","0.132833003215905","0.104847814918886","0.160818191512924"
"Slightly Expensive","2002","35-65 y.","indirect migration background","9","","",""
"Slightly Expensive","2002","66 and older","no migration background","83","0.0509760777188224","0.0408151438092876","0.0611370116283572"
"Slightly Expensive","2002","66 and older","direct migration background","5","","",""
"Slightly Expensive","2002","66 and older","indirect migration background","","","",""
"Too Expensive","2002","16-34 y.","no migration background","31","0.0193086899951878","0.0134091586028548","0.0252082213875208"
"Too Expensive","2002","16-34 y.","direct migration background","3","","",""
"Too Expensive","2002","16-34 y.","indirect migration background","3","","",""
"Too Expensive","2002","35-65 y.","no migration background","86","0.011924352936639","0.00938373332654024","0.0144649725467379"
"Too Expensive","2002","35-65 y.","direct migration background","8","","",""
"Too Expensive","2002","35-65 y.","indirect migration background","","","",""
"Too Expensive","2002","66 and older","no migration background","10","","",""
"Too Expensive","2002","66 and older","direct migration background","1","","",""
"Too Expensive","2002","66 and older","indirect migration background","","","",""
"Very Inexpensive","2003","16-34 y.","no migration background","","","",""
"Very Inexpensive","2003","16-34 y.","direct migration background","","","",""
"Very Inexpensive","2003","16-34 y.","indirect migration background","","","",""
"Very Inexpensive","2003","35-65 y.","no migration background","","","",""
"Very Inexpensive","2003","35-65 y.","direct migration background","","","",""
"Very Inexpensive","2003","35-65 y.","indirect migration background","","","",""
"Very Inexpensive","2003","66 and older","no migration background","","","",""
"Very Inexpensive","2003","66 and older","direct migration background","","","",""
"Very Inexpensive","2003","66 and older","indirect migration background","","","",""
"Inexpensive","2003","16-34 y.","no migration background","","","",""
"Inexpensive","2003","16-34 y.","direct migration background","","","",""
"Inexpensive","2003","16-34 y.","indirect migration background","","","",""
"Inexpensive","2003","35-65 y.","no migration background","","","",""
"Inexpensive","2003","35-65 y.","direct migration background","","","",""
"Inexpensive","2003","35-65 y.","indirect migration background","","","",""
"Inexpensive","2003","66 and older","no migration background","","","",""
"Inexpensive","2003","66 and older","direct migration background","","","",""
"Inexpensive","2003","66 and older","indirect migration background","","","",""
"Reasonable","2003","16-34 y.","no migration background","","","",""
"Reasonable","2003","16-34 y.","direct migration background","","","",""
"Reasonable","2003","16-34 y.","indirect migration background","","","",""
"Reasonable","2003","35-65 y.","no migration background","","","",""
"Reasonable","2003","35-65 y.","direct migration background","","","",""
"Reasonable","2003","35-65 y.","indirect migration background","","","",""
"Reasonable","2003","66 and older","no migration background","","","",""
"Reasonable","2003","66 and older","direct migration background","","","",""
"Reasonable","2003","66 and older","indirect migration background","","","",""
"Slightly Expensive","2003","16-34 y.","no migration background","","","",""
"Slightly Expensive","2003","16-34 y.","direct migration background","","","",""
"Slightly Expensive","2003","16-34 y.","indirect migration background","","","",""
"Slightly Expensive","2003","35-65 y.","no migration background","","","",""
"Slightly Expensive","2003","35-65 y.","direct migration background","","","",""
"Slightly Expensive","2003","35-65 y.","indirect migration background","","","",""
"Slightly Expensive","2003","66 and older","no migration background","","","",""
"Slightly Expensive","2003","66 and older","direct migration background","","","",""
"Slightly Expensive","2003","66 and older","indirect migration background","","","",""
"Too Expensive","2003","16-34 y.","no migration background","","","",""
"Too Expensive","2003","16-34 y.","direct migration background","","","",""
"Too Expensive","2003","16-34 y.","indirect migration background","","","",""
"Too Expensive","2003","35-65 y.","no migration background","","","",""
"Too Expensive","2003","35-65 y.","direct migration background","","","",""
"Too Expensive","2003","35-65 y.","indirect migration background","","","",""
"Too Expensive","2003","66 and older","no migration background","","","",""
"Too Expensive","2003","66 and older","direct migration background","","","",""
"Too Expensive","2003","66 and older","indirect migration background","","","",""
"Very Inexpensive","2004","16-34 y.","no migration background","","","",""
"Very Inexpensive","2004","16-34 y.","direct migration background","","","",""
"Very Inexpensive","2004","16-34 y.","indirect migration background","","","",""
"Very Inexpensive","2004","35-65 y.","no migration background","","","",""
"Very Inexpensive","2004","35-65 y.","direct migration background","","","",""
"Very Inexpensive","2004","35-65 y.","indirect migration background","","","",""
"Very Inexpensive","2004","66 and older","no migration background","","","",""
"Very Inexpensive","2004","66 and older","direct migration background","","","",""
"Very Inexpensive","2004","66 and older","indirect migration background","","","",""
"Inexpensive","2004","16-34 y.","no migration background","","","",""
"Inexpensive","2004","16-34 y.","direct migration background","","","",""
"Inexpensive","2004","16-34 y.","indirect migration background","","","",""
"Inexpensive","2004","35-65 y.","no migration background","","","",""
"Inexpensive","2004","35-65 y.","direct migration background","","","",""
"Inexpensive","2004","35-65 y.","indirect migration background","","","",""
"Inexpensive","2004","66 and older","no migration background","","","",""
"Inexpensive","2004","66 and older","direct migration background","","","",""
"Inexpensive","2004","66 and older","indirect migration background","","","",""
"Reasonable","2004","16-34 y.","no migration background","","","",""
"Reasonable","2004","16-34 y.","direct migration background","","","",""
"Reasonable","2004","16-34 y.","indirect migration background","","","",""
"Reasonable","2004","35-65 y.","no migration background","","","",""
"Reasonable","2004","35-65 y.","direct migration background","","","",""
"Reasonable","2004","35-65 y.","indirect migration background","","","",""
"Reasonable","2004","66 and older","no migration background","","","",""
"Reasonable","2004","66 and older","direct migration background","","","",""
"Reasonable","2004","66 and older","indirect migration background","","","",""
"Slightly Expensive","2004","16-34 y.","no migration background","","","",""
"Slightly Expensive","2004","16-34 y.","direct migration background","","","",""
"Slightly Expensive","2004","16-34 y.","indirect migration background","","","",""
"Slightly Expensive","2004","35-65 y.","no migration background","","","",""
"Slightly Expensive","2004","35-65 y.","direct migration background","","","",""
"Slightly Expensive","2004","35-65 y.","indirect migration background","","","",""
"Slightly Expensive","2004","66 and older","no migration background","","","",""
"Slightly Expensive","2004","66 and older","direct migration background","","","",""
"Slightly Expensive","2004","66 and older","indirect migration background","","","",""
"Too Expensive","2004","16-34 y.","no migration background","","","",""
"Too Expensive","2004","16-34 y.","direct migration background","","","",""
"Too Expensive","2004","16-34 y.","indirect migration background","","","",""
"Too Expensive","2004","35-65 y.","no migration background","","","",""
"Too Expensive","2004","35-65 y.","direct migration background","","","",""
"Too Expensive","2004","35-65 y.","indirect migration background","","","",""
"Too Expensive","2004","66 and older","no migration background","","","",""
"Too Expensive","2004","66 and older","direct migration background","","","",""
"Too Expensive","2004","66 and older","indirect migration background","","","",""
"Very Inexpensive","2005","16-34 y.","no migration background","174","0.0935798312503212","0.0800537484898307","0.107105914010812"
"Very Inexpensive","2005","16-34 y.","direct migration background","8","","",""
"Very Inexpensive","2005","16-34 y.","indirect migration background","20","","",""
"Very Inexpensive","2005","35-65 y.","no migration background","598","0.0955952719220225","0.0882207520623814","0.102969791781664"
"Very Inexpensive","2005","35-65 y.","direct migration background","54","0.103302036974589","0.0776318669407728","0.128972207008405"
"Very Inexpensive","2005","35-65 y.","indirect migration background","4","","",""
"Very Inexpensive","2005","66 and older","no migration background","249","0.129588099411053","0.114712080643542","0.144464118178563"
"Very Inexpensive","2005","66 and older","direct migration background","19","","",""
"Very Inexpensive","2005","66 and older","indirect migration background","","","",""
"Inexpensive","2005","16-34 y.","no migration background","508","0.29387738363891","0.272721105183389","0.315033662094431"
"Inexpensive","2005","16-34 y.","direct migration background","35","0.213068693216934","0.144750435752697","0.281386950681171"
"Inexpensive","2005","16-34 y.","indirect migration background","54","0.189947386492126","0.137269109170106","0.242625663814147"
"Inexpensive","2005","35-65 y.","no migration background","1752","0.295199183345448","0.283759212802528","0.306639153888368"
"Inexpensive","2005","35-65 y.","direct migration background","132","0.227629297922466","0.192263929533649","0.262994666311283"
"Inexpensive","2005","35-65 y.","indirect migration background","26","","",""
"Inexpensive","2005","66 and older","no migration background","678","0.346644494745088","0.325565073712067","0.367723915778109"
"Inexpensive","2005","66 and older","direct migration background","47","0.338519766600551","0.257175515204659","0.419864017996443"
"Inexpensive","2005","66 and older","indirect migration background","5","","",""
"Reasonable","2005","16-34 y.","no migration background","897","0.512343873916579","0.489129672550097","0.535558075283062"
"Reasonable","2005","16-34 y.","direct migration background","71","0.608236994773641","0.526793448659454","0.689680540887828"
"Reasonable","2005","16-34 y.","indirect migration background","111","0.526372238859903","0.459318445381098","0.593426032338708"
"Reasonable","2005","35-65 y.","no migration background","3113","0.504320347157169","0.491780624761456","0.516860069552882"
"Reasonable","2005","35-65 y.","direct migration background","289","0.561497680348068","0.519646169388961","0.603349191307174"
"Reasonable","2005","35-65 y.","indirect migration background","36","0.442058808297577","0.328133320155428","0.555984296439725"
"Reasonable","2005","66 and older","no migration background","925","0.470568508778991","0.448460070657196","0.492676946900786"
"Reasonable","2005","66 and older","direct migration background","60","0.450615718933401","0.365085871346101","0.5361455665207"
"Reasonable","2005","66 and older","indirect migration background","4","","",""
"Slightly Expensive","2005","16-34 y.","no migration background","172","0.0792014423055424","0.0666594944251276","0.0917433901859572"
"Slightly Expensive","2005","16-34 y.","direct migration background","19","","",""
"Slightly Expensive","2005","16-34 y.","indirect migration background","25","","",""
"Slightly Expensive","2005","35-65 y.","no migration background","556","0.0909408578068708","0.0837296215613169","0.0981520940524246"
"Slightly Expensive","2005","35-65 y.","direct migration background","54","0.0973906205613968","0.0723837296972123","0.122397511425581"
"Slightly Expensive","2005","35-65 y.","indirect migration background","6","","",""
"Slightly Expensive","2005","66 and older","no migration background","95","0.0486300223309932","0.0391027472906034","0.0581572973713831"
"Slightly Expensive","2005","66 and older","direct migration background","4","","",""
"Slightly Expensive","2005","66 and older","indirect migration background","","","",""
"Too Expensive","2005","16-34 y.","no migration background","30","0.0209974688886474","0.0143387372562204","0.0276562005210743"
"Too Expensive","2005","16-34 y.","direct migration background","5","","",""
"Too Expensive","2005","16-34 y.","indirect migration background","3","","",""
"Too Expensive","2005","35-65 y.","no migration background","88","0.0139443397684899","0.0110034156138068","0.016885263923173"
"Too Expensive","2005","35-65 y.","direct migration background","11","","",""
"Too Expensive","2005","35-65 y.","indirect migration background","1","","",""
"Too Expensive","2005","66 and older","no migration background","11","","",""
"Too Expensive","2005","66 and older","direct migration background","","","",""
"Too Expensive","2005","66 and older","indirect migration background","","","",""
"Very Inexpensive","2006","16-34 y.","no migration background","198","0.105130166010889","0.0911534276292161","0.119106904392562"
"Very Inexpensive","2006","16-34 y.","direct migration background","11","","",""
"Very Inexpensive","2006","16-34 y.","indirect migration background","24","","",""
"Very Inexpensive","2006","35-65 y.","no migration background","683","0.097712648509113","0.090560539514517","0.104864757503709"
"Very Inexpensive","2006","35-65 y.","direct migration background","54","0.103408021186875","0.0779838484836293","0.12883219389012"
"Very Inexpensive","2006","35-65 y.","indirect migration background","12","","",""
"Very Inexpensive","2006","66 and older","no migration background","301","0.13651005822913","0.12257544928002","0.150444667178241"
"Very Inexpensive","2006","66 and older","direct migration background","18","","",""
"Very Inexpensive","2006","66 and older","indirect migration background","1","","",""
"Inexpensive","2006","16-34 y.","no migration background","515","0.302262734880247","0.281336047336929","0.323189422423566"
"Inexpensive","2006","16-34 y.","direct migration background","37","0.28938447115171","0.213997612113194","0.364771330190227"
"Inexpensive","2006","16-34 y.","indirect migration background","52","0.18879534478827","0.13777366775786","0.239817021818679"
"Inexpensive","2006","35-65 y.","no migration background","1870","0.286729559743617","0.275836506056688","0.297622613430547"
"Inexpensive","2006","35-65 y.","direct migration background","138","0.250060664262257","0.213902360514689","0.286218968009825"
"Inexpensive","2006","35-65 y.","indirect migration background","16","","",""
"Inexpensive","2006","66 and older","no migration background","805","0.338952653353936","0.319740784199635","0.358164522508236"
"Inexpensive","2006","66 and older","direct migration background","47","0.385647420156628","0.303539459572573","0.467755380740683"
"Inexpensive","2006","66 and older","indirect migration background","3","","",""
"Reasonable","2006","16-34 y.","no migration background","932","0.487627696109628","0.464850553963045","0.510404838256212"
"Reasonable","2006","16-34 y.","direct migration background","76","0.5855703886272","0.503675719294544","0.667465057959857"
"Reasonable","2006","16-34 y.","indirect migration background","117","0.541193984856786","0.47622816800497","0.606159801708602"
"Reasonable","2006","35-65 y.","no migration background","3309","0.495866296536762","0.483823108732616","0.507909484340908"
"Reasonable","2006","35-65 y.","direct migration background","285","0.480320289898306","0.438604003690159","0.522036576106453"
"Reasonable","2006","35-65 y.","indirect migration background","43","0.439066566664095","0.332938733992391","0.545194399335799"
"Reasonable","2006","66 and older","no migration background","1049","0.449154826574266","0.428966671705599","0.469342981442933"
"Reasonable","2006","66 and older","direct migration background","57","0.383399569940929","0.301381616349476","0.465417523532381"
"Reasonable","2006","66 and older","indirect migration background","4","","",""
"Slightly Expensive","2006","16-34 y.","no migration background","179","0.0936664241774062","0.0803894768664056","0.106943371488407"
"Slightly Expensive","2006","16-34 y.","direct migration background","14","","",""
"Slightly Expensive","2006","16-34 y.","indirect migration background","31","0.11099278475502","0.070039014634041","0.151946554876"
"Slightly Expensive","2006","35-65 y.","no migration background","667","0.105694758766468","0.098289232766679","0.113100284766256"
"Slightly Expensive","2006","35-65 y.","direct migration background","74","0.166211024652562","0.135127498541897","0.197294550763227"
"Slightly Expensive","2006","35-65 y.","indirect migration background","10","","",""
"Slightly Expensive","2006","66 and older","no migration background","146","0.0628332051869234","0.0529843246132672","0.0726820857605797"
"Slightly Expensive","2006","66 and older","direct migration background","13","","",""
"Slightly Expensive","2006","66 and older","indirect migration background","","","",""
"Too Expensive","2006","16-34 y.","no migration background","26","","",""
"Too Expensive","2006","16-34 y.","direct migration background","1","","",""
"Too Expensive","2006","16-34 y.","indirect migration background","2","","",""
"Too Expensive","2006","35-65 y.","no migration background","92","0.0139967364440401","0.0111670464065366","0.0168264264815435"
"Too Expensive","2006","35-65 y.","direct migration background","","","",""
"Too Expensive","2006","35-65 y.","indirect migration background","3","","",""
"Too Expensive","2006","66 and older","no migration background","31","0.0125492566557444","0.00803121179021172","0.0170673015212772"
"Too Expensive","2006","66 and older","direct migration background","","","",""
"Too Expensive","2006","66 and older","indirect migration background","","","",""
"Very Inexpensive","2007","16-34 y.","no migration background","175","0.107405790152784","0.0927131630135479","0.122098417292021"
"Very Inexpensive","2007","16-34 y.","direct migration background","5","","",""
"Very Inexpensive","2007","16-34 y.","indirect migration background","15","","",""
"Very Inexpensive","2007","35-65 y.","no migration background","622","0.0921027718736718","0.0848567765383177","0.0993487672090258"
"Very Inexpensive","2007","35-65 y.","direct migration background","39","0.0624808747040725","0.0412027419020901","0.0837590075060548"
"Very Inexpensive","2007","35-65 y.","indirect migration background","7","","",""
"Very Inexpensive","2007","66 and older","no migration background","269","0.11826839029463","0.105082501712334","0.131454278876925"
"Very Inexpensive","2007","66 and older","direct migration background","16","","",""
"Very Inexpensive","2007","66 and older","indirect migration background","","","",""
"Inexpensive","2007","16-34 y.","no migration background","477","0.270071034938202","0.249002328069489","0.291139741806916"
"Inexpensive","2007","16-34 y.","direct migration background","38","0.339560888077791","0.254116742730906","0.425005033424677"
"Inexpensive","2007","16-34 y.","indirect migration background","49","0.255276646172769","0.195879449608608","0.31467384273693"
"Inexpensive","2007","35-65 y.","no migration background","1750","0.291950029484964","0.280557253159917","0.303342805810011"
"Inexpensive","2007","35-65 y.","direct migration background","125","0.249642314109608","0.211591569118722","0.287693059100495"
"Inexpensive","2007","35-65 y.","indirect migration background","23","","",""
"Inexpensive","2007","66 and older","no migration background","788","0.340728370062416","0.321375597389551","0.360081142735282"
"Inexpensive","2007","66 and older","direct migration background","56","0.423965921829659","0.339340273963294","0.508591569696023"
"Inexpensive","2007","66 and older","indirect migration background","1","","",""
"Reasonable","2007","16-34 y.","no migration background","859","0.509467275468109","0.48574530740081","0.533189243535408"
"Reasonable","2007","16-34 y.","direct migration background","61","0.546711778764406","0.456891681763315","0.636531875765498"
"Reasonable","2007","16-34 y.","indirect migration background","112","0.509175942292183","0.44107395631226","0.577277928272105"
"Reasonable","2007","35-65 y.","no migration background","3093","0.508643710335765","0.496116670634459","0.521170750037072"
"Reasonable","2007","35-65 y.","direct migration background","262","0.518768958241188","0.47484173976628","0.562696176716097"
"Reasonable","2007","35-65 y.","indirect migration background","50","0.54641059590258","0.445229909007393","0.647591282797766"
"Reasonable","2007","66 and older","no migration background","1085","0.470085234410387","0.44970551646442","0.490464952356354"
"Reasonable","2007","66 and older","direct migration background","50","0.381648023281337","0.298459803875148","0.464836242687527"
"Reasonable","2007","66 and older","indirect migration background","4","","",""
"Slightly Expensive","2007","16-34 y.","no migration background","174","0.106869654847522","0.0922093431650263","0.121529966530017"
"Slightly Expensive","2007","16-34 y.","direct migration background","8","","",""
"Slightly Expensive","2007","16-34 y.","indirect migration background","26","","",""
"Slightly Expensive","2007","35-65 y.","no migration background","567","0.0922906536523515","0.0850380220291613","0.0995432852755417"
"Slightly Expensive","2007","35-65 y.","direct migration background","61","0.135667365551682","0.105561712803725","0.165773018299639"
"Slightly Expensive","2007","35-65 y.","indirect migration background","10","","",""
"Slightly Expensive","2007","66 and older","no migration background","139","0.0611253220523314","0.051343466467111","0.0709071776375517"
"Slightly Expensive","2007","66 and older","direct migration background","5","","",""
"Slightly Expensive","2007","66 and older","indirect migration background","","","",""
"Too Expensive","2007","16-34 y.","no migration background","21","","",""
"Too Expensive","2007","16-34 y.","direct migration background","6","","",""
"Too Expensive","2007","16-34 y.","indirect migration background","5","","",""
"Too Expensive","2007","35-65 y.","no migration background","86","0.0150128346532474","0.0119657116117758","0.018059957694719"
"Too Expensive","2007","35-65 y.","direct migration background","10","","",""
"Too Expensive","2007","35-65 y.","indirect migration background","3","","",""
"Too Expensive","2007","66 and older","no migration background","23","","",""
"Too Expensive","2007","66 and older","direct migration background","4","","",""
"Too Expensive","2007","66 and older","indirect migration background","","","",""
"Very Inexpensive","2008","16-34 y.","no migration background","188","0.127889153109809","0.111432271259535","0.144346034960083"
"Very Inexpensive","2008","16-34 y.","direct migration background","1","","",""
"Very Inexpensive","2008","16-34 y.","indirect migration background","14","","",""
