"hlf0094","year","e11102","sampreg","n","percent","lower_confidence","upper_confidence"
"Very Inexpensive","1986","Not Employed","West Germany","384","0.22586767958643","0.206392859444842","0.245342499728018"
"Very Inexpensive","1986","Not Employed","East Germany","","","",""
"Very Inexpensive","1986","Employed","West Germany","390","0.155186076612695","0.141118765064455","0.169253388160936"
"Very Inexpensive","1986","Employed","East Germany","","","",""
"Inexpensive","1986","Not Employed","West Germany","559","0.33053729390551","0.308628814363656","0.352445773447363"
"Inexpensive","1986","Not Employed","East Germany","","","",""
"Inexpensive","1986","Employed","West Germany","752","0.301191974653431","0.283367988441539","0.319015960865322"
"Inexpensive","1986","Employed","East Germany","","","",""
"Reasonable","1986","Not Employed","West Germany","663","0.35889900943004","0.336558752464411","0.38123926639567"
"Reasonable","1986","Not Employed","East Germany","","","",""
"Reasonable","1986","Employed","West Germany","1028","0.406160925123452","0.38708051730353","0.425241332943373"
"Reasonable","1986","Employed","East Germany","","","",""
"Slightly Expensive","1986","Not Employed","West Germany","127","0.0652474752656697","0.0537455910997384","0.0767493594316011"
"Slightly Expensive","1986","Not Employed","East Germany","","","",""
"Slightly Expensive","1986","Employed","West Germany","295","0.108952983210957","0.0968477246270075","0.121058241794907"
"Slightly Expensive","1986","Employed","East Germany","","","",""
"Too Expensive","1986","Not Employed","West Germany","38","0.0194485418123501","0.0130169640073675","0.0258801196173326"
"Too Expensive","1986","Not Employed","East Germany","","","",""
"Too Expensive","1986","Employed","West Germany","80","0.0285080403994647","0.0220424604580362","0.0349736203408931"
"Too Expensive","1986","Employed","East Germany","","","",""
"Very Inexpensive","1987","Not Employed","West Germany","328","0.195351447772804","0.176296252634449","0.214406642911159"
"Very Inexpensive","1987","Not Employed","East Germany","","","",""
"Very Inexpensive","1987","Employed","West Germany","422","0.16678400638216","0.152512474884106","0.181055537880214"
"Very Inexpensive","1987","Employed","East Germany","","","",""
"Inexpensive","1987","Not Employed","West Germany","610","0.384000877136446","0.360625527180393","0.407376227092499"
"Inexpensive","1987","Not Employed","East Germany","","","",""
"Inexpensive","1987","Employed","West Germany","843","0.321287470835669","0.303410068726443","0.339164872944896"
"Inexpensive","1987","Employed","East Germany","","","",""
"Reasonable","1987","Not Employed","West Germany","561","0.335318980177383","0.312628814160138","0.358009146194628"
"Reasonable","1987","Not Employed","East Germany","","","",""
"Reasonable","1987","Employed","West Germany","1028","0.394735433123326","0.376022569097486","0.413448297149167"
"Reasonable","1987","Employed","East Germany","","","",""
"Slightly Expensive","1987","Not Employed","West Germany","114","0.0576636283588802","0.0464600714012545","0.068867185316506"
"Slightly Expensive","1987","Not Employed","East Germany","","","",""
"Slightly Expensive","1987","Employed","West Germany","263","0.0927114973218682","0.0816081459931117","0.103814848650625"
"Slightly Expensive","1987","Employed","East Germany","","","",""
"Too Expensive","1987","Not Employed","West Germany","50","0.0276650665544859","0.0197823525396303","0.0355477805693415"
"Too Expensive","1987","Not Employed","East Germany","","","",""
"Too Expensive","1987","Employed","West Germany","65","0.0244815923369765","0.018565265662725","0.030397919011228"
"Too Expensive","1987","Employed","East Germany","","","",""
"Very Inexpensive","1988","Not Employed","West Germany","324","0.213958326558646","0.193375711530185","0.234540941587107"
"Very Inexpensive","1988","Not Employed","East Germany","","","",""
"Very Inexpensive","1988","Employed","West Germany","400","0.164694894738002","0.150170205063643","0.179219584412361"
"Very Inexpensive","1988","Employed","East Germany","","","",""
"Inexpensive","1988","Not Employed","West Germany","552","0.377320255825525","0.352992581210397","0.401647930440654"
"Inexpensive","1988","Not Employed","East Germany","","","",""
"Inexpensive","1988","Employed","West Germany","835","0.330157897265913","0.311742067504101","0.348573727027726"
"Inexpensive","1988","Employed","East Germany","","","",""
"Reasonable","1988","Not Employed","West Germany","530","0.338306030894366","0.314559693870094","0.362052367918638"
"Reasonable","1988","Not Employed","East Germany","","","",""
"Reasonable","1988","Employed","West Germany","1011","0.404788290102153","0.385566495617765","0.42401008458654"
"Reasonable","1988","Employed","East Germany","","","",""
"Slightly Expensive","1988","Not Employed","West Germany","103","0.0587914285018567","0.0469851475906781","0.0705977094130353"
"Slightly Expensive","1988","Not Employed","East Germany","","","",""
"Slightly Expensive","1988","Employed","West Germany","218","0.0848232585385868","0.0739125189815226","0.095733998095651"
"Slightly Expensive","1988","Employed","East Germany","","","",""
"Too Expensive","1988","Not Employed","West Germany","16","","",""
"Too Expensive","1988","Not Employed","East Germany","","","",""
"Too Expensive","1988","Employed","West Germany","41","0.0155356593553456","0.0106927196088601","0.020378599101831"
"Too Expensive","1988","Employed","East Germany","","","",""
"Very Inexpensive","1989","Not Employed","West Germany","358","0.248821917354634","0.227001493098163","0.270642341611105"
"Very Inexpensive","1989","Not Employed","East Germany","","","",""
"Very Inexpensive","1989","Employed","West Germany","451","0.187103946019711","0.171714517336487","0.202493374702935"
"Very Inexpensive","1989","Employed","East Germany","","","",""
"Inexpensive","1989","Not Employed","West Germany","592","0.395404640028605","0.370727165866487","0.420082114190723"
"Inexpensive","1989","Not Employed","East Germany","","","",""
"Inexpensive","1989","Employed","West Germany","864","0.352585044253013","0.33373176833529","0.371438320170737"
"Inexpensive","1989","Employed","East Germany","","","",""
"Reasonable","1989","Not Employed","West Germany","467","0.299759066036519","0.276635365783526","0.322882766289513"
"Reasonable","1989","Not Employed","East Germany","","","",""
"Reasonable","1989","Employed","West Germany","912","0.367476105150884","0.34845146123372","0.386500749068048"
"Reasonable","1989","Employed","East Germany","","","",""
"Slightly Expensive","1989","Not Employed","West Germany","77","0.046837442256335","0.0361732616253589","0.0575016228873111"
"Slightly Expensive","1989","Not Employed","East Germany","","","",""
"Slightly Expensive","1989","Employed","West Germany","204","0.0790585058653104","0.0684108541244815","0.0897061576061393"
"Slightly Expensive","1989","Employed","East Germany","","","",""
"Too Expensive","1989","Not Employed","West Germany","14","","",""
"Too Expensive","1989","Not Employed","East Germany","","","",""
"Too Expensive","1989","Employed","West Germany","36","0.0137763987110811","0.00917680931884986","0.0183759881033123"
"Too Expensive","1989","Employed","East Germany","","","",""
"Very Inexpensive","1990","Not Employed","West Germany","332","0.23500144129578","0.213326646474166","0.256676236117394"
"Very Inexpensive","1990","Not Employed","East Germany","","","",""
"Very Inexpensive","1990","Employed","West Germany","453","0.190573482083327","0.174996073543321","0.206150890623334"
"Very Inexpensive","1990","Employed","East Germany","","","",""
"Inexpensive","1990","Not Employed","West Germany","582","0.395021743594298","0.370031539247343","0.420011947941254"
"Inexpensive","1990","Not Employed","East Germany","","","",""
"Inexpensive","1990","Employed","West Germany","860","0.356402794340662","0.337407200005075","0.37539838867625"
"Inexpensive","1990","Employed","East Germany","","","",""
"Reasonable","1990","Not Employed","West Germany","477","0.322266353296066","0.298375787809729","0.346156918782403"
"Reasonable","1990","Not Employed","East Germany","","","",""
"Reasonable","1990","Employed","West Germany","909","0.365612234537741","0.346510930353643","0.384713538721839"
"Reasonable","1990","Employed","East Germany","","","",""
"Slightly Expensive","1990","Not Employed","West Germany","70","0.042360549106585","0.0320644852202591","0.052656612992911"
"Slightly Expensive","1990","Not Employed","East Germany","","","",""
"Slightly Expensive","1990","Employed","West Germany","187","0.0756738371158705","0.0651841928065967","0.0861634814251443"
"Slightly Expensive","1990","Employed","East Germany","","","",""
"Too Expensive","1990","Not Employed","West Germany","9","","",""
"Too Expensive","1990","Not Employed","East Germany","","","",""
"Too Expensive","1990","Employed","West Germany","33","0.0117376519223988","0.00746593958392014","0.0160093642608776"
"Too Expensive","1990","Employed","East Germany","","","",""
"Very Inexpensive","1991","Not Employed","West Germany","296","0.203094132151453","0.182521522140002","0.223666742162903"
"Very Inexpensive","1991","Not Employed","East Germany","","","",""
"Very Inexpensive","1991","Employed","West Germany","396","0.163067529440731","0.148336653210691","0.177798405670771"
"Very Inexpensive","1991","Employed","East Germany","","","",""
"Inexpensive","1991","Not Employed","West Germany","563","0.382227525794186","0.357378323616337","0.407076727972035"
"Inexpensive","1991","Not Employed","East Germany","","","",""
"Inexpensive","1991","Employed","West Germany","804","0.335834406571536","0.317002234798813","0.354666578344259"
"Inexpensive","1991","Employed","East Germany","","","",""
"Reasonable","1991","Not Employed","West Germany","541","0.363155959880063","0.338563593209768","0.387748326550357"
"Reasonable","1991","Not Employed","East Germany","","","",""
"Reasonable","1991","Employed","West Germany","983","0.405917843199905","0.386336523798246","0.425499162601565"
"Reasonable","1991","Employed","East Germany","","","",""
"Slightly Expensive","1991","Not Employed","West Germany","50","0.0339083914686857","0.0246528902518791","0.0431638926854923"
"Slightly Expensive","1991","Not Employed","East Germany","","","",""
"Slightly Expensive","1991","Employed","West Germany","183","0.077190038504631","0.0665477165837025","0.0878323604255595"
"Slightly Expensive","1991","Employed","East Germany","","","",""
"Too Expensive","1991","Not Employed","West Germany","19","","",""
"Too Expensive","1991","Not Employed","East Germany","","","",""
"Too Expensive","1991","Employed","West Germany","50","0.0179901822831966","0.0126901889562343","0.0232901756101589"
"Too Expensive","1991","Employed","East Germany","","","",""
"Very Inexpensive","1992","Not Employed","West Germany","295","0.204758536821973","0.183873077449563","0.225643996194383"
"Very Inexpensive","1992","Not Employed","East Germany","14","","",""
"Very Inexpensive","1992","Employed","West Germany","372","0.175416564432349","0.160095054546744","0.190738074317954"
"Very Inexpensive","1992","Employed","East Germany","43","0.042860065828305","0.0297935025621878","0.0559266290944221"
"Inexpensive","1992","Not Employed","West Germany","552","0.394165475991699","0.368873089132837","0.419457862850561"
"Inexpensive","1992","Not Employed","East Germany","94","0.291206302258009","0.243473297079517","0.338939307436501"
"Inexpensive","1992","Employed","West Germany","768","0.31942682025012","0.30064351283751","0.33821012766273"
"Inexpensive","1992","Employed","East Germany","207","0.223319897095643","0.196452101242857","0.25018769294843"
"Reasonable","1992","Not Employed","West Germany","513","0.353593616845866","0.32884912487416","0.378338108817571"
"Reasonable","1992","Not Employed","East Germany","144","0.413317486225543","0.361580404203678","0.465054568247409"
"Reasonable","1992","Employed","West Germany","997","0.419567944019947","0.399687512508772","0.439448375531123"
"Reasonable","1992","Employed","East Germany","398","0.44832799468761","0.416244206343419","0.4804117830318"
"Slightly Expensive","1992","Not Employed","West Germany","60","0.0339824485674846","0.0246048128528431","0.0433600842821262"
"Slightly Expensive","1992","Not Employed","East Germany","73","0.196836275496235","0.155061600389941","0.238610950602528"
"Slightly Expensive","1992","Employed","West Germany","185","0.0657338345282129","0.0557504279973744","0.0757172410590513"
"Slightly Expensive","1992","Employed","East Germany","198","0.208002579131925","0.18181812743565","0.2341870308282"
"Too Expensive","1992","Not Employed","West Germany","14","","",""
"Too Expensive","1992","Not Employed","East Germany","23","","",""
"Too Expensive","1992","Employed","West Germany","45","0.0198548367693706","0.0142349531353013","0.0254747204034399"
"Too Expensive","1992","Employed","East Germany","77","0.0774894632565171","0.0602408480210167","0.0947380784920174"
"Very Inexpensive","1993","Not Employed","West Germany","281","0.207081391255518","0.185802089412884","0.228360693098153"
"Very Inexpensive","1993","Not Employed","East Germany","19","","",""
"Very Inexpensive","1993","Employed","West Germany","401","0.170804935463856","0.155701266395595","0.185908604532116"
"Very Inexpensive","1993","Employed","East Germany","62","0.0722370765100612","0.0548845138742881","0.0895896391458343"
"Inexpensive","1993","Not Employed","West Germany","540","0.393646808419159","0.367990820993974","0.419302795844345"
"Inexpensive","1993","Not Employed","East Germany","118","0.315185808861784","0.269135832064834","0.361235785658734"
"Inexpensive","1993","Employed","West Germany","794","0.329431017590921","0.310568143158503","0.348293892023339"
"Inexpensive","1993","Employed","East Germany","247","0.290149433485485","0.259729422695346","0.320569444275625"
"Reasonable","1993","Not Employed","West Germany","525","0.363551663925343","0.338291441005507","0.388811886845178"
"Reasonable","1993","Not Employed","East Germany","189","0.476833406694735","0.427326812320808","0.526340001068663"
"Reasonable","1993","Employed","West Germany","973","0.410326820115974","0.390585575077216","0.430068065154732"
"Reasonable","1993","Employed","East Germany","396","0.464931914179611","0.431499769548924","0.498364058810298"
"Slightly Expensive","1993","Not Employed","West Germany","37","0.0239521439826856","0.0159227959000498","0.0319814920653213"
"Slightly Expensive","1993","Not Employed","East Germany","47","0.123830943389003","0.0911820655635766","0.156479821214429"
"Slightly Expensive","1993","Employed","West Germany","169","0.0686089124929952","0.0584637220015987","0.0787541029843916"
"Slightly Expensive","1993","Employed","East Germany","117","0.130259335137218","0.107698023197699","0.152820647076736"
"Too Expensive","1993","Not Employed","West Germany","10","","",""
"Too Expensive","1993","Not Employed","East Germany","18","","",""
"Too Expensive","1993","Employed","West Germany","48","0.0208283143362546","0.0150969187576293","0.0265597099148799"
"Too Expensive","1993","Employed","East Germany","33","0.0424222406876244","0.0289124425217586","0.0559320388534902"
"Very Inexpensive","1994","Not Employed","West Germany","314","0.225766242547212","0.204239443714845","0.247293041379579"
"Very Inexpensive","1994","Not Employed","East Germany","24","","",""
"Very Inexpensive","1994","Employed","West Germany","379","0.173729147284734","0.158238461692591","0.189219832876877"
"Very Inexpensive","1994","Employed","East Germany","57","0.081232172617755","0.0629523755097316","0.0995119697257784"
"Inexpensive","1994","Not Employed","West Germany","527","0.356712958175166","0.33204826354377","0.381377652806561"
"Inexpensive","1994","Not Employed","East Germany","142","0.347340079182142","0.301586787218464","0.39309337114582"
"Inexpensive","1994","Employed","West Germany","705","0.303407468003017","0.284611027297371","0.322203908708663"
"Inexpensive","1994","Employed","East Germany","231","0.276270443190641","0.246350565490561","0.30619032089072"
"Reasonable","1994","Not Employed","West Germany","542","0.373865632291221","0.34895381318836","0.398777451394082"
"Reasonable","1994","Not Employed","East Germany","200","0.495977305259331","0.447931290095816","0.544023320422846"
"Reasonable","1994","Employed","West Germany","1015","0.435683904535696","0.415410809530409","0.455956999540983"
"Reasonable","1994","Employed","East Germany","390","0.452091816334141","0.418789713043743","0.48539391962454"
"Slightly Expensive","1994","Not Employed","West Germany","56","0.0370292437070331","0.0273064097614823","0.0467520776525839"
"Slightly Expensive","1994","Not Employed","East Germany","38","0.078186066521474","0.0523879653129427","0.103984167730005"
"Slightly Expensive","1994","Employed","West Germany","159","0.0687138406568231","0.0583710730906693","0.079056608222977"
"Slightly Expensive","1994","Employed","East Germany","149","0.15882973015589","0.13437221656928","0.183287243742499"
"Too Expensive","1994","Not Employed","West Germany","10","","",""
"Too Expensive","1994","Not Employed","East Germany","12","","",""
"Too Expensive","1994","Employed","West Germany","40","0.0184656395197301","0.0129612645769444","0.0239700144625158"
"Too Expensive","1994","Employed","East Germany","31","0.0315758377015733","0.0198750608747932","0.0432766145283535"
"Very Inexpensive","1995","Not Employed","West Germany","296","0.212933084888473","0.191998488387674","0.233867681389271"
"Very Inexpensive","1995","Not Employed","East Germany","22","","",""
"Very Inexpensive","1995","Employed","West Germany","378","0.163400631685788","0.148524676764718","0.178276586606859"
"Very Inexpensive","1995","Employed","East Germany","66","0.080255722290527","0.0622229956328367","0.0982884489482173"
"Inexpensive","1995","Not Employed","West Germany","524","0.361868023089766","0.337294492901112","0.386441553278419"
"Inexpensive","1995","Not Employed","East Germany","151","0.402338725676903","0.355045760808546","0.449631690545261"
"Inexpensive","1995","Employed","West Germany","756","0.320235358407649","0.301463245899164","0.339007470916134"
"Inexpensive","1995","Employed","East Germany","265","0.320160700145756","0.289195278907703","0.351126121383808"
"Reasonable","1995","Not Employed","West Germany","559","0.36876003506228","0.344087921211976","0.393432148912584"
"Reasonable","1995","Not Employed","East Germany","200","0.448207354045612","0.400244998050943","0.496169710040281"
"Reasonable","1995","Employed","West Germany","984","0.408809994241537","0.389030120460493","0.428589868022582"
"Reasonable","1995","Employed","East Germany","410","0.451279588779701","0.418251134320096","0.484308043239307"
"Slightly Expensive","1995","Not Employed","West Germany","79","0.0474987126568395","0.0366216683300704","0.0583757569836087"
"Slightly Expensive","1995","Not Employed","East Germany","35","0.0835513259419112","0.0568640766792939","0.110238575204528"
"Slightly Expensive","1995","Employed","West Germany","216","0.0901392582043695","0.0786168389037597","0.101661677504979"
"Slightly Expensive","1995","Employed","East Germany","115","0.131553393648607","0.109119098060021","0.153987689237193"
"Too Expensive","1995","Not Employed","West Germany","11","","",""
"Too Expensive","1995","Not Employed","East Germany","5","","",""
"Too Expensive","1995","Employed","West Germany","39","0.0174147574606559","0.0121516400838755","0.0226778748374363"
"Too Expensive","1995","Employed","East Germany","16","","",""
"Very Inexpensive","1996","Not Employed","West Germany","297","0.222501850526328","0.201145117888673","0.243858583163982"
"Very Inexpensive","1996","Not Employed","East Germany","14","","",""
"Very Inexpensive","1996","Employed","West Germany","344","0.159621222532935","0.144897543052663","0.174344902013206"
"Very Inexpensive","1996","Employed","East Germany","72","0.0735916501443205","0.0567742793915515","0.0904090208970895"
"Inexpensive","1996","Not Employed","West Germany","544","0.36173058297838","0.337058094943097","0.386403071013662"
"Inexpensive","1996","Not Employed","East Germany","130","0.344071484360048","0.297804288819215","0.390338679900881"
"Inexpensive","1996","Employed","West Germany","756","0.309610270182511","0.29102416714519","0.328196373219831"
"Inexpensive","1996","Employed","East Germany","272","0.302307868418975","0.272727795805128","0.331887941032821"
"Reasonable","1996","Not Employed","West Germany","538","0.363793767138929","0.33909103996295","0.388496494314909"
"Reasonable","1996","Not Employed","East Germany","205","0.484530302464151","0.435857918230247","0.533202686698056"
"Reasonable","1996","Employed","West Germany","1027","0.427085503000544","0.407200034791924","0.446970971209164"
"Reasonable","1996","Employed","East Germany","474","0.507477643589487","0.475277038752772","0.539678248426201"
"Slightly Expensive","1996","Not Employed","West Germany","63","0.037871745893143","0.0280702477344112","0.0476732440518748"
"Slightly Expensive","1996","Not Employed","East Germany","49","0.105717279985613","0.0757718199538883","0.135662740017337"
"Slightly Expensive","1996","Employed","West Germany","202","0.0831059788383935","0.0720088863645259","0.0942030713122612"
"Slightly Expensive","1996","Employed","East Germany","96","0.106769363754221","0.0868787707922302","0.126659956716213"
"Too Expensive","1996","Not Employed","West Germany","15","","",""
"Too Expensive","1996","Not Employed","East Germany","7","","",""
"Too Expensive","1996","Employed","West Germany","48","0.0205770254456171","0.0148699982637514","0.0262840526274828"
"Too Expensive","1996","Employed","East Germany","12","","",""
"Very Inexpensive","1997","Not Employed","West Germany","286","0.212952396340141","0.192220742412369","0.233684050267912"
"Very Inexpensive","1997","Not Employed","East Germany","21","","",""
"Very Inexpensive","1997","Employed","West Germany","379","0.165892883145506","0.150951418063364","0.180834348227648"
"Very Inexpensive","1997","Employed","East Germany","67","0.065603982829145","0.0496915270710148","0.0815164385872751"
"Inexpensive","1997","Not Employed","West Germany","510","0.341439445539559","0.317426419722859","0.36545247135626"
"Inexpensive","1997","Not Employed","East Germany","163","0.398483897092712","0.352423015778872","0.444544778406551"
"Inexpensive","1997","Employed","West Germany","695","0.305084084922201","0.286589512352895","0.323578657491506"
"Inexpensive","1997","Employed","East Germany","267","0.301633083877557","0.272135398947366","0.331130768807748"
"Reasonable","1997","Not Employed","West Germany","623","0.395810641793345","0.371046547248486","0.420574736338205"
"Reasonable","1997","Not Employed","East Germany","206","0.465890102156422","0.418959051030292","0.512821153282552"
"Reasonable","1997","Employed","West Germany","1064","0.428875521776753","0.408996298564449","0.448754744989058"
"Reasonable","1997","Employed","East Germany","471","0.494981602137944","0.46284834531181","0.527114858964077"
"Slightly Expensive","1997","Not Employed","West Germany","66","0.0417037269043204","0.0315802541610962","0.0518271996475447"
"Slightly Expensive","1997","Not Employed","East Germany","36","0.0685613466670641","0.0447863741162747","0.0923363192178535"
"Slightly Expensive","1997","Employed","West Germany","188","0.0764918749746169","0.0658161738477483","0.0871675761014856"
"Slightly Expensive","1997","Employed","East Germany","110","0.115183759530843","0.0946660543950703","0.135701464666616"
"Too Expensive","1997","Not Employed","West Germany","13","","",""
"Too Expensive","1997","Not Employed","East Germany","8","","",""
"Too Expensive","1997","Employed","West Germany","55","0.0236556351809231","0.0175513163032802","0.0297599540585659"
"Too Expensive","1997","Employed","East Germany","15","","",""
"Very Inexpensive","1998","Not Employed","West Germany","355","0.207583919834433","0.189052330235653","0.226115509433213"
"Very Inexpensive","1998","Not Employed","East Germany","50","0.123359965229934","0.0936298268013329","0.153090103658535"
"Very Inexpensive","1998","Employed","West Germany","413","0.171006900292189","0.156754698612875","0.185259101971504"
"Very Inexpensive","1998","Employed","East Germany","101","0.0951944421201323","0.0773060523979875","0.113082831842277"
"Inexpensive","1998","Not Employed","West Germany","631","0.360584720939383","0.338644836054852","0.382524605823914"
"Inexpensive","1998","Not Employed","East Germany","168","0.349014652976102","0.30592166591282","0.392107640039383"
"Inexpensive","1998","Employed","West Germany","770","0.282183361722808","0.265147184634182","0.299219538811433"
"Inexpensive","1998","Employed","East Germany","317","0.306196078560032","0.278102568195146","0.334289588924919"
"Reasonable","1998","Not Employed","West Germany","729","0.36741442341971","0.345386329329565","0.389442517509854"
"Reasonable","1998","Not Employed","East Germany","200","0.433654713933743","0.388851224150607","0.478458203716878"
"Reasonable","1998","Employed","West Germany","1208","0.440766989121249","0.421973794375232","0.459560183867267"
"Reasonable","1998","Employed","East Germany","489","0.494709064930132","0.46423478101605","0.525183348844215"
"Slightly Expensive","1998","Not Employed","West Germany","104","0.0485804960120478","0.0387572238448086","0.0584037681792869"
"Slightly Expensive","1998","Not Employed","East Germany","47","0.0841721838059564","0.0590712213256861","0.109273146286227"
"Slightly Expensive","1998","Employed","West Germany","247","0.0878581396166029","0.0771424067383055","0.0985738724949003"
"Slightly Expensive","1998","Employed","East Germany","116","0.0921627243401793","0.0745320274478014","0.109793421232557"
"Too Expensive","1998","Not Employed","West Germany","21","","",""
"Too Expensive","1998","Not Employed","East Germany","5","","",""
"Too Expensive","1998","Employed","West Germany","43","0.0181846092471509","0.0131267517566547","0.0232424667376471"
"Too Expensive","1998","Employed","East Germany","11","","",""
"Very Inexpensive","1999","Not Employed","West Germany","319","0.211167722734358","0.191563615174121","0.230771830294594"
"Very Inexpensive","1999","Not Employed","East Germany","46","0.102884995157557","0.0753601271194843","0.13040986319563"
"Very Inexpensive","1999","Employed","West Germany","465","0.16475975230127","0.150945115277454","0.178574389325085"
"Very Inexpensive","1999","Employed","East Germany","103","0.0890396668294216","0.0716804823697374","0.106398851289106"
"Inexpensive","1999","Not Employed","West Germany","609","0.383493513964156","0.360138033353391","0.406848994574922"
"Inexpensive","1999","Not Employed","East Germany","165","0.393788533990608","0.349522687766329","0.438054380214887"
"Inexpensive","1999","Employed","West Germany","836","0.309720540343369","0.292501629162059","0.326939451524679"
"Inexpensive","1999","Employed","East Germany","328","0.350091033733279","0.321017047531354","0.379165019935204"
"Reasonable","1999","Not Employed","West Germany","637","0.352875416258741","0.329922090351368","0.375828742166114"
"Reasonable","1999","Not Employed","East Germany","213","0.422705634120964","0.377950502136661","0.467460766105267"
"Reasonable","1999","Employed","West Germany","1166","0.416939624594876","0.39857840367722","0.435300845512532"
"Reasonable","1999","Employed","East Germany","461","0.441737860518647","0.41146947748349","0.472006243553804"
"Slightly Expensive","1999","Not Employed","West Germany","85","0.04375007222126","0.0339254453139242","0.0535746991285958"
"Slightly Expensive","1999","Not Employed","East Germany","34","0.0617413642482782","0.0399354369191854","0.0835472915773709"
"Slightly Expensive","1999","Employed","West Germany","235","0.0817582381341724","0.0715546601321649","0.0919618161361798"
"Slightly Expensive","1999","Employed","East Germany","118","0.0959086531822917","0.07796037161043","0.113856934754154"
"Too Expensive","1999","Not Employed","West Germany","15","","",""
"Too Expensive","1999","Not Employed","East Germany","10","","",""
"Too Expensive","1999","Employed","West Germany","68","0.0268218446263129","0.0208052783702065","0.0328384108824192"
"Too Expensive","1999","Employed","East Germany","24","","",""
"Very Inexpensive","2000","Not Employed","West Germany","610","0.178412429774116","0.165949114831376","0.190875744716855"
"Very Inexpensive","2000","Not Employed","East Germany","70","0.0837870443163605","0.0650836274666887","0.102490461166032"
"Very Inexpensive","2000","Employed","West Germany","760","0.141499395958709","0.132337246974379","0.15066154494304"
"Very Inexpensive","2000","Employed","East Germany","135","0.0810740334574843","0.0681219471592503","0.0940261197557183"
"Inexpensive","2000","Not Employed","West Germany","1309","0.37020216022033","0.354483550054953","0.385920770385706"
"Inexpensive","2000","Not Employed","East Germany","299","0.374319503491048","0.341650804410323","0.406988202571773"
"Inexpensive","2000","Employed","West Germany","1714","0.307985580023545","0.295849665254853","0.320121494792237"
"Inexpensive","2000","Employed","East Germany","549","0.331076283221082","0.308745142402087","0.353407424040076"
"Reasonable","2000","Not Employed","West Germany","1407","0.372760775782951","0.357020012294128","0.388501539271773"
"Reasonable","2000","Not Employed","East Germany","385","0.451748164673875","0.418153326826584","0.485343002521166"
"Reasonable","2000","Employed","West Germany","2457","0.432610174928161","0.419586339775019","0.445634010081303"
"Reasonable","2000","Employed","East Germany","767","0.452428222476517","0.428809633423712","0.476046811529322"
