"hlf0071_h","year","e11103","sex","n","percent","lower_confidence","upper_confidence"
"5","1984","Full Time","Male","30","0.00985959875014962","0.00680756580633786","0.0129116316939614"
"5","1984","Full Time","Female","16","","",""
"5","1984","Part Time","Male","6","","",""
"5","1984","Part Time","Female","8","","",""
"5","1984","Not Working","Male","11","","",""
"5","1984","Not Working","Female","22","","",""
"1","1985","Full Time","Male","137","0.028991977151031","0.0234492042467604","0.0345347500553017"
"1","1985","Full Time","Female","53","0.0243953041413936","0.0164105127413089","0.0323800955414784"
"1","1985","Part Time","Male","36","0.033522255754812","0.0199132624344182","0.0471312490752058"
"1","1985","Part Time","Female","48","0.0310864047531772","0.0211883257531973","0.040984483753157"
"1","1985","Not Working","Male","42","0.0205926959039112","0.0126689820515963","0.0285164097562262"
"1","1985","Not Working","Female","92","0.0187148021202644","0.0138484550133711","0.0235811492271577"
"2","1985","Full Time","Male","569","0.136613670890508","0.125268098170882","0.147959243610133"
"2","1985","Full Time","Female","241","0.148380159075729","0.129981578587516","0.166778739563942"
"2","1985","Part Time","Male","112","0.144420008785187","0.117842917518676","0.170997100051697"
"2","1985","Part Time","Female","194","0.1511366285242","0.130708578895603","0.171564678152798"
"2","1985","Not Working","Male","125","0.0816709504305674","0.0663909461011246","0.0969509547600102"
"2","1985","Not Working","Female","406","0.0951400343281529","0.0846038058864052","0.105676262769901"
"3","1985","Full Time","Male","2612","0.761927380430596","0.747857569065273","0.775997191795918"
"3","1985","Full Time","Female","1049","0.744921399002946","0.722360014157203","0.767482783848689"
"3","1985","Part Time","Male","470","0.72740935519961","0.693742048983303","0.761076661415917"
"3","1985","Part Time","Female","860","0.740669523437038","0.715674004436411","0.765665042437666"
"3","1985","Not Working","Male","976","0.809296013742327","0.787376844125692","0.831215183358962"
"3","1985","Not Working","Female","2281","0.802378482286306","0.78807902379756","0.816677940775053"
"4","1985","Full Time","Male","181","0.0658591696341219","0.0576652620352974","0.0740530772329463"
"4","1985","Full Time","Female","81","0.0733839359332613","0.0598873498661359","0.0868805220003868"
"4","1985","Part Time","Male","50","0.0875904285811964","0.0662163847122856","0.108964472450107"
"4","1985","Part Time","Female","67","0.0659145325481864","0.0517628838802179","0.0800661812161549"
"4","1985","Not Working","Male","79","0.076655859891142","0.061812063462384","0.0914996563199001"
"4","1985","Not Working","Female","178","0.072488665664717","0.0631774260065199","0.0817999053229141"
"5","1985","Full Time","Male","21","","",""
"5","1985","Full Time","Female","10","","",""
"5","1985","Part Time","Male","4","","",""
"5","1985","Part Time","Female","12","","",""
"5","1985","Not Working","Male","12","","",""
"5","1985","Not Working","Female","22","","",""
"1","1986","Full Time","Male","12","","",""
"1","1986","Full Time","Female","4","","",""
"1","1986","Part Time","Male","7","","",""
"1","1986","Part Time","Female","10","","",""
"1","1986","Not Working","Male","5","","",""
"1","1986","Not Working","Female","12","","",""
"2","1986","Full Time","Male","64","0.136547570073396","0.104280119120158","0.168815021026634"
"2","1986","Full Time","Female","31","0.163412125794018","0.114217671579816","0.212606580008221"
"2","1986","Part Time","Male","14","","",""
"2","1986","Part Time","Female","26","","",""
"2","1986","Not Working","Male","16","","",""
"2","1986","Not Working","Female","34","0.111900609297762","0.072823259867783","0.150977958727741"
"3","1986","Full Time","Male","335","0.767449157225761","0.727749456929208","0.807148857522314"
"3","1986","Full Time","Female","168","0.742977476141336","0.68483525213004","0.801119700152633"
"3","1986","Part Time","Male","74","0.775155326448547","0.693736830782265","0.85657382211483"
"3","1986","Part Time","Female","126","0.738156465159134","0.672262570484838","0.80405035983343"
"3","1986","Not Working","Male","59","0.696032256779312","0.599929645591295","0.792134867967329"
"3","1986","Not Working","Female","186","0.754691267352744","0.701355413336181","0.808027121369307"
"4","1986","Full Time","Male","23","","",""
"4","1986","Full Time","Female","14","","",""
"4","1986","Part Time","Male","6","","",""
"4","1986","Part Time","Female","9","","",""
"4","1986","Not Working","Male","7","","",""
"4","1986","Not Working","Female","17","","",""
"5","1986","Full Time","Male","1","","",""
"5","1986","Full Time","Female","","","",""
"5","1986","Part Time","Male","","","",""
"5","1986","Part Time","Female","","","",""
"5","1986","Not Working","Male","1","","",""
"5","1986","Not Working","Female","1","","",""
"1","1987","Full Time","Male","13","","",""
"1","1987","Full Time","Female","4","","",""
"1","1987","Part Time","Male","6","","",""
"1","1987","Part Time","Female","7","","",""
"1","1987","Not Working","Male","2","","",""
"1","1987","Not Working","Female","12","","",""
"2","1987","Full Time","Male","56","0.108174887640613","0.0763541221238888","0.139995653157337"
"2","1987","Full Time","Female","22","","",""
"2","1987","Part Time","Male","22","","",""
"2","1987","Part Time","Female","27","","",""
"2","1987","Not Working","Male","9","","",""
"2","1987","Not Working","Female","28","","",""
"3","1987","Full Time","Male","277","0.813724825363696","0.773838518989304","0.853611131738088"
"3","1987","Full Time","Female","152","0.824728714512939","0.771089750621398","0.87836767840448"
"3","1987","Part Time","Male","64","0.6147886274334","0.517944188679019","0.711633066187782"
"3","1987","Part Time","Female","111","0.762897629985654","0.695061557154497","0.830733702816812"
"3","1987","Not Working","Male","55","0.778358558859446","0.681745851601452","0.87497126611744"
"3","1987","Not Working","Female","133","0.709425001992099","0.644175983122595","0.774674020861603"
"4","1987","Full Time","Male","17","","",""
"4","1987","Full Time","Female","15","","",""
"4","1987","Part Time","Male","5","","",""
"4","1987","Part Time","Female","6","","",""
"4","1987","Not Working","Male","5","","",""
"4","1987","Not Working","Female","9","","",""
"5","1987","Full Time","Male","3","","",""
"5","1987","Full Time","Female","","","",""
"5","1987","Part Time","Male","","","",""
"5","1987","Part Time","Female","","","",""
"5","1987","Not Working","Male","","","",""
"5","1987","Not Working","Female","4","","",""
"1","1988","Full Time","Male","9","","",""
"1","1988","Full Time","Female","10","","",""
"1","1988","Part Time","Male","5","","",""
"1","1988","Part Time","Female","1","","",""
"1","1988","Not Working","Male","6","","",""
"1","1988","Not Working","Female","7","","",""
"2","1988","Full Time","Male","52","0.152070919563274","0.114234250829521","0.189907588297027"
"2","1988","Full Time","Female","28","","",""
"2","1988","Part Time","Male","16","","",""
"2","1988","Part Time","Female","26","","",""
"2","1988","Not Working","Male","12","","",""
"2","1988","Not Working","Female","36","0.181989972254742","0.124987354514864","0.23899258999462"
"3","1988","Full Time","Male","266","0.770259176438377","0.725934296400377","0.814584056476377"
"3","1988","Full Time","Female","137","0.723891592224293","0.660322227326967","0.78746095712162"
"3","1988","Part Time","Male","53","0.650695198420231","0.547506474070693","0.753883922769769"
"3","1988","Part Time","Female","119","0.746147629490669","0.677632696809176","0.814662562172161"
"3","1988","Not Working","Male","49","0.63144174744504","0.518431249916461","0.744452244973619"
"3","1988","Not Working","Female","127","0.770206170343915","0.708052835548001","0.832359505139829"
"4","1988","Full Time","Male","18","","",""
"4","1988","Full Time","Female","14","","",""
"4","1988","Part Time","Male","8","","",""
"4","1988","Part Time","Female","9","","",""
"4","1988","Not Working","Male","2","","",""
"4","1988","Not Working","Female","6","","",""
"5","1988","Full Time","Male","1","","",""
"5","1988","Full Time","Female","1","","",""
"5","1988","Part Time","Male","","","",""
"5","1988","Part Time","Female","","","",""
"5","1988","Not Working","Male","1","","",""
"5","1988","Not Working","Female","","","",""
"1","1989","Full Time","Male","11","","",""
"1","1989","Full Time","Female","6","","",""
"1","1989","Part Time","Male","6","","",""
"1","1989","Part Time","Female","8","","",""
"1","1989","Not Working","Male","1","","",""
"1","1989","Not Working","Female","8","","",""
"2","1989","Full Time","Male","46","0.102223664452897","0.0703031530173796","0.134144175888413"
"2","1989","Full Time","Female","30","0.125653718070961","0.0773658302376543","0.173941605904267"
"2","1989","Part Time","Male","14","","",""
"2","1989","Part Time","Female","35","0.233303995821029","0.164934541747834","0.301673449894223"
"2","1989","Not Working","Male","17","","",""
"2","1989","Not Working","Female","19","","",""
"3","1989","Full Time","Male","266","0.794586004134776","0.75201680177901","0.837155206490543"
"3","1989","Full Time","Female","132","0.769463714376612","0.708105526953024","0.8308219018002"
"3","1989","Part Time","Male","43","0.533589198898022","0.419150087873815","0.648028309922229"
"3","1989","Part Time","Female","96","0.683029896471878","0.607812476755423","0.758247316188333"
"3","1989","Not Working","Male","44","0.725800407318279","0.617349442712911","0.834251371923648"
"3","1989","Not Working","Female","113","0.797252399840626","0.732479548990089","0.862025250691163"
"4","1989","Full Time","Male","22","","",""
"4","1989","Full Time","Female","11","","",""
"4","1989","Part Time","Male","9","","",""
"4","1989","Part Time","Female","8","","",""
"4","1989","Not Working","Male","3","","",""
"4","1989","Not Working","Female","7","","",""
"5","1989","Full Time","Male","1","","",""
"5","1989","Full Time","Female","2","","",""
"5","1989","Part Time","Male","1","","",""
"5","1989","Part Time","Female","","","",""
"5","1989","Not Working","Male","","","",""
"5","1989","Not Working","Female","1","","",""
"1","1990","Full Time","Male","16","","",""
"1","1990","Full Time","Female","4","","",""
"1","1990","Part Time","Male","10","","",""
"1","1990","Part Time","Female","14","","",""
"1","1990","Not Working","Male","1","","",""
"1","1990","Not Working","Female","11","","",""
"2","1990","Full Time","Male","43","0.173142249738747","0.131224993148229","0.215059506329265"
"2","1990","Full Time","Female","17","","",""
"2","1990","Part Time","Male","11","","",""
"2","1990","Part Time","Female","21","","",""
"2","1990","Not Working","Male","14","","",""
"2","1990","Not Working","Female","19","","",""
"3","1990","Full Time","Male","237","0.710011104935581","0.659742228714848","0.760279981156314"
"3","1990","Full Time","Female","150","0.808803970499098","0.751515150701565","0.86609279029663"
"3","1990","Part Time","Male","50","0.676513094859621","0.569927457302217","0.783098732417025"
"3","1990","Part Time","Female","76","0.631217422357097","0.543417570550115","0.71901727416408"
"3","1990","Not Working","Male","33","0.650803738621202","0.518667207601428","0.782940269640975"
"3","1990","Not Working","Female","107","0.748753740339341","0.67815720383882","0.819350276839861"
"4","1990","Full Time","Male","15","","",""
"4","1990","Full Time","Female","9","","",""
"4","1990","Part Time","Male","2","","",""
"4","1990","Part Time","Female","4","","",""
"4","1990","Not Working","Male","2","","",""
"4","1990","Not Working","Female","8","","",""
"5","1990","Full Time","Male","2","","",""
"5","1990","Full Time","Female","1","","",""
"5","1990","Part Time","Male","1","","",""
"5","1990","Part Time","Female","1","","",""
"5","1990","Not Working","Male","","","",""
"5","1990","Not Working","Female","","","",""
"1","1991","Full Time","Male","139","0.0322970234492546","0.0259771862518102","0.0386168606466991"
"1","1991","Full Time","Female","49","0.0273309061441904","0.0184983208212796","0.0361634914671011"
"1","1991","Part Time","Male","26","","",""
"1","1991","Part Time","Female","52","0.0285945469413876","0.0191608835042231","0.0380282103785521"
"1","1991","Not Working","Male","35","0.0183893249115916","0.0101562360357643","0.0266224137874188"
"1","1991","Not Working","Female","74","0.014365660160357","0.00935795187154329","0.0193733684491708"
"2","1991","Full Time","Male","603","0.179924592880274","0.166192846887114","0.193656338873433"
"2","1991","Full Time","Female","251","0.177644759599505","0.156939332171563","0.198350187027447"
"2","1991","Part Time","Male","109","0.201831970305334","0.167334395640697","0.23632954496997"
"2","1991","Part Time","Female","262","0.205685162533725","0.1828062004214","0.22856412464605"
"2","1991","Not Working","Male","140","0.111979653236483","0.0926559085110812","0.131303397961885"
"2","1991","Not Working","Female","324","0.105577318812721","0.0926450408328663","0.118509596792575"
"3","1991","Full Time","Male","2108","0.718503251778792","0.702426264687","0.734580238870585"
"3","1991","Full Time","Female","940","0.728821213439537","0.704737878440182","0.752904548438892"
"3","1991","Part Time","Male","348","0.685001018284386","0.645075864036257","0.724926172532516"
"3","1991","Part Time","Female","822","0.692024698196603","0.665893625297551","0.718155771095654"
"3","1991","Not Working","Male","753","0.757912477949522","0.731663886377551","0.784161069521493"
"3","1991","Not Working","Female","1598","0.783402158241273","0.766066602878697","0.800737713603849"
"4","1991","Full Time","Male","140","0.0633076944978122","0.0546024629311019","0.0720129260645225"
"4","1991","Full Time","Female","63","0.0615449488059266","0.0485258412994113","0.0745640563124418"
"4","1991","Part Time","Male","36","0.0805099969506056","0.0571245954733806","0.103895398427831"
"4","1991","Part Time","Female","60","0.0688166428390513","0.0544880730540083","0.0831452126240943"
"4","1991","Not Working","Male","89","0.104030732273056","0.0853222886909369","0.122739175855176"
"4","1991","Not Working","Female","159","0.0870859082225338","0.0752198298284386","0.098951986616629"
"5","1991","Full Time","Male","16","","",""
"5","1991","Full Time","Female","6","","",""
"5","1991","Part Time","Male","1","","",""
"5","1991","Part Time","Female","3","","",""
"5","1991","Not Working","Male","6","","",""
"5","1991","Not Working","Female","14","","",""
"1","1992","Full Time","Male","214","0.0375932548340169","0.0318894223473897","0.0432970873206441"
"1","1992","Full Time","Female","111","0.0353789182049371","0.0277201314689019","0.0430377049409723"
"1","1992","Part Time","Male","41","0.041396098986001","0.0272428851925561","0.055549312779446"
"1","1992","Part Time","Female","80","0.0327422985247911","0.0242727385609278","0.0412118584886544"
"1","1992","Not Working","Male","49","0.0177112642287579","0.0106804745216706","0.0247420539358452"
"1","1992","Not Working","Female","105","0.0189362235226512","0.0139383153000158","0.0239341317452866"
"2","1992","Full Time","Male","957","0.203561559387456","0.191487412352067","0.215635706422845"
"2","1992","Full Time","Female","506","0.205256697725862","0.188512226622826","0.222001168828899"
"2","1992","Part Time","Male","159","0.17683740828286","0.149730146730395","0.203944669835326"
"2","1992","Part Time","Female","356","0.192599143579371","0.173831621055972","0.211366666102769"
"2","1992","Not Working","Male","156","0.0867844466884813","0.0717783636826218","0.101790529694341"
"2","1992","Not Working","Female","430","0.108655030987411","0.0972435818310388","0.120066480143783"
"3","1992","Full Time","Male","2864","0.691371752853225","0.677519955765843","0.705223549940607"
"3","1992","Full Time","Female","1482","0.687250149853966","0.668029622288117","0.706470677419814"
"3","1992","Part Time","Male","504","0.702285221474222","0.669797988407973","0.734772454540471"
"3","1992","Part Time","Female","1173","0.705905871939633","0.684221255684197","0.727590488195069"
"3","1992","Not Working","Male","1028","0.795355673334096","0.773850631512479","0.816860715155712"
"3","1992","Not Working","Female","2094","0.774196050568786","0.758864565886772","0.789527535250799"
"4","1992","Full Time","Male","223","0.0623110236041071","0.055062587464559","0.0695594597436552"
"4","1992","Full Time","Female","129","0.0670419948501532","0.0566735448145658","0.0774104448857405"
"4","1992","Part Time","Male","52","0.0738386462098937","0.0552588497100445","0.0924184427097429"
"4","1992","Part Time","Female","81","0.064854314964279","0.0531338661546063","0.0765747637739517"
"4","1992","Not Working","Male","110","0.0917477006374304","0.0763604654214","0.107134935853461"
"4","1992","Not Working","Female","212","0.0913835804005836","0.0808174164294835","0.101949744371684"
"5","1992","Full Time","Male","14","","",""
"5","1992","Full Time","Female","7","","",""
"5","1992","Part Time","Male","5","","",""
"5","1992","Part Time","Female","6","","",""
"5","1992","Not Working","Male","9","","",""
"5","1992","Not Working","Female","16","","",""
"1","1993","Full Time","Male","193","0.0344959061606378","0.0289021906566274","0.0400896216646481"
"1","1993","Full Time","Female","87","0.029907651013507","0.0226068793391827","0.0372084226878313"
"1","1993","Part Time","Male","47","0.0517004506921031","0.0358854017769101","0.067515499607296"
"1","1993","Part Time","Female","80","0.0342664498456888","0.0255075400763724","0.0430253596150053"
"1","1993","Not Working","Male","44","0.0145968358787861","0.00841738101784953","0.0207762907397227"
"1","1993","Not Working","Female","100","0.0172752218756076","0.012552556474905","0.0219978872763103"
"2","1993","Full Time","Male","916","0.211295251439818","0.198782822270023","0.223807680609614"
"2","1993","Full Time","Female","457","0.197587206665988","0.180520512441105","0.21465390089087"
"2","1993","Part Time","Male","159","0.192243174471846","0.164097193754572","0.22038915518912"
"2","1993","Part Time","Female","332","0.187699279192884","0.168898469277283","0.206500089108486"
"2","1993","Not Working","Male","177","0.094592695259367","0.0795139701985701","0.109671420320164"
"2","1993","Not Working","Female","463","0.123293947133187","0.111377211975386","0.135210682290988"
"3","1993","Full Time","Male","2736","0.682078468109815","0.66780542173397","0.69635151448566"
"3","1993","Full Time","Female","1415","0.699506354374307","0.679855359021612","0.719157349727001"
"3","1993","Part Time","Male","497","0.689081633953265","0.656021155935191","0.72214211197134"
"3","1993","Part Time","Female","1134","0.696212296117076","0.674068974030611","0.718355618203541"
"3","1993","Not Working","Male","1093","0.794859037351433","0.774053205789008","0.815664868913858"
"3","1993","Not Working","Female","2125","0.762227727603235","0.746797142909657","0.777658312296813"
"4","1993","Full Time","Male","234","0.0697626645454365","0.0619545181250978","0.0775708109657752"
"4","1993","Full Time","Female","125","0.0694549874400378","0.0585583754656027","0.0803515994144729"
"4","1993","Part Time","Male","45","0.0624796318821766","0.0451930077204531","0.0797662560439001"
"4","1993","Part Time","Female","107","0.0789083683193879","0.0659276182932461","0.0918891183455297"
"4","1993","Not Working","Male","123","0.088810668171329","0.0741534785155504","0.103467857827108"
"4","1993","Not Working","Female","213","0.0864137544427133","0.076229584908499","0.0965979239769276"
"5","1993","Full Time","Male","10","","",""
"5","1993","Full Time","Female","7","","",""
"5","1993","Part Time","Male","5","","",""
"5","1993","Part Time","Female","4","","",""
"5","1993","Not Working","Male","10","","",""
"5","1993","Not Working","Female","23","","",""
"1","1994","Full Time","Male","175","0.0311406480363489","0.0256815196220405","0.0365997764506574"
"1","1994","Full Time","Female","88","0.0323197857351984","0.0245183473294787","0.0401212241409181"
"1","1994","Part Time","Male","45","0.0450491632675758","0.0298779700268165","0.0602203565083351"
"1","1994","Part Time","Female","76","0.0359152579150326","0.0268315602329617","0.0449989555971034"
"1","1994","Not Working","Male","40","0.0130726443580773","0.00733025128181317","0.0188150374343414"
"1","1994","Not Working","Female","94","0.0182933564697453","0.0134737960402093","0.0231129168992812"
"2","1994","Full Time","Male","830","0.205801829837026","0.193095557003086","0.218508102670967"
"2","1994","Full Time","Female","398","0.193490566157275","0.176064107495447","0.210917024819102"
"2","1994","Part Time","Male","150","0.183563277258991","0.155246747046969","0.211879807471013"
"2","1994","Part Time","Female","327","0.183969082549721","0.165054737814601","0.202883427284841"
"2","1994","Not Working","Male","175","0.0948012421220397","0.0799914968322637","0.109610987411816"
"2","1994","Not Working","Female","439","0.113340432941256","0.10193949052325","0.124741375359261"
"3","1994","Full Time","Male","2639","0.683071440896213","0.668448225688556","0.69769465610387"
"3","1994","Full Time","Female","1340","0.67483437151496","0.654169846353915","0.695498896676005"
"3","1994","Part Time","Male","480","0.691704396938848","0.657926718067393","0.725482075810303"
"3","1994","Part Time","Female","1101","0.688079043384284","0.665463500637472","0.710694586131097"
"3","1994","Not Working","Male","1142","0.798947903062758","0.778685911280563","0.819209894844954"
"3","1994","Not Working","Female","2185","0.767775090347652","0.752589164442479","0.782961016252824"
"4","1994","Full Time","Male","227","0.075386678761082","0.0670890022860375","0.0836843552361266"
"4","1994","Full Time","Female","131","0.0893079552904354","0.0767272392087097","0.101888671372161"
"4","1994","Part Time","Male","42","0.0764614953702454","0.0570242478093806","0.0958987429311102"
"4","1994","Part Time","Female","107","0.0915655032243546","0.0774862920034968","0.105644714445212"
"4","1994","Not Working","Male","130","0.0844446937573176","0.0703875503554064","0.0985018371592289"
"4","1994","Not Working","Female","225","0.0901658573757132","0.0798650316455131","0.100466683105913"
"5","1994","Full Time","Male","18","","",""
"5","1994","Full Time","Female","17","","",""
"5","1994","Part Time","Male","1","","",""
"5","1994","Part Time","Female","1","","",""
"5","1994","Not Working","Male","16","","",""
"5","1994","Not Working","Female","27","","",""
"1","1995","Full Time","Male","158","0.0310395569132047","0.0255918131823712","0.0364873006440383"
"1","1995","Full Time","Female","60","0.022339865537513","0.0157804519366516","0.0288992791383744"
"1","1995","Part Time","Male","41","0.0378801961741349","0.0250763678495076","0.0506840244987622"
"1","1995","Part Time","Female","71","0.0344640708419161","0.0258879535562343","0.0430401881275978"
"1","1995","Not Working","Male","42","0.0144138235836379","0.00857730680908073","0.0202503403581951"
"1","1995","Not Working","Female","116","0.0217345197551781","0.0166400016699839","0.0268290378403723"
"2","1995","Full Time","Male","790","0.195137868165556","0.182688783672684","0.207586952658429"
"2","1995","Full Time","Female","395","0.178763960910363","0.161757859301079","0.195770062519646"
"2","1995","Part Time","Male","165","0.191275793238502","0.164897336553732","0.217654249923272"
"2","1995","Part Time","Female","347","0.190768083220324","0.172296140862543","0.209240025578105"
"2","1995","Not Working","Male","214","0.112800017740691","0.0973089204555066","0.128291115025875"
"2","1995","Not Working","Female","480","0.113946063346791","0.102844619613494","0.125047507080087"
"3","1995","Full Time","Male","2689","0.692831942273242","0.678340624965477","0.707323259581006"
"3","1995","Full Time","Female","1339","0.692213839994376","0.671726976763183","0.712700703225568"
"3","1995","Part Time","Male","588","0.674300997571701","0.642870281826218","0.705731713317185"
"3","1995","Part Time","Female","1193","0.685938413423582","0.664117487377775","0.70775933946939"
"3","1995","Not Working","Male","1194","0.772240573866891","0.751703842464985","0.792777305268798"
"3","1995","Not Working","Female","2267","0.749657862595787","0.734522311181548","0.764793414010026"
"4","1995","Full Time","Male","237","0.0734986552774405","0.0653013971155945","0.0816959134392864"
"4","1995","Full Time","Female","146","0.0996369669590514","0.0863431448657699","0.112930789052333"
"4","1995","Part Time","Male","56","0.0923365097241024","0.0729201273435807","0.111752892104624"
"4","1995","Part Time","Female","117","0.0793529060657335","0.0666456665373676","0.0920601455940993"
"4","1995","Not Working","Male","138","0.0908619742871282","0.0767878030331829","0.104936145541073"
"4","1995","Not Working","Female","268","0.107341373039858","0.0965263861848208","0.118156359894895"
"5","1995","Full Time","Male","19","","",""
"5","1995","Full Time","Female","10","","",""
"5","1995","Part Time","Male","4","","",""
"5","1995","Part Time","Female","10","","",""
"5","1995","Not Working","Male","14","","",""
"5","1995","Not Working","Female","16","","",""
"1","1996","Full Time","Male","147","0.029592761316485","0.0242061976899214","0.0349793249430486"
"1","1996","Full Time","Female","57","0.0206720348563655","0.0142742890188797","0.0270697806938513"
"1","1996","Part Time","Male","35","0.0254742864764514","0.0150818972302846","0.0358666757226183"
"1","1996","Part Time","Female","62","0.023520252081988","0.0165016130966967","0.0305388910672793"
"1","1996","Not Working","Male","30","0.0083455382725007","0.00383986626520899","0.0128512102797924"
"1","1996","Not Working","Female","98","0.0185016657928554","0.0137176697803499","0.0232856618053609"
"2","1996","Full Time","Male","776","0.201023295430255","0.188284384902375","0.213762205958135"
"2","1996","Full Time","Female","375","0.189172474859187","0.171562266074207","0.206782683644167"
"2","1996","Part Time","Male","168","0.181185857699066","0.155780661404675","0.206591053993457"
"2","1996","Part Time","Female","337","0.170349646593661","0.152938856974356","0.187760436212966"
"2","1996","Not Working","Male","197","0.107145511195087","0.0918265418903448","0.122464480499829"
"2","1996","Not Working","Female","479","0.11659870122732","0.105204956556786","0.127992445897854"
"3","1996","Full Time","Male","2613","0.681806960169999","0.667001630312479","0.696612290027519"
"3","1996","Full Time","Female","1320","0.680696151087304","0.65973331614385","0.701658986030758"
"3","1996","Part Time","Male","618","0.693659424269719","0.663254554547667","0.724064293991771"
"3","1996","Part Time","Female","1264","0.714596031355328","0.693680899734285","0.735511162976371"
"3","1996","Not Working","Male","1169","0.752394285591808","0.731016865679692","0.773771705503924"
"3","1996","Not Working","Female","2188","0.748649294626626","0.7332493246651","0.764049264588151"
"4","1996","Full Time","Male","252","0.0826178163015777","0.0738668896956459","0.0913687429075096"
"4","1996","Full Time","Female","137","0.103094035418211","0.0894211077471884","0.116766963089233"
"4","1996","Part Time","Male","56","0.0914039765825895","0.0723960082270171","0.110411944938162"
"4","1996","Part Time","Female","125","0.0900335113051785","0.0767774320642013","0.103289590546156"
"4","1996","Not Working","Male","156","0.121171577489424","0.105009222544788","0.137333932434061"
"4","1996","Not Working","Female","262","0.107047856379582","0.096071866718251","0.118023846040913"
"5","1996","Full Time","Male","14","","",""
"5","1996","Full Time","Female","11","","",""
"5","1996","Part Time","Male","6","","",""
"5","1996","Part Time","Female","3","","",""
"5","1996","Not Working","Male","14","","",""
"5","1996","Not Working","Female","21","","",""
"1","1997","Full Time","Male","96","0.0208068255016584","0.016195749467735","0.0254179015355819"
"1","1997","Full Time","Female","48","0.0185618028210411","0.0124752181516178","0.0246483874904644"
"1","1997","Part Time","Male","31","0.0232481790745465","0.0132233999106972","0.0332729582383958"
"1","1997","Part Time","Female","56","0.0261046282396478","0.0184482126333969","0.0337610438458988"
"1","1997","Not Working","Male","41","0.015639237883844","0.00962876432371936","0.0216497114439687"
"1","1997","Not Working","Female","74","0.0147812291644342","0.0105180322078096","0.0190444261210587"
"2","1997","Full Time","Male","738","0.201041385898807","0.188094358746917","0.213988413050696"
"2","1997","Full Time","Female","359","0.19240269371831","0.174626649703969","0.210178737732651"
"2","1997","Part Time","Male","171","0.203289715654104","0.176516770748659","0.23006266055955"
"2","1997","Part Time","Female","328","0.180828399674882","0.162347149089982","0.199309650259783"
"2","1997","Not Working","Male","201","0.1078381895534","0.0928125882844726","0.122863790822328"
"2","1997","Not Working","Female","454","0.121594440573399","0.110048796084896","0.133140085061902"
"3","1997","Full Time","Male","2603","0.692981433632853","0.678080677688573","0.707882189577132"
"3","1997","Full Time","Female","1358","0.689829471144001","0.668970002106377","0.710688940181625"
"3","1997","Part Time","Male","614","0.689582921315587","0.658803937262046","0.720361905369129"
"3","1997","Part Time","Female","1168","0.702555785744519","0.680604813397565","0.724506758091474"
"3","1997","Not Working","Male","1225","0.750242436792703","0.729273138940269","0.771211734645136"
"3","1997","Not Working","Female","2269","0.743364926965932","0.727934681992797","0.758795171939067"
"4","1997","Full Time","Male","231","0.0805172842908484","0.0717274330236484","0.0893071355580484"
"4","1997","Full Time","Female","115","0.0922012679317335","0.0791547280954746","0.105247807767992"
"4","1997","Part Time","Male","50","0.0820156178471249","0.063761781392397","0.100269454301853"
"4","1997","Part Time","Female","111","0.0890696116579013","0.0753917575531613","0.102747465762641"
"4","1997","Not Working","Male","158","0.115304947532427","0.0998330164641573","0.130776878600696"
"4","1997","Not Working","Female","262","0.111250086012724","0.100141628792913","0.122358543232535"
