"hlf0071_h","year","e11103","sex","n","percent","lower_confidence","upper_confidence"
"4","2009","Part Time","Male","140","0.109024392350854","0.0911885415979268","0.126860243103781"
"4","2009","Part Time","Female","318","0.10805350304957","0.0970395136536313","0.119067492445509"
"4","2009","Not Working","Male","476","0.151546690449075","0.138719547066691","0.164373833831459"
"4","2009","Not Working","Female","592","0.13747989682025","0.126934271698131","0.148025521942368"
"5","2009","Full Time","Male","44","0.0109394727506811","0.00792895843900708","0.0139499870623551"
"5","2009","Full Time","Female","23","","",""
"5","2009","Part Time","Male","20","","",""
"5","2009","Part Time","Female","39","0.0117196377492296","0.00790148759861158","0.0155377878998476"
"5","2009","Not Working","Male","79","0.0270000763212498","0.0212020304619448","0.0327981221805548"
"5","2009","Not Working","Female","106","0.0255833135969165","0.0207480643000709","0.0304185628937622"
"1","2010","Full Time","Male","176","0.0133517649196175","0.0105218431917608","0.0161816866474741"
"1","2010","Full Time","Female","54","0.00892811859195614","0.00551627418282125","0.012339963001091"
"1","2010","Part Time","Male","66","0.0251760734304001","0.0174269004910601","0.03292524636974"
"1","2010","Part Time","Female","150","0.0207738334841015","0.0167318202728872","0.0248158466953157"
"1","2010","Not Working","Male","67","0.0104158091594695","0.00691133020880398","0.013920288110135"
"1","2010","Not Working","Female","234","0.013668432089386","0.0106222006504558","0.0167146635283162"
"2","2010","Full Time","Male","1271","0.172033461856451","0.162728024916037","0.181338898796865"
"2","2010","Full Time","Female","519","0.18128380390704","0.167310379206894","0.195257228607187"
"2","2010","Part Time","Male","305","0.161822218755554","0.143604859929782","0.180039577581327"
"2","2010","Part Time","Female","975","0.1668396644967","0.156273634298223","0.177405694695176"
"2","2010","Not Working","Male","376","0.102994990609311","0.0925030442921411","0.11348693692648"
"2","2010","Not Working","Female","919","0.108286284285367","0.100133770741989","0.116438797828744"
"3","2010","Full Time","Male","4315","0.714876304868209","0.703744745167745","0.726007864568673"
"3","2010","Full Time","Female","2021","0.678339012364811","0.661396443552163","0.695281581177459"
"3","2010","Part Time","Male","1042","0.688562993536296","0.665656679417476","0.711469307655116"
"3","2010","Part Time","Female","3220","0.702238035020317","0.689278939661515","0.715197130379118"
"3","2010","Not Working","Male","2240","0.700182943411879","0.684367385888208","0.715998500935551"
"3","2010","Not Working","Female","3678","0.705213723982169","0.693251660913578","0.717175787050759"
"4","2010","Full Time","Male","507","0.0884066834832632","0.0814071833062207","0.0954061836603056"
"4","2010","Full Time","Female","303","0.119559829098216","0.107791921956592","0.13132773623984"
"4","2010","Part Time","Male","134","0.10530180590565","0.0901189155816839","0.120484696229616"
"4","2010","Part Time","Female","384","0.0897760959166593","0.0816748395345933","0.0978773522987252"
"4","2010","Not Working","Male","466","0.156248385114669","0.14371507886574","0.168781691363598"
"4","2010","Not Working","Female","628","0.143686028222224","0.134483315502774","0.152888740941674"
"5","2010","Full Time","Male","50","0.0113317848724595","0.00872203815520383","0.0139415315897151"
"5","2010","Full Time","Female","23","","",""
"5","2010","Part Time","Male","23","","",""
"5","2010","Part Time","Female","54","0.0203723710822227","0.0163687847096522","0.0243759574547932"
"5","2010","Not Working","Male","75","0.0301578717046716","0.0242544821608783","0.0360612612484649"
"5","2010","Not Working","Female","122","0.0291455314208544","0.0247323159100169","0.0335587469316919"
"1","2011","Full Time","Male","179","0.014944988003504","0.0121489899372116","0.0177409860697964"
"1","2011","Full Time","Female","62","0.0148851935723578","0.0108154650327135","0.0189549221120022"
"1","2011","Part Time","Male","53","0.0164057137879579","0.0106848228621172","0.0221266047137986"
"1","2011","Part Time","Female","157","0.0182148909114769","0.0147667831509809","0.0216629986719728"
"1","2011","Not Working","Male","69","0.0117167525343866","0.00839896927617933","0.0150345357925939"
"1","2011","Not Working","Female","209","0.0145697071895546","0.0116889524256321","0.0174504619534771"
"2","2011","Full Time","Male","1357","0.166585660057342","0.157999319096654","0.175172001018029"
"2","2011","Full Time","Female","580","0.16588199660225","0.153380611044091","0.178383382160409"
"2","2011","Part Time","Male","349","0.157866672983095","0.141445893867393","0.174287452098797"
"2","2011","Part Time","Female","1173","0.178452498291713","0.168579774701588","0.188325221881838"
"2","2011","Not Working","Male","406","0.0864096822591788","0.0777468358596253","0.0950725286587323"
"2","2011","Not Working","Female","937","0.096210650068127","0.0891211908796477","0.103300109256606"
"3","2011","Full Time","Male","5000","0.704047956409296","0.693529049019789","0.714566863798802"
"3","2011","Full Time","Female","2371","0.689618899812923","0.674070095894705","0.705167703731141"
"3","2011","Part Time","Male","1249","0.687848438584953","0.66698013061119","0.708716746558716"
"3","2011","Part Time","Female","3861","0.674905370368779","0.662827630768115","0.686983109969443"
"3","2011","Not Working","Male","2891","0.72634788114382","0.712601910554118","0.740093851733523"
"3","2011","Not Working","Female","4576","0.718241838278142","0.707426464706117","0.729057211850166"
"4","2011","Full Time","Male","637","0.103162944486852","0.0961535988566239","0.11017229011708"
"4","2011","Full Time","Female","353","0.116679733576236","0.105890226931065","0.127469240221407"
"4","2011","Part Time","Male","220","0.12139721189895","0.106689038254827","0.136105385543074"
"4","2011","Part Time","Female","531","0.116692691403194","0.108414469524903","0.124970913281485"
"4","2011","Not Working","Male","583","0.148070836682172","0.137120179742996","0.159021493621349"
"4","2011","Not Working","Female","795","0.142810241900321","0.134398497133992","0.151221986666649"
"5","2011","Full Time","Male","61","0.0112584510430068","0.00882714542910267","0.0136897566569109"
"5","2011","Full Time","Female","35","0.0129341764362331","0.00913676876818898","0.0167315841042773"
"5","2011","Part Time","Male","23","","",""
"5","2011","Part Time","Female","56","0.0117345490248374","0.00895784665693872","0.0145112513927361"
"5","2011","Not Working","Male","92","0.0274548473804423","0.0224167324613463","0.0324929622995383"
"5","2011","Not Working","Female","129","0.0281675625638559","0.0241898055362149","0.0321453195914969"
"1","2012","Full Time","Male","171","0.0190819553053157","0.0158709951346792","0.0222929154759522"
"1","2012","Full Time","Female","69","0.0144171638172995","0.0104452801120776","0.0183890475225214"
"1","2012","Part Time","Male","59","0.0223102937438274","0.015437640239869","0.0291829472477857"
"1","2012","Part Time","Female","137","0.0214943049079297","0.0177277473510068","0.0252608624648527"
"1","2012","Not Working","Male","64","0.010609074917222","0.00747343686750508","0.013744712966939"
"1","2012","Not Working","Female","159","0.0160159792768125","0.0129039468502285","0.0191280117033966"
"2","2012","Full Time","Male","1239","0.16094011753389","0.152315581222296","0.169564653845484"
"2","2012","Full Time","Female","533","0.148745822800521","0.136889171193902","0.16060247440714"
"2","2012","Part Time","Male","291","0.138706156160536","0.122622128061434","0.154790184259638"
"2","2012","Part Time","Female","1043","0.160654921300264","0.151117773395047","0.170192069205482"
"2","2012","Not Working","Male","393","0.0831430021800034","0.0746928046797312","0.0915931996802757"
"2","2012","Not Working","Female","839","0.0902789480928248","0.0831746576370304","0.0973832385486191"
"3","2012","Full Time","Male","4880","0.702012532069929","0.691278112853712","0.712746951286145"
"3","2012","Full Time","Female","2471","0.717051736589209","0.702043184252749","0.73206028892567"
"3","2012","Part Time","Male","1196","0.704509536569002","0.683277754098256","0.725741319039748"
"3","2012","Part Time","Female","3950","0.691410396620284","0.679413751145044","0.703407042095524"
"3","2012","Not Working","Male","2895","0.718019944608715","0.704248463329064","0.731791425888367"
"3","2012","Not Working","Female","4310","0.717589778066341","0.706430099918981","0.728749456213701"
"4","2012","Full Time","Male","626","0.108137131424506","0.100848540374307","0.115425722474705"
"4","2012","Full Time","Female","349","0.106782027622906","0.096491495097951","0.11707256014786"
"4","2012","Part Time","Male","201","0.120926534872964","0.105754470628373","0.136098599117555"
"4","2012","Part Time","Female","507","0.111371920038575","0.103201411343359","0.11954242873379"
"4","2012","Not Working","Male","637","0.158669468399334","0.147487114967962","0.169851821830707"
"4","2012","Not Working","Female","797","0.149075653159012","0.140246436440552","0.157904869877472"
"5","2012","Full Time","Male","58","0.00982826366635957","0.00751299826548284","0.0121435290672363"
"5","2012","Full Time","Female","38","0.0130032491700647","0.00922845004742252","0.0167780482927069"
"5","2012","Part Time","Male","27","","",""
"5","2012","Part Time","Female","58","0.0150684571329474","0.0119044413342927","0.0182324729316021"
"5","2012","Not Working","Male","112","0.0295585098947248","0.0243749376870126","0.0347420821024371"
"5","2012","Not Working","Female","146","0.02703964140501","0.0230187589385573","0.0310605238714626"
"1","2013","Full Time","Male","161","0.0162865872067406","0.0131869992494686","0.0193861751640125"
"1","2013","Full Time","Female","42","0.00974633589424694","0.00640459352117277","0.0130880782673211"
"1","2013","Part Time","Male","48","0.0224556112256401","0.0154578003428736","0.0294534221084067"
"1","2013","Part Time","Female","137","0.0151069954329019","0.0118709478362844","0.0183430430295193"
"1","2013","Not Working","Male","223","0.022634378439946","0.0189243469630278","0.0263444099168643"
"1","2013","Not Working","Female","329","0.0229535084951683","0.019717107758138","0.0261899092321985"
"2","2013","Full Time","Male","1101","0.134460361837977","0.126106346997078","0.142814376678876"
"2","2013","Full Time","Female","499","0.132637734928081","0.121100204495141","0.144175265361021"
"2","2013","Part Time","Male","258","0.132629871313477","0.116610169709661","0.148649572917292"
"2","2013","Part Time","Female","960","0.139504674642604","0.130312887402017","0.148696461883191"
"2","2013","Not Working","Male","896","0.114121218937338","0.106190087832146","0.122052350042529"
"2","2013","Not Working","Female","1354","0.112116032681483","0.105297481489598","0.118934583873367"
"3","2013","Full Time","Male","4474","0.719652085284184","0.708652797045584","0.730651373522784"
"3","2013","Full Time","Female","2370","0.708944399853938","0.693492811939262","0.724395987768614"
"3","2013","Part Time","Male","1207","0.69254470723079","0.670750232246692","0.714339182214887"
"3","2013","Part Time","Female","3807","0.711904198935445","0.699889564343629","0.723918833527261"
"3","2013","Not Working","Male","4272","0.704886176562183","0.693509404636452","0.716262948487914"
"3","2013","Not Working","Female","5552","0.700366583544775","0.690466520299265","0.710266646790285"
"4","2013","Full Time","Male","610","0.114902568473205","0.107093215866212","0.122711921080198"
"4","2013","Full Time","Female","373","0.131097665524858","0.119617133607911","0.142578197441806"
"4","2013","Part Time","Male","182","0.129077938760265","0.113241877463118","0.144914000057413"
"4","2013","Part Time","Female","499","0.116658193375683","0.108141846520509","0.125174540230858"
"4","2013","Not Working","Male","676","0.134381012946562","0.125873607701688","0.142888418191437"
"4","2013","Not Working","Female","858","0.140110989988907","0.132609674388879","0.147612305588934"
"5","2013","Full Time","Male","60","0.0146983971978931","0.0117514374216302","0.017645356974156"
"5","2013","Full Time","Female","36","0.0175738637988755","0.013104325827969","0.022043401769782"
"5","2013","Part Time","Male","27","","",""
"5","2013","Part Time","Female","55","0.016825937613365","0.013413724333475","0.020238150893255"
"5","2013","Not Working","Male","107","0.023977213113971","0.0201613383863286","0.0277930878416134"
"5","2013","Not Working","Female","132","0.0244528852896671","0.0211150160646223","0.0277907545147119"
"1","2014","Full Time","Male","182","0.0185463620380467","0.0153194335305487","0.0217732905455446"
"1","2014","Full Time","Female","76","0.0185121384858774","0.0140534879109234","0.0229707890608314"
"1","2014","Part Time","Male","71","0.0211187535048745","0.0147322337479","0.027505273261849"
"1","2014","Part Time","Female","167","0.0208887490305103","0.0171484460956876","0.0246290519653329"
"1","2014","Not Working","Male","100","0.0215297864691768","0.0170865155130263","0.0259730574253272"
"1","2014","Not Working","Female","208","0.0204319304558101","0.0168075745347801","0.0240562863768402"
"2","2014","Full Time","Male","1205","0.147379767747363","0.138901212910089","0.155858322584636"
"2","2014","Full Time","Female","583","0.163664736762671","0.151427018832564","0.175902454692778"
"2","2014","Part Time","Male","358","0.165208396431054","0.148712716957239","0.18170407590487"
"2","2014","Part Time","Female","1024","0.160872848475239","0.151263591577194","0.170482105373285"
"2","2014","Not Working","Male","438","0.0940273682508389","0.0850923835866214","0.102962352915056"
"2","2014","Not Working","Female","794","0.0952081312435572","0.0876889562219715","0.102727306265143"
"3","2014","Full Time","Male","4644","0.701821888159509","0.690880399437683","0.712763376881334"
"3","2014","Full Time","Female","2440","0.686093071010241","0.670742496146018","0.701443645874463"
"3","2014","Part Time","Male","1273","0.672824667341747","0.651984253237153","0.69366508144634"
"3","2014","Part Time","Female","3837","0.682956969414632","0.67078697672226","0.695126962107004"
"3","2014","Not Working","Male","2871","0.70129943325557","0.68728811818391","0.715310748327231"
"3","2014","Not Working","Female","3998","0.705268129787992","0.693587950518912","0.716948309057071"
"4","2014","Full Time","Male","626","0.11965558850426","0.111892797714915","0.127418379293604"
"4","2014","Full Time","Female","376","0.121317360006201","0.110517697721824","0.132117022290577"
"4","2014","Part Time","Male","218","0.124122537087425","0.109476770340455","0.138768303834395"
"4","2014","Part Time","Female","525","0.116743868766174","0.108345500536932","0.125142236995416"
"4","2014","Not Working","Male","599","0.156430404287794","0.14530975422473","0.167551054350858"
"4","2014","Not Working","Female","740","0.153183304262408","0.143956331224181","0.162410277300635"
"5","2014","Full Time","Male","58","0.0125963935508223","0.00992894809599405","0.0152638390056505"
"5","2014","Full Time","Female","36","0.0104126937350101","0.00705499844393413","0.013770389026086"
"5","2014","Part Time","Male","27","","",""
"5","2014","Part Time","Female","63","0.0185375643134448","0.0150098149845624","0.0220653136423272"
"5","2014","Not Working","Male","91","0.0267130077366198","0.021776827755281","0.0316491877179586"
"5","2014","Not Working","Female","113","0.0259085042502331","0.0218386404523556","0.0299783680481106"
"1","2015","Full Time","Male","160","0.0216292621571203","0.0180256876649075","0.025232836649333"
"1","2015","Full Time","Female","64","0.014545707868375","0.0104339750626682","0.0186574406740817"
"1","2015","Part Time","Male","63","0.0259009429235169","0.0185833515771738","0.03321853426986"
"1","2015","Part Time","Female","156","0.0282317622917237","0.0237821701730972","0.0326813544103502"
"1","2015","Not Working","Male","164","0.01985669637719","0.015819920178091","0.023893472576289"
"1","2015","Not Working","Female","235","0.0169632904580012","0.0137618310507787","0.0201647498652237"
"2","2015","Full Time","Male","1043","0.140685627252183","0.132072480875427","0.149298773628939"
"2","2015","Full Time","Female","515","0.147995157624383","0.135800096088909","0.160190219159857"
"2","2015","Part Time","Male","282","0.136285544059487","0.120479659928299","0.152091428190674"
"2","2015","Part Time","Female","929","0.151299140409882","0.141672707037771","0.160925573781992"
"2","2015","Not Working","Male","598","0.0955405502023394","0.0870345614183945","0.104046538986284"
"2","2015","Not Working","Female","880","0.0898962248679832","0.0828049508524603","0.096987498883506"
"3","2015","Full Time","Male","4434","0.705965447443463","0.694679141173254","0.717251753713672"
"3","2015","Full Time","Female","2286","0.698749240869558","0.682992588219063","0.714505893520054"
"3","2015","Part Time","Male","1258","0.710175926428901","0.689275314336673","0.731076538521128"
"3","2015","Part Time","Female","3682","0.679438755514315","0.666901556396231","0.6919759546324"
"3","2015","Not Working","Male","3128","0.698439691069152","0.685160001223544","0.71171938091476"
"3","2015","Not Working","Female","4272","0.719451283429647","0.708313137046299","0.730589429812996"
"4","2015","Full Time","Male","568","0.118931113026952","0.110912235163498","0.126949990890406"
"4","2015","Full Time","Female","350","0.123919292075444","0.112603610130425","0.135234974020463"
"4","2015","Part Time","Male","189","0.117650382723039","0.102807241258925","0.132493524187153"
"4","2015","Part Time","Female","494","0.125086481757164","0.11619943203288","0.133973531481448"
"4","2015","Not Working","Male","594","0.158330331372443","0.147767282598198","0.168893380146688"
"4","2015","Not Working","Female","754","0.150200659537894","0.141343342357517","0.159057976718272"
"5","2015","Full Time","Male","55","0.0127885501202813","0.0100051434014964","0.0155719568390662"
"5","2015","Full Time","Female","42","0.0147906015622393","0.0106449155732081","0.0189362875512705"
"5","2015","Part Time","Male","18","","",""
"5","2015","Part Time","Female","62","0.0159438600269152","0.0125789261680621","0.0193087938857683"
"5","2015","Not Working","Male","104","0.0278327309788761","0.0230729738289653","0.0325924881287868"
"5","2015","Not Working","Female","109","0.0234885417064741","0.0197338456950465","0.0272432377179018"
"1","2016","Full Time","Male","136","0.016471919592018","0.013236447558474","0.0197073916255621"
"1","2016","Full Time","Female","69","0.015214008518191","0.0109927729537282","0.0194352440826537"
"1","2016","Part Time","Male","74","0.0240659529631426","0.0170462993009698","0.0310856066253155"
"1","2016","Part Time","Female","142","0.0197567411798035","0.0159497046302703","0.0235637777293366"
"1","2016","Not Working","Male","350","0.0138391815807271","0.0107267610417536","0.0169516021197006"
"1","2016","Not Working","Female","367","0.0188269674641659","0.0154848504528514","0.0221690844754804"
"2","2016","Full Time","Male","1033","0.151292968720024","0.142184184081521","0.160401753358526"
"2","2016","Full Time","Female","512","0.153679558702127","0.141242367885079","0.166116749519174"
"2","2016","Part Time","Male","310","0.158406739720427","0.141682673786275","0.175130805654579"
"2","2016","Part Time","Female","902","0.160565854070578","0.150522416801428","0.170609291339728"
"2","2016","Not Working","Male","778","0.0896629569154768","0.0820513415672865","0.097274572263667"
"2","2016","Not Working","Female","936","0.0914033345044412","0.0843169412019455","0.0984897278069368"
"3","2016","Full Time","Male","4162","0.700825594238816","0.689185959364987","0.712465229112645"
"3","2016","Full Time","Female","2283","0.713415511125896","0.697821980984155","0.729009041267636"
"3","2016","Part Time","Male","1264","0.705166345581092","0.684281164974808","0.726051526187377"
"3","2016","Part Time","Female","3549","0.677979509980435","0.665197107251628","0.690761912709243"
"3","2016","Not Working","Male","3620","0.713425466965576","0.701378927774681","0.725472006156471"
"3","2016","Not Working","Female","4291","0.717872257850456","0.706805888906419","0.728938626794493"
"4","2016","Full Time","Male","559","0.118735931256971","0.110513196627909","0.126958665886033"
"4","2016","Full Time","Female","337","0.105023877028451","0.0944509173103818","0.115596836746519"
"4","2016","Part Time","Male","169","0.10813152959367","0.0939072428832978","0.122355816304043"
"4","2016","Part Time","Female","490","0.128713088448254","0.11955184530657","0.137874331589939"
"4","2016","Not Working","Male","562","0.154427481485937","0.144800127927473","0.164054835044401"
"4","2016","Not Working","Female","654","0.14507048372147","0.13641057431912","0.153730393123821"
"5","2016","Full Time","Male","55","0.0126735861921715","0.00983009229276156","0.0155170800915813"
"5","2016","Full Time","Female","29","","",""
"5","2016","Part Time","Male","14","","",""
"5","2016","Part Time","Female","50","0.0129848063209292","0.00988779982705227","0.0160818128148061"
"5","2016","Not Working","Male","102","0.0286449130522829","0.0242008321067682","0.0330889939977977"
"5","2016","Not Working","Female","105","0.0268269564594667","0.022853765845202","0.0308001470737314"
"1","2017","Full Time","Male","164","0.0226445824935849","0.0190860917227602","0.0262030732644096"
"1","2017","Full Time","Female","80","0.0204047103145459","0.0158657440440028","0.024943676585089"
"1","2017","Part Time","Male","95","0.0310773291499858","0.0237796530594947","0.0383750052404768"
"1","2017","Part Time","Female","162","0.0262802362082933","0.0220994586638705","0.0304610137527161"
"1","2017","Not Working","Male","431","0.020082529619551","0.0165288056373864","0.0236362536017156"
"1","2017","Not Working","Female","453","0.0217951182346329","0.0183850444627118","0.0252051920065539"
"2","2017","Full Time","Male","1101","0.141782770251913","0.133438895698702","0.150126644805124"
"2","2017","Full Time","Female","548","0.143018424534308","0.131778843263611","0.154258005805004"
"2","2017","Part Time","Male","349","0.144405185600601","0.129622829945192","0.159187541256009"
"2","2017","Part Time","Female","899","0.134016302244835","0.125112836161827","0.142919768327843"
"2","2017","Not Working","Male","901","0.0949890409347293","0.0875615281965136","0.102416553672945"
"2","2017","Not Working","Female","1090","0.0919401291526303","0.085192067475037","0.0986881908302236"
"3","2017","Full Time","Male","4733","0.711497597352377","0.700660353176382","0.722334841528372"
"3","2017","Full Time","Female","2665","0.713864489814635","0.69935466518868","0.72837431444059"
"3","2017","Part Time","Male","1490","0.701495059337311","0.682250576231802","0.720739542442821"
"3","2017","Part Time","Female","3941","0.698893936529083","0.686904719499463","0.710883153558704"
"3","2017","Not Working","Male","3958","0.711968535266865","0.700496773969977","0.723440296563754"
"3","2017","Not Working","Female","4662","0.709670174293135","0.699069259344948","0.720271089241322"
"4","2017","Full Time","Male","660","0.113801698134329","0.106205483094302","0.121397913174355"
"4","2017","Full Time","Female","397","0.112800003736634","0.102643745910463","0.122956261562806"
"4","2017","Part Time","Male","211","0.110219030935833","0.0970489625194605","0.123389099352205"
"4","2017","Part Time","Female","562","0.122837857731586","0.114258959979497","0.131416755483676"
"4","2017","Not Working","Male","601","0.145640137939339","0.136704188680748","0.154576087197929"
"4","2017","Not Working","Female","717","0.147595636616453","0.139311851241649","0.155879421991258"
"5","2017","Full Time","Male","56","0.0102733517677965","0.00786138603226186","0.0126853175033311"
"5","2017","Full Time","Female","37","0.00991237159987784","0.00673188185984389","0.0130928613399118"
"5","2017","Part Time","Male","27","","",""
"5","2017","Part Time","Female","60","0.017971667286202","0.0144996519977043","0.0214436825746998"
"5","2017","Not Working","Male","95","0.0273197562395153","0.0231902018331622","0.0314493106458683"
"5","2017","Not Working","Female","121","0.0289989417031486","0.0250799876394027","0.0329178957668946"
"1","2018","Full Time","Male","173","0.0195130766242421","0.0161327485596799","0.0228934046888042"
"1","2018","Full Time","Female","67","0.0117130412625125","0.00820818530032103","0.015217897224704"
"1","2018","Part Time","Male","102","0.025200451369218","0.0188089347785972","0.0315919679598389"
"1","2018","Part Time","Female","159","0.02298356574002","0.019026517515901","0.0269406139641391"
"1","2018","Not Working","Male","338","0.0148442614236202","0.0116439553342553","0.0180445675129851"
"1","2018","Not Working","Female","393","0.0222140582566655","0.018636170099665","0.0257919464136659"
"2","2018","Full Time","Male","1017","0.140817822627215","0.132317282626495","0.149318362627936"
"2","2018","Full Time","Female","568","0.157453284700758","0.145588314188845","0.169318255212672"
"2","2018","Part Time","Male","405","0.165582633965051","0.1504246598356","0.180740608094502"
"2","2018","Part Time","Female","885","0.145957991915638","0.136634786324202","0.155281197507074"
"2","2018","Not Working","Male","797","0.0767429015583398","0.0696985631624694","0.0837872399542103"
"2","2018","Not Working","Female","979","0.084066468856818","0.0773299691549481","0.0908029685586879"
"3","2018","Full Time","Male","4554","0.712660670498405","0.701601717654321","0.723719623342489"
"3","2018","Full Time","Female","2545","0.694166760606187","0.679157197358046","0.709176323854328"
"3","2018","Part Time","Male","1564","0.680118212946359","0.66109740062625","0.699139025266467"
"3","2018","Part Time","Female","3839","0.684992387185036","0.672726044256002","0.69725873011407"
"3","2018","Not Working","Male","3678","0.738029443068962","0.726392930023008","0.749665956114916"
"3","2018","Not Working","Female","4384","0.72426515023779","0.71341625446232","0.735114046013261"
"4","2018","Full Time","Male","635","0.117988845304945","0.110105099962331","0.125872590647559"
"4","2018","Full Time","Female","406","0.126150543606602","0.115334792638498","0.136966294574707"
"4","2018","Part Time","Male","216","0.117690707648301","0.104549852903757","0.130831562392845"
"4","2018","Part Time","Female","565","0.130292617966603","0.121403509854983","0.139181726078223"
"4","2018","Not Working","Male","577","0.143764511467966","0.134479504508777","0.153049518427155"
"4","2018","Not Working","Female","660","0.144069612632241","0.135544574510783","0.152594650753698"
"5","2018","Full Time","Male","53","0.00901958494519341","0.00670911201074317","0.0113300578796436"
"5","2018","Full Time","Female","34","0.0105163698239399","0.00719336449471454","0.0138393751531653"
"5","2018","Part Time","Male","23","","",""
"5","2018","Part Time","Female","61","0.0157734371927024","0.0124832362977433","0.0190636380876616"
"5","2018","Not Working","Male","95","0.0266188824811118","0.0223590144692069","0.0308787504930167"
"5","2018","Not Working","Female","102","0.0253847100164852","0.0215662027054655","0.0292032173275048"
"1","2019","Full Time","Male","156","0.0207375796743353","0.0174202840112808","0.0240548753373897"
"1","2019","Full Time","Female","69","0.0132656706032241","0.00959306017724663","0.0169382810292015"
"1","2019","Part Time","Male","115","0.0408347798141556","0.0329268628591753","0.0487426967691359"
"1","2019","Part Time","Female","135","0.022650262266853","0.0186351427534545","0.0266653817802516"
"1","2019","Not Working","Male","291","0.01561339245455","0.0122055712066009","0.019021213702499"
"1","2019","Not Working","Female","347","0.020308846055735","0.0167786499966652","0.0238390421148048"
"2","2019","Full Time","Male","1002","0.143097044958034","0.134945559543566","0.151248530372501"
"2","2019","Full Time","Female","494","0.138930572189657","0.127827884174841","0.150033260204474"
"2","2019","Part Time","Male","373","0.157956301374011","0.143383733976329","0.172528868771692"
"2","2019","Part Time","Female","761","0.136554180146278","0.127287868459808","0.145820491832748"
"2","2019","Not Working","Male","635","0.071551035348881","0.0644661586013918","0.0786359120963702"
"2","2019","Not Working","Female","849","0.0819133274645351","0.0750500629971176","0.0887765919319527"
"3","2019","Full Time","Male","5000","0.700349279045276","0.689685267434175","0.711013290656377"
"3","2019","Full Time","Female","2661","0.71863686321634","0.704202471621323","0.733071254811357"
"3","2019","Part Time","Male","1664","0.688157657967225","0.669647428832609","0.706667887101841"
"3","2019","Part Time","Female","3712","0.700329820922378","0.687967217651474","0.712692424193283"
"3","2019","Not Working","Male","3470","0.73397553935301","0.721829158368201","0.746121920337819"
"3","2019","Not Working","Female","4162","0.720618056595175","0.709388480931329","0.731847632259022"
"4","2019","Full Time","Male","824","0.124458111951684","0.116773787893618","0.13214243600975"
"4","2019","Full Time","Female","457","0.118013127098264","0.107656785688807","0.128369468507721"
"4","2019","Part Time","Male","223","0.10604016283801","0.0937376316021397","0.11834269407388"
"4","2019","Part Time","Female","593","0.124607173686092","0.115694461680844","0.133519885691341"
"4","2019","Not Working","Male","587","0.151228744201849","0.141380522320727","0.161076966082971"
"4","2019","Not Working","Female","666","0.153847288441081","0.144817430727712","0.162877146154449"
"5","2019","Full Time","Male","107","0.0113579843706709","0.00889123078672235","0.0138247379546194"
"5","2019","Full Time","Female","47","0.0111537668925146","0.00778256080264523","0.0145249729823841"
"5","2019","Part Time","Male","31","0.00701109800659941","0.00367709877119986","0.010345097241999"
"5","2019","Part Time","Female","74","0.0158585629783983","0.0124872619450965","0.0192298640117"
"5","2019","Not Working","Male","101","0.0276312886417102","0.023125597919278","0.0321369793641424"
"5","2019","Not Working","Female","109","0.0233124814434736","0.0195360319630843","0.027088930923863"
