"hlf0071_h","year","migback","n","percent","lower_confidence","upper_confidence","value"
"A little too big","1988","indirect migration background","","","","","4"
"A little too small","1988","no migration background","99","0.165810007566504","0.137585717205701","0.194034297927306","2"
"A little too small","1988","direct migration background","68","0.194832543872605","0.15241948996794","0.23724559777727","2"
"A little too small","1988","indirect migration background","3","","","","2"
"Just right","1988","no migration background","500","0.740585026526076","0.707321356977599","0.773848696074553","3"
"Just right","1988","direct migration background","237","0.73274427549381","0.685356599233619","0.780131951754001","3"
"Just right","1988","indirect migration background","14","","","","3"
"Much too big","1988","no migration background","3","","","","5"
"Much too big","1988","direct migration background","","","","","5"
"Much too big","1988","indirect migration background","","","","","5"
"Much too small","1988","no migration background","22","","","","1"
"Much too small","1988","direct migration background","16","","","","1"
"Much too small","1988","indirect migration background","","","","","1"
"A little too big","1989","no migration background","49","0.0727996866722259","0.0530828738311261","0.0925164995133258","4"
"A little too big","1989","indirect migration background","","","","","4"
"A little too big","1989","direct migration background","11","","","","4"
"A little too small","1989","no migration background","91","0.129768590550984","0.104265821086007","0.155271360015961","2"
"A little too small","1989","direct migration background","65","0.171211786256159","0.126112537638967","0.216311034873351","2"
"A little too small","1989","indirect migration background","5","","","","2"
"Just right","1989","no migration background","491","0.752825633495173","0.720088994586587","0.785562272403758","3"
"Just right","1989","direct migration background","183","0.733151834675675","0.680196493858818","0.786107175492533","3"
"Just right","1989","indirect migration background","20","","","","3"
"Much too big","1989","no migration background","5","","","","5"
"Much too big","1989","direct migration background","","","","","5"
"Much too big","1989","indirect migration background","","","","","5"
"Much too small","1989","no migration background","31","0.0379231615003136","0.0234273570562147","0.0524189659444124","1"
"Much too small","1989","direct migration background","9","","","","1"
"Much too small","1989","indirect migration background","","","","","1"
"A little too big","1990","direct migration background","18","","","","4"
"A little too big","1990","no migration background","187","0.0430254484810887","0.0373393056544974","0.0487115913076801","4"
"A little too big","1990","indirect migration background","","","","","4"
"A little too small","1990","no migration background","1164","0.211396064224135","0.199954568948002","0.222837559500267","2"
"A little too small","1990","direct migration background","58","0.183845794357368","0.145253058263217","0.22243853045152","2"
"A little too small","1990","indirect migration background","6","","","","2"
"Just right","1990","no migration background","3144","0.669234255159111","0.656050042144333","0.68241846817389","3"
"Just right","1990","direct migration background","275","0.650838617412187","0.603344221555826","0.698333013268548","3"
"Just right","1990","indirect migration background","27","","","","3"
"Much too big","1990","no migration background","31","0.00680851956644502","0.0045041734862115","0.00911286564667855","5"
"Much too big","1990","indirect migration background","","","","","5"
"Much too big","1990","direct migration background","5","","","","5"
"Much too small","1990","no migration background","366","0.0695357125692203","0.0624078605292338","0.0766635646092069","1"
"Much too small","1990","direct migration background","31","0.0764663696441924","0.0499902581139922","0.102942481174393","1"
"Much too small","1990","indirect migration background","2","","","","1"
"A little too big","1991","no migration background","683","0.0761509165066235","0.0710700992524346","0.0812317337608125","4"
"A little too big","1991","direct migration background","55","0.0347380444087016","0.0276790458204945","0.0417970429969088","4"
"A little too big","1991","indirect migration background","6","","","","4"
"A little too small","1991","no migration background","1919","0.158683950709368","0.151684860674472","0.165683040744265","2"
"A little too small","1991","direct migration background","579","0.195942768714034","0.180641553677415","0.211243983750653","2"
"A little too small","1991","indirect migration background","86","0.258611790814895","0.212340046872494","0.304883534757295","2"
"Just right","1991","no migration background","7472","0.73296499799032","0.724490359045889","0.741439636934751","3"
"Just right","1991","direct migration background","1719","0.708562179863809","0.691044372102997","0.72607998762462","3"
"Just right","1991","indirect migration background","229","0.671839230596945","0.622220587873607","0.721457873320283","3"
"Much too big","1991","no migration background","65","0.00751483569726156","0.00586052435335553","0.00916914704116758","5"
"Much too big","1991","direct migration background","7","","","","5"
"Much too big","1991","indirect migration background","","","","","5"
"Much too small","1991","no migration background","330","0.0246852990964268","0.0217130372057913","0.0276575609870622","1"
"Much too small","1991","direct migration background","225","0.0583902625370112","0.0493511976957463","0.0674293273782761","1"
"Much too small","1991","indirect migration background","23","","","","1"
"A little too big","1992","direct migration background","63","0.0359809181202899","0.028664229407689","0.0432976068328908","4"
"A little too big","1992","no migration background","735","0.0807086472227481","0.0754449567546189","0.0859723376908773","4"
"A little too big","1992","indirect migration background","9","","","","4"
"A little too small","1992","no migration background","1886","0.155776771806501","0.148768939198328","0.162784604414674","2"
"A little too small","1992","direct migration background","582","0.204911893500377","0.189054680696861","0.220769106303893","2"
"A little too small","1992","indirect migration background","96","0.233162335780077","0.191568042072981","0.274756629487173","2"
"Just right","1992","no migration background","7278","0.730793928349784","0.722222689220279","0.739365167479289","3"
"Just right","1992","direct migration background","1618","0.707052698532363","0.689173160817882","0.724932236246844","3"
"Just right","1992","indirect migration background","249","0.663272501308937","0.616784794234782","0.709760208383091","3"
"Much too big","1992","no migration background","54","0.00654543430905024","0.0049871490570979","0.00810371956100257","5"
"Much too big","1992","direct migration background","2","","","","5"
"Much too big","1992","indirect migration background","1","","","","5"
"Much too small","1992","no migration background","334","0.0261752183119162","0.0230899759310819","0.0292604606927505","1"
"Much too small","1992","direct migration background","224","0.0512652946482654","0.0426012682780019","0.0599293210185289","1"
"Much too small","1992","indirect migration background","42","0.0848113475134699","0.057406011410158","0.112216683616782","1"
"A little too big","1993","no migration background","729","0.0818003341194792","0.0764384938921401","0.0871621743468184","4"
"A little too big","1993","direct migration background","100","0.0484027914973955","0.0399097919458435","0.0568957910489475","4"
"A little too big","1993","indirect migration background","18","","","","4"
"A little too small","1993","no migration background","1842","0.159398952209836","0.152237428083557","0.166560476336114","2"
"A little too small","1993","direct migration background","559","0.221607460582928","0.205171660962109","0.238043260203746","2"
"A little too small","1993","indirect migration background","103","0.191280407597176","0.155798143970279","0.226762671224072","2"
"Just right","1993","no migration background","7136","0.729556353546815","0.720866037356686","0.738246669736945","3"
"Just right","1993","direct migration background","1562","0.672154927118112","0.653578236823088","0.690731617413135","3"
"Just right","1993","indirect migration background","302","0.697526913943594","0.656088707941022","0.738965119946165","3"
"Much too big","1993","no migration background","55","0.00624271571794909","0.00470174386369753","0.00778368757220066","5"
"Much too big","1993","direct migration background","2","","","","5"
"Much too big","1993","indirect migration background","2","","","","5"
"Much too small","1993","no migration background","274","0.0230016444059206","0.0200687655562515","0.0259345232555897","1"
"Much too small","1993","direct migration background","230","0.0570358076070255","0.0478583853274025","0.0662132298866485","1"
"Much too small","1993","indirect migration background","47","0.0651627970948035","0.0428966566354977","0.0874289375541094","1"
"A little too big","1994","no migration background","756","0.0881942156186872","0.0826073589658357","0.0937810722715387","4"
"A little too big","1994","direct migration background","86","0.0600031470455358","0.0502612093097586","0.069745084781313","4"
"A little too big","1994","indirect migration background","20","","","","4"
"A little too small","1994","no migration background","1733","0.152660696563552","0.145574901271916","0.159746491855188","2"
"A little too small","1994","direct migration background","471","0.199793289875643","0.183391672404276","0.216194907347011","2"
"A little too small","1994","indirect migration background","115","0.245008939675536","0.206771233962528","0.283246645388544","2"
"Just right","1994","no migration background","7052","0.730602593540915","0.721862147101201","0.739343039980629","3"
"Just right","1994","direct migration background","1527","0.675542372569891","0.656337986560359","0.694746758579422","3"
"Just right","1994","indirect migration background","308","0.620637070155663","0.577497455862967","0.663776684448358","3"
"Much too big","1994","no migration background","73","0.0074875148355141","0.00578914157680619","0.00918588809422202","5"
"Much too big","1994","direct migration background","6","","","","5"
"Much too big","1994","indirect migration background","1","","","","5"
"Much too small","1994","no migration background","283","0.0210549794413319","0.0182265010346641","0.0238834578479997","1"
"Much too small","1994","direct migration background","193","0.0612319365066974","0.0513971873836172","0.0710666856297775","1"
"Much too small","1994","indirect migration background","42","0.0663832645426135","0.044250096905653","0.088516432179574","1"
"A little too big","1995","no migration background","850","0.0985575116422303","0.0926979007734831","0.104417122510977","4"
"A little too big","1995","indirect migration background","14","","","","4"
"A little too big","1995","direct migration background","98","0.0483943568724166","0.0403693645222913","0.0564193492225419","4"
"A little too small","1995","no migration background","1648","0.147813770332107","0.140836595551386","0.154790945112828","2"
"A little too small","1995","indirect migration background","119","0.211776005411128","0.17585627252705","0.247695738295206","2"
"A little too small","1995","direct migration background","624","0.2125803359442","0.197280617669628","0.227880054218771","2"
"Just right","1995","direct migration background","1809","0.669589618917804","0.652000262096497","0.687178975739111","3"
"Just right","1995","no migration background","7120","0.726189768322822","0.717423701074644","0.734955835571","3"
"Just right","1995","indirect migration background","341","0.703828622948633","0.663688850955964","0.743968394941303","3"
"Much too big","1995","no migration background","64","0.00813060648632198","0.00636520448522868","0.00989600848741527","5"
"Much too big","1995","direct migration background","9","","","","5"
"Much too big","1995","indirect migration background","","","","","5"
"Much too small","1995","no migration background","258","0.0193083432165186","0.0166031789370233","0.0220135074960139","1"
"Much too small","1995","direct migration background","207","0.0631115887434488","0.0540183781052679","0.0722047993816296","1"
"Much too small","1995","indirect migration background","23","","","","1"
"A little too big","1996","no migration background","865","0.105265831955253","0.0992091565485573","0.111322507361948","4"
"A little too big","1996","direct migration background","105","0.0677432451527428","0.0580555919127071","0.0774308983927785","4"
"A little too big","1996","indirect migration background","18","","","","4"
"A little too small","1996","no migration background","1668","0.150349191107505","0.143295533738546","0.157402848476463","2"
"A little too small","1996","indirect migration background","121","0.223439087419776","0.188370700814943","0.258507474024608","2"
"A little too small","1996","direct migration background","543","0.195142375203673","0.179864845315282","0.210419905092065","2"
"Just right","1996","no migration background","7036","0.719785098484604","0.710921897174598","0.728648299794611","3"
"Just right","1996","direct migration background","1768","0.689286285622318","0.671446162492777","0.707126408751858","3"
"Just right","1996","indirect migration background","368","0.682110829400639","0.642908327309372","0.721313331491907","3"
"Much too big","1996","no migration background","65","0.00797476602748097","0.00621941527734625","0.00973011677761569","5"
"Much too big","1996","direct migration background","4","","","","5"
"Much too big","1996","indirect migration background","","","","","5"
"Much too small","1996","no migration background","229","0.0166251124251572","0.0141017163301675","0.019148508520147","1"
"Much too small","1996","direct migration background","165","0.0461528970221352","0.0380646075979453","0.0542411864463251","1"
"Much too small","1996","indirect migration background","35","0.0492884751557557","0.0310643991372533","0.0675125511742581","1"
"A little too big","1997","no migration background","814","0.103444716222961","0.0974121869419731","0.109477245503949","4"
"A little too big","1997","direct migration background","96","0.0642256847572934","0.0545458560702542","0.0739055134443326","4"
"A little too big","1997","indirect migration background","17","","","","4"
"A little too small","1997","no migration background","1592","0.151569456052175","0.144465982977796","0.158672929126555","2"
"A little too small","1997","direct migration background","543","0.221387200725618","0.204993962009193","0.237780439442044","2"
"A little too small","1997","indirect migration background","116","0.180524754191696","0.148810086304106","0.212239422079286","2"
"Just right","1997","no migration background","7143","0.723755701649403","0.714898441398376","0.732612961900429","3"
"Just right","1997","direct migration background","1699","0.66744796228999","0.648845679093362","0.686050245486618","3"
"Just right","1997","indirect migration background","395","0.723535937889293","0.686657436615994","0.760414439162593","3"
"Much too big","1997","no migration background","50","0.00653482474657935","0.00493876170338066","0.00813088778977804","5"
"Much too big","1997","direct migration background","6","","","","5"
"Much too big","1997","indirect migration background","2","","","","5"
"Much too small","1997","no migration background","191","0.0146953013288815","0.0123117128921025","0.0170788897656604","1"
"Much too small","1997","direct migration background","120","0.039797164778239","0.0320786223124653","0.0475157072440128","1"
"Much too small","1997","indirect migration background","35","0.0455480332335796","0.0283556643803299","0.0627404020868292","1"
"A little too big","1998","no migration background","1061","0.108151522602041","0.102377809310184","0.113925235893897","4"
"A little too big","1998","direct migration background","110","0.0584323427787806","0.0489327046641354","0.0679319808934258","4"
"A little too big","1998","indirect migration background","22","","","","4"
"A little too small","1998","no migration background","1684","0.143276798309979","0.136763491204364","0.149790105415594","2"
"A little too small","1998","direct migration background","475","0.190344566982662","0.174445376756482","0.206243757208843","2"
"A little too small","1998","indirect migration background","135","0.211670934964474","0.178455158559569","0.244886711369379","2"
"Just right","1998","no migration background","8074","0.719975475926955","0.71162809479812","0.728322857055789","3"
"Just right","1998","indirect migration background","392","0.687352349159153","0.649657907014695","0.725046791303612","3"
"Just right","1998","direct migration background","1603","0.682873128606423","0.664026174246966","0.70172008296588","3"
"Much too big","1998","no migration background","89","0.010584170942494","0.00868172989739924","0.0124866119875888","5"
"Much too big","1998","direct migration background","10","","","","5"
"Much too big","1998","indirect migration background","4","","","","5"
"Much too small","1998","no migration background","207","0.0180120322185314","0.0155395806210469","0.020484483816016","1"
"Much too small","1998","direct migration background","144","0.0622198320836716","0.0524368876888124","0.0720027764785308","1"
"Much too small","1998","indirect migration background","28","","","","1"
"A little too big","1999","no migration background","930","0.0965852435357301","0.0910367764437834","0.102133710627677","4"
"A little too big","1999","direct migration background","105","0.0545422438799228","0.045053159346535","0.0640313284133106","4"
"A little too big","1999","indirect migration background","21","","","","4"
"A little too small","1999","direct migration background","411","0.176669076592397","0.160732162417972","0.192605990766822","2"
"A little too small","1999","no migration background","1677","0.147738593261944","0.141073481656859","0.154403704867029","2"
"A little too small","1999","indirect migration background","134","0.213414663099541","0.180766747846054","0.246062578353029","2"
"Just right","1999","no migration background","8073","0.73713316160832","0.728864886650426","0.745401436566214","3"
"Just right","1999","indirect migration background","415","0.694914795438852","0.658224876169939","0.731604714707765","3"
"Just right","1999","direct migration background","1569","0.725149298753664","0.70649414250212","0.743804455005207","3"
"Much too big","1999","no migration background","49","0.00604132358845939","0.00458578324085281","0.00749686393606597","5"
"Much too big","1999","direct migration background","9","","","","5"
"Much too big","1999","indirect migration background","1","","","","5"
"Much too small","1999","no migration background","159","0.0125016780055461","0.0104146591510577","0.0145886968600345","1"
"Much too small","1999","direct migration background","106","0.0366476470206268","0.0287961516357729","0.0444991424054808","1"
"Much too small","1999","indirect migration background","34","0.0415578554615897","0.0256548239702502","0.0574608869529293","1"
"A little too big","2000","no migration background","1880","0.0978635133085269","0.0937436196468593","0.101983406970195","4"
"A little too big","2000","direct migration background","140","0.0463863196106389","0.0392342872413353","0.0535383519799425","4"
"A little too big","2000","indirect migration background","24","","","","4"
"A little too small","2000","direct migration background","681","0.212871925213318","0.198952215695434","0.226791634731201","2"
"A little too small","2000","no migration background","2569","0.127193654008316","0.122573769161269","0.131813538855363","2"
"A little too small","2000","indirect migration background","183","0.229979502801095","0.20129871710002","0.25866028850217","2"
"Just right","2000","no migration background","15095","0.750748642615021","0.744750655548039","0.756746629682003","3"
"Just right","2000","direct migration background","2354","0.700038897665943","0.68445622910087","0.715621566231015","3"
"Just right","2000","indirect migration background","582","0.698649365021195","0.667376978444124","0.729921751598266","3"
"Much too big","2000","no migration background","143","0.0089631467871404","0.00765633020114143","0.0102699633731394","5"
"Much too big","2000","direct migration background","12","","","","5"
"Much too big","2000","indirect migration background","3","","","","5"
"Much too small","2000","no migration background","294","0.0152310432809958","0.0135329111399405","0.0169291754220511","1"
"Much too small","2000","indirect migration background","35","0.035755803864202","0.0231008045444062","0.0484108031839978","1"
"Much too small","2000","direct migration background","135","0.0361845966482728","0.0298341089908411","0.0425350843057045","1"
"A little too big","2001","direct migration background","124","0.0429599441878357","0.0356179980752325","0.0503018903004389","4"
"A little too big","2001","no migration background","1650","0.0986790954560055","0.0943529852437841","0.103005205668227","4"
"A little too big","2001","indirect migration background","35","0.0455006574087979","0.0308379596370851","0.0601633551805107","4"
"A little too small","2001","no migration background","2317","0.124705546879271","0.119913012342502","0.129498081416039","2"
"A little too small","2001","direct migration background","562","0.188913661049731","0.174740082776318","0.203087239323144","2"
"A little too small","2001","indirect migration background","176","0.241020201239734","0.210927646366873","0.271112756112596","2"
"Just right","2001","no migration background","13891","0.752674559253321","0.746415871403446","0.758933247103196","3"
"Just right","2001","direct migration background","2106","0.721001016908847","0.704761110216487","0.737240923601207","3"
"Just right","2001","indirect migration background","525","0.673316881041672","0.640318675107529","0.706315086975815","3"
"Much too big","2001","no migration background","144","0.00878341396009949","0.00742990469353678","0.0101369232266622","5"
"Much too big","2001","direct migration background","8","","","","5"
"Much too big","2001","indirect migration background","","","","","5"
"Much too small","2001","no migration background","254","0.0151573844513037","0.0133850698028409","0.0169296990997666","1"
"Much too small","2001","direct migration background","130","0.0426694979647679","0.0353513026590726","0.0499876932704632","1"
"Much too small","2001","indirect migration background","40","0.0401622603097954","0.0263480769995942","0.0539764436199966","1"
"A little too big","2002","no migration background","2067","0.11136559079628","0.106951684143362","0.115779497449198","4"
"A little too big","2002","direct migration background","154","0.0556601786620199","0.0471894163774851","0.0641309409465547","4"
"A little too big","2002","indirect migration background","28","","","","4"
"A little too small","2002","no migration background","2610","0.132183319654085","0.127431188778798","0.136935450529373","2"
"A little too small","2002","indirect migration background","167","0.23139665417722","0.201876424470366","0.260916883884073","2"
"A little too small","2002","direct migration background","533","0.198178668826937","0.183450345796219","0.212906991857656","2"
"Just right","2002","no migration background","14290","0.725108620308804","0.718844383554404","0.731372857063204","3"
"Just right","2002","direct migration background","1983","0.693188476623886","0.676149341568202","0.71022761167957","3"
"Just right","2002","indirect migration background","551","0.698859175800876","0.666747001468483","0.730971350133269","3"
"Much too big","2002","no migration background","241","0.0130593859804398","0.0114664696731497","0.0146523022877298","5"
"Much too big","2002","direct migration background","21","","","","5"
"Much too big","2002","indirect migration background","5","","","","5"
"Much too small","2002","no migration background","305","0.0182830832603906","0.0164033166781195","0.0201628498426617","1"
"Much too small","2002","direct migration background","123","0.0476711438539857","0.0397987411319977","0.0555435465759736","1"
"Much too small","2002","indirect migration background","33","0.0338042084099048","0.0211536989501927","0.0464547178696169","1"
"A little too big","2003","no migration background","2032","0.111434472730092","0.106938461265515","0.11593048419467","4"
"A little too big","2003","indirect migration background","38","0.0465659935552277","0.031872864227867","0.0612591228825884","4"
"A little too big","2003","direct migration background","166","0.059109301676719","0.0501151254577239","0.0681034778957142","4"
"A little too small","2003","no migration background","2462","0.135492754802905","0.130602682802397","0.140382826803412","2"
"A little too small","2003","direct migration background","524","0.221405585715975","0.205570740632782","0.237240430799167","2"
"A little too small","2003","indirect migration background","164","0.200786104613893","0.172852120263281","0.228720088964506","2"
"Just right","2003","no migration background","13874","0.726728453366953","0.720361140528607","0.733095766205299","3"
"Just right","2003","direct migration background","1826","0.674718019367173","0.656850879067304","0.692585159667041","3"
"Just right","2003","indirect migration background","551","0.710713024018507","0.679094170162135","0.742331877874879","3"
"Much too big","2003","direct migration background","20","","","","5"
"Much too big","2003","no migration background","208","0.01218073319213","0.0106134468100835","0.0137480195741765","5"
"Much too big","2003","indirect migration background","7","","","","5"
"Much too small","2003","no migration background","241","0.0141635859079201","0.0124752380273649","0.0158519337884753","1"
"Much too small","2003","direct migration background","105","0.0366222562025162","0.0294585998665907","0.0437859125384417","1"
"Much too small","2003","indirect migration background","30","0.0310871494344544","0.0189848650553203","0.0431894338135886","1"
"A little too big","2004","no migration background","2048","0.113806777632899","0.109205957800848","0.118407597464949","4"
"A little too big","2004","indirect migration background","30","0.0466806420509255","0.032144088701359","0.0612171954004919","4"
"A little too big","2004","direct migration background","146","0.0555033791579379","0.0465957485541062","0.0644110097617696","4"
"A little too small","2004","no migration background","2267","0.123327187303619","0.118563588979813","0.128090785627425","2"
"A little too small","2004","direct migration background","485","0.204548339137422","0.188855296403416","0.220241381871427","2"
"A little too small","2004","indirect migration background","162","0.195701907968655","0.168363080808502","0.223040735128808","2"
"Just right","2004","direct migration background","1809","0.699667580887656","0.681833560247495","0.717501601527817","3"
"Just right","2004","no migration background","13569","0.738280902195909","0.731912720068339","0.744649084323479","3"
"Just right","2004","indirect migration background","587","0.727490382582485","0.696808756322707","0.758172008842263","3"
"Much too big","2004","no migration background","198","0.010714027560702","0.00922252413120372","0.0122055309902002","5"
"Much too big","2004","direct migration background","16","","","","5"
"Much too big","2004","indirect migration background","3","","","","5"
"Much too small","2004","no migration background","221","0.013871105306871","0.012176731115222","0.0155654794985201","1"
"Much too small","2004","direct migration background","82","0.0326195747745705","0.0257085877522654","0.0395305617968757","1"
"Much too small","2004","indirect migration background","27","","","","1"
"A little too big","2005","no migration background","1839","0.104389188458109","0.0998685455335042","0.108909831382714","4"
"A little too big","2005","direct migration background","151","0.0581305840417858","0.0487338939661375","0.067527274117434","4"
"A little too big","2005","indirect migration background","52","0.0576097854435253","0.0417582054130489","0.0734613654740017","4"
"A little too small","2005","no migration background","2194","0.133701259804897","0.128669564075271","0.138732955534522","2"
"A little too small","2005","direct migration background","436","0.19210900577399","0.176288241556991","0.207929769990988","2"
"A little too small","2005","indirect migration background","183","0.215307576949352","0.187344276360936","0.243270877537767","2"
"Just right","2005","direct migration background","1718","0.7141459568754","0.696001545951404","0.732290367799395","3"
"Just right","2005","no migration background","13127","0.736356117251681","0.729841849891691","0.742870384611671","3"
"Just right","2005","indirect migration background","566","0.699149982400007","0.667948930135165","0.730351034664849","3"
"Much too big","2005","no migration background","225","0.0130133069892325","0.0113377381844198","0.0146888757940452","5"
"Much too big","2005","direct migration background","23","","","","5"
"Much too big","2005","indirect migration background","4","","","","5"
"Much too small","2005","no migration background","189","0.0125401274960812","0.0108949093760044","0.014185345616158","1"
"Much too small","2005","direct migration background","54","0.0269077641826552","0.0204095649491683","0.0334059634161422","1"
"Much too small","2005","indirect migration background","25","","","","1"
"A little too big","2006","no migration background","2272","0.115166546261664","0.110637612724621","0.119695479798707","4"
"A little too big","2006","direct migration background","156","0.0547733777655352","0.0456606569191059","0.0638860986119645","4"
"A little too big","2006","indirect migration background","41","0.0399688906940463","0.0268997692452079","0.0530380121428847","4"
"A little too small","2006","no migration background","2288","0.128798218098995","0.124045781697393","0.133550654500597","2"
"A little too small","2006","direct migration background","419","0.198340676655262","0.182370998954681","0.214310354355844","2"
"A little too small","2006","indirect migration background","195","0.240320985815554","0.211813848593038","0.268828123038069","2"
"Just right","2006","no migration background","14029","0.726475236333873","0.720150961394184","0.732799511273561","3"
"Just right","2006","direct migration background","1719","0.698294984514529","0.679912421709058","0.71667754732","3"
"Just right","2006","indirect migration background","583","0.657319604775919","0.625654887446012","0.688984322105826","3"
"Much too big","2006","no migration background","280","0.0148734932210619","0.0131561602769863","0.0165908261651374","5"
"Much too big","2006","direct migration background","17","","","","5"
"Much too big","2006","indirect migration background","10","","","","5"
"Much too small","2006","no migration background","216","0.0146865060844063","0.0129798403504602","0.0163931718183525","1"
"Much too small","2006","direct migration background","84","0.0410617286374973","0.0331146177601824","0.0490088395148122","1"
"Much too small","2006","indirect migration background","34","0.0379328392627871","0.025187451177646","0.0506782273479282","1"
"A little too big","2007","direct migration background","146","0.0679754139997911","0.0573260702149269","0.0786247577846553","4"
"A little too big","2007","no migration background","2116","0.114395419361501","0.109738090456497","0.119052748266506","4"
"A little too big","2007","indirect migration background","47","0.0460668152028986","0.0319074064835822","0.0602262239222149","4"
"A little too small","2007","no migration background","2201","0.127611946741943","0.122729773494331","0.132494119989555","2"
"A little too small","2007","direct migration background","394","0.185045090592733","0.168615043582061","0.201475137603405","2"
"A little too small","2007","indirect migration background","199","0.232275385826843","0.203752308930466","0.26079846272322","2"
"Just right","2007","no migration background","13199","0.731806915745618","0.725324532448053","0.738289299043184","3"
"Just right","2007","direct migration background","1547","0.714609158177154","0.695502376671148","0.73371593968316","3"
"Just right","2007","indirect migration background","562","0.677941318427121","0.646379966169989","0.709502670684254","3"
"Much too big","2007","no migration background","262","0.0141987084868167","0.0124675701359634","0.01592984683767","5"
"Much too big","2007","direct migration background","6","","","","5"
"Much too big","2007","indirect migration background","2","","","","5"
"Much too small","2007","no migration background","164","0.0119870096641211","0.0103946197435937","0.0135793995846486","1"
"Much too small","2007","direct migration background","53","0.0302628091111697","0.0230148643077142","0.0375107539146253","1"
"Much too small","2007","indirect migration background","32","0.039895170446628","0.0266757768098497","0.0531145640834063","1"
