"hlf0071_h","year","education","sampreg","n","percent","lower_confidence","upper_confidence"
"1","1985","lower secondary degree","West Germany","155","0.0215529724067055","0.0177031958554395","0.0254027489579715"
"1","1985","lower secondary degree","East Germany","","","",""
"1","1985","secondary school degree","West Germany","43","0.0181909040567054","0.0121434532913332","0.0242383548220776"
"1","1985","secondary school degree","East Germany","","","",""
"1","1985","college entrance qualification","West Germany","34","0.0292695964535285","0.0198264860873206","0.0387127068197365"
"1","1985","college entrance qualification","East Germany","","","",""
"1","1985","Other degree","West Germany","99","0.0790480867306921","0.0638829803143958","0.0942131931469885"
"1","1985","Other degree","East Germany","","","",""
"1","1985","no degree/no degree yet","West Germany","67","0.0477621147512877","0.0351074624318395","0.0604167670707359"
"1","1985","no degree/no degree yet","East Germany","","","",""
"2","1985","lower secondary degree","West Germany","647","0.101823487672854","0.093806372760874","0.109840602584833"
"2","1985","lower secondary degree","East Germany","","","",""
"2","1985","secondary school degree","West Germany","270","0.131218101519774","0.115939488510977","0.146496714528571"
"2","1985","secondary school degree","East Germany","","","",""
"2","1985","college entrance qualification","West Germany","206","0.152344651308488","0.132212942451128","0.172476360165848"
"2","1985","college entrance qualification","East Germany","","","",""
"2","1985","Other degree","West Germany","279","0.221762063703491","0.198412373146856","0.245111754260127"
"2","1985","Other degree","East Germany","","","",""
"2","1985","no degree/no degree yet","West Germany","217","0.154439089215778","0.132996028240379","0.175882150191177"
"2","1985","no degree/no degree yet","East Germany","","","",""
"3","1985","lower secondary degree","West Germany","4289","0.79964036770841","0.789029137283343","0.810251598133478"
"3","1985","lower secondary degree","East Germany","","","",""
"3","1985","secondary school degree","West Germany","1392","0.752488817538946","0.732959857727062","0.77201777735083"
"3","1985","secondary school degree","East Germany","","","",""
"3","1985","college entrance qualification","West Germany","879","0.72541471218221","0.700411880695476","0.750417543668945"
"3","1985","college entrance qualification","East Germany","","","",""
"3","1985","Other degree","West Germany","807","0.652467278400467","0.62570281611993","0.679231740681005"
"3","1985","Other degree","East Germany","","","",""
"3","1985","no degree/no degree yet","West Germany","780","0.759103867285404","0.733729148861329","0.784478585709478"
"3","1985","no degree/no degree yet","East Germany","","","",""
"4","1985","lower secondary degree","West Germany","337","0.0687178996071828","0.0620115090211832","0.0754242901931823"
"4","1985","lower secondary degree","East Germany","","","",""
"4","1985","secondary school degree","West Germany","152","0.0857382402648739","0.0730688931712975","0.0984075873584504"
"4","1985","secondary school degree","East Germany","","","",""
"4","1985","college entrance qualification","West Germany","94","0.0824399398056622","0.0670320392882854","0.0978478403230389"
"4","1985","college entrance qualification","East Germany","","","",""
"4","1985","Other degree","West Germany","25","","",""
"4","1985","Other degree","East Germany","","","",""
"4","1985","no degree/no degree yet","West Germany","21","","",""
"4","1985","no degree/no degree yet","East Germany","","","",""
"5","1985","lower secondary degree","West Germany","38","0.00826527260484756","0.00586511572626733","0.0106654294834278"
"5","1985","lower secondary degree","East Germany","","","",""
"5","1985","secondary school degree","West Germany","19","","",""
"5","1985","secondary school degree","East Germany","","","",""
"5","1985","college entrance qualification","West Germany","11","","",""
"5","1985","college entrance qualification","East Germany","","","",""
"5","1985","Other degree","West Germany","6","","",""
"5","1985","Other degree","East Germany","","","",""
"5","1985","no degree/no degree yet","West Germany","6","","",""
"5","1985","no degree/no degree yet","East Germany","","","",""
"1","1986","lower secondary degree","West Germany","23","","",""
"1","1986","lower secondary degree","East Germany","","","",""
"1","1986","secondary school degree","West Germany","3","","",""
"1","1986","secondary school degree","East Germany","","","",""
"1","1986","college entrance qualification","West Germany","7","","",""
"1","1986","college entrance qualification","East Germany","","","",""
"1","1986","Other degree","West Germany","9","","",""
"1","1986","Other degree","East Germany","","","",""
"1","1986","no degree/no degree yet","West Germany","6","","",""
"1","1986","no degree/no degree yet","East Germany","","","",""
"2","1986","lower secondary degree","West Germany","62","0.111010853725074","0.0842406790085083","0.13778102844164"
"2","1986","lower secondary degree","East Germany","","","",""
"2","1986","secondary school degree","West Germany","31","0.142578599936378","0.0975873114592831","0.187569888413473"
"2","1986","secondary school degree","East Germany","","","",""
"2","1986","college entrance qualification","West Germany","38","0.225718608322527","0.164815158080935","0.28662205856412"
"2","1986","college entrance qualification","East Germany","","","",""
"2","1986","Other degree","West Germany","29","","",""
"2","1986","Other degree","East Germany","","","",""
"2","1986","no degree/no degree yet","West Germany","18","","",""
"2","1986","no degree/no degree yet","East Germany","","","",""
"3","1986","lower secondary degree","West Germany","409","0.774729027774056","0.739129209096284","0.810328846451827"
"3","1986","lower secondary degree","East Germany","","","",""
"3","1986","secondary school degree","West Germany","180","0.762501254769477","0.707742313886868","0.817260195652087"
"3","1986","secondary school degree","East Germany","","","",""
"3","1986","college entrance qualification","West Germany","125","0.665252114856802","0.596503990089113","0.734000239624491"
"3","1986","college entrance qualification","East Germany","","","",""
"3","1986","Other degree","West Germany","125","0.718072476507516","0.650634750985444","0.785510202029589"
"3","1986","Other degree","East Germany","","","",""
"3","1986","no degree/no degree yet","West Germany","91","0.813093156944257","0.743343797737517","0.882842516150997"
"3","1986","no degree/no degree yet","East Germany","","","",""
"4","1986","lower secondary degree","West Germany","33","0.0695644250473387","0.0478845383290417","0.0912443117656357"
"4","1986","lower secondary degree","East Germany","","","",""
"4","1986","secondary school degree","West Germany","17","","",""
"4","1986","secondary school degree","East Germany","","","",""
"4","1986","college entrance qualification","West Germany","11","","",""
"4","1986","college entrance qualification","East Germany","","","",""
"4","1986","Other degree","West Germany","8","","",""
"4","1986","Other degree","East Germany","","","",""
"4","1986","no degree/no degree yet","West Germany","5","","",""
"4","1986","no degree/no degree yet","East Germany","","","",""
"5","1986","lower secondary degree","West Germany","2","","",""
"5","1986","lower secondary degree","East Germany","","","",""
"5","1986","secondary school degree","West Germany","1","","",""
"5","1986","secondary school degree","East Germany","","","",""
"5","1986","college entrance qualification","West Germany","","","",""
"5","1986","college entrance qualification","East Germany","","","",""
"5","1986","Other degree","West Germany","","","",""
"5","1986","Other degree","East Germany","","","",""
"5","1986","no degree/no degree yet","West Germany","","","",""
"5","1986","no degree/no degree yet","East Germany","","","",""
"1","1987","lower secondary degree","West Germany","14","","",""
"1","1987","lower secondary degree","East Germany","","","",""
"1","1987","secondary school degree","West Germany","5","","",""
"1","1987","secondary school degree","East Germany","","","",""
"1","1987","college entrance qualification","West Germany","7","","",""
"1","1987","college entrance qualification","East Germany","","","",""
"1","1987","Other degree","West Germany","4","","",""
"1","1987","Other degree","East Germany","","","",""
"1","1987","no degree/no degree yet","West Germany","11","","",""
"1","1987","no degree/no degree yet","East Germany","","","",""
"2","1987","lower secondary degree","West Germany","55","0.104200582460994","0.0750854769370716","0.133315687984916"
"2","1987","lower secondary degree","East Germany","","","",""
"2","1987","secondary school degree","West Germany","19","","",""
"2","1987","secondary school degree","East Germany","","","",""
"2","1987","college entrance qualification","West Germany","34","0.160509649038811","0.10483618010759","0.216183117970032"
"2","1987","college entrance qualification","East Germany","","","",""
"2","1987","Other degree","West Germany","34","0.269433708316453","0.195677858700294","0.343189557932612"
"2","1987","Other degree","East Germany","","","",""
"2","1987","no degree/no degree yet","West Germany","18","","",""
"2","1987","no degree/no degree yet","East Germany","","","",""
"3","1987","lower secondary degree","West Germany","327","0.783166085571643","0.743895403121024","0.822436768022263"
"3","1987","lower secondary degree","East Germany","","","",""
"3","1987","secondary school degree","West Germany","149","0.82000673329246","0.764795371688311","0.875218094896608"
"3","1987","secondary school degree","East Germany","","","",""
"3","1987","college entrance qualification","West Germany","114","0.706944909285629","0.637911825192858","0.775977993378399"
"3","1987","college entrance qualification","East Germany","","","",""
"3","1987","Other degree","West Germany","96","0.678551709152669","0.600911316026783","0.756192102278555"
"3","1987","Other degree","East Germany","","","",""
"3","1987","no degree/no degree yet","West Germany","91","0.730867963631237","0.65311888589305","0.808617041369424"
"3","1987","no degree/no degree yet","East Germany","","","",""
"4","1987","lower secondary degree","West Germany","26","","",""
"4","1987","lower secondary degree","East Germany","","","",""
"4","1987","secondary school degree","West Germany","13","","",""
"4","1987","secondary school degree","East Germany","","","",""
"4","1987","college entrance qualification","West Germany","10","","",""
"4","1987","college entrance qualification","East Germany","","","",""
"4","1987","Other degree","West Germany","2","","",""
"4","1987","Other degree","East Germany","","","",""
"4","1987","no degree/no degree yet","West Germany","4","","",""
"4","1987","no degree/no degree yet","East Germany","","","",""
"5","1987","lower secondary degree","West Germany","1","","",""
"5","1987","lower secondary degree","East Germany","","","",""
"5","1987","secondary school degree","West Germany","","","",""
"5","1987","secondary school degree","East Germany","","","",""
"5","1987","college entrance qualification","West Germany","2","","",""
"5","1987","college entrance qualification","East Germany","","","",""
"5","1987","Other degree","West Germany","3","","",""
"5","1987","Other degree","East Germany","","","",""
"5","1987","no degree/no degree yet","West Germany","1","","",""
"5","1987","no degree/no degree yet","East Germany","","","",""
"1","1988","lower secondary degree","West Germany","17","","",""
"1","1988","lower secondary degree","East Germany","","","",""
"1","1988","secondary school degree","West Germany","5","","",""
"1","1988","secondary school degree","East Germany","","","",""
"1","1988","college entrance qualification","West Germany","2","","",""
"1","1988","college entrance qualification","East Germany","","","",""
"1","1988","Other degree","West Germany","6","","",""
"1","1988","Other degree","East Germany","","","",""
"1","1988","no degree/no degree yet","West Germany","6","","",""
"1","1988","no degree/no degree yet","East Germany","","","",""
"2","1988","lower secondary degree","West Germany","56","0.131687178553805","0.100374592455861","0.162999764651749"
"2","1988","lower secondary degree","East Germany","","","",""
"2","1988","secondary school degree","West Germany","31","0.152057448392961","0.101000088457672","0.203114808328251"
"2","1988","secondary school degree","East Germany","","","",""
"2","1988","college entrance qualification","West Germany","34","0.281780880737526","0.206994083816077","0.356567677658975"
"2","1988","college entrance qualification","East Germany","","","",""
"2","1988","Other degree","West Germany","23","","",""
"2","1988","Other degree","East Germany","","","",""
"2","1988","no degree/no degree yet","West Germany","22","","",""
"2","1988","no degree/no degree yet","East Germany","","","",""
"3","1988","lower secondary degree","West Germany","346","0.784244528124439","0.746154109820171","0.822334946428707"
"3","1988","lower secondary degree","East Germany","","","",""
"3","1988","secondary school degree","West Germany","140","0.737103751927565","0.674510459598529","0.799697044256602"
"3","1988","secondary school degree","East Germany","","","",""
"3","1988","college entrance qualification","West Germany","93","0.634325807008227","0.554260561989362","0.714391052027092"
"3","1988","college entrance qualification","East Germany","","","",""
"3","1988","Other degree","West Germany","86","0.678191909462917","0.593541328776092","0.762842490149743"
"3","1988","Other degree","East Germany","","","",""
"3","1988","no degree/no degree yet","West Germany","66","0.693083988205673","0.601300421605481","0.784867554805865"
"3","1988","no degree/no degree yet","East Germany","","","",""
"4","1988","lower secondary degree","West Germany","27","","",""
"4","1988","lower secondary degree","East Germany","","","",""
"4","1988","secondary school degree","West Germany","13","","",""
"4","1988","secondary school degree","East Germany","","","",""
"4","1988","college entrance qualification","West Germany","10","","",""
"4","1988","college entrance qualification","East Germany","","","",""
"4","1988","Other degree","West Germany","2","","",""
"4","1988","Other degree","East Germany","","","",""
"4","1988","no degree/no degree yet","West Germany","3","","",""
"4","1988","no degree/no degree yet","East Germany","","","",""
"5","1988","lower secondary degree","West Germany","2","","",""
"5","1988","lower secondary degree","East Germany","","","",""
"5","1988","secondary school degree","West Germany","1","","",""
"5","1988","secondary school degree","East Germany","","","",""
"5","1988","college entrance qualification","West Germany","","","",""
"5","1988","college entrance qualification","East Germany","","","",""
"5","1988","Other degree","West Germany","","","",""
"5","1988","Other degree","East Germany","","","",""
"5","1988","no degree/no degree yet","West Germany","","","",""
"5","1988","no degree/no degree yet","East Germany","","","",""
"1","1989","lower secondary degree","West Germany","15","","",""
"1","1989","lower secondary degree","East Germany","","","",""
"1","1989","secondary school degree","West Germany","12","","",""
"1","1989","secondary school degree","East Germany","","","",""
"1","1989","college entrance qualification","West Germany","3","","",""
"1","1989","college entrance qualification","East Germany","","","",""
"1","1989","Other degree","West Germany","1","","",""
"1","1989","Other degree","East Germany","","","",""
"1","1989","no degree/no degree yet","West Germany","7","","",""
"1","1989","no degree/no degree yet","East Germany","","","",""
"2","1989","lower secondary degree","West Germany","47","0.103275067239233","0.0715291335980248","0.135021000880442"
"2","1989","lower secondary degree","East Germany","","","",""
"2","1989","secondary school degree","West Germany","29","","",""
"2","1989","secondary school degree","East Germany","","","",""
"2","1989","college entrance qualification","West Germany","32","0.201095570442762","0.136079557991968","0.266111582893555"
"2","1989","college entrance qualification","East Germany","","","",""
"2","1989","Other degree","West Germany","27","","",""
"2","1989","Other degree","East Germany","","","",""
"2","1989","no degree/no degree yet","West Germany","25","","",""
"2","1989","no degree/no degree yet","East Germany","","","",""
"3","1989","lower secondary degree","West Germany","272","0.790550631910659","0.748101861909085","0.832999401912233"
"3","1989","lower secondary degree","East Germany","","","",""
"3","1989","secondary school degree","West Germany","181","0.776841204304314","0.7240547767029","0.829627631905729"
"3","1989","secondary school degree","East Germany","","","",""
"3","1989","college entrance qualification","West Germany","94","0.656556585947227","0.579530941513954","0.7335822303805"
"3","1989","college entrance qualification","East Germany","","","",""
"3","1989","Other degree","West Germany","81","0.634374153092372","0.546732556424639","0.722015749760105"
"3","1989","Other degree","East Germany","","","",""
"3","1989","no degree/no degree yet","West Germany","47","0.725044086564322","0.628404535352861","0.821683637775782"
"3","1989","no degree/no degree yet","East Germany","","","",""
"4","1989","lower secondary degree","West Germany","15","","",""
"4","1989","lower secondary degree","East Germany","","","",""
"4","1989","secondary school degree","West Germany","17","","",""
"4","1989","secondary school degree","East Germany","","","",""
"4","1989","college entrance qualification","West Germany","16","","",""
"4","1989","college entrance qualification","East Germany","","","",""
"4","1989","Other degree","West Germany","7","","",""
"4","1989","Other degree","East Germany","","","",""
"4","1989","no degree/no degree yet","West Germany","3","","",""
"4","1989","no degree/no degree yet","East Germany","","","",""
"5","1989","lower secondary degree","West Germany","4","","",""
"5","1989","lower secondary degree","East Germany","","","",""
"5","1989","secondary school degree","West Germany","","","",""
"5","1989","secondary school degree","East Germany","","","",""
"5","1989","college entrance qualification","West Germany","1","","",""
"5","1989","college entrance qualification","East Germany","","","",""
"5","1989","Other degree","West Germany","","","",""
"5","1989","Other degree","East Germany","","","",""
"5","1989","no degree/no degree yet","West Germany","","","",""
"5","1989","no degree/no degree yet","East Germany","","","",""
"1","1990","lower secondary degree","West Germany","19","","",""
"1","1990","lower secondary degree","East Germany","96","0.0492681842841349","0.0391223055024322","0.0594140630658377"
"1","1990","secondary school degree","West Germany","9","","",""
"1","1990","secondary school degree","East Germany","197","0.0989250422630973","0.0859564514812464","0.111893633044948"
"1","1990","college entrance qualification","West Germany","10","","",""
"1","1990","college entrance qualification","East Germany","45","0.0795984572493048","0.0566627469598198","0.10253416753879"
"1","1990","Other degree","West Germany","9","","",""
"1","1990","Other degree","East Germany","3","","",""
"1","1990","no degree/no degree yet","West Germany","8","","",""
"1","1990","no degree/no degree yet","East Germany","2","","",""
"2","1990","lower secondary degree","West Germany","45","0.141787461321212","0.104708720821151","0.178866201821272"
"2","1990","lower secondary degree","East Germany","288","0.149055389135414","0.132359795550481","0.165750982720347"
"2","1990","secondary school degree","West Germany","28","","",""
"2","1990","secondary school degree","East Germany","596","0.282772182170004","0.263210504046269","0.302333860293739"
"2","1990","college entrance qualification","West Germany","29","","",""
"2","1990","college entrance qualification","East Germany","195","0.356767296950922","0.316174612078738","0.397359981823105"
"2","1990","Other degree","West Germany","13","","",""
"2","1990","Other degree","East Germany","11","","",""
"2","1990","no degree/no degree yet","West Germany","6","","",""
"2","1990","no degree/no degree yet","East Germany","11","","",""
"3","1990","lower secondary degree","West Germany","263","0.766959009785637","0.722021306970046","0.811896712601228"
"3","1990","lower secondary degree","East Germany","1265","0.739912691152679","0.719347763044591","0.760477619260766"
"3","1990","secondary school degree","West Germany","128","0.720422119160148","0.654306148018529","0.786538090301767"
"3","1990","secondary school degree","East Germany","1171","0.579535257708732","0.558093325053005","0.600977190364459"
"3","1990","college entrance qualification","West Germany","122","0.654700752883578","0.583850031685759","0.725551474081396"
"3","1990","college entrance qualification","East Germany","276","0.516498909128478","0.474153665736446","0.55884415252051"
"3","1990","Other degree","West Germany","70","0.632166273302478","0.536694170569884","0.727638376035072"
"3","1990","Other degree","East Germany","41","0.778160838481982","0.671233714149011","0.885087962814953"
"3","1990","no degree/no degree yet","West Germany","54","0.720335223459934","0.615191032815618","0.82547941410425"
"3","1990","no degree/no degree yet","East Germany","29","","",""
"4","1990","lower secondary degree","West Germany","12","","",""
"4","1990","lower secondary degree","East Germany","80","0.0501781446010527","0.0399439008730889","0.0604123883290165"
"4","1990","secondary school degree","West Germany","11","","",""
"4","1990","secondary school degree","East Germany","63","0.0337597528469203","0.0259146002570428","0.0416049054367979"
"4","1990","college entrance qualification","West Germany","11","","",""
"4","1990","college entrance qualification","East Germany","18","","",""
"4","1990","Other degree","West Germany","4","","",""
"4","1990","Other degree","East Germany","1","","",""
"4","1990","no degree/no degree yet","West Germany","2","","",""
"4","1990","no degree/no degree yet","East Germany","3","","",""
"5","1990","lower secondary degree","West Germany","1","","",""
"5","1990","lower secondary degree","East Germany","19","","",""
"5","1990","secondary school degree","West Germany","1","","",""
"5","1990","secondary school degree","East Germany","9","","",""
"5","1990","college entrance qualification","West Germany","1","","",""
"5","1990","college entrance qualification","East Germany","1","","",""
"5","1990","Other degree","West Germany","2","","",""
"5","1990","Other degree","East Germany","2","","",""
"5","1990","no degree/no degree yet","West Germany","","","",""
"5","1990","no degree/no degree yet","East Germany","","","",""
"1","1991","lower secondary degree","West Germany","121","0.0181945427965619","0.0142313941395412","0.0221576914535826"
"1","1991","lower secondary degree","East Germany","39","0.0169209257364855","0.0105674127899544","0.0232744386830166"
"1","1991","secondary school degree","West Germany","55","0.0297752832252566","0.0216380792686691","0.0379124871818442"
"1","1991","secondary school degree","East Germany","115","0.0630216552539833","0.0521944271603469","0.0738488833476197"
"1","1991","college entrance qualification","West Germany","31","0.0203363846330317","0.0124030336860331","0.0282697355800303"
"1","1991","college entrance qualification","East Germany","38","0.0705742672171528","0.0479436668948905","0.093204867539415"
"1","1991","Other degree","West Germany","89","0.0859640639207693","0.0684409438556408","0.103487183985898"
"1","1991","Other degree","East Germany","1","","",""
"1","1991","no degree/no degree yet","West Germany","70","0.054588339515306","0.0389049117006081","0.0702717673300039"
"1","1991","no degree/no degree yet","East Germany","3","","",""
"2","1991","lower secondary degree","West Germany","657","0.125439812102724","0.115618497616217","0.135261126589231"
"2","1991","lower secondary degree","East Germany","218","0.120500681994031","0.104463792391532","0.136537571596531"
"2","1991","secondary school degree","West Germany","306","0.163725747961657","0.146010634501488","0.181440861421825"
"2","1991","secondary school degree","East Germany","502","0.257295832234805","0.237818390558654","0.276773273910955"
"2","1991","college entrance qualification","West Germany","265","0.207000911499922","0.184228775097365","0.229773047902479"
"2","1991","college entrance qualification","East Germany","147","0.269056068130941","0.229870245550963","0.308241890710919"
"2","1991","Other degree","West Germany","226","0.250815298727847","0.223716952093852","0.277913645361841"
"2","1991","Other degree","East Germany","9","","",""
"2","1991","no degree/no degree yet","West Germany","196","0.211823150435962","0.183614707208658","0.240031593663267"
"2","1991","no degree/no degree yet","East Germany","8","","",""
"3","1991","lower secondary degree","West Germany","3303","0.780129742500393","0.767849025343241","0.792410459657545"
"3","1991","lower secondary degree","East Germany","1216","0.788558143122228","0.768443145939433","0.808673140305023"
"3","1991","secondary school degree","West Germany","1175","0.709134614447774","0.687391515271114","0.730877713624434"
"3","1991","secondary school degree","East Germany","1236","0.633778915488215","0.612313061445218","0.655244769531211"
"3","1991","college entrance qualification","West Germany","803","0.664060649744811","0.637513639617066","0.690607659872556"
"3","1991","college entrance qualification","East Germany","288","0.616241281012277","0.573270815224787","0.659211746799767"
"3","1991","Other degree","West Germany","640","0.621291888506675","0.590968936570332","0.651614840443017"
"3","1991","Other degree","East Germany","33","0.661751625595889","0.526493137224275","0.797010113967503"
"3","1991","no degree/no degree yet","West Germany","524","0.686891648112297","0.654875283726133","0.718908012498461"
"3","1991","no degree/no degree yet","East Germany","27","","",""
"4","1991","lower secondary degree","West Germany","266","0.0700311166171092","0.0624638889054725","0.077598344328746"
"4","1991","lower secondary degree","East Germany","96","0.06320248495456","0.0512158418243583","0.0751891280847617"
"4","1991","secondary school degree","West Germany","129","0.0896425935220997","0.0759661160229723","0.103319071021227"
"4","1991","secondary school degree","East Germany","74","0.0419777615172336","0.0330425458482549","0.0509129771862123"
"4","1991","college entrance qualification","West Germany","112","0.102803657818792","0.0857338223767862","0.119873493260798"
"4","1991","college entrance qualification","East Germany","16","","",""
"4","1991","Other degree","West Germany","25","","",""
"4","1991","Other degree","East Germany","3","","",""
"4","1991","no degree/no degree yet","West Germany","12","","",""
"4","1991","no degree/no degree yet","East Germany","3","","",""
"5","1991","lower secondary degree","West Germany","22","","",""
"5","1991","lower secondary degree","East Germany","14","","",""
"5","1991","secondary school degree","West Germany","11","","",""
"5","1991","secondary school degree","East Germany","8","","",""
"5","1991","college entrance qualification","West Germany","5","","",""
"5","1991","college entrance qualification","East Germany","3","","",""
"5","1991","Other degree","West Germany","3","","",""
"5","1991","Other degree","East Germany","1","","",""
"5","1991","no degree/no degree yet","West Germany","4","","",""
"5","1991","no degree/no degree yet","East Germany","","","",""
"1","1992","lower secondary degree","West Germany","144","0.0211473492199864","0.0168440286430445","0.0254506697969282"
"1","1992","lower secondary degree","East Germany","27","","",""
"1","1992","secondary school degree","West Germany","76","0.0291816038532674","0.0212225748253764","0.0371406328811584"
"1","1992","secondary school degree","East Germany","96","0.0490106111087184","0.0391702161492286","0.0588510060682082"
"1","1992","college entrance qualification","West Germany","36","0.0321450609704815","0.0223591094354679","0.0419310125054952"
"1","1992","college entrance qualification","East Germany","26","","",""
"1","1992","Other degree","West Germany","87","0.0830054486520253","0.0652549408748063","0.100755956429244"
"1","1992","Other degree","East Germany","","","",""
"1","1992","no degree/no degree yet","West Germany","87","0.0727887991330992","0.0545338803781282","0.0910437178880703"
"1","1992","no degree/no degree yet","East Germany","2","","",""
"2","1992","lower secondary degree","West Germany","640","0.121897339961937","0.112111754106725","0.131682925817148"
"2","1992","lower secondary degree","East Germany","175","0.0951989450232498","0.0803515466313594","0.11004634341514"
"2","1992","secondary school degree","West Germany","343","0.179167642139698","0.161033645344978","0.197301638934417"
"2","1992","secondary school degree","East Germany","498","0.26263030964901","0.242571983011055","0.282688636286964"
"2","1992","college entrance qualification","West Germany","270","0.194717443160495","0.172748084780876","0.216686801540114"
"2","1992","college entrance qualification","East Germany","159","0.312551445436225","0.271170021628739","0.353932869243711"
"2","1992","Other degree","West Germany","227","0.245242445535691","0.217561835544651","0.272923055526731"
"2","1992","Other degree","East Germany","7","","",""
"2","1992","no degree/no degree yet","West Germany","170","0.185414152855159","0.15810563289848","0.212722672811837"
"2","1992","no degree/no degree yet","East Germany","16","","",""
"3","1992","lower secondary degree","West Germany","3209","0.775687001707875","0.763210651747583","0.788163351668167"
"3","1992","lower secondary degree","East Germany","1152","0.7880574161682","0.767382403353887","0.808732428982513"
"3","1992","secondary school degree","West Germany","1191","0.710919879337035","0.689483276871393","0.732356481802678"
"3","1992","secondary school degree","East Germany","1146","0.631213970460382","0.609222454552479","0.653205486368286"
"3","1992","college entrance qualification","West Germany","828","0.670768487886308","0.644696279268517","0.696840696504099"
"3","1992","college entrance qualification","East Germany","265","0.565248365419762","0.520993111058981","0.609503619780542"
"3","1992","Other degree","West Germany","595","0.643321361476429","0.612501786924487","0.674140936028372"
"3","1992","Other degree","East Germany","34","0.742252244436184","0.615853610289088","0.868650878583281"
"3","1992","no degree/no degree yet","West Germany","504","0.68648145705672","0.653882454353326","0.719080459760114"
"3","1992","no degree/no degree yet","East Germany","40","0.650352450671509","0.529692789703565","0.771012111639453"
"4","1992","lower secondary degree","West Germany","278","0.0745229223600381","0.0666679467154691","0.082377898004607"
"4","1992","lower secondary degree","East Germany","137","0.0960755256743","0.0811671543147656","0.110983897033834"
"4","1992","secondary school degree","West Germany","102","0.0768111167329311","0.064219142277362","0.0894030911885003"
"4","1992","secondary school degree","East Germany","103","0.0549830447218036","0.0445930858483849","0.0653730035952223"
"4","1992","college entrance qualification","West Germany","104","0.0916698093633217","0.0756603805604795","0.107679238166164"
"4","1992","college entrance qualification","East Germany","32","0.0760333282840542","0.0523711498056774","0.099695506762431"
"4","1992","Other degree","West Germany","18","","",""
"4","1992","Other degree","East Germany","5","","",""
