"hlf0071_h","year","education","sampreg","n","percent","lower_confidence","upper_confidence"
"2","2000","lower secondary degree","East Germany","144","0.0681875616574548","0.0568234884987056","0.0795516348162039"
"2","2000","secondary school degree","West Germany","596","0.141115938831964","0.13069330899201","0.151538568671918"
"2","2000","secondary school degree","East Germany","477","0.187868923886996","0.173080522407757","0.202657325366236"
"2","2000","college entrance qualification","West Germany","708","0.202624966189083","0.189669816597748","0.215580115780417"
"2","2000","college entrance qualification","East Germany","165","0.16180812303487","0.139404343094951","0.184211902974788"
"2","2000","Other degree","West Germany","301","0.216751841309261","0.195558673745892","0.23794500887263"
"2","2000","Other degree","East Germany","13","","",""
"2","2000","no degree/no degree yet","West Germany","149","0.199227286719561","0.170774212652129","0.227680360786994"
"2","2000","no degree/no degree yet","East Germany","29","","",""
"3","2000","lower secondary degree","West Germany","6243","0.779224425039129","0.770150853862432","0.788297996215825"
"3","2000","lower secondary degree","East Germany","1521","0.806567047675263","0.788759559829468","0.824374535521059"
"3","2000","secondary school degree","West Germany","3196","0.737692005803616","0.724522626405313","0.750861385201919"
"3","2000","secondary school degree","East Germany","1985","0.728350405073367","0.711509888545355","0.745190921601379"
"3","2000","college entrance qualification","West Germany","2543","0.673446302862373","0.658331815331186","0.688560790393561"
"3","2000","college entrance qualification","East Germany","742","0.707957654908853","0.680296139498714","0.735619170318992"
"3","2000","Other degree","West Germany","1022","0.694521035919373","0.670829231455816","0.718212840382931"
"3","2000","Other degree","East Germany","62","0.767691723784479","0.676839656203287","0.858543791365672"
"3","2000","no degree/no degree yet","West Germany","552","0.731949769857689","0.700396172253556","0.763503367461822"
"3","2000","no degree/no degree yet","East Germany","123","0.705670908696122","0.635920963806313","0.77542085358593"
"4","2000","lower secondary degree","West Germany","745","0.0999320294300966","0.0933711589123412","0.106492899947852"
"4","2000","lower secondary degree","East Germany","194","0.106191060561004","0.0923016596105384","0.120080461511469"
"4","2000","secondary school degree","West Germany","392","0.0950465542966819","0.086266376401934","0.10382673219143"
"4","2000","secondary school degree","East Germany","167","0.0599877183159795","0.0509973262870581","0.0689781103449009"
"4","2000","college entrance qualification","West Germany","336","0.0907154447944171","0.0814587666834161","0.0999721229054181"
"4","2000","college entrance qualification","East Germany","111","0.106895458702039","0.0880988201308543","0.125692097273224"
"4","2000","Other degree","West Germany","50","0.0370583370501549","0.0273418844802433","0.0467747896200664"
"4","2000","Other degree","East Germany","7","","",""
"4","2000","no degree/no degree yet","West Germany","33","0.0472835943364592","0.0321641018153724","0.062403086857546"
"4","2000","no degree/no degree yet","East Germany","8","","",""
"5","2000","lower secondary degree","West Germany","75","0.0107711633661329","0.00851302187851638","0.0130293048537495"
"5","2000","lower secondary degree","East Germany","17","","",""
"5","2000","secondary school degree","West Germany","20","","",""
"5","2000","secondary school degree","East Germany","5","","",""
"5","2000","college entrance qualification","West Germany","33","0.0113575794265556","0.00794229286304016","0.014772865990071"
"5","2000","college entrance qualification","East Germany","","","",""
"5","2000","Other degree","West Germany","2","","",""
"5","2000","Other degree","East Germany","1","","",""
"5","2000","no degree/no degree yet","West Germany","3","","",""
"5","2000","no degree/no degree yet","East Germany","1","","",""
"1","2001","lower secondary degree","West Germany","103","0.0138004535828734","0.0110698653341123","0.0165310418316345"
"1","2001","lower secondary degree","East Germany","12","","",""
"1","2001","secondary school degree","West Germany","84","0.0193632205342892","0.0150664965019204","0.023659944566658"
"1","2001","secondary school degree","East Germany","40","0.0207719693276859","0.0151577343921137","0.0263862042632581"
"1","2001","college entrance qualification","West Germany","72","0.0211958246419668","0.0163811358542077","0.026010513429726"
"1","2001","college entrance qualification","East Germany","13","","",""
"1","2001","Other degree","West Germany","75","0.0547943932700473","0.0425127381169742","0.0670760484231203"
"1","2001","Other degree","East Germany","1","","",""
"1","2001","no degree/no degree yet","West Germany","16","","",""
"1","2001","no degree/no degree yet","East Germany","2","","",""
"2","2001","lower secondary degree","West Germany","734","0.0944398557931812","0.0875950135223671","0.101284698063995"
"2","2001","lower secondary degree","East Germany","123","0.0669763685989159","0.0551556567309546","0.0787970804668771"
"2","2001","secondary school degree","West Germany","582","0.150181417369625","0.13904191507585","0.161320919663399"
"2","2001","secondary school degree","East Germany","394","0.162545981195775","0.148022242343961","0.177069720047589"
"2","2001","college entrance qualification","West Germany","614","0.189173084843873","0.176081600036091","0.202264569651656"
"2","2001","college entrance qualification","East Germany","156","0.146058250618936","0.124223801917379","0.167892699320493"
"2","2001","Other degree","West Germany","260","0.196510189084766","0.175066059797817","0.217954318371714"
"2","2001","Other degree","East Germany","5","","",""
"2","2001","no degree/no degree yet","West Germany","127","0.179377368773319","0.150935045212731","0.207819692333907"
"2","2001","no degree/no degree yet","East Germany","34","0.217220360876293","0.156300096006436","0.278140625746149"
"3","2001","lower secondary degree","West Germany","5439","0.7793202530156","0.769613670352819","0.789026835678381"
"3","2001","lower secondary degree","East Germany","1419","0.827059403938063","0.809175870171092","0.844942937705034"
"3","2001","secondary school degree","West Germany","2933","0.728611571009359","0.71474598364291","0.742477158375809"
"3","2001","secondary school degree","East Germany","1874","0.741636662792691","0.724405250814006","0.758868074771376"
"3","2001","college entrance qualification","West Germany","2413","0.686390567707401","0.670881868730584","0.701899266684217"
"3","2001","college entrance qualification","East Germany","738","0.72102656152244","0.693298333314773","0.748754789730107"
"3","2001","Other degree","West Germany","939","0.714736189311712","0.690368075233604","0.73910430338982"
"3","2001","Other degree","East Germany","39","0.753430630759961","0.635138950340372","0.87172231117955"
"3","2001","no degree/no degree yet","West Germany","520","0.748946197276606","0.716800843099544","0.781091551453668"
"3","2001","no degree/no degree yet","East Germany","133","0.714398462977608","0.647665211910789","0.781131714044426"
"4","2001","lower secondary degree","West Germany","668","0.102396649117391","0.0953006714124604","0.109492626822321"
"4","2001","lower secondary degree","East Germany","147","0.090534743589278","0.0769660759214105","0.104103411257146"
"4","2001","secondary school degree","West Germany","327","0.0944701475512608","0.0853501807140031","0.103590114388519"
"4","2001","secondary school degree","East Germany","165","0.072535070784403","0.0623249096655253","0.0827452319032806"
"4","2001","college entrance qualification","West Germany","310","0.092282999039","0.0826084386557364","0.101957559422264"
"4","2001","college entrance qualification","East Germany","93","0.107437341028154","0.0882920469001074","0.126582635156201"
"4","2001","Other degree","West Germany","44","0.0324602104011313","0.0228962939042844","0.0420241268979781"
"4","2001","Other degree","East Germany","6","","",""
"4","2001","no degree/no degree yet","West Germany","35","0.0440152048816321","0.0288084565167718","0.0592219532464923"
"4","2001","no degree/no degree yet","East Germany","7","","",""
"5","2001","lower secondary degree","West Germany","68","0.0100427884909548","0.0077089945539282","0.0123765824279814"
"5","2001","lower secondary degree","East Germany","17","","",""
"5","2001","secondary school degree","West Germany","25","","",""
"5","2001","secondary school degree","East Germany","6","","",""
"5","2001","college entrance qualification","West Germany","29","","",""
"5","2001","college entrance qualification","East Germany","5","","",""
"5","2001","Other degree","West Germany","1","","",""
"5","2001","Other degree","East Germany","","","",""
"5","2001","no degree/no degree yet","West Germany","1","","",""
"5","2001","no degree/no degree yet","East Germany","","","",""
"1","2002","lower secondary degree","West Germany","114","0.0153727342734091","0.0124331608255589","0.0183123077212592"
"1","2002","lower secondary degree","East Germany","13","","",""
"1","2002","secondary school degree","West Germany","87","0.0198771993748503","0.015690690688915","0.0240637080607857"
"1","2002","secondary school degree","East Germany","45","0.0250252914271932","0.0188172793583893","0.0312333034959972"
"1","2002","college entrance qualification","West Germany","94","0.0277590007612366","0.0229521688433018","0.0325658326791713"
"1","2002","college entrance qualification","East Germany","16","","",""
"1","2002","Other degree","West Germany","60","0.0588852489799096","0.045983833340976","0.0717866646188433"
"1","2002","Other degree","East Germany","","","",""
"1","2002","no degree/no degree yet","West Germany","24","","",""
"1","2002","no degree/no degree yet","East Germany","2","","",""
"2","2002","lower secondary degree","West Germany","753","0.108182056930539","0.100760610667197","0.115603503193882"
"2","2002","lower secondary degree","East Germany","114","0.0623362004279489","0.0505850182608199","0.0740873825950779"
"2","2002","secondary school degree","West Germany","623","0.147963261202787","0.137313490390822","0.158613032014752"
"2","2002","secondary school degree","East Germany","381","0.162599635206819","0.147934277445714","0.177264992967925"
"2","2002","college entrance qualification","West Germany","799","0.196799712940005","0.185166646350519","0.20843277952949"
"2","2002","college entrance qualification","East Germany","164","0.136171516652146","0.116112247290923","0.156230786013368"
"2","2002","Other degree","West Germany","261","0.231667771456825","0.208546050558337","0.254789492355314"
"2","2002","Other degree","East Germany","10","","",""
"2","2002","no degree/no degree yet","West Germany","132","0.201589613272912","0.172723168208206","0.230456058337618"
"2","2002","no degree/no degree yet","East Germany","34","0.163168496888366","0.108263656436237","0.218073337340495"
"3","2002","lower secondary degree","West Germany","4985","0.744351107645475","0.733928324450892","0.754773890840058"
"3","2002","lower secondary degree","East Germany","1332","0.820146966654179","0.801479192188423","0.838814741119934"
"3","2002","secondary school degree","West Germany","3070","0.70594023766689","0.692274410531304","0.719606064802476"
"3","2002","secondary school degree","East Germany","1825","0.733885371135036","0.716321720259678","0.751449022010395"
"3","2002","college entrance qualification","West Germany","3064","0.65625413627677","0.642357015764381","0.67015125678916"
"3","2002","college entrance qualification","East Germany","829","0.748011762246561","0.72261943180573","0.773404092687391"
"3","2002","Other degree","West Germany","876","0.653219626261613","0.627135896844339","0.679303355678887"
"3","2002","Other degree","East Germany","33","0.720637597066464","0.592362722383759","0.84891247174917"
"3","2002","no degree/no degree yet","West Germany","540","0.702544127278523","0.669651829289514","0.735436425267532"
"3","2002","no degree/no degree yet","East Germany","128","0.775165111271908","0.713135018943173","0.837195203600643"
"4","2002","lower secondary degree","West Germany","771","0.115866124374649","0.108218789952735","0.123513458796562"
"4","2002","lower secondary degree","East Germany","156","0.0958249888251835","0.0815178279968708","0.110132149653496"
"4","2002","secondary school degree","West Germany","443","0.113648765516541","0.104129149263966","0.123168381769115"
"4","2002","secondary school degree","East Germany","167","0.0730321808891197","0.0626913420618325","0.0833730197164068"
"4","2002","college entrance qualification","West Germany","467","0.107518242239331","0.0984544319258726","0.116582052552789"
"4","2002","college entrance qualification","East Germany","106","0.0901819321035292","0.073428829077441","0.106935035129617"
"4","2002","Other degree","West Germany","72","0.0525319480048597","0.0403053154946959","0.0647585805150234"
"4","2002","Other degree","East Germany","3","","",""
"4","2002","no degree/no degree yet","West Germany","41","0.0434669504579643","0.0287954100358422","0.0581384908800865"
"4","2002","no degree/no degree yet","East Germany","9","","",""
"5","2002","lower secondary degree","West Germany","106","0.0162279767759282","0.0132090522926026","0.0192469012592538"
"5","2002","lower secondary degree","East Germany","11","","",""
"5","2002","secondary school degree","West Germany","47","0.0125705362389324","0.00922886210791454","0.0159122103699503"
"5","2002","secondary school degree","East Germany","14","","",""
"5","2002","college entrance qualification","West Germany","63","0.0116689077826578","0.00852668922499134","0.0148111263403243"
"5","2002","college entrance qualification","East Germany","8","","",""
"5","2002","Other degree","West Germany","10","","",""
"5","2002","Other degree","East Germany","1","","",""
"5","2002","no degree/no degree yet","West Germany","5","","",""
"5","2002","no degree/no degree yet","East Germany","1","","",""
"1","2003","lower secondary degree","West Germany","80","0.0123511523705881","0.00964121821289732","0.015061086528279"
"1","2003","lower secondary degree","East Germany","7","","",""
"1","2003","secondary school degree","West Germany","73","0.0199837379774881","0.0156806553610592","0.024286820593917"
"1","2003","secondary school degree","East Germany","41","0.0192371841409354","0.0137338042994013","0.0247405639824694"
"1","2003","college entrance qualification","West Germany","79","0.0210893953100949","0.0168008273628312","0.0253779632573586"
"1","2003","college entrance qualification","East Germany","12","","",""
"1","2003","Other degree","West Germany","51","0.0365258188338656","0.025920691727098","0.0471309459406332"
"1","2003","Other degree","East Germany","","","",""
"1","2003","no degree/no degree yet","West Germany","18","","",""
"1","2003","no degree/no degree yet","East Germany","3","","",""
"2","2003","lower secondary degree","West Germany","704","0.109274970465125","0.101620134375777","0.116929806554472"
"2","2003","lower secondary degree","East Germany","124","0.069511085299208","0.0568664816643919","0.0821556889340241"
"2","2003","secondary school degree","West Germany","625","0.157425870316463","0.146227191435285","0.168624549197641"
"2","2003","secondary school degree","East Germany","351","0.16027289030682","0.145574293967266","0.174971486646373"
"2","2003","college entrance qualification","West Germany","740","0.202551957121461","0.19055618698739","0.214547727255533"
"2","2003","college entrance qualification","East Germany","155","0.147818379575195","0.127087907310818","0.168548851839571"
"2","2003","Other degree","West Germany","255","0.246876387990843","0.222500032966458","0.271252743015228"
"2","2003","Other degree","East Germany","4","","",""
"2","2003","no degree/no degree yet","West Germany","115","0.178152370068439","0.150066053807874","0.206238686329004"
"2","2003","no degree/no degree yet","East Germany","27","","",""
"3","2003","lower secondary degree","West Germany","4776","0.750145053845151","0.739522710882546","0.760767396807756"
"3","2003","lower secondary degree","East Germany","1263","0.826917510885947","0.808107881253835","0.845727140518058"
"3","2003","secondary school degree","West Germany","2899","0.702197545994684","0.688136472777979","0.716258619211389"
"3","2003","secondary school degree","East Germany","1810","0.730234979034923","0.712452149065958","0.748017809003888"
"3","2003","college entrance qualification","West Germany","2982","0.656070875235999","0.64189275772589","0.670248992746108"
"3","2003","college entrance qualification","East Germany","820","0.731289334751071","0.705397312733941","0.757181356768202"
"3","2003","Other degree","West Germany","798","0.645267313596838","0.61822048839877","0.672314138794906"
"3","2003","Other degree","East Germany","38","0.744740217454667","0.618742471378505","0.870737963530829"
"3","2003","no degree/no degree yet","West Germany","530","0.717916321478559","0.684884751292804","0.750947891664315"
"3","2003","no degree/no degree yet","East Germany","140","0.754776186129139","0.692613525357661","0.816938846900617"
"4","2003","lower secondary degree","West Germany","725","0.114643813119849","0.106826850355741","0.122460775883958"
"4","2003","lower secondary degree","East Germany","149","0.08998213625364","0.0757547313205715","0.104209541186708"
"4","2003","secondary school degree","West Germany","424","0.10822645431903","0.0986739182202305","0.11777899041783"
"4","2003","secondary school degree","East Germany","183","0.0860184566507278","0.0747842792477705","0.0972526340536851"
"4","2003","college entrance qualification","West Germany","458","0.107068497356742","0.0978396249581001","0.116297369755384"
"4","2003","college entrance qualification","East Germany","135","0.107218061344507","0.089146920582575","0.125289202106439"
"4","2003","Other degree","West Germany","87","0.0638350780274752","0.0500152787259253","0.0776548773290251"
"4","2003","Other degree","East Germany","4","","",""
"4","2003","no degree/no degree yet","West Germany","45","0.0651905123202117","0.0470705588174121","0.0833104658230112"
"4","2003","no degree/no degree yet","East Germany","13","","",""
"5","2003","lower secondary degree","West Germany","96","0.0135850101992867","0.0107447146402677","0.0164253057583056"
"5","2003","lower secondary degree","East Germany","11","","",""
"5","2003","secondary school degree","West Germany","42","0.0121663913923343","0.00879547896170741","0.0155373038229612"
"5","2003","secondary school degree","East Germany","8","","",""
"5","2003","college entrance qualification","West Germany","53","0.0132192749757024","0.00981030746610433","0.0166282424853004"
"5","2003","college entrance qualification","East Germany","4","","",""
"5","2003","Other degree","West Germany","11","","",""
"5","2003","Other degree","East Germany","","","",""
"5","2003","no degree/no degree yet","West Germany","5","","",""
"5","2003","no degree/no degree yet","East Germany","1","","",""
"1","2004","lower secondary degree","West Germany","85","0.013250694900036","0.010376008429926","0.0161253813701461"
"1","2004","lower secondary degree","East Germany","12","","",""
"1","2004","secondary school degree","West Germany","53","0.0152336919078848","0.0114179466699173","0.0190494371458524"
"1","2004","secondary school degree","East Germany","27","","",""
"1","2004","college entrance qualification","West Germany","71","0.0202034472580749","0.0159720124604051","0.0244348820557447"
"1","2004","college entrance qualification","East Germany","19","","",""
"1","2004","Other degree","West Germany","38","0.0308355441465752","0.0208092697428121","0.0408618185503382"
"1","2004","Other degree","East Germany","","","",""
"1","2004","no degree/no degree yet","West Germany","18","","",""
"1","2004","no degree/no degree yet","East Germany","2","","",""
"2","2004","lower secondary degree","West Germany","634","0.0985416131696997","0.09104870485055","0.10603452148885"
"2","2004","lower secondary degree","East Germany","103","0.0654144589895234","0.0528133023577781","0.0780156156212687"
"2","2004","secondary school degree","West Germany","572","0.149926221206545","0.138804364285962","0.161048078127127"
"2","2004","secondary school degree","East Germany","333","0.152947298015862","0.138313530547685","0.167581065484039"
"2","2004","college entrance qualification","West Germany","677","0.171861864018143","0.160515724706042","0.183208003330245"
"2","2004","college entrance qualification","East Germany","171","0.168696099495808","0.146900240309902","0.190491958681714"
"2","2004","Other degree","West Germany","215","0.212190361082821","0.188477251402354","0.235903470763288"
"2","2004","Other degree","East Germany","5","","",""
"2","2004","no degree/no degree yet","West Germany","117","0.18148062872195","0.153367504550721","0.209593752893179"
"2","2004","no degree/no degree yet","East Germany","32","0.180408285548434","0.125147298447821","0.235669272649047"
"3","2004","lower secondary degree","West Germany","4594","0.761861816054869","0.751153520101126","0.772570112008611"
"3","2004","lower secondary degree","East Germany","1228","0.840093275071132","0.821413952481238","0.858772597661027"
"3","2004","secondary school degree","West Germany","2845","0.702830937818709","0.688593316814407","0.717068558823011"
"3","2004","secondary school degree","East Germany","1755","0.742419037118638","0.724639868038724","0.760198206198552"
"3","2004","college entrance qualification","West Germany","2952","0.684431341607577","0.67045418482918","0.698408498385974"
"3","2004","college entrance qualification","East Germany","803","0.707308772234","0.680826762605926","0.733790781862074"
"3","2004","Other degree","West Germany","812","0.688624570784164","0.661768129393587","0.71548101217474"
"3","2004","Other degree","East Germany","45","0.79348445297353","0.683459293638979","0.903509612308081"
"3","2004","no degree/no degree yet","West Germany","547","0.727868090558284","0.695404573650951","0.760331607465617"
"3","2004","no degree/no degree yet","East Germany","137","0.731095487577086","0.667375201689048","0.794815773465124"
"4","2004","lower secondary degree","West Germany","684","0.114222179682118","0.10622557981092","0.122218779553316"
"4","2004","lower secondary degree","East Germany","127","0.0770475964425771","0.0634571662496961","0.0906380266354581"
"4","2004","secondary school degree","West Germany","454","0.122527041408651","0.112311931580271","0.132742151237031"
"4","2004","secondary school degree","East Germany","197","0.0823505457555265","0.0711741524805948","0.0935269390304581"
"4","2004","college entrance qualification","West Germany","488","0.111549780774424","0.102081789031406","0.121017772517441"
"4","2004","college entrance qualification","East Germany","133","0.100978307521244","0.0834418974339307","0.118514717608558"
"4","2004","Other degree","West Germany","69","0.0615148200677853","0.0475794461117346","0.0754501940238361"
"4","2004","Other degree","East Germany","2","","",""
"4","2004","no degree/no degree yet","West Germany","39","0.0572763451780789","0.0403267494797673","0.0742259408763905"
"4","2004","no degree/no degree yet","East Germany","14","","",""
"5","2004","lower secondary degree","West Germany","81","0.0121236961932773","0.00937240505296702","0.0148749873335875"
"5","2004","lower secondary degree","East Germany","9","","",""
"5","2004","secondary school degree","West Germany","34","0.0094821076582105","0.00646289433362536","0.0125013209827956"
"5","2004","secondary school degree","East Germany","12","","",""
"5","2004","college entrance qualification","West Germany","59","0.011953566341781","0.00868509722243467","0.0152220354611273"
"5","2004","college entrance qualification","East Germany","8","","",""
"5","2004","Other degree","West Germany","8","","",""
"5","2004","Other degree","East Germany","","","",""
"5","2004","no degree/no degree yet","West Germany","1","","",""
"5","2004","no degree/no degree yet","East Germany","1","","",""
"1","2005","lower secondary degree","West Germany","70","0.0124646063787691","0.00958992455221283","0.0153392882053253"
"1","2005","lower secondary degree","East Germany","9","","",""
"1","2005","secondary school degree","West Germany","53","0.0133352156569074","0.00969152509017628","0.0169789062236385"
"1","2005","secondary school degree","East Germany","26","","",""
"1","2005","college entrance qualification","West Germany","47","0.013229969861984","0.00972058006447179","0.0167393596594962"
"1","2005","college entrance qualification","East Germany","10","","",""
"1","2005","Other degree","West Germany","28","","",""
"1","2005","Other degree","East Germany","1","","",""
"1","2005","no degree/no degree yet","West Germany","12","","",""
"1","2005","no degree/no degree yet","East Germany","1","","",""
"2","2005","lower secondary degree","West Germany","604","0.109564333582307","0.101471324296164","0.117657342868449"
"2","2005","lower secondary degree","East Germany","97","0.0673672181040725","0.0542231580943058","0.0805112781138391"
"2","2005","secondary school degree","West Germany","548","0.161845932126624","0.150146373573313","0.173545490679935"
"2","2005","secondary school degree","East Germany","299","0.145135451257322","0.130499583027517","0.159771319487126"
"2","2005","college entrance qualification","West Germany","642","0.180501352877737","0.168688397662199","0.192314308093275"
"2","2005","college entrance qualification","East Germany","205","0.211477454870275","0.187678609700652","0.235276300039898"
"2","2005","Other degree","West Germany","196","0.187106314076354","0.163911319504793","0.210301308647915"
"2","2005","Other degree","East Germany","6","","",""
"2","2005","no degree/no degree yet","West Germany","114","0.168996532655187","0.141959425321437","0.196033639988937"
"2","2005","no degree/no degree yet","East Germany","21","","",""
"3","2005","lower secondary degree","West Germany","4323","0.750537025290572","0.739325536850478","0.761748513730667"
"3","2005","lower secondary degree","East Germany","1158","0.836714385419694","0.817331765998738","0.856097004840649"
"3","2005","secondary school degree","West Germany","2780","0.711757801347405","0.697369764163092","0.726145838531717"
"3","2005","secondary school degree","East Germany","1700","0.763410732825181","0.74575199195638","0.781069473693983"
"3","2005","college entrance qualification","West Germany","2870","0.690108784371324","0.675904884015401","0.704312684727247"
"3","2005","college entrance qualification","East Germany","789","0.679781894261988","0.652590935127119","0.706972853396857"
"3","2005","Other degree","West Germany","780","0.707533399172001","0.680478570380141","0.734588227963861"
"3","2005","Other degree","East Germany","37","0.690200016530922","0.560727309371423","0.819672723690421"
"3","2005","no degree/no degree yet","West Germany","572","0.741502205943847","0.709915484211133","0.773088927676561"
"3","2005","no degree/no degree yet","East Germany","131","0.7823926619946","0.719812164998553","0.844973158990647"
"4","2005","lower secondary degree","West Germany","641","0.112034541385628","0.103862168564712","0.120206914206545"
"4","2005","lower secondary degree","East Germany","116","0.0759642717809214","0.0620711782564703","0.0898573653053725"
"4","2005","secondary school degree","West Germany","386","0.0999152606043724","0.0903891797230275","0.109441341485717"
"4","2005","secondary school degree","East Germany","177","0.0649605039761611","0.0547199664333993","0.0752010415189229"
"4","2005","college entrance qualification","West Germany","455","0.105989673162657","0.0965349841042333","0.115444362221081"
"4","2005","college entrance qualification","East Germany","117","0.0918844442425426","0.0750496294634234","0.108719259021662"
"4","2005","Other degree","West Germany","69","0.0649371768208643","0.0502816891197707","0.0795926645219579"
"4","2005","Other degree","East Germany","5","","",""
"4","2005","no degree/no degree yet","West Germany","39","0.0683316366213543","0.0501278600824891","0.0865354131602194"
"4","2005","no degree/no degree yet","East Germany","13","","",""
"5","2005","lower secondary degree","West Germany","84","0.0153994933627239","0.0122090032123329","0.0185899835131148"
"5","2005","lower secondary degree","East Germany","17","","",""
"5","2005","secondary school degree","West Germany","40","0.0131457902646913","0.0095277241292554","0.0167638564001272"
"5","2005","secondary school degree","East Germany","23","","",""
"5","2005","college entrance qualification","West Germany","58","0.0101702197262974","0.00708852487843129","0.0132519145741634"
"5","2005","college entrance qualification","East Germany","10","","",""
"5","2005","Other degree","West Germany","13","","",""
"5","2005","Other degree","East Germany","","","",""
"5","2005","no degree/no degree yet","West Germany","1","","",""
"5","2005","no degree/no degree yet","East Germany","1","","",""
"1","2006","lower secondary degree","West Germany","97","0.0196526102297426","0.0161894671350413","0.0231157533244439"
"1","2006","lower secondary degree","East Germany","11","","",""
"1","2006","secondary school degree","West Germany","55","0.0178162346937786","0.0137876974604304","0.0218447719271267"
"1","2006","secondary school degree","East Germany","29","","",""
"1","2006","college entrance qualification","West Germany","50","0.0142415644939181","0.0107552426404397","0.0177278863473964"
"1","2006","college entrance qualification","East Germany","20","","",""
"1","2006","Other degree","West Germany","35","0.034624933271205","0.023974497219671","0.0452753693227391"
"1","2006","Other degree","East Germany","","","",""
"1","2006","no degree/no degree yet","West Germany","17","","",""
"1","2006","no degree/no degree yet","East Germany","","","",""
"2","2006","lower secondary degree","West Germany","613","0.106400068758372","0.0987067657930446","0.114093371723699"
"2","2006","lower secondary degree","East Germany","114","0.0670148654242652","0.0542886153654943","0.0797411154830361"
"2","2006","secondary school degree","West Germany","579","0.156683687378804","0.145613621991184","0.167753752766424"
"2","2006","secondary school degree","East Germany","317","0.147277815500819","0.133004341450323","0.161551289551316"
"2","2006","college entrance qualification","West Germany","658","0.173805341644045","0.162655309281669","0.184955374006422"
"2","2006","college entrance qualification","East Germany","181","0.164705619642483","0.143604926588648","0.185806312696318"
"2","2006","Other degree","West Germany","211","0.21193738094503","0.188130142428639","0.235744619461421"
"2","2006","Other degree","East Germany","7","","",""
"2","2006","no degree/no degree yet","West Germany","117","0.168464271093416","0.141238879098715","0.195689663088117"
"2","2006","no degree/no degree yet","East Germany","22","","",""
"3","2006","lower secondary degree","West Germany","4587","0.73606274311689","0.725065645374168","0.747059840859612"
"3","2006","lower secondary degree","East Germany","1196","0.829346007580912","0.810198880437428","0.848493134724395"
"3","2006","secondary school degree","West Germany","2963","0.683680307873961","0.669518043611405","0.697842572136516"
"3","2006","secondary school degree","East Germany","1794","0.757605454182278","0.740345477287451","0.774865431077105"
"3","2006","college entrance qualification","West Germany","3102","0.69258681627876","0.679009881517743","0.706163751039777"
"3","2006","college entrance qualification","East Germany","841","0.706079362559619","0.680163567854408","0.73199515726483"
"3","2006","Other degree","West Germany","802","0.689588368158531","0.662636502409923","0.716540233907139"
"3","2006","Other degree","East Germany","57","0.811012471846735","0.719299786487482","0.902725157205988"
"3","2006","no degree/no degree yet","West Germany","535","0.727096972249581","0.694694352390869","0.759499592108294"
"3","2006","no degree/no degree yet","East Germany","133","0.764323638209795","0.701079293418507","0.827567983001082"
"4","2006","lower secondary degree","West Germany","765","0.118111056270463","0.11005870812492","0.126163404416006"
"4","2006","lower secondary degree","East Germany","149","0.0901381748959892","0.0755628039128906","0.104713545879088"
"4","2006","secondary school degree","West Germany","484","0.122126599410692","0.11215501612315","0.132098182698235"
"4","2006","secondary school degree","East Germany","214","0.0751968891545645","0.0645754877943363","0.0858182905147927"
"4","2006","college entrance qualification","West Germany","558","0.108259944020395","0.0991176241279436","0.117402263912847"
"4","2006","college entrance qualification","East Germany","127","0.0965661065209341","0.079763243692003","0.113368969349865"
"4","2006","Other degree","West Germany","73","0.0561210016545841","0.0427135652402186","0.0695284380689495"
"4","2006","Other degree","East Germany","6","","",""
"4","2006","no degree/no degree yet","West Germany","54","0.0665272741555441","0.0484000851931827","0.0846544631179055"
"4","2006","no degree/no degree yet","East Germany","16","","",""
"5","2006","lower secondary degree","West Germany","109","0.0197735216245324","0.0162999557117418","0.0232470875373231"
"5","2006","lower secondary degree","East Germany","13","","",""
"5","2006","secondary school degree","West Germany","61","0.0196931706427643","0.0154617920955026","0.023924549190026"
"5","2006","secondary school degree","East Germany","14","","",""
"5","2006","college entrance qualification","West Germany","69","0.0111063335628816","0.00802269455580796","0.0141899725699552"
"5","2006","college entrance qualification","East Germany","18","","",""
"5","2006","Other degree","West Germany","11","","",""
"5","2006","Other degree","East Germany","","","",""
"5","2006","no degree/no degree yet","West Germany","3","","",""
"5","2006","no degree/no degree yet","East Germany","2","","",""
"1","2007","lower secondary degree","West Germany","70","0.0170974752098176","0.0137052250072721","0.020489725412363"
"1","2007","lower secondary degree","East Germany","6","","",""
"1","2007","secondary school degree","West Germany","35","0.0110226152703302","0.00773779377087367","0.0143074367697866"
"1","2007","secondary school degree","East Germany","22","","",""
"1","2007","college entrance qualification","West Germany","47","0.0116651876917819","0.00844462271729579","0.014885752666268"
"1","2007","college entrance qualification","East Germany","17","","",""
"1","2007","Other degree","West Germany","27","","",""
"1","2007","Other degree","East Germany","","","",""
"1","2007","no degree/no degree yet","West Germany","13","","",""
"1","2007","no degree/no degree yet","East Germany","2","","",""
"2","2007","lower secondary degree","West Germany","562","0.0983116949637395","0.0905206184276154","0.106102771499864"
"2","2007","lower secondary degree","East Germany","95","0.0650382080214619","0.0519661174328892","0.0781102986100346"
"2","2007","secondary school degree","West Germany","550","0.16284481611381","0.151228558785954","0.174461073441665"
"2","2007","secondary school degree","East Germany","321","0.157762513179348","0.142582210975048","0.172942815383647"
"2","2007","college entrance qualification","West Germany","665","0.165820687104279","0.15466533670482","0.176976037503738"
