"hlf0071_h","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence"
"Just right","2014","Brandenburg","vocational + Abi","57","0.725243526595903","0.625538139102449","0.824948914089358"
"Just right","2014","Brandenburg","higher vocational","49","0.647947073083747","0.534428380524234","0.761465765643259"
"Just right","2014","Brandenburg","higher education","187","0.770180921485526","0.719237646262846","0.821124196708205"
"Just right","2014","Mecklenburg-Western Pomerania","in school","14","","",""
"Just right","2014","Mecklenburg-Western Pomerania","inadequately","7","","",""
"Just right","2014","Mecklenburg-Western Pomerania","general elemantary","25","","",""
"Just right","2014","Mecklenburg-Western Pomerania","middle vocational","194","0.704757050811955","0.651705460985384","0.757808640638526"
"Just right","2014","Mecklenburg-Western Pomerania","vocational + Abi","14","","",""
"Just right","2014","Mecklenburg-Western Pomerania","higher vocational","35","0.641748272981158","0.511424717506367","0.77207182845595"
"Just right","2014","Mecklenburg-Western Pomerania","higher education","89","0.670869135039561","0.592184303603801","0.749553966475321"
"Just right","2014","Saxony","in school","16","","",""
"Just right","2014","Saxony","inadequately","5","","",""
"Just right","2014","Saxony","general elemantary","70","0.771677405014283","0.689407607394231","0.853947202634335"
"Just right","2014","Saxony","middle vocational","597","0.714513280306182","0.683952445140098","0.745074115472266"
"Just right","2014","Saxony","vocational + Abi","54","0.670267211042327","0.566600433061611","0.773933989023043"
"Just right","2014","Saxony","higher vocational","78","0.512604390109558","0.426012927891782","0.599195852327335"
"Just right","2014","Saxony","higher education","304","0.706922815205113","0.664440732408714","0.749404898001512"
"Just right","2014","Saxony-Anhalt","in school","19","","",""
"Just right","2014","Saxony-Anhalt","inadequately","14","","",""
"Just right","2014","Saxony-Anhalt","general elemantary","59","0.801256375467573","0.71488426792188","0.887628483013267"
"Just right","2014","Saxony-Anhalt","middle vocational","399","0.777380238227493","0.741311060156863","0.813449416298123"
"Just right","2014","Saxony-Anhalt","vocational + Abi","34","0.773943620823621","0.645911420658837","0.901975820988405"
"Just right","2014","Saxony-Anhalt","higher vocational","52","0.707183693969905","0.595697304226474","0.818670083713336"
"Just right","2014","Saxony-Anhalt","higher education","156","0.733617989662153","0.674935669495778","0.792300309828529"
"Just right","2014","Thuringia","in school","18","","",""
"Just right","2014","Thuringia","inadequately","3","","",""
"Just right","2014","Thuringia","general elemantary","58","0.929873304421316","0.868727837302555","0.991018771540078"
"Just right","2014","Thuringia","middle vocational","415","0.753702399982765","0.718516643845614","0.788888156119915"
"Just right","2014","Thuringia","vocational + Abi","32","0.738099414086163","0.612402438742797","0.863796389429528"
"Just right","2014","Thuringia","higher vocational","52","0.860824141521433","0.780312609608299","0.941335673434567"
"Just right","2014","Thuringia","higher education","149","0.675165537651432","0.613141188463147","0.737189886839717"
"A little too big","2014","Schleswig-Holstein","in school","3","","",""
"A little too big","2014","Schleswig-Holstein","inadequately","","","",""
"A little too big","2014","Schleswig-Holstein","general elemantary","10","","",""
"A little too big","2014","Schleswig-Holstein","middle vocational","61","0.15777378621646","0.124425497764327","0.191122074668593"
"A little too big","2014","Schleswig-Holstein","vocational + Abi","4","","",""
"A little too big","2014","Schleswig-Holstein","higher vocational","5","","",""
"A little too big","2014","Schleswig-Holstein","higher education","9","","",""
"A little too big","2014","Hamburg","in school","","","",""
"A little too big","2014","Hamburg","inadequately","","","",""
"A little too big","2014","Hamburg","general elemantary","3","","",""
"A little too big","2014","Hamburg","middle vocational","10","","",""
"A little too big","2014","Hamburg","vocational + Abi","3","","",""
"A little too big","2014","Hamburg","higher vocational","1","","",""
"A little too big","2014","Hamburg","higher education","9","","",""
"A little too big","2014","Lower Saxony","in school","10","","",""
"A little too big","2014","Lower Saxony","inadequately","5","","",""
"A little too big","2014","Lower Saxony","general elemantary","45","0.189184915552277","0.149114926710836","0.229254904393718"
"A little too big","2014","Lower Saxony","middle vocational","193","0.171725795387249","0.150826854743132","0.192624736031365"
"A little too big","2014","Lower Saxony","vocational + Abi","16","","",""
"A little too big","2014","Lower Saxony","higher vocational","17","","",""
"A little too big","2014","Lower Saxony","higher education","98","0.205416309164035","0.170249627057948","0.240582991270121"
"A little too big","2014","Bremen","in school","1","","",""
"A little too big","2014","Bremen","inadequately","","","",""
"A little too big","2014","Bremen","general elemantary","2","","",""
"A little too big","2014","Bremen","middle vocational","4","","",""
"A little too big","2014","Bremen","vocational + Abi","1","","",""
"A little too big","2014","Bremen","higher vocational","1","","",""
"A little too big","2014","Bremen","higher education","3","","",""
"A little too big","2014","North Rhine-Westphalia","in school","16","","",""
"A little too big","2014","North Rhine-Westphalia","inadequately","7","","",""
"A little too big","2014","North Rhine-Westphalia","general elemantary","51","0.0937639664095984","0.0734626523947821","0.114065280424415"
"A little too big","2014","North Rhine-Westphalia","middle vocational","284","0.137464781108672","0.123748548634123","0.151181013583221"
"A little too big","2014","North Rhine-Westphalia","vocational + Abi","45","0.105723726214621","0.0810792504684332","0.13036820196081"
"A little too big","2014","North Rhine-Westphalia","higher vocational","49","0.184677283891088","0.139939890112246","0.22941467766993"
"A little too big","2014","North Rhine-Westphalia","higher education","159","0.171682496123426","0.149990805081831","0.193374187165022"
"A little too big","2014","Hesse","in school","6","","",""
"A little too big","2014","Hesse","inadequately","1","","",""
"A little too big","2014","Hesse","general elemantary","23","","",""
"A little too big","2014","Hesse","middle vocational","110","0.160363728759547","0.134661790348102","0.186065667170992"
"A little too big","2014","Hesse","vocational + Abi","15","","",""
"A little too big","2014","Hesse","higher vocational","9","","",""
"A little too big","2014","Hesse","higher education","71","0.158624438440974","0.127463457172377","0.189785419709571"
"A little too big","2014","Rhineland-Palatinate,Saarland","in school","2","","",""
"A little too big","2014","Rhineland-Palatinate,Saarland","inadequately","1","","",""
"A little too big","2014","Rhineland-Palatinate,Saarland","general elemantary","20","","",""
"A little too big","2014","Rhineland-Palatinate,Saarland","middle vocational","89","0.147532809576581","0.122118375983351","0.172947243169811"
"A little too big","2014","Rhineland-Palatinate,Saarland","vocational + Abi","6","","",""
"A little too big","2014","Rhineland-Palatinate,Saarland","higher vocational","18","","",""
"A little too big","2014","Rhineland-Palatinate,Saarland","higher education","49","0.192192403658282","0.145452389128157","0.238932418188407"
"A little too big","2014","Baden-Württemberg","in school","5","","",""
"A little too big","2014","Baden-Württemberg","inadequately","3","","",""
"A little too big","2014","Baden-Württemberg","general elemantary","43","0.124725363276799","0.0934959788387559","0.155954747714842"
"A little too big","2014","Baden-Württemberg","middle vocational","164","0.14649224953202","0.12815243050144","0.1648320685626"
"A little too big","2014","Baden-Württemberg","vocational + Abi","19","","",""
"A little too big","2014","Baden-Württemberg","higher vocational","25","","",""
"A little too big","2014","Baden-Württemberg","higher education","98","0.138172304684731","0.114244909343519","0.162099700025944"
"A little too big","2014","Bavaria","in school","16","","",""
"A little too big","2014","Bavaria","inadequately","3","","",""
"A little too big","2014","Bavaria","general elemantary","57","0.137795368772414","0.108198094589967","0.167392642954861"
"A little too big","2014","Bavaria","middle vocational","265","0.141674097749339","0.127005469022969","0.156342726475709"
"A little too big","2014","Bavaria","vocational + Abi","24","","",""
"A little too big","2014","Bavaria","higher vocational","36","0.116542656283449","0.0787555656483988","0.154329746918499"
"A little too big","2014","Bavaria","higher education","146","0.188934473357994","0.164094136631817","0.213774810084172"
"A little too big","2014","Berlin","in school","1","","",""
"A little too big","2014","Berlin","inadequately","","","",""
"A little too big","2014","Berlin","general elemantary","6","","",""
"A little too big","2014","Berlin","middle vocational","15","","",""
"A little too big","2014","Berlin","vocational + Abi","","","",""
"A little too big","2014","Berlin","higher vocational","4","","",""
"A little too big","2014","Berlin","higher education","33","0.090627809046791","0.0618016234691459","0.119453994624436"
"A little too big","2014","Brandenburg","in school","1","","",""
"A little too big","2014","Brandenburg","inadequately","","","",""
"A little too big","2014","Brandenburg","general elemantary","7","","",""
"A little too big","2014","Brandenburg","middle vocational","36","0.0987281635174881","0.072450065940863","0.125006261094113"
"A little too big","2014","Brandenburg","vocational + Abi","2","","",""
"A little too big","2014","Brandenburg","higher vocational","7","","",""
"A little too big","2014","Brandenburg","higher education","29","","",""
"A little too big","2014","Mecklenburg-Western Pomerania","in school","","","",""
"A little too big","2014","Mecklenburg-Western Pomerania","inadequately","1","","",""
"A little too big","2014","Mecklenburg-Western Pomerania","general elemantary","3","","",""
"A little too big","2014","Mecklenburg-Western Pomerania","middle vocational","29","","",""
"A little too big","2014","Mecklenburg-Western Pomerania","vocational + Abi","5","","",""
"A little too big","2014","Mecklenburg-Western Pomerania","higher vocational","10","","",""
"A little too big","2014","Mecklenburg-Western Pomerania","higher education","25","","",""
"A little too big","2014","Saxony","in school","2","","",""
"A little too big","2014","Saxony","inadequately","","","",""
"A little too big","2014","Saxony","general elemantary","7","","",""
"A little too big","2014","Saxony","middle vocational","79","0.106282867948737","0.0854284158307058","0.127137320066769"
"A little too big","2014","Saxony","vocational + Abi","8","","",""
"A little too big","2014","Saxony","higher vocational","29","","",""
"A little too big","2014","Saxony","higher education","48","0.123230884898246","0.0925525911645119","0.15390917863198"
"A little too big","2014","Saxony-Anhalt","in school","","","",""
"A little too big","2014","Saxony-Anhalt","inadequately","1","","",""
"A little too big","2014","Saxony-Anhalt","general elemantary","4","","",""
"A little too big","2014","Saxony-Anhalt","middle vocational","42","0.0959936582389456","0.0704522610461376","0.121535055431754"
"A little too big","2014","Saxony-Anhalt","vocational + Abi","5","","",""
"A little too big","2014","Saxony-Anhalt","higher vocational","7","","",""
"A little too big","2014","Saxony-Anhalt","higher education","31","0.145188991924632","0.0984239053915865","0.191954078457678"
"A little too big","2014","Thuringia","in school","","","",""
"A little too big","2014","Thuringia","inadequately","","","",""
"A little too big","2014","Thuringia","general elemantary","3","","",""
"A little too big","2014","Thuringia","middle vocational","69","0.104339203693319","0.0793741565276019","0.129304250859035"
"A little too big","2014","Thuringia","vocational + Abi","3","","",""
"A little too big","2014","Thuringia","higher vocational","9","","",""
"A little too big","2014","Thuringia","higher education","35","0.107748493468998","0.0666831668065337","0.148813820131462"
"Much too big","2014","Schleswig-Holstein","in school","","","",""
"Much too big","2014","Schleswig-Holstein","inadequately","","","",""
"Much too big","2014","Schleswig-Holstein","general elemantary","2","","",""
"Much too big","2014","Schleswig-Holstein","middle vocational","5","","",""
"Much too big","2014","Schleswig-Holstein","vocational + Abi","","","",""
"Much too big","2014","Schleswig-Holstein","higher vocational","2","","",""
"Much too big","2014","Schleswig-Holstein","higher education","3","","",""
"Much too big","2014","Hamburg","in school","","","",""
"Much too big","2014","Hamburg","inadequately","","","",""
"Much too big","2014","Hamburg","general elemantary","","","",""
"Much too big","2014","Hamburg","middle vocational","","","",""
"Much too big","2014","Hamburg","vocational + Abi","","","",""
"Much too big","2014","Hamburg","higher vocational","","","",""
"Much too big","2014","Hamburg","higher education","2","","",""
"Much too big","2014","Lower Saxony","in school","","","",""
"Much too big","2014","Lower Saxony","inadequately","","","",""
"Much too big","2014","Lower Saxony","general elemantary","10","","",""
"Much too big","2014","Lower Saxony","middle vocational","31","0.0311853165272306","0.0215533520862797","0.0408172809681815"
"Much too big","2014","Lower Saxony","vocational + Abi","","","",""
"Much too big","2014","Lower Saxony","higher vocational","6","","",""
"Much too big","2014","Lower Saxony","higher education","11","","",""
"Much too big","2014","Bremen","in school","","","",""
"Much too big","2014","Bremen","inadequately","","","",""
"Much too big","2014","Bremen","general elemantary","","","",""
"Much too big","2014","Bremen","middle vocational","","","",""
"Much too big","2014","Bremen","vocational + Abi","","","",""
"Much too big","2014","Bremen","higher vocational","","","",""
"Much too big","2014","Bremen","higher education","","","",""
"Much too big","2014","North Rhine-Westphalia","in school","","","",""
"Much too big","2014","North Rhine-Westphalia","inadequately","","","",""
"Much too big","2014","North Rhine-Westphalia","general elemantary","8","","",""
"Much too big","2014","North Rhine-Westphalia","middle vocational","35","0.0238596118494035","0.0177805225291062","0.0299387011697007"
"Much too big","2014","North Rhine-Westphalia","vocational + Abi","11","","",""
"Much too big","2014","North Rhine-Westphalia","higher vocational","3","","",""
"Much too big","2014","North Rhine-Westphalia","higher education","36","0.0378922782414917","0.0269093235976475","0.0488752328853359"
"Much too big","2014","Hesse","in school","1","","",""
"Much too big","2014","Hesse","inadequately","","","",""
"Much too big","2014","Hesse","general elemantary","7","","",""
"Much too big","2014","Hesse","middle vocational","20","","",""
"Much too big","2014","Hesse","vocational + Abi","4","","",""
"Much too big","2014","Hesse","higher vocational","3","","",""
"Much too big","2014","Hesse","higher education","4","","",""
"Much too big","2014","Rhineland-Palatinate,Saarland","in school","","","",""
"Much too big","2014","Rhineland-Palatinate,Saarland","inadequately","","","",""
"Much too big","2014","Rhineland-Palatinate,Saarland","general elemantary","5","","",""
"Much too big","2014","Rhineland-Palatinate,Saarland","middle vocational","11","","",""
"Much too big","2014","Rhineland-Palatinate,Saarland","vocational + Abi","4","","",""
"Much too big","2014","Rhineland-Palatinate,Saarland","higher vocational","","","",""
"Much too big","2014","Rhineland-Palatinate,Saarland","higher education","3","","",""
"Much too big","2014","Baden-Württemberg","in school","","","",""
"Much too big","2014","Baden-Württemberg","inadequately","","","",""
"Much too big","2014","Baden-Württemberg","general elemantary","6","","",""
"Much too big","2014","Baden-Württemberg","middle vocational","20","","",""
"Much too big","2014","Baden-Württemberg","vocational + Abi","","","",""
"Much too big","2014","Baden-Württemberg","higher vocational","3","","",""
"Much too big","2014","Baden-Württemberg","higher education","15","","",""
"Much too big","2014","Bavaria","in school","","","",""
"Much too big","2014","Bavaria","inadequately","1","","",""
"Much too big","2014","Bavaria","general elemantary","4","","",""
"Much too big","2014","Bavaria","middle vocational","35","0.0218912621276457","0.0157359915420529","0.0280465327132385"
"Much too big","2014","Bavaria","vocational + Abi","1","","",""
"Much too big","2014","Bavaria","higher vocational","5","","",""
"Much too big","2014","Bavaria","higher education","15","","",""
"Much too big","2014","Berlin","in school","","","",""
"Much too big","2014","Berlin","inadequately","","","",""
"Much too big","2014","Berlin","general elemantary","","","",""
"Much too big","2014","Berlin","middle vocational","4","","",""
"Much too big","2014","Berlin","vocational + Abi","","","",""
"Much too big","2014","Berlin","higher vocational","","","",""
"Much too big","2014","Berlin","higher education","5","","",""
"Much too big","2014","Brandenburg","in school","","","",""
"Much too big","2014","Brandenburg","inadequately","1","","",""
"Much too big","2014","Brandenburg","general elemantary","1","","",""
"Much too big","2014","Brandenburg","middle vocational","4","","",""
"Much too big","2014","Brandenburg","vocational + Abi","","","",""
"Much too big","2014","Brandenburg","higher vocational","","","",""
"Much too big","2014","Brandenburg","higher education","9","","",""
"Much too big","2014","Mecklenburg-Western Pomerania","in school","","","",""
"Much too big","2014","Mecklenburg-Western Pomerania","inadequately","","","",""
"Much too big","2014","Mecklenburg-Western Pomerania","general elemantary","","","",""
"Much too big","2014","Mecklenburg-Western Pomerania","middle vocational","3","","",""
"Much too big","2014","Mecklenburg-Western Pomerania","vocational + Abi","","","",""
"Much too big","2014","Mecklenburg-Western Pomerania","higher vocational","1","","",""
"Much too big","2014","Mecklenburg-Western Pomerania","higher education","4","","",""
"Much too big","2014","Saxony","in school","","","",""
"Much too big","2014","Saxony","inadequately","","","",""
"Much too big","2014","Saxony","general elemantary","","","",""
"Much too big","2014","Saxony","middle vocational","4","","",""
"Much too big","2014","Saxony","vocational + Abi","","","",""
"Much too big","2014","Saxony","higher vocational","2","","",""
"Much too big","2014","Saxony","higher education","2","","",""
"Much too big","2014","Saxony-Anhalt","in school","","","",""
"Much too big","2014","Saxony-Anhalt","inadequately","","","",""
"Much too big","2014","Saxony-Anhalt","general elemantary","","","",""
"Much too big","2014","Saxony-Anhalt","middle vocational","5","","",""
"Much too big","2014","Saxony-Anhalt","vocational + Abi","","","",""
"Much too big","2014","Saxony-Anhalt","higher vocational","1","","",""
"Much too big","2014","Saxony-Anhalt","higher education","4","","",""
"Much too big","2014","Thuringia","in school","","","",""
"Much too big","2014","Thuringia","inadequately","","","",""
"Much too big","2014","Thuringia","general elemantary","","","",""
"Much too big","2014","Thuringia","middle vocational","1","","",""
"Much too big","2014","Thuringia","vocational + Abi","","","",""
"Much too big","2014","Thuringia","higher vocational","1","","",""
"Much too big","2014","Thuringia","higher education","1","","",""
"Much too small","2015","Schleswig-Holstein","in school","1","","",""
"Much too small","2015","Schleswig-Holstein","inadequately","2","","",""
"Much too small","2015","Schleswig-Holstein","general elemantary","9","","",""
"Much too small","2015","Schleswig-Holstein","middle vocational","17","","",""
"Much too small","2015","Schleswig-Holstein","vocational + Abi","2","","",""
"Much too small","2015","Schleswig-Holstein","higher vocational","","","",""
"Much too small","2015","Schleswig-Holstein","higher education","","","",""
"Much too small","2015","Hamburg","in school","2","","",""
"Much too small","2015","Hamburg","inadequately","1","","",""
"Much too small","2015","Hamburg","general elemantary","4","","",""
"Much too small","2015","Hamburg","middle vocational","10","","",""
"Much too small","2015","Hamburg","vocational + Abi","5","","",""
"Much too small","2015","Hamburg","higher vocational","1","","",""
"Much too small","2015","Hamburg","higher education","2","","",""
"Much too small","2015","Lower Saxony","in school","2","","",""
"Much too small","2015","Lower Saxony","inadequately","3","","",""
"Much too small","2015","Lower Saxony","general elemantary","15","","",""
"Much too small","2015","Lower Saxony","middle vocational","18","","",""
"Much too small","2015","Lower Saxony","vocational + Abi","4","","",""
"Much too small","2015","Lower Saxony","higher vocational","2","","",""
"Much too small","2015","Lower Saxony","higher education","8","","",""
"Much too small","2015","Bremen","in school","1","","",""
"Much too small","2015","Bremen","inadequately","1","","",""
"Much too small","2015","Bremen","general elemantary","3","","",""
"Much too small","2015","Bremen","middle vocational","3","","",""
"Much too small","2015","Bremen","vocational + Abi","2","","",""
"Much too small","2015","Bremen","higher vocational","","","",""
"Much too small","2015","Bremen","higher education","1","","",""
"Much too small","2015","North Rhine-Westphalia","in school","7","","",""
"Much too small","2015","North Rhine-Westphalia","inadequately","15","","",""
"Much too small","2015","North Rhine-Westphalia","general elemantary","47","0.0285146654220101","0.0168118637211284","0.0402174671228917"
"Much too small","2015","North Rhine-Westphalia","middle vocational","55","0.0114212248387983","0.00717628023201451","0.0156661694455821"
"Much too small","2015","North Rhine-Westphalia","vocational + Abi","15","","",""
"Much too small","2015","North Rhine-Westphalia","higher vocational","2","","",""
"Much too small","2015","North Rhine-Westphalia","higher education","10","","",""
"Much too small","2015","Hesse","in school","6","","",""
"Much too small","2015","Hesse","inadequately","5","","",""
"Much too small","2015","Hesse","general elemantary","14","","",""
"Much too small","2015","Hesse","middle vocational","28","","",""
"Much too small","2015","Hesse","vocational + Abi","13","","",""
"Much too small","2015","Hesse","higher vocational","","","",""
"Much too small","2015","Hesse","higher education","8","","",""
"Much too small","2015","Rhineland-Palatinate,Saarland","in school","2","","",""
"Much too small","2015","Rhineland-Palatinate,Saarland","inadequately","3","","",""
"Much too small","2015","Rhineland-Palatinate,Saarland","general elemantary","14","","",""
"Much too small","2015","Rhineland-Palatinate,Saarland","middle vocational","14","","",""
"Much too small","2015","Rhineland-Palatinate,Saarland","vocational + Abi","2","","",""
"Much too small","2015","Rhineland-Palatinate,Saarland","higher vocational","2","","",""
"Much too small","2015","Rhineland-Palatinate,Saarland","higher education","1","","",""
"Much too small","2015","Baden-Württemberg","in school","5","","",""
"Much too small","2015","Baden-Württemberg","inadequately","7","","",""
"Much too small","2015","Baden-Württemberg","general elemantary","19","","",""
"Much too small","2015","Baden-Württemberg","middle vocational","58","0.0290189942664823","0.0201173694280311","0.0379206191049336"
"Much too small","2015","Baden-Württemberg","vocational + Abi","7","","",""
"Much too small","2015","Baden-Württemberg","higher vocational","3","","",""
"Much too small","2015","Baden-Württemberg","higher education","24","","",""
"Much too small","2015","Bavaria","in school","4","","",""
"Much too small","2015","Bavaria","inadequately","8","","",""
"Much too small","2015","Bavaria","general elemantary","13","","",""
"Much too small","2015","Bavaria","middle vocational","66","0.0206480481403409","0.0145933637289964","0.0267027325516854"
"Much too small","2015","Bavaria","vocational + Abi","19","","",""
"Much too small","2015","Bavaria","higher vocational","4","","",""
"Much too small","2015","Bavaria","higher education","35","0.0312782752085502","0.0206786836329007","0.0418778667841997"
"Much too small","2015","Berlin","in school","3","","",""
"Much too small","2015","Berlin","inadequately","6","","",""
"Much too small","2015","Berlin","general elemantary","7","","",""
"Much too small","2015","Berlin","middle vocational","14","","",""
"Much too small","2015","Berlin","vocational + Abi","7","","",""
"Much too small","2015","Berlin","higher vocational","1","","",""
"Much too small","2015","Berlin","higher education","9","","",""
"Much too small","2015","Brandenburg","in school","1","","",""
"Much too small","2015","Brandenburg","inadequately","","","",""
"Much too small","2015","Brandenburg","general elemantary","5","","",""
"Much too small","2015","Brandenburg","middle vocational","13","","",""
"Much too small","2015","Brandenburg","vocational + Abi","3","","",""
"Much too small","2015","Brandenburg","higher vocational","","","",""
"Much too small","2015","Brandenburg","higher education","3","","",""
"Much too small","2015","Mecklenburg-Western Pomerania","in school","2","","",""
"Much too small","2015","Mecklenburg-Western Pomerania","inadequately","","","",""
"Much too small","2015","Mecklenburg-Western Pomerania","general elemantary","1","","",""
"Much too small","2015","Mecklenburg-Western Pomerania","middle vocational","15","","",""
"Much too small","2015","Mecklenburg-Western Pomerania","vocational + Abi","","","",""
"Much too small","2015","Mecklenburg-Western Pomerania","higher vocational","","","",""
"Much too small","2015","Mecklenburg-Western Pomerania","higher education","1","","",""
"Much too small","2015","Saxony","in school","","","",""
"Much too small","2015","Saxony","inadequately","","","",""
"Much too small","2015","Saxony","general elemantary","3","","",""
"Much too small","2015","Saxony","middle vocational","10","","",""
"Much too small","2015","Saxony","vocational + Abi","5","","",""
"Much too small","2015","Saxony","higher vocational","1","","",""
"Much too small","2015","Saxony","higher education","9","","",""
"Much too small","2015","Saxony-Anhalt","in school","1","","",""
"Much too small","2015","Saxony-Anhalt","inadequately","5","","",""
"Much too small","2015","Saxony-Anhalt","general elemantary","4","","",""
"Much too small","2015","Saxony-Anhalt","middle vocational","8","","",""
"Much too small","2015","Saxony-Anhalt","vocational + Abi","","","",""
"Much too small","2015","Saxony-Anhalt","higher vocational","","","",""
"Much too small","2015","Saxony-Anhalt","higher education","2","","",""
"Much too small","2015","Thuringia","in school","1","","",""
"Much too small","2015","Thuringia","inadequately","1","","",""
"Much too small","2015","Thuringia","general elemantary","2","","",""
"Much too small","2015","Thuringia","middle vocational","10","","",""
"Much too small","2015","Thuringia","vocational + Abi","1","","",""
"Much too small","2015","Thuringia","higher vocational","1","","",""
"Much too small","2015","Thuringia","higher education","2","","",""
"A little too small","2015","Schleswig-Holstein","in school","8","","",""
"A little too small","2015","Schleswig-Holstein","inadequately","4","","",""
"A little too small","2015","Schleswig-Holstein","general elemantary","19","","",""
"A little too small","2015","Schleswig-Holstein","middle vocational","57","0.099205848192657","0.0711780624544455","0.127233633930868"
"A little too small","2015","Schleswig-Holstein","vocational + Abi","17","","",""
"A little too small","2015","Schleswig-Holstein","higher vocational","4","","",""
"A little too small","2015","Schleswig-Holstein","higher education","17","","",""
"A little too small","2015","Hamburg","in school","3","","",""
"A little too small","2015","Hamburg","inadequately","4","","",""
"A little too small","2015","Hamburg","general elemantary","9","","",""
"A little too small","2015","Hamburg","middle vocational","32","0.133681770621068","0.0820681082497635","0.185295432992372"
"A little too small","2015","Hamburg","vocational + Abi","8","","",""
"A little too small","2015","Hamburg","higher vocational","7","","",""
"A little too small","2015","Hamburg","higher education","30","0.173471613618271","0.115519502288189","0.231423724948353"
"A little too small","2015","Lower Saxony","in school","16","","",""
"A little too small","2015","Lower Saxony","inadequately","16","","",""
"A little too small","2015","Lower Saxony","general elemantary","38","0.0987224132663136","0.0678665263788588","0.129578300153769"
"A little too small","2015","Lower Saxony","middle vocational","124","0.0803476645302617","0.064935536565958","0.0957597924945654"
"A little too small","2015","Lower Saxony","vocational + Abi","39","0.157757090502465","0.108804980617258","0.206709200387672"
"A little too small","2015","Lower Saxony","higher vocational","19","","",""
"A little too small","2015","Lower Saxony","higher education","71","0.10012991024574","0.0749977607956133","0.125262059695866"
"A little too small","2015","Bremen","in school","4","","",""
"A little too small","2015","Bremen","inadequately","3","","",""
"A little too small","2015","Bremen","general elemantary","2","","",""
"A little too small","2015","Bremen","middle vocational","10","","",""
"A little too small","2015","Bremen","vocational + Abi","3","","",""
"A little too small","2015","Bremen","higher vocational","1","","",""
"A little too small","2015","Bremen","higher education","5","","",""
"A little too small","2015","North Rhine-Westphalia","in school","43","0.269189434309828","0.206451691379903","0.331927177239753"
"A little too small","2015","North Rhine-Westphalia","inadequately","50","0.174114668891447","0.118717267211913","0.229512070570981"
"A little too small","2015","North Rhine-Westphalia","general elemantary","135","0.125006483491718","0.101752022995944","0.148260943987493"
"A little too small","2015","North Rhine-Westphalia","middle vocational","337","0.0931638685478696","0.0815521042782681","0.104775632817471"
"A little too small","2015","North Rhine-Westphalia","vocational + Abi","106","0.143318518488347","0.115234558629115","0.17140247834758"
"A little too small","2015","North Rhine-Westphalia","higher vocational","31","0.089076529354643","0.0547801918873763","0.12337286682191"
"A little too small","2015","North Rhine-Westphalia","higher education","174","0.179175939148334","0.157097353097528","0.20125452519914"
"A little too small","2015","Hesse","in school","9","","",""
"A little too small","2015","Hesse","inadequately","10","","",""
"A little too small","2015","Hesse","general elemantary","42","0.132890209319835","0.0871957336521432","0.178584684987528"
"A little too small","2015","Hesse","middle vocational","124","0.123614959877192","0.100336702005806","0.146893217748579"
"A little too small","2015","Hesse","vocational + Abi","34","0.154729638126848","0.101300725856492","0.208158550397204"
"A little too small","2015","Hesse","higher vocational","14","","",""
"A little too small","2015","Hesse","higher education","113","0.184281687600553","0.151849733612523","0.216713641588584"
"A little too small","2015","Rhineland-Palatinate,Saarland","in school","9","","",""
"A little too small","2015","Rhineland-Palatinate,Saarland","inadequately","5","","",""
"A little too small","2015","Rhineland-Palatinate,Saarland","general elemantary","44","0.0892662433710652","0.0567293241289778","0.121803162613153"
"A little too small","2015","Rhineland-Palatinate,Saarland","middle vocational","90","0.0811776692805985","0.0615136157948154","0.100841722766382"
"A little too small","2015","Rhineland-Palatinate,Saarland","vocational + Abi","26","","",""
"A little too small","2015","Rhineland-Palatinate,Saarland","higher vocational","8","","",""
"A little too small","2015","Rhineland-Palatinate,Saarland","higher education","51","0.166286139339182","0.12328416623231","0.209288112446055"
"A little too small","2015","Baden-Württemberg","in school","22","","",""
"A little too small","2015","Baden-Württemberg","inadequately","3","","",""
"A little too small","2015","Baden-Württemberg","general elemantary","61","0.131190672434361","0.0978122710920572","0.164569073776664"
"A little too small","2015","Baden-Württemberg","middle vocational","201","0.103157833795078","0.0870279270041332","0.119287740586023"
"A little too small","2015","Baden-Württemberg","vocational + Abi","46","0.118066616069521","0.07971840684578","0.156414825293262"
"A little too small","2015","Baden-Württemberg","higher vocational","39","0.154812826084185","0.10541652841405","0.20420912375432"
"A little too small","2015","Baden-Württemberg","higher education","154","0.127736620927828","0.105388592685963","0.150084649169692"
"A little too small","2015","Bavaria","in school","13","","",""
"A little too small","2015","Bavaria","inadequately","21","","",""
"A little too small","2015","Bavaria","general elemantary","78","0.109115131887075","0.0815653083269903","0.13666495544716"
"A little too small","2015","Bavaria","middle vocational","298","0.0972541053805792","0.0846381732108585","0.1098700375503"
"A little too small","2015","Bavaria","vocational + Abi","67","0.198834320449852","0.155771946889007","0.241896694010697"
"A little too small","2015","Bavaria","higher vocational","38","0.120487111113641","0.0816579856806514","0.15931623654663"
"A little too small","2015","Bavaria","higher education","168","0.126378726738865","0.106145422982088","0.146612030495642"
"A little too small","2015","Berlin","in school","5","","",""
"A little too small","2015","Berlin","inadequately","5","","",""
"A little too small","2015","Berlin","general elemantary","14","","",""
"A little too small","2015","Berlin","middle vocational","72","0.172668783477371","0.133787427829353","0.21155013912539"
"A little too small","2015","Berlin","vocational + Abi","23","","",""
"A little too small","2015","Berlin","higher vocational","7","","",""
