"hlf0071_h","year","age_gr","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Much too small","1985","66 and older","West Germany","4","","","","1"
"Much too small","1985","66 and older","East Germany","","","","","1"
"A little too big","1986","16-34 y.","West Germany","42","0.0643635470378957","0.0471639502301291","0.0815631438456623","4"
"A little too big","1986","16-34 y.","East Germany","","","","","4"
"A little too big","1986","35-65 y.","West Germany","32","0.0827305851373982","0.0571359118667771","0.108325258408019","4"
"A little too big","1986","35-65 y.","East Germany","","","","","4"
"A little too big","1986","66 and older","West Germany","2","","","","4"
"A little too big","1986","66 and older","East Germany","","","","","4"
"A little too small","1986","16-34 y.","East Germany","","","","","2"
"A little too small","1986","16-34 y.","West Germany","134","0.18000682342115","0.153079429869489","0.206934216972811","2"
"A little too small","1986","35-65 y.","East Germany","","","","","2"
"A little too small","1986","35-65 y.","West Germany","49","0.0816761250793325","0.0562304729255204","0.107121777233145","2"
"A little too small","1986","66 and older","West Germany","2","","","","2"
"A little too small","1986","66 and older","East Germany","","","","","2"
"Just right","1986","16-34 y.","West Germany","574","0.711578952112787","0.679827050772526","0.743330853453048","3"
"Just right","1986","16-34 y.","East Germany","","","","","3"
"Just right","1986","35-65 y.","West Germany","344","0.799006809725293","0.761773298127781","0.836240321322804","3"
"Just right","1986","35-65 y.","East Germany","","","","","3"
"Just right","1986","66 and older","West Germany","30","0.868112382256934","0.756012784012549","0.980211980501318","3"
"Just right","1986","66 and older","East Germany","","","","","3"
"Much too big","1986","16-34 y.","West Germany","1","","","","5"
"Much too big","1986","16-34 y.","East Germany","","","","","5"
"Much too big","1986","35-65 y.","West Germany","2","","","","5"
"Much too big","1986","35-65 y.","East Germany","","","","","5"
"Much too big","1986","66 and older","West Germany","","","","","5"
"Much too big","1986","66 and older","East Germany","","","","","5"
"Much too small","1986","16-34 y.","West Germany","31","0.0412954663225865","0.0273498313804305","0.0552411012647425","1"
"Much too small","1986","16-34 y.","East Germany","","","","","1"
"Much too small","1986","35-65 y.","West Germany","18","","","","1"
"Much too small","1986","35-65 y.","East Germany","","","","","1"
"Much too small","1986","66 and older","West Germany","1","","","","1"
"Much too small","1986","66 and older","East Germany","","","","","1"
"A little too big","1987","16-34 y.","East Germany","","","","","4"
"A little too big","1987","16-34 y.","West Germany","25","","","","4"
"A little too big","1987","35-65 y.","West Germany","26","","","","4"
"A little too big","1987","35-65 y.","East Germany","","","","","4"
"A little too big","1987","66 and older","West Germany","6","","","","4"
"A little too big","1987","66 and older","East Germany","","","","","4"
"A little too small","1987","16-34 y.","East Germany","","","","","2"
"A little too small","1987","16-34 y.","West Germany","98","0.125064122037508","0.0996145651639673","0.150513678911049","2"
"A little too small","1987","35-65 y.","West Germany","64","0.139573216538377","0.104776071999701","0.174370361077053","2"
"A little too small","1987","35-65 y.","East Germany","","","","","2"
"A little too small","1987","66 and older","West Germany","2","","","","2"
"A little too small","1987","66 and older","East Germany","","","","","2"
"Just right","1987","16-34 y.","West Germany","493","0.78868770401571","0.757279676549487","0.820095731481933","3"
"Just right","1987","16-34 y.","East Germany","","","","","3"
"Just right","1987","35-65 y.","West Germany","274","0.730741635318874","0.686201438534882","0.775281832102865","3"
"Just right","1987","35-65 y.","East Germany","","","","","3"
"Just right","1987","66 and older","West Germany","25","","","","3"
"Just right","1987","66 and older","East Germany","","","","","3"
"Much too big","1987","16-34 y.","West Germany","4","","","","5"
"Much too big","1987","16-34 y.","East Germany","","","","","5"
"Much too big","1987","35-65 y.","West Germany","3","","","","5"
"Much too big","1987","66 and older","West Germany","","","","","5"
"Much too big","1987","35-65 y.","East Germany","","","","","5"
"Much too big","1987","66 and older","East Germany","","","","","5"
"Much too small","1987","16-34 y.","West Germany","29","","","","1"
"Much too small","1987","16-34 y.","East Germany","","","","","1"
"Much too small","1987","35-65 y.","West Germany","14","","","","1"
"Much too small","1987","35-65 y.","East Germany","","","","","1"
"Much too small","1987","66 and older","West Germany","1","","","","1"
"Much too small","1987","66 and older","East Germany","","","","","1"
"A little too big","1988","16-34 y.","East Germany","","","","","4"
"A little too big","1988","16-34 y.","West Germany","37","0.0558339196959321","0.038169515304585","0.0734983240872791","4"
"A little too big","1988","35-65 y.","West Germany","15","","","","4"
"A little too big","1988","35-65 y.","East Germany","","","","","4"
"A little too big","1988","66 and older","West Germany","5","","","","4"
"A little too big","1988","66 and older","East Germany","","","","","4"
"A little too small","1988","16-34 y.","West Germany","117","0.196602670319174","0.166026320340547","0.227179020297801","2"
"A little too small","1988","16-34 y.","East Germany","","","","","2"
"A little too small","1988","35-65 y.","West Germany","52","0.156681472965142","0.117521828715319","0.195841117214964","2"
"A little too small","1988","35-65 y.","East Germany","","","","","2"
"A little too small","1988","66 and older","East Germany","","","","","2"
"A little too small","1988","66 and older","West Germany","1","","","","2"
"Just right","1988","16-34 y.","East Germany","","","","","3"
"Just right","1988","16-34 y.","West Germany","462","0.700557340328478","0.665319894408926","0.735794786248031","3"
"Just right","1988","35-65 y.","West Germany","256","0.780782498534442","0.736213103327774","0.825351893741111","3"
"Just right","1988","35-65 y.","East Germany","","","","","3"
"Just right","1988","66 and older","East Germany","","","","","3"
"Just right","1988","66 and older","West Germany","33","0.850521100357315","0.738616412591745","0.962425788122884","3"
"Much too big","1988","16-34 y.","West Germany","2","","","","5"
"Much too big","1988","16-34 y.","East Germany","","","","","5"
"Much too big","1988","66 and older","West Germany","","","","","5"
"Much too big","1988","35-65 y.","West Germany","1","","","","5"
"Much too big","1988","35-65 y.","East Germany","","","","","5"
"Much too big","1988","66 and older","East Germany","","","","","5"
"Much too small","1988","16-34 y.","West Germany","31","0.0442919698404418","0.0284630653753024","0.0601208743055812","1"
"Much too small","1988","16-34 y.","East Germany","","","","","1"
"Much too small","1988","35-65 y.","West Germany","7","","","","1"
"Much too small","1988","35-65 y.","East Germany","","","","","1"
"Much too small","1988","66 and older","West Germany","","","","","1"
"Much too small","1988","66 and older","East Germany","","","","","1"
"A little too big","1989","16-34 y.","West Germany","32","0.0597585147953436","0.0411302457881584","0.0783867838025288","4"
"A little too big","1989","16-34 y.","East Germany","","","","","4"
"A little too big","1989","35-65 y.","West Germany","27","","","","4"
"A little too big","1989","35-65 y.","East Germany","","","","","4"
"A little too big","1989","66 and older","West Germany","1","","","","4"
"A little too big","1989","66 and older","East Germany","","","","","4"
"A little too small","1989","16-34 y.","West Germany","106","0.152553502058068","0.124296887062743","0.180810117053393","2"
"A little too small","1989","16-34 y.","East Germany","","","","","2"
"A little too small","1989","35-65 y.","West Germany","54","0.118580055574721","0.0831582770494614","0.154001834099981","2"
"A little too small","1989","66 and older","West Germany","1","","","","2"
"A little too small","1989","35-65 y.","East Germany","","","","","2"
"A little too small","1989","66 and older","East Germany","","","","","2"
"Just right","1989","16-34 y.","East Germany","","","","","3"
"Just right","1989","16-34 y.","West Germany","453","0.748050713318251","0.713933387268587","0.782168039367914","3"
"Just right","1989","35-65 y.","West Germany","225","0.738451871377206","0.690300350600393","0.786603392154019","3"
"Just right","1989","35-65 y.","East Germany","","","","","3"
"Just right","1989","66 and older","West Germany","16","","","","3"
"Just right","1989","66 and older","East Germany","","","","","3"
"Much too big","1989","16-34 y.","West Germany","3","","","","5"
"Much too big","1989","16-34 y.","East Germany","","","","","5"
"Much too big","1989","35-65 y.","West Germany","2","","","","5"
"Much too big","1989","35-65 y.","East Germany","","","","","5"
"Much too big","1989","66 and older","West Germany","","","","","5"
"Much too big","1989","66 and older","East Germany","","","","","5"
"Much too small","1989","16-34 y.","West Germany","28","","","","1"
"Much too small","1989","16-34 y.","East Germany","","","","","1"
"Much too small","1989","35-65 y.","West Germany","12","","","","1"
"Much too small","1989","35-65 y.","East Germany","","","","","1"
"Much too small","1989","66 and older","West Germany","","","","","1"
"Much too small","1989","66 and older","East Germany","","","","","1"
"A little too big","1990","16-34 y.","West Germany","20","","","","4"
"A little too big","1990","16-34 y.","East Germany","36","0.0251003636499463","0.0176511342441098","0.0325495930557827","4"
"A little too big","1990","35-65 y.","West Germany","20","","","","4"
"A little too big","1990","35-65 y.","East Germany","102","0.0484368555232434","0.0396668027147617","0.0572069083317252","4"
"A little too big","1990","66 and older","West Germany","","","","","4"
"A little too big","1990","66 and older","East Germany","27","","","","4"
"A little too small","1990","16-34 y.","West Germany","95","0.198744856794017","0.16575250323763","0.231737210350405","2"
"A little too small","1990","16-34 y.","East Germany","531","0.306013089745931","0.284068016765584","0.327958162726279","2"
"A little too small","1990","35-65 y.","West Germany","28","","","","2"
"A little too small","1990","35-65 y.","East Germany","526","0.21421015224253","0.197450358752252","0.230969945732808","2"
"A little too small","1990","66 and older","West Germany","2","","","","2"
"A little too small","1990","66 and older","East Germany","46","0.103936657855544","0.0753890606688772","0.132484255042212","2"
"Just right","1990","16-34 y.","West Germany","403","0.672321446313549","0.633516023052361","0.711126869574737","3"
"Just right","1990","16-34 y.","East Germany","898","0.526812967316016","0.503037118334897","0.550588816297135","3"
"Just right","1990","35-65 y.","West Germany","225","0.783570161407806","0.736091695026838","0.831048627788775","3"
"Just right","1990","35-65 y.","East Germany","1542","0.683272342306545","0.664268765666387","0.702275918946702","3"
"Just right","1990","66 and older","West Germany","25","","","","3"
"Just right","1990","66 and older","East Germany","353","0.803029800244949","0.765826460809938","0.840233139679961","3"
"Much too big","1990","16-34 y.","West Germany","4","","","","5"
"Much too big","1990","16-34 y.","East Germany","8","","","","5"
"Much too big","1990","35-65 y.","West Germany","1","","","","5"
"Much too big","1990","35-65 y.","East Germany","20","","","","5"
"Much too big","1990","66 and older","West Germany","","","","","5"
"Much too big","1990","66 and older","East Germany","3","","","","5"
"Much too small","1990","16-34 y.","West Germany","40","0.0781543965364743","0.0559629437529337","0.100345849320015","1"
"Much too small","1990","16-34 y.","East Germany","221","0.136670172567828","0.120312683742395","0.153027661393261","1"
"Much too small","1990","35-65 y.","West Germany","15","","","","1"
"Much too small","1990","35-65 y.","East Germany","112","0.0450357668140299","0.0365641214886851","0.0535074121393746","1"
"Much too small","1990","66 and older","West Germany","1","","","","1"
"Much too small","1990","66 and older","East Germany","10","","","","1"
"A little too big","1991","16-34 y.","West Germany","119","0.0439616978209278","0.0372149827216855","0.0507084129201701","4"
"A little too big","1991","16-34 y.","East Germany","43","0.0331726813412988","0.0241308539941562","0.0422145086884413","4"
"A little too big","1991","35-65 y.","East Germany","118","0.0556761479232313","0.0461443806660283","0.0652079151804344","4"
"A little too big","1991","35-65 y.","West Germany","311","0.0860707146504972","0.0780206496951831","0.0941207796058113","4"
"A little too big","1991","66 and older","West Germany","121","0.105430694347976","0.0868903278321882","0.123971060863763","4"
"A little too big","1991","66 and older","East Germany","32","0.0772898495045631","0.0512492314067595","0.103330467602367","4"
"A little too small","1991","16-34 y.","West Germany","847","0.22681596811366","0.213034491642675","0.240597444584645","2"
"A little too small","1991","16-34 y.","East Germany","438","0.297073346951474","0.274001715007537","0.32014497889541","2"
"A little too small","1991","35-65 y.","West Germany","791","0.150164742532869","0.139911369837617","0.160418115228121","2"
"A little too small","1991","35-65 y.","East Germany","421","0.171326147956669","0.155662893526344","0.186989402386995","2"
"A little too small","1991","66 and older","East Germany","29","","","","2"
"A little too small","1991","66 and older","West Germany","58","0.0474009019634746","0.0345723933121427","0.0602294106148066","2"
"Just right","1991","16-34 y.","East Germany","893","0.578566722331409","0.553636129659535","0.603497315003283","3"
"Just right","1991","16-34 y.","West Germany","2355","0.681167771419945","0.665831292922943","0.696504249916947","3"
"Just right","1991","35-65 y.","East Germany","1603","0.741984239520651","0.723795658565038","0.760172820476265","3"
"Just right","1991","35-65 y.","West Germany","3373","0.736443062656005","0.723797964725295","0.749088160586715","3"
"Just right","1991","66 and older","West Germany","863","0.833030378022804","0.810515119545428","0.855545636500181","3"
"Just right","1991","66 and older","East Germany","333","0.829257395389361","0.792565255873692","0.86594953490503","3"
"Much too big","1991","16-34 y.","West Germany","9","","","","5"
"Much too big","1991","16-34 y.","East Germany","3","","","","5"
"Much too big","1991","35-65 y.","West Germany","28","","","","5"
"Much too big","1991","35-65 y.","East Germany","17","","","","5"
"Much too big","1991","66 and older","West Germany","9","","","","5"
"Much too big","1991","66 and older","East Germany","6","","","","5"
"Much too small","1991","16-34 y.","West Germany","217","0.0462587636290367","0.0393463488905983","0.0531711783674751","1"
"Much too small","1991","16-34 y.","East Germany","130","0.0894706134044444","0.0750601264792997","0.103881100329589","1"
"Much too small","1991","35-65 y.","West Germany","160","0.0197516471985945","0.0157578583158607","0.0237454360813282","1"
"Much too small","1991","35-65 y.","East Germany","64","0.0231932517666966","0.0169362899242683","0.0294502136091248","1"
"Much too small","1991","66 and older","West Germany","3","","","","1"
"Much too small","1991","66 and older","East Germany","4","","","","1"
"A little too big","1992","16-34 y.","West Germany","111","0.0412564047400516","0.0346844116092978","0.0478283978708054","4"
"A little too big","1992","16-34 y.","East Germany","64","0.0468109718618693","0.0357063432823595","0.0579156004413791","4"
"A little too big","1992","35-65 y.","West Germany","294","0.0812932458185942","0.0734146502558093","0.0891718413813792","4"
"A little too big","1992","35-65 y.","East Germany","180","0.0875468706337295","0.0756987734418064","0.0993949678256526","4"
"A little too big","1992","66 and older","West Germany","122","0.113064200420691","0.0940006490667829","0.132127751774599","4"
"A little too big","1992","66 and older","East Germany","36","0.0993056916010394","0.0698866434555152","0.128724739746564","4"
"A little too small","1992","16-34 y.","West Germany","874","0.242424321069298","0.22826308119354","0.256585560945055","2"
"A little too small","1992","16-34 y.","East Germany","399","0.289719342628002","0.265871756254421","0.313566929001582","2"
"A little too small","1992","35-65 y.","West Germany","789","0.145990426521257","0.135810921082793","0.156169931959721","2"
"A little too small","1992","35-65 y.","East Germany","434","0.170527877901691","0.154761874963184","0.186293880840198","2"
"A little too small","1992","66 and older","West Germany","38","0.0297714683432255","0.0195401332985767","0.0400028033878743","2"
"A little too small","1992","66 and older","East Germany","30","0.0693411943910239","0.044352489851214","0.0943298989308337","2"
"Just right","1992","16-34 y.","East Germany","829","0.599076035722894","0.573312072384146","0.624839999061642","3"
"Just right","1992","16-34 y.","West Germany","2259","0.656903671018585","0.641215979040645","0.672591362996526","3"
"Just right","1992","35-65 y.","West Germany","3338","0.742460951743273","0.729854540440391","0.755067363046155","3"
"Just right","1992","35-65 y.","East Germany","1506","0.715465527443013","0.696551465186916","0.73437958969911","3"
"Just right","1992","66 and older","West Germany","887","0.848725318549125","0.827154736656029","0.870295900442221","3"
"Just right","1992","66 and older","East Germany","326","0.818999748973939","0.781126347590345","0.856873150357533","3"
"Much too big","1992","16-34 y.","West Germany","10","","","","5"
"Much too big","1992","16-34 y.","East Germany","4","","","","5"
"Much too big","1992","35-65 y.","West Germany","22","","","","5"
"Much too big","1992","35-65 y.","East Germany","12","","","","5"
"Much too big","1992","66 and older","West Germany","8","","","","5"
"Much too big","1992","66 and older","East Germany","1","","","","5"
"Much too small","1992","16-34 y.","West Germany","264","0.0553348567183726","0.0477797863497925","0.0628899270869527","1"
"Much too small","1992","16-34 y.","East Germany","94","0.0623538164374623","0.0496424655841939","0.0750651672907308","1"
"Much too small","1992","35-65 y.","West Germany","179","0.0230512280875959","0.0187249338799798","0.0273775222952121","1"
"Much too small","1992","35-65 y.","East Germany","54","0.0209251304783998","0.0149249398089246","0.026925321147875","1"
"Much too small","1992","66 and older","East Germany","4","","","","1"
"Much too small","1992","66 and older","West Germany","5","","","","1"
"A little too big","1993","16-34 y.","West Germany","149","0.0463116664516855","0.0393700035821733","0.0532533293211978","4"
"A little too big","1993","16-34 y.","East Germany","47","0.0355684020211631","0.0255388777039788","0.0455979263383474","4"
"A little too big","1993","35-65 y.","West Germany","324","0.0875189974332728","0.0793123271915214","0.0957256676750241","4"
"A little too big","1993","35-65 y.","East Germany","175","0.0946297086543877","0.0820959032233672","0.107163514085408","4"
"A little too big","1993","66 and older","West Germany","117","0.104486875978984","0.0863274677508506","0.122646284207117","4"
"A little too big","1993","66 and older","East Germany","35","0.0872587566851004","0.0592499803598026","0.115267533010398","4"
"A little too small","1993","16-34 y.","West Germany","868","0.255544259689444","0.241137457775455","0.269951061603432","2"
"A little too small","1993","35-65 y.","West Germany","774","0.147744561258904","0.137439643208568","0.158049479309239","2"
"A little too small","1993","16-34 y.","East Germany","392","0.309092222234223","0.284067658063902","0.334116786404543","2"
"A little too small","1993","66 and older","West Germany","51","0.0446611892177686","0.0323986984254748","0.0569236800100624","2"
"A little too small","1993","35-65 y.","East Germany","387","0.152018567480146","0.136644189050111","0.16739294591018","2"
"A little too small","1993","66 and older","East Germany","32","0.073548418976551","0.0476416160397512","0.0994552219133507","2"
"Just right","1993","16-34 y.","West Germany","2245","0.647055151770996","0.631270349294641","0.66283995424735","3"
"Just right","1993","16-34 y.","East Germany","796","0.587753443083089","0.561097837556104","0.614409048610074","3"
"Just right","1993","35-65 y.","West Germany","3255","0.73676341134268","0.723974279855981","0.749552542829379","3"
"Just right","1993","35-65 y.","East Germany","1477","0.728920123304159","0.709885482445196","0.747954764163122","3"
"Just right","1993","66 and older","West Germany","907","0.836886618536692","0.814952865488427","0.858820371584956","3"
"Just right","1993","66 and older","East Germany","320","0.827436597800978","0.789934332847568","0.864938862754388","3"
"Much too big","1993","16-34 y.","West Germany","6","","","","5"
"Much too big","1993","16-34 y.","East Germany","4","","","","5"
"Much too big","1993","35-65 y.","West Germany","19","","","","5"
"Much too big","1993","35-65 y.","East Germany","15","","","","5"
"Much too big","1993","66 and older","West Germany","12","","","","5"
"Much too big","1993","66 and older","East Germany","3","","","","5"
"Much too small","1993","16-34 y.","West Germany","253","0.0497667797580056","0.0425838775607065","0.0569496819553047","1"
"Much too small","1993","16-34 y.","East Germany","71","0.0643387942812563","0.0510523670359279","0.0776252215265847","1"
"Much too small","1993","35-65 y.","West Germany","183","0.0235851381476149","0.0191781660264484","0.0279921102687813","1"
"Much too small","1993","35-65 y.","East Germany","41","0.0153472712667278","0.0100833036791472","0.0206112388543083","1"
"Much too small","1993","66 and older","West Germany","3","","","","1"
"Much too small","1993","66 and older","East Germany","","","","","1"
"A little too big","1994","16-34 y.","West Germany","155","0.0526203435710687","0.0451710604877692","0.0600696266543682","4"
"A little too big","1994","35-65 y.","West Germany","347","0.102545907814244","0.0935627970932343","0.111529018535253","4"
"A little too big","1994","16-34 y.","East Germany","49","0.0404630787734362","0.0295832233114632","0.0513429342354092","4"
"A little too big","1994","35-65 y.","East Germany","168","0.0888195276067689","0.0766114475001004","0.101027607713437","4"
"A little too big","1994","66 and older","West Germany","104","0.0990053330213175","0.0812746589453163","0.116736007097319","4"
"A little too big","1994","66 and older","East Germany","39","0.0978832812427953","0.0686893769150109","0.12707718557058","4"
"A little too small","1994","16-34 y.","East Germany","372","0.316919391701867","0.291228853442955","0.342609929960779","2"
"A little too small","1994","16-34 y.","West Germany","827","0.247243917958189","0.232850446316622","0.261637389599756","2"
"A little too small","1994","35-65 y.","West Germany","678","0.142217194265839","0.131874678635393","0.152559709896284","2"
"A little too small","1994","35-65 y.","East Germany","367","0.150595145749495","0.13524707491651","0.16594321658248","2"
"A little too small","1994","66 and older","West Germany","45","0.0328577452489703","0.022274986392634","0.0434405041053065","2"
"A little too small","1994","66 and older","East Germany","30","0.0713680142981486","0.0460761885590573","0.0966598400372399","2"
"Just right","1994","16-34 y.","West Germany","2236","0.645907566105245","0.629951746381013","0.661863385829478","3"
"Just right","1994","16-34 y.","East Germany","752","0.571196936992104","0.543870394054044","0.598523479930165","3"
"Just right","1994","35-65 y.","West Germany","3185","0.730723724189124","0.717588511349251","0.743858937028997","3"
"Just right","1994","35-65 y.","East Germany","1468","0.724825403899216","0.705660272070255","0.743990535728177","3"
"Just right","1994","66 and older","West Germany","922","0.854669941506735","0.833747527991698","0.875592355021772","3"
"Just right","1994","66 and older","East Germany","324","0.821455294342265","0.783830684089514","0.859079904595016","3"
"Much too big","1994","16-34 y.","West Germany","11","","","","5"
"Much too big","1994","16-34 y.","East Germany","8","","","","5"
"Much too big","1994","35-65 y.","West Germany","18","","","","5"
"Much too big","1994","35-65 y.","East Germany","24","","","","5"
"Much too big","1994","66 and older","West Germany","15","","","","5"
"Much too big","1994","66 and older","East Germany","4","","","","5"
"Much too small","1994","16-34 y.","West Germany","222","0.0496309412869012","0.0423849465940464","0.056876935979756","1"
"Much too small","1994","16-34 y.","East Germany","79","0.0655340245447197","0.05187002041148","0.0791980286779594","1"
"Much too small","1994","35-65 y.","West Germany","153","0.0197162822556609","0.0155995760656515","0.0238329884456702","1"
"Much too small","1994","35-65 y.","East Germany","59","0.0238915251971849","0.0173381970008025","0.0304448533935673","1"
"Much too small","1994","66 and older","West Germany","4","","","","1"
"Much too small","1994","66 and older","East Germany","1","","","","1"
"A little too big","1995","16-34 y.","West Germany","192","0.0605661724038534","0.0528457547084118","0.068286590099295","4"
"A little too big","1995","16-34 y.","East Germany","59","0.0470932855116405","0.0352353920313751","0.058951178991906","4"
"A little too big","1995","35-65 y.","West Germany","354","0.0996849566720938","0.0911266458050232","0.108243267539164","4"
"A little too big","1995","35-65 y.","East Germany","180","0.101066868239965","0.088044394098835","0.114089342381095","4"
"A little too big","1995","66 and older","East Germany","47","0.0955902797560703","0.0670948038880184","0.124085755624122","4"
"A little too big","1995","66 and older","West Germany","130","0.121097065781869","0.101965136286958","0.140228995276781","4"
"A little too small","1995","16-34 y.","East Germany","327","0.314927748437851","0.288927559221519","0.340927937654183","2"
"A little too small","1995","16-34 y.","West Germany","854","0.241096848065298","0.227252210827133","0.254941485303463","2"
"A little too small","1995","35-65 y.","West Germany","774","0.142211443263664","0.132233675577241","0.152189210950086","2"
"A little too small","1995","35-65 y.","East Germany","347","0.142919169127913","0.127798133448598","0.158040204807227","2"
"A little too small","1995","66 and older","West Germany","54","0.0404952296805035","0.0289355178750143","0.0520549414859926","2"
"A little too small","1995","66 and older","East Germany","35","0.0775253711094212","0.0516083203578763","0.103442421860966","2"
"Just right","1995","16-34 y.","East Germany","764","0.578090327759308","0.550445718977987","0.605734936540629","3"
"Just right","1995","16-34 y.","West Germany","2393","0.643212863080548","0.627707762394176","0.65871796376692","3"
"Just right","1995","35-65 y.","West Germany","3404","0.72923761050674","0.716543429384386","0.741931791629094","3"
"Just right","1995","35-65 y.","East Germany","1470","0.730315118029594","0.711141288935348","0.74948894712384","3"
"Just right","1995","66 and older","West Germany","916","0.82405923809278","0.801729483258879","0.846388992926681","3"
"Just right","1995","66 and older","East Germany","323","0.821737372789395","0.784645128785947","0.858829616792843","3"
"Much too big","1995","16-34 y.","West Germany","17","","","","5"
"Much too big","1995","16-34 y.","East Germany","4","","","","5"
"Much too big","1995","35-65 y.","West Germany","23","","","","5"
"Much too big","1995","35-65 y.","East Germany","14","","","","5"
"Much too big","1995","66 and older","West Germany","12","","","","5"
"Much too big","1995","66 and older","East Germany","3","","","","5"
"Much too small","1995","16-34 y.","West Germany","211","0.047212405402517","0.0403477499085347","0.0540770608964993","1"
"Much too small","1995","16-34 y.","East Germany","72","0.0568860961284659","0.0439206341748156","0.0698515580821161","1"
"Much too small","1995","35-65 y.","West Germany","152","0.0222091170141304","0.0179992863245734","0.0264189477036874","1"
"Much too small","1995","35-65 y.","East Germany","47","0.0171579128858775","0.0115474394840295","0.0227683862877254","1"
"Much too small","1995","66 and older","East Germany","1","","","","1"
"Much too small","1995","66 and older","West Germany","5","","","","1"
"A little too big","1996","16-34 y.","West Germany","209","0.0703788021082296","0.0619611409230061","0.0787964632934532","4"
