"hlf0071_h","year","pgcasmin","n","percent","lower_confidence","upper_confidence"
"5","1999","(2a) intermediate vocational","9","","",""
"5","1999","(2c_gen) general maturity certificate","1","","",""
"5","1999","(2c_voc) vocational maturity certificate","2","","",""
"5","1999","(3a) lower tertiary education","6","","",""
"5","1999","(3b) higher tertiary education","5","","",""
"1","2000","(0) in school","9","","",""
"1","2000","(1a) inadequately completed","14","","",""
"1","2000","(1b) general elementary school","69","0.0158619191058671","0.011286114532266","0.0204377236794681"
"1","2000","(1c) basic vocational qualification","116","0.0148899670704179","0.012201003041035","0.0175789310998008"
"1","2000","(2b) intermediate general qualification","10","","",""
"1","2000","(2a) intermediate vocational","106","0.0199944316037698","0.0163107014330756","0.0236781617744641"
"1","2000","(2c_gen) general maturity certificate","24","","",""
"1","2000","(2c_voc) vocational maturity certificate","40","0.0241144261495794","0.0165092983453605","0.0317195539537983"
"1","2000","(3a) lower tertiary education","34","0.0258454501357398","0.0183093484661723","0.0333815518053073"
"1","2000","(3b) higher tertiary education","42","0.0195079564204112","0.0136290792526198","0.0253868335882027"
"2","2000","(0) in school","88","0.190558878277679","0.156030425148044","0.225087331407314"
"2","2000","(1a) inadequately completed","90","0.21086868199948","0.171994739420808","0.249742624578152"
"2","2000","(1b) general elementary school","368","0.121177660127711","0.109226132783187","0.133129187472235"
"2","2000","(1c) basic vocational qualification","780","0.0930916276553183","0.0866405425638164","0.0995427127468201"
"2","2000","(2b) intermediate general qualification","108","0.153310201857414","0.127174488874422","0.179445914840407"
"2","2000","(2a) intermediate vocational","878","0.158142439273902","0.148540420891566","0.167744457656237"
"2","2000","(2c_gen) general maturity certificate","195","0.248212429976671","0.218859885049894","0.277564974903447"
"2","2000","(2c_voc) vocational maturity certificate","292","0.184601494159315","0.165367425429304","0.203835562889327"
"2","2000","(3a) lower tertiary education","249","0.159048725611467","0.141679067095734","0.176418384127201"
"2","2000","(3b) higher tertiary education","374","0.196477398790965","0.179587703701808","0.213367093880122"
"3","2000","(0) in school","368","0.721795438291442","0.68239880712641","0.761192069456473"
"3","2000","(1a) inadequately completed","306","0.734432650757792","0.692346303454583","0.776518998061001"
"3","2000","(1b) general elementary school","2190","0.771329142174299","0.755948060980496","0.786710223368102"
"3","2000","(1c) basic vocational qualification","6092","0.781168096096615","0.771988505312924","0.790347686880306"
"3","2000","(2b) intermediate general qualification","555","0.741119836051089","0.709345223245505","0.772894448856673"
"3","2000","(2a) intermediate vocational","4111","0.73473619694681","0.72311840159845","0.746353992295169"
"3","2000","(2c_gen) general maturity certificate","553","0.657476321180261","0.625230622899583","0.689722019460938"
"3","2000","(2c_voc) vocational maturity certificate","1106","0.714781571719233","0.692397243421048","0.737165900017419"
"3","2000","(3a) lower tertiary education","1235","0.693788291754342","0.671897314666408","0.715679268842277"
"3","2000","(3b) higher tertiary education","1476","0.671174337033418","0.651204846537422","0.691143827529414"
"4","2000","(0) in school","31","0.0670622464402645","0.0450717375630737","0.0890527553174553"
"4","2000","(1a) inadequately completed","10","","",""
"4","2000","(1b) general elementary school","220","0.084716699176573","0.0745184911503205","0.0949149072028255"
"4","2000","(1c) basic vocational qualification","733","0.100285728773724","0.0936166227008535","0.106954834846595"
"4","2000","(2b) intermediate general qualification","56","0.0839649023261132","0.0638465869703068","0.10408321768192"
"4","2000","(2a) intermediate vocational","430","0.0813643120128797","0.0741696956184594","0.0885589284073"
"4","2000","(2c_gen) general maturity certificate","54","0.0605555767577596","0.0443487105590601","0.076762442956459"
"4","2000","(2c_voc) vocational maturity certificate","118","0.0718034693858181","0.0590049041375799","0.0846020346340564"
"4","2000","(3a) lower tertiary education","174","0.110714570460209","0.0958119121123622","0.125617228808056"
"4","2000","(3b) higher tertiary education","217","0.101670165534194","0.0888237744872251","0.114516556581162"
"5","2000","(0) in school","1","","",""
"5","2000","(1a) inadequately completed","3","","",""
"5","2000","(1b) general elementary school","17","","",""
"5","2000","(1c) basic vocational qualification","72","0.0105645804039243","0.00829463398587699","0.0128345268219716"
"5","2000","(2b) intermediate general qualification","1","","",""
"5","2000","(2a) intermediate vocational","22","","",""
"5","2000","(2c_gen) general maturity certificate","6","","",""
"5","2000","(2c_voc) vocational maturity certificate","7","","",""
"5","2000","(3a) lower tertiary education","11","","",""
"5","2000","(3b) higher tertiary education","17","","",""
"1","2001","(0) in school","9","","",""
"1","2001","(1a) inadequately completed","9","","",""
"1","2001","(1b) general elementary school","62","0.0172621872367512","0.0121381302949339","0.0223862441785685"
"1","2001","(1c) basic vocational qualification","96","0.014939873571207","0.0120795583420043","0.0178001888004097"
"1","2001","(2b) intermediate general qualification","18","","",""
"1","2001","(2a) intermediate vocational","97","0.0179986853475072","0.0143571080114669","0.0216402626835476"
"1","2001","(2c_gen) general maturity certificate","28","","",""
"1","2001","(2c_voc) vocational maturity certificate","37","0.0294902133802492","0.0208034651950574","0.038176961565441"
"1","2001","(3a) lower tertiary education","24","","",""
"1","2001","(3b) higher tertiary education","38","0.0209909587172092","0.0146429083841772","0.0273390090502412"
"2","2001","(0) in school","96","0.193139289912933","0.160177795708599","0.226100784117267"
"2","2001","(1a) inadequately completed","65","0.173995379102858","0.132651909006989","0.215338849198728"
"2","2001","(1b) general elementary school","309","0.10617436310492","0.0940548984008189","0.11829382780902"
"2","2001","(1c) basic vocational qualification","677","0.0908557873641289","0.0840793449080526","0.0976322298202052"
"2","2001","(2b) intermediate general qualification","93","0.145182533092112","0.118265386304851","0.172099679879374"
"2","2001","(2a) intermediate vocational","802","0.156709440151096","0.146751963209002","0.16666691709319"
"2","2001","(2c_gen) general maturity certificate","155","0.204543432808999","0.176521856436741","0.232565009181257"
"2","2001","(2c_voc) vocational maturity certificate","245","0.168936741849629","0.149697080950097","0.188176402749161"
"2","2001","(3a) lower tertiary education","228","0.164620523206025","0.146427053284923","0.182813993127128"
"2","2001","(3b) higher tertiary education","361","0.193997365069119","0.176486926668936","0.211507803469301"
"3","2001","(0) in school","411","0.727934677310468","0.690776441100614","0.765092913520321"
"3","2001","(1a) inadequately completed","241","0.765669554344357","0.719475947014917","0.811863161673797"
"3","2001","(1b) general elementary school","1910","0.782832639756832","0.76661159057276","0.799053688940904"
"3","2001","(1c) basic vocational qualification","5432","0.786430964006458","0.776768041129872","0.796093886883043"
"3","2001","(2b) intermediate general qualification","513","0.760263011162101","0.727642962994023","0.792883059330179"
"3","2001","(2a) intermediate vocational","3812","0.730901594330006","0.718753780501988","0.743049408158025"
"3","2001","(2c_gen) general maturity certificate","556","0.683634400184131","0.6513272881087","0.715941512259561"
"3","2001","(2c_voc) vocational maturity certificate","1049","0.710772386137299","0.687491287765216","0.734053484509382"
"3","2001","(3a) lower tertiary education","1163","0.699451836358444","0.676957789564928","0.721945883151961"
"3","2001","(3b) higher tertiary education","1362","0.677404996727618","0.656704351182624","0.698105642272612"
"4","2001","(0) in school","34","0.0574022716309231","0.0379799999084581","0.0768245433533882"
"4","2001","(1a) inadequately completed","8","","",""
"4","2001","(1b) general elementary school","185","0.086579779495563","0.0755163250783844","0.0976432339127415"
"4","2001","(1c) basic vocational qualification","640","0.0982440854103079","0.0912261918974035","0.105261978923212"
"4","2001","(2b) intermediate general qualification","30","0.049316864471246","0.0327724741524756","0.0658612547900164"
"4","2001","(2a) intermediate vocational","382","0.0881164131872413","0.0803519539319178","0.0958808724425647"
"4","2001","(2c_gen) general maturity certificate","51","0.0665519301969446","0.0492371506663329","0.0838667097275563"
"4","2001","(2c_voc) vocational maturity certificate","120","0.0838574524912661","0.0696252971905548","0.0980896077919775"
"4","2001","(3a) lower tertiary education","171","0.113442056451872","0.0978833941154256","0.129000718788318"
"4","2001","(3b) higher tertiary education","181","0.0965526091573616","0.0834739171034516","0.109631301211272"
"5","2001","(0) in school","1","","",""
"5","2001","(1a) inadequately completed","","","",""
"5","2001","(1b) general elementary school","16","","",""
"5","2001","(1c) basic vocational qualification","65","0.00952928964789865","0.00723863219153868","0.0118199471042586"
"5","2001","(2b) intermediate general qualification","4","","",""
"5","2001","(2a) intermediate vocational","27","","",""
"5","2001","(2c_gen) general maturity certificate","6","","",""
"5","2001","(2c_voc) vocational maturity certificate","6","","",""
"5","2001","(3a) lower tertiary education","10","","",""
"5","2001","(3b) higher tertiary education","17","","",""
"1","2002","(0) in school","9","","",""
"1","2002","(1a) inadequately completed","17","","",""
"1","2002","(1b) general elementary school","69","0.0284388812471148","0.0216308480171101","0.0352469144771195"
"1","2002","(1c) basic vocational qualification","91","0.0145296622208448","0.0116551884509711","0.0174041359907184"
"1","2002","(2b) intermediate general qualification","18","","",""
"1","2002","(2a) intermediate vocational","107","0.0211587236937269","0.0172980803942958","0.0250193669931579"
"1","2002","(2c_gen) general maturity certificate","25","","",""
"1","2002","(2c_voc) vocational maturity certificate","45","0.0271242122826105","0.019154568461166","0.0350938561040549"
"1","2002","(3a) lower tertiary education","26","","",""
"1","2002","(3b) higher tertiary education","48","0.0267548514880403","0.0207412533995434","0.0327684495765373"
"2","2002","(0) in school","121","0.215067254487596","0.182673803112918","0.247460705862274"
"2","2002","(1a) inadequately completed","45","0.168940624319857","0.126254639108472","0.211626609531241"
"2","2002","(1b) general elementary school","294","0.126430447264455","0.112818980364183","0.140041914164727"
"2","2002","(1c) basic vocational qualification","711","0.102302450173464","0.0950226937197363","0.109582206627193"
"2","2002","(2b) intermediate general qualification","104","0.170146738446627","0.141479319708595","0.198814157184658"
"2","2002","(2a) intermediate vocational","814","0.152125668949897","0.142491243945","0.161760093954795"
"2","2002","(2c_gen) general maturity certificate","180","0.231595138131825","0.203942338764123","0.259247937499527"
"2","2002","(2c_voc) vocational maturity certificate","297","0.198731014414086","0.179153676424017","0.218308352404155"
"2","2002","(3a) lower tertiary education","242","0.152709189316656","0.136101105358169","0.169317273275143"
"2","2002","(3b) higher tertiary education","466","0.186524145760958","0.172007647503538","0.201040644018378"
"3","2002","(0) in school","446","0.713937264011864","0.67830737062912","0.749567157394608"
"3","2002","(1a) inadequately completed","220","0.711156904496249","0.659525261371137","0.76278854762136"
"3","2002","(1b) general elementary school","1699","0.734831184679479","0.716751728486658","0.7529106408723"
"3","2002","(1c) basic vocational qualification","5029","0.758362278156963","0.748079048381279","0.768645507932646"
"3","2002","(2b) intermediate general qualification","483","0.702034057675039","0.667141040243592","0.736927075106485"
"3","2002","(2a) intermediate vocational","3886","0.715057084084986","0.702948089214786","0.727166078955185"
"3","2002","(2c_gen) general maturity certificate","625","0.645624374597069","0.614269778399908","0.67697897079423"
"3","2002","(2c_voc) vocational maturity certificate","1091","0.670159138624604","0.647093108887122","0.693225168362086"
"3","2002","(3a) lower tertiary education","1292","0.679281094620489","0.657730575206854","0.700831614034124"
"3","2002","(3b) higher tertiary education","1916","0.674443264151909","0.656980698308371","0.691905829995447"
"4","2002","(0) in school","40","0.0430901031730246","0.0270805893452073","0.0590996170008418"
"4","2002","(1a) inadequately completed","10","","",""
"4","2002","(1b) general elementary school","202","0.0976044540652484","0.0854492112252615","0.109759696905235"
"4","2002","(1c) basic vocational qualification","740","0.111529871291725","0.103968060115383","0.119091682468066"
"4","2002","(2b) intermediate general qualification","50","0.0897334124663968","0.0679293450574094","0.111537479875384"
"4","2002","(2a) intermediate vocational","482","0.101014908198163","0.0929308805922852","0.109098935804042"
"4","2002","(2c_gen) general maturity certificate","55","0.0673184226497939","0.0508931345218919","0.0837437107776959"
"4","2002","(2c_voc) vocational maturity certificate","152","0.098269150108563","0.0836649185103799","0.112873381706746"
"4","2002","(3a) lower tertiary education","216","0.127770638344636","0.112357127190525","0.143184149498746"
"4","2002","(3b) higher tertiary education","288","0.0993692592228214","0.0882206315301607","0.110517886915482"
"5","2002","(0) in school","2","","",""
"5","2002","(1a) inadequately completed","4","","",""
"5","2002","(1b) general elementary school","26","","",""
"5","2002","(1c) basic vocational qualification","86","0.0132757381570034","0.0105263500164706","0.0160251262975362"
"5","2002","(2b) intermediate general qualification","5","","",""
"5","2002","(2a) intermediate vocational","49","0.0106436150732268","0.00789078270160109","0.0133964474448526"
"5","2002","(2c_gen) general maturity certificate","9","","",""
"5","2002","(2c_voc) vocational maturity certificate","11","","",""
"5","2002","(3a) lower tertiary education","26","","",""
"5","2002","(3b) higher tertiary education","48","0.0129084793762716","0.00870181119692811","0.0171151475556151"
"1","2003","(0) in school","8","","",""
"1","2003","(1a) inadequately completed","13","","",""
"1","2003","(1b) general elementary school","52","0.0189599906786889","0.0132164290647843","0.0247035522925934"
"1","2003","(1c) basic vocational qualification","67","0.0118340177377723","0.00917069127322568","0.0144973442023189"
"1","2003","(2b) intermediate general qualification","10","","",""
"1","2003","(2a) intermediate vocational","99","0.0217037051188686","0.0177255837551364","0.0256818264826008"
"1","2003","(2c_gen) general maturity certificate","25","","",""
"1","2003","(2c_voc) vocational maturity certificate","34","0.0178766029201141","0.0113265117395252","0.024426694100703"
"1","2003","(3a) lower tertiary education","17","","",""
"1","2003","(3b) higher tertiary education","39","0.0189860000689865","0.013782999766964","0.0241890003710089"
"2","2003","(0) in school","95","0.176044919622797","0.145919894229964","0.206169945015631"
"2","2003","(1a) inadequately completed","47","0.174558387704718","0.130176223954143","0.218940551455293"
"2","2003","(1b) general elementary school","283","0.126022628628123","0.112046296065188","0.139998961191058"
"2","2003","(1c) basic vocational qualification","676","0.105236758368869","0.0976792063502929","0.112794310387445"
"2","2003","(2b) intermediate general qualification","113","0.22480397757582","0.192309375315675","0.257298579835966"
"2","2003","(2a) intermediate vocational","780","0.152563549621573","0.142747090863227","0.162380008379919"
"2","2003","(2c_gen) general maturity certificate","155","0.215374970275096","0.187980132588339","0.242769807961854"
"2","2003","(2c_voc) vocational maturity certificate","300","0.207412602431312","0.187369591108793","0.227455613753831"
"2","2003","(3a) lower tertiary education","240","0.17411349009048","0.156192571611835","0.192034408569126"
"2","2003","(3b) higher tertiary education","414","0.197839245504981","0.182651740354825","0.213026750655136"
"3","2003","(0) in school","457","0.714466755527937","0.678740848937658","0.750192662118215"
"3","2003","(1a) inadequately completed","211","0.735036843407885","0.683437731152353","0.786635955663418"
"3","2003","(1b) general elementary school","1585","0.738597106765318","0.720092585196466","0.757101628334169"
"3","2003","(1c) basic vocational qualification","4831","0.762874584272717","0.752399465093177","0.773349703452257"
"3","2003","(2b) intermediate general qualification","458","0.674401307274784","0.637925577463212","0.710877037086355"
"3","2003","(2a) intermediate vocational","3767","0.716808003989043","0.704507644784846","0.729108363193239"
"3","2003","(2c_gen) general maturity certificate","618","0.681724262404173","0.650682513665227","0.712766011143118"
"3","2003","(2c_voc) vocational maturity certificate","1081","0.667605807123269","0.644319072877823","0.690892541368714"
"3","2003","(3a) lower tertiary education","1222","0.668671763111058","0.646427420049289","0.690916106172826"
"3","2003","(3b) higher tertiary education","1830","0.654856067166469","0.636731294878984","0.672980839453953"
"4","2003","(0) in school","49","0.0667095917738732","0.0469732594995665","0.0864459240481798"
"4","2003","(1a) inadequately completed","9","","",""
"4","2003","(1b) general elementary school","217","0.103106744649842","0.0903001760093942","0.11591331329029"
"4","2003","(1c) basic vocational qualification","675","0.107891616620414","0.100250690376797","0.115532542864032"
"4","2003","(2b) intermediate general qualification","49","0.0783443594438158","0.0574277314837466","0.0992609874038849"
"4","2003","(2a) intermediate vocational","467","0.0992727819651925","0.0911090709407834","0.107436492989602"
"4","2003","(2c_gen) general maturity certificate","60","0.0621932100657794","0.0460990539285674","0.0782873662029914"
"4","2003","(2c_voc) vocational maturity certificate","143","0.0949314480429575","0.0804414739043386","0.109421422181576"
"4","2003","(3a) lower tertiary education","227","0.134942636503257","0.118796042818576","0.151089230187937"
"4","2003","(3b) higher tertiary education","328","0.116049626581204","0.103839073808571","0.128260179353837"
"5","2003","(0) in school","5","","",""
"5","2003","(1a) inadequately completed","1","","",""
"5","2003","(1b) general elementary school","29","","",""
"5","2003","(1c) basic vocational qualification","84","0.0121630230002275","0.00946337743043564","0.0148626685700193"
"5","2003","(2b) intermediate general qualification","4","","",""
"5","2003","(2a) intermediate vocational","41","0.00965195930532339","0.00698278123332767","0.0123211373773191"
"5","2003","(2c_gen) general maturity certificate","7","","",""
"5","2003","(2c_voc) vocational maturity certificate","14","","",""
"5","2003","(3a) lower tertiary education","14","","",""
"5","2003","(3b) higher tertiary education","32","0.01226906067836","0.00807220054972094","0.016465920806999"
"1","2004","(0) in school","9","","",""
"1","2004","(1a) inadequately completed","11","","",""
"1","2004","(1b) general elementary school","47","0.0204702675970668","0.0142921228151664","0.0266484123789672"
"1","2004","(1c) basic vocational qualification","77","0.012871971222989","0.0100376538403257","0.0157062886056523"
"1","2004","(2b) intermediate general qualification","13","","",""
"1","2004","(2a) intermediate vocational","63","0.0127250110726596","0.00962070822801592","0.0158293139173034"
"1","2004","(2c_gen) general maturity certificate","22","","",""
"1","2004","(2c_voc) vocational maturity certificate","35","0.0222859426585604","0.0149749954784276","0.0295968898386932"
"1","2004","(3a) lower tertiary education","17","","",""
"1","2004","(3b) higher tertiary education","31","0.0142985344110417","0.00972995089196549","0.0188671179301178"
"2","2004","(0) in school","103","0.190370465564375","0.159930747955654","0.220810183173096"
"2","2004","(1a) inadequately completed","46","0.168555829133739","0.123652256600103","0.213459401667375"
"2","2004","(1b) general elementary school","236","0.11535932940628","0.101421430109153","0.129297228703408"
"2","2004","(1c) basic vocational qualification","595","0.0950453152393768","0.0876710631066223","0.102419567372131"
"2","2004","(2b) intermediate general qualification","99","0.147433835581675","0.119252671414337","0.175614999749012"
"2","2004","(2a) intermediate vocational","727","0.154610482340568","0.144597491296847","0.164623473384289"
"2","2004","(2c_gen) general maturity certificate","149","0.184126873092745","0.158040117568559","0.21021362861693"
"2","2004","(2c_voc) vocational maturity certificate","276","0.178282990015329","0.159326046968775","0.197239933061884"
"2","2004","(3a) lower tertiary education","238","0.159450152339862","0.142093288130176","0.176807016549549"
"2","2004","(3b) higher tertiary education","395","0.173477934883931","0.158906160010072","0.188049709757789"
"3","2004","(0) in school","479","0.740327329423274","0.706331732205118","0.774322926641431"
"3","2004","(1a) inadequately completed","203","0.710230585244464","0.655815612304703","0.764645558184225"
"3","2004","(1b) general elementary school","1548","0.773285585006985","0.755017331295788","0.791553838718183"
"3","2004","(1c) basic vocational qualification","4680","0.768175003213703","0.757564171540176","0.778785834887229"
"3","2004","(2b) intermediate general qualification","437","0.705163491238197","0.668919848484346","0.741407133992047"
"3","2004","(2a) intermediate vocational","3683","0.714544266440696","0.702035920453162","0.727052612428231"
"3","2004","(2c_gen) general maturity certificate","598","0.690776613862128","0.659669827697333","0.721883400026923"
"3","2004","(2c_voc) vocational maturity certificate","1093","0.695939295622072","0.67315592156753","0.718722669676614"
"3","2004","(3a) lower tertiary education","1208","0.682586420742553","0.660518133254772","0.704654708230334"
"3","2004","(3b) higher tertiary education","1795","0.691078038966298","0.673297249374455","0.708858828558141"
"4","2004","(0) in school","47","0.056385272028977","0.0385007286117059","0.0742698154462481"
"4","2004","(1a) inadequately completed","6","","",""
"4","2004","(1b) general elementary school","171","0.0837553473102658","0.0716688764720199","0.0958418181485116"
"4","2004","(1c) basic vocational qualification","653","0.112383631824961","0.104442116268647","0.120325147381274"
"4","2004","(2b) intermediate general qualification","54","0.0910425164660162","0.0681765157447709","0.113908517187262"
"4","2004","(2a) intermediate vocational","500","0.109448964496329","0.100802249072874","0.118095679919784"
"4","2004","(2c_gen) general maturity certificate","72","0.0906920462445213","0.0713638974525049","0.110020195036538"
"4","2004","(2c_voc) vocational maturity certificate","148","0.0957371836982339","0.0811644887986664","0.110309878597801"
"4","2004","(3a) lower tertiary education","220","0.127169160591756","0.111373674215475","0.142964646968037"
"4","2004","(3b) higher tertiary education","336","0.109937897673423","0.097900101821145","0.121975693525701"
"5","2004","(0) in school","1","","",""
"5","2004","(1a) inadequately completed","1","","",""
"5","2004","(1b) general elementary school","16","","",""
"5","2004","(1c) basic vocational qualification","71","0.0115240784989711","0.008840431681523","0.0142077253164192"
"5","2004","(2b) intermediate general qualification","5","","",""
"5","2004","(2a) intermediate vocational","35","0.00867127564974679","0.00610344562769151","0.0112391056718021"
"5","2004","(2c_gen) general maturity certificate","7","","",""
"5","2004","(2c_voc) vocational maturity certificate","14","","",""
"5","2004","(3a) lower tertiary education","26","","",""
"5","2004","(3b) higher tertiary education","37","0.0112075940653067","0.00715650433662352","0.0152586837939898"
"1","2005","(0) in school","7","","",""
"1","2005","(1a) inadequately completed","6","","",""
"1","2005","(1b) general elementary school","29","","",""
"1","2005","(1c) basic vocational qualification","67","0.012056449177894","0.00923528921477782","0.0148776091410103"
"1","2005","(2b) intermediate general qualification","14","","",""
"1","2005","(2a) intermediate vocational","63","0.0125930916144576","0.00944179113905151","0.0157443920898637"
"1","2005","(2c_gen) general maturity certificate","14","","",""
"1","2005","(2c_voc) vocational maturity certificate","21","","",""
"1","2005","(3a) lower tertiary education","9","","",""
"1","2005","(3b) higher tertiary education","27","","",""
"2","2005","(0) in school","96","0.159805693515374","0.131679543787745","0.187931843243004"
"2","2005","(1a) inadequately completed","39","0.169263600409306","0.122873572102933","0.215653628715679"
"2","2005","(1b) general elementary school","218","0.114428874374081","0.100004707634337","0.128853041113826"
"2","2005","(1c) basic vocational qualification","586","0.107333101981331","0.0993317478472668","0.115334456115394"
"2","2005","(2b) intermediate general qualification","90","0.144529049174718","0.115937332539177","0.17312076581026"
"2","2005","(2a) intermediate vocational","692","0.161494225990825","0.151094854769935","0.171893597211715"
"2","2005","(2c_gen) general maturity certificate","154","0.227217354269034","0.198143937434274","0.256290771103793"
"2","2005","(2c_voc) vocational maturity certificate","260","0.184152312520558","0.16465362690062","0.203650998140496"
"2","2005","(3a) lower tertiary education","209","0.156016643452963","0.138518358852161","0.173514928053765"
"2","2005","(3b) higher tertiary education","391","0.17851142628207","0.163577803003674","0.193445049560466"
"3","2005","(0) in school","508","0.753527082617608","0.720447628894533","0.786606536340683"
"3","2005","(1a) inadequately completed","193","0.736379101705499","0.681872152431298","0.790886050979699"
"3","2005","(1b) general elementary school","1429","0.761676295538062","0.742370840719002","0.780981750357123"
"3","2005","(1c) basic vocational qualification","4417","0.761038900507376","0.75001541415461","0.772062386860143"
"3","2005","(2b) intermediate general qualification","424","0.73432324767764","0.698407869771772","0.770238625583507"
"3","2005","(2a) intermediate vocational","3580","0.723743530938071","0.711107108716342","0.7363799531598"
"3","2005","(2c_gen) general maturity certificate","564","0.689798299621107","0.657703860372784","0.72189273886943"
"3","2005","(2c_voc) vocational maturity certificate","1088","0.700931579279367","0.677899385948223","0.723963772610511"
"3","2005","(3a) lower tertiary education","1201","0.703899982565846","0.681885029534639","0.725914935597053"
"3","2005","(3b) higher tertiary education","1746","0.680628451013073","0.66244674715198","0.698810154874165"
"4","2005","(0) in school","39","0.0706988402703752","0.0510241149619101","0.0903735655788402"
"4","2005","(1a) inadequately completed","13","","",""
"4","2005","(1b) general elementary school","174","0.0935773963168587","0.0803807967303104","0.106773995903407"
"4","2005","(1c) basic vocational qualification","597","0.1050782436529","0.0971513894131606","0.11300509789264"
"4","2005","(2b) intermediate general qualification","48","0.0744271108110397","0.0530853171019492","0.0957689045201303"
"4","2005","(2a) intermediate vocational","426","0.08955675670601","0.0814871722724146","0.0976263411396055"
"4","2005","(2c_gen) general maturity certificate","60","0.0596145758969198","0.0431869116070026","0.076042240186837"
"4","2005","(2c_voc) vocational maturity certificate","133","0.0889425381560256","0.0746226426342275","0.103262433677824"
"4","2005","(3a) lower tertiary education","212","0.124835193844702","0.108896361155683","0.14077402653372"
"4","2005","(3b) higher tertiary education","317","0.112793531772084","0.100457204982691","0.125129858561477"
"5","2005","(0) in school","2","","",""
"5","2005","(1a) inadequately completed","","","",""
"5","2005","(1b) general elementary school","21","","",""
"5","2005","(1c) basic vocational qualification","82","0.0144933046804988","0.0114039666030785","0.017582642757919"
"5","2005","(2b) intermediate general qualification","5","","",""
"5","2005","(2a) intermediate vocational","49","0.0126123947506366","0.00945871081428994","0.0157660786869833"
"5","2005","(2c_gen) general maturity certificate","6","","",""
"5","2005","(2c_voc) vocational maturity certificate","16","","",""
"5","2005","(3a) lower tertiary education","21","","",""
"5","2005","(3b) higher tertiary education","45","0.0134201914606181","0.00893297639372734","0.0179074065275089"
"1","2006","(0) in school","6","","",""
"1","2006","(1a) inadequately completed","11","","",""
"1","2006","(1b) general elementary school","58","0.0331196841326948","0.0252534049942456","0.040985963271144"
"1","2006","(1c) basic vocational qualification","70","0.0150444136022359","0.0120104574025204","0.0180783698019514"
"1","2006","(2b) intermediate general qualification","16","","",""
"1","2006","(2a) intermediate vocational","62","0.0153215228588031","0.0119769590632977","0.0186660866543085"
"1","2006","(2c_gen) general maturity certificate","15","","",""
"1","2006","(2c_voc) vocational maturity certificate","28","","",""
"1","2006","(3a) lower tertiary education","20","","",""
"1","2006","(3b) higher tertiary education","28","","",""
"2","2006","(0) in school","91","0.148906718083637","0.121518014884183","0.17629542128309"
"2","2006","(1a) inadequately completed","47","0.185209743505198","0.13656679662257","0.233852690387827"
"2","2006","(1b) general elementary school","215","0.118351142451791","0.104151613001003","0.132550671902578"
"2","2006","(1c) basic vocational qualification","615","0.104214523718299","0.0965993558211892","0.11182969161541"
"2","2006","(2b) intermediate general qualification","83","0.159210453259178","0.130176069371528","0.188244837146829"
"2","2006","(2a) intermediate vocational","738","0.156646460318392","0.146749395290316","0.166543525346467"
"2","2006","(2c_gen) general maturity certificate","136","0.177342052545375","0.151419331892696","0.203264773198054"
"2","2006","(2c_voc) vocational maturity certificate","291","0.202537782879097","0.183063363194791","0.222012202563404"
"2","2006","(3a) lower tertiary education","211","0.134827874486637","0.119084784373789","0.150570964599485"
"2","2006","(3b) higher tertiary education","399","0.176018482389371","0.161851536621031","0.19018542815771"
"3","2006","(0) in school","494","0.764899474336585","0.732274158553738","0.797524790119432"
"3","2006","(1a) inadequately completed","171","0.686292771968883","0.628191983792117","0.744393560145648"
"3","2006","(1b) general elementary school","1482","0.738369375799071","0.719048757189693","0.757689994408449"
"3","2006","(1c) basic vocational qualification","4682","0.748935721237101","0.738128150514115","0.759743291960087"
"3","2006","(2b) intermediate general qualification","444","0.696485698414587","0.65999947988349","0.732971916945684"
"3","2006","(2a) intermediate vocational","3794","0.705788394995971","0.693380204536436","0.718196585455506"
"3","2006","(2c_gen) general maturity certificate","608","0.733081046328314","0.703059658281267","0.763102434375361"
"3","2006","(2c_voc) vocational maturity certificate","1155","0.699618128533323","0.677404278892332","0.721831978174315"
"3","2006","(3a) lower tertiary education","1300","0.725816590433939","0.7052537592644","0.746379421603477"
"3","2006","(3b) higher tertiary education","1894","0.662164267872745","0.644569885673693","0.679758650071797"
"4","2006","(0) in school","53","0.0718159283259783","0.0519525466508252","0.0916793100011314"
"4","2006","(1a) inadequately completed","16","","",""
"4","2006","(1b) general elementary school","204","0.0947964371483857","0.0819196049645782","0.107673269332193"
"4","2006","(1c) basic vocational qualification","725","0.114958827280018","0.107008843357061","0.122908811202975"
"4","2006","(2b) intermediate general qualification","60","0.0883179556329041","0.0657999782808039","0.110835932985004"
"4","2006","(2a) intermediate vocational","534","0.107679310563843","0.0992388157114672","0.116119805416219"
"4","2006","(2c_gen) general maturity certificate","67","0.0623783965685611","0.0459650941384138","0.0787916989987084"
"4","2006","(2c_voc) vocational maturity certificate","143","0.0706663007864339","0.0582483920709166","0.0830842095019512"
"4","2006","(3a) lower tertiary education","250","0.118702151493389","0.103793459990314","0.133610842996464"
"4","2006","(3b) higher tertiary education","394","0.129115527279603","0.116641466080307","0.141589588478899"
"5","2006","(0) in school","5","","",""
"5","2006","(1a) inadequately completed","","","",""
"5","2006","(1b) general elementary school","29","","",""
"5","2006","(1c) basic vocational qualification","92","0.0168465141623459","0.0136389227804374","0.0200541055442544"
"5","2006","(2b) intermediate general qualification","7","","",""
