"hlf0071_h","year","e11103","regtyp","n","percent","lower_confidence","upper_confidence"
"Just right","1986","Part Time","Rural Area","50","0.789152491648605","0.688426275673203","0.889878707624008"
"Just right","1986","Not Working","Urban Area","199","0.733984851317377","0.681759847920397","0.786209854714357"
"Just right","1986","Not Working","Rural Area","46","0.752490827537392","0.645923501034651","0.859058154040134"
"A little too big","1986","Full Time","Urban Area","30","0.0690724857636145","0.0479759048602252","0.0901690666670037"
"A little too big","1986","Full Time","Rural Area","7","","",""
"A little too big","1986","Part Time","Urban Area","12","","",""
"A little too big","1986","Part Time","Rural Area","3","","",""
"A little too big","1986","Not Working","Urban Area","17","","",""
"A little too big","1986","Not Working","Rural Area","7","","",""
"Much too big","1986","Full Time","Urban Area","1","","",""
"Much too big","1986","Full Time","Rural Area","","","",""
"Much too big","1986","Part Time","Urban Area","","","",""
"Much too big","1986","Part Time","Rural Area","","","",""
"Much too big","1986","Not Working","Urban Area","2","","",""
"Much too big","1986","Not Working","Rural Area","","","",""
"Much too small","1987","Full Time","Urban Area","12","","",""
"Much too small","1987","Full Time","Rural Area","5","","",""
"Much too small","1987","Part Time","Urban Area","11","","",""
"Much too small","1987","Part Time","Rural Area","2","","",""
"Much too small","1987","Not Working","Urban Area","10","","",""
"Much too small","1987","Not Working","Rural Area","4","","",""
"A little too small","1987","Full Time","Urban Area","65","0.0980427575456795","0.0706283031119929","0.125457211979366"
"A little too small","1987","Full Time","Rural Area","13","","",""
"A little too small","1987","Part Time","Urban Area","34","0.167916372724072","0.115044159895305","0.220788585552839"
"A little too small","1987","Part Time","Rural Area","15","","",""
"A little too small","1987","Not Working","Urban Area","32","0.110526871693602","0.0692818098655482","0.151771933521655"
"A little too small","1987","Not Working","Rural Area","5","","",""
"Just right","1987","Full Time","Urban Area","346","0.822997760152502","0.78781194787775","0.858183572427253"
"Just right","1987","Full Time","Rural Area","83","0.79507881437052","0.718597609192483","0.871560019548558"
"Just right","1987","Part Time","Urban Area","138","0.709702858135238","0.645499590254299","0.773906126016178"
"Just right","1987","Part Time","Rural Area","37","0.688591071804894","0.567307968428889","0.809874175180898"
"Just right","1987","Not Working","Urban Area","165","0.747235632318583","0.690066932391481","0.804404332245685"
"Just right","1987","Not Working","Rural Area","23","","",""
"A little too big","1987","Full Time","Urban Area","26","","",""
"A little too big","1987","Full Time","Rural Area","6","","",""
"A little too big","1987","Part Time","Urban Area","9","","",""
"A little too big","1987","Part Time","Rural Area","2","","",""
"A little too big","1987","Not Working","Urban Area","11","","",""
"A little too big","1987","Not Working","Rural Area","3","","",""
"Much too big","1987","Full Time","Urban Area","3","","",""
"Much too big","1987","Full Time","Rural Area","","","",""
"Much too big","1987","Part Time","Urban Area","","","",""
"Much too big","1987","Part Time","Rural Area","","","",""
"Much too big","1987","Not Working","Urban Area","4","","",""
"Much too big","1987","Not Working","Rural Area","","","",""
"Much too small","1988","Full Time","Urban Area","19","","",""
"Much too small","1988","Full Time","Rural Area","","","",""
"Much too small","1988","Part Time","Urban Area","5","","",""
"Much too small","1988","Part Time","Rural Area","1","","",""
"Much too small","1988","Not Working","Urban Area","13","","",""
"Much too small","1988","Not Working","Rural Area","","","",""
"A little too small","1988","Full Time","Urban Area","74","0.170829209918422","0.135782335591026","0.205876084245818"
"A little too small","1988","Full Time","Rural Area","6","","",""
"A little too small","1988","Part Time","Urban Area","36","0.216415302785671","0.157550441807207","0.275280163764135"
"A little too small","1988","Part Time","Rural Area","6","","",""
"A little too small","1988","Not Working","Urban Area","44","0.208781415524777","0.154070457549773","0.263492373499781"
"A little too small","1988","Not Working","Rural Area","4","","",""
"Just right","1988","Full Time","Urban Area","324","0.735635538490799","0.694569849369895","0.776701227611703"
"Just right","1988","Full Time","Rural Area","79","0.838849871176064","0.764125190755751","0.913574551596377"
"Just right","1988","Part Time","Urban Area","137","0.710199902088358","0.645350088152048","0.775049716024669"
"Just right","1988","Part Time","Rural Area","35","0.741735766315763","0.619187606410399","0.864283926221127"
"Just right","1988","Not Working","Urban Area","149","0.716138570796802","0.655446509792404","0.776830631801201"
"Just right","1988","Not Working","Rural Area","27","","",""
"A little too big","1988","Full Time","Urban Area","26","","",""
"A little too big","1988","Full Time","Rural Area","6","","",""
"A little too big","1988","Part Time","Urban Area","10","","",""
"A little too big","1988","Part Time","Rural Area","7","","",""
"A little too big","1988","Not Working","Urban Area","6","","",""
"A little too big","1988","Not Working","Rural Area","2","","",""
"Much too big","1988","Full Time","Urban Area","","","",""
"Much too big","1988","Full Time","Rural Area","2","","",""
"Much too big","1988","Part Time","Urban Area","","","",""
"Much too big","1988","Part Time","Rural Area","","","",""
"Much too big","1988","Not Working","Urban Area","","","",""
"Much too big","1988","Not Working","Rural Area","1","","",""
"Much too small","1989","Full Time","Urban Area","14","","",""
"Much too small","1989","Full Time","Rural Area","3","","",""
"Much too small","1989","Part Time","Urban Area","13","","",""
"Much too small","1989","Part Time","Rural Area","1","","",""
"Much too small","1989","Not Working","Urban Area","8","","",""
"Much too small","1989","Not Working","Rural Area","1","","",""
"A little too small","1989","Full Time","Urban Area","64","0.113731066103851","0.0834758523469678","0.143986279860735"
"A little too small","1989","Full Time","Rural Area","12","","",""
"A little too small","1989","Part Time","Urban Area","40","0.245214078793821","0.18035222831248","0.310075929275163"
"A little too small","1989","Part Time","Rural Area","9","","",""
"A little too small","1989","Not Working","Urban Area","31","0.1107862896038","0.0654354571439464","0.156137122063654"
"A little too small","1989","Not Working","Rural Area","5","","",""
"Just right","1989","Full Time","Urban Area","319","0.788556093128573","0.749643355069423","0.827468831187722"
"Just right","1989","Full Time","Rural Area","79","0.775084829105854","0.694840303347133","0.855329354864575"
"Just right","1989","Part Time","Urban Area","103","0.61047237252288","0.536952138848346","0.683992606197414"
"Just right","1989","Part Time","Rural Area","36","0.718649417669793","0.595240810383423","0.842058024956163"
"Just right","1989","Not Working","Urban Area","135","0.770141770074156","0.709348633938186","0.830934906210127"
"Just right","1989","Not Working","Rural Area","22","","",""
"A little too big","1989","Full Time","Urban Area","23","","",""
"A little too big","1989","Full Time","Rural Area","10","","",""
"A little too big","1989","Part Time","Urban Area","12","","",""
"A little too big","1989","Part Time","Rural Area","5","","",""
"A little too big","1989","Not Working","Urban Area","9","","",""
"A little too big","1989","Not Working","Rural Area","1","","",""
"Much too big","1989","Full Time","Urban Area","3","","",""
"Much too big","1989","Full Time","Rural Area","","","",""
"Much too big","1989","Part Time","Urban Area","1","","",""
"Much too big","1989","Part Time","Rural Area","","","",""
"Much too big","1989","Not Working","Urban Area","1","","",""
"Much too big","1989","Not Working","Rural Area","","","",""
"Much too small","1990","Full Time","Urban Area","16","","",""
"Much too small","1990","Full Time","Rural Area","4","","",""
"Much too small","1990","Part Time","Urban Area","19","","",""
"Much too small","1990","Part Time","Rural Area","5","","",""
"Much too small","1990","Not Working","Urban Area","11","","",""
"Much too small","1990","Not Working","Rural Area","1","","",""
"A little too small","1990","Full Time","Urban Area","45","0.141260989491001","0.106694322504555","0.175827656477446"
"A little too small","1990","Full Time","Rural Area","15","","",""
"A little too small","1990","Part Time","Urban Area","20","","",""
"A little too small","1990","Part Time","Rural Area","12","","",""
"A little too small","1990","Not Working","Urban Area","23","","",""
"A little too small","1990","Not Working","Rural Area","10","","",""
"Just right","1990","Full Time","Urban Area","311","0.768699440036775","0.726850697594544","0.810548182479006"
"Just right","1990","Full Time","Rural Area","76","0.666712784674275","0.576116551623881","0.757309017724669"
"Just right","1990","Part Time","Urban Area","94","0.655745566258536","0.576759925891003","0.734731206626069"
"Just right","1990","Part Time","Rural Area","32","0.631117384375796","0.498694766610878","0.763540002140713"
"Just right","1990","Not Working","Urban Area","109","0.700914403945008","0.628365205748102","0.773463602141914"
"Just right","1990","Not Working","Rural Area","31","0.79419283650672","0.671923748710481","0.916461924302958"
"A little too big","1990","Full Time","Urban Area","15","","",""
"A little too big","1990","Full Time","Rural Area","9","","",""
"A little too big","1990","Part Time","Urban Area","4","","",""
"A little too big","1990","Part Time","Rural Area","2","","",""
"A little too big","1990","Not Working","Urban Area","10","","",""
"A little too big","1990","Not Working","Rural Area","","","",""
"Much too big","1990","Full Time","Urban Area","3","","",""
"Much too big","1990","Full Time","Rural Area","","","",""
"Much too big","1990","Part Time","Urban Area","2","","",""
"Much too big","1990","Part Time","Rural Area","","","",""
"Much too big","1990","Not Working","Urban Area","","","",""
"Much too big","1990","Not Working","Rural Area","","","",""
"Much too small","1991","Full Time","Urban Area","170","0.0344013018375931","0.0283178477168986","0.0404847559582877"
"Much too small","1991","Full Time","Rural Area","18","","",""
"Much too small","1991","Part Time","Urban Area","64","0.0335370387495905","0.0238832047735654","0.0431908727256157"
"Much too small","1991","Part Time","Rural Area","14","","",""
"Much too small","1991","Not Working","Urban Area","99","0.0164819484421329","0.0115315380714417","0.021432358812824"
"Much too small","1991","Not Working","Rural Area","10","","",""
"A little too small","1991","Full Time","Urban Area","703","0.18544635645424","0.172473564293089","0.198419148615391"
"A little too small","1991","Full Time","Rural Area","151","0.157337978119365","0.133100801072675","0.181575155166055"
"A little too small","1991","Part Time","Urban Area","302","0.218532958543822","0.196373524319818","0.240692392767827"
"A little too small","1991","Part Time","Rural Area","69","0.16154376554919","0.12468557557166","0.19840195552672"
"A little too small","1991","Not Working","Urban Area","384","0.112458532252018","0.100174631732536","0.124742432771499"
"A little too small","1991","Not Working","Rural Area","80","0.0915058974776924","0.0693574547853489","0.113654340170036"
"Just right","1991","Full Time","Urban Area","2422","0.722777551362834","0.707836505881715","0.737718596843952"
"Just right","1991","Full Time","Rural Area","626","0.717680431682324","0.687718170505918","0.74764269285873"
"Just right","1991","Part Time","Urban Area","898","0.679621794518896","0.654600487434295","0.704643101603497"
"Just right","1991","Part Time","Rural Area","272","0.721379222192795","0.676480160123574","0.766278284262016"
"Just right","1991","Not Working","Urban Area","1870","0.780785821151246","0.764699896204706","0.796871746097785"
"Just right","1991","Not Working","Rural Area","481","0.756914206589237","0.723963804835928","0.789864608342547"
"A little too big","1991","Full Time","Urban Area","141","0.0541741851000195","0.0466186324245801","0.0617297377754588"
"A little too big","1991","Full Time","Rural Area","62","0.0930374061892407","0.0737016114487834","0.112373200929698"
"A little too big","1991","Part Time","Urban Area","69","0.0656659535811925","0.0523838740358246","0.0789480331265604"
"A little too big","1991","Part Time","Rural Area","27","","",""
"A little too big","1991","Not Working","Urban Area","173","0.0800842381681568","0.0695308159690656","0.0906376603672479"
"A little too big","1991","Not Working","Rural Area","75","0.133799401611046","0.107648063122143","0.15995074009995"
"Much too big","1991","Full Time","Urban Area","12","","",""
"Much too big","1991","Full Time","Rural Area","10","","",""
"Much too big","1991","Part Time","Urban Area","3","","",""
"Much too big","1991","Part Time","Rural Area","1","","",""
"Much too big","1991","Not Working","Urban Area","15","","",""
"Much too big","1991","Not Working","Rural Area","5","","",""
"Much too small","1992","Full Time","Urban Area","237","0.0400323929875991","0.0341449280200641","0.0459198579551342"
"Much too small","1992","Full Time","Rural Area","86","0.0296592490570831","0.0225395363572162","0.03677896175695"
"Much too small","1992","Part Time","Urban Area","77","0.0339193823808477","0.0248665780074898","0.0429721867542057"
"Much too small","1992","Part Time","Rural Area","42","0.0376404525802003","0.0251783826446617","0.0501025225157389"
"Much too small","1992","Not Working","Urban Area","111","0.0191917625332763","0.0141494149678198","0.0242341100987328"
"Much too small","1992","Not Working","Rural Area","43","0.0172578112528306","0.0102797835061457","0.0242358389995155"
"A little too small","1992","Full Time","Urban Area","956","0.208200597534684","0.196006691568464","0.220394503500903"
"A little too small","1992","Full Time","Rural Area","485","0.19234320930942","0.175801815099664","0.208884603519175"
"A little too small","1992","Part Time","Urban Area","351","0.209228194299119","0.188886450744657","0.22956993785358"
"A little too small","1992","Part Time","Rural Area","160","0.146115504845074","0.122987306586988","0.169243703103159"
"A little too small","1992","Not Working","Urban Area","412","0.106435958991544","0.095101773249147","0.117770144733941"
"A little too small","1992","Not Working","Rural Area","167","0.0885832150881536","0.073358321534975","0.103808108641332"
"Just right","1992","Full Time","Urban Area","2846","0.688700365520244","0.674794477331236","0.702606253709251"
"Just right","1992","Full Time","Rural Area","1463","0.695909299093243","0.676603039211273","0.715215558975212"
"Just right","1992","Part Time","Urban Area","1033","0.694443478116889","0.671406966569083","0.717479989664694"
"Just right","1992","Part Time","Rural Area","628","0.726105377858463","0.69690518866081","0.755305567056116"
"Just right","1992","Not Working","Urban Area","2108","0.779070884745374","0.763823398199298","0.79431837129145"
"Just right","1992","Not Working","Rural Area","997","0.787429446421406","0.765507585819207","0.809351307023606"
"A little too big","1992","Full Time","Urban Area","204","0.0573309985020371","0.0503491786803975","0.0643128183236767"
"A little too big","1992","Full Time","Rural Area","142","0.0782421800993042","0.0669715253845808","0.0895128348140275"
"A little too big","1992","Part Time","Urban Area","69","0.0593738314612578","0.0475554351505767","0.0711922277719389"
"A little too big","1992","Part Time","Rural Area","61","0.0828910027983552","0.0648376337526874","0.100944371844023"
"A little too big","1992","Not Working","Urban Area","198","0.0885125070603776","0.0780734571761023","0.0989515569446529"
"A little too big","1992","Not Working","Rural Area","121","0.097996935055981","0.0820664027589812","0.113927467352981"
"Much too big","1992","Full Time","Urban Area","16","","",""
"Much too big","1992","Full Time","Rural Area","5","","",""
"Much too big","1992","Part Time","Urban Area","6","","",""
"Much too big","1992","Part Time","Rural Area","5","","",""
"Much too big","1992","Not Working","Urban Area","15","","",""
"Much too big","1992","Not Working","Rural Area","10","","",""
"Much too small","1993","Full Time","Urban Area","213","0.0364020580127043","0.0306692544162666","0.0421348616091421"
"Much too small","1993","Full Time","Rural Area","67","0.0250649687815969","0.0183470021029655","0.0317829354602283"
"Much too small","1993","Part Time","Urban Area","95","0.0400107275883975","0.0304256256711661","0.0495958295056289"
"Much too small","1993","Part Time","Rural Area","32","0.0390461908260671","0.0256568049109107","0.0524355767412236"
"Much too small","1993","Not Working","Urban Area","120","0.0199313494303956","0.0148410255884603","0.025021673272331"
"Much too small","1993","Not Working","Rural Area","24","","",""
"A little too small","1993","Full Time","Urban Area","907","0.205241794708802","0.192879287021375","0.217604302396229"
"A little too small","1993","Full Time","Rural Area","466","0.210926921335551","0.193394534527929","0.228459308143173"
"A little too small","1993","Part Time","Urban Area","332","0.190263480309426","0.171066854379146","0.209460106239705"
"A little too small","1993","Part Time","Rural Area","159","0.186519346528866","0.159594352002842","0.213444341054891"
"A little too small","1993","Not Working","Urban Area","453","0.123960995836044","0.111959011326424","0.135962980345665"
"A little too small","1993","Not Working","Rural Area","187","0.0912378463678867","0.0765430115164656","0.105932681219308"
"Just right","1993","Full Time","Urban Area","2744","0.691259694600196","0.677118912018204","0.705400477182189"
"Just right","1993","Full Time","Rural Area","1407","0.679031592296619","0.658968745460362","0.699094439132877"
"Just right","1993","Part Time","Urban Area","1076","0.695693627234291","0.673190656425292","0.718196598043289"
"Just right","1993","Part Time","Rural Area","555","0.690095434753957","0.658129410045697","0.722061459462217"
"Just right","1993","Not Working","Urban Area","2080","0.761804253805413","0.746289763597251","0.777318744013575"
"Just right","1993","Not Working","Rural Area","1138","0.797940770641317","0.777449128876662","0.818432412405972"
"A little too big","1993","Full Time","Urban Area","225","0.0641603109801354","0.056659812581868","0.0716608093784028"
"A little too big","1993","Full Time","Rural Area","134","0.0826933574140314","0.0708572470713473","0.0945294677567155"
"A little too big","1993","Part Time","Urban Area","95","0.0694757960710955","0.0570405059088318","0.0819110862333592"
"A little too big","1993","Part Time","Rural Area","57","0.0835417218416414","0.064415546764156","0.102667896919127"
"A little too big","1993","Not Working","Urban Area","217","0.0821925417828907","0.0721892990088289","0.0921957845569525"
"A little too big","1993","Not Working","Rural Area","119","0.0982012749243325","0.0830145036399624","0.113388046208703"
"Much too big","1993","Full Time","Urban Area","11","","",""
"Much too big","1993","Full Time","Rural Area","6","","",""
"Much too big","1993","Part Time","Urban Area","8","","",""
"Much too big","1993","Part Time","Rural Area","1","","",""
"Much too big","1993","Not Working","Urban Area","26","","",""
"Much too big","1993","Not Working","Rural Area","7","","",""
"Much too small","1994","Full Time","Urban Area","188","0.0314636613472843","0.0259630455023254","0.0369642771922431"
"Much too small","1994","Full Time","Rural Area","75","0.0316271146450231","0.0239457813306817","0.0393084479593646"
"Much too small","1994","Part Time","Urban Area","87","0.0386116069206026","0.0290446737602075","0.0481785400809976"
"Much too small","1994","Part Time","Rural Area","34","0.0391830824677902","0.0254960574649988","0.0528701074705815"
"Much too small","1994","Not Working","Urban Area","107","0.0187558114273388","0.0138899507811434","0.0236216720735342"
"Much too small","1994","Not Working","Rural Area","27","","",""
"A little too small","1994","Full Time","Urban Area","816","0.206186235053805","0.193438357799394","0.218934112308215"
"A little too small","1994","Full Time","Rural Area","412","0.191745938361732","0.174466781447063","0.2090250952764"
"A little too small","1994","Part Time","Urban Area","329","0.193753345191987","0.174127745692777","0.213378944691196"
"A little too small","1994","Part Time","Rural Area","148","0.161894050289177","0.135910149644863","0.187877950933492"
"A little too small","1994","Not Working","Urban Area","442","0.116402733960113","0.104899711668265","0.127905756251962"
"A little too small","1994","Not Working","Rural Area","172","0.0858822484431296","0.0716410879403759","0.100123408945883"
"Just right","1994","Full Time","Urban Area","2632","0.682931686094819","0.668268991821522","0.697594380368117"
"Just right","1994","Full Time","Rural Area","1347","0.674615550885948","0.654051338307347","0.69517976346455"
"Just right","1994","Part Time","Urban Area","1054","0.692514718186544","0.669601239154257","0.715428197218831"
"Just right","1994","Part Time","Rural Area","527","0.681924177528797","0.649071345398138","0.714777009659455"
"Just right","1994","Not Working","Urban Area","2197","0.772912911853784","0.757886174648795","0.787939649058774"
"Just right","1994","Not Working","Rural Area","1130","0.790665879761947","0.769987851888112","0.811343907635783"
"A little too big","1994","Full Time","Urban Area","218","0.0737022955182252","0.0654691739655599","0.0819354170708905"
"A little too big","1994","Full Time","Rural Area","140","0.0942667446546073","0.0814415216371233","0.107091967672091"
"A little too big","1994","Part Time","Urban Area","87","0.0736487388839175","0.0606788913672087","0.0866185864006263"
"A little too big","1994","Part Time","Rural Area","62","0.115960915137815","0.0933753484887768","0.138546481786854"
"A little too big","1994","Not Working","Urban Area","217","0.082785766879363","0.0729021382181009","0.0926693955406251"
"A little too big","1994","Not Working","Rural Area","138","0.100531676620969","0.0852476774225802","0.115815675819358"
"Much too big","1994","Full Time","Urban Area","15","","",""
"Much too big","1994","Full Time","Rural Area","20","","",""
"Much too big","1994","Part Time","Urban Area","1","","",""
"Much too big","1994","Part Time","Rural Area","1","","",""
"Much too big","1994","Not Working","Urban Area","23","","",""
"Much too big","1994","Not Working","Rural Area","20","","",""
"Much too small","1995","Full Time","Urban Area","154","0.0295442019930812","0.0241412799671936","0.0349471240189689"
"Much too small","1995","Full Time","Rural Area","64","0.0254835219295075","0.0186948122505205","0.0322722316084945"
"Much too small","1995","Part Time","Urban Area","85","0.0422259334609065","0.0328650920088099","0.0515867749130031"
"Much too small","1995","Part Time","Rural Area","27","","",""
"Much too small","1995","Not Working","Urban Area","124","0.0221230510930374","0.0170028964806988","0.027243205705376"
"Much too small","1995","Not Working","Rural Area","34","0.0128152115672148","0.00726743267898342","0.0183629904554462"
"A little too small","1995","Full Time","Urban Area","789","0.193542330316169","0.180936151605025","0.206148509027312"
"A little too small","1995","Full Time","Rural Area","396","0.181939880993164","0.165320322515227","0.198559439471101"
"A little too small","1995","Part Time","Urban Area","361","0.194331693341504","0.175913641944249","0.21274974473876"
"A little too small","1995","Part Time","Rural Area","151","0.183021922070605","0.156539183232462","0.209504660908748"
"A little too small","1995","Not Working","Urban Area","488","0.115658029299023","0.104524920007648","0.126791138590397"
"A little too small","1995","Not Working","Rural Area","206","0.108889818206912","0.0935253913126382","0.124254245101186"
"Just right","1995","Full Time","Urban Area","2609","0.697097604675206","0.682435279817084","0.711759929533327"
"Just right","1995","Full Time","Rural Area","1419","0.682606526711321","0.662555014435979","0.702658038986663"
"Just right","1995","Part Time","Urban Area","1223","0.688253383517915","0.666692389699247","0.709814377336582"
"Just right","1995","Part Time","Rural Area","558","0.666914483516431","0.634635556560596","0.699193410472266"
"Just right","1995","Not Working","Urban Area","2303","0.766241295559212","0.751508501005969","0.780974090112456"
"Just right","1995","Not Working","Rural Area","1158","0.737756238592815","0.716060918901391","0.75945155828424"
"A little too big","1995","Full Time","Urban Area","205","0.0726183670215915","0.0643378553641361","0.0808988786790469"
"A little too big","1995","Full Time","Rural Area","178","0.102273765307213","0.0892205650939144","0.115326965520512"
"A little too big","1995","Part Time","Urban Area","99","0.0721744295851565","0.0601291032095803","0.0842197559607326"
"A little too big","1995","Part Time","Rural Area","74","0.111332641337612","0.0897905922704103","0.132874690404814"
"A little too big","1995","Not Working","Urban Area","240","0.0892746344303945","0.0793485899613674","0.0992006788994215"
"A little too big","1995","Not Working","Rural Area","166","0.129248987126231","0.112702050851266","0.145795923401197"
"Much too big","1995","Full Time","Urban Area","16","","",""
"Much too big","1995","Full Time","Rural Area","13","","",""
"Much too big","1995","Part Time","Urban Area","5","","",""
"Much too big","1995","Part Time","Rural Area","9","","",""
"Much too big","1995","Not Working","Urban Area","15","","",""
"Much too big","1995","Not Working","Rural Area","15","","",""
"Much too small","1996","Full Time","Urban Area","147","0.0279649808242548","0.0226402770713772","0.0332896845771325"
"Much too small","1996","Full Time","Rural Area","57","0.0239510683116882","0.0172818002827745","0.030620336340602"
"Much too small","1996","Part Time","Urban Area","72","0.0257387288425506","0.0184615506700295","0.0330159070150718"
"Much too small","1996","Part Time","Rural Area","25","","",""
"Much too small","1996","Not Working","Urban Area","96","0.0162251091002512","0.0117668820091748","0.0206833361913277"
"Much too small","1996","Not Working","Rural Area","32","0.0121957455051308","0.00669240940804203","0.0176990816022196"
"A little too small","1996","Full Time","Urban Area","772","0.205755941901284","0.19270023439724","0.218811649405329"
"A little too small","1996","Full Time","Rural Area","379","0.177068273890629","0.160417584809429","0.193718962971829"
"A little too small","1996","Part Time","Urban Area","364","0.178052593371999","0.160472227541732","0.195632959202266"
"A little too small","1996","Part Time","Rural Area","141","0.164740900139229","0.139876593168622","0.189605207109836"
"A little too small","1996","Not Working","Urban Area","481","0.119868257661596","0.108406626059088","0.131329889264105"
"A little too small","1996","Not Working","Rural Area","195","0.0984971875965204","0.0835561116960767","0.113438263496964"
"Just right","1996","Full Time","Urban Area","2520","0.679253247952099","0.664178702446679","0.694327793457519"
"Just right","1996","Full Time","Rural Area","1413","0.686716920288238","0.666484992073396","0.70694884850308"
"Just right","1996","Part Time","Urban Area","1269","0.707876836878833","0.686979372695258","0.728774301062407"
"Just right","1996","Part Time","Rural Area","613","0.706114927636798","0.675580379776786","0.73664947549681"
"Just right","1996","Not Working","Urban Area","2225","0.750208765958385","0.734933099367282","0.765484432549488"
"Just right","1996","Not Working","Rural Area","1131","0.749101606268743","0.727364300295377","0.770838912242109"
"A little too big","1996","Full Time","Urban Area","227","0.0805948246853095","0.071803500786132","0.089386148584487"
"A little too big","1996","Full Time","Rural Area","162","0.109316412181065","0.0957055905937371","0.122927233768394"
"A little too big","1996","Part Time","Urban Area","109","0.08495451200526","0.0721416452971437","0.0977673787133763"
"A little too big","1996","Part Time","Rural Area","72","0.103647935606485","0.0832171684904395","0.12407870272253"
"A little too big","1996","Not Working","Urban Area","268","0.106483980406368","0.095599346742737","0.117368614069998"
"A little too big","1996","Not Working","Rural Area","150","0.124470393260395","0.107918226120301","0.14102256040049"
"Much too big","1996","Full Time","Urban Area","17","","",""
"Much too big","1996","Full Time","Rural Area","8","","",""
"Much too big","1996","Part Time","Urban Area","5","","",""
"Much too big","1996","Part Time","Rural Area","4","","",""
"Much too big","1996","Not Working","Urban Area","15","","",""
"Much too big","1996","Not Working","Rural Area","20","","",""
"Much too small","1997","Full Time","Urban Area","98","0.0219867201773193","0.0172091574264973","0.0267642829281412"
"Much too small","1997","Full Time","Rural Area","46","0.0154485881587389","0.00997612238893195","0.0209210539285458"
"Much too small","1997","Part Time","Urban Area","68","0.029964178647727","0.0218717109548849","0.0380566463405692"
"Much too small","1997","Part Time","Rural Area","19","","",""
"Much too small","1997","Not Working","Urban Area","84","0.0162921318061478","0.0118718911023292","0.0207123725099665"
