"hlf0071_h","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Just right","1984","1-pers.-HH","inadequately","47","0.624379293321117","0.510111838442765","0.738646748199469","3"
"Just right","1984","1-pers.-HH","general elemantary","310","0.809547616339906","0.770726660765849","0.848368571913964","3"
"Just right","1984","1-pers.-HH","middle vocational","463","0.754808617191699","0.721027415548073","0.788589818835326","3"
"Just right","1984","1-pers.-HH","vocational + Abi","31","0.681348509526134","0.546696819890318","0.81600019916195","3"
"Just right","1984","1-pers.-HH","higher vocational","53","0.664056378158206","0.561826735893084","0.766286020423327","3"
"Just right","1984","1-pers.-HH","higher education","77","0.687346926309726","0.603347850289609","0.771346002329842","3"
"Just right","1984","(Married) couple without C. ","in school","1","","","","3"
"Just right","1984","(Married) couple without C. ","inadequately","109","0.802307374302232","0.733313785976018","0.871300962628446","3"
"Just right","1984","(Married) couple without C. ","vocational + Abi","56","0.653580781621005","0.552425339268422","0.754736223973588","3"
"Just right","1984","(Married) couple without C. ","higher vocational","119","0.743948737861046","0.67653162978058","0.811365845941512","3"
"Just right","1984","(Married) couple without C. ","higher education","150","0.752381176539125","0.693005186965121","0.81175716611313","3"
"Just right","1984","Couple + C. LE 16 ","middle vocational","1008","0.690891267746985","0.667574735526168","0.714207799967802","3"
"Just right","1984","Couple + C. LE 16 ","vocational + Abi","49","0.564109482060533","0.458692873773495","0.669526090347571","3"
"Just right","1984","Couple + C. LE 16 ","higher vocational","134","0.638413356596778","0.572961783292418","0.703864929901137","3"
"Just right","1984","Couple + C. GT 16 ","inadequately","107","0.785060602668496","0.718655870599972","0.851465334737019","3"
"Just right","1984","Couple + C. GT 16 ","general elemantary","451","0.811942833019094","0.78041241299012","0.843473253048067","3"
"Just right","1984","Couple + C. GT 16 ","middle vocational","774","0.849882835151123","0.827000261311222","0.872765408991023","3"
"Just right","1984","Couple + C. GT 16 ","vocational + Abi","32","0.895066433206304","0.797625564850678","0.992507301561929","3"
"Just right","1984","Couple + C. GT 16 ","higher vocational","78","0.824892474016775","0.748866227203225","0.900918720830324","3"
"Just right","1984","Couple + C. GT 16 ","higher education","81","0.852393554704053","0.781804890545966","0.92298221886214","3"
"Just right","1984","Couple + C. LE and GT 16","in school","55","0.705677300045679","0.604538978304238","0.806815621787119","3"
"Just right","1984","Couple + C. LE and GT 16","inadequately","152","0.678865065622107","0.617306646154819","0.740423485089395","3"
"Just right","1984","Couple + C. LE and GT 16","general elemantary","432","0.756350869225665","0.721915478604821","0.790786259846509","3"
"Just right","1984","Couple + C. LE and GT 16","higher vocational","34","0.730543103588034","0.603700036044201","0.857386171131867","3"
"Just right","1984","Couple + C. LE and GT 16","higher education","42","0.734574871563267","0.621904134020468","0.847245609106067","3"
"Much too big","1984","(Married) couple without C. ","vocational + Abi","","","","","5"
"Much too big","1984","Single parent ","inadequately","","","","","5"
"Much too big","1984","Couple + C. LE 16 ","middle vocational","6","","","","5"
"Much too big","1984","(Married) couple without C. ","general elemantary","7","","","","5"
"Much too big","1984","Single parent ","in school","","","","","5"
"Much too big","1984","Couple + C. GT 16 ","in school","1","","","","5"
"Much too big","1984","Couple + C. GT 16 ","middle vocational","4","","","","5"
"Much too big","1984","Single parent ","higher vocational","1","","","","5"
"Much too big","1984","Couple + C. LE 16 ","in school","","","","","5"
"Much too big","1984","Couple + C. LE 16 ","vocational + Abi","","","","","5"
"Much too big","1984","Couple + C. LE and GT 16","higher education","1","","","","5"
"Much too big","1984","Couple + C. GT 16 ","general elemantary","2","","","","5"
"Much too big","1984","(Married) couple without C. ","inadequately","1","","","","5"
"Much too big","1984","(Married) couple without C. ","middle vocational","7","","","","5"
"Much too big","1984","Single parent ","middle vocational","5","","","","5"
"Much too big","1984","Couple + C. LE 16 ","inadequately","","","","","5"
"Much too big","1984","(Married) couple without C. ","higher education","","","","","5"
"Much too big","1984","Couple + C. GT 16 ","inadequately","","","","","5"
"Much too big","1984","Single parent ","vocational + Abi","","","","","5"
"Much too big","1984","Single parent ","higher education","","","","","5"
"Much too big","1984","Couple + C. LE 16 ","general elemantary","2","","","","5"
"Much too big","1984","Couple + C. LE 16 ","higher education","1","","","","5"
"Much too big","1984","Couple + C. GT 16 ","vocational + Abi","","","","","5"
"Much too big","1984","Couple + C. GT 16 ","higher vocational","2","","","","5"
"Much too big","1984","Couple + C. GT 16 ","higher education","2","","","","5"
"Much too big","1984","Couple + C. LE and GT 16","in school","","","","","5"
"Much too big","1984","Couple + C. LE and GT 16","middle vocational","5","","","","5"
"Much too big","1984","Couple + C. LE and GT 16","vocational + Abi","1","","","","5"
"Much too big","1984","Couple + C. LE and GT 16","higher vocational","1","","","","5"
"Much too big","1984","Single parent ","general elemantary","","","","","5"
"Much too big","1984","Couple + C. LE and GT 16","inadequately","","","","","5"
"Much too big","1984","1-pers.-HH","in school","","","","","5"
"Much too big","1984","1-pers.-HH","inadequately","1","","","","5"
"Much too big","1984","1-pers.-HH","general elemantary","10","","","","5"
"Much too big","1984","1-pers.-HH","middle vocational","16","","","","5"
"Much too big","1984","1-pers.-HH","vocational + Abi","","","","","5"
"Much too big","1984","1-pers.-HH","higher vocational","2","","","","5"
"Much too big","1984","1-pers.-HH","higher education","5","","","","5"
"Much too big","1984","(Married) couple without C. ","in school","","","","","5"
"Much too big","1984","(Married) couple without C. ","higher vocational","3","","","","5"
"Much too big","1984","Couple + C. LE 16 ","higher vocational","1","","","","5"
"Much too big","1984","Couple + C. LE and GT 16","general elemantary","1","","","","5"
"Much too small","1984","1-pers.-HH","in school","","","","","1"
"Much too small","1984","1-pers.-HH","inadequately","10","","","","1"
"Much too small","1984","1-pers.-HH","general elemantary","13","","","","1"
"Much too small","1984","1-pers.-HH","middle vocational","9","","","","1"
"Much too small","1984","1-pers.-HH","vocational + Abi","5","","","","1"
"Much too small","1984","1-pers.-HH","higher vocational","3","","","","1"
"Much too small","1984","1-pers.-HH","higher education","7","","","","1"
"Much too small","1984","(Married) couple without C. ","in school","","","","","1"
"Much too small","1984","(Married) couple without C. ","inadequately","3","","","","1"
"Much too small","1984","(Married) couple without C. ","general elemantary","8","","","","1"
"Much too small","1984","(Married) couple without C. ","middle vocational","16","","","","1"
"Much too small","1984","(Married) couple without C. ","vocational + Abi","4","","","","1"
"Much too small","1984","(Married) couple without C. ","higher vocational","","","","","1"
"Much too small","1984","(Married) couple without C. ","higher education","2","","","","1"
"Much too small","1984","Single parent ","in school","","","","","1"
"Much too small","1984","Single parent ","inadequately","5","","","","1"
"Much too small","1984","Single parent ","general elemantary","8","","","","1"
"Much too small","1984","Single parent ","middle vocational","8","","","","1"
"Much too small","1984","Single parent ","vocational + Abi","","","","","1"
"Much too small","1984","Single parent ","higher vocational","","","","","1"
"Much too small","1984","Single parent ","higher education","1","","","","1"
"Much too small","1984","Couple + C. LE 16 ","in school","","","","","1"
"Much too small","1984","Couple + C. LE 16 ","inadequately","45","0.112146582841412","0.0775194600311262","0.146773705651698","1"
"Much too small","1984","Couple + C. LE 16 ","general elemantary","49","0.0617101439392871","0.0434213924514574","0.0799988954271169","1"
"Much too small","1984","Couple + C. LE 16 ","middle vocational","81","0.0465062965200484","0.0358815576730674","0.0571310353670295","1"
"Much too small","1984","Couple + C. LE 16 ","vocational + Abi","7","","","","1"
"Much too small","1984","Couple + C. LE 16 ","higher vocational","9","","","","1"
"Much too small","1984","Couple + C. LE 16 ","higher education","11","","","","1"
"Much too small","1984","Couple + C. GT 16 ","in school","2","","","","1"
"Much too small","1984","Couple + C. GT 16 ","inadequately","2","","","","1"
"Much too small","1984","Couple + C. GT 16 ","general elemantary","11","","","","1"
"Much too small","1984","Couple + C. GT 16 ","middle vocational","12","","","","1"
"Much too small","1984","Couple + C. GT 16 ","vocational + Abi","1","","","","1"
"Much too small","1984","Couple + C. GT 16 ","higher vocational","1","","","","1"
"Much too small","1984","Couple + C. GT 16 ","higher education","1","","","","1"
"Much too small","1984","Couple + C. LE and GT 16","in school","4","","","","1"
"Much too small","1984","Couple + C. LE and GT 16","inadequately","19","","","","1"
"Much too small","1984","Couple + C. LE and GT 16","general elemantary","43","0.0573215883197812","0.0386748956040166","0.0759682810355458","1"
"Much too small","1984","Couple + C. LE and GT 16","middle vocational","39","0.0530920591411418","0.0362766900937353","0.0699074281885483","1"
"Much too small","1984","Couple + C. LE and GT 16","vocational + Abi","4","","","","1"
"Much too small","1984","Couple + C. LE and GT 16","higher vocational","2","","","","1"
"Much too small","1984","Couple + C. LE and GT 16","higher education","1","","","","1"
"A little too big","1985","Couple + C. GT 16 ","middle vocational","43","0.0531503660781309","0.0387014178307754","0.0675993143254865","4"
"A little too big","1985","Couple + C. LE and GT 16","vocational + Abi","","","","","4"
"A little too big","1985","Couple + C. LE and GT 16","in school","3","","","","4"
"A little too big","1985","Single parent ","higher vocational","2","","","","4"
"A little too big","1985","Couple + C. GT 16 ","inadequately","7","","","","4"
"A little too big","1985","Couple + C. GT 16 ","general elemantary","35","0.066516666472679","0.046726111773718","0.0863072211716399","4"
"A little too big","1985","Couple + C. GT 16 ","higher education","7","","","","4"
"A little too big","1985","Couple + C. LE and GT 16","middle vocational","29","","","","4"
"A little too big","1985","Couple + C. LE and GT 16","higher vocational","3","","","","4"
"A little too big","1985","Single parent ","higher education","2","","","","4"
"A little too big","1985","(Married) couple without C. ","general elemantary","42","0.0762583508291924","0.0549323915662485","0.0975843100921363","4"
"A little too big","1985","(Married) couple without C. ","middle vocational","108","0.0856458655177499","0.0703749999612295","0.10091673107427","4"
"A little too big","1985","(Married) couple without C. ","vocational + Abi","8","","","","4"
"A little too big","1985","Single parent ","inadequately","1","","","","4"
"A little too big","1985","Single parent ","vocational + Abi","","","","","4"
"A little too big","1985","Couple + C. LE 16 ","in school","","","","","4"
"A little too big","1985","Couple + C. LE 16 ","middle vocational","61","0.0523938921574508","0.0403781406360298","0.0644096436788718","4"
"A little too big","1985","Single parent ","in school","1","","","","4"
"A little too big","1985","Couple + C. GT 16 ","in school","2","","","","4"
"A little too big","1985","Couple + C. GT 16 ","higher vocational","12","","","","4"
"A little too big","1985","Couple + C. LE 16 ","higher education","10","","","","4"
"A little too big","1985","Couple + C. GT 16 ","vocational + Abi","","","","","4"
"A little too big","1985","1-pers.-HH","in school","","","","","4"
"A little too big","1985","1-pers.-HH","inadequately","1","","","","4"
"A little too big","1985","1-pers.-HH","general elemantary","32","0.100031037935511","0.0678532628981435","0.132208812972877","4"
"A little too big","1985","1-pers.-HH","higher vocational","6","","","","4"
"A little too big","1985","1-pers.-HH","higher education","12","","","","4"
"A little too big","1985","(Married) couple without C. ","in school","","","","","4"
"A little too big","1985","(Married) couple without C. ","inadequately","1","","","","4"
"A little too big","1985","(Married) couple without C. ","higher vocational","16","","","","4"
"A little too big","1985","(Married) couple without C. ","higher education","20","","","","4"
"A little too big","1985","Single parent ","general elemantary","11","","","","4"
"A little too big","1985","Single parent ","middle vocational","23","","","","4"
"A little too big","1985","Couple + C. LE 16 ","inadequately","","","","","4"
"A little too big","1985","Couple + C. LE 16 ","general elemantary","10","","","","4"
"A little too big","1985","Couple + C. LE and GT 16","inadequately","4","","","","4"
"A little too big","1985","Couple + C. LE and GT 16","general elemantary","12","","","","4"
"A little too big","1985","Couple + C. LE and GT 16","higher education","5","","","","4"
"A little too big","1985","1-pers.-HH","middle vocational","53","0.100325963517974","0.0753085462623003","0.125343380773647","4"
"A little too big","1985","1-pers.-HH","vocational + Abi","1","","","","4"
"A little too big","1985","Couple + C. LE 16 ","vocational + Abi","1","","","","4"
"A little too big","1985","Couple + C. LE 16 ","higher vocational","6","","","","4"
"A little too small","1985","Couple + C. LE and GT 16","middle vocational","95","0.142627556330789","0.114069849524772","0.171185263136805","2"
"A little too small","1985","(Married) couple without C. ","higher education","24","","","","2"
"A little too small","1985","(Married) couple without C. ","inadequately","12","","","","2"
"A little too small","1985","1-pers.-HH","in school","","","","","2"
"A little too small","1985","1-pers.-HH","inadequately","10","","","","2"
"A little too small","1985","1-pers.-HH","general elemantary","22","","","","2"
"A little too small","1985","1-pers.-HH","middle vocational","63","0.0994174957923091","0.0745010340049949","0.124333957579623","2"
"A little too small","1985","1-pers.-HH","vocational + Abi","4","","","","2"
"A little too small","1985","1-pers.-HH","higher vocational","11","","","","2"
"A little too small","1985","1-pers.-HH","higher education","18","","","","2"
"A little too small","1985","(Married) couple without C. ","in school","","","","","2"
"A little too small","1985","(Married) couple without C. ","general elemantary","42","0.055692586780567","0.0372659955023569","0.0741191780587771","2"
"A little too small","1985","(Married) couple without C. ","middle vocational","114","0.0807532755470945","0.0658853850073175","0.0956211660868714","2"
"A little too small","1985","(Married) couple without C. ","vocational + Abi","9","","","","2"
"A little too small","1985","(Married) couple without C. ","higher vocational","17","","","","2"
"A little too small","1985","Single parent ","in school","5","","","","2"
"A little too small","1985","Single parent ","inadequately","11","","","","2"
"A little too small","1985","Single parent ","general elemantary","29","","","","2"
"A little too small","1985","Single parent ","middle vocational","44","0.138588045635819","0.0946917426413041","0.182484348630335","2"
"A little too small","1985","Single parent ","vocational + Abi","1","","","","2"
"A little too small","1985","Single parent ","higher vocational","3","","","","2"
"A little too small","1985","Single parent ","higher education","1","","","","2"
"A little too small","1985","Couple + C. LE 16 ","in school","","","","","2"
"A little too small","1985","Couple + C. LE 16 ","inadequately","74","0.271674280857219","0.216644432442133","0.326704129272306","2"
"A little too small","1985","Couple + C. LE 16 ","general elemantary","120","0.182903344528481","0.15044716628364","0.215359522773321","2"
"A little too small","1985","Couple + C. LE 16 ","middle vocational","296","0.205216700872316","0.183438229206435","0.226995172538197","2"
"A little too small","1985","Couple + C. LE 16 ","vocational + Abi","28","","","","2"
"A little too small","1985","Couple + C. LE 16 ","higher vocational","37","0.194734312342972","0.138128633355074","0.251339991330871","2"
"A little too small","1985","Couple + C. LE 16 ","higher education","52","0.188172144437936","0.139230935800224","0.237113353075648","2"
"A little too small","1985","Couple + C. GT 16 ","in school","4","","","","2"
"A little too small","1985","Couple + C. GT 16 ","inadequately","17","","","","2"
"A little too small","1985","Couple + C. GT 16 ","general elemantary","65","0.0927562049440967","0.0697167111041702","0.115795698784023","2"
"A little too small","1985","Couple + C. GT 16 ","middle vocational","102","0.101624657842098","0.0821633932399787","0.121085922444217","2"
"A little too small","1985","Couple + C. GT 16 ","vocational + Abi","3","","","","2"
"A little too small","1985","Couple + C. GT 16 ","higher vocational","7","","","","2"
"A little too small","1985","Couple + C. GT 16 ","higher education","15","","","","2"
"A little too small","1985","Couple + C. LE and GT 16","in school","14","","","","2"
"A little too small","1985","Couple + C. LE and GT 16","inadequately","46","0.207096725014415","0.150795444286024","0.263398005742806","2"
"A little too small","1985","Couple + C. LE and GT 16","general elemantary","90","0.141727454271842","0.111368716225132","0.172086192318553","2"
"A little too small","1985","Couple + C. LE and GT 16","vocational + Abi","5","","","","2"
"A little too small","1985","Couple + C. LE and GT 16","higher vocational","8","","","","2"
"A little too small","1985","Couple + C. LE and GT 16","higher education","4","","","","2"
"Just right","1985","(Married) couple without C. ","middle vocational","1046","0.821278743980096","0.800371988917754","0.842185499042438","3"
"Just right","1985","Single parent ","middle vocational","165","0.731265815853609","0.674946326866331","0.787585304840886","3"
"Just right","1985","Single parent ","vocational + Abi","7","","","","3"
"Just right","1985","Couple + C. LE and GT 16","middle vocational","428","0.764052715021452","0.729378550688838","0.798726879354065","3"
"Just right","1985","Couple + C. LE and GT 16","vocational + Abi","9","","","","3"
"Just right","1985","(Married) couple without C. ","general elemantary","497","0.853054884160761","0.824606626494326","0.881503141827196","3"
"Just right","1985","Single parent ","in school","13","","","","3"
"Just right","1985","Single parent ","inadequately","26","","","","3"
"Just right","1985","Single parent ","general elemantary","142","0.736218069257306","0.674206462607735","0.798229675906878","3"
"Just right","1985","Single parent ","higher vocational","17","","","","3"
"Just right","1985","Single parent ","higher education","10","","","","3"
"Just right","1985","Couple + C. LE 16 ","in school","","","","","3"
"Just right","1985","Couple + C. LE 16 ","inadequately","157","0.654250203428876","0.59541135963531","0.713089047222442","3"
"Just right","1985","Couple + C. LE 16 ","higher vocational","136","0.72254856465679","0.658546177045124","0.786550952268456","3"
"Just right","1985","Couple + C. LE 16 ","higher education","165","0.698909322530691","0.641468041077637","0.756350603983745","3"
"Just right","1985","1-pers.-HH","in school","","","","","3"
"Just right","1985","1-pers.-HH","inadequately","39","0.74234440323086","0.626762655858713","0.857926150603006","3"
"Just right","1985","1-pers.-HH","general elemantary","265","0.806499071677323","0.764132987968767","0.84886515538588","3"
"Just right","1985","1-pers.-HH","middle vocational","414","0.764975598044635","0.72966756879525","0.800283627294021","3"
"Just right","1985","1-pers.-HH","vocational + Abi","27","","","","3"
"Just right","1985","1-pers.-HH","higher vocational","60","0.761134782740106","0.668278173043042","0.85399139243717","3"
"Just right","1985","1-pers.-HH","higher education","68","0.645898854812116","0.554857003311509","0.736940706312723","3"
"Just right","1985","(Married) couple without C. ","in school","","","","","3"
"Just right","1985","(Married) couple without C. ","inadequately","81","0.754255328914855","0.668578482626518","0.839932175203192","3"
"Just right","1985","(Married) couple without C. ","vocational + Abi","51","0.722606654220809","0.621281690481055","0.823931617960563","3"
"Just right","1985","(Married) couple without C. ","higher vocational","120","0.787430711488968","0.723229647453325","0.851631775524611","3"
"Just right","1985","Couple + C. GT 16 ","in school","70","0.875232584449449","0.802819770233057","0.947645398665841","3"
"Just right","1985","Couple + C. GT 16 ","inadequately","101","0.728786762595799","0.653511657404679","0.804061867786918","3"
"Just right","1985","Couple + C. GT 16 ","higher vocational","78","0.796244463786697","0.717299212263698","0.875189715309695","3"
"Just right","1985","Couple + C. GT 16 ","higher education","84","0.804439285666857","0.728933087817762","0.879945483515951","3"
"Just right","1985","Couple + C. LE and GT 16","in school","61","0.804405140755387","0.717485237489675","0.891325044021099","3"
"Just right","1985","Couple + C. LE and GT 16","inadequately","138","0.699333975814082","0.635624204780173","0.76304374684799","3"
"Just right","1985","Couple + C. LE and GT 16","general elemantary","378","0.768216729668701","0.731486213217546","0.804947246119857","3"
"Just right","1985","Couple + C. LE and GT 16","higher vocational","24","","","","3"
"Just right","1985","Couple + C. LE and GT 16","higher education","39","0.842236501856312","0.739115347534089","0.945357656178536","3"
"Just right","1985","(Married) couple without C. ","higher education","145","0.754999499336631","0.694634166008314","0.815364832664948","3"
"Just right","1985","Couple + C. LE 16 ","general elemantary","371","0.727884525724645","0.690520152380176","0.765248899069114","3"
"Just right","1985","Couple + C. LE 16 ","middle vocational","898","0.698572511528286","0.67382714699877","0.723317876057803","3"
"Just right","1985","Couple + C. LE 16 ","vocational + Abi","43","0.556606153860248","0.444917224640282","0.668295083080214","3"
"Just right","1985","Couple + C. GT 16 ","general elemantary","473","0.801191554251355","0.76949405202531","0.8328890564774","3"
"Just right","1985","Couple + C. GT 16 ","middle vocational","759","0.826493281812353","0.802102798330624","0.850883765294081","3"
"Just right","1985","Couple + C. GT 16 ","vocational + Abi","30","0.894087799265001","0.790651800356056","0.997523798173946","3"
"Much too big","1985","Single parent ","vocational + Abi","","","","","5"
"Much too big","1985","(Married) couple without C. ","inadequately","","","","","5"
"Much too big","1985","Couple + C. LE and GT 16","in school","","","","","5"
"Much too big","1985","Couple + C. LE 16 ","general elemantary","3","","","","5"
"Much too big","1985","Couple + C. LE 16 ","in school","","","","","5"
"Much too big","1985","Couple + C. GT 16 ","higher education","","","","","5"
"Much too big","1985","Couple + C. LE and GT 16","higher education","","","","","5"
"Much too big","1985","Couple + C. LE 16 ","higher education","2","","","","5"
"Much too big","1985","Couple + C. GT 16 ","inadequately","","","","","5"
