"hlf0071_h","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence"
"Much too big","1997","Employed","higher vocational","","","",""
"Much too big","1997","Employed","higher education","4","","",""
"Much too small","1998","Not Employed","in school","9","","",""
"Much too small","1998","Not Employed","inadequately","20","","",""
"Much too small","1998","Not Employed","general elemantary","25","","",""
"Much too small","1998","Not Employed","middle vocational","41","0.0133002168766242","0.00877145976021203","0.0178289739930364"
"Much too small","1998","Not Employed","vocational + Abi","7","","",""
"Much too small","1998","Not Employed","higher vocational","2","","",""
"Much too small","1998","Not Employed","higher education","12","","",""
"Much too small","1998","Employed","in school","2","","",""
"Much too small","1998","Employed","inadequately","11","","",""
"Much too small","1998","Employed","general elemantary","58","0.039392305114973","0.0282363849468219","0.0505482252831242"
"Much too small","1998","Employed","middle vocational","110","0.0284795687870164","0.0236011238726519","0.0333580137013808"
"Much too small","1998","Employed","vocational + Abi","9","","",""
"Much too small","1998","Employed","higher vocational","17","","",""
"Much too small","1998","Employed","higher education","39","0.0220565886217117","0.014699829611492","0.0294133476319315"
"A little too small","1998","Not Employed","in school","65","0.165422622862696","0.123791499195894","0.207053746529499"
"A little too small","1998","Not Employed","inadequately","44","0.19314112694482","0.141559741579453","0.244722512310188"
"A little too small","1998","Not Employed","general elemantary","146","0.0945976877051095","0.0787978929273151","0.110397482482904"
"A little too small","1998","Not Employed","middle vocational","277","0.0942000807308605","0.0826522893866493","0.105747872075072"
"A little too small","1998","Not Employed","vocational + Abi","29","","",""
"A little too small","1998","Not Employed","higher vocational","19","","",""
"A little too small","1998","Not Employed","higher education","56","0.115829703443529","0.0854046353687083","0.14625477151835"
"A little too small","1998","Employed","in school","5","","",""
"A little too small","1998","Employed","inadequately","35","0.189143204721809","0.13566437035699","0.242622039086629"
"A little too small","1998","Employed","general elemantary","207","0.177886841805309","0.155955541504271","0.199818142106348"
"A little too small","1998","Employed","middle vocational","812","0.182699788138951","0.171366692356051","0.194032883921852"
"A little too small","1998","Employed","vocational + Abi","82","0.208055708785152","0.167296782219319","0.248814635350986"
"A little too small","1998","Employed","higher vocational","111","0.178786095357602","0.148551753042049","0.209020437673154"
"A little too small","1998","Employed","higher education","298","0.19132525289594","0.171622197227165","0.211028308564715"
"Just right","1998","Not Employed","in school","211","0.709147280117712","0.658262000743868","0.760032559491557"
"Just right","1998","Not Employed","inadequately","153","0.656538315714137","0.59449056851484","0.718586062913433"
"Just right","1998","Not Employed","general elemantary","994","0.756909693616195","0.733751950078307","0.780067437154082"
"Just right","1998","Not Employed","middle vocational","1837","0.749981352485561","0.732862739045562","0.767099965925561"
"Just right","1998","Not Employed","vocational + Abi","75","0.597618568213186","0.510957000243374","0.684280136182998"
"Just right","1998","Not Employed","higher vocational","152","0.732440818137417","0.671088737951712","0.793792898323123"
"Just right","1998","Not Employed","higher education","292","0.671631515641129","0.626983733169541","0.716279298112717"
"Just right","1998","Employed","in school","9","","",""
"Just right","1998","Employed","inadequately","152","0.733412475145363","0.673030329896568","0.793794620394157"
"Just right","1998","Employed","general elemantary","837","0.726406143955016","0.700839743081371","0.751972544828661"
"Just right","1998","Employed","middle vocational","3202","0.700427121826769","0.686992623460839","0.7138616201927"
"Just right","1998","Employed","vocational + Abi","261","0.670430421728241","0.623231071742764","0.717629771713719"
"Just right","1998","Employed","higher vocational","429","0.69685960523379","0.660593571582033","0.733125638885547"
"Just right","1998","Employed","higher education","1031","0.663906210371416","0.640244610548912","0.68756781019392"
"A little too big","1998","Not Employed","in school","17","","",""
"A little too big","1998","Not Employed","inadequately","8","","",""
"A little too big","1998","Not Employed","general elemantary","140","0.125934213724531","0.108022616538591","0.143845810910472"
"A little too big","1998","Not Employed","middle vocational","276","0.128755863540543","0.115515174267245","0.14199655281384"
"A little too big","1998","Not Employed","vocational + Abi","11","","",""
"A little too big","1998","Not Employed","higher vocational","23","","",""
"A little too big","1998","Not Employed","higher education","57","0.137651674737042","0.104896061243132","0.170407288230951"
"A little too big","1998","Employed","in school","1","","",""
"A little too big","1998","Employed","inadequately","8","","",""
"A little too big","1998","Employed","general elemantary","60","0.0536563591528322","0.0407334079668045","0.0665793103388599"
"A little too big","1998","Employed","middle vocational","323","0.0839307570678326","0.0757984559157285","0.0920630582199366"
"A little too big","1998","Employed","vocational + Abi","28","","",""
"A little too big","1998","Employed","higher vocational","55","0.0861159319667274","0.0639802546567177","0.108251609276737"
"A little too big","1998","Employed","higher education","152","0.110908012027997","0.0951784980236908","0.126637526032303"
"Much too big","1998","Not Employed","in school","4","","",""
"Much too big","1998","Not Employed","inadequately","","","",""
"Much too big","1998","Not Employed","general elemantary","13","","",""
"Much too big","1998","Not Employed","middle vocational","27","","",""
"Much too big","1998","Not Employed","vocational + Abi","1","","",""
"Much too big","1998","Not Employed","higher vocational","4","","",""
"Much too big","1998","Not Employed","higher education","8","","",""
"Much too big","1998","Employed","in school","","","",""
"Much too big","1998","Employed","inadequately","","","",""
"Much too big","1998","Employed","general elemantary","6","","",""
"Much too big","1998","Employed","middle vocational","19","","",""
"Much too big","1998","Employed","vocational + Abi","1","","",""
"Much too big","1998","Employed","higher vocational","5","","",""
"Much too big","1998","Employed","higher education","11","","",""
"Much too small","1999","Not Employed","in school","8","","",""
"Much too small","1999","Not Employed","inadequately","8","","",""
"Much too small","1999","Not Employed","general elemantary","31","0.0132552340718263","0.00695791208149454","0.0195525560621581"
"Much too small","1999","Not Employed","middle vocational","28","","",""
"Much too small","1999","Not Employed","vocational + Abi","7","","",""
"Much too small","1999","Not Employed","higher vocational","","","",""
"Much too small","1999","Not Employed","higher education","4","","",""
"Much too small","1999","Employed","in school","","","",""
"Much too small","1999","Employed","inadequately","9","","",""
"Much too small","1999","Employed","general elemantary","45","0.0256406510906281","0.0166068914143237","0.0346744107669326"
"Much too small","1999","Employed","middle vocational","91","0.0178451770309883","0.0140189847308834","0.0216713693310932"
"Much too small","1999","Employed","vocational + Abi","4","","",""
"Much too small","1999","Employed","higher vocational","11","","",""
"Much too small","1999","Employed","higher education","38","0.022311367994795","0.0149324588408926","0.0296902771486974"
"A little too small","1999","Not Employed","in school","47","0.177671804470535","0.132495199411301","0.222848409529768"
"A little too small","1999","Not Employed","inadequately","41","0.17419913393632","0.124530210756934","0.223868057115706"
"A little too small","1999","Not Employed","general elemantary","120","0.0745181271537525","0.0600579135731303","0.0889783407343747"
"A little too small","1999","Not Employed","middle vocational","268","0.103044129756464","0.0907103885568399","0.115377870956088"
