"hlf0071_h","year","education","pgcasmin","n","percent","lower_confidence","upper_confidence"
"1","1984","Other degree","(1a) inadequately completed","","","",""
"1","1984","Other degree","(1b) general elementary school","74","0.118848962970109","0.0957042926382592","0.141993633301958"
"1","1984","Other degree","(1c) basic vocational qualification","31","0.0525311401632266","0.0318494886719498","0.0732127916545033"
"1","1984","Other degree","(2b) intermediate general qualification","","","",""
"1","1984","Other degree","(2a) intermediate vocational","","","",""
"1","1984","Other degree","(2c_gen) general maturity certificate","7","","",""
"1","1984","Other degree","(2c_voc) vocational maturity certificate","14","","",""
"1","1984","Other degree","(3a) lower tertiary education","","","",""
"1","1984","Other degree","(3b) higher tertiary education","5","","",""
"1","1984","no degree/no degree yet","(0) in school","6","","",""
"1","1984","no degree/no degree yet","(1a) inadequately completed","100","0.0858206227365119","0.0693724735532784","0.102268771919745"
"1","1984","no degree/no degree yet","(1b) general elementary school","","","",""
"1","1984","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"1","1984","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"1","1984","no degree/no degree yet","(2a) intermediate vocational","","","",""
"1","1984","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"1","1984","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"1","1984","no degree/no degree yet","(3a) lower tertiary education","","","",""
"1","1984","no degree/no degree yet","(3b) higher tertiary education","","","",""
"2","1984","lower secondary degree","(0) in school","","","",""
"2","1984","lower secondary degree","(1a) inadequately completed","","","",""
"2","1984","lower secondary degree","(1b) general elementary school","271","0.0985942247468572","0.0863115848208318","0.110876864672883"
"2","1984","lower secondary degree","(1c) basic vocational qualification","522","0.12336734101605","0.112933292943598","0.133801389088502"
"2","1984","lower secondary degree","(2b) intermediate general qualification","","","",""
"2","1984","lower secondary degree","(2a) intermediate vocational","","","",""
"2","1984","lower secondary degree","(2c_gen) general maturity certificate","1","","",""
"2","1984","lower secondary degree","(2c_voc) vocational maturity certificate","1","","",""
"2","1984","lower secondary degree","(3a) lower tertiary education","3","","",""
"2","1984","lower secondary degree","(3b) higher tertiary education","3","","",""
"2","1984","secondary school degree","(0) in school","","","",""
"2","1984","secondary school degree","(1a) inadequately completed","","","",""
"2","1984","secondary school degree","(1b) general elementary school","","","",""
"2","1984","secondary school degree","(1c) basic vocational qualification","","","",""
"2","1984","secondary school degree","(2b) intermediate general qualification","70","0.127630568160944","0.0976861090747095","0.157575027247178"
"2","1984","secondary school degree","(2a) intermediate vocational","231","0.150439776757043","0.131779548149095","0.169100005364992"
"2","1984","secondary school degree","(2c_gen) general maturity certificate","1","","",""
"2","1984","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"2","1984","secondary school degree","(3a) lower tertiary education","6","","",""
"2","1984","secondary school degree","(3b) higher tertiary education","2","","",""
"2","1984","college entrance qualification","(0) in school","","","",""
"2","1984","college entrance qualification","(1a) inadequately completed","","","",""
"2","1984","college entrance qualification","(1b) general elementary school","","","",""
"2","1984","college entrance qualification","(1c) basic vocational qualification","","","",""
"2","1984","college entrance qualification","(2b) intermediate general qualification","","","",""
"2","1984","college entrance qualification","(2a) intermediate vocational","","","",""
"2","1984","college entrance qualification","(2c_gen) general maturity certificate","66","0.210020265116806","0.164967459284704","0.255073070948908"
"2","1984","college entrance qualification","(2c_voc) vocational maturity certificate","57","0.14197631820179","0.104931412492423","0.179021223911157"
"2","1984","college entrance qualification","(3a) lower tertiary education","29","","",""
"2","1984","college entrance qualification","(3b) higher tertiary education","83","0.166259025514511","0.131859692472571","0.200658358556451"
"2","1984","Other degree","(0) in school","","","",""
"2","1984","Other degree","(1a) inadequately completed","","","",""
"2","1984","Other degree","(1b) general elementary school","184","0.204205554130683","0.175374378648487","0.233036729612879"
"2","1984","Other degree","(1c) basic vocational qualification","108","0.219766726944992","0.181379429932646","0.258154023957338"
"2","1984","Other degree","(2b) intermediate general qualification","","","",""
"2","1984","Other degree","(2a) intermediate vocational","","","",""
"2","1984","Other degree","(2c_gen) general maturity certificate","20","","",""
"2","1984","Other degree","(2c_voc) vocational maturity certificate","25","","",""
"2","1984","Other degree","(3a) lower tertiary education","1","","",""
"2","1984","Other degree","(3b) higher tertiary education","14","","",""
"2","1984","no degree/no degree yet","(0) in school","33","0.171971366293172","0.118030251857018","0.225912480729326"
"2","1984","no degree/no degree yet","(1a) inadequately completed","240","0.19183581283797","0.168714092737187","0.214957532938753"
"2","1984","no degree/no degree yet","(1b) general elementary school","","","",""
"2","1984","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"2","1984","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"2","1984","no degree/no degree yet","(2a) intermediate vocational","","","",""
"2","1984","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"2","1984","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"2","1984","no degree/no degree yet","(3a) lower tertiary education","","","",""
"2","1984","no degree/no degree yet","(3b) higher tertiary education","1","","",""
"3","1984","lower secondary degree","(0) in school","","","",""
"3","1984","lower secondary degree","(1a) inadequately completed","","","",""
"3","1984","lower secondary degree","(1b) general elementary school","1766","0.798927684605812","0.782414315479902","0.815441053731721"
"3","1984","lower secondary degree","(1c) basic vocational qualification","2944","0.783481973635555","0.770414084475847","0.796549862795263"
"3","1984","lower secondary degree","(2b) intermediate general qualification","","","",""
"3","1984","lower secondary degree","(2a) intermediate vocational","","","",""
"3","1984","lower secondary degree","(2c_gen) general maturity certificate","5","","",""
"3","1984","lower secondary degree","(2c_voc) vocational maturity certificate","6","","",""
"3","1984","lower secondary degree","(3a) lower tertiary education","12","","",""
"3","1984","lower secondary degree","(3b) higher tertiary education","3","","",""
"3","1984","secondary school degree","(0) in school","","","",""
"3","1984","secondary school degree","(1a) inadequately completed","","","",""
"3","1984","secondary school degree","(1b) general elementary school","","","",""
"3","1984","secondary school degree","(1c) basic vocational qualification","","","",""
"3","1984","secondary school degree","(2b) intermediate general qualification","354","0.752931917426431","0.714226203918715","0.791637630934147"
"3","1984","secondary school degree","(2a) intermediate vocational","1052","0.750190932630245","0.727595090124927","0.772786775135562"
"3","1984","secondary school degree","(2c_gen) general maturity certificate","1","","",""
"3","1984","secondary school degree","(2c_voc) vocational maturity certificate","2","","",""
"3","1984","secondary school degree","(3a) lower tertiary education","39","0.728965242104381","0.611493705037589","0.846436779171174"
"3","1984","secondary school degree","(3b) higher tertiary education","8","","",""
"3","1984","college entrance qualification","(0) in school","","","",""
"3","1984","college entrance qualification","(1a) inadequately completed","","","",""
"3","1984","college entrance qualification","(1b) general elementary school","","","",""
"3","1984","college entrance qualification","(1c) basic vocational qualification","","","",""
"3","1984","college entrance qualification","(2b) intermediate general qualification","","","",""
"3","1984","college entrance qualification","(2a) intermediate vocational","","","",""
"3","1984","college entrance qualification","(2c_gen) general maturity certificate","207","0.674500255899029","0.622674021836751","0.726326489961307"
"3","1984","college entrance qualification","(2c_voc) vocational maturity certificate","237","0.710188838292686","0.662036722285843","0.758340954299529"
"3","1984","college entrance qualification","(3a) lower tertiary education","149","0.805449064193637","0.748863601803496","0.862034526583779"
"3","1984","college entrance qualification","(3b) higher tertiary education","319","0.715543381338251","0.673859529820207","0.757227232856295"
"3","1984","Other degree","(0) in school","","","",""
"3","1984","Other degree","(1a) inadequately completed","","","",""
"3","1984","Other degree","(1b) general elementary school","476","0.640356522374157","0.606034320968219","0.674678723780095"
"3","1984","Other degree","(1c) basic vocational qualification","294","0.684286446852839","0.641198092109217","0.727374801596461"
"3","1984","Other degree","(2b) intermediate general qualification","","","",""
"3","1984","Other degree","(2a) intermediate vocational","","","",""
"3","1984","Other degree","(2c_gen) general maturity certificate","60","0.667592891206686","0.569169628392469","0.766016154020902"
"3","1984","Other degree","(2c_voc) vocational maturity certificate","66","0.599651446902445","0.506376774373787","0.692926119431103"
"3","1984","Other degree","(3a) lower tertiary education","2","","",""
"3","1984","Other degree","(3b) higher tertiary education","37","0.623699945048574","0.49681529936484","0.750584590732308"
"3","1984","no degree/no degree yet","(0) in school","141","0.744945706957161","0.682637135233013","0.80725427868131"
"3","1984","no degree/no degree yet","(1a) inadequately completed","738","0.639201582833329","0.611001088043175","0.667402077623483"
"3","1984","no degree/no degree yet","(1b) general elementary school","","","",""
"3","1984","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"3","1984","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"3","1984","no degree/no degree yet","(2a) intermediate vocational","","","",""
"3","1984","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"3","1984","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"3","1984","no degree/no degree yet","(3a) lower tertiary education","","","",""
"3","1984","no degree/no degree yet","(3b) higher tertiary education","","","",""
"4","1984","lower secondary degree","(0) in school","","","",""
"4","1984","lower secondary degree","(1a) inadequately completed","","","",""
"4","1984","lower secondary degree","(1b) general elementary school","145","0.0730129824735452","0.0622942684381412","0.0837316965089493"
"4","1984","lower secondary degree","(1c) basic vocational qualification","235","0.0654112533742244","0.0575664797239556","0.0732560270244932"
"4","1984","lower secondary degree","(2b) intermediate general qualification","","","",""
"4","1984","lower secondary degree","(2a) intermediate vocational","","","",""
"4","1984","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"4","1984","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"4","1984","lower secondary degree","(3a) lower tertiary education","3","","",""
"4","1984","lower secondary degree","(3b) higher tertiary education","1","","",""
"4","1984","secondary school degree","(0) in school","","","",""
"4","1984","secondary school degree","(1a) inadequately completed","","","",""
"4","1984","secondary school degree","(1b) general elementary school","","","",""
"4","1984","secondary school degree","(1c) basic vocational qualification","","","",""
"4","1984","secondary school degree","(2b) intermediate general qualification","36","0.0805256105140469","0.0561067309354801","0.104944490092614"
"4","1984","secondary school degree","(2a) intermediate vocational","87","0.0692553326030275","0.0560033632548279","0.0825073019512269"
"4","1984","secondary school degree","(2c_gen) general maturity certificate","","","",""
"4","1984","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"4","1984","secondary school degree","(3a) lower tertiary education","10","","",""
"4","1984","secondary school degree","(3b) higher tertiary education","2","","",""
"4","1984","college entrance qualification","(0) in school","","","",""
"4","1984","college entrance qualification","(1a) inadequately completed","","","",""
"4","1984","college entrance qualification","(1b) general elementary school","","","",""
"4","1984","college entrance qualification","(1c) basic vocational qualification","","","",""
"4","1984","college entrance qualification","(2b) intermediate general qualification","","","",""
"4","1984","college entrance qualification","(2a) intermediate vocational","","","",""
"4","1984","college entrance qualification","(2c_gen) general maturity certificate","15","","",""
"4","1984","college entrance qualification","(2c_voc) vocational maturity certificate","31","0.0964131367545885","0.0650857649112621","0.127740508597915"
"4","1984","college entrance qualification","(3a) lower tertiary education","8","","",""
"4","1984","college entrance qualification","(3b) higher tertiary education","23","","",""
"4","1984","Other degree","(0) in school","","","",""
"4","1984","Other degree","(1a) inadequately completed","","","",""
"4","1984","Other degree","(1b) general elementary school","16","","",""
"4","1984","Other degree","(1c) basic vocational qualification","12","","",""
"4","1984","Other degree","(2b) intermediate general qualification","","","",""
"4","1984","Other degree","(2a) intermediate vocational","","","",""
"4","1984","Other degree","(2c_gen) general maturity certificate","1","","",""
"4","1984","Other degree","(2c_voc) vocational maturity certificate","1","","",""
"4","1984","Other degree","(3a) lower tertiary education","","","",""
"4","1984","Other degree","(3b) higher tertiary education","","","",""
"4","1984","no degree/no degree yet","(0) in school","7","","",""
"4","1984","no degree/no degree yet","(1a) inadequately completed","34","0.0813541410603667","0.0653006537713852","0.0974076283493483"
"4","1984","no degree/no degree yet","(1b) general elementary school","","","",""
"4","1984","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"4","1984","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"4","1984","no degree/no degree yet","(2a) intermediate vocational","","","",""
"4","1984","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"4","1984","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"4","1984","no degree/no degree yet","(3a) lower tertiary education","","","",""
"4","1984","no degree/no degree yet","(3b) higher tertiary education","","","",""
"5","1984","lower secondary degree","(0) in school","","","",""
"5","1984","lower secondary degree","(1a) inadequately completed","","","",""
"5","1984","lower secondary degree","(1b) general elementary school","18","","",""
"5","1984","lower secondary degree","(1c) basic vocational qualification","24","","",""
"5","1984","lower secondary degree","(2b) intermediate general qualification","","","",""
"5","1984","lower secondary degree","(2a) intermediate vocational","","","",""
"5","1984","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"5","1984","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"5","1984","lower secondary degree","(3a) lower tertiary education","","","",""
"5","1984","lower secondary degree","(3b) higher tertiary education","","","",""
"5","1984","secondary school degree","(0) in school","","","",""
"5","1984","secondary school degree","(1a) inadequately completed","","","",""
"5","1984","secondary school degree","(1b) general elementary school","","","",""
"5","1984","secondary school degree","(1c) basic vocational qualification","","","",""
"5","1984","secondary school degree","(2b) intermediate general qualification","3","","",""
"5","1984","secondary school degree","(2a) intermediate vocational","19","","",""
"5","1984","secondary school degree","(2c_gen) general maturity certificate","","","",""
"5","1984","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"5","1984","secondary school degree","(3a) lower tertiary education","","","",""
"5","1984","secondary school degree","(3b) higher tertiary education","","","",""
"5","1984","college entrance qualification","(0) in school","","","",""
"5","1984","college entrance qualification","(1a) inadequately completed","","","",""
"5","1984","college entrance qualification","(1b) general elementary school","","","",""
"5","1984","college entrance qualification","(1c) basic vocational qualification","","","",""
"5","1984","college entrance qualification","(2b) intermediate general qualification","","","",""
"5","1984","college entrance qualification","(2a) intermediate vocational","","","",""
"5","1984","college entrance qualification","(2c_gen) general maturity certificate","7","","",""
"5","1984","college entrance qualification","(2c_voc) vocational maturity certificate","4","","",""
"5","1984","college entrance qualification","(3a) lower tertiary education","1","","",""
"5","1984","college entrance qualification","(3b) higher tertiary education","10","","",""
"5","1984","Other degree","(0) in school","","","",""
"5","1984","Other degree","(1a) inadequately completed","","","",""
"5","1984","Other degree","(1b) general elementary school","1","","",""
"5","1984","Other degree","(1c) basic vocational qualification","2","","",""
"5","1984","Other degree","(2b) intermediate general qualification","","","",""
"5","1984","Other degree","(2a) intermediate vocational","","","",""
"5","1984","Other degree","(2c_gen) general maturity certificate","","","",""
"5","1984","Other degree","(2c_voc) vocational maturity certificate","","","",""
"5","1984","Other degree","(3a) lower tertiary education","","","",""
"5","1984","Other degree","(3b) higher tertiary education","","","",""
"5","1984","no degree/no degree yet","(0) in school","1","","",""
"5","1984","no degree/no degree yet","(1a) inadequately completed","2","","",""
"5","1984","no degree/no degree yet","(1b) general elementary school","","","",""
"5","1984","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"5","1984","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"5","1984","no degree/no degree yet","(2a) intermediate vocational","","","",""
"5","1984","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"5","1984","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"5","1984","no degree/no degree yet","(3a) lower tertiary education","","","",""
"5","1984","no degree/no degree yet","(3b) higher tertiary education","","","",""
"1","1985","lower secondary degree","(0) in school","","","",""
"1","1985","lower secondary degree","(1a) inadequately completed","","","",""
"1","1985","lower secondary degree","(1b) general elementary school","66","0.0222829185759686","0.015799484503759","0.0287663526481783"
"1","1985","lower secondary degree","(1c) basic vocational qualification","86","0.021127682010299","0.0163205715217198","0.0259347924988782"
"1","1985","lower secondary degree","(2b) intermediate general qualification","","","",""
"1","1985","lower secondary degree","(2a) intermediate vocational","","","",""
"1","1985","lower secondary degree","(2c_gen) general maturity certificate","2","","",""
"1","1985","lower secondary degree","(2c_voc) vocational maturity certificate","1","","",""
"1","1985","lower secondary degree","(3a) lower tertiary education","","","",""
"1","1985","lower secondary degree","(3b) higher tertiary education","","","",""
"1","1985","secondary school degree","(0) in school","","","",""
"1","1985","secondary school degree","(1a) inadequately completed","","","",""
"1","1985","secondary school degree","(1b) general elementary school","","","",""
"1","1985","secondary school degree","(1c) basic vocational qualification","","","",""
"1","1985","secondary school degree","(2b) intermediate general qualification","12","","",""
"1","1985","secondary school degree","(2a) intermediate vocational","26","","",""
"1","1985","secondary school degree","(2c_gen) general maturity certificate","1","","",""
"1","1985","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"1","1985","secondary school degree","(3a) lower tertiary education","2","","",""
"1","1985","secondary school degree","(3b) higher tertiary education","2","","",""
"1","1985","college entrance qualification","(0) in school","","","",""
"1","1985","college entrance qualification","(1a) inadequately completed","","","",""
"1","1985","college entrance qualification","(1b) general elementary school","","","",""
"1","1985","college entrance qualification","(1c) basic vocational qualification","","","",""
"1","1985","college entrance qualification","(2b) intermediate general qualification","","","",""
"1","1985","college entrance qualification","(2a) intermediate vocational","","","",""
"1","1985","college entrance qualification","(2c_gen) general maturity certificate","4","","",""
"1","1985","college entrance qualification","(2c_voc) vocational maturity certificate","14","","",""
"1","1985","college entrance qualification","(3a) lower tertiary education","4","","",""
"1","1985","college entrance qualification","(3b) higher tertiary education","12","","",""
"1","1985","Other degree","(0) in school","","","",""
"1","1985","Other degree","(1a) inadequately completed","","","",""
"1","1985","Other degree","(1b) general elementary school","53","0.0780429567970848","0.0569457727456926","0.0991401408484769"
"1","1985","Other degree","(1c) basic vocational qualification","25","","",""
"1","1985","Other degree","(2b) intermediate general qualification","","","",""
"1","1985","Other degree","(2a) intermediate vocational","","","",""
"1","1985","Other degree","(2c_gen) general maturity certificate","6","","",""
"1","1985","Other degree","(2c_voc) vocational maturity certificate","9","","",""
"1","1985","Other degree","(3a) lower tertiary education","","","",""
"1","1985","Other degree","(3b) higher tertiary education","6","","",""
"1","1985","no degree/no degree yet","(0) in school","5","","",""
"1","1985","no degree/no degree yet","(1a) inadequately completed","61","0.0690448736728666","0.0525087272419328","0.0855810201038003"
"1","1985","no degree/no degree yet","(1b) general elementary school","","","",""
"1","1985","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"1","1985","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"1","1985","no degree/no degree yet","(2a) intermediate vocational","","","",""
"1","1985","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"1","1985","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"1","1985","no degree/no degree yet","(3a) lower tertiary education","","","",""
"1","1985","no degree/no degree yet","(3b) higher tertiary education","1","","",""
"2","1985","lower secondary degree","(0) in school","","","",""
"2","1985","lower secondary degree","(1a) inadequately completed","","","",""
"2","1985","lower secondary degree","(1b) general elementary school","207","0.0830554710619267","0.0709336431100272","0.0951772990138261"
"2","1985","lower secondary degree","(1c) basic vocational qualification","435","0.112779549579857","0.102205870998273","0.123353228161441"
"2","1985","lower secondary degree","(2b) intermediate general qualification","","","",""
"2","1985","lower secondary degree","(2a) intermediate vocational","","","",""
"2","1985","lower secondary degree","(2c_gen) general maturity certificate","2","","",""
"2","1985","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"2","1985","lower secondary degree","(3a) lower tertiary education","2","","",""
"2","1985","lower secondary degree","(3b) higher tertiary education","1","","",""
"2","1985","secondary school degree","(0) in school","","","",""
"2","1985","secondary school degree","(1a) inadequately completed","","","",""
"2","1985","secondary school degree","(1b) general elementary school","","","",""
"2","1985","secondary school degree","(1c) basic vocational qualification","","","",""
"2","1985","secondary school degree","(2b) intermediate general qualification","72","0.138680134158947","0.10750082772652","0.169859440591375"
"2","1985","secondary school degree","(2a) intermediate vocational","191","0.129993415820272","0.11198739950107","0.147999432139474"
"2","1985","secondary school degree","(2c_gen) general maturity certificate","","","",""
"2","1985","secondary school degree","(2c_voc) vocational maturity certificate","1","","",""
"2","1985","secondary school degree","(3a) lower tertiary education","4","","",""
"2","1985","secondary school degree","(3b) higher tertiary education","2","","",""
"2","1985","college entrance qualification","(0) in school","","","",""
"2","1985","college entrance qualification","(1a) inadequately completed","","","",""
"2","1985","college entrance qualification","(1b) general elementary school","","","",""
"2","1985","college entrance qualification","(1c) basic vocational qualification","","","",""
"2","1985","college entrance qualification","(2b) intermediate general qualification","","","",""
"2","1985","college entrance qualification","(2a) intermediate vocational","","","",""
"2","1985","college entrance qualification","(2c_gen) general maturity certificate","61","0.195124541712375","0.149978203973333","0.240270879451418"
"2","1985","college entrance qualification","(2c_voc) vocational maturity certificate","50","0.142039818715831","0.103610995922396","0.180468641509265"
"2","1985","college entrance qualification","(3a) lower tertiary education","28","","",""
"2","1985","college entrance qualification","(3b) higher tertiary education","67","0.134718569454201","0.10256001150714","0.166877127401262"
"2","1985","Other degree","(0) in school","","","",""
"2","1985","Other degree","(1a) inadequately completed","","","",""
"2","1985","Other degree","(1b) general elementary school","142","0.235549909755531","0.202175136014147","0.268924683496915"
"2","1985","Other degree","(1c) basic vocational qualification","80","0.181939980985539","0.143353148001227","0.220526813969851"
"2","1985","Other degree","(2b) intermediate general qualification","","","",""
"2","1985","Other degree","(2a) intermediate vocational","","","",""
"2","1985","Other degree","(2c_gen) general maturity certificate","17","","",""
"2","1985","Other degree","(2c_voc) vocational maturity certificate","26","","",""
"2","1985","Other degree","(3a) lower tertiary education","1","","",""
"2","1985","Other degree","(3b) higher tertiary education","13","","",""
"2","1985","no degree/no degree yet","(0) in school","24","","",""
"2","1985","no degree/no degree yet","(1a) inadequately completed","193","0.184372383787477","0.159079513761135","0.209665253813819"
"2","1985","no degree/no degree yet","(1b) general elementary school","","","",""
"2","1985","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"2","1985","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"2","1985","no degree/no degree yet","(2a) intermediate vocational","","","",""
"2","1985","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"2","1985","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"2","1985","no degree/no degree yet","(3a) lower tertiary education","","","",""
"2","1985","no degree/no degree yet","(3b) higher tertiary education","","","",""
"3","1985","lower secondary degree","(0) in school","","","",""
"3","1985","lower secondary degree","(1a) inadequately completed","","","",""
"3","1985","lower secondary degree","(1b) general elementary school","1577","0.810311260802749","0.793090228827758","0.82753229277774"
"3","1985","lower secondary degree","(1c) basic vocational qualification","2685","0.79358990059967","0.780061118794049","0.807118682405291"
"3","1985","lower secondary degree","(2b) intermediate general qualification","","","",""
"3","1985","lower secondary degree","(2a) intermediate vocational","","","",""
"3","1985","lower secondary degree","(2c_gen) general maturity certificate","5","","",""
"3","1985","lower secondary degree","(2c_voc) vocational maturity certificate","4","","",""
"3","1985","lower secondary degree","(3a) lower tertiary education","14","","",""
"3","1985","lower secondary degree","(3b) higher tertiary education","4","","",""
"3","1985","secondary school degree","(0) in school","","","",""
"3","1985","secondary school degree","(1a) inadequately completed","","","",""
"3","1985","secondary school degree","(1b) general elementary school","","","",""
"3","1985","secondary school degree","(1c) basic vocational qualification","","","",""
"3","1985","secondary school degree","(2b) intermediate general qualification","357","0.763895800523146","0.725582813824786","0.802208787221506"
"3","1985","secondary school degree","(2a) intermediate vocational","990","0.750230724675374","0.727053436436979","0.773408012913768"
"3","1985","secondary school degree","(2c_gen) general maturity certificate","","","",""
"3","1985","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"3","1985","secondary school degree","(3a) lower tertiary education","36","0.753576518476549","0.631668521516499","0.8754845154366"
"3","1985","secondary school degree","(3b) higher tertiary education","9","","",""
"3","1985","college entrance qualification","(0) in school","","","",""
"3","1985","college entrance qualification","(1a) inadequately completed","","","",""
"3","1985","college entrance qualification","(1b) general elementary school","","","",""
"3","1985","college entrance qualification","(1c) basic vocational qualification","","","",""
"3","1985","college entrance qualification","(2b) intermediate general qualification","","","",""
"3","1985","college entrance qualification","(2a) intermediate vocational","","","",""
"3","1985","college entrance qualification","(2c_gen) general maturity certificate","206","0.709012729844251","0.657267985329999","0.760757474358503"
"3","1985","college entrance qualification","(2c_voc) vocational maturity certificate","227","0.721187224926948","0.671824536223894","0.770549913630001"
"3","1985","college entrance qualification","(3a) lower tertiary education","134","0.756201491694727","0.693124296049948","0.819278687339505"
"3","1985","college entrance qualification","(3b) higher tertiary education","312","0.725995294366542","0.683985548303345","0.768005040429738"
"3","1985","Other degree","(0) in school","","","",""
"3","1985","Other degree","(1a) inadequately completed","","","",""
"3","1985","Other degree","(1b) general elementary school","410","0.646480507284743","0.608880607198469","0.684080407371017"
"3","1985","Other degree","(1c) basic vocational qualification","267","0.689417092387491","0.643135075361021","0.735699109413961"
"3","1985","Other degree","(2b) intermediate general qualification","","","",""
"3","1985","Other degree","(2a) intermediate vocational","","","",""
"3","1985","Other degree","(2c_gen) general maturity certificate","46","0.610497408903904","0.497070524075976","0.723924293731831"
"3","1985","Other degree","(2c_voc) vocational maturity certificate","52","0.610871822504035","0.508422320606718","0.713321324401351"
"3","1985","Other degree","(3a) lower tertiary education","2","","",""
"3","1985","Other degree","(3b) higher tertiary education","30","0.555496827930029","0.417762779548433","0.693230876311624"
"3","1985","no degree/no degree yet","(0) in school","149","0.823282872765011","0.768467107608024","0.878098637921998"
"3","1985","no degree/no degree yet","(1a) inadequately completed","630","0.71045420878021","0.680871980111804","0.740036437448616"
"3","1985","no degree/no degree yet","(1b) general elementary school","","","",""
"3","1985","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"3","1985","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"3","1985","no degree/no degree yet","(2a) intermediate vocational","","","",""
"3","1985","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"3","1985","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"3","1985","no degree/no degree yet","(3a) lower tertiary education","","","",""
"3","1985","no degree/no degree yet","(3b) higher tertiary education","1","","",""
