"hlf0071_h","year","migback","sampreg","n","percent","lower_confidence","upper_confidence"
"Much too small","1985","no migration background","East Germany","","","",""
"Much too small","1985","direct migration background","West Germany","210","0.0599152781098691","0.0513027200318499","0.0685278361878883"
"Much too small","1985","direct migration background","East Germany","","","",""
"Much too small","1985","indirect migration background","West Germany","9","","",""
"Much too small","1985","indirect migration background","East Germany","","","",""
"A little too small","1985","no migration background","West Germany","969","0.110805694313201","0.103909679038307","0.117701709588096"
"A little too small","1985","no migration background","East Germany","","","",""
"A little too small","1985","direct migration background","West Germany","657","0.208530917854545","0.193788046327475","0.223273789381616"
"A little too small","1985","direct migration background","East Germany","","","",""
"A little too small","1985","indirect migration background","West Germany","21","","",""
"A little too small","1985","indirect migration background","East Germany","","","",""
"Just right","1985","no migration background","West Germany","6160","0.782708089005646","0.773647831744315","0.791768346266978"
"Just right","1985","no migration background","East Germany","","","",""
"Just right","1985","direct migration background","West Germany","1976","0.691727737674989","0.674970026663774","0.708485448686204"
"Just right","1985","direct migration background","East Germany","","","",""
"Just right","1985","indirect migration background","West Germany","112","0.845986986168013","0.78703106955808","0.904942902777946"
"Just right","1985","indirect migration background","East Germany","","","",""
"A little too big","1985","no migration background","West Germany","575","0.0756815340482026","0.0698708853886602","0.0814921827077451"
"A little too big","1985","no migration background","East Germany","","","",""
"A little too big","1985","direct migration background","West Germany","59","0.0347258376831007","0.0280818077152136","0.0413698676509878"
"A little too big","1985","direct migration background","East Germany","","","",""
"A little too big","1985","indirect migration background","West Germany","2","","",""
"A little too big","1985","indirect migration background","East Germany","","","",""
"Much too big","1985","no migration background","West Germany","66","0.010024906130002","0.00783628226589106","0.0122135299941129"
"Much too big","1985","no migration background","East Germany","","","",""
"Much too big","1985","direct migration background","West Germany","15","","",""
"Much too big","1985","direct migration background","East Germany","","","",""
"Much too big","1985","indirect migration background","West Germany","","","",""
"Much too big","1985","indirect migration background","East Germany","","","",""
"Much too small","1986","no migration background","West Germany","27","","",""
"Much too small","1986","no migration background","East Germany","","","",""
"Much too small","1986","direct migration background","West Germany","21","","",""
"Much too small","1986","direct migration background","East Germany","","","",""
"Much too small","1986","indirect migration background","West Germany","2","","",""
"Much too small","1986","indirect migration background","East Germany","","","",""
"A little too small","1986","no migration background","West Germany","114","0.13892655816109","0.11560634735438","0.1622467689678"
"A little too small","1986","no migration background","East Germany","","","",""
"A little too small","1986","direct migration background","West Germany","70","0.158267113074068","0.122135483796231","0.194398742351905"
"A little too small","1986","direct migration background","East Germany","","","",""
"A little too small","1986","indirect migration background","West Germany","1","","",""
"A little too small","1986","indirect migration background","East Germany","","","",""
"Just right","1986","no migration background","West Germany","640","0.750712461354496","0.721544449097534","0.779880473611457"
"Just right","1986","no migration background","East Germany","","","",""
"Just right","1986","direct migration background","West Germany","286","0.749905723095559","0.707035053350531","0.792776392840588"
"Just right","1986","direct migration background","East Germany","","","",""
"Just right","1986","indirect migration background","West Germany","22","","",""
"Just right","1986","indirect migration background","East Germany","","","",""
"A little too big","1986","no migration background","West Germany","61","0.0742160726100748","0.0565425329365988","0.0918896122835508"
"A little too big","1986","no migration background","East Germany","","","",""
"A little too big","1986","direct migration background","West Germany","15","","",""
"A little too big","1986","direct migration background","East Germany","","","",""
"A little too big","1986","indirect migration background","West Germany","","","",""
"A little too big","1986","indirect migration background","East Germany","","","",""
"Much too big","1986","no migration background","West Germany","3","","",""
"Much too big","1986","no migration background","East Germany","","","",""
"Much too big","1986","direct migration background","West Germany","","","",""
"Much too big","1986","direct migration background","East Germany","","","",""
"Much too big","1986","indirect migration background","West Germany","","","",""
"Much too big","1986","indirect migration background","East Germany","","","",""
"Much too small","1987","no migration background","West Germany","25","","",""
"Much too small","1987","no migration background","East Germany","","","",""
"Much too small","1987","direct migration background","West Germany","18","","",""
"Much too small","1987","direct migration background","East Germany","","","",""
"Much too small","1987","indirect migration background","West Germany","1","","",""
"Much too small","1987","indirect migration background","East Germany","","","",""
"A little too small","1987","no migration background","West Germany","90","0.120731575397352","0.0962788609516411","0.145184289843063"
"A little too small","1987","no migration background","East Germany","","","",""
"A little too small","1987","direct migration background","West Germany","70","0.155243070315369","0.117677846892706","0.192808293738032"
"A little too small","1987","direct migration background","East Germany","","","",""
"A little too small","1987","indirect migration background","West Germany","4","","",""
"A little too small","1987","indirect migration background","East Germany","","","",""
"Just right","1987","no migration background","West Germany","516","0.766887577116735","0.73515506429796","0.79862008993551"
"Just right","1987","no migration background","East Germany","","","",""
"Just right","1987","direct migration background","West Germany","256","0.75249569647063","0.707728760494455","0.797262632446805"
"Just right","1987","direct migration background","East Germany","","","",""
"Just right","1987","indirect migration background","West Germany","20","","",""
"Just right","1987","indirect migration background","East Germany","","","",""
"A little too big","1987","no migration background","West Germany","47","0.0737905847078033","0.0541700438353758","0.0934111255802309"
"A little too big","1987","no migration background","East Germany","","","",""
"A little too big","1987","direct migration background","West Germany","10","","",""
"A little too big","1987","direct migration background","East Germany","","","",""
"A little too big","1987","indirect migration background","West Germany","","","",""
"A little too big","1987","indirect migration background","East Germany","","","",""
"Much too big","1987","no migration background","West Germany","4","","",""
"Much too big","1987","no migration background","East Germany","","","",""
"Much too big","1987","direct migration background","West Germany","3","","",""
"Much too big","1987","direct migration background","East Germany","","","",""
"Much too big","1987","indirect migration background","West Germany","","","",""
"Much too big","1987","indirect migration background","East Germany","","","",""
"Much too small","1988","no migration background","West Germany","22","","",""
"Much too small","1988","no migration background","East Germany","","","",""
"Much too small","1988","direct migration background","West Germany","16","","",""
"Much too small","1988","direct migration background","East Germany","","","",""
"Much too small","1988","indirect migration background","West Germany","","","",""
"Much too small","1988","indirect migration background","East Germany","","","",""
"A little too small","1988","no migration background","West Germany","99","0.165810007566504","0.137585717205701","0.194034297927306"
"A little too small","1988","no migration background","East Germany","","","",""
"A little too small","1988","direct migration background","West Germany","68","0.194832543872605","0.15241948996794","0.23724559777727"
"A little too small","1988","direct migration background","East Germany","","","",""
"A little too small","1988","indirect migration background","West Germany","3","","",""
"A little too small","1988","indirect migration background","East Germany","","","",""
"Just right","1988","no migration background","West Germany","500","0.740585026526076","0.707321356977599","0.773848696074553"
"Just right","1988","no migration background","East Germany","","","",""
"Just right","1988","direct migration background","West Germany","237","0.73274427549381","0.685356599233619","0.780131951754001"
"Just right","1988","direct migration background","East Germany","","","",""
"Just right","1988","indirect migration background","West Germany","14","","",""
"Just right","1988","indirect migration background","East Germany","","","",""
"A little too big","1988","no migration background","West Germany","43","0.0592769360080465","0.041356072027034","0.0771977999890589"
"A little too big","1988","no migration background","East Germany","","","",""
"A little too big","1988","direct migration background","West Germany","14","","",""
"A little too big","1988","direct migration background","East Germany","","","",""
"A little too big","1988","indirect migration background","West Germany","","","",""
"A little too big","1988","indirect migration background","East Germany","","","",""
"Much too big","1988","no migration background","West Germany","3","","",""
"Much too big","1988","no migration background","East Germany","","","",""
"Much too big","1988","direct migration background","West Germany","","","",""
"Much too big","1988","direct migration background","East Germany","","","",""
"Much too big","1988","indirect migration background","West Germany","","","",""
"Much too big","1988","indirect migration background","East Germany","","","",""
"Much too small","1989","no migration background","West Germany","31","0.0379231615003136","0.0234273570562147","0.0524189659444124"
"Much too small","1989","no migration background","East Germany","","","",""
"Much too small","1989","direct migration background","West Germany","9","","",""
"Much too small","1989","direct migration background","East Germany","","","",""
"Much too small","1989","indirect migration background","West Germany","","","",""
"Much too small","1989","indirect migration background","East Germany","","","",""
"A little too small","1989","no migration background","West Germany","91","0.129768590550984","0.104265821086007","0.155271360015961"
"A little too small","1989","no migration background","East Germany","","","",""
"A little too small","1989","direct migration background","West Germany","65","0.171211786256159","0.126112537638967","0.216311034873351"
"A little too small","1989","direct migration background","East Germany","","","",""
"A little too small","1989","indirect migration background","West Germany","5","","",""
"A little too small","1989","indirect migration background","East Germany","","","",""
"Just right","1989","no migration background","West Germany","491","0.752825633495173","0.720088994586587","0.785562272403758"
"Just right","1989","no migration background","East Germany","","","",""
"Just right","1989","direct migration background","West Germany","183","0.733151834675675","0.680196493858818","0.786107175492533"
"Just right","1989","direct migration background","East Germany","","","",""
"Just right","1989","indirect migration background","West Germany","20","","",""
"Just right","1989","indirect migration background","East Germany","","","",""
"A little too big","1989","no migration background","West Germany","49","0.0727996866722259","0.0530828738311261","0.0925164995133258"
"A little too big","1989","no migration background","East Germany","","","",""
"A little too big","1989","direct migration background","West Germany","11","","",""
"A little too big","1989","direct migration background","East Germany","","","",""
"A little too big","1989","indirect migration background","West Germany","","","",""
"A little too big","1989","indirect migration background","East Germany","","","",""
"Much too big","1989","no migration background","West Germany","5","","",""
"Much too big","1989","no migration background","East Germany","","","",""
"Much too big","1989","direct migration background","West Germany","","","",""
"Much too big","1989","direct migration background","East Germany","","","",""
"Much too big","1989","indirect migration background","West Germany","","","",""
"Much too big","1989","indirect migration background","East Germany","","","",""
"Much too small","1990","no migration background","West Germany","29","","",""
"Much too small","1990","no migration background","East Germany","337","0.0741049702601728","0.0662657184860877","0.081944222034258"
"Much too small","1990","direct migration background","West Germany","25","","",""
"Much too small","1990","direct migration background","East Germany","6","","",""
"Much too small","1990","indirect migration background","West Germany","2","","",""
"Much too small","1990","indirect migration background","East Germany","","","",""
"A little too small","1990","no migration background","West Germany","83","0.149728948333021","0.121250192067366","0.178207704598675"
"A little too small","1990","no migration background","East Germany","1081","0.231653317735784","0.219027255074599","0.24427938039697"
"A little too small","1990","direct migration background","West Germany","37","0.213671699111383","0.162134547816493","0.265208850406272"
"A little too small","1990","direct migration background","East Germany","21","","",""
"A little too small","1990","indirect migration background","West Germany","5","","",""
"A little too small","1990","indirect migration background","East Germany","1","","",""
"Just right","1990","no migration background","West Germany","458","0.74344383478128","0.708585651837282","0.778302017725277"
"Just right","1990","no migration background","East Germany","2686","0.644856882459315","0.630534890058984","0.659178874859645"
"Just right","1990","direct migration background","West Germany","169","0.589291645789388","0.527436353304162","0.651146938274614"
"Just right","1990","direct migration background","East Germany","106","0.72712383165103","0.654370340443535","0.799877322858525"
"Just right","1990","indirect migration background","West Germany","26","","",""
"Just right","1990","indirect migration background","East Germany","1","","",""
"A little too big","1990","no migration background","West Germany","30","0.0464153292002374","0.0296234313760699","0.063207227024405"
"A little too big","1990","no migration background","East Germany","157","0.0419118943265001","0.0359147922996953","0.047908996353305"
"A little too big","1990","direct migration background","West Germany","10","","",""
"A little too big","1990","direct migration background","East Germany","8","","",""
"A little too big","1990","indirect migration background","West Germany","","","",""
"A little too big","1990","indirect migration background","East Germany","","","",""
"Much too big","1990","no migration background","West Germany","3","","",""
"Much too big","1990","no migration background","East Germany","28","","",""
"Much too big","1990","direct migration background","West Germany","2","","",""
"Much too big","1990","direct migration background","East Germany","3","","",""
"Much too big","1990","indirect migration background","West Germany","","","",""
"Much too big","1990","indirect migration background","East Germany","","","",""
"Much too small","1991","no migration background","West Germany","140","0.0196602082215937","0.0162797429935828","0.0230406734496047"
"Much too small","1991","no migration background","East Germany","190","0.0420865553995699","0.0358564345847214","0.0483166762144184"
"Much too small","1991","direct migration background","West Germany","218","0.0592974503057087","0.0499338760112178","0.0686610246001995"
"Much too small","1991","direct migration background","East Germany","7","","",""
"Much too small","1991","indirect migration background","West Germany","22","","",""
"Much too small","1991","indirect migration background","East Germany","1","","",""
"A little too small","1991","no migration background","West Germany","1050","0.147601434609011","0.138964477847781","0.15623839137024"
"A little too small","1991","no migration background","East Germany","869","0.197061307049704","0.184718796246076","0.209403817853331"
"A little too small","1991","direct migration background","West Germany","561","0.201277355545301","0.185381169105704","0.217173541984898"
"A little too small","1991","direct migration background","East Germany","18","","",""
"A little too small","1991","indirect migration background","West Germany","85","0.256572308379458","0.210217460602004","0.302927156156912"
"A little too small","1991","indirect migration background","East Germany","1","","",""
"Just right","1991","no migration background","West Germany","4749","0.741876493540469","0.731220997196255","0.752531989884682"
"Just right","1991","no migration background","East Germany","2723","0.70210561216526","0.687915232142814","0.716295992187706"
"Just right","1991","direct migration background","West Germany","1614","0.706818087285647","0.688770468688843","0.724865705882452"
"Just right","1991","direct migration background","East Germany","105","0.728507996524024","0.655101547238015","0.801914445810033"
"Just right","1991","indirect migration background","West Germany","228","0.676527459738215","0.626875965197156","0.726178954279274"
"Just right","1991","indirect migration background","East Germany","1","","",""
"A little too big","1991","no migration background","West Germany","500","0.0835467494428895","0.0768090127071562","0.0902844861786227"
"A little too big","1991","no migration background","East Germany","183","0.0505400792690846","0.0437430690806896","0.0573370894574797"
"A little too big","1991","direct migration background","West Germany","45","0.0305291621730072","0.0237085664543272","0.0373497578916871"
"A little too big","1991","direct migration background","East Germany","10","","",""
"A little too big","1991","indirect migration background","West Germany","6","","",""
"A little too big","1991","indirect migration background","East Germany","","","",""
"Much too big","1991","no migration background","West Germany","40","0.00731511418603739","0.00524015116821541","0.00939007720385937"
"Much too big","1991","no migration background","East Germany","25","","",""
"Much too big","1991","direct migration background","West Germany","6","","",""
"Much too big","1991","direct migration background","East Germany","1","","",""
"Much too big","1991","indirect migration background","West Germany","","","",""
"Much too big","1991","indirect migration background","East Germany","","","",""
"Much too small","1992","no migration background","West Germany","187","0.0246389347275537","0.020861563900875","0.0284163055542323"
"Much too small","1992","no migration background","East Germany","147","0.0316207942218105","0.026069475971751","0.03717211247187"
"Much too small","1992","direct migration background","West Germany","220","0.0532599389805227","0.0441675573421235","0.0623523206189219"
"Much too small","1992","direct migration background","East Germany","4","","",""
"Much too small","1992","indirect migration background","West Germany","41","0.0847365681823042","0.0569905223323927","0.112482614032216"
"Much too small","1992","indirect migration background","East Germany","1","","",""
"A little too small","1992","no migration background","West Germany","1047","0.145395735622734","0.136806504026675","0.153984967218793"
"A little too small","1992","no migration background","East Germany","839","0.192573832673046","0.180064416014588","0.205083249331504"
"A little too small","1992","direct migration background","West Germany","562","0.208490279721379","0.192041526724465","0.224939032718294"
"A little too small","1992","direct migration background","East Germany","20","","",""
"A little too small","1992","indirect migration background","West Germany","92","0.224714991292969","0.18312974051769","0.266300242068249"
"A little too small","1992","indirect migration background","East Germany","4","","",""
"Just right","1992","no migration background","West Germany","4726","0.740615671200635","0.729935843006761","0.751295499394509"
"Just right","1992","no migration background","East Germany","2552","0.695979362337247","0.681386626367522","0.710572098306972"
"Just right","1992","direct migration background","West Germany","1513","0.707878846643111","0.689465915996796","0.726291777289427"
"Just right","1992","direct migration background","East Germany","105","0.697775242249331","0.623285844963052","0.77226463953561"
"Just right","1992","indirect migration background","West Germany","245","0.674499442761045","0.62781638720058","0.721182498321509"
"Just right","1992","indirect migration background","East Germany","4","","",""
"A little too big","1992","no migration background","West Germany","472","0.0822239305732133","0.0755302739121513","0.0889175872342752"
"A little too big","1992","no migration background","East Germany","263","0.0753375096320402","0.0669644485139392","0.0837105707501413"
"A little too big","1992","direct migration background","West Germany","47","0.0301681956307104","0.0232421583383981","0.0370942329230227"
"A little too big","1992","direct migration background","East Germany","16","","",""
"A little too big","1992","indirect migration background","West Germany","8","","",""
"A little too big","1992","indirect migration background","East Germany","1","","",""
"Much too big","1992","no migration background","West Germany","38","0.00712572787586399","0.005076181754355","0.00917527399737297"
"Much too big","1992","no migration background","East Germany","16","","",""
"Much too big","1992","direct migration background","West Germany","1","","",""
"Much too big","1992","direct migration background","East Germany","1","","",""
"Much too big","1992","indirect migration background","West Germany","1","","",""
"Much too big","1992","indirect migration background","East Germany","","","",""
"Much too small","1993","no migration background","West Germany","167","0.0215065832964539","0.0179494813582949","0.0250636852346129"
"Much too small","1993","no migration background","East Germany","107","0.0283309065396154","0.0229461057703358","0.0337157073088949"
"Much too small","1993","direct migration background","West Germany","227","0.0598390279361945","0.0501853881174273","0.0694926677549618"
"Much too small","1993","direct migration background","East Germany","3","","",""
"Much too small","1993","indirect migration background","West Germany","45","0.0622164187967226","0.0400946846348693","0.0843381529585758"
"Much too small","1993","indirect migration background","East Germany","2","","",""
"A little too small","1993","no migration background","West Germany","1052","0.150549851654292","0.14178103961178","0.159318663696804"
"A little too small","1993","no migration background","East Germany","790","0.190942262519565","0.178186071931323","0.203698453107807"
"A little too small","1993","direct migration background","West Germany","541","0.227660656560637","0.210594104573064","0.244727208548209"
"A little too small","1993","direct migration background","East Germany","18","","",""
"A little too small","1993","indirect migration background","West Germany","100","0.190108179866664","0.154172219114876","0.226044140618452"
"A little too small","1993","indirect migration background","East Germany","3","","",""
"Just right","1993","no migration background","West Germany","4641","0.737088509856335","0.726294165939963","0.747882853772706"
"Just right","1993","no migration background","East Germany","2495","0.702707393894785","0.687873351187249","0.71754143660232"
"Just right","1993","direct migration background","West Germany","1472","0.673558336856733","0.654473514776183","0.692643158937283"
"Just right","1993","direct migration background","East Germany","90","0.654551948965949","0.574040225132098","0.7350636727998"
"Just right","1993","indirect migration background","West Germany","294","0.702723907484149","0.660865017410655","0.744582797557644"
"Just right","1993","indirect migration background","East Germany","8","","",""
"A little too big","1993","no migration background","West Germany","494","0.0849790117526801","0.07814142242696","0.0918166010784001"
"A little too big","1993","no migration background","East Germany","235","0.0704696893461146","0.0621632831323725","0.0787760955598566"
"A little too big","1993","direct migration background","West Germany","79","0.0389419786464355","0.031068230343107","0.0468157269497639"
"A little too big","1993","direct migration background","East Germany","21","","",""
"A little too big","1993","indirect migration background","West Germany","17","","",""
"A little too big","1993","indirect migration background","East Germany","1","","",""
"Much too big","1993","no migration background","West Germany","35","0.00587604344023933","0.00400193629851429","0.00775015058196437"
"Much too big","1993","no migration background","East Germany","20","","",""
"Much too big","1993","direct migration background","West Germany","","","",""
"Much too big","1993","direct migration background","East Germany","2","","",""
"Much too big","1993","indirect migration background","West Germany","2","","",""
"Much too big","1993","indirect migration background","East Germany","","","",""
"Much too small","1994","no migration background","West Germany","149","0.0177543028925171","0.0144962293675267","0.0210123764175075"
"Much too small","1994","no migration background","East Germany","134","0.032831132198883","0.0269988701013004","0.0386633942964656"
"Much too small","1994","direct migration background","West Germany","190","0.0645868459815193","0.0541753404984036","0.0749983514646351"
"Much too small","1994","direct migration background","East Germany","3","","",""
"Much too small","1994","indirect migration background","West Germany","40","0.0646824674452436","0.042445682857241","0.0869192520332461"
"Much too small","1994","indirect migration background","East Germany","2","","",""
"A little too small","1994","no migration background","West Germany","984","0.142059656657931","0.133446488494648","0.150672824821214"
"A little too small","1994","no migration background","East Germany","749","0.190483083420064","0.177630686806684","0.203335480033444"
"A little too small","1994","direct migration background","West Germany","456","0.206546150416704","0.189398321351847","0.223693979481561"
"A little too small","1994","direct migration background","East Germany","15","","",""
"A little too small","1994","indirect migration background","West Germany","110","0.239684534710726","0.201090864570444","0.278278204851009"
"A little too small","1994","indirect migration background","East Germany","5","","",""
"Just right","1994","no migration background","West Germany","4621","0.740735142834142","0.729923235815212","0.751547049853072"
"Just right","1994","no migration background","East Germany","2431","0.694451687344635","0.679375070008801","0.709528304680469"
"Just right","1994","direct migration background","West Germany","1421","0.671991914419606","0.652105153352416","0.691878675486797"
"Just right","1994","direct migration background","East Germany","106","0.715343071122626","0.641122894069656","0.789563248175597"
"Just right","1994","indirect migration background","West Germany","301","0.629501747582791","0.58584104560605","0.673162449559531"
"Just right","1994","indirect migration background","East Germany","7","","",""
"A little too big","1994","no migration background","West Germany","518","0.0924917658035625","0.0853439093292869","0.099639622277838"
"A little too big","1994","no migration background","East Germany","238","0.0728614174144808","0.0643546593117044","0.0813681755172571"
"A little too big","1994","direct migration background","West Germany","70","0.0542095810280954","0.0446183304396327","0.063800831616558"
"A little too big","1994","direct migration background","East Germany","16","","",""
"A little too big","1994","indirect migration background","West Germany","18","","",""
"A little too big","1994","indirect migration background","East Germany","2","","",""
"Much too big","1994","no migration background","West Germany","39","0.00695913181184731","0.00490815810315848","0.00901010552053614"
"Much too big","1994","no migration background","East Germany","34","0.00937267962193685","0.00621890985859295","0.0125264493852807"
"Much too big","1994","direct migration background","West Germany","4","","",""
"Much too big","1994","direct migration background","East Germany","2","","",""
"Much too big","1994","indirect migration background","West Germany","1","","",""
"Much too big","1994","indirect migration background","East Germany","","","",""
"Much too small","1995","no migration background","West Germany","140","0.0171788047573829","0.0139963945540986","0.0203612149606673"
"Much too small","1995","no migration background","East Germany","118","0.0268858838324553","0.0215545483990367","0.0322172192658738"
"Much too small","1995","direct migration background","West Germany","206","0.0672188803617916","0.0576050512984011","0.0768327094251821"
"Much too small","1995","direct migration background","East Germany","1","","",""
"Much too small","1995","indirect migration background","West Germany","22","","",""
"Much too small","1995","indirect migration background","East Germany","1","","",""
"A little too small","1995","no migration background","West Germany","958","0.137329856567654","0.128899861967749","0.145759851167558"
"A little too small","1995","no migration background","East Germany","690","0.185118699962899","0.172317099035111","0.197920300890687"
"A little too small","1995","direct migration background","West Germany","608","0.218983988882709","0.203105943639662","0.234862034125756"
"A little too small","1995","direct migration background","East Germany","16","","",""
"A little too small","1995","indirect migration background","West Germany","116","0.212260428533104","0.175717663755817","0.248803193310391"
"A little too small","1995","indirect migration background","East Germany","3","","",""
"Just right","1995","no migration background","West Germany","4676","0.733098702068196","0.722264947378406","0.743932456757986"
"Just right","1995","no migration background","East Germany","2444","0.701605696669272","0.686524570266127","0.716686823072416"
"Just right","1995","direct migration background","West Germany","1706","0.666662983148117","0.648563931130348","0.684762035165887"
"Just right","1995","direct migration background","East Germany","103","0.71075482102535","0.635915212639152","0.785594429411548"
"Just right","1995","indirect migration background","West Germany","331","0.707136615923032","0.666467966133083","0.747805265712981"
"Just right","1995","indirect migration background","East Germany","10","","",""
"A little too big","1995","no migration background","West Germany","585","0.103502702973796","0.0960421199550195","0.110963285992573"
"A little too big","1995","no migration background","East Germany","265","0.0809610282315825","0.0719702572652593","0.0899517991979056"
"A little too big","1995","direct migration background","West Germany","79","0.0418199179174597","0.0341343486197031","0.0495054872152162"
"A little too big","1995","direct migration background","East Germany","19","","",""
"A little too big","1995","indirect migration background","West Germany","12","","",""
"A little too big","1995","indirect migration background","East Germany","2","","",""
"Much too big","1995","no migration background","West Germany","45","0.00888993363297153","0.00659096718862846","0.0111889000773146"
"Much too big","1995","no migration background","East Germany","19","","",""
"Much too big","1995","direct migration background","West Germany","7","","",""
"Much too big","1995","direct migration background","East Germany","2","","",""
"Much too big","1995","indirect migration background","West Germany","","","",""
"Much too big","1995","indirect migration background","East Germany","","","",""
"Much too small","1996","no migration background","West Germany","119","0.0135808181710095","0.010734479533892","0.016427156808127"
"Much too small","1996","no migration background","East Germany","110","0.0277762051194869","0.0223405454846177","0.0332118647543561"
"Much too small","1996","direct migration background","West Germany","161","0.04700225252712","0.0386131803279486","0.0553913247262914"
"Much too small","1996","direct migration background","East Germany","4","","",""
"Much too small","1996","indirect migration background","West Germany","34","0.0490842660810091","0.0305508700085051","0.0676176621535132"
"Much too small","1996","indirect migration background","East Germany","1","","",""
"A little too small","1996","no migration background","West Germany","989","0.141720968264816","0.133144190580445","0.150297745949186"
"A little too small","1996","no migration background","East Germany","679","0.181953925956992","0.16919240982023","0.194715442093755"
"A little too small","1996","direct migration background","West Germany","516","0.195382209816488","0.179666066401412","0.211098353231564"
"A little too small","1996","direct migration background","East Germany","27","","",""
"A little too small","1996","indirect migration background","West Germany","114","0.216687185584666","0.181344701621732","0.252029669547599"
"A little too small","1996","indirect migration background","East Germany","7","","",""
"Just right","1996","no migration background","West Germany","4566","0.72213562555809","0.711119759010003","0.733151492106178"
"Just right","1996","no migration background","East Germany","2470","0.71117523915801","0.696183976919716","0.726166501396304"
"Just right","1996","direct migration background","West Germany","1674","0.692349662850901","0.674056024066857","0.710643301634946"
"Just right","1996","direct migration background","East Germany","94","0.647503080296903","0.568365520315049","0.726640640278757"
"Just right","1996","indirect migration background","West Germany","359","0.692866701359316","0.653293504400835","0.732439898317798"
"Just right","1996","indirect migration background","East Germany","9","","",""
"A little too big","1996","no migration background","West Germany","631","0.113563966676262","0.105761411941049","0.121366521411475"
"A little too big","1996","no migration background","East Germany","234","0.0748701928550136","0.0661647977048165","0.0835755880052107"
"A little too big","1996","direct migration background","West Germany","91","0.0645677611524828","0.0548263316961847","0.074309190608781"
"A little too big","1996","direct migration background","East Germany","14","","",""
"A little too big","1996","indirect migration background","West Germany","15","","",""
"A little too big","1996","indirect migration background","East Germany","3","","",""
"Much too big","1996","no migration background","West Germany","47","0.00899862132982297","0.00667632324513398","0.011320919414512"
"Much too big","1996","no migration background","East Germany","18","","",""
"Much too big","1996","direct migration background","West Germany","3","","",""
"Much too big","1996","direct migration background","East Germany","1","","",""
"Much too big","1996","indirect migration background","West Germany","","","",""
"Much too big","1996","indirect migration background","East Germany","","","",""
"Much too small","1997","no migration background","West Germany","108","0.0126695861216861","0.00990867478248535","0.0154304974608868"
"Much too small","1997","no migration background","East Germany","83","0.0221101566356007","0.0172289715345537","0.0269913417366477"
"Much too small","1997","direct migration background","West Germany","116","0.0401075600734815","0.03214398231636","0.0480711378306029"
"Much too small","1997","direct migration background","East Germany","4","","",""
"Much too small","1997","indirect migration background","West Germany","35","0.0474680916026599","0.0295830963782259","0.0653530868270938"
"Much too small","1997","indirect migration background","East Germany","","","",""
"A little too small","1997","no migration background","West Germany","962","0.144882681762934","0.136193856210664","0.153571507315205"
"A little too small","1997","no migration background","East Germany","630","0.176045484887473","0.163402533615221","0.188688436159724"
"A little too small","1997","direct migration background","West Germany","526","0.226522659225709","0.209533830368351","0.243511488083067"
"A little too small","1997","direct migration background","East Germany","17","","",""
"A little too small","1997","indirect migration background","West Germany","107","0.171329483452795","0.139637080245307","0.203021886660284"
"A little too small","1997","indirect migration background","East Germany","9","","",""
"Just right","1997","no migration background","West Germany","4629","0.726711583922105","0.71571059716053","0.73771257068368"
"Just right","1997","no migration background","East Germany","2514","0.712936096169849","0.697918549343528","0.727953642996171"
