"hlf0071_h","year","bula_h","pgcasmin","n","percent","lower_confidence","upper_confidence"
"3","1984","Bavaria","(2b) intermediate general qualification","72","0.743849869227392","0.655608121606651","0.832091616848132"
"3","1984","Bavaria","(2a) intermediate vocational","210","0.766693497480216","0.716797252704165","0.816589742256266"
"3","1984","Bavaria","(2c_gen) general maturity certificate","35","0.619499452165339","0.494550620167658","0.744448284163019"
"3","1984","Bavaria","(2c_voc) vocational maturity certificate","65","0.822595349421578","0.739403418084009","0.905787280759147"
"3","1984","Bavaria","(3a) lower tertiary education","40","0.730440655760951","0.613170794671826","0.847710516850075"
"3","1984","Bavaria","(3b) higher tertiary education","65","0.645616739940974","0.552790235644782","0.738443244237166"
"3","1984","Berlin","(0) in school","6","","",""
"3","1984","Berlin","(1a) inadequately completed","19","","",""
"3","1984","Berlin","(1b) general elementary school","58","0.734494814781802","0.644257731756163","0.824731897807441"
"3","1984","Berlin","(1c) basic vocational qualification","84","0.758602200846863","0.682037045097543","0.835167356596183"
"3","1984","Berlin","(2b) intermediate general qualification","7","","",""
"3","1984","Berlin","(2a) intermediate vocational","44","0.67625868228695","0.564220467112935","0.788296897460965"
"3","1984","Berlin","(2c_gen) general maturity certificate","6","","",""
"3","1984","Berlin","(2c_voc) vocational maturity certificate","12","","",""
"3","1984","Berlin","(3a) lower tertiary education","5","","",""
"3","1984","Berlin","(3b) higher tertiary education","16","","",""
"3","1984","Brandenburg","(0) in school","","","",""
"3","1984","Brandenburg","(1a) inadequately completed","","","",""
"3","1984","Brandenburg","(1b) general elementary school","","","",""
"3","1984","Brandenburg","(1c) basic vocational qualification","","","",""
"3","1984","Brandenburg","(2b) intermediate general qualification","","","",""
"3","1984","Brandenburg","(2a) intermediate vocational","","","",""
"3","1984","Brandenburg","(2c_gen) general maturity certificate","","","",""
"3","1984","Brandenburg","(2c_voc) vocational maturity certificate","","","",""
"3","1984","Brandenburg","(3a) lower tertiary education","","","",""
"3","1984","Brandenburg","(3b) higher tertiary education","","","",""
"3","1984","Mecklenburg-Western Pomerania","(0) in school","","","",""
"3","1984","Mecklenburg-Western Pomerania","(1a) inadequately completed","","","",""
"3","1984","Mecklenburg-Western Pomerania","(1b) general elementary school","","","",""
"3","1984","Mecklenburg-Western Pomerania","(1c) basic vocational qualification","","","",""
"3","1984","Mecklenburg-Western Pomerania","(2b) intermediate general qualification","","","",""
"3","1984","Mecklenburg-Western Pomerania","(2a) intermediate vocational","","","",""
"3","1984","Mecklenburg-Western Pomerania","(2c_gen) general maturity certificate","","","",""
"3","1984","Mecklenburg-Western Pomerania","(2c_voc) vocational maturity certificate","","","",""
"3","1984","Mecklenburg-Western Pomerania","(3a) lower tertiary education","","","",""
"3","1984","Mecklenburg-Western Pomerania","(3b) higher tertiary education","","","",""
"3","1984","Saxony","(0) in school","","","",""
"3","1984","Saxony","(1a) inadequately completed","","","",""
"3","1984","Saxony","(1b) general elementary school","","","",""
"3","1984","Saxony","(1c) basic vocational qualification","","","",""
"3","1984","Saxony","(2b) intermediate general qualification","","","",""
"3","1984","Saxony","(2a) intermediate vocational","","","",""
"3","1984","Saxony","(2c_gen) general maturity certificate","","","",""
"3","1984","Saxony","(2c_voc) vocational maturity certificate","","","",""
"3","1984","Saxony","(3a) lower tertiary education","","","",""
"3","1984","Saxony","(3b) higher tertiary education","","","",""
"3","1984","Saxony-Anhalt","(0) in school","","","",""
"3","1984","Saxony-Anhalt","(1a) inadequately completed","","","",""
"3","1984","Saxony-Anhalt","(1b) general elementary school","","","",""
"3","1984","Saxony-Anhalt","(1c) basic vocational qualification","","","",""
"3","1984","Saxony-Anhalt","(2b) intermediate general qualification","","","",""
"3","1984","Saxony-Anhalt","(2a) intermediate vocational","","","",""
"3","1984","Saxony-Anhalt","(2c_gen) general maturity certificate","","","",""
"3","1984","Saxony-Anhalt","(2c_voc) vocational maturity certificate","","","",""
"3","1984","Saxony-Anhalt","(3a) lower tertiary education","","","",""
"3","1984","Saxony-Anhalt","(3b) higher tertiary education","","","",""
"3","1984","Thuringia","(0) in school","","","",""
"3","1984","Thuringia","(1a) inadequately completed","","","",""
"3","1984","Thuringia","(1b) general elementary school","","","",""
"3","1984","Thuringia","(1c) basic vocational qualification","","","",""
"3","1984","Thuringia","(2b) intermediate general qualification","","","",""
"3","1984","Thuringia","(2a) intermediate vocational","","","",""
"3","1984","Thuringia","(2c_gen) general maturity certificate","","","",""
"3","1984","Thuringia","(2c_voc) vocational maturity certificate","","","",""
"3","1984","Thuringia","(3a) lower tertiary education","","","",""
"3","1984","Thuringia","(3b) higher tertiary education","","","",""
"4","1984","Schleswig-Holstein","(0) in school","","","",""
"4","1984","Schleswig-Holstein","(1a) inadequately completed","3","","",""
"4","1984","Schleswig-Holstein","(1b) general elementary school","10","","",""
"4","1984","Schleswig-Holstein","(1c) basic vocational qualification","15","","",""
"4","1984","Schleswig-Holstein","(2b) intermediate general qualification","","","",""
"4","1984","Schleswig-Holstein","(2a) intermediate vocational","9","","",""
"4","1984","Schleswig-Holstein","(2c_gen) general maturity certificate","2","","",""
"4","1984","Schleswig-Holstein","(2c_voc) vocational maturity certificate","1","","",""
"4","1984","Schleswig-Holstein","(3a) lower tertiary education","1","","",""
"4","1984","Schleswig-Holstein","(3b) higher tertiary education","1","","",""
"4","1984","Hamburg","(0) in school","","","",""
"4","1984","Hamburg","(1a) inadequately completed","1","","",""
"4","1984","Hamburg","(1b) general elementary school","1","","",""
"4","1984","Hamburg","(1c) basic vocational qualification","4","","",""
"4","1984","Hamburg","(2b) intermediate general qualification","","","",""
"4","1984","Hamburg","(2a) intermediate vocational","5","","",""
"4","1984","Hamburg","(2c_gen) general maturity certificate","","","",""
"4","1984","Hamburg","(2c_voc) vocational maturity certificate","1","","",""
"4","1984","Hamburg","(3a) lower tertiary education","","","",""
"4","1984","Hamburg","(3b) higher tertiary education","","","",""
"4","1984","Lower Saxony","(0) in school","1","","",""
"4","1984","Lower Saxony","(1a) inadequately completed","1","","",""
"4","1984","Lower Saxony","(1b) general elementary school","17","","",""
"4","1984","Lower Saxony","(1c) basic vocational qualification","32","0.070250200885171","0.046424604072807","0.094075797697535"
"4","1984","Lower Saxony","(2b) intermediate general qualification","6","","",""
"4","1984","Lower Saxony","(2a) intermediate vocational","14","","",""
"4","1984","Lower Saxony","(2c_gen) general maturity certificate","2","","",""
"4","1984","Lower Saxony","(2c_voc) vocational maturity certificate","4","","",""
"4","1984","Lower Saxony","(3a) lower tertiary education","2","","",""
"4","1984","Lower Saxony","(3b) higher tertiary education","3","","",""
"4","1984","Bremen","(0) in school","","","",""
"4","1984","Bremen","(1a) inadequately completed","","","",""
"4","1984","Bremen","(1b) general elementary school","1","","",""
"4","1984","Bremen","(1c) basic vocational qualification","5","","",""
"4","1984","Bremen","(2b) intermediate general qualification","1","","",""
"4","1984","Bremen","(2a) intermediate vocational","","","",""
"4","1984","Bremen","(2c_gen) general maturity certificate","","","",""
"4","1984","Bremen","(2c_voc) vocational maturity certificate","1","","",""
"4","1984","Bremen","(3a) lower tertiary education","","","",""
"4","1984","Bremen","(3b) higher tertiary education","","","",""
"4","1984","North Rhine-Westphalia","(0) in school","3","","",""
"4","1984","North Rhine-Westphalia","(1a) inadequately completed","10","","",""
"4","1984","North Rhine-Westphalia","(1b) general elementary school","31","0.0556107118933499","0.0391436401824229","0.0720777836042769"
"4","1984","North Rhine-Westphalia","(1c) basic vocational qualification","68","0.0679460874519923","0.0533249990213898","0.0825671758825949"
"4","1984","North Rhine-Westphalia","(2b) intermediate general qualification","11","","",""
"4","1984","North Rhine-Westphalia","(2a) intermediate vocational","18","","",""
"4","1984","North Rhine-Westphalia","(2c_gen) general maturity certificate","3","","",""
"4","1984","North Rhine-Westphalia","(2c_voc) vocational maturity certificate","15","","",""
"4","1984","North Rhine-Westphalia","(3a) lower tertiary education","6","","",""
"4","1984","North Rhine-Westphalia","(3b) higher tertiary education","10","","",""
"4","1984","Hesse","(0) in school","","","",""
"4","1984","Hesse","(1a) inadequately completed","6","","",""
"4","1984","Hesse","(1b) general elementary school","15","","",""
"4","1984","Hesse","(1c) basic vocational qualification","18","","",""
"4","1984","Hesse","(2b) intermediate general qualification","1","","",""
"4","1984","Hesse","(2a) intermediate vocational","8","","",""
"4","1984","Hesse","(2c_gen) general maturity certificate","3","","",""
"4","1984","Hesse","(2c_voc) vocational maturity certificate","3","","",""
"4","1984","Hesse","(3a) lower tertiary education","3","","",""
"4","1984","Hesse","(3b) higher tertiary education","1","","",""
"4","1984","Rhineland-Palatinate,Saarland","(0) in school","1","","",""
"4","1984","Rhineland-Palatinate,Saarland","(1a) inadequately completed","5","","",""
"4","1984","Rhineland-Palatinate,Saarland","(1b) general elementary school","29","","",""
"4","1984","Rhineland-Palatinate,Saarland","(1c) basic vocational qualification","27","","",""
"4","1984","Rhineland-Palatinate,Saarland","(2b) intermediate general qualification","4","","",""
"4","1984","Rhineland-Palatinate,Saarland","(2a) intermediate vocational","8","","",""
"4","1984","Rhineland-Palatinate,Saarland","(2c_gen) general maturity certificate","","","",""
"4","1984","Rhineland-Palatinate,Saarland","(2c_voc) vocational maturity certificate","2","","",""
"4","1984","Rhineland-Palatinate,Saarland","(3a) lower tertiary education","1","","",""
"4","1984","Rhineland-Palatinate,Saarland","(3b) higher tertiary education","1","","",""
"4","1984","Baden-Württemberg","(0) in school","1","","",""
"4","1984","Baden-Württemberg","(1a) inadequately completed","3","","",""
"4","1984","Baden-Württemberg","(1b) general elementary school","26","","",""
"4","1984","Baden-Württemberg","(1c) basic vocational qualification","33","0.0554325932855075","0.0388900036093693","0.0719751829616458"
"4","1984","Baden-Württemberg","(2b) intermediate general qualification","5","","",""
"4","1984","Baden-Württemberg","(2a) intermediate vocational","11","","",""
"4","1984","Baden-Württemberg","(2c_gen) general maturity certificate","2","","",""
"4","1984","Baden-Württemberg","(2c_voc) vocational maturity certificate","4","","",""
"4","1984","Baden-Württemberg","(3a) lower tertiary education","1","","",""
"4","1984","Baden-Württemberg","(3b) higher tertiary education","3","","",""
"4","1984","Bavaria","(0) in school","1","","",""
"4","1984","Bavaria","(1a) inadequately completed","5","","",""
"4","1984","Bavaria","(1b) general elementary school","29","","",""
"4","1984","Bavaria","(1c) basic vocational qualification","41","0.0530606202762017","0.037479030123286","0.0686422104291174"
"4","1984","Bavaria","(2b) intermediate general qualification","8","","",""
"4","1984","Bavaria","(2a) intermediate vocational","10","","",""
"4","1984","Bavaria","(2c_gen) general maturity certificate","3","","",""
"4","1984","Bavaria","(2c_voc) vocational maturity certificate","1","","",""
"4","1984","Bavaria","(3a) lower tertiary education","4","","",""
"4","1984","Bavaria","(3b) higher tertiary education","4","","",""
"4","1984","Berlin","(0) in school","","","",""
"4","1984","Berlin","(1a) inadequately completed","","","",""
"4","1984","Berlin","(1b) general elementary school","2","","",""
"4","1984","Berlin","(1c) basic vocational qualification","4","","",""
"4","1984","Berlin","(2b) intermediate general qualification","","","",""
"4","1984","Berlin","(2a) intermediate vocational","4","","",""
"4","1984","Berlin","(2c_gen) general maturity certificate","1","","",""
"4","1984","Berlin","(2c_voc) vocational maturity certificate","","","",""
"4","1984","Berlin","(3a) lower tertiary education","3","","",""
"4","1984","Berlin","(3b) higher tertiary education","3","","",""
"4","1984","Brandenburg","(0) in school","","","",""
"4","1984","Brandenburg","(1a) inadequately completed","","","",""
