"hlf0071_h","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"2","2016","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","189","0.19951224786755","0.172803040989195","0.226221454745905"
"2","2016","Couple + C. LE 16 ","(3a) lower tertiary education","87","0.224266582079815","0.18610904975321","0.262424114406419"
"2","2016","Couple + C. LE 16 ","(3b) higher tertiary education","419","0.297832887941097","0.275262510966958","0.320403264915235"
"2","2016","Couple + C. GT 16 ","(0) in school","38","0.184176634930883","0.131243231637232","0.237110038224535"
"2","2016","Couple + C. GT 16 ","(1a) inadequately completed","14","","",""
"2","2016","Couple + C. GT 16 ","(1b) general elementary school","37","0.13120105079578","0.0863834974206471","0.176018604170914"
"2","2016","Couple + C. GT 16 ","(1c) basic vocational qualification","56","0.0958873148707938","0.0706289810051297","0.121145648736458"
"2","2016","Couple + C. GT 16 ","(2b) intermediate general qualification","26","","",""
"2","2016","Couple + C. GT 16 ","(2a) intermediate vocational","84","0.102990947286592","0.0786095346398979","0.127372359933286"
"2","2016","Couple + C. GT 16 ","(2c_gen) general maturity certificate","53","0.131480160646882","0.0919694432022366","0.170990878091528"
"2","2016","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","30","0.0842508097253356","0.0491095129576608","0.11939210649301"
"2","2016","Couple + C. GT 16 ","(3a) lower tertiary education","21","","",""
"2","2016","Couple + C. GT 16 ","(3b) higher tertiary education","42","0.128070790419964","0.0927577974428967","0.163383783397031"
"2","2016","Couple + C. LE and GT 16","(0) in school","64","0.209585040331303","0.163981863928047","0.25518821673456"
"2","2016","Couple + C. LE and GT 16","(1a) inadequately completed","46","0.212190160660595","0.155526266928234","0.268854054392956"
"2","2016","Couple + C. LE and GT 16","(1b) general elementary school","57","0.25620431031369","0.20578790332041","0.30662071730697"
"2","2016","Couple + C. LE and GT 16","(1c) basic vocational qualification","50","0.140007558533835","0.0997220621421023","0.180293054925567"
"2","2016","Couple + C. LE and GT 16","(2b) intermediate general qualification","37","0.239973919154195","0.175964143390196","0.303983694918193"
"2","2016","Couple + C. LE and GT 16","(2a) intermediate vocational","72","0.169405401508804","0.132081210238197","0.206729592779412"
"2","2016","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","65","0.264431743117405","0.207802805516843","0.321060680717966"
"2","2016","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","41","0.197130261634364","0.143703668305676","0.250556854963052"
"2","2016","Couple + C. LE and GT 16","(3a) lower tertiary education","19","","",""
"2","2016","Couple + C. LE and GT 16","(3b) higher tertiary education","64","0.169467492733326","0.126063601902163","0.212871383564489"
"3","2016","1-pers.-HH","(0) in school","6","","",""
"3","2016","1-pers.-HH","(1a) inadequately completed","108","0.652916523487885","0.578214633285253","0.727618413690517"
"3","2016","1-pers.-HH","(1b) general elementary school","316","0.722678605367043","0.681037630086923","0.764319580647162"
"3","2016","1-pers.-HH","(1c) basic vocational qualification","662","0.75547576442196","0.727301631775802","0.783649897068119"
"3","2016","1-pers.-HH","(2b) intermediate general qualification","59","0.732131691173401","0.633853747552612","0.83040963479419"
"3","2016","1-pers.-HH","(2a) intermediate vocational","512","0.722311264703664","0.688990905007154","0.755631624400174"
"3","2016","1-pers.-HH","(2c_gen) general maturity certificate","166","0.749853467774195","0.692753297986064","0.806953637562327"
"3","2016","1-pers.-HH","(2c_voc) vocational maturity certificate","223","0.68468840341924","0.63329590574285","0.73608090109563"
"3","2016","1-pers.-HH","(3a) lower tertiary education","181","0.619846347565594","0.562158378991813","0.677534316139376"
"3","2016","1-pers.-HH","(3b) higher tertiary education","443","0.630817474758793","0.594835790096218","0.666799159421367"
"3","2016","(Married) couple without C. ","(0) in school","","","",""
"3","2016","(Married) couple without C. ","(1a) inadequately completed","79","0.82529443006128","0.751604891361656","0.898983968760904"
"3","2016","(Married) couple without C. ","(1b) general elementary school","398","0.833440986829159","0.800485415763561","0.866396557894756"
"3","2016","(Married) couple without C. ","(1c) basic vocational qualification","1555","0.73008634377874","0.710921352024477","0.749251335533004"
"3","2016","(Married) couple without C. ","(2b) intermediate general qualification","76","0.711362704714698","0.628182988446184","0.794542420983213"
"3","2016","(Married) couple without C. ","(2a) intermediate vocational","1229","0.721273742100683","0.699934736857161","0.742612747344205"
"3","2016","(Married) couple without C. ","(2c_gen) general maturity certificate","136","0.556262398443636","0.487917981962541","0.624606814924732"
"3","2016","(Married) couple without C. ","(2c_voc) vocational maturity certificate","433","0.698736267072483","0.662445681600454","0.735026852544513"
"3","2016","(Married) couple without C. ","(3a) lower tertiary education","506","0.701616280612402","0.668125451148926","0.735107110075878"
"3","2016","(Married) couple without C. ","(3b) higher tertiary education","902","0.638389413300936","0.613058113438229","0.663720713163642"
"3","2016","Single parent ","(0) in school","123","0.562674619812477","0.491765814123043","0.633583425501911"
"3","2016","Single parent ","(1a) inadequately completed","69","0.531536855489712","0.449749817816969","0.613323893162456"
"3","2016","Single parent ","(1b) general elementary school","177","0.725540481294082","0.671813167565726","0.779267795022438"
"3","2016","Single parent ","(1c) basic vocational qualification","240","0.68934068506399","0.639711858879993","0.738969511247987"
"3","2016","Single parent ","(2b) intermediate general qualification","111","0.789530768348755","0.725968646721728","0.853092889975782"
"3","2016","Single parent ","(2a) intermediate vocational","344","0.639410100827113","0.597489321513584","0.681330880140641"
"3","2016","Single parent ","(2c_gen) general maturity certificate","142","0.655323439631737","0.591795819331004","0.718851059932469"
"3","2016","Single parent ","(2c_voc) vocational maturity certificate","138","0.606880553483179","0.542041940073185","0.671719166893174"
"3","2016","Single parent ","(3a) lower tertiary education","69","0.556820743387974","0.464821025647064","0.648820461128885"
"3","2016","Single parent ","(3b) higher tertiary education","143","0.575544625006398","0.512351522208527","0.638737727804269"
"3","2016","Couple + C. LE 16 ","(0) in school","5","","",""
"3","2016","Couple + C. LE 16 ","(1a) inadequately completed","416","0.602443110791684","0.566317832983154","0.638568388600215"
"3","2016","Couple + C. LE 16 ","(1b) general elementary school","407","0.638436181912516","0.601837088807249","0.675035275017783"
"3","2016","Couple + C. LE 16 ","(1c) basic vocational qualification","607","0.72350047623377","0.694614644278042","0.752386308189497"
"3","2016","Couple + C. LE 16 ","(2b) intermediate general qualification","58","0.543383843918664","0.444257013099722","0.642510674737606"
"3","2016","Couple + C. LE 16 ","(2a) intermediate vocational","950","0.69959596964956","0.675240553454193","0.723951385844927"
"3","2016","Couple + C. LE 16 ","(2c_gen) general maturity certificate","272","0.656429870528863","0.61240519170355","0.700454549354176"
"3","2016","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","593","0.711131469962973","0.680839750217118","0.741423189708829"
"3","2016","Couple + C. LE 16 ","(3a) lower tertiary education","329","0.654160404925885","0.610647183967647","0.697673625884123"
"3","2016","Couple + C. LE 16 ","(3b) higher tertiary education","967","0.56712997736723","0.542675842576781","0.591584112157679"
"3","2016","Couple + C. GT 16 ","(0) in school","143","0.667110683520054","0.602758489628752","0.731462877411356"
"3","2016","Couple + C. GT 16 ","(1a) inadequately completed","46","0.745010728904106","0.639858534454177","0.850162923354035"
"3","2016","Couple + C. GT 16 ","(1b) general elementary school","162","0.809569968610992","0.757448726318158","0.861691210903826"
"3","2016","Couple + C. GT 16 ","(1c) basic vocational qualification","409","0.785037001526908","0.749796688396524","0.820277314657292"
"3","2016","Couple + C. GT 16 ","(2b) intermediate general qualification","94","0.724441011520363","0.650953638307074","0.797928384733652"
"3","2016","Couple + C. GT 16 ","(2a) intermediate vocational","446","0.78474139101768","0.751772490034368","0.817710292000992"
"3","2016","Couple + C. GT 16 ","(2c_gen) general maturity certificate","195","0.755514472314201","0.705263681231494","0.805765263396907"
"3","2016","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","178","0.807884260104213","0.7580419093063","0.857726610902125"
"3","2016","Couple + C. GT 16 ","(3a) lower tertiary education","106","0.617964278384473","0.542676969846301","0.693251586922645"
"3","2016","Couple + C. GT 16 ","(3b) higher tertiary education","233","0.690137944353763","0.641270343094411","0.739005545613115"
"3","2016","Couple + C. LE and GT 16","(0) in school","213","0.718185869026701","0.667779294088363","0.768592443965039"
"3","2016","Couple + C. LE and GT 16","(1a) inadequately completed","112","0.686910430809564","0.622639076949099","0.751181784670029"
"3","2016","Couple + C. LE and GT 16","(1b) general elementary school","187","0.675812109656623","0.621753704858886","0.729870514454359"
"3","2016","Couple + C. LE and GT 16","(1c) basic vocational qualification","199","0.68192325950711","0.627852886060872","0.735993632953349"
"3","2016","Couple + C. LE and GT 16","(2b) intermediate general qualification","114","0.650381975262142","0.578910755906488","0.721853194617796"
"3","2016","Couple + C. LE and GT 16","(2a) intermediate vocational","285","0.773937755378483","0.732318024969023","0.815557485787943"
"3","2016","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","142","0.655161650496591","0.594130417559142","0.71619288343404"
"3","2016","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","153","0.719292753731683","0.658948218910716","0.779637288552649"
"3","2016","Couple + C. LE and GT 16","(3a) lower tertiary education","72","0.808601757804141","0.731879086220559","0.885324429387723"
"3","2016","Couple + C. LE and GT 16","(3b) higher tertiary education","189","0.602836019823402","0.546226213806168","0.659445825840635"
"4","2016","1-pers.-HH","(0) in school","","","",""
"4","2016","1-pers.-HH","(1a) inadequately completed","5","","",""
"4","2016","1-pers.-HH","(1b) general elementary school","57","0.138995677170956","0.10681761260464","0.171173741737272"
"4","2016","1-pers.-HH","(1c) basic vocational qualification","149","0.15644992394387","0.132636467067884","0.180263380819857"
"4","2016","1-pers.-HH","(2b) intermediate general qualification","5","","",""
"4","2016","1-pers.-HH","(2a) intermediate vocational","95","0.14231942095939","0.116326012702276","0.168312829216504"
"4","2016","1-pers.-HH","(2c_gen) general maturity certificate","11","","",""
"4","2016","1-pers.-HH","(2c_voc) vocational maturity certificate","38","0.124530291102453","0.0880094029407623","0.161051179264143"
"4","2016","1-pers.-HH","(3a) lower tertiary education","60","0.24138567597576","0.190531115409644","0.292240236541877"
"4","2016","1-pers.-HH","(3b) higher tertiary education","98","0.142076224947547","0.116045028865556","0.168107421029538"
"4","2016","(Married) couple without C. ","(0) in school","","","",""
"4","2016","(Married) couple without C. ","(1a) inadequately completed","7","","",""
"4","2016","(Married) couple without C. ","(1b) general elementary school","50","0.0910783590477664","0.0656289228454369","0.116527795250096"
"4","2016","(Married) couple without C. ","(1c) basic vocational qualification","358","0.188923896728536","0.172024027444417","0.205823766012655"
"4","2016","(Married) couple without C. ","(2b) intermediate general qualification","17","","",""
"4","2016","(Married) couple without C. ","(2a) intermediate vocational","289","0.177242510555632","0.159068321740813","0.195416699370452"
"4","2016","(Married) couple without C. ","(2c_gen) general maturity certificate","24","","",""
"4","2016","(Married) couple without C. ","(2c_voc) vocational maturity certificate","94","0.158771463540141","0.129864190285463","0.18767873679482"
"4","2016","(Married) couple without C. ","(3a) lower tertiary education","139","0.187045723201398","0.158502996146717","0.215588450256079"
"4","2016","(Married) couple without C. ","(3b) higher tertiary education","268","0.192159923501014","0.171387451831842","0.212932395170186"
"4","2016","Single parent ","(0) in school","21","","",""
"4","2016","Single parent ","(1a) inadequately completed","8","","",""
"4","2016","Single parent ","(1b) general elementary school","8","","",""
"4","2016","Single parent ","(1c) basic vocational qualification","22","","",""
"4","2016","Single parent ","(2b) intermediate general qualification","11","","",""
"4","2016","Single parent ","(2a) intermediate vocational","49","0.113769538522081","0.086047883303329","0.141491193740833"
"4","2016","Single parent ","(2c_gen) general maturity certificate","19","","",""
"4","2016","Single parent ","(2c_voc) vocational maturity certificate","16","","",""
"4","2016","Single parent ","(3a) lower tertiary education","17","","",""
"4","2016","Single parent ","(3b) higher tertiary education","33","0.244244679426614","0.189313702543935","0.299175656309294"
"4","2016","Couple + C. LE 16 ","(0) in school","","","",""
"4","2016","Couple + C. LE 16 ","(1a) inadequately completed","4","","",""
"4","2016","Couple + C. LE 16 ","(1b) general elementary school","8","","",""
"4","2016","Couple + C. LE 16 ","(1c) basic vocational qualification","34","0.0219791108734313","0.0125102572877026","0.0314479644591599"
"4","2016","Couple + C. LE 16 ","(2b) intermediate general qualification","5","","",""
"4","2016","Couple + C. LE 16 ","(2a) intermediate vocational","74","0.0607244456013133","0.0480363244319271","0.0734125667706995"
"4","2016","Couple + C. LE 16 ","(2c_gen) general maturity certificate","8","","",""
"4","2016","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","31","0.0492576617559468","0.034794368945599","0.0637209545662947"
"4","2016","Couple + C. LE 16 ","(3a) lower tertiary education","34","0.109904786397623","0.081291464257133","0.138518108538114"
"4","2016","Couple + C. LE 16 ","(3b) higher tertiary education","95","0.10251090493306","0.0875405578921963","0.117481251973924"
"4","2016","Couple + C. GT 16 ","(0) in school","22","","",""
"4","2016","Couple + C. GT 16 ","(1a) inadequately completed","1","","",""
"4","2016","Couple + C. GT 16 ","(1b) general elementary school","11","","",""
"4","2016","Couple + C. GT 16 ","(1c) basic vocational qualification","41","0.0846421583826699","0.0607639544274904","0.108520362337849"
"4","2016","Couple + C. GT 16 ","(2b) intermediate general qualification","19","","",""
"4","2016","Couple + C. GT 16 ","(2a) intermediate vocational","60","0.104511810432241","0.0799718678558116","0.12905175300867"
"4","2016","Couple + C. GT 16 ","(2c_gen) general maturity certificate","30","0.107135294248153","0.0709731609740505","0.143297427522255"
"4","2016","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","27","","",""
"4","2016","Couple + C. GT 16 ","(3a) lower tertiary education","32","0.280226458637121","0.210637456671957","0.349815460602286"
"4","2016","Couple + C. GT 16 ","(3b) higher tertiary education","58","0.154556071702398","0.116356867981636","0.19275527542316"
"4","2016","Couple + C. LE and GT 16","(0) in school","13","","",""
"4","2016","Couple + C. LE and GT 16","(1a) inadequately completed","2","","",""
"4","2016","Couple + C. LE and GT 16","(1b) general elementary school","6","","",""
"4","2016","Couple + C. LE and GT 16","(1c) basic vocational qualification","14","","",""
"4","2016","Couple + C. LE and GT 16","(2b) intermediate general qualification","9","","",""
"4","2016","Couple + C. LE and GT 16","(2a) intermediate vocational","20","","",""
"4","2016","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","8","","",""
"4","2016","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","8","","",""
"4","2016","Couple + C. LE and GT 16","(3a) lower tertiary education","10","","",""
"4","2016","Couple + C. LE and GT 16","(3b) higher tertiary education","16","","",""
"5","2016","1-pers.-HH","(0) in school","","","",""
"5","2016","1-pers.-HH","(1a) inadequately completed","3","","",""
"5","2016","1-pers.-HH","(1b) general elementary school","10","","",""
"5","2016","1-pers.-HH","(1c) basic vocational qualification","28","","",""
"5","2016","1-pers.-HH","(2b) intermediate general qualification","3","","",""
"5","2016","1-pers.-HH","(2a) intermediate vocational","17","","",""
"5","2016","1-pers.-HH","(2c_gen) general maturity certificate","5","","",""
"5","2016","1-pers.-HH","(2c_voc) vocational maturity certificate","6","","",""
"5","2016","1-pers.-HH","(3a) lower tertiary education","8","","",""
"5","2016","1-pers.-HH","(3b) higher tertiary education","26","","",""
"5","2016","(Married) couple without C. ","(0) in school","","","",""
"5","2016","(Married) couple without C. ","(1a) inadequately completed","1","","",""
"5","2016","(Married) couple without C. ","(1b) general elementary school","9","","",""
"5","2016","(Married) couple without C. ","(1c) basic vocational qualification","51","0.0299720650715039","0.0226106797786257","0.0373334503643821"
"5","2016","(Married) couple without C. ","(2b) intermediate general qualification","5","","",""
"5","2016","(Married) couple without C. ","(2a) intermediate vocational","37","0.0230311818141808","0.0158922434850714","0.0301701201432903"
"5","2016","(Married) couple without C. ","(2c_gen) general maturity certificate","1","","",""
"5","2016","(Married) couple without C. ","(2c_voc) vocational maturity certificate","7","","",""
"5","2016","(Married) couple without C. ","(3a) lower tertiary education","17","","",""
"5","2016","(Married) couple without C. ","(3b) higher tertiary education","38","0.0314333532903929","0.0222340660145958","0.04063264056619"
"5","2016","Single parent ","(0) in school","","","",""
"5","2016","Single parent ","(1a) inadequately completed","","","",""
"5","2016","Single parent ","(1b) general elementary school","2","","",""
"5","2016","Single parent ","(1c) basic vocational qualification","6","","",""
"5","2016","Single parent ","(2b) intermediate general qualification","2","","",""
"5","2016","Single parent ","(2a) intermediate vocational","1","","",""
"5","2016","Single parent ","(2c_gen) general maturity certificate","4","","",""
"5","2016","Single parent ","(2c_voc) vocational maturity certificate","3","","",""
"5","2016","Single parent ","(3a) lower tertiary education","","","",""
"5","2016","Single parent ","(3b) higher tertiary education","4","","",""
"5","2016","Couple + C. LE 16 ","(0) in school","","","",""
"5","2016","Couple + C. LE 16 ","(1a) inadequately completed","6","","",""
"5","2016","Couple + C. LE 16 ","(1b) general elementary school","1","","",""
"5","2016","Couple + C. LE 16 ","(1c) basic vocational qualification","1","","",""
"5","2016","Couple + C. LE 16 ","(2b) intermediate general qualification","","","",""
"5","2016","Couple + C. LE 16 ","(2a) intermediate vocational","1","","",""
"5","2016","Couple + C. LE 16 ","(2c_gen) general maturity certificate","1","","",""
"5","2016","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","2","","",""
"5","2016","Couple + C. LE 16 ","(3a) lower tertiary education","2","","",""
"5","2016","Couple + C. LE 16 ","(3b) higher tertiary education","2","","",""
"5","2016","Couple + C. GT 16 ","(0) in school","1","","",""
"5","2016","Couple + C. GT 16 ","(1a) inadequately completed","","","",""
"5","2016","Couple + C. GT 16 ","(1b) general elementary school","","","",""
"5","2016","Couple + C. GT 16 ","(1c) basic vocational qualification","8","","",""
"5","2016","Couple + C. GT 16 ","(2b) intermediate general qualification","2","","",""
"5","2016","Couple + C. GT 16 ","(2a) intermediate vocational","5","","",""
"5","2016","Couple + C. GT 16 ","(2c_gen) general maturity certificate","1","","",""
"5","2016","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","","","",""
"5","2016","Couple + C. GT 16 ","(3a) lower tertiary education","1","","",""
"5","2016","Couple + C. GT 16 ","(3b) higher tertiary education","5","","",""
"5","2016","Couple + C. LE and GT 16","(0) in school","1","","",""
"5","2016","Couple + C. LE and GT 16","(1a) inadequately completed","","","",""
"5","2016","Couple + C. LE and GT 16","(1b) general elementary school","1","","",""
"5","2016","Couple + C. LE and GT 16","(1c) basic vocational qualification","1","","",""
"5","2016","Couple + C. LE and GT 16","(2b) intermediate general qualification","","","",""
"5","2016","Couple + C. LE and GT 16","(2a) intermediate vocational","1","","",""
"5","2016","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","","","",""
"5","2016","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","1","","",""
"5","2016","Couple + C. LE and GT 16","(3a) lower tertiary education","","","",""
"5","2016","Couple + C. LE and GT 16","(3b) higher tertiary education","2","","",""
"1","2017","1-pers.-HH","(0) in school","1","","",""
"1","2017","1-pers.-HH","(1a) inadequately completed","12","","",""
"1","2017","1-pers.-HH","(1b) general elementary school","14","","",""
"1","2017","1-pers.-HH","(1c) basic vocational qualification","8","","",""
"1","2017","1-pers.-HH","(2b) intermediate general qualification","1","","",""
"1","2017","1-pers.-HH","(2a) intermediate vocational","11","","",""
"1","2017","1-pers.-HH","(2c_gen) general maturity certificate","13","","",""
"1","2017","1-pers.-HH","(2c_voc) vocational maturity certificate","10","","",""
"1","2017","1-pers.-HH","(3a) lower tertiary education","4","","",""
"1","2017","1-pers.-HH","(3b) higher tertiary education","19","","",""
"1","2017","(Married) couple without C. ","(0) in school","","","",""
"1","2017","(Married) couple without C. ","(1a) inadequately completed","7","","",""
"1","2017","(Married) couple without C. ","(1b) general elementary school","4","","",""
"1","2017","(Married) couple without C. ","(1c) basic vocational qualification","8","","",""
"1","2017","(Married) couple without C. ","(2b) intermediate general qualification","1","","",""
"1","2017","(Married) couple without C. ","(2a) intermediate vocational","18","","",""
"1","2017","(Married) couple without C. ","(2c_gen) general maturity certificate","8","","",""
"1","2017","(Married) couple without C. ","(2c_voc) vocational maturity certificate","11","","",""
"1","2017","(Married) couple without C. ","(3a) lower tertiary education","3","","",""
"1","2017","(Married) couple without C. ","(3b) higher tertiary education","16","","",""
"1","2017","Single parent ","(0) in school","9","","",""
"1","2017","Single parent ","(1a) inadequately completed","40","0.126183779864186","0.0798148796581567","0.172552680070216"
"1","2017","Single parent ","(1b) general elementary school","26","","",""
"1","2017","Single parent ","(1c) basic vocational qualification","16","","",""
"1","2017","Single parent ","(2b) intermediate general qualification","5","","",""
"1","2017","Single parent ","(2a) intermediate vocational","15","","",""
"1","2017","Single parent ","(2c_gen) general maturity certificate","12","","",""
"1","2017","Single parent ","(2c_voc) vocational maturity certificate","9","","",""
"1","2017","Single parent ","(3a) lower tertiary education","2","","",""
"1","2017","Single parent ","(3b) higher tertiary education","10","","",""
"1","2017","Couple + C. LE 16 ","(0) in school","","","",""
"1","2017","Couple + C. LE 16 ","(1a) inadequately completed","146","0.153680616151442","0.129277583494134","0.178083648808749"
"1","2017","Couple + C. LE 16 ","(1b) general elementary school","92","0.0849859232835649","0.0652251125032074","0.104746734063922"
"1","2017","Couple + C. LE 16 ","(1c) basic vocational qualification","41","0.0452164716536551","0.0311821043212188","0.0592508389860915"
"1","2017","Couple + C. LE 16 ","(2b) intermediate general qualification","9","","",""
"1","2017","Couple + C. LE 16 ","(2a) intermediate vocational","36","0.0250694232050247","0.0169150654871781","0.0332237809228713"
"1","2017","Couple + C. LE 16 ","(2c_gen) general maturity certificate","63","0.073813678765725","0.0509183526106475","0.0967090049208025"
"1","2017","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","41","0.0519728752654669","0.0374790023475381","0.0664667481833957"
"1","2017","Couple + C. LE 16 ","(3a) lower tertiary education","15","","",""
"1","2017","Couple + C. LE 16 ","(3b) higher tertiary education","95","0.0277055796932347","0.0199468134043973","0.0354643459820721"
"1","2017","Couple + C. GT 16 ","(0) in school","2","","",""
"1","2017","Couple + C. GT 16 ","(1a) inadequately completed","10","","",""
"1","2017","Couple + C. GT 16 ","(1b) general elementary school","7","","",""
"1","2017","Couple + C. GT 16 ","(1c) basic vocational qualification","7","","",""
"1","2017","Couple + C. GT 16 ","(2b) intermediate general qualification","2","","",""
"1","2017","Couple + C. GT 16 ","(2a) intermediate vocational","4","","",""
"1","2017","Couple + C. GT 16 ","(2c_gen) general maturity certificate","10","","",""
"1","2017","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","8","","",""
"1","2017","Couple + C. GT 16 ","(3a) lower tertiary education","","","",""
"1","2017","Couple + C. GT 16 ","(3b) higher tertiary education","9","","",""
"1","2017","Couple + C. LE and GT 16","(0) in school","18","","",""
"1","2017","Couple + C. LE and GT 16","(1a) inadequately completed","49","0.0913880173541179","0.06020306916304","0.122572965545196"
"1","2017","Couple + C. LE and GT 16","(1b) general elementary school","49","0.154623458421822","0.116582965026689","0.192663951816955"
"1","2017","Couple + C. LE and GT 16","(1c) basic vocational qualification","20","","",""
"1","2017","Couple + C. LE and GT 16","(2b) intermediate general qualification","9","","",""
"1","2017","Couple + C. LE and GT 16","(2a) intermediate vocational","17","","",""
"1","2017","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","31","0.102234045139409","0.0675448982481187","0.1369231920307"
"1","2017","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","12","","",""
"1","2017","Couple + C. LE and GT 16","(3a) lower tertiary education","","","",""
"1","2017","Couple + C. LE and GT 16","(3b) higher tertiary education","17","","",""
"2","2017","1-pers.-HH","(0) in school","","","",""
"2","2017","1-pers.-HH","(1a) inadequately completed","20","","",""
"2","2017","1-pers.-HH","(1b) general elementary school","39","0.0418719298488224","0.0238404159511274","0.0599034437465174"
"2","2017","1-pers.-HH","(1c) basic vocational qualification","56","0.0577673917183425","0.0427244577246707","0.0728103257120142"
"2","2017","1-pers.-HH","(2b) intermediate general qualification","12","","",""
"2","2017","1-pers.-HH","(2a) intermediate vocational","75","0.0945899108273889","0.0747403946222765","0.114439427032501"
"2","2017","1-pers.-HH","(2c_gen) general maturity certificate","51","0.182867651924349","0.137013209870183","0.228722093978514"
"2","2017","1-pers.-HH","(2c_voc) vocational maturity certificate","41","0.0901278611131711","0.0615971678788973","0.118658554347445"
"2","2017","1-pers.-HH","(3a) lower tertiary education","24","","",""
"2","2017","1-pers.-HH","(3b) higher tertiary education","107","0.142758001418114","0.118317355765115","0.167198647071113"
"2","2017","(Married) couple without C. ","(0) in school","","","",""
"2","2017","(Married) couple without C. ","(1a) inadequately completed","25","","",""
"2","2017","(Married) couple without C. ","(1b) general elementary school","27","","",""
"2","2017","(Married) couple without C. ","(1c) basic vocational qualification","102","0.048901456405315","0.0398045144209641","0.0579983983896659"
"2","2017","(Married) couple without C. ","(2b) intermediate general qualification","10","","",""
"2","2017","(Married) couple without C. ","(2a) intermediate vocational","158","0.0853724390005704","0.0732967496639555","0.0974481283371852"
"2","2017","(Married) couple without C. ","(2c_gen) general maturity certificate","43","0.161248485958875","0.114624046680617","0.207872925237134"
"2","2017","(Married) couple without C. ","(2c_voc) vocational maturity certificate","63","0.105554676773411","0.0822361658911352","0.128873187655687"
"2","2017","(Married) couple without C. ","(3a) lower tertiary education","62","0.0856464413128836","0.0660952841974261","0.105197598428341"
"2","2017","(Married) couple without C. ","(3b) higher tertiary education","174","0.134098135318989","0.117166886130111","0.151029384507867"
"2","2017","Single parent ","(0) in school","39","0.194992839143598","0.139097108207446","0.25088857007975"
"2","2017","Single parent ","(1a) inadequately completed","34","0.0881710162430607","0.0485765404520797","0.127765492034042"
"2","2017","Single parent ","(1b) general elementary school","58","0.136011468573172","0.0947383858574715","0.177284551288873"
"2","2017","Single parent ","(1c) basic vocational qualification","47","0.150937127480671","0.112076728375114","0.189797526586228"
"2","2017","Single parent ","(2b) intermediate general qualification","30","0.143458289323003","0.0882735082393302","0.198643070406676"
"2","2017","Single parent ","(2a) intermediate vocational","83","0.19009366337756","0.15630395608242","0.2238833706727"
"2","2017","Single parent ","(2c_gen) general maturity certificate","45","0.163488908208776","0.117829758517932","0.209148057899621"
"2","2017","Single parent ","(2c_voc) vocational maturity certificate","44","0.172620181847394","0.123779421149721","0.221460942545067"
"2","2017","Single parent ","(3a) lower tertiary education","18","","",""
"2","2017","Single parent ","(3b) higher tertiary education","46","0.0996188212471874","0.0641573530187405","0.135080289475634"
"2","2017","Couple + C. LE 16 ","(0) in school","3","","",""
"2","2017","Couple + C. LE 16 ","(1a) inadequately completed","214","0.247323002852894","0.218128324973476","0.276517680732312"
"2","2017","Couple + C. LE 16 ","(1b) general elementary school","210","0.297573626939817","0.265175865948423","0.32997138793121"
"2","2017","Couple + C. LE 16 ","(1c) basic vocational qualification","186","0.204068647510659","0.176846775075464","0.231290519945854"
"2","2017","Couple + C. LE 16 ","(2b) intermediate general qualification","27","","",""
"2","2017","Couple + C. LE 16 ","(2a) intermediate vocational","323","0.226908215919453","0.205062243441344","0.248754188397563"
"2","2017","Couple + C. LE 16 ","(2c_gen) general maturity certificate","133","0.225061512417765","0.188492480797265","0.261630544038264"
"2","2017","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","216","0.240682831259958","0.21276897349534","0.268596689024577"
"2","2017","Couple + C. LE 16 ","(3a) lower tertiary education","103","0.23217692996277","0.19527881250296","0.26907504742258"
"2","2017","Couple + C. LE 16 ","(3b) higher tertiary education","457","0.295849384291068","0.274273019840954","0.317425748741183"
"2","2017","Couple + C. GT 16 ","(0) in school","27","","",""
"2","2017","Couple + C. GT 16 ","(1a) inadequately completed","23","","",""
"2","2017","Couple + C. GT 16 ","(1b) general elementary school","32","0.0982902015611702","0.0623786114960658","0.134201791626275"
"2","2017","Couple + C. GT 16 ","(1c) basic vocational qualification","50","0.0717013437214159","0.0505587830829355","0.0928439043598962"
"2","2017","Couple + C. GT 16 ","(2b) intermediate general qualification","27","","",""
