"hlf0071_h","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"4","2014","Hamburg","no migration background","14","","",""
"4","2014","Hamburg","direct migration background","8","","",""
"4","2014","Hamburg","indirect migration background","4","","",""
"4","2014","Lower Saxony","no migration background","349","0.183167451009174","0.16644373260127","0.199891169417077"
"4","2014","Lower Saxony","direct migration background","28","","",""
"4","2014","Lower Saxony","indirect migration background","13","","",""
"4","2014","Bremen","no migration background","9","","",""
"4","2014","Bremen","direct migration background","1","","",""
"4","2014","Bremen","indirect migration background","2","","",""
"4","2014","North Rhine-Westphalia","no migration background","489","0.145625765860782","0.134479479911244","0.156772051810319"
"4","2014","North Rhine-Westphalia","direct migration background","104","0.112101252494575","0.0954437289272461","0.128758776061904"
"4","2014","North Rhine-Westphalia","indirect migration background","28","","",""
"4","2014","Hesse","no migration background","202","0.168639801077154","0.148230718461952","0.189048883692355"
"4","2014","Hesse","direct migration background","26","","",""
"4","2014","Hesse","indirect migration background","8","","",""
"4","2014","Rhineland-Palatinate,Saarland","no migration background","165","0.174475377933821","0.152189097811201","0.19676165805644"
"4","2014","Rhineland-Palatinate,Saarland","direct migration background","15","","",""
"4","2014","Rhineland-Palatinate,Saarland","indirect migration background","5","","",""
"4","2014","Baden-Württemberg","no migration background","311","0.159899247796352","0.14465651948071","0.175141976111994"
"4","2014","Baden-Württemberg","direct migration background","39","0.0923609265362062","0.0716395696012881","0.113082283471124"
"4","2014","Baden-Württemberg","indirect migration background","12","","",""
"4","2014","Bavaria","no migration background","485","0.170707359433219","0.157844774161191","0.183569944705248"
"4","2014","Bavaria","direct migration background","54","0.0663445055481194","0.0501383575109439","0.0825506535852949"
"4","2014","Bavaria","indirect migration background","18","","",""
"4","2014","Berlin","no migration background","54","0.0653676980730348","0.0483247625991372","0.0824106335469323"
"4","2014","Berlin","direct migration background","4","","",""
"4","2014","Berlin","indirect migration background","2","","",""
"4","2014","Brandenburg","no migration background","79","0.102645324741511","0.0831292763877033","0.122161373095319"
"4","2014","Brandenburg","direct migration background","2","","",""
"4","2014","Brandenburg","indirect migration background","1","","",""
"4","2014","Mecklenburg-Western Pomerania","no migration background","70","0.124393663619325","0.0965577943387617","0.152229532899888"
"4","2014","Mecklenburg-Western Pomerania","direct migration background","2","","",""
"4","2014","Mecklenburg-Western Pomerania","indirect migration background","1","","",""
"4","2014","Saxony","no migration background","167","0.133946086476572","0.116885342153161","0.151006830799983"
"4","2014","Saxony","direct migration background","6","","",""
"4","2014","Saxony","indirect migration background","2","","",""
"4","2014","Saxony-Anhalt","no migration background","91","0.117547680367475","0.0963404533071853","0.138754907427764"
"4","2014","Saxony-Anhalt","direct migration background","1","","",""
"4","2014","Saxony-Anhalt","indirect migration background","1","","",""
"4","2014","Thuringia","no migration background","118","0.0959326166371054","0.077274162133293","0.114591071140918"
"4","2014","Thuringia","direct migration background","2","","",""
"4","2014","Thuringia","indirect migration background","","","",""
"5","2014","Schleswig-Holstein","no migration background","11","","",""
"5","2014","Schleswig-Holstein","direct migration background","1","","",""
"5","2014","Schleswig-Holstein","indirect migration background","","","",""
"5","2014","Hamburg","no migration background","2","","",""
"5","2014","Hamburg","direct migration background","","","",""
"5","2014","Hamburg","indirect migration background","","","",""
"5","2014","Lower Saxony","no migration background","58","0.0315183844550472","0.0239645086058655","0.0390722603042289"
"5","2014","Lower Saxony","direct migration background","","","",""
"5","2014","Lower Saxony","indirect migration background","","","",""
"5","2014","Bremen","no migration background","","","",""
"5","2014","Bremen","direct migration background","","","",""
"5","2014","Bremen","indirect migration background","","","",""
"5","2014","North Rhine-Westphalia","no migration background","85","0.0301443650848607","0.0247412575010909","0.0355474726686305"
"5","2014","North Rhine-Westphalia","direct migration background","3","","",""
"5","2014","North Rhine-Westphalia","indirect migration background","7","","",""
"5","2014","Hesse","no migration background","39","0.0406744177158227","0.0299074722406459","0.0514413631909995"
"5","2014","Hesse","direct migration background","","","",""
"5","2014","Hesse","indirect migration background","","","",""
"5","2014","Rhineland-Palatinate,Saarland","no migration background","20","","",""
"5","2014","Rhineland-Palatinate,Saarland","direct migration background","1","","",""
"5","2014","Rhineland-Palatinate,Saarland","indirect migration background","2","","",""
"5","2014","Baden-Württemberg","no migration background","42","0.0224048904381318","0.0162499375342135","0.0285598433420501"
"5","2014","Baden-Württemberg","direct migration background","1","","",""
"5","2014","Baden-Württemberg","indirect migration background","1","","",""
"5","2014","Bavaria","no migration background","51","0.0193601084667864","0.0146497179926795","0.0240704989408932"
"5","2014","Bavaria","direct migration background","9","","",""
"5","2014","Bavaria","indirect migration background","1","","",""
"5","2014","Berlin","no migration background","8","","",""
"5","2014","Berlin","direct migration background","2","","",""
"5","2014","Berlin","indirect migration background","","","",""
"5","2014","Brandenburg","no migration background","13","","",""
"5","2014","Brandenburg","direct migration background","2","","",""
"5","2014","Brandenburg","indirect migration background","","","",""
"5","2014","Mecklenburg-Western Pomerania","no migration background","8","","",""
"5","2014","Mecklenburg-Western Pomerania","direct migration background","","","",""
"5","2014","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"5","2014","Saxony","no migration background","8","","",""
"5","2014","Saxony","direct migration background","","","",""
"5","2014","Saxony","indirect migration background","","","",""
"5","2014","Saxony-Anhalt","no migration background","10","","",""
"5","2014","Saxony-Anhalt","direct migration background","","","",""
"5","2014","Saxony-Anhalt","indirect migration background","","","",""
"5","2014","Thuringia","no migration background","3","","",""
"5","2014","Thuringia","direct migration background","","","",""
"5","2014","Thuringia","indirect migration background","","","",""
"1","2015","Schleswig-Holstein","no migration background","18","","",""
"1","2015","Schleswig-Holstein","direct migration background","7","","",""
"1","2015","Schleswig-Holstein","indirect migration background","7","","",""
"1","2015","Hamburg","no migration background","4","","",""
"1","2015","Hamburg","direct migration background","17","","",""
"1","2015","Hamburg","indirect migration background","4","","",""
"1","2015","Lower Saxony","no migration background","27","","",""
"1","2015","Lower Saxony","direct migration background","20","","",""
"1","2015","Lower Saxony","indirect migration background","8","","",""
"1","2015","Bremen","no migration background","8","","",""
"1","2015","Bremen","direct migration background","2","","",""
"1","2015","Bremen","indirect migration background","1","","",""
"1","2015","North Rhine-Westphalia","no migration background","40","0.00597228453753511","0.00347541568031699","0.00846915339475322"
"1","2015","North Rhine-Westphalia","direct migration background","95","0.0392987939407786","0.0296474550849407","0.0489501327966166"
"1","2015","North Rhine-Westphalia","indirect migration background","24","","",""
"1","2015","Hesse","no migration background","19","","",""
"1","2015","Hesse","direct migration background","41","0.0462446305190953","0.0285802939430859","0.0639089670951046"
"1","2015","Hesse","indirect migration background","18","","",""
"1","2015","Rhineland-Palatinate,Saarland","no migration background","15","","",""
"1","2015","Rhineland-Palatinate,Saarland","direct migration background","20","","",""
"1","2015","Rhineland-Palatinate,Saarland","indirect migration background","3","","",""
"1","2015","Baden-Württemberg","no migration background","45","0.0199172719508128","0.0139740850458679","0.0258604588557577"
"1","2015","Baden-Württemberg","direct migration background","65","0.0428690553303198","0.0292914659904055","0.056446644670234"
"1","2015","Baden-Württemberg","indirect migration background","17","","",""
"1","2015","Bavaria","no migration background","64","0.0196855929536266","0.0148313034348957","0.0245398824723575"
"1","2015","Bavaria","direct migration background","72","0.0498701381625693","0.0367845505850915","0.0629557257400471"
"1","2015","Bavaria","indirect migration background","15","","",""
"1","2015","Berlin","no migration background","22","","",""
"1","2015","Berlin","direct migration background","23","","",""
"1","2015","Berlin","indirect migration background","5","","",""
"1","2015","Brandenburg","no migration background","17","","",""
"1","2015","Brandenburg","direct migration background","9","","",""
"1","2015","Brandenburg","indirect migration background","1","","",""
"1","2015","Mecklenburg-Western Pomerania","no migration background","17","","",""
"1","2015","Mecklenburg-Western Pomerania","direct migration background","3","","",""
"1","2015","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"1","2015","Saxony","no migration background","21","","",""
"1","2015","Saxony","direct migration background","6","","",""
"1","2015","Saxony","indirect migration background","2","","",""
"1","2015","Saxony-Anhalt","no migration background","16","","",""
"1","2015","Saxony-Anhalt","direct migration background","2","","",""
"1","2015","Saxony-Anhalt","indirect migration background","3","","",""
"1","2015","Thuringia","no migration background","16","","",""
"1","2015","Thuringia","direct migration background","3","","",""
"1","2015","Thuringia","indirect migration background","","","",""
"2","2015","Schleswig-Holstein","no migration background","92","0.119717127371836","0.0956341792917386","0.143800075451934"
"2","2015","Schleswig-Holstein","direct migration background","32","0.141412290934114","0.0885646302329177","0.194259951635311"
"2","2015","Schleswig-Holstein","indirect migration background","11","","",""
"2","2015","Hamburg","no migration background","54","0.130010374047772","0.092450963001832","0.167569785093711"
"2","2015","Hamburg","direct migration background","31","0.312971706626916","0.232640746717788","0.393302666536044"
"2","2015","Hamburg","indirect migration background","10","","",""
"2","2015","Lower Saxony","no migration background","210","0.0849387002415457","0.0725520300919303","0.0973253703911611"
"2","2015","Lower Saxony","direct migration background","108","0.173191115870418","0.143136940437635","0.203245291303201"
"2","2015","Lower Saxony","indirect migration background","20","","",""
"2","2015","Bremen","no migration background","17","","",""
"2","2015","Bremen","direct migration background","11","","",""
"2","2015","Bremen","indirect migration background","1","","",""
"2","2015","North Rhine-Westphalia","no migration background","502","0.118400956269545","0.107931131799296","0.128870780739795"
"2","2015","North Rhine-Westphalia","direct migration background","302","0.142886801244312","0.125504033273143","0.160269569215481"
"2","2015","North Rhine-Westphalia","indirect migration background","103","0.171871362663686","0.139630557385537","0.204112167941836"
"2","2015","Hesse","no migration background","177","0.126386456952023","0.107794043938453","0.144978869965593"
"2","2015","Hesse","direct migration background","133","0.205236628718318","0.171266707945537","0.239206549491099"
"2","2015","Hesse","indirect migration background","45","0.292810080959734","0.221855475342467","0.363764686577002"
"2","2015","Rhineland-Palatinate,Saarland","no migration background","114","0.0861940394136517","0.0694715830663402","0.102916495760963"
"2","2015","Rhineland-Palatinate,Saarland","direct migration background","95","0.124678420450506","0.0941218658404429","0.155234975060569"
"2","2015","Rhineland-Palatinate,Saarland","indirect migration background","29","","",""
"2","2015","Baden-Württemberg","no migration background","293","0.0922919709812874","0.0799799841348729","0.104603957827702"
"2","2015","Baden-Württemberg","direct migration background","172","0.184598793578326","0.158593297802062","0.210604289354589"
"2","2015","Baden-Württemberg","indirect migration background","75","0.207092121512881","0.162484238301415","0.251700004724348"
"2","2015","Bavaria","no migration background","416","0.0972579293700395","0.0869038120235573","0.107612046716522"
"2","2015","Bavaria","direct migration background","213","0.186076190941759","0.162681423156884","0.209470958726635"
"2","2015","Bavaria","indirect migration background","70","0.153906498344881","0.11293539898168","0.194877597708082"
"2","2015","Berlin","no migration background","159","0.18586227407813","0.158242815015037","0.213481733141224"
"2","2015","Berlin","direct migration background","40","0.233547224113723","0.173702270834445","0.293392177393001"
"2","2015","Berlin","indirect migration background","15","","",""
"2","2015","Brandenburg","no migration background","99","0.101945085925739","0.0821220043441925","0.121768167507285"
"2","2015","Brandenburg","direct migration background","17","","",""
"2","2015","Brandenburg","indirect migration background","5","","",""
"2","2015","Mecklenburg-Western Pomerania","no migration background","78","0.141561896141319","0.112105159492584","0.171018632790053"
"2","2015","Mecklenburg-Western Pomerania","direct migration background","4","","",""
"2","2015","Mecklenburg-Western Pomerania","indirect migration background","4","","",""
"2","2015","Saxony","no migration background","231","0.139730191522394","0.121964243145457","0.157496139899331"
"2","2015","Saxony","direct migration background","15","","",""
"2","2015","Saxony","indirect migration background","7","","",""
"2","2015","Saxony-Anhalt","no migration background","92","0.105706153268434","0.0848393788369253","0.126572927699942"
"2","2015","Saxony-Anhalt","direct migration background","2","","",""
"2","2015","Saxony-Anhalt","indirect migration background","1","","",""
"2","2015","Thuringia","no migration background","117","0.0983704638051843","0.0788155609135665","0.117925366696802"
"2","2015","Thuringia","direct migration background","18","","",""
"2","2015","Thuringia","indirect migration background","7","","",""
"3","2015","Schleswig-Holstein","no migration background","493","0.667724289311662","0.632780639472969","0.702667939150356"
"3","2015","Schleswig-Holstein","direct migration background","120","0.739397411904902","0.672821337973962","0.805973485835842"
"3","2015","Schleswig-Holstein","indirect migration background","27","","",""
"3","2015","Hamburg","no migration background","231","0.760360879615977","0.712689088070154","0.808032671161799"
"3","2015","Hamburg","direct migration background","75","0.552301003499839","0.46615719214488","0.638444814854798"
"3","2015","Hamburg","indirect migration background","21","","",""
"3","2015","Lower Saxony","no migration background","1359","0.708720674983324","0.688533801835528","0.728907548131121"
"3","2015","Lower Saxony","direct migration background","443","0.692313193552265","0.655657183929168","0.728969203175363"
"3","2015","Lower Saxony","indirect migration background","88","0.669593888527568","0.586470103261485","0.752717673793651"
"3","2015","Bremen","no migration background","70","0.624537514919294","0.535253973154902","0.713821056683687"
"3","2015","Bremen","direct migration background","52","0.857693733547252","0.773407964439602","0.941979502654901"
"3","2015","Bremen","indirect migration background","7","","",""
"3","2015","North Rhine-Westphalia","no migration background","2553","0.703644027341909","0.688845803734179","0.71844225094964"
"3","2015","North Rhine-Westphalia","direct migration background","1058","0.709644180731358","0.687097149059303","0.732191212403414"
"3","2015","North Rhine-Westphalia","indirect migration background","370","0.692897333505436","0.653475986697401","0.732318680313471"
"3","2015","Hesse","no migration background","815","0.672359390490485","0.646097534853829","0.698621246127141"
"3","2015","Hesse","direct migration background","335","0.650351951591051","0.610243309911341","0.690460593270762"
"3","2015","Hesse","indirect migration background","87","0.531789623376774","0.453984177799024","0.609595068954524"
"3","2015","Rhineland-Palatinate,Saarland","no migration background","758","0.709016668767778","0.681952372491635","0.736080965043921"
"3","2015","Rhineland-Palatinate,Saarland","direct migration background","305","0.666830847964319","0.623232989874899","0.710428706053739"
"3","2015","Rhineland-Palatinate,Saarland","indirect migration background","81","0.590390380891918","0.504182336278137","0.676598425505699"
"3","2015","Baden-Württemberg","no migration background","1425","0.695661412294926","0.676088720319883","0.71523410426997"
"3","2015","Baden-Württemberg","direct migration background","571","0.681510137478773","0.650281790187414","0.712738484770132"
"3","2015","Baden-Württemberg","indirect migration background","212","0.695626485225591","0.644972928666214","0.746280041784968"
"3","2015","Bavaria","no migration background","2181","0.693162528620196","0.677047151682191","0.7092779055582"
"3","2015","Bavaria","direct migration background","719","0.705660776472405","0.678263744420649","0.73305780852416"
"3","2015","Bavaria","indirect migration background","193","0.674092220906655","0.620875638557987","0.727308803255323"
"3","2015","Berlin","no migration background","516","0.727475712500701","0.695861493236937","0.759089931764465"
"3","2015","Berlin","direct migration background","122","0.651685662441631","0.584294610492176","0.719076714391085"
"3","2015","Berlin","indirect migration background","35","0.599821418326695","0.472632706667853","0.727010129985538"
"3","2015","Brandenburg","no migration background","673","0.756684446787213","0.728573277374659","0.784795616199767"
"3","2015","Brandenburg","direct migration background","86","0.759818313560048","0.683385069734885","0.836251557385211"
"3","2015","Brandenburg","indirect migration background","12","","",""
"3","2015","Mecklenburg-Western Pomerania","no migration background","379","0.710679883984942","0.67236360913619","0.748996158833694"
"3","2015","Mecklenburg-Western Pomerania","direct migration background","8","","",""
"3","2015","Mecklenburg-Western Pomerania","indirect migration background","8","","",""
"3","2015","Saxony","no migration background","1094","0.744648448258116","0.722303938889053","0.766992957627178"
"3","2015","Saxony","direct migration background","59","0.705209013079311","0.607118936747434","0.803299089411188"
"3","2015","Saxony","indirect migration background","20","","",""
"3","2015","Saxony-Anhalt","no migration background","621","0.735328426275839","0.705387902528688","0.765268950022989"
"3","2015","Saxony-Anhalt","direct migration background","50","0.861511024899192","0.771043627214054","0.951978422584329"
"3","2015","Saxony-Anhalt","indirect migration background","20","","",""
"3","2015","Thuringia","no migration background","634","0.758007130361264","0.729885067850251","0.786129192872277"
"3","2015","Thuringia","direct migration background","67","0.636636950369785","0.53781721273748","0.73545668800209"
"3","2015","Thuringia","indirect migration background","7","","",""
"4","2015","Schleswig-Holstein","no migration background","80","0.164473231445614","0.136972251049753","0.191974211841475"
"4","2015","Schleswig-Holstein","direct migration background","7","","",""
"4","2015","Schleswig-Holstein","indirect migration background","8","","",""
"4","2015","Hamburg","no migration background","17","","",""
"4","2015","Hamburg","direct migration background","5","","",""
"4","2015","Hamburg","indirect migration background","1","","",""
"4","2015","Lower Saxony","no migration background","285","0.161859222895161","0.145494679814851","0.178223765975472"
"4","2015","Lower Saxony","direct migration background","34","0.0980499696225371","0.0744313552599481","0.121668583985126"
"4","2015","Lower Saxony","indirect migration background","6","","",""
"4","2015","Bremen","no migration background","18","","",""
"4","2015","Bremen","direct migration background","1","","",""
"4","2015","Bremen","indirect migration background","2","","",""
"4","2015","North Rhine-Westphalia","no migration background","492","0.14627985160076","0.134827985496473","0.157731717705048"
"4","2015","North Rhine-Westphalia","direct migration background","97","0.0991947076288564","0.0843468600675425","0.11404255519017"
"4","2015","North Rhine-Westphalia","indirect migration background","23","","",""
"4","2015","Hesse","no migration background","195","0.178305263126729","0.156888040869057","0.199722485384402"
"4","2015","Hesse","direct migration background","33","0.0974524899585112","0.0725077097053953","0.122397270211627"
"4","2015","Hesse","indirect migration background","7","","",""
"4","2015","Rhineland-Palatinate,Saarland","no migration background","175","0.178095827815347","0.155299130866258","0.200892524764437"
"4","2015","Rhineland-Palatinate,Saarland","direct migration background","28","","",""
"4","2015","Rhineland-Palatinate,Saarland","indirect migration background","12","","",""
"4","2015","Baden-Württemberg","no migration background","311","0.168877004637469","0.152940576018617","0.184813433256322"
"4","2015","Baden-Württemberg","direct migration background","43","0.085510928858798","0.0667668067212287","0.104255050996367"
"4","2015","Baden-Württemberg","indirect migration background","13","","",""
"4","2015","Bavaria","no migration background","426","0.164156813857458","0.151213049671924","0.177100578042992"
"4","2015","Bavaria","direct migration background","55","0.0576443773766756","0.0436334349601393","0.071655319793212"
"4","2015","Bavaria","indirect migration background","19","","",""
"4","2015","Berlin","no migration background","54","0.0593295894563337","0.0425560382620886","0.0761031406505788"
"4","2015","Berlin","direct migration background","7","","",""
"4","2015","Berlin","indirect migration background","2","","",""
"4","2015","Brandenburg","no migration background","89","0.115747612160845","0.0947881220017745","0.136707102319916"
"4","2015","Brandenburg","direct migration background","7","","",""
"4","2015","Brandenburg","indirect migration background","1","","",""
"4","2015","Mecklenburg-Western Pomerania","no migration background","55","0.0894133873895793","0.0653021855936113","0.113524589185547"
"4","2015","Mecklenburg-Western Pomerania","direct migration background","2","","",""
"4","2015","Mecklenburg-Western Pomerania","indirect migration background","1","","",""
"4","2015","Saxony","no migration background","112","0.0946823117252233","0.0796799076936227","0.109684715756824"
"4","2015","Saxony","direct migration background","2","","",""
"4","2015","Saxony","indirect migration background","4","","",""
"4","2015","Saxony-Anhalt","no migration background","93","0.126976410269768","0.104379993430495","0.149572827109041"
"4","2015","Saxony-Anhalt","direct migration background","2","","",""
"4","2015","Saxony-Anhalt","indirect migration background","","","",""
"4","2015","Thuringia","no migration background","121","0.126594035612619","0.104760506578005","0.148427564647234"
"4","2015","Thuringia","direct migration background","3","","",""
"4","2015","Thuringia","indirect migration background","1","","",""
"5","2015","Schleswig-Holstein","no migration background","15","","",""
"5","2015","Schleswig-Holstein","direct migration background","1","","",""
"5","2015","Schleswig-Holstein","indirect migration background","","","",""
"5","2015","Hamburg","no migration background","2","","",""
"5","2015","Hamburg","direct migration background","","","",""
"5","2015","Hamburg","indirect migration background","","","",""
"5","2015","Lower Saxony","no migration background","65","0.037137086054232","0.0287354703092009","0.0455387017992632"
"5","2015","Lower Saxony","direct migration background","4","","",""
"5","2015","Lower Saxony","indirect migration background","1","","",""
"5","2015","Bremen","no migration background","","","",""
"5","2015","Bremen","direct migration background","","","",""
"5","2015","Bremen","indirect migration background","","","",""
"5","2015","North Rhine-Westphalia","no migration background","71","0.0257028802502501","0.0205747051432194","0.0308310553572809"
"5","2015","North Rhine-Westphalia","direct migration background","5","","",""
"5","2015","North Rhine-Westphalia","indirect migration background","6","","",""
"5","2015","Hesse","no migration background","21","","",""
"5","2015","Hesse","direct migration background","1","","",""
"5","2015","Hesse","indirect migration background","1","","",""
"5","2015","Rhineland-Palatinate,Saarland","no migration background","20","","",""
"5","2015","Rhineland-Palatinate,Saarland","direct migration background","1","","",""
"5","2015","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"5","2015","Baden-Württemberg","no migration background","49","0.023252340135504","0.0168417558112172","0.0296629244597907"
"5","2015","Baden-Württemberg","direct migration background","4","","",""
"5","2015","Baden-Württemberg","indirect migration background","","","",""
"5","2015","Bavaria","no migration background","59","0.0257371351986801","0.0202038009081922","0.031270469489168"
"5","2015","Bavaria","direct migration background","4","","",""
"5","2015","Bavaria","indirect migration background","1","","",""
"5","2015","Berlin","no migration background","11","","",""
"5","2015","Berlin","direct migration background","","","",""
"5","2015","Berlin","indirect migration background","","","",""
"5","2015","Brandenburg","no migration background","17","","",""
"5","2015","Brandenburg","direct migration background","1","","",""
"5","2015","Brandenburg","indirect migration background","","","",""
"5","2015","Mecklenburg-Western Pomerania","no migration background","9","","",""
"5","2015","Mecklenburg-Western Pomerania","direct migration background","","","",""
"5","2015","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"5","2015","Saxony","no migration background","5","","",""
"5","2015","Saxony","direct migration background","1","","",""
"5","2015","Saxony","indirect migration background","","","",""
"5","2015","Saxony-Anhalt","no migration background","12","","",""
"5","2015","Saxony-Anhalt","direct migration background","","","",""
"5","2015","Saxony-Anhalt","indirect migration background","","","",""
"5","2015","Thuringia","no migration background","3","","",""
"5","2015","Thuringia","direct migration background","","","",""
"5","2015","Thuringia","indirect migration background","","","",""
"1","2016","Schleswig-Holstein","no migration background","10","","",""
"1","2016","Schleswig-Holstein","direct migration background","46","0.0146671791970493","0.00155691017684402","0.0277774482172545"
"1","2016","Schleswig-Holstein","indirect migration background","3","","",""
"1","2016","Hamburg","no migration background","9","","",""
"1","2016","Hamburg","direct migration background","14","","",""
"1","2016","Hamburg","indirect migration background","3","","",""
"1","2016","Lower Saxony","no migration background","21","","",""
"1","2016","Lower Saxony","direct migration background","52","0.0397046882406595","0.0264365579569782","0.0529728185243409"
"1","2016","Lower Saxony","indirect migration background","2","","",""
"1","2016","Bremen","no migration background","9","","",""
"1","2016","Bremen","direct migration background","14","","",""
"1","2016","Bremen","indirect migration background","","","",""
"1","2016","North Rhine-Westphalia","no migration background","49","0.00913582164755087","0.00594430434722619","0.0123273389478755"
"1","2016","North Rhine-Westphalia","direct migration background","158","0.0290084629712176","0.0215822282666404","0.0364346976757949"
"1","2016","North Rhine-Westphalia","indirect migration background","16","","",""
"1","2016","Hesse","no migration background","29","","",""
"1","2016","Hesse","direct migration background","62","0.028113940720588","0.0152673445646009","0.040960536876575"
"1","2016","Hesse","indirect migration background","10","","",""
"1","2016","Rhineland-Palatinate,Saarland","no migration background","12","","",""
"1","2016","Rhineland-Palatinate,Saarland","direct migration background","52","0.0290795412036887","0.0161917912394264","0.041967291167951"
"1","2016","Rhineland-Palatinate,Saarland","indirect migration background","5","","",""
"1","2016","Baden-Württemberg","no migration background","40","0.0138341073765367","0.00864991217841134","0.019018302574662"
"1","2016","Baden-Württemberg","direct migration background","90","0.0429960250273117","0.0306320293096698","0.0553600207449536"
"1","2016","Baden-Württemberg","indirect migration background","15","","",""
"1","2016","Bavaria","no migration background","33","0.00874018492048946","0.00533483924481998","0.0121455305961589"
"1","2016","Bavaria","direct migration background","111","0.042524637675965","0.0309969029409615","0.0540523724109685"
"1","2016","Bavaria","indirect migration background","12","","",""
"1","2016","Berlin","no migration background","22","","",""
"1","2016","Berlin","direct migration background","28","","",""
"1","2016","Berlin","indirect migration background","7","","",""
"1","2016","Brandenburg","no migration background","8","","",""
"1","2016","Brandenburg","direct migration background","29","","",""
"1","2016","Brandenburg","indirect migration background","","","",""
"1","2016","Mecklenburg-Western Pomerania","no migration background","27","","",""
"1","2016","Mecklenburg-Western Pomerania","direct migration background","3","","",""
"1","2016","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"1","2016","Saxony","no migration background","27","","",""
"1","2016","Saxony","direct migration background","26","","",""
"1","2016","Saxony","indirect migration background","","","",""
"1","2016","Saxony-Anhalt","no migration background","11","","",""
"1","2016","Saxony-Anhalt","direct migration background","18","","",""
"1","2016","Saxony-Anhalt","indirect migration background","","","",""
"1","2016","Thuringia","no migration background","21","","",""
"1","2016","Thuringia","direct migration background","34","0.0351563266110409","0.00548428322665667","0.0648283699954251"
"1","2016","Thuringia","indirect migration background","","","",""
"2","2016","Schleswig-Holstein","no migration background","82","0.0799470074226764","0.0590651986114391","0.100828816233914"
"2","2016","Schleswig-Holstein","direct migration background","65","0.0944808721919089","0.0625825683121307","0.126379176071687"
"2","2016","Schleswig-Holstein","indirect migration background","9","","",""
"2","2016","Hamburg","no migration background","35","0.0945854054132144","0.0607876656743329","0.128383145152096"
"2","2016","Hamburg","direct migration background","41","0.353928416736395","0.274433615590025","0.433423217882764"
"2","2016","Hamburg","indirect migration background","10","","",""
"2","2016","Lower Saxony","no migration background","214","0.102772187465474","0.0888480602879891","0.116696314642958"
"2","2016","Lower Saxony","direct migration background","150","0.136070309244815","0.112772916897157","0.159367701592473"
"2","2016","Lower Saxony","indirect migration background","34","0.235216975180772","0.161740797372029","0.308693152989515"
"2","2016","Bremen","no migration background","18","","",""
"2","2016","Bremen","direct migration background","31","0.222603809929792","0.145903632290615","0.299303987568968"
"2","2016","Bremen","indirect migration background","2","","",""
"2","2016","North Rhine-Westphalia","no migration background","401","0.101647006826006","0.0915105274869109","0.1117834861651"
"2","2016","North Rhine-Westphalia","direct migration background","392","0.191575951756652","0.174162346417116","0.208989557096187"
"2","2016","North Rhine-Westphalia","indirect migration background","99","0.215131460109263","0.179041712672756","0.25122120754577"
"2","2016","Hesse","no migration background","145","0.105582746981741","0.0876335320397651","0.123531961923718"
"2","2016","Hesse","direct migration background","154","0.175772488879561","0.146191101585104","0.205353876174018"
"2","2016","Hesse","indirect migration background","30","0.20564065036979","0.137713776652435","0.273567524087144"
"2","2016","Rhineland-Palatinate,Saarland","no migration background","114","0.110103245741519","0.0907796609475636","0.129426830535474"
"2","2016","Rhineland-Palatinate,Saarland","direct migration background","121","0.179774999545755","0.150322466647222","0.209227532444287"
"2","2016","Rhineland-Palatinate,Saarland","indirect migration background","17","","",""
"2","2016","Baden-Württemberg","no migration background","225","0.0978331048155111","0.0846469810747637","0.111019228556259"
"2","2016","Baden-Württemberg","direct migration background","240","0.183463323310118","0.159872108876042","0.207054537744194"
"2","2016","Baden-Württemberg","indirect migration background","84","0.216939760410095","0.169172290466022","0.264707230354169"
"2","2016","Bavaria","no migration background","432","0.126511406316296","0.114349529410603","0.138673283221988"
"2","2016","Bavaria","direct migration background","239","0.184975901066688","0.16279380097919","0.207158001154186"
"2","2016","Bavaria","indirect migration background","64","0.18717580123326","0.140821845494857","0.233529756971663"
"2","2016","Berlin","no migration background","140","0.193212716228456","0.164313511717705","0.222111920739207"
"2","2016","Berlin","direct migration background","67","0.230724539179114","0.179015575502449","0.282433502855779"
"2","2016","Berlin","indirect migration background","15","","",""
"2","2016","Brandenburg","no migration background","115","0.143914590756165","0.120206149240758","0.167623032271571"
"2","2016","Brandenburg","direct migration background","65","0.213809003644565","0.158488784588175","0.269129222700954"
"2","2016","Brandenburg","indirect migration background","5","","",""
"2","2016","Mecklenburg-Western Pomerania","no migration background","61","0.108808458959849","0.081702737641059","0.135914180278638"
"2","2016","Mecklenburg-Western Pomerania","direct migration background","18","","",""
"2","2016","Mecklenburg-Western Pomerania","indirect migration background","5","","",""
"2","2016","Saxony","no migration background","211","0.152864206421999","0.133953230349763","0.171775182494235"
"2","2016","Saxony","direct migration background","55","0.314087465159885","0.249920760780921","0.37825416953885"
"2","2016","Saxony","indirect migration background","3","","",""
"2","2016","Saxony-Anhalt","no migration background","97","0.115805481078301","0.0933058162622283","0.138305145894374"
"2","2016","Saxony-Anhalt","direct migration background","34","0.149197480816377","0.088873385081244","0.20952157655151"
