"hlf0071_h","year","regtyp","sex","n","percent","lower_confidence","upper_confidence"
"Much too small","1988","Urban Area","Female","18","","",""
"Much too small","1988","Rural Area","Male","1","","",""
"Much too small","1988","Rural Area","Female","","","",""
"A little too small","1988","Urban Area","Male","73","0.186403463341688","0.148890665669972","0.223916261013404"
"A little too small","1988","Urban Area","Female","81","0.194893320486374","0.157409431992953","0.232377208979795"
"A little too small","1988","Rural Area","Male","7","","",""
"A little too small","1988","Rural Area","Female","9","","",""
"Just right","1988","Urban Area","Male","301","0.71599568811654","0.672558111216989","0.759433265016092"
"Just right","1988","Urban Area","Female","309","0.732535914863466","0.690650131441021","0.774421698285912"
"Just right","1988","Rural Area","Male","67","0.791104063814462","0.704169945992349","0.878038181636575"
"Just right","1988","Rural Area","Female","74","0.808211807250809","0.727761500175029","0.888662114326588"
"A little too big","1988","Urban Area","Male","21","","",""
"A little too big","1988","Urban Area","Female","21","","",""
"A little too big","1988","Rural Area","Male","7","","",""
"A little too big","1988","Rural Area","Female","8","","",""
"Much too big","1988","Urban Area","Male","","","",""
"Much too big","1988","Urban Area","Female","","","",""
"Much too big","1988","Rural Area","Male","2","","",""
"Much too big","1988","Rural Area","Female","1","","",""
"Much too small","1989","Urban Area","Male","15","","",""
"Much too small","1989","Urban Area","Female","20","","",""
"Much too small","1989","Rural Area","Male","3","","",""
"Much too small","1989","Rural Area","Female","2","","",""
"A little too small","1989","Urban Area","Male","64","0.131513748818672","0.097885884937191","0.165141612700152"
"A little too small","1989","Urban Area","Female","71","0.147334092320429","0.112066703688832","0.182601480952027"
"A little too small","1989","Rural Area","Male","13","","",""
"A little too small","1989","Rural Area","Female","13","","",""
"Just right","1989","Urban Area","Male","282","0.755211080153796","0.712428962003001","0.797993198304592"
"Just right","1989","Urban Area","Female","275","0.74033231468633","0.696705396575021","0.78395923279764"
"Just right","1989","Rural Area","Male","71","0.724522149975228","0.635154229873865","0.813890070076591"
"Just right","1989","Rural Area","Female","66","0.812436863939519","0.730877222417842","0.893996505461196"
"A little too big","1989","Urban Area","Male","25","","",""
"A little too big","1989","Urban Area","Female","19","","",""
"A little too big","1989","Rural Area","Male","9","","",""
"A little too big","1989","Rural Area","Female","7","","",""
"Much too big","1989","Urban Area","Male","2","","",""
"Much too big","1989","Urban Area","Female","3","","",""
"Much too big","1989","Rural Area","Male","","","",""
"Much too big","1989","Rural Area","Female","","","",""
"Much too small","1990","Urban Area","Male","78","0.0728667145712907","0.0572638201623371","0.0884696089802443"
"Much too small","1990","Urban Area","Female","84","0.0708779285711727","0.0560591042901129","0.0856967528522326"
"Much too small","1990","Rural Area","Male","120","0.0754494777115241","0.0618080354868228","0.0890909199362254"
"Much too small","1990","Rural Area","Female","115","0.0640740183914294","0.0519569278845515","0.0761911088983073"
"A little too small","1990","Urban Area","Male","237","0.211836803226488","0.187307891997574","0.236365714455402"
"A little too small","1990","Urban Area","Female","245","0.192247077470955","0.169491335863722","0.215002819078188"
"A little too small","1990","Rural Area","Male","345","0.226643926075793","0.20502029427544","0.248267557876146"
"A little too small","1990","Rural Area","Female","369","0.205870616543131","0.185863733441972","0.22587749964429"
"Just right","1990","Urban Area","Male","702","0.668776571688754","0.64052318340349","0.697029959974018"
"Just right","1990","Urban Area","Female","762","0.681765972979191","0.654868417026661","0.708663528931721"
"Just right","1990","Rural Area","Male","910","0.638993232381163","0.614186323811113","0.663800140951213"
"Just right","1990","Rural Area","Female","1021","0.681176211911981","0.658117145796461","0.7042352780275"
"A little too big","1990","Urban Area","Male","43","0.0393084068038438","0.0276428840586414","0.0509739295490462"
"A little too big","1990","Urban Area","Female","56","0.0517025685183409","0.0389161122382434","0.0644890247984383"
"A little too big","1990","Rural Area","Male","53","0.0492244148682096","0.0380507372584617","0.0603980924779576"
"A little too big","1990","Rural Area","Female","51","0.0405676669448811","0.0308057791754886","0.0503295547142736"
"Much too big","1990","Urban Area","Male","6","","",""
"Much too big","1990","Urban Area","Female","5","","",""
"Much too big","1990","Rural Area","Male","12","","",""
"Much too big","1990","Rural Area","Female","13","","",""
"Much too small","1991","Urban Area","Male","218","0.0336561789545065","0.0282482533294346","0.0390641045795785"
"Much too small","1991","Urban Area","Female","192","0.0256693970577474","0.0210280754005446","0.0303107187149502"
"Much too small","1991","Rural Area","Male","81","0.0286158495994632","0.0216898200546786","0.0355418791442479"
"Much too small","1991","Rural Area","Female","85","0.0248601917809631","0.0185664712154296","0.0311539123464966"
"A little too small","1991","Urban Area","Male","844","0.174997876067625","0.163603871448441","0.186391880686809"
"A little too small","1991","Urban Area","Female","852","0.158298611098999","0.147585928544974","0.169011293653023"
"A little too small","1991","Rural Area","Male","428","0.165645145949412","0.150201484720324","0.1810888071785"
"A little too small","1991","Rural Area","Female","436","0.147765915300415","0.133421318009703","0.162110512591127"
"Just right","1991","Urban Area","Male","2974","0.722177493646419","0.708745571795764","0.735609415497075"
"Just right","1991","Urban Area","Female","3161","0.743435261909845","0.730617838722815","0.756252685096875"
"Just right","1991","Rural Area","Male","1559","0.710333636477441","0.691489955857642","0.72917731709724"
"Just right","1991","Rural Area","Female","1666","0.734446916579539","0.716595295632818","0.75229853752626"
"A little too big","1991","Urban Area","Male","217","0.0638345628379608","0.0565040102299047","0.0711651154460169"
"A little too big","1991","Urban Area","Female","231","0.0653610398756877","0.0581072983124189","0.0726147814389564"
"A little too big","1991","Rural Area","Male","143","0.0865984663001729","0.0749150062059014","0.0982819263944443"
"A little too big","1991","Rural Area","Female","150","0.0852400839087842","0.0739525966336003","0.0965275711839681"
"Much too big","1991","Urban Area","Male","19","","",""
"Much too big","1991","Urban Area","Female","24","","",""
"Much too big","1991","Rural Area","Male","15","","",""
"Much too big","1991","Rural Area","Female","14","","",""
"Much too small","1992","Urban Area","Male","218","0.0351342781903904","0.0295646547897713","0.0407039015910096"
"Much too small","1992","Urban Area","Female","207","0.027148022262614","0.0223683272476833","0.0319277172775446"
"Much too small","1992","Rural Area","Male","84","0.0278221007395182","0.0208393876546727","0.0348048138243636"
"Much too small","1992","Rural Area","Female","87","0.0254693699295493","0.0190082635912225","0.0319304762678761"
"A little too small","1992","Urban Area","Male","859","0.178255554541749","0.166678000995683","0.189833108087815"
"A little too small","1992","Urban Area","Female","860","0.160628820813417","0.149829499410366","0.171428142216467"
"A little too small","1992","Rural Area","Male","397","0.150523491599122","0.135341309550325","0.165705673647919"
"A little too small","1992","Rural Area","Female","415","0.139080200555966","0.124889166467049","0.153271234644883"
"Just right","1992","Urban Area","Male","2885","0.717502898579576","0.703883883464816","0.731121913694336"
"Just right","1992","Urban Area","Female","3102","0.731056543247709","0.718015459616167","0.744097626879251"
"Just right","1992","Rural Area","Male","1478","0.72617749087024","0.707244800579801","0.74511018116068"
"Just right","1992","Rural Area","Female","1610","0.745073522856592","0.72720012681288","0.762946918900304"
"A little too big","1992","Urban Area","Male","218","0.0632512058996942","0.055887899880031","0.0706145119193574"
"A little too big","1992","Urban Area","Female","253","0.0756243604208423","0.0678482430392577","0.083400477802427"
"A little too big","1992","Rural Area","Male","162","0.0888620005055869","0.0767809002335703","0.100943100777604"
"A little too big","1992","Rural Area","Female","162","0.0843065112120771","0.072911738599548","0.0957012838246062"
"Much too big","1992","Urban Area","Male","18","","",""
"Much too big","1992","Urban Area","Female","19","","",""
"Much too big","1992","Rural Area","Male","10","","",""
"Much too big","1992","Rural Area","Female","10","","",""
"Much too small","1993","Urban Area","Male","222","0.0350507414359233","0.0294815293905568","0.0406199534812899"
"Much too small","1993","Urban Area","Female","206","0.0265591382807771","0.0218151576891223","0.031303118872432"
"Much too small","1993","Rural Area","Male","62","0.0218103906485377","0.0155632441788025","0.028057537118273"
"Much too small","1993","Rural Area","Female","61","0.0199966490516666","0.0142239041256156","0.0257693939777175"
"A little too small","1993","Urban Area","Male","853","0.182524849695929","0.17082739988504","0.194222299506819"
"A little too small","1993","Urban Area","Female","839","0.160399629675958","0.14957235589315","0.171226903458767"
"A little too small","1993","Rural Area","Male","399","0.164794877151373","0.148927436891576","0.180662317411169"
"A little too small","1993","Rural Area","Female","413","0.152080064643328","0.13727182129117","0.166888307995486"
"Just right","1993","Urban Area","Male","2838","0.708460476451635","0.69469790951914","0.722223043384131"
"Just right","1993","Urban Area","Female","3062","0.729605241728361","0.716500627698547","0.742709855758175"
"Just right","1993","Rural Area","Male","1488","0.725971526354497","0.70689514116176","0.745047911547233"
"Just right","1993","Rural Area","Female","1612","0.732003186207426","0.71373853947636","0.750267832938491"
"A little too big","1993","Urban Area","Male","258","0.0696496182456855","0.0619410175279461","0.0773582189634249"
"A little too big","1993","Urban Area","Female","279","0.0743671769730471","0.0666262824769587","0.0821080714691355"
"A little too big","1993","Rural Area","Male","144","0.0844005469382098","0.0725110402251974","0.0962900536512223"
"A little too big","1993","Rural Area","Female","166","0.0934794394082338","0.0814751390162594","0.105483739800208"
"Much too big","1993","Urban Area","Male","18","","",""
"Much too big","1993","Urban Area","Female","27","","",""
"Much too big","1993","Rural Area","Male","7","","",""
"Much too big","1993","Rural Area","Female","7","","",""
"Much too small","1994","Urban Area","Male","192","0.0286869077468322","0.0235516759114564","0.033822139582208"
"Much too small","1994","Urban Area","Female","190","0.0264965502507431","0.0217260129805251","0.031267087520961"
"Much too small","1994","Rural Area","Male","68","0.0248416751956141","0.0181058118670498","0.0315775385241783"
"Much too small","1994","Rural Area","Female","68","0.0244720443647676","0.0180185576688463","0.0309255310606889"
"A little too small","1994","Urban Area","Male","788","0.178269377150789","0.166494898818498","0.190043855483081"
"A little too small","1994","Urban Area","Female","799","0.157787847363889","0.146959768599767","0.168615926128012"
"A little too small","1994","Rural Area","Male","367","0.154757628039312","0.139105192525181","0.170410063553443"
"A little too small","1994","Rural Area","Female","365","0.131205814450633","0.117104018466752","0.145307610434514"
"Just right","1994","Urban Area","Male","2817","0.716267434638239","0.702398894082677","0.7301359751938"
"Just right","1994","Urban Area","Female","3066","0.725584824329553","0.71233066959001","0.738838979069097"
"Just right","1994","Rural Area","Male","1444","0.720657666544711","0.701239950551674","0.740075382537748"
"Just right","1994","Rural Area","Female","1560","0.727010448534567","0.70840317369439","0.745617723374743"
"A little too big","1994","Urban Area","Male","245","0.0716412355807652","0.0637074945564076","0.0795749766051227"
"A little too big","1994","Urban Area","Female","277","0.0826289034868048","0.0744509921102476","0.0908068148633621"
"A little too big","1994","Rural Area","Male","154","0.0929596271326186","0.0803927966600501","0.105526457605187"
"A little too big","1994","Rural Area","Female","186","0.108047810948797","0.0950814469916391","0.121014174905954"
"Much too big","1994","Urban Area","Male","17","","",""
"Much too big","1994","Urban Area","Female","22","","",""
"Much too big","1994","Rural Area","Male","18","","",""
"Much too big","1994","Rural Area","Female","23","","",""
"Much too small","1995","Urban Area","Male","177","0.0298402818687826","0.0246853439476968","0.0349952197898684"
"Much too small","1995","Urban Area","Female","186","0.0279032335287883","0.0231077425747042","0.0326987244828724"
"Much too small","1995","Rural Area","Male","64","0.0206791415428231","0.0146833266293085","0.0266749564563376"
"Much too small","1995","Rural Area","Female","61","0.0177792007193424","0.0123832554832658","0.023175145955419"
"A little too small","1995","Urban Area","Male","809","0.176920289796179","0.165358897735296","0.188481681857061"
"A little too small","1995","Urban Area","Female","829","0.146922324806723","0.136613972708221","0.157230676905224"
"A little too small","1995","Rural Area","Male","360","0.154619449150364","0.139386722468315","0.169852175832413"
"A little too small","1995","Rural Area","Female","393","0.147996476158868","0.133496969139346","0.162495983178391"
"Just right","1995","Urban Area","Male","2942","0.71749948577243","0.703859284514634","0.731139687030226"
"Just right","1995","Urban Area","Female","3193","0.73042462960776","0.717504143015385","0.743345116200135"
"Just right","1995","Rural Area","Male","1529","0.706498028792999","0.687312205011837","0.725683852574161"
"Just right","1995","Rural Area","Female","1606","0.699962293352414","0.681249781218223","0.718674805486604"
"A little too big","1995","Urban Area","Male","236","0.0686460096111915","0.0609853635387882","0.0763066556835948"
"A little too big","1995","Urban Area","Female","308","0.08934983624582","0.0810441843449131","0.0976554881467269"
"A little too big","1995","Rural Area","Male","195","0.10915025571153","0.0960121100851547","0.122288401337905"
"A little too big","1995","Rural Area","Female","223","0.121133803425918","0.1078108376943","0.134456769157536"
"Much too big","1995","Urban Area","Male","21","","",""
"Much too big","1995","Urban Area","Female","15","","",""
"Much too big","1995","Rural Area","Male","16","","",""
"Much too big","1995","Rural Area","Female","21","","",""
"Much too small","1996","Urban Area","Male","157","0.0242451209115927","0.0195456851852196","0.0289445566379659"
"Much too small","1996","Urban Area","Female","158","0.0212947031982775","0.0170635479695252","0.0255258584270298"
"Much too small","1996","Rural Area","Male","55","0.0190921391808025","0.0132886541291752","0.0248956242324297"
"Much too small","1996","Rural Area","Female","59","0.0176563923434362","0.0122338764283454","0.0230789082585269"
"A little too small","1996","Urban Area","Male","792","0.179642521834088","0.167913296939394","0.191371746728781"
"A little too small","1996","Urban Area","Female","825","0.151817791374739","0.141300519338678","0.1623350634108"
"A little too small","1996","Rural Area","Male","349","0.148714903957034","0.133625842433147","0.163803965480921"
"A little too small","1996","Rural Area","Female","366","0.134898454509524","0.120832954697614","0.148963954321434"
"Just right","1996","Urban Area","Male","2864","0.700321817977882","0.686324669732534","0.71431896622323"
"Just right","1996","Urban Area","Female","3150","0.72635214244189","0.713285415048217","0.739418869835563"
"Just right","1996","Rural Area","Male","1536","0.714145253174322","0.694984461547679","0.733306044800964"
"Just right","1996","Rural Area","Female","1621","0.719056185879178","0.700550325180953","0.737562046577403"
"A little too big","1996","Urban Area","Male","281","0.0884660720929307","0.0797897041166569","0.0971424400692044"
"A little too big","1996","Urban Area","Female","323","0.0954088473422464","0.0867985591858713","0.104019135498622"
"A little too big","1996","Rural Area","Male","183","0.111142395760832","0.0978132155402585","0.124471575981405"
"A little too big","1996","Rural Area","Female","201","0.117960327092253","0.10467934527578","0.131241308908726"
"Much too big","1996","Urban Area","Male","21","","",""
"Much too big","1996","Urban Area","Female","16","","",""
"Much too big","1996","Rural Area","Male","13","","",""
"Much too big","1996","Rural Area","Female","19","","",""
"Much too small","1997","Urban Area","Male","121","0.0217345064294261","0.0172596974909726","0.0262093153678797"
"Much too small","1997","Urban Area","Female","129","0.0204026797104997","0.0162235423165886","0.0245818171044109"
"Much too small","1997","Rural Area","Male","47","0.0145301455586476","0.00942071527706775","0.0196395758402274"
"Much too small","1997","Rural Area","Female","49","0.013223199124276","0.00848852682358478","0.0179578714249672"
"A little too small","1997","Urban Area","Male","766","0.179558903370389","0.167780174806453","0.191337631934325"
"A little too small","1997","Urban Area","Female","784","0.157000655412517","0.146246319431627","0.167754991393407"
"A little too small","1997","Rural Area","Male","344","0.156943158106537","0.141411584986157","0.172474731226916"
"A little too small","1997","Rural Area","Female","357","0.140368222189794","0.125970200550849","0.154766243828739"
"Just right","1997","Urban Area","Male","2903","0.70772162939426","0.693764348737103","0.721678910051417"
"Just right","1997","Urban Area","Female","3164","0.723113344806385","0.709885976392981","0.736340713219789"
"Just right","1997","Rural Area","Male","1539","0.715571697356842","0.696308480869881","0.734834913843804"
"Just right","1997","Rural Area","Female","1630","0.716594318723446","0.69791533912379","0.735273298323102"
"A little too big","1997","Urban Area","Male","276","0.0848474033437203","0.0762960023009902","0.0933988043864504"
"A little too big","1997","Urban Area","Female","301","0.0919082187815523","0.0833681514184632","0.100448286144641"
"A little too big","1997","Rural Area","Male","163","0.106593972382914","0.0934172745784307","0.119770670187396"
"A little too big","1997","Rural Area","Female","187","0.124831774147013","0.111131775203298","0.138531773090729"
"Much too big","1997","Urban Area","Male","13","","",""
"Much too big","1997","Urban Area","Female","18","","",""
"Much too big","1997","Rural Area","Male","14","","",""
"Much too big","1997","Rural Area","Female","13","","",""
"Much too small","1998","Urban Area","Male","147","0.030105757121388","0.0250704322081832","0.0351410820345928"
"Much too small","1998","Urban Area","Female","152","0.0278280289661501","0.023172041019288","0.0324840169130123"
"Much too small","1998","Rural Area","Male","40","0.016533113419207","0.0113797991797139","0.0216864276587001"
"Much too small","1998","Rural Area","Female","40","0.0141140267451836","0.00946015591390862","0.0187678975764585"
"A little too small","1998","Urban Area","Male","802","0.173133674977357","0.161984340143903","0.184283009810811"
"A little too small","1998","Urban Area","Female","839","0.156094364854419","0.145820363182215","0.166368366526622"
"A little too small","1998","Rural Area","Male","328","0.128604899455428","0.115075897912708","0.142133900998149"
"A little too small","1998","Rural Area","Female","325","0.115637830180262","0.103021281764505","0.128254378596019"
"Just right","1998","Urban Area","Male","3089","0.696316043952363","0.682765564656029","0.709866523248697"
"Just right","1998","Urban Area","Female","3374","0.709727977368945","0.696879619387662","0.722576335350228"
"Just right","1998","Rural Area","Male","1757","0.739074360555813","0.721327077390937","0.75682164372069"
"Just right","1998","Rural Area","Female","1849","0.738836767918368","0.721506479895937","0.7561670559408"
"A little too big","1998","Urban Area","Male","355","0.0917242380606245","0.083218902534833","0.100229573586416"
"A little too big","1998","Urban Area","Female","388","0.0948744940124724","0.0865792681754008","0.103169719849544"
"A little too big","1998","Rural Area","Male","210","0.103383622005942","0.0910792730935868","0.115687970918298"
"A little too big","1998","Rural Area","Female","240","0.125265706940922","0.112206112611243","0.138325301270601"
"Much too big","1998","Urban Area","Male","31","0.00872028588826681","0.00598057962337825","0.0114599921531554"
"Much too big","1998","Urban Area","Female","41","0.0114751347980135","0.00846024270281311","0.0144900268932139"
"Much too big","1998","Rural Area","Male","17","","",""
"Much too big","1998","Rural Area","Female","14","","",""
"Much too small","1999","Urban Area","Male","129","0.0235687899611862","0.0190466401827309","0.0280909397396415"
"Much too small","1999","Urban Area","Female","121","0.0180143587001137","0.0141940049654065","0.0218347124348209"
"Much too small","1999","Rural Area","Male","24","","",""
"Much too small","1999","Rural Area","Female","25","","",""
"A little too small","1999","Urban Area","Male","735","0.164685005886854","0.15362876119699","0.175741250576718"
"A little too small","1999","Urban Area","Female","806","0.157519601178788","0.147055816129378","0.167983386228198"
"A little too small","1999","Rural Area","Male","336","0.147042966031839","0.132518982563564","0.161566949500114"
"A little too small","1999","Rural Area","Female","345","0.125512577336114","0.112340163638449","0.13868499103378"
"Just right","1999","Urban Area","Male","3139","0.723943880405222","0.71061767161334","0.737270089197104"
"Just right","1999","Urban Area","Female","3360","0.729280928003766","0.716518054654744","0.742043801352788"
"Just right","1999","Rural Area","Male","1722","0.746882314427368","0.729050835095243","0.764713793759493"
"Just right","1999","Rural Area","Female","1836","0.756986580075454","0.739933447317067","0.774039712833841"
"A little too big","1999","Urban Area","Male","301","0.0807926294785093","0.0726690376564973","0.0889162213005213"
"A little too big","1999","Urban Area","Female","354","0.0906741386580059","0.0824262441822392","0.0989220331337727"
"A little too big","1999","Rural Area","Male","191","0.091519736648382","0.0796943548755905","0.103345118421173"
"A little too big","1999","Rural Area","Female","210","0.104842739230862","0.0926622760543127","0.11702320240741"
"Much too big","1999","Urban Area","Male","19","","",""
"Much too big","1999","Urban Area","Female","15","","",""
"Much too big","1999","Rural Area","Male","11","","",""
"Much too big","1999","Rural Area","Female","14","","",""
"Much too small","2000","Urban Area","Male","178","0.0224070270388375","0.0190769400019317","0.0257371140757433"
"Much too small","2000","Urban Area","Female","193","0.0205586721065689","0.0174990629127277","0.0236182813004101"
"Much too small","2000","Rural Area","Male","46","0.0135702697023364","0.00998972519801388","0.017150814206659"
"Much too small","2000","Rural Area","Female","47","0.0105114106529653","0.0074517604207745","0.0135710608851561"
"A little too small","2000","Urban Area","Male","1217","0.163629087878001","0.155305431468287","0.171952744287716"
"A little too small","2000","Urban Area","Female","1244","0.145494592819497","0.137892029446959","0.153097156192035"
"A little too small","2000","Rural Area","Male","486","0.120687978403765","0.110606475681981","0.130769481125548"
"A little too small","2000","Rural Area","Female","486","0.103835272281225","0.0946835620243863","0.112986982538065"
"Just right","2000","Urban Area","Male","5556","0.724486561085617","0.71443413263454","0.734538989536693"
"Just right","2000","Urban Area","Female","6105","0.740820859853098","0.731372947879315","0.750268771826881"
"Just right","2000","Rural Area","Male","3065","0.752631464487008","0.739278270007497","0.765984658966518"
"Just right","2000","Rural Area","Female","3305","0.775681649350969","0.763167248961757","0.78819604974018"
"A little too big","2000","Urban Area","Male","584","0.0815047242113721","0.075348502042667","0.0876609463800773"
"A little too big","2000","Urban Area","Female","670","0.0857451437243588","0.0797081931683553","0.0917820942803622"
"A little too big","2000","Rural Area","Male","386","0.102930389053602","0.093526518559445","0.11233425954776"
"A little too big","2000","Rural Area","Female","404","0.101271588987628","0.0922206438319381","0.110322534143318"
"Much too big","2000","Urban Area","Male","53","0.00797259978617241","0.00597160367048329","0.00997359590186154"
"Much too big","2000","Urban Area","Female","51","0.00738073149647756","0.0055352050691126","0.00922625792384252"
"Much too big","2000","Rural Area","Male","28","","",""
"Much too big","2000","Rural Area","Female","26","","",""
"Much too small","2001","Urban Area","Male","172","0.0250631806939374","0.0213737802702726","0.0287525811176022"
"Much too small","2001","Urban Area","Female","178","0.0211055139074392","0.0178682357317591","0.0243427920831192"
"Much too small","2001","Rural Area","Male","38","0.0130507774317882","0.00936487600501384","0.0167366788585625"
"Much too small","2001","Rural Area","Female","36","0.00923430949274259","0.0062133213257177","0.0122552976597675"
"A little too small","2001","Urban Area","Male","1067","0.155256970151614","0.146709505244144","0.163804435059083"
"A little too small","2001","Urban Area","Female","1139","0.145157177955551","0.137223464598719","0.153090891312384"
"A little too small","2001","Rural Area","Male","431","0.11469084740341","0.104342047778881","0.125039647027939"
"A little too small","2001","Rural Area","Female","418","0.0951836101058396","0.0859148285396772","0.104452391672002"
"Just right","2001","Urban Area","Male","5096","0.730791663773542","0.720323017902058","0.741260309645026"
"Just right","2001","Urban Area","Female","5641","0.742230808244583","0.732379382096558","0.752082234392608"
"Just right","2001","Rural Area","Male","2809","0.765765150087159","0.752010432605389","0.779519867568929"
"Just right","2001","Rural Area","Female","2976","0.77078567524038","0.757510232103278","0.784061118377483"
"A little too big","2001","Urban Area","Male","521","0.0823511870748997","0.0758630106575394","0.0888393634922601"
"A little too big","2001","Urban Area","Female","570","0.0839219484097566","0.0776771542075388","0.0901667426119744"
"A little too big","2001","Rural Area","Male","327","0.0952850180378759","0.0857494554362135","0.104820580639538"
"A little too big","2001","Rural Area","Female","391","0.115889391880809","0.105779733639208","0.125999050122409"
"Much too big","2001","Urban Area","Male","40","0.00653699830600724","0.00463498084413168","0.00843901576788279"
"Much too big","2001","Urban Area","Female","45","0.00758455148266974","0.00563054579969644","0.00953855716564304"
"Much too big","2001","Rural Area","Male","37","0.011208207039767","0.00778921083125106","0.014627203248283"
"Much too big","2001","Rural Area","Female","30","0.00890701328022891","0.00593955526497541","0.0118744712954824"
"Much too small","2002","Urban Area","Male","167","0.0262952950790406","0.0226559496624077","0.0299346404956735"
"Much too small","2002","Urban Area","Female","183","0.0241392625398415","0.0207810471108015","0.0274974779688814"
"Much too small","2002","Rural Area","Male","57","0.0191956415519159","0.0147910803544034","0.0236002027494283"
"Much too small","2002","Rural Area","Female","54","0.0142372636876662","0.0105348445627425","0.0179396828125899"
"A little too small","2002","Urban Area","Male","1172","0.165452012091446","0.157000541155358","0.173903483027533"
"A little too small","2002","Urban Area","Female","1245","0.155427638415108","0.147500157817782","0.163355119012434"
"A little too small","2002","Rural Area","Male","442","0.110782038909605","0.100706949026507","0.120857128792702"
"A little too small","2002","Rural Area","Female","451","0.102524998562489","0.0930449145958982","0.11200508252908"
"Just right","2002","Urban Area","Male","5344","0.707505211874665","0.697158686998353","0.717851736750977"
"Just right","2002","Urban Area","Female","5778","0.71001158892004","0.700083271105054","0.719939906735026"
"Just right","2002","Rural Area","Male","2768","0.745225952210801","0.731238722154355","0.759213182267248"
