"hlf0071_h","year","pgisced97","n","percent","lower_confidence","upper_confidence"
"5","1985","general elemantary","32","0.0147891481243535","0.0105088042918357","0.0190694919568713"
"5","1985","middle vocational","28","","",""
"5","1985","vocational + Abi","1","","",""
"5","1985","higher vocational","7","","",""
"5","1985","higher education","7","","",""
"1","1986","in school","","","",""
"1","1986","inadequately","7","","",""
"1","1986","general elemantary","20","","",""
"1","1986","middle vocational","13","","",""
"1","1986","vocational + Abi","2","","",""
"1","1986","higher vocational","2","","",""
"1","1986","higher education","4","","",""
"2","1986","in school","1","","",""
"2","1986","inadequately","14","","",""
"2","1986","general elemantary","45","0.13065495176885","0.0936130257197395","0.16769687781796"
"2","1986","middle vocational","84","0.132645598291913","0.105368411143016","0.15992278544081"
"2","1986","vocational + Abi","2","","",""
"2","1986","higher vocational","6","","",""
"2","1986","higher education","28","","",""
"3","1986","in school","8","","",""
"3","1986","inadequately","77","0.816550765845094","0.741069886521596","0.892031645168591"
"3","1986","general elemantary","242","0.767672272122645","0.72125570894871","0.81408883529658"
"3","1986","middle vocational","454","0.766875777505795","0.73287325951439","0.8008782954972"
"3","1986","vocational + Abi","27","","",""
"3","1986","higher vocational","53","0.780668711228664","0.680839002215804","0.880498420241524"
"3","1986","higher education","71","0.578374165070138","0.487725019434414","0.669023310705863"
"4","1986","in school","1","","",""
"4","1986","inadequately","3","","",""
"4","1986","general elemantary","10","","",""
"4","1986","middle vocational","41","0.0729960805016878","0.0520768635270114","0.0939152974763642"
"4","1986","vocational + Abi","3","","",""
"4","1986","higher vocational","5","","",""
"4","1986","higher education","11","","",""
"5","1986","in school","","","",""
"5","1986","inadequately","","","",""
"5","1986","general elemantary","1","","",""
"5","1986","middle vocational","2","","",""
"5","1986","vocational + Abi","","","",""
"5","1986","higher vocational","","","",""
"5","1986","higher education","","","",""
"1","1987","in school","","","",""
"1","1987","inadequately","12","","",""
"1","1987","general elemantary","13","","",""
"1","1987","middle vocational","8","","",""
"1","1987","vocational + Abi","3","","",""
"1","1987","higher vocational","1","","",""
"1","1987","higher education","4","","",""
"2","1987","in school","1","","",""
"2","1987","inadequately","15","","",""
"2","1987","general elemantary","45","0.13898514811025","0.0950361346250747","0.182934161595425"
"2","1987","middle vocational","69","0.119290379754605","0.0906204634135646","0.147960296095644"
"2","1987","vocational + Abi","9","","",""
"2","1987","higher vocational","4","","",""
"2","1987","higher education","18","","",""
"3","1987","in school","11","","",""
"3","1987","inadequately","77","0.696517706291473","0.609807748911737","0.78322766367121"
"3","1987","general elemantary","168","0.748126998968028","0.692977942708631","0.803276055227426"
"3","1987","middle vocational","385","0.794918320065971","0.759204851555274","0.830631788576669"
"3","1987","vocational + Abi","28","","",""
"3","1987","higher vocational","44","0.822432824619133","0.721438188887571","0.923427460350695"
"3","1987","higher education","68","0.718637719886296","0.63006123623497","0.807214203537622"
"4","1987","in school","","","",""
"4","1987","inadequately","4","","",""
"4","1987","general elemantary","10","","",""
"4","1987","middle vocational","27","","",""
"4","1987","vocational + Abi","1","","",""
"4","1987","higher vocational","6","","",""
"4","1987","higher education","8","","",""
"5","1987","in school","1","","",""
"5","1987","inadequately","","","",""
"5","1987","general elemantary","2","","",""
"5","1987","middle vocational","2","","",""
"5","1987","vocational + Abi","1","","",""
"5","1987","higher vocational","","","",""
"5","1987","higher education","1","","",""
"1","1988","in school","","","",""
"1","1988","inadequately","6","","",""
"1","1988","general elemantary","14","","",""
"1","1988","middle vocational","12","","",""
"1","1988","vocational + Abi","2","","",""
"1","1988","higher vocational","1","","",""
"1","1988","higher education","1","","",""
"2","1988","in school","3","","",""
"2","1988","inadequately","20","","",""
"2","1988","general elemantary","42","0.179564861646478","0.132910288439628","0.226219434853329"
"2","1988","middle vocational","67","0.143350718924573","0.111567994978538","0.175133442870608"
"2","1988","vocational + Abi","8","","",""
"2","1988","higher vocational","11","","",""
"2","1988","higher education","16","","",""
"3","1988","in school","7","","",""
"3","1988","inadequately","58","0.696546304160928","0.598809116133062","0.794283492188794"
"3","1988","general elemantary","190","0.747936569223816","0.6951590803928","0.800714058054831"
"3","1988","middle vocational","359","0.76311250788269","0.724550911751286","0.801674104014095"
"3","1988","vocational + Abi","22","","",""
"3","1988","higher vocational","49","0.756153015535755","0.65011994081539","0.862186090256119"
"3","1988","higher education","53","0.625781123880113","0.519739304098251","0.731822943661975"
"4","1988","in school","1","","",""
"4","1988","inadequately","1","","",""
"4","1988","general elemantary","13","","",""
"4","1988","middle vocational","27","","",""
"4","1988","vocational + Abi","1","","",""
"4","1988","higher vocational","2","","",""
"4","1988","higher education","10","","",""
"5","1988","in school","","","",""
"5","1988","inadequately","","","",""
"5","1988","general elemantary","1","","",""
"5","1988","middle vocational","2","","",""
"5","1988","vocational + Abi","","","",""
"5","1988","higher vocational","","","",""
"5","1988","higher education","","","",""
"1","1989","in school","","","",""
"1","1989","inadequately","7","","",""
"1","1989","general elemantary","7","","",""
"1","1989","middle vocational","17","","",""
"1","1989","vocational + Abi","2","","",""
"1","1989","higher vocational","","","",""
"1","1989","higher education","6","","",""
"2","1989","in school","2","","",""
"2","1989","inadequately","21","","",""
"2","1989","general elemantary","42","0.113192014849298","0.071608772218934","0.154775257479663"
"2","1989","middle vocational","63","0.130168356514469","0.0997152233326864","0.160621489696252"
"2","1989","vocational + Abi","8","","",""
"2","1989","higher vocational","5","","",""
"2","1989","higher education","20","","",""
"3","1989","in school","10","","",""
"3","1989","inadequately","30","0.541246637434689","0.416200463109133","0.666292811760245"
"3","1989","general elemantary","162","0.76082993874245","0.704842208198229","0.816817669286671"
"3","1989","middle vocational","363","0.78135741397129","0.743950324705129","0.818764503237452"
"3","1989","vocational + Abi","27","","",""
"3","1989","higher vocational","39","0.840113162980401","0.737494748267006","0.942731577693796"
"3","1989","higher education","47","0.577673041241364","0.472669467362049","0.682676615120678"
"4","1989","in school","","","",""
"4","1989","inadequately","3","","",""
"4","1989","general elemantary","10","","",""
"4","1989","middle vocational","24","","",""
"4","1989","vocational + Abi","6","","",""
"4","1989","higher vocational","5","","",""
"4","1989","higher education","12","","",""
"5","1989","in school","","","",""
"5","1989","inadequately","","","",""
"5","1989","general elemantary","2","","",""
"5","1989","middle vocational","2","","",""
"5","1989","vocational + Abi","1","","",""
"5","1989","higher vocational","","","",""
"5","1989","higher education","","","",""
"1","1990","in school","3","","",""
"1","1990","inadequately","7","","",""
"1","1990","general elemantary","52","0.0669913943829219","0.0485498166311977","0.0854329721346461"
"1","1990","middle vocational","252","0.0798242363440679","0.0700359149027873","0.0896125577853485"
"1","1990","vocational + Abi","10","","",""
"1","1990","higher vocational","13","","",""
"1","1990","higher education","61","0.0492483141402971","0.0364141967273284","0.0620824315532657"
"2","1990","in school","9","","",""
"2","1990","inadequately","8","","",""
"2","1990","general elemantary","115","0.148014480664168","0.121819749235309","0.174209212093026"
"2","1990","middle vocational","681","0.214749047670953","0.199917881507036","0.22958021383487"
"2","1990","vocational + Abi","34","0.247598249240674","0.171629332822162","0.323567165659185"
"2","1990","higher vocational","63","0.155915046311381","0.115661153350687","0.196168939272074"
"2","1990","higher education","314","0.265681747065972","0.239484250455138","0.291879243676805"
"3","1990","in school","26","","",""
"3","1990","inadequately","57","0.660852786147396","0.552988239961533","0.768717332333258"
"3","1990","general elemantary","495","0.719196575355635","0.686047551369592","0.752345599341678"
"3","1990","middle vocational","1887","0.658754247665","0.641630422585924","0.675878072744076"
"3","1990","vocational + Abi","78","0.653725078285851","0.569982690265203","0.7374674663065"
"3","1990","higher vocational","221","0.753710418828235","0.705902914450372","0.801517923206099"
"3","1990","higher education","666","0.624336501839355","0.59561245446419","0.65306054921452"
"4","1990","in school","2","","",""
"4","1990","inadequately","2","","",""
"4","1990","general elemantary","36","0.0569046200449015","0.0398163809044827","0.0739928591853203"
"4","1990","middle vocational","105","0.0402150677020808","0.0331195055687418","0.0473106298354198"
"4","1990","vocational + Abi","2","","",""
"4","1990","higher vocational","11","","",""
"4","1990","higher education","47","0.0558400921251803","0.0422214874776939","0.0694586967726667"
"5","1990","in school","","","",""
"5","1990","inadequately","","","",""
"5","1990","general elemantary","8","","",""
"5","1990","middle vocational","20","","",""
"5","1990","vocational + Abi","","","",""
"5","1990","higher vocational","4","","",""
"5","1990","higher education","4","","",""
"1","1991","in school","6","","",""
"1","1991","inadequately","64","0.0718806395891897","0.0520090035116481","0.0917522756667312"
"1","1991","general elemantary","132","0.0236965126821305","0.018082696657852","0.029310328706409"
"1","1991","middle vocational","250","0.0273301471742161","0.0234631554059381","0.031197138942494"
"1","1991","vocational + Abi","21","","",""
"1","1991","higher vocational","14","","",""
"1","1991","higher education","78","0.0376864852013497","0.0285116092282643","0.046861361174435"
"2","1991","in school","34","0.184536678887291","0.124240041267955","0.244833316506628"
"2","1991","inadequately","161","0.260889801108286","0.227105970489646","0.294673631726926"
"2","1991","general elemantary","471","0.127777277400624","0.115455764099537","0.14009879070171"
"2","1991","middle vocational","1281","0.161399916136063","0.152674249077711","0.170125583194415"
"2","1991","vocational + Abi","96","0.244017520334487","0.200312884456025","0.287722156212949"
"2","1991","higher vocational","140","0.154750670465032","0.128727822435287","0.180773518494776"
"2","1991","higher education","365","0.200454798297275","0.181167169870479","0.219742426724071"
"3","1991","in school","114","0.748172160966427","0.680703487650046","0.815640834282809"
"3","1991","inadequately","411","0.626706687836158","0.589494687870397","0.663918687801919"
"3","1991","general elemantary","2061","0.775768807095217","0.760375295361365","0.791162318829068"
"3","1991","middle vocational","4885","0.738016038519504","0.727587107687645","0.748444969351364"
"3","1991","vocational + Abi","225","0.623494513216582","0.574192675368427","0.672796351064737"
"3","1991","higher vocational","522","0.711346270557755","0.678741942493387","0.743950598622124"
"3","1991","higher education","1084","0.662895311538644","0.640120543517817","0.685670079559471"
"4","1991","in school","5","","",""
"4","1991","inadequately","10","","",""
"4","1991","general elemantary","134","0.063226852773736","0.054244470462485","0.072209235084987"
"4","1991","middle vocational","384","0.0681598945216907","0.0621825995453864","0.0741371894979949"
"4","1991","vocational + Abi","26","","",""
"4","1991","higher vocational","61","0.0976172139040699","0.076261959792695","0.118972468015445"
"4","1991","higher education","119","0.0916886708196289","0.0777851658648344","0.105592175774423"
"5","1991","in school","","","",""
"5","1991","inadequately","3","","",""
"5","1991","general elemantary","22","","",""
"5","1991","middle vocational","29","","",""
"5","1991","vocational + Abi","3","","",""
"5","1991","higher vocational","5","","",""
"5","1991","higher education","9","","",""
"1","1992","in school","7","","",""
"1","1992","inadequately","76","0.0870018078075762","0.0646909149300356","0.109312700685117"
"1","1992","general elemantary","155","0.0292057039041195","0.0229238042190646","0.0354876035891744"
"1","1992","middle vocational","234","0.0256804575165978","0.0218743617410241","0.0294865532921715"
"1","1992","vocational + Abi","32","0.0821576404901116","0.0546561183492066","0.109659162631016"
"1","1992","higher vocational","23","","",""
"1","1992","higher education","59","0.0323945482558238","0.0238519253423948","0.0409371711692527"
"2","1992","in school","40","0.18174071368951","0.125715440489272","0.237765986889749"
"2","1992","inadequately","137","0.210491459323204","0.178220378613561","0.242762540032846"
"2","1992","general elemantary","464","0.115873839595486","0.103932766150551","0.127814913040421"
"2","1992","middle vocational","1249","0.163107072658271","0.154217129729807","0.171997015586735"
"2","1992","vocational + Abi","83","0.204680991225167","0.16427384855338","0.245088133896953"
"2","1992","higher vocational","139","0.159257835626452","0.133242878548147","0.185272792704756"
"2","1992","higher education","407","0.213263304209076","0.193499120160367","0.233027488257785"
"3","1992","in school","131","0.752699449310843","0.690018475087516","0.81538042353417"
"3","1992","inadequately","387","0.657015231972621","0.619436424889221","0.69459403905602"
"3","1992","general elemantary","1982","0.782795648409195","0.767412259759511","0.79817903705888"
"3","1992","middle vocational","4696","0.728451519359574","0.717749847192653","0.739153191526494"
"3","1992","vocational + Abi","234","0.600313028566122","0.551256412814051","0.649369644318192"
"3","1992","higher vocational","541","0.737547933727462","0.706268317331906","0.768827550123018"
"3","1992","higher education","1051","0.662020238714312","0.639196483564947","0.684843993863676"
"4","1992","in school","4","","",""
"4","1992","inadequately","13","","",""
"4","1992","general elemantary","144","0.0655168325898147","0.0562856840756218","0.0747479811040076"
"4","1992","middle vocational","430","0.0782816264065927","0.0718182913537002","0.0847449614594853"
"4","1992","vocational + Abi","30","0.0920009138660748","0.0630549856732925","0.120946842058857"
"4","1992","higher vocational","49","0.0709735162737851","0.0527176055493195","0.0892294269982507"
"4","1992","higher education","130","0.0876701315104349","0.074024052088841","0.101316210932029"
"5","1992","in school","","","",""
"5","1992","inadequately","","","",""
"5","1992","general elemantary","15","","",""
"5","1992","middle vocational","26","","",""
"5","1992","vocational + Abi","4","","",""
"5","1992","higher vocational","8","","",""
"5","1992","higher education","3","","",""
"1","1993","in school","9","","",""
"1","1993","inadequately","70","0.0917276093947128","0.0686894632519313","0.114765755537494"
"1","1993","general elemantary","142","0.0279898386273427","0.0217322154964868","0.0342474617581987"
"1","1993","middle vocational","203","0.0215193289203286","0.0180148155985588","0.0250238422420985"
"1","1993","vocational + Abi","22","","",""
"1","1993","higher vocational","25","","",""
"1","1993","higher education","62","0.0363259064594075","0.0272036824042821","0.0454481305145328"
"2","1993","in school","44","0.207218115315336","0.148007093331425","0.266429137299248"
"2","1993","inadequately","130","0.202179942002331","0.170123822818877","0.234236061185785"
"2","1993","general elemantary","454","0.13404000422165","0.12111472495402","0.146965283489281"
"2","1993","middle vocational","1239","0.163707306812982","0.154771157619613","0.172643456006352"
"2","1993","vocational + Abi","91","0.209962723418101","0.168958992360897","0.250966454475305"
"2","1993","higher vocational","133","0.168090807519445","0.141074926979646","0.195106688059245"
"2","1993","higher education","374","0.21416443037901","0.19416272963356","0.23416613112446"
"3","1993","in school","118","0.703244064145996","0.636507386345795","0.769980741946197"
"3","1993","inadequately","394","0.696463958430855","0.659765832090863","0.733162084770847"
"3","1993","general elemantary","1914","0.765447624538127","0.749372606764705","0.781522642311549"
"3","1993","middle vocational","4671","0.733918616132621","0.723246060555","0.744591171710243"
"3","1993","vocational + Abi","233","0.662778447752296","0.615182460844195","0.710374434660397"
"3","1993","higher vocational","507","0.694469845710998","0.661191408735335","0.72774828268666"
"3","1993","higher education","1034","0.636829654287103","0.613382278616787","0.660277029957419"
"4","1993","in school","9","","",""
"4","1993","inadequately","9","","",""
"4","1993","general elemantary","147","0.0674792744376474","0.0579625333796544","0.0769960154956404"
"4","1993","middle vocational","442","0.0757475373899564","0.0693573028970164","0.0821377718828965"
"4","1993","vocational + Abi","30","0.0849289571951303","0.0568627460549257","0.112995168335335"
"4","1993","higher vocational","64","0.0958980794947777","0.074625368757817","0.117170790231739"
"4","1993","higher education","140","0.106941510161315","0.0918740337290166","0.122008986593613"
"5","1993","in school","","","",""
"5","1993","inadequately","","","",""
"5","1993","general elemantary","12","","",""
"5","1993","middle vocational","31","0.00510721074411098","0.00338567018547206","0.00682875130274991"
"5","1993","vocational + Abi","3","","",""
"5","1993","higher vocational","7","","",""
"5","1993","higher education","6","","",""
"1","1994","in school","10","","",""
"1","1994","inadequately","59","0.10590524623619","0.0798790045384107","0.13193148793397"
"1","1994","general elemantary","114","0.0233285502254803","0.017355207435145","0.0293018930158156"
"1","1994","middle vocational","217","0.0236948747040846","0.0199873519994955","0.0274023974086737"
"1","1994","vocational + Abi","15","","",""
"1","1994","higher vocational","24","","",""
"1","1994","higher education","58","0.0255641939338822","0.0179068054196158","0.0332215824481487"
"2","1994","in school","51","0.175124862002049","0.126427193122671","0.223822530881427"
"2","1994","inadequately","114","0.209430285350759","0.175015047370817","0.243845523330702"
"2","1994","general elemantary","378","0.123390100560719","0.110375145844153","0.136405055277285"
"2","1994","middle vocational","1135","0.153443066180416","0.144657585134569","0.162228547226262"
"2","1994","vocational + Abi","97","0.242545493676686","0.199730822967135","0.285360164386236"
"2","1994","higher vocational","129","0.155594621931536","0.129549019357475","0.181640224505596"
"2","1994","higher education","362","0.205887641919795","0.18627012070656","0.22550516313303"
"3","1994","in school","155","0.705835077063414","0.647451967363866","0.764218186762962"
"3","1994","inadequately","355","0.663622929993142","0.623662069482038","0.703583790504246"
"3","1994","general elemantary","1801","0.779074769021258","0.76265709812896","0.795492439913556"
"3","1994","middle vocational","4622","0.731937192736088","0.721139797097256","0.74273458837492"
"3","1994","vocational + Abi","241","0.612411856800125","0.563745956399741","0.661077757200508"
"3","1994","higher vocational","516","0.706920871024605","0.674213964385299","0.739627777663911"
"3","1994","higher education","1060","0.649220539754041","0.626067862528684","0.672373216979399"
"4","1994","in school","17","","",""
"4","1994","inadequately","9","","",""
"4","1994","general elemantary","144","0.0670933387721889","0.0571928162496034","0.0769938612947745"
"4","1994","middle vocational","450","0.0849108227664102","0.0781160167844056","0.0917056287484148"
"4","1994","vocational + Abi","28","","",""
"4","1994","higher vocational","66","0.104463606988701","0.0824857293221239","0.126441484655278"
"4","1994","higher education","143","0.111324510723184","0.0960644939024735","0.126584527543895"
"5","1994","in school","1","","",""
"5","1994","inadequately","","","",""
"5","1994","general elemantary","16","","",""
"5","1994","middle vocational","41","0.00601404361300142","0.00412936528219911","0.00789872194380373"
"5","1994","vocational + Abi","4","","",""
"5","1994","higher vocational","9","","",""
"5","1994","higher education","9","","",""
"1","1995","in school","9","","",""
"1","1995","inadequately","29","","",""
"1","1995","general elemantary","115","0.024679732845582","0.018577291935687","0.030782173755477"
"1","1995","middle vocational","209","0.0224401521510356","0.0188849242985646","0.0259953800035066"
"1","1995","vocational + Abi","16","","",""
"1","1995","higher vocational","24","","",""
"1","1995","higher education","64","0.0335064964388303","0.0250583121993719","0.0419546806782888"
"2","1995","in school","68","0.223866232923303","0.17495500405975","0.272777461786857"
"2","1995","inadequately","127","0.268145821974244","0.229960134396771","0.306331509551717"
"2","1995","general elemantary","381","0.120103115917134","0.107316584251326","0.132889647582941"
"2","1995","middle vocational","1108","0.146524378931287","0.138035831724197","0.155012926138377"
"2","1995","vocational + Abi","123","0.250670216475925","0.21169494475191","0.28964548819994"
"2","1995","higher vocational","136","0.164194663847024","0.137874544643677","0.19051478305037"
"2","1995","higher education","390","0.201562436248322","0.182729212010809","0.220395660485835"
"3","1995","in school","181","0.663849609175193","0.608419255248673","0.719279963101712"
"3","1995","inadequately","350","0.66749746544234","0.626888202228029","0.708106728656652"
"3","1995","general elemantary","1810","0.762700408298592","0.745966968863432","0.779433847733753"
"3","1995","middle vocational","4841","0.736586048095521","0.726012664347591","0.747159431843451"
"3","1995","vocational + Abi","293","0.614233811675897","0.570458401328403","0.658009222023391"
"3","1995","higher vocational","524","0.690864591829765","0.658030379229512","0.723698804430018"
"3","1995","higher education","1098","0.638798257243012","0.616247757158922","0.661348757327101"
"4","1995","in school","19","","",""
"4","1995","inadequately","11","","",""
"4","1995","general elemantary","166","0.0861682609614645","0.0751308677629755","0.0972056541599535"
"4","1995","middle vocational","470","0.0871977479707189","0.0804256403804368","0.0939698555610009"
"4","1995","vocational + Abi","39","0.0892691323822198","0.0636274231367168","0.114910841627723"
"4","1995","higher vocational","73","0.118106165256288","0.0951763687636962","0.141035961748879"
"4","1995","higher education","178","0.114528923012814","0.0995788203202778","0.12947902570535"
"5","1995","in school","2","","",""
"5","1995","inadequately","","","",""
"5","1995","general elemantary","11","","",""
"5","1995","middle vocational","39","0.00725167285143721","0.00521499872103475","0.00928834698183966"
"5","1995","vocational + Abi","4","","",""
"5","1995","higher vocational","4","","",""
"5","1995","higher education","13","","",""
"1","1996","in school","8","","",""
"1","1996","inadequately","36","0.0538812880736673","0.0338899505518024","0.0738726255955322"
"1","1996","general elemantary","101","0.0219467788200035","0.0160545049920671","0.02783905264794"
"1","1996","middle vocational","169","0.0182198047681273","0.0149874935970253","0.0214521159392293"
"1","1996","vocational + Abi","26","","",""
"1","1996","higher vocational","24","","",""
"1","1996","higher education","51","0.0211862429369979","0.0144565975882223","0.0279158882857735"
"2","1996","in school","75","0.243774448292465","0.194358303949422","0.293190592635508"
"2","1996","inadequately","111","0.270329096457163","0.231004890526023","0.309653302388303"
"2","1996","general elemantary","355","0.112894308840219","0.1001669001112","0.125621717569237"
"2","1996","middle vocational","1134","0.15233561009788","0.143651069340402","0.161020150855358"
"2","1996","vocational + Abi","115","0.23783376393096","0.199505378291186","0.276162149570734"
"2","1996","higher vocational","116","0.132526223342982","0.108546367415289","0.156506079270674"
"2","1996","higher education","371","0.198903155160938","0.180248874007651","0.217557436314225"
"3","1996","in school","188","0.660409649288437","0.605905010243875","0.714914288332999"
"3","1996","inadequately","330","0.646774814800548","0.60445415481027","0.689095474790825"
"3","1996","general elemantary","1743","0.769883755507894","0.752955878264929","0.786811632750859"
"3","1996","middle vocational","4723","0.722910830620981","0.712094341665326","0.733727319576636"
"3","1996","vocational + Abi","287","0.607590609527842","0.563632992342259","0.651548226713425"
"3","1996","higher vocational","556","0.728402319176518","0.696945401228473","0.759859237124564"
"3","1996","higher education","1166","0.651044230168721","0.628769850895517","0.673318609441926"
"4","1996","in school","19","","",""
"4","1996","inadequately","11","","",""
"4","1996","general elemantary","156","0.0835940587581565","0.0724627062000478","0.0947254113162652"
"4","1996","middle vocational","523","0.101889830303022","0.0945790388301355","0.109200621775909"
"4","1996","vocational + Abi","44","0.097281804587275","0.0706039545199884","0.123959654654562"
"4","1996","higher vocational","67","0.113249303217873","0.0908370242507137","0.135661582185033"
"4","1996","higher education","160","0.118898292099942","0.103772574040377","0.134024010159508"
"5","1996","in school","","","",""
"5","1996","inadequately","2","","",""
"5","1996","general elemantary","20","","",""
"5","1996","middle vocational","28","","",""
"5","1996","vocational + Abi","2","","",""
"5","1996","higher vocational","5","","",""
"5","1996","higher education","11","","",""
"1","1997","in school","22","","",""
"1","1997","inadequately","30","0.0471348905573025","0.027831012766228","0.0664387683483769"
"1","1997","general elemantary","63","0.0152515946674122","0.0102712029029065","0.0202319864319178"
"1","1997","middle vocational","132","0.0158438660856748","0.0128021104118413","0.0188856217595084"
"1","1997","vocational + Abi","22","","",""
"1","1997","higher vocational","20","","",""
"1","1997","higher education","40","0.018319515653444","0.012063212156125","0.024575819150763"
"2","1997","in school","74","0.224183986085435","0.178055953663222","0.270312018507648"
"2","1997","inadequately","94","0.247921898285727","0.208589854720137","0.287253941851318"
"2","1997","general elemantary","346","0.114275921366918","0.101346775737759","0.127205066996078"
"2","1997","middle vocational","1086","0.15385323639794","0.145064267846553","0.162642204949326"
"2","1997","vocational + Abi","115","0.249493732907681","0.209689693581409","0.289297772233953"
"2","1997","higher vocational","132","0.174887330705987","0.147826822180913","0.201947839231061"
"2","1997","higher education","355","0.202418696722901","0.18367356352664","0.221163829919163"
"3","1997","in school","206","0.674951870664059","0.62314426694143","0.726759474386688"
"3","1997","inadequately","322","0.658970266526233","0.615789869824508","0.702150663227958"
"3","1997","general elemantary","1758","0.772304792018263","0.755263028050517","0.789346555986008"
"3","1997","middle vocational","4720","0.722381212949716","0.711472603559516","0.733289822339917"
"3","1997","vocational + Abi","286","0.627589297233957","0.583119105105693","0.672059489362222"
"3","1997","higher vocational","538","0.705153694894448","0.672671909767682","0.737635480021214"
"3","1997","higher education","1214","0.660061976230744","0.637963213119673","0.682160739341815"
"4","1997","in school","12","","",""
"4","1997","inadequately","17","","",""
"4","1997","general elemantary","148","0.090676943889873","0.0790074834910051","0.102346404288741"
"4","1997","middle vocational","502","0.101869921936725","0.0945018416307105","0.109238002242739"
"4","1997","vocational + Abi","31","0.0749291610816916","0.0507114499225679","0.0991468722408154"
"4","1997","higher vocational","65","0.0988768306455443","0.0776130982494625","0.120140563041626"
"4","1997","higher education","145","0.106935784570333","0.0925186613562241","0.121352907784442"
