"hlf0071_h","year","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Just right","2006","Couple + C. GT 16 ","3001","0.786051598776075","0.772995647025068","0.799107550527083"
"Just right","2006","Couple + C. LE and GT 16","1252","0.762171112576909","0.741470654659644","0.782871570494175"
"A little too big","2006","1-pers.-HH","471","0.13099660494588","0.119573040561671","0.142420169330089"
"A little too big","2006","(Married) couple without C. ","1226","0.142980927737918","0.135252980032974","0.150708875442862"
"A little too big","2006","Single parent ","127","0.108444631906115","0.090924652353429","0.125964611458801"
"A little too big","2006","Couple + C. LE 16 ","184","0.0469109423811605","0.0402942223745043","0.0535276623878166"
"A little too big","2006","Couple + C. GT 16 ","323","0.0648426976398364","0.0570029630883424","0.0726824321913305"
"A little too big","2006","Couple + C. LE and GT 16","77","0.0369060287995493","0.0277395107349431","0.0460725468641556"
"Much too big","2006","1-pers.-HH","84","0.02316367838814","0.0180706565297755","0.0282567002465046"
"Much too big","2006","(Married) couple without C. ","133","0.0156815213830531","0.0129387362159653","0.0184243065501409"
"Much too big","2006","Single parent ","19","","",""
"Much too big","2006","Couple + C. LE 16 ","7","","",""
"Much too big","2006","Couple + C. GT 16 ","57","0.0222579015064597","0.0175613103971386","0.0269544926157808"
"Much too big","2006","Couple + C. LE and GT 16","","","",""
"Much too small","2007","1-pers.-HH","41","0.0119495204414602","0.0081729348147254","0.0157261060681951"
"Much too small","2007","(Married) couple without C. ","33","0.00563457069977217","0.00392566628452631","0.00734347511501804"
"Much too small","2007","Single parent ","25","","",""
"Much too small","2007","Couple + C. LE 16 ","96","0.0349725441566683","0.0289614252039647","0.0409836631093718"
"Much too small","2007","Couple + C. GT 16 ","11","","",""
"Much too small","2007","Couple + C. LE and GT 16","25","","",""
"A little too small","2007","1-pers.-HH","372","0.126921882403958","0.115351989604502","0.138491775203414"
"A little too small","2007","(Married) couple without C. ","672","0.0971631421602901","0.0904012262930936","0.103925058027487"
"A little too small","2007","Single parent ","197","0.187265203188569","0.164756620115267","0.209773786261871"
"A little too small","2007","Couple + C. LE 16 ","833","0.248276348212994","0.234140604725029","0.262412091700959"
"A little too small","2007","Couple + C. GT 16 ","364","0.0983202218939539","0.0886950625131792","0.107945381274728"
"A little too small","2007","Couple + C. LE and GT 16","278","0.18197900092846","0.162322324092935","0.201635677763986"
"Just right","2007","1-pers.-HH","2248","0.716712416310829","0.701051370310409","0.73237346231125"
"Just right","2007","(Married) couple without C. ","5402","0.737357929056169","0.727310945960787","0.747404912151552"
"Just right","2007","Single parent ","801","0.693126565294451","0.666517408913509","0.719735721675393"
"Just right","2007","Couple + C. LE 16 ","2490","0.669251807707553","0.65385731472785","0.684646300687255"
"Just right","2007","Couple + C. GT 16 ","2931","0.809592727635776","0.796900571539665","0.822284883731887"
"Just right","2007","Couple + C. LE and GT 16","1090","0.732468071682034","0.709915327560865","0.755020815803204"
"A little too big","2007","1-pers.-HH","444","0.125219850683128","0.113716600071326","0.136723101294929"
"A little too big","2007","(Married) couple without C. ","1143","0.146697037806162","0.13861954377215","0.154774531840173"
"A little too big","2007","Single parent ","106","0.080778671299725","0.0650568235720825","0.0965005190273675"
"A little too big","2007","Couple + C. LE 16 ","166","0.04691567852402","0.039996627434909","0.053834729613131"
"A little too big","2007","Couple + C. GT 16 ","338","0.0790948446584963","0.0703703178697929","0.0878193714471996"
"A little too big","2007","Couple + C. LE and GT 16","81","0.0437265689991676","0.0333086499377255","0.0541444880606097"
"Much too big","2007","1-pers.-HH","75","0.0191963301606242","0.0144272493935316","0.0239654109277167"
"Much too big","2007","(Married) couple without C. ","120","0.0131473202776066","0.0105468066687044","0.0157478338865089"
"Much too big","2007","Single parent ","25","","",""
"Much too big","2007","Couple + C. LE 16 ","3","","",""
"Much too big","2007","Couple + C. GT 16 ","32","0.0116668167528589","0.00819554817971304","0.0151380853260047"
"Much too big","2007","Couple + C. LE and GT 16","6","","",""
"Much too small","2008","1-pers.-HH","36","0.0107534394190722","0.00709247633413959","0.0144144025040048"
"Much too small","2008","(Married) couple without C. ","49","0.0100201537688969","0.00769854650482311","0.0123417610329707"
"Much too small","2008","Single parent ","21","","",""
"Much too small","2008","Couple + C. LE 16 ","68","0.0301742041090418","0.0242554811784908","0.0360929270395929"
"Much too small","2008","Couple + C. GT 16 ","17","","",""
"Much too small","2008","Couple + C. LE and GT 16","22","","",""
"A little too small","2008","1-pers.-HH","333","0.123341030587096","0.111669212623561","0.135012848550631"
"A little too small","2008","(Married) couple without C. ","587","0.0932748807460123","0.0864959911791414","0.100053770312883"
"A little too small","2008","Single parent ","197","0.197766540097003","0.174542612813904","0.220990467380103"
"A little too small","2008","Couple + C. LE 16 ","758","0.263829173872982","0.248581136680761","0.279077211065203"
"A little too small","2008","Couple + C. GT 16 ","328","0.0937534076849508","0.0840241168287682","0.103482698541133"
"A little too small","2008","Couple + C. LE and GT 16","240","0.202030307404581","0.180451684217205","0.223608930591958"
"Just right","2008","1-pers.-HH","2142","0.703064387027774","0.686846358028614","0.719282416026934"
"Just right","2008","(Married) couple without C. ","5181","0.731813650017164","0.721487059128065","0.742140240906263"
"Just right","2008","Single parent ","783","0.672210481416109","0.644841474429523","0.699579488402695"
"Just right","2008","Couple + C. LE 16 ","2217","0.653346492709306","0.636880693551461","0.669812291867151"
"Just right","2008","Couple + C. GT 16 ","2753","0.801288942685632","0.78796999066577","0.814607894705494"
"Just right","2008","Couple + C. LE and GT 16","995","0.715282352205292","0.691029198502039","0.739535505908545"
"A little too big","2008","1-pers.-HH","445","0.13848181707111","0.126221605082414","0.150742029059805"
"A little too big","2008","(Married) couple without C. ","1120","0.145174672764154","0.136963172662297","0.153386172866011"
"A little too big","2008","Single parent ","100","0.0842037964200758","0.0680127795614766","0.100394813278675"
"A little too big","2008","Couple + C. LE 16 ","155","0.0482074172525584","0.0407961696523123","0.0556186648528044"
"A little too big","2008","Couple + C. GT 16 ","313","0.0879777539431546","0.078522926360713","0.0974325815255962"
"A little too big","2008","Couple + C. LE and GT 16","68","0.0454276217041173","0.0342361628458291","0.0566190805624055"
"Much too big","2008","1-pers.-HH","93","0.0243593258949485","0.0188873149106251","0.0298313368792719"
"Much too big","2008","(Married) couple without C. ","133","0.0197166427037729","0.0164760034963899","0.0229572819111558"
"Much too big","2008","Single parent ","29","","",""
"Much too big","2008","Couple + C. LE 16 ","11","","",""
"Much too big","2008","Couple + C. GT 16 ","37","0.0141467927047351","0.010204947331795","0.0180886380776753"
"Much too big","2008","Couple + C. LE and GT 16","5","","",""
"Much too small","2009","1-pers.-HH","35","0.0111340615737155","0.007315764234015","0.014952358913416"
"Much too small","2009","(Married) couple without C. ","53","0.00934376578759894","0.00703537151049627","0.0116521600647016"
"Much too small","2009","Single parent ","37","0.0373239681837198","0.0257365810080299","0.0489113553594097"
"Much too small","2009","Couple + C. LE 16 ","71","0.033950432714346","0.0273038916460332","0.0405969737826589"
"Much too small","2009","Couple + C. GT 16 ","33","0.0103648691899431","0.00688182050155989","0.0138479178783264"
"Much too small","2009","Couple + C. LE and GT 16","22","","",""
"A little too small","2009","1-pers.-HH","317","0.12639668364916","0.11430465400371","0.138488713294611"
"A little too small","2009","(Married) couple without C. ","584","0.109397799398816","0.101908629147028","0.116886969650604"
"A little too small","2009","Single parent ","187","0.186680268737817","0.162860836980073","0.210499700495561"
"A little too small","2009","Couple + C. LE 16 ","673","0.256792741772501","0.240759561571341","0.272825921973661"
"A little too small","2009","Couple + C. GT 16 ","325","0.106140997897515","0.0955480661734204","0.116733929621609"
"A little too small","2009","Couple + C. LE and GT 16","291","0.2525182592134","0.228846657749899","0.2761898606769"
"Just right","2009","1-pers.-HH","2056","0.712107042586277","0.695630640281664","0.728583444890891"
"Just right","2009","(Married) couple without C. ","4779","0.701355612087524","0.690374815519678","0.71233640865537"
"Just right","2009","Single parent ","662","0.663353259506113","0.634465678631382","0.692240840380845"
"Just right","2009","Couple + C. LE 16 ","1970","0.655476175486336","0.638035575722989","0.672916775249684"
"Just right","2009","Couple + C. GT 16 ","2444","0.732117087732188","0.716886984105455","0.74734719135892"
"Just right","2009","Couple + C. LE and GT 16","897","0.668851154003118","0.643208833969215","0.694493474037022"
"A little too big","2009","1-pers.-HH","411","0.126891542681337","0.114779297238623","0.139003788124051"
"A little too big","2009","(Married) couple without C. ","1118","0.159628076298565","0.150840321392081","0.168415831205049"
"A little too big","2009","Single parent ","119","0.0962395714382946","0.0782112607119695","0.11426788216462"
"A little too big","2009","Couple + C. LE 16 ","125","0.0450689449601668","0.0374552050882807","0.0526826848320528"
"A little too big","2009","Couple + C. GT 16 ","405","0.13410652874498","0.122387347420301","0.145825710069659"
"A little too big","2009","Couple + C. LE and GT 16","78","0.0450241769871066","0.0337262169897015","0.0563221369845118"
"Much too big","2009","1-pers.-HH","82","0.0234706695095098","0.0179615827519257","0.0289797562670939"
"Much too big","2009","(Married) couple without C. ","139","0.0202747464274968","0.016893184107849","0.0236563087471446"
"Much too big","2009","Single parent ","23","","",""
"Much too big","2009","Couple + C. LE 16 ","13","","",""
"Much too big","2009","Couple + C. GT 16 ","41","0.0172705164353748","0.0127901891943816","0.021750843676368"
"Much too big","2009","Couple + C. LE and GT 16","6","","",""
"Much too small","2010","1-pers.-HH","22","","",""
"Much too small","2010","(Married) couple without C. ","29","","",""
"Much too small","2010","Single parent ","126","0.0322433123721615","0.0251569264941967","0.0393296982501264"
"Much too small","2010","Couple + C. LE 16 ","461","0.0415849808297026","0.0371491452342635","0.0460208164251416"
"Much too small","2010","Couple + C. GT 16 ","19","","",""
"Much too small","2010","Couple + C. LE and GT 16","71","0.0321980438732317","0.0240066339916257","0.0403894537548377"
"A little too small","2010","1-pers.-HH","300","0.12339108402149","0.111105669433755","0.135676498609225"
"A little too small","2010","(Married) couple without C. ","529","0.105920825781738","0.0983338583402218","0.113507793223255"
"A little too small","2010","Single parent ","524","0.205710577670531","0.189494732729143","0.221926422611919"
"A little too small","2010","Couple + C. LE 16 ","2192","0.253453463349277","0.243788327984153","0.263118598714401"
"A little too small","2010","Couple + C. GT 16 ","323","0.125818397874053","0.113893088034226","0.13774370771388"
"A little too small","2010","Couple + C. LE and GT 16","418","0.209645247249515","0.190756454076785","0.228534040422245"
"Just right","2010","1-pers.-HH","1916","0.701673791106945","0.68458315145225","0.71876443076164"
"Just right","2010","(Married) couple without C. ","4572","0.715449743172853","0.704325803910867","0.726573682434839"
"Just right","2010","Single parent ","1507","0.659343798346935","0.640331439874734","0.678356156819135"
"Just right","2010","Couple + C. LE 16 ","4817","0.651868728146434","0.641283944745286","0.662453511547583"
"Just right","2010","Couple + C. GT 16 ","2226","0.73168382500914","0.715751398665086","0.747616251353195"
"Just right","2010","Couple + C. LE and GT 16","1211","0.724409588863027","0.703675984241261","0.745143193484792"
"A little too big","2010","1-pers.-HH","417","0.136084749847027","0.123276632875316","0.148892866818739"
"A little too big","2010","(Married) couple without C. ","1054","0.150648547159669","0.141829620259889","0.159467474059449"
"A little too big","2010","Single parent ","202","0.0876239131528235","0.076281116388801","0.0989667099168459"
"A little too big","2010","Couple + C. LE 16 ","291","0.0505269889652912","0.0456603020875649","0.0553936758430174"
"A little too big","2010","Couple + C. GT 16 ","349","0.113446591171238","0.10204291325862","0.124850269083856"
"A little too big","2010","Couple + C. LE and GT 16","79","0.0327266006067511","0.0244704855526331","0.0409827156608692"
"Much too big","2010","1-pers.-HH","98","0.02970390775477","0.023362233647993","0.0360455818615469"
"Much too big","2010","(Married) couple without C. ","136","0.0220544056155546","0.0184336886416095","0.0256751225894997"
"Much too big","2010","Single parent ","28","","",""
"Much too big","2010","Couple + C. LE 16 ","20","","",""
"Much too big","2010","Couple + C. GT 16 ","54","0.027071229187489","0.0212355517839217","0.0329069065910562"
"Much too big","2010","Couple + C. LE and GT 16","5","","",""
"Much too small","2011","1-pers.-HH","30","0.00875720471131273","0.00571246168108818","0.0118019477415373"
"Much too small","2011","(Married) couple without C. ","67","0.00847147005581285","0.0064810967235086","0.0104618433881171"
"Much too small","2011","Single parent ","128","0.032970655280618","0.0265821580748938","0.0393591524863422"
"Much too small","2011","Couple + C. LE 16 ","388","0.0384133177150253","0.0342054841744872","0.0426211512555633"
"Much too small","2011","Couple + C. GT 16 ","23","","",""
"Much too small","2011","Couple + C. LE and GT 16","81","0.0305908371220396","0.0235804723513168","0.0376012018927623"
"A little too small","2011","1-pers.-HH","365","0.116163685443901","0.105692424460323","0.12663494642748"
"A little too small","2011","(Married) couple without C. ","697","0.105866425176904","0.0991847882570073","0.1125480620968"
"A little too small","2011","Single parent ","621","0.180998948187279","0.167223829526126","0.194774066848432"
"A little too small","2011","Couple + C. LE 16 ","2141","0.250231274940363","0.240748010156846","0.25971453972388"
"A little too small","2011","Couple + C. GT 16 ","362","0.112625638499661","0.10201496446667","0.123236312532651"
"A little too small","2011","Couple + C. LE and GT 16","543","0.19160859435468","0.175586853183234","0.207630335526127"
"Just right","2011","1-pers.-HH","2560","0.715979633517023","0.701242841706436","0.730716425327609"
"Just right","2011","(Married) couple without C. ","5804","0.700921446880406","0.690978162590598","0.710864731170214"
"Just right","2011","Single parent ","1986","0.675860815082012","0.659114876461886","0.692606753702139"
"Just right","2011","Couple + C. LE 16 ","5099","0.648154080008512","0.637698724338681","0.658609435678344"
"Just right","2011","Couple + C. GT 16 ","2558","0.744471901424156","0.729832801048961","0.759111001799351"
"Just right","2011","Couple + C. LE and GT 16","1549","0.710014887149578","0.691542928231539","0.728486846067618"
"A little too big","2011","1-pers.-HH","533","0.133246636833459","0.122140736596497","0.144352537070422"
"A little too big","2011","(Married) couple without C. ","1400","0.162230572602809","0.154224285659386","0.170236859546231"
"A little too big","2011","Single parent ","237","0.0963105247509779","0.0857554435177593","0.106865605984196"
"A little too big","2011","Couple + C. LE 16 ","362","0.060251436354221","0.0550417334227072","0.0654611392857348"
"A little too big","2011","Couple + C. GT 16 ","422","0.11916884168422","0.108294609668923","0.130043073699516"
"A little too big","2011","Couple + C. LE and GT 16","138","0.067446229702988","0.057236666665142","0.077655792740834"
"Much too big","2011","1-pers.-HH","109","0.0258528394943039","0.0206666989550237","0.0310389800335841"
"Much too big","2011","(Married) couple without C. ","177","0.0225100852840693","0.0192886659599544","0.0257315046081843"
"Much too big","2011","Single parent ","29","","",""
"Much too big","2011","Couple + C. LE 16 ","24","","",""
"Much too big","2011","Couple + C. GT 16 ","45","0.0189508894674813","0.0143744146707535","0.0235273642642091"
"Much too big","2011","Couple + C. LE and GT 16","7","","",""
"Much too small","2012","1-pers.-HH","37","0.0114830945201455","0.00807582240124747","0.0148903666390435"
"Much too small","2012","(Married) couple without C. ","68","0.010164063266549","0.0079933448195349","0.0123347817135631"
"Much too small","2012","Single parent ","94","0.0406107228189708","0.0334854394412023","0.0477360061967394"
"Much too small","2012","Couple + C. LE 16 ","320","0.0395734066426945","0.0351097665688752","0.0440370467165138"
"Much too small","2012","Couple + C. GT 16 ","17","","",""
"Much too small","2012","Couple + C. LE and GT 16","108","0.0370922437373062","0.0293365733524464","0.044847914122166"
"A little too small","2012","1-pers.-HH","385","0.109473676442352","0.0994883209355717","0.119459031949132"
"A little too small","2012","(Married) couple without C. ","607","0.0879263779710084","0.0817977572101516","0.0940549987318652"
"A little too small","2012","Single parent ","596","0.176844612421951","0.163071846046399","0.190617378797504"
"A little too small","2012","Couple + C. LE 16 ","1835","0.248435303201104","0.238541911555719","0.258328694846489"
"A little too small","2012","Couple + C. GT 16 ","341","0.0961008019636468","0.0859303695998587","0.106271234327435"
"A little too small","2012","Couple + C. LE and GT 16","487","0.198380276217821","0.182015167646193","0.21474538478945"
"Just right","2012","1-pers.-HH","2666","0.720684169320787","0.706335700254155","0.73503263838742"
"Just right","2012","(Married) couple without C. ","5844","0.708413246660438","0.69857731640846","0.718249176912415"
"Just right","2012","Single parent ","1984","0.678513422860554","0.661653911022024","0.695372934699084"
"Just right","2012","Couple + C. LE 16 ","4849","0.659387127667828","0.648536468514977","0.670237786820679"
"Just right","2012","Couple + C. GT 16 ","2424","0.75096755470907","0.736044612300621","0.765890497117519"
"Just right","2012","Couple + C. LE and GT 16","1569","0.704524825815648","0.685801021325439","0.723248630305858"
"A little too big","2012","1-pers.-HH","555","0.134073951947235","0.123177178878481","0.14497072501599"
"A little too big","2012","(Married) couple without C. ","1484","0.171533570166323","0.16337525968068","0.179691880651967"
"A little too big","2012","Single parent ","239","0.0910830983795262","0.0806966913286241","0.101469505430428"
"A little too big","2012","Couple + C. LE 16 ","297","0.0470921941364286","0.0422420430683658","0.0519423452044913"
"A little too big","2012","Couple + C. GT 16 ","400","0.131066770678486","0.119421343825554","0.142712197531419"
"A little too big","2012","Couple + C. LE and GT 16","105","0.0542710306114495","0.0449738165777052","0.0635682446451939"
"Much too big","2012","1-pers.-HH","113","0.0242851077694797","0.0193622557221024","0.0292079598168571"
"Much too big","2012","(Married) couple without C. ","199","0.0219627419356813","0.0187909171569174","0.0251345667144452"
"Much too big","2012","Single parent ","35","0.0129481435189974","0.00886722345004457","0.0170290635879502"
"Much too big","2012","Couple + C. LE 16 ","27","","",""
"Much too big","2012","Couple + C. GT 16 ","44","0.017584377272781","0.0130488577981726","0.0221198967473894"
"Much too big","2012","Couple + C. LE and GT 16","12","","",""
"Much too small","2013","1-pers.-HH","55","0.0117348487644533","0.00837437834909306","0.0150953191798136"
"Much too small","2013","(Married) couple without C. ","66","0.00789829899061016","0.00602075783131184","0.00977584014990847"
"Much too small","2013","Single parent ","103","0.0255529142821905","0.0200476402254525","0.0310581883389284"
"Much too small","2013","Couple + C. LE 16 ","459","0.0494933227592666","0.0448010817712795","0.0541855637472537"
"Much too small","2013","Couple + C. GT 16 ","56","0.00866156021968765","0.00561293435974977","0.0117101860796255"
"Much too small","2013","Couple + C. LE and GT 16","117","0.037512430363894","0.0304667967398214","0.0445580639879666"
"A little too small","2013","1-pers.-HH","437","0.110271895615808","0.100497595674709","0.120046195556907"
"A little too small","2013","(Married) couple without C. ","693","0.0814470569498258","0.0756456360031106","0.0872484778965411"
"A little too small","2013","Single parent ","644","0.172440047201606","0.159260563621396","0.185619530781816"
"A little too small","2013","Couple + C. LE 16 ","2100","0.244572220956279","0.235273366371219","0.253871075541339"
"A little too small","2013","Couple + C. GT 16 ","385","0.0894478006504126","0.0800585193958728","0.0988370819049523"
"A little too small","2013","Couple + C. LE and GT 16","604","0.187449583644281","0.17297845884909","0.201920708439472"
"Just right","2013","1-pers.-HH","2784","0.716344854646841","0.702278518454117","0.730411190839566"
"Just right","2013","(Married) couple without C. ","6166","0.713984904451669","0.70440009294013","0.723569715963208"
"Just right","2013","Single parent ","2127","0.680457993793166","0.664189616620381","0.69672637096595"
"Just right","2013","Couple + C. LE 16 ","5289","0.658087556131264","0.647825634112232","0.668349478150296"
"Just right","2013","Couple + C. GT 16 ","2626","0.752032380560597","0.737825103561218","0.766239657559977"
"Just right","2013","Couple + C. LE and GT 16","1950","0.702750688971357","0.685803566869746","0.719697811072968"
"A little too big","2013","1-pers.-HH","564","0.136941193565762","0.126213364725868","0.147669022405655"
"A little too big","2013","(Married) couple without C. ","1401","0.168659814864131","0.160717633854783","0.176601995873478"
"A little too big","2013","Single parent ","257","0.110507133221358","0.099568930076257","0.121445336366458"
"A little too big","2013","Couple + C. LE 16 ","341","0.0443015963220176","0.0398501664572587","0.0487530261867765"
"A little too big","2013","Couple + C. GT 16 ","441","0.13156396353047","0.120443254340347","0.142684672720594"
"A little too big","2013","Couple + C. LE and GT 16","120","0.0718656237701628","0.0622892537351726","0.0814419938051529"
"Much too big","2013","1-pers.-HH","105","0.0247072074071355","0.0198632097420466","0.0295512050722243"
"Much too big","2013","(Married) couple without C. ","213","0.0280099247437646","0.0245102194820139","0.0315096300055153"
"Much too big","2013","Single parent ","25","","",""
"Much too big","2013","Couple + C. LE 16 ","19","","",""
"Much too big","2013","Couple + C. GT 16 ","41","0.0182942950388321","0.0138852596145751","0.0227033304630891"
"Much too big","2013","Couple + C. LE and GT 16","3","","",""
"Much too small","2014","1-pers.-HH","48","0.0145724605881137","0.0106896547085674","0.0184552664676601"
"Much too small","2014","(Married) couple without C. ","55","0.00764218433374025","0.00573329057205636","0.00955107809542413"
"Much too small","2014","Single parent ","116","0.0531958382606014","0.0446106001511597","0.0617810763700432"
"Much too small","2014","Couple + C. LE 16 ","383","0.0460759296056177","0.0411191401479598","0.0510327190632756"
"Much too small","2014","Couple + C. GT 16 ","47","0.00840509734335244","0.00523754933795601","0.0115726453487489"
"Much too small","2014","Couple + C. LE and GT 16","114","0.0440481835948225","0.0360236411791405","0.0520727260105046"
"A little too small","2014","1-pers.-HH","393","0.114023615097016","0.103725082156742","0.12432214803729"
"A little too small","2014","(Married) couple without C. ","704","0.0933859798013859","0.087007885849606","0.0997640737531658"
"A little too small","2014","Single parent ","548","0.18222351524128","0.167456152040898","0.196990878441662"
"A little too small","2014","Couple + C. LE 16 ","1637","0.233835117602159","0.223827688918579","0.243842546285739"
"A little too small","2014","Couple + C. GT 16 ","378","0.101499306485661","0.0910213778861055","0.111977235085217"
"A little too small","2014","Couple + C. LE and GT 16","573","0.203925895706248","0.188169705634653","0.219682085777843"
"Just right","2014","1-pers.-HH","2559","0.703329742534836","0.688529004149548","0.718130480920125"
"Just right","2014","(Married) couple without C. ","5644","0.694239954045076","0.684140822560463","0.70433908552969"
"Just right","2014","Single parent ","1719","0.66342744756812","0.645350732899893","0.681504162236347"
"Just right","2014","Couple + C. LE 16 ","4515","0.664744228131056","0.653582744287812","0.675905711974301"
"Just right","2014","Couple + C. GT 16 ","2326","0.73746043509181","0.722193515011097","0.752727355172523"
"Just right","2014","Couple + C. LE and GT 16","1691","0.689768994218289","0.671679238253139","0.70785875018344"
"A little too big","2014","1-pers.-HH","557","0.141834010559341","0.130529735214891","0.153138285903791"
"A little too big","2014","(Married) couple without C. ","1399","0.180396333850521","0.171967749124834","0.188824918576209"
"A little too big","2014","Single parent ","227","0.0936805441527225","0.0825337805451486","0.104827307760296"
"A little too big","2014","Couple + C. LE 16 ","316","0.0503926139533391","0.045220572454819","0.0555646554518593"
"A little too big","2014","Couple + C. GT 16 ","401","0.136230443579683","0.124328422340794","0.148132464818573"
"A little too big","2014","Couple + C. LE and GT 16","127","0.0612592426220548","0.0518815299496884","0.0706369552944212"
"Much too big","2014","1-pers.-HH","102","0.0262401712206929","0.0210608106568242","0.0314195317845616"
"Much too big","2014","(Married) couple without C. ","193","0.0243355479692764","0.020957936716593","0.0277131592219598"
"Much too big","2014","Single parent ","15","","",""
"Much too big","2014","Couple + C. LE 16 ","21","","",""
"Much too big","2014","Couple + C. GT 16 ","39","0.0164047174994929","0.0119973700869959","0.02081206491199"
"Much too big","2014","Couple + C. LE and GT 16","7","","",""
"Much too small","2015","1-pers.-HH","64","0.0157532841811467","0.011760975776556","0.0197455925857375"
"Much too small","2015","(Married) couple without C. ","92","0.00884455817784465","0.00678733045407769","0.0109017859016116"
"Much too small","2015","Single parent ","82","0.0346057362886903","0.0275059496873085","0.041705522890072"
"Much too small","2015","Couple + C. LE 16 ","363","0.044342275438158","0.0394477168048197","0.0492368340714964"
"Much too small","2015","Couple + C. GT 16 ","41","0.0107689458333672","0.00713446108069634","0.0144034305860381"
"Much too small","2015","Couple + C. LE and GT 16","137","0.0521671804154617","0.0434349380616478","0.0608994227692755"
"A little too small","2015","1-pers.-HH","369","0.102286543248933","0.0925710543307156","0.11200203216715"
"A little too small","2015","(Married) couple without C. ","649","0.0807667370878521","0.0747798296097478","0.0867536445659564"
"A little too small","2015","Single parent ","523","0.188350874589814","0.173163354184439","0.203538394995189"
"A little too small","2015","Couple + C. LE 16 ","1613","0.224452794011996","0.214532604080103","0.23437298394389"
"A little too small","2015","Couple + C. GT 16 ","392","0.100450864516854","0.0898657229922443","0.111036006041463"
"A little too small","2015","Couple + C. LE and GT 16","534","0.197767732479246","0.182125850402322","0.213409614556171"
"Just right","2015","1-pers.-HH","2670","0.716242704427186","0.701788634018749","0.730696774835623"
"Just right","2015","(Married) couple without C. ","5687","0.705703885119009","0.695690591973559","0.715717178264458"
"Just right","2015","Single parent ","1684","0.635415164492187","0.616719238538113","0.654111090446261"
"Just right","2015","Couple + C. LE 16 ","4493","0.66370921403087","0.652476110334205","0.674942317727535"
"Just right","2015","Couple + C. GT 16 ","2265","0.753032775566817","0.737847104645075","0.76821844648856"
"Just right","2015","Couple + C. LE and GT 16","1681","0.692591141779883","0.674471154748849","0.710711128810917"
"A little too big","2015","1-pers.-HH","525","0.13822008467423","0.127154603502957","0.149285565845503"
"A little too big","2015","(Married) couple without C. ","1338","0.18044015087422","0.17199066392137","0.18888963782707"
"A little too big","2015","Single parent ","232","0.130275701799441","0.117200710642672","0.14335069295621"
"A little too big","2015","Couple + C. LE 16 ","311","0.0641767133550357","0.0583497938262969","0.0700036328837746"
"A little too big","2015","Couple + C. GT 16 ","369","0.124411848565526","0.112789652602503","0.136034044528549"
"A little too big","2015","Couple + C. LE and GT 16","127","0.0521680667178843","0.0434357542682125","0.060900379167556"
"Much too big","2015","1-pers.-HH","109","0.0274973834685046","0.0222544105260704","0.0327403564109387"
"Much too big","2015","(Married) couple without C. ","191","0.0242446687410748","0.020865172204267","0.0276241652778825"
"Much too big","2015","Single parent ","25","","",""
"Much too big","2015","Couple + C. LE 16 ","15","","",""
"Much too big","2015","Couple + C. GT 16 ","31","0.0113355655174355","0.00760775837813207","0.0150633726567389"
"Much too big","2015","Couple + C. LE and GT 16","12","","",""
"Much too small","2016","1-pers.-HH","104","0.013475965846679","0.00985682687999798","0.0170951048133601"
"Much too small","2016","(Married) couple without C. ","53","0.00639610823265506","0.00459071534937754","0.00820150111593257"
"Much too small","2016","Single parent ","161","0.0438339826698711","0.0358597600033123","0.0518082053364299"
"Much too small","2016","Couple + C. LE 16 ","490","0.0380022056072114","0.0336194107952263","0.0423850004191966"
"Much too small","2016","Couple + C. GT 16 ","41","0.00797958746562442","0.00476570705712425","0.0111934678741246"
"Much too small","2016","Couple + C. LE and GT 16","196","0.0390454227722078","0.0316870707573101","0.0464037747871056"
"A little too small","2016","1-pers.-HH","394","0.109172994061231","0.0993842771004218","0.11896171102204"
"A little too small","2016","(Married) couple without C. ","624","0.0844844727780152","0.0781860981570312","0.0907828473989992"
"A little too small","2016","Single parent ","468","0.17332857664783","0.158584492928782","0.188072660366878"
"A little too small","2016","Couple + C. LE 16 ","1761","0.237676719855211","0.227919578136727","0.247433861573696"
"A little too small","2016","Couple + C. GT 16 ","439","0.118964209585299","0.107269643147658","0.13065877602294"
"A little too small","2016","Couple + C. LE and GT 16","565","0.20167576488016","0.1864331113327","0.21691841842762"
"Just right","2016","1-pers.-HH","2773","0.707686814111928","0.693410495609238","0.721963132614618"
"Just right","2016","(Married) couple without C. ","5390","0.712176737779046","0.701923429392185","0.722430046165907"
"Just right","2016","Single parent ","1665","0.658901607851729","0.640435882997476","0.677367332705982"
"Just right","2016","Couple + C. LE 16 ","4741","0.661495797502964","0.650648906497655","0.672342688508273"
"Just right","2016","Couple + C. GT 16 ","2122","0.750641689722127","0.735013544008593","0.766269835435662"
"Just right","2016","Couple + C. LE and GT 16","1782","0.697401457669541","0.67995051440169","0.714852400937392"
"A little too big","2016","1-pers.-HH","521","0.141121241549583","0.130193419890661","0.152049063208505"
"A little too big","2016","(Married) couple without C. ","1254","0.172698781657687","0.164138586794857","0.181258976520517"
"A little too big","2016","Single parent ","216","0.113217143287585","0.100875272906809","0.125559013668362"
"A little too big","2016","Couple + C. LE 16 ","302","0.0613783698067264","0.0558764703096052","0.0668802693038476"
"A little too big","2016","Couple + C. GT 16 ","319","0.114971100375076","0.103448453348664","0.126493747401488"
