"hlf0071_h","year","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Just right","1986","Couple + C. GT 16 ","96","0.811396799827537","0.742818887742889","0.879974711912185"
"Just right","1986","Couple + C. LE and GT 16","85","0.874739020485335","0.809202677287539","0.940275363683131"
"A little too big","1986","1-pers.-HH","10","","",""
"A little too big","1986","(Married) couple without C. ","31","0.115719090460043","0.081964241124573","0.149473939795512"
"A little too big","1986","Single parent ","2","","",""
"A little too big","1986","Couple + C. LE 16 ","18","","",""
"A little too big","1986","Couple + C. GT 16 ","4","","",""
"A little too big","1986","Couple + C. LE and GT 16","7","","",""
"Much too big","1986","1-pers.-HH","1","","",""
"Much too big","1986","(Married) couple without C. ","2","","",""
"Much too big","1986","Single parent ","","","",""
"Much too big","1986","Couple + C. LE 16 ","","","",""
"Much too big","1986","Couple + C. GT 16 ","","","",""
"Much too big","1986","Couple + C. LE and GT 16","","","",""
"Much too small","1987","1-pers.-HH","7","","",""
"Much too small","1987","(Married) couple without C. ","6","","",""
"Much too small","1987","Single parent ","2","","",""
"Much too small","1987","Couple + C. LE 16 ","13","","",""
"Much too small","1987","Couple + C. GT 16 ","10","","",""
"Much too small","1987","Couple + C. LE and GT 16","","","",""
"A little too small","1987","1-pers.-HH","28","","",""
"A little too small","1987","(Married) couple without C. ","29","","",""
"A little too small","1987","Single parent ","9","","",""
"A little too small","1987","Couple + C. LE 16 ","58","0.14601209873329","0.107201100624271","0.184823096842308"
"A little too small","1987","Couple + C. GT 16 ","18","","",""
"A little too small","1987","Couple + C. LE and GT 16","11","","",""
"Just right","1987","1-pers.-HH","135","0.73066547825801","0.666392584781629","0.79493837173439"
"Just right","1987","(Married) couple without C. ","223","0.797617265600492","0.751134587122379","0.844099944078604"
"Just right","1987","Single parent ","46","0.819453943632119","0.722127972924546","0.916779914339692"
"Just right","1987","Couple + C. LE 16 ","237","0.76877115557876","0.722431364068736","0.815110947088784"
"Just right","1987","Couple + C. GT 16 ","56","0.690264330672839","0.594736445535623","0.785792215810056"
"Just right","1987","Couple + C. LE and GT 16","57","0.918367550460018","0.853289682871929","0.983445418048107"
"A little too big","1987","1-pers.-HH","12","","",""
"A little too big","1987","(Married) couple without C. ","29","","",""
"A little too big","1987","Single parent ","","","",""
"A little too big","1987","Couple + C. LE 16 ","10","","",""
"A little too big","1987","Couple + C. GT 16 ","6","","",""
"A little too big","1987","Couple + C. LE and GT 16","","","",""
"Much too big","1987","1-pers.-HH","1","","",""
"Much too big","1987","(Married) couple without C. ","","","",""
"Much too big","1987","Single parent ","3","","",""
"Much too big","1987","Couple + C. LE 16 ","","","",""
"Much too big","1987","Couple + C. GT 16 ","","","",""
"Much too big","1987","Couple + C. LE and GT 16","","","",""
"Much too small","1988","1-pers.-HH","8","","",""
"Much too small","1988","(Married) couple without C. ","12","","",""
"Much too small","1988","Single parent ","1","","",""
"Much too small","1988","Couple + C. LE 16 ","8","","",""
"Much too small","1988","Couple + C. GT 16 ","2","","",""
"Much too small","1988","Couple + C. LE and GT 16","","","",""
"A little too small","1988","1-pers.-HH","30","0.203569942822181","0.141179402329402","0.26596048331496"
"A little too small","1988","(Married) couple without C. ","47","0.155531722242117","0.115318214759405","0.195745229724829"
"A little too small","1988","Single parent ","18","","",""
"A little too small","1988","Couple + C. LE 16 ","37","0.136241080764546","0.0966222039096825","0.175859957619409"
"A little too small","1988","Couple + C. GT 16 ","16","","",""
"A little too small","1988","Couple + C. LE and GT 16","11","","",""
"Just right","1988","1-pers.-HH","110","0.666547676777256","0.593497615764266","0.739597737790245"
"Just right","1988","(Married) couple without C. ","230","0.767491782976309","0.720618344382059","0.814365221570559"
"Just right","1988","Single parent ","34","0.728711140759768","0.609008469949819","0.848413811569716"
"Just right","1988","Couple + C. LE 16 ","231","0.807143964866208","0.761577643786924","0.852710285945493"
"Just right","1988","Couple + C. GT 16 ","56","0.71125288249246","0.611320695063898","0.811185069921023"
"Just right","1988","Couple + C. LE and GT 16","41","0.700788917533364","0.582942456657949","0.818635378408778"
"A little too big","1988","1-pers.-HH","12","","",""
"A little too big","1988","(Married) couple without C. ","23","","",""
"A little too big","1988","Single parent ","","","",""
"A little too big","1988","Couple + C. LE 16 ","12","","",""
"A little too big","1988","Couple + C. GT 16 ","2","","",""
"A little too big","1988","Couple + C. LE and GT 16","6","","",""
"Much too big","1988","1-pers.-HH","","","",""
"Much too big","1988","(Married) couple without C. ","","","",""
"Much too big","1988","Single parent ","","","",""
"Much too big","1988","Couple + C. LE 16 ","","","",""
"Much too big","1988","Couple + C. GT 16 ","3","","",""
"Much too big","1988","Couple + C. LE and GT 16","","","",""
"Much too small","1989","1-pers.-HH","8","","",""
"Much too small","1989","(Married) couple without C. ","13","","",""
"Much too small","1989","Single parent ","3","","",""
"Much too small","1989","Couple + C. LE 16 ","14","","",""
"Much too small","1989","Couple + C. GT 16 ","","","",""
"Much too small","1989","Couple + C. LE and GT 16","","","",""
"A little too small","1989","1-pers.-HH","30","0.169104503521918","0.109513995700715","0.22869501134312"
"A little too small","1989","(Married) couple without C. ","38","0.108412450588502","0.0729344888242705","0.143890412352734"
"A little too small","1989","Single parent ","5","","",""
"A little too small","1989","Couple + C. LE 16 ","49","0.143542625517547","0.102692048754815","0.18439320228028"
"A little too small","1989","Couple + C. GT 16 ","12","","",""
"A little too small","1989","Couple + C. LE and GT 16","16","","",""
"Just right","1989","1-pers.-HH","102","0.697238938920614","0.624197869537849","0.770280008303379"
"Just right","1989","(Married) couple without C. ","220","0.75695893656863","0.708013402495001","0.805904470642259"
"Just right","1989","Single parent ","25","","",""
"Just right","1989","Couple + C. LE 16 ","206","0.76383678785729","0.714353188458549","0.813320387256032"
"Just right","1989","Couple + C. GT 16 ","75","0.907321497043801","0.848700355737329","0.965942638350272"
"Just right","1989","Couple + C. LE and GT 16","36","0.871006533887953","0.779901792020151","0.962111275755754"
"A little too big","1989","1-pers.-HH","12","","",""
"A little too big","1989","(Married) couple without C. ","21","","",""
"A little too big","1989","Single parent ","3","","",""
"A little too big","1989","Couple + C. LE 16 ","14","","",""
"A little too big","1989","Couple + C. GT 16 ","7","","",""
"A little too big","1989","Couple + C. LE and GT 16","","","",""
"Much too big","1989","1-pers.-HH","","","",""
"Much too big","1989","(Married) couple without C. ","3","","",""
"Much too big","1989","Single parent ","2","","",""
"Much too big","1989","Couple + C. LE 16 ","","","",""
"Much too big","1989","Couple + C. GT 16 ","","","",""
"Much too big","1989","Couple + C. LE and GT 16","","","",""
"Much too small","1990","1-pers.-HH","18","","",""
"Much too small","1990","(Married) couple without C. ","40","0.0367183152636333","0.0261952119479445","0.0472414185793222"
"Much too small","1990","Single parent ","12","","",""
"Much too small","1990","Couple + C. LE 16 ","193","0.111355944594144","0.0966175666286257","0.126094322559663"
"Much too small","1990","Couple + C. GT 16 ","75","0.0813027593007873","0.0634673257489676","0.0991381928526069"
"Much too small","1990","Couple + C. LE and GT 16","24","","",""
"A little too small","1990","1-pers.-HH","75","0.181038501673977","0.146556096542709","0.215520906805244"
"A little too small","1990","(Married) couple without C. ","185","0.150764763368855","0.130743580255185","0.170785946482526"
"A little too small","1990","Single parent ","47","0.213110674552962","0.158372754631919","0.267848594474005"
"A little too small","1990","Couple + C. LE 16 ","562","0.299131419136495","0.277678896045783","0.320583942227207"
"A little too small","1990","Couple + C. GT 16 ","209","0.200054165857755","0.173947650169034","0.226160681546475"
"A little too small","1990","Couple + C. LE and GT 16","96","0.290595633899613","0.243628686130378","0.337562581668847"
"Just right","1990","1-pers.-HH","345","0.703770369271832","0.662881031980878","0.744659706562786"
"Just right","1990","(Married) couple without C. ","930","0.758952642614349","0.735020348263608","0.782884936965091"
"Just right","1990","Single parent ","140","0.661360538020296","0.59810234489971","0.724618731140882"
"Just right","1990","Couple + C. LE 16 ","956","0.563031375305564","0.539792211748725","0.586270538862403"
"Just right","1990","Couple + C. GT 16 ","575","0.666062120136932","0.635284500174462","0.696839740099402"
"Just right","1990","Couple + C. LE and GT 16","230","0.604092607167706","0.553504383166501","0.654680831168911"
"A little too big","1990","1-pers.-HH","33","0.0619842542233092","0.0403906026863818","0.0835779057602367"
"A little too big","1990","(Married) couple without C. ","58","0.0435241140525669","0.0321077504528892","0.0549404776522446"
"A little too big","1990","Single parent ","16","","",""
"A little too big","1990","Couple + C. LE 16 ","35","0.0247018503344544","0.0174297056676828","0.031973995001226"
"A little too big","1990","Couple + C. GT 16 ","37","0.0471189454732917","0.0332908633676697","0.0609470275789137"
"A little too big","1990","Couple + C. LE and GT 16","9","","",""
"Much too big","1990","1-pers.-HH","8","","",""
"Much too big","1990","(Married) couple without C. ","14","","",""
"Much too big","1990","Single parent ","","","",""
"Much too big","1990","Couple + C. LE 16 ","4","","",""
"Much too big","1990","Couple + C. GT 16 ","6","","",""
"Much too big","1990","Couple + C. LE and GT 16","","","",""
"Much too small","1991","1-pers.-HH","31","0.022286222011669","0.0143049060774794","0.0302675379458585"
"Much too small","1991","(Married) couple without C. ","54","0.0140818360498165","0.00997750189647541","0.0181861702031575"
"Much too small","1991","Single parent ","16","","",""
"Much too small","1991","Couple + C. LE 16 ","254","0.0626319408466087","0.0545042094447973","0.0707596722484202"
"Much too small","1991","Couple + C. GT 16 ","64","0.0122958387863843","0.00818596224745025","0.0164057153253184"
"Much too small","1991","Couple + C. LE and GT 16","83","0.0500834769907752","0.0376225653525058","0.0625443886290446"
"A little too small","1991","1-pers.-HH","170","0.124253433426257","0.106417582691355","0.142089284161159"
"A little too small","1991","(Married) couple without C. ","390","0.113316533460295","0.102275147756888","0.124357919163703"
"A little too small","1991","Single parent ","110","0.138903592050798","0.112234117499882","0.165573066601714"
"A little too small","1991","Couple + C. LE 16 ","999","0.280983232017486","0.265905846354564","0.296060617680408"
"A little too small","1991","Couple + C. GT 16 ","399","0.122583316915443","0.110352516423689","0.134814117407197"
"A little too small","1991","Couple + C. LE and GT 16","321","0.243027482358829","0.218524011260901","0.267530953456756"
"Just right","1991","1-pers.-HH","967","0.747186823690802","0.723686985966717","0.770686661414887"
"Just right","1991","(Married) couple without C. ","2417","0.764747235053238","0.749972525173694","0.779521944932782"
"Just right","1991","Single parent ","463","0.757945619221767","0.724915713876048","0.790975524567486"
"Just right","1991","Couple + C. LE 16 ","2071","0.623117395566286","0.606861746437305","0.639373044695267"
"Just right","1991","Couple + C. GT 16 ","2128","0.788502300089959","0.773272627724584","0.803731972455334"
"Just right","1991","Couple + C. LE and GT 16","748","0.677205448333406","0.650494876897819","0.703916019768993"
"A little too big","1991","1-pers.-HH","126","0.0906292250134232","0.0751069619988094","0.106151488028037"
"A little too big","1991","(Married) couple without C. ","285","0.10141930701828","0.0909037690296727","0.111934845006887"
"A little too big","1991","Single parent ","50","0.0829063644860275","0.0616429694600614","0.104169759511994"
"A little too big","1991","Couple + C. LE 16 ","78","0.0282354242555109","0.0226790175955354","0.0337918309154864"
"A little too big","1991","Couple + C. GT 16 ","165","0.074629480471431","0.0648289565541029","0.0844300043887591"
"A little too big","1991","Couple + C. LE and GT 16","22","","",""
"Much too big","1991","1-pers.-HH","20","","",""
"Much too big","1991","(Married) couple without C. ","20","","",""
"Much too big","1991","Single parent ","7","","",""
"Much too big","1991","Couple + C. LE 16 ","12","","",""
"Much too big","1991","Couple + C. GT 16 ","6","","",""
"Much too big","1991","Couple + C. LE and GT 16","3","","",""
"Much too small","1992","1-pers.-HH","27","","",""
"Much too small","1992","(Married) couple without C. ","76","0.0203160131585022","0.0154537290595575","0.0251782972574469"
"Much too small","1992","Single parent ","25","","",""
"Much too small","1992","Couple + C. LE 16 ","225","0.0603824335518949","0.0521920525443899","0.0685728145594"
"Much too small","1992","Couple + C. GT 16 ","93","0.0176107959351233","0.0126586352440356","0.022562956626211"
"Much too small","1992","Couple + C. LE and GT 16","93","0.0578660345549548","0.0443002426275412","0.0714318264823683"
"A little too small","1992","1-pers.-HH","171","0.120935249640175","0.10333930533101","0.138531193949339"
"A little too small","1992","(Married) couple without C. ","382","0.105651483386529","0.0950572562876636","0.116245710485394"
"A little too small","1992","Single parent ","97","0.145432060424781","0.117947238455699","0.172916882393862"
"A little too small","1992","Couple + C. LE 16 ","969","0.290719523204216","0.275105337611759","0.306333708796673"
"A little too small","1992","Couple + C. GT 16 ","438","0.123413899767059","0.111030417874481","0.135797381659637"
"A little too small","1992","Couple + C. LE and GT 16","323","0.257965372221312","0.232545711329093","0.283385033113531"
"Just right","1992","1-pers.-HH","985","0.766597535877916","0.743769837736219","0.789425234019614"
"Just right","1992","(Married) couple without C. ","2464","0.766999827655644","0.7524300193589","0.781569635952387"
"Just right","1992","Single parent ","446","0.738403277312736","0.704138137432742","0.77266841719273"
"Just right","1992","Couple + C. LE 16 ","1938","0.606755860909432","0.589959648636125","0.62355207318274"
"Just right","1992","Couple + C. GT 16 ","1995","0.775456127264688","0.759745531081628","0.791166723447748"
"Just right","1992","Couple + C. LE and GT 16","710","0.674055732153586","0.646822666250677","0.701288798056495"
"A little too big","1992","1-pers.-HH","124","0.089796851984417","0.0743682912028073","0.105225412766027"
"A little too big","1992","(Married) couple without C. ","294","0.0991944123424761","0.0888920404380632","0.109496784246889"
"A little too big","1992","Single parent ","55","0.0860346614241651","0.0641725984111237","0.107896724437207"
"A little too big","1992","Couple + C. LE 16 ","114","0.0386893999547227","0.0320580629701233","0.0453207369393221"
"A little too big","1992","Couple + C. GT 16 ","175","0.0805674036189915","0.0703202539861061","0.0908145532518769"
"A little too big","1992","Couple + C. LE and GT 16","6","","",""
"Much too big","1992","1-pers.-HH","12","","",""
"Much too big","1992","(Married) couple without C. ","18","","",""
"Much too big","1992","Single parent ","9","","",""
"Much too big","1992","Couple + C. LE 16 ","3","","",""
"Much too big","1992","Couple + C. GT 16 ","9","","",""
"Much too big","1992","Couple + C. LE and GT 16","6","","",""
"Much too small","1993","1-pers.-HH","32","0.0194152589562102","0.0121642459324046","0.0266662719800157"
"Much too small","1993","(Married) couple without C. ","76","0.0159948352498762","0.0117007965201076","0.0202888739796448"
"Much too small","1993","Single parent ","22","","",""
"Much too small","1993","Couple + C. LE 16 ","192","0.0574533394935569","0.0492350430840418","0.065671635903072"
"Much too small","1993","Couple + C. GT 16 ","66","0.0106862853810626","0.00669784520386069","0.0146747255582644"
"Much too small","1993","Couple + C. LE and GT 16","104","0.0596939921709172","0.046095250197755","0.0732927341440793"
"A little too small","1993","1-pers.-HH","179","0.123480600023529","0.106191807680605","0.140769392366452"
"A little too small","1993","(Married) couple without C. ","413","0.116065171317448","0.105101942861472","0.127028399773424"
"A little too small","1993","Single parent ","91","0.15118860127639","0.122355864280977","0.180021338271802"
"A little too small","1993","Couple + C. LE 16 ","934","0.293721330560679","0.277636054407285","0.309806606714073"
"A little too small","1993","Couple + C. GT 16 ","395","0.130113815193592","0.117063662110681","0.143163968276503"
"A little too small","1993","Couple + C. LE and GT 16","300","0.239328651975569","0.214838318871893","0.263818985079245"
"Just right","1993","1-pers.-HH","1017","0.746665126484134","0.723809404278915","0.769520848689353"
"Just right","1993","(Married) couple without C. ","2444","0.754218172674871","0.739481455004842","0.7689548903449"
"Just right","1993","Single parent ","426","0.733015111959475","0.69740932832443","0.768620895594521"
"Just right","1993","Couple + C. LE 16 ","1848","0.609702266369472","0.592474473079648","0.626930059659296"
"Just right","1993","Couple + C. GT 16 ","1925","0.791930936224646","0.77618494175812","0.807676930691172"
"Just right","1993","Couple + C. LE and GT 16","734","0.666594865545572","0.639535604041379","0.693654127049764"
"A little too big","1993","1-pers.-HH","145","0.0955326523066364","0.0800851990336327","0.11098010557964"
"A little too big","1993","(Married) couple without C. ","326","0.109107883774201","0.0984365671280465","0.119779200420356"
"A little too big","1993","Single parent ","46","0.0761814960202814","0.0548294832156617","0.0975335088249012"
"A little too big","1993","Couple + C. LE 16 ","100","0.0373804381889891","0.0306812486056809","0.0440796277722972"
"A little too big","1993","Couple + C. GT 16 ","163","0.0659651340475381","0.0563365715812813","0.075593696513795"
"A little too big","1993","Couple + C. LE and GT 16","28","","",""
"Much too big","1993","1-pers.-HH","18","","",""
"Much too big","1993","(Married) couple without C. ","20","","",""
"Much too big","1993","Single parent ","8","","",""
"Much too big","1993","Couple + C. LE 16 ","6","","",""
"Much too big","1993","Couple + C. GT 16 ","4","","",""
"Much too big","1993","Couple + C. LE and GT 16","","","",""
"Much too small","1994","1-pers.-HH","30","0.0155908055505657","0.00904978384262111","0.0221318272585103"
"Much too small","1994","(Married) couple without C. ","58","0.0115496926780853","0.00791631192293646","0.0151830734332342"
"Much too small","1994","Single parent ","15","","",""
"Much too small","1994","Couple + C. LE 16 ","233","0.0645730361956938","0.0557415223981771","0.0734045499932105"
"Much too small","1994","Couple + C. GT 16 ","55","0.0103616311919304","0.00632125542644615","0.0144020069574147"
"Much too small","1994","Couple + C. LE and GT 16","84","0.0522877440521419","0.0395050224867006","0.0650704656175831"
"A little too small","1994","1-pers.-HH","164","0.112911892987727","0.0962018831769238","0.129621902798531"
"A little too small","1994","(Married) couple without C. ","432","0.119986459904387","0.108936541421655","0.131036378387119"
"A little too small","1994","Single parent ","100","0.171068398475664","0.139907433119447","0.202229363831881"
"A little too small","1994","Couple + C. LE 16 ","831","0.268507335400376","0.25258203361235","0.284432637188402"
"A little too small","1994","Couple + C. GT 16 ","342","0.124586421465913","0.111409576833603","0.137763266098224"
"A little too small","1994","Couple + C. LE and GT 16","289","0.222682539363849","0.198791919254171","0.246573159473527"
"Just right","1994","1-pers.-HH","1011","0.755282229829457","0.732583013227964","0.777981446430949"
"Just right","1994","(Married) couple without C. ","2480","0.749111145220214","0.734368952280216","0.763853338160213"
"Just right","1994","Single parent ","406","0.723202197888673","0.686178665874912","0.760225729902434"
"Just right","1994","Couple + C. LE 16 ","1803","0.615661988783339","0.598182350321788","0.63314162724489"
"Just right","1994","Couple + C. GT 16 ","1827","0.774215501186207","0.757533527862013","0.790897474510401"
"Just right","1994","Couple + C. LE and GT 16","750","0.682110995020792","0.655371672053855","0.70885031798773"
"A little too big","1994","1-pers.-HH","153","0.101421833966855","0.0854826111101318","0.117361056823577"
"A little too big","1994","(Married) couple without C. ","327","0.112823347528523","0.102064820390797","0.123581874666249"
"A little too big","1994","Single parent ","34","0.0748428940903756","0.0530683188835816","0.0966174692971696"
"A little too big","1994","Couple + C. LE 16 ","100","0.0489261187060413","0.0411746835938146","0.0566775538182681"
"A little too big","1994","Couple + C. GT 16 ","174","0.0849171566713595","0.0737947861541503","0.0960395271885687"
"A little too big","1994","Couple + C. LE and GT 16","39","0.0415563905353309","0.030096319203677","0.0530164618669849"
"Much too big","1994","1-pers.-HH","20","","",""
"Much too big","1994","(Married) couple without C. ","25","","",""
"Much too big","1994","Single parent ","6","","",""
"Much too big","1994","Couple + C. LE 16 ","8","","",""
"Much too big","1994","Couple + C. GT 16 ","15","","",""
"Much too big","1994","Couple + C. LE and GT 16","3","","",""
"Much too small","1995","1-pers.-HH","27","","",""
"Much too small","1995","(Married) couple without C. ","68","0.0113199013619895","0.0078025163881961","0.0148372863357829"
"Much too small","1995","Single parent ","19","","",""
"Much too small","1995","Couple + C. LE 16 ","232","0.065993561542069","0.0572833856497594","0.0747037374343787"
"Much too small","1995","Couple + C. GT 16 ","45","0.00874735350170363","0.00506915989211985","0.0124255471112874"
"Much too small","1995","Couple + C. LE and GT 16","48","0.0378169509439464","0.0271523586895394","0.0484815431983534"
"A little too small","1995","1-pers.-HH","187","0.123892076914368","0.106869775953672","0.140914377875064"
"A little too small","1995","(Married) couple without C. ","395","0.100205300641963","0.0902216873758286","0.110188913908097"
"A little too small","1995","Single parent ","114","0.176014999017948","0.145743718451862","0.206286279584033"
"A little too small","1995","Couple + C. LE 16 ","907","0.28460460387797","0.268774081802116","0.300435125953823"
"A little too small","1995","Couple + C. GT 16 ","274","0.093664855740366","0.0821558763774295","0.105173835103302"
"A little too small","1995","Couple + C. LE and GT 16","323","0.241671573844731","0.217737666648086","0.265605481041376"
"Just right","1995","1-pers.-HH","1063","0.75095909324375","0.728615080069688","0.773303106417812"
"Just right","1995","(Married) couple without C. ","2617","0.756775776442306","0.742511238433399","0.771040314451212"
"Just right","1995","Single parent ","422","0.688739626931","0.651936412359344","0.725542841502656"
"Just right","1995","Couple + C. LE 16 ","1864","0.602871009484176","0.58570461048083","0.620037408487521"
"Just right","1995","Couple + C. GT 16 ","1930","0.795642321577867","0.779714422882182","0.811570220273552"
"Just right","1995","Couple + C. LE and GT 16","819","0.690485613736839","0.664639819246676","0.716331408227002"
"A little too big","1995","1-pers.-HH","145","0.0981017017079078","0.0827330861048955","0.11347031731092"
"A little too big","1995","(Married) couple without C. ","375","0.123978433134719","0.113021193561019","0.134935672708419"
"A little too big","1995","Single parent ","45","0.0905459285391996","0.0677361457033179","0.113355711375081"
"A little too big","1995","Couple + C. LE 16 ","108","0.0411023357564477","0.0341373442949266","0.0480673272179688"
"A little too big","1995","Couple + C. GT 16 ","198","0.095326950119995","0.0837269567122112","0.106926943527779"
"A little too big","1995","Couple + C. LE and GT 16","39","0.0300258614744841","0.0204847281291985","0.0395669948197697"
"Much too big","1995","1-pers.-HH","17","","",""
"Much too big","1995","(Married) couple without C. ","20","","",""
"Much too big","1995","Single parent ","8","","",""
"Much too big","1995","Couple + C. LE 16 ","10","","",""
"Much too big","1995","Couple + C. GT 16 ","15","","",""
"Much too big","1995","Couple + C. LE and GT 16","","","",""
