"hlf0071_h","year","bula_h","regtyp","n","percent","lower_confidence","upper_confidence"
"Much too small","2012","Saxony-Anhalt","Urban Area","7","","",""
"Much too small","2012","Saxony-Anhalt","Rural Area","20","","",""
"Much too small","2012","Thuringia","Urban Area","11","","",""
"Much too small","2012","Thuringia","Rural Area","8","","",""
"A little too small","2012","Schleswig-Holstein","Urban Area","44","0.13950525773117","0.0996286238911077","0.179381891571233"
"A little too small","2012","Schleswig-Holstein","Rural Area","81","0.0875136226174987","0.0668004752150936","0.108226770019904"
"A little too small","2012","Hamburg","Urban Area","113","0.203160184013015","0.165819224474659","0.240501143551371"
"A little too small","2012","Hamburg","Rural Area","","","",""
"A little too small","2012","Lower Saxony","Urban Area","149","0.096292292314757","0.0793384558520682","0.113246128777446"
"A little too small","2012","Lower Saxony","Rural Area","193","0.10315504313608","0.0876063697349266","0.118703716537234"
"A little too small","2012","Bremen","Urban Area","48","0.174913565842119","0.12226402800365","0.227563103680587"
"A little too small","2012","Bremen","Rural Area","","","",""
"A little too small","2012","North Rhine-Westphalia","Urban Area","868","0.128206446060448","0.119387819034982","0.137025073085914"
"A little too small","2012","North Rhine-Westphalia","Rural Area","25","","",""
"A little too small","2012","Hesse","Urban Area","300","0.163263678800519","0.144761788001918","0.181765569599121"
"A little too small","2012","Hesse","Rural Area","62","0.0903480760225037","0.0628655260933112","0.117830625951696"
"A little too small","2012","Rhineland-Palatinate,Saarland","Urban Area","144","0.12478722460731","0.106065627157237","0.143508822057383"
"A little too small","2012","Rhineland-Palatinate,Saarland","Rural Area","38","0.0450486102628163","0.0249721337975999","0.0651250867280327"
"A little too small","2012","Baden-Württemberg","Urban Area","478","0.132013086070376","0.119962166067494","0.144064006073258"
"A little too small","2012","Baden-Württemberg","Rural Area","45","0.0490762207538675","0.0274693990431492","0.0706830424645857"
"A little too small","2012","Bavaria","Urban Area","367","0.162350366363242","0.145799124600174","0.17890160812631"
"A little too small","2012","Bavaria","Rural Area","384","0.131540865180794","0.118460813886399","0.144620916475188"
"A little too small","2012","Berlin","Urban Area","209","0.182975480242793","0.159699437211769","0.206251523273817"
"A little too small","2012","Berlin","Rural Area","","","",""
"A little too small","2012","Brandenburg","Urban Area","22","","",""
"A little too small","2012","Brandenburg","Rural Area","138","0.124765422922254","0.104545301208517","0.144985544635991"
"A little too small","2012","Mecklenburg-Western Pomerania","Urban Area","11","","",""
"A little too small","2012","Mecklenburg-Western Pomerania","Rural Area","72","0.123675779610528","0.097156484661655","0.150195074559401"
"A little too small","2012","Saxony","Urban Area","159","0.124690191061136","0.103715349760922","0.145665032361351"
"A little too small","2012","Saxony","Rural Area","138","0.141743078002456","0.119217400451905","0.164268755553008"
"A little too small","2012","Saxony-Anhalt","Urban Area","38","0.0929045022281278","0.0610978479796733","0.124711156476582"
"A little too small","2012","Saxony-Anhalt","Rural Area","74","0.0848779760813036","0.0647295357811747","0.105026416381433"
"A little too small","2012","Thuringia","Urban Area","61","0.157491022908698","0.118828866634596","0.1961531791828"
"A little too small","2012","Thuringia","Rural Area","77","0.0898956828700728","0.06956011521382","0.110231250526325"
"Just right","2012","Schleswig-Holstein","Urban Area","221","0.765381778779078","0.716609952251399","0.814153605306757"
"Just right","2012","Schleswig-Holstein","Rural Area","530","0.739294710799942","0.707115247923977","0.771474173675906"
"Just right","2012","Hamburg","Urban Area","293","0.6992100238882","0.656648598498477","0.741771449277923"
"Just right","2012","Hamburg","Rural Area","","","",""
"Just right","2012","Lower Saxony","Urban Area","817","0.706091790279049","0.679910281317829","0.73227329924027"
"Just right","2012","Lower Saxony","Rural Area","1016","0.694366324432354","0.670816680183375","0.717915968681334"
"Just right","2012","Bremen","Urban Area","133","0.779910993633799","0.722492104093803","0.837329883173796"
"Just right","2012","Bremen","Rural Area","","","",""
"Just right","2012","North Rhine-Westphalia","Urban Area","3851","0.716882807716276","0.70499925159753","0.728766363835023"
"Just right","2012","North Rhine-Westphalia","Rural Area","97","0.730833455357442","0.660324213230038","0.801342697484846"
"Just right","2012","Hesse","Urban Area","985","0.68569229189176","0.66245319946544","0.70893138431808"
"Just right","2012","Hesse","Rural Area","254","0.603486832876228","0.556592252244563","0.650381413507893"
"Just right","2012","Rhineland-Palatinate,Saarland","Urban Area","868","0.709854633754416","0.684145138748459","0.735564128760372"
"Just right","2012","Rhineland-Palatinate,Saarland","Rural Area","296","0.736313749908696","0.69366253956143","0.778964960255962"
"Just right","2012","Baden-Württemberg","Urban Area","2077","0.694188562311736","0.677785659488656","0.710591465134816"
"Just right","2012","Baden-Württemberg","Rural Area","257","0.747706166198851","0.70426501975651","0.791147312641192"
"Just right","2012","Bavaria","Urban Area","1263","0.688872648605314","0.6680942864627","0.709651010747929"
"Just right","2012","Bavaria","Rural Area","1775","0.664033692591592","0.645754907481789","0.682312477701394"
"Just right","2012","Berlin","Urban Area","721","0.709690438089668","0.682365429602065","0.737015446577271"
"Just right","2012","Berlin","Rural Area","","","",""
"Just right","2012","Brandenburg","Urban Area","56","0.784730406033028","0.697354797327803","0.872106014738253"
"Just right","2012","Brandenburg","Rural Area","761","0.743965567103452","0.717260109986212","0.770671024220692"
"Just right","2012","Mecklenburg-Western Pomerania","Urban Area","43","0.769905269228919","0.6634065344145","0.876404004043338"
"Just right","2012","Mecklenburg-Western Pomerania","Rural Area","411","0.680957621223528","0.643410947608869","0.718504294838186"
"Just right","2012","Saxony","Urban Area","683","0.758749961734961","0.731586527442551","0.78591339602737"
"Just right","2012","Saxony","Rural Area","691","0.73284084176054","0.704264400618505","0.761417282902575"
"Just right","2012","Saxony-Anhalt","Urban Area","228","0.745613856302031","0.697896451815154","0.793331260788909"
"Just right","2012","Saxony-Anhalt","Rural Area","558","0.753456574815083","0.7222978089664","0.784615340663766"
"Just right","2012","Thuringia","Urban Area","231","0.707794902223477","0.659525878956927","0.756063925490026"
"Just right","2012","Thuringia","Rural Area","586","0.7945934813157","0.765871069492937","0.823315893138463"
"A little too big","2012","Schleswig-Holstein","Urban Area","18","","",""
"A little too big","2012","Schleswig-Holstein","Rural Area","73","0.134586686753606","0.109571260528004","0.159602112979208"
"A little too big","2012","Hamburg","Urban Area","25","","",""
"A little too big","2012","Hamburg","Rural Area","","","",""
"A little too big","2012","Lower Saxony","Urban Area","149","0.153529329741263","0.132810755403189","0.174247904079336"
"A little too big","2012","Lower Saxony","Rural Area","221","0.168033975499439","0.148920451314184","0.187147499684693"
"A little too big","2012","Bremen","Urban Area","8","","",""
"A little too big","2012","Bremen","Rural Area","","","",""
"A little too big","2012","North Rhine-Westphalia","Urban Area","564","0.118163170923906","0.109648371889495","0.126677969958317"
"A little too big","2012","North Rhine-Westphalia","Rural Area","25","","",""
"A little too big","2012","Hesse","Urban Area","181","0.118251809355694","0.102087647166577","0.134415971544811"
"A little too big","2012","Hesse","Rural Area","65","0.226765022441179","0.186622585908395","0.266907458973963"
"A little too big","2012","Rhineland-Palatinate,Saarland","Urban Area","148","0.14270766049368","0.12289288616123","0.16252243482613"
"A little too big","2012","Rhineland-Palatinate,Saarland","Rural Area","59","0.177509010664176","0.140523472802264","0.214494548526089"
"A little too big","2012","Baden-Württemberg","Urban Area","348","0.136921536914933","0.124683376394233","0.149159697435633"
"A little too big","2012","Baden-Württemberg","Rural Area","52","0.111690503359486","0.0801859914607545","0.143195015258218"
"A little too big","2012","Bavaria","Urban Area","206","0.115291370824584","0.100957242845999","0.129625498803169"
"A little too big","2012","Bavaria","Rural Area","308","0.158195460111617","0.144073107657011","0.172317812566222"
"A little too big","2012","Berlin","Urban Area","87","0.079530535565869","0.0632425714137838","0.0958184997179542"
"A little too big","2012","Berlin","Rural Area","","","",""
"A little too big","2012","Brandenburg","Urban Area","3","","",""
"A little too big","2012","Brandenburg","Rural Area","100","0.102021780525569","0.0835012355657202","0.120542325485417"
"A little too big","2012","Mecklenburg-Western Pomerania","Urban Area","4","","",""
"A little too big","2012","Mecklenburg-Western Pomerania","Rural Area","80","0.147536468093451","0.118968797235448","0.176104138951454"
"A little too big","2012","Saxony","Urban Area","78","0.0968158167101971","0.0780415510400763","0.115590082380318"
"A little too big","2012","Saxony","Rural Area","80","0.108824968778997","0.0887125614262053","0.128937376131788"
"A little too big","2012","Saxony-Anhalt","Urban Area","45","0.143729680866876","0.10529247784125","0.182166883892503"
"A little too big","2012","Saxony-Anhalt","Rural Area","71","0.133666332170822","0.109065033516818","0.158267630824827"
"A little too big","2012","Thuringia","Urban Area","37","0.119701489745109","0.0852478060203632","0.154155173469856"
"A little too big","2012","Thuringia","Rural Area","82","0.101742368991638","0.0802495849285011","0.123235153054775"
"Much too big","2012","Schleswig-Holstein","Urban Area","3","","",""
"Much too big","2012","Schleswig-Holstein","Rural Area","11","","",""
"Much too big","2012","Hamburg","Urban Area","7","","",""
"Much too big","2012","Hamburg","Rural Area","","","",""
"Much too big","2012","Lower Saxony","Urban Area","28","","",""
"Much too big","2012","Lower Saxony","Rural Area","28","","",""
"Much too big","2012","Bremen","Urban Area","","","",""
"Much too big","2012","Bremen","Rural Area","","","",""
"Much too big","2012","North Rhine-Westphalia","Urban Area","100","0.0215937522614573","0.0177596571389984","0.0254278473839162"
"Much too big","2012","North Rhine-Westphalia","Rural Area","3","","",""
"Much too big","2012","Hesse","Urban Area","22","","",""
"Much too big","2012","Hesse","Rural Area","20","","",""
"Much too big","2012","Rhineland-Palatinate,Saarland","Urban Area","15","","",""
"Much too big","2012","Rhineland-Palatinate,Saarland","Rural Area","13","","",""
"Much too big","2012","Baden-Württemberg","Urban Area","48","0.0169482737102807","0.0123530565241958","0.0215434908963657"
"Much too big","2012","Baden-Württemberg","Rural Area","21","","",""
"Much too big","2012","Bavaria","Urban Area","25","","",""
"Much too big","2012","Bavaria","Rural Area","38","0.0186766753700095","0.0134375323743388","0.0239158183656802"
"Much too big","2012","Berlin","Urban Area","3","","",""
"Much too big","2012","Berlin","Rural Area","","","",""
"Much too big","2012","Brandenburg","Urban Area","","","",""
"Much too big","2012","Brandenburg","Rural Area","14","","",""
"Much too big","2012","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Much too big","2012","Mecklenburg-Western Pomerania","Rural Area","11","","",""
"Much too big","2012","Saxony","Urban Area","3","","",""
"Much too big","2012","Saxony","Rural Area","4","","",""
"Much too big","2012","Saxony-Anhalt","Urban Area","2","","",""
"Much too big","2012","Saxony-Anhalt","Rural Area","12","","",""
"Much too big","2012","Thuringia","Urban Area","1","","",""
"Much too big","2012","Thuringia","Rural Area","7","","",""
"Much too small","2013","Schleswig-Holstein","Urban Area","14","","",""
"Much too small","2013","Schleswig-Holstein","Rural Area","16","","",""
"Much too small","2013","Hamburg","Urban Area","31","0.0167760369298595","0.00627855628114607","0.027273517578573"
"Much too small","2013","Hamburg","Rural Area","","","",""
"Much too small","2013","Lower Saxony","Urban Area","42","0.0283086642409673","0.0194712940717062","0.0371460344102284"
"Much too small","2013","Lower Saxony","Rural Area","44","0.0235535707855928","0.0161732497217543","0.0309338918494313"
"Much too small","2013","Bremen","Urban Area","16","","",""
"Much too small","2013","Bremen","Rural Area","","","",""
"Much too small","2013","North Rhine-Westphalia","Urban Area","211","0.0196024083989477","0.0162092262889806","0.0229955905089148"
"Much too small","2013","North Rhine-Westphalia","Rural Area","3","","",""
"Much too small","2013","Hesse","Urban Area","94","0.0257387153120282","0.0185208164726901","0.0329566141513664"
"Much too small","2013","Hesse","Rural Area","8","","",""
"Much too small","2013","Rhineland-Palatinate,Saarland","Urban Area","52","0.0173677283901891","0.0104196417237355","0.0243158150566426"
"Much too small","2013","Rhineland-Palatinate,Saarland","Rural Area","5","","",""
"Much too small","2013","Baden-Württemberg","Urban Area","103","0.0196269927777154","0.0149895252791731","0.0242644602762577"
"Much too small","2013","Baden-Württemberg","Rural Area","6","","",""
"Much too small","2013","Bavaria","Urban Area","86","0.027686498089085","0.0208690748685571","0.0345039213096129"
"Much too small","2013","Bavaria","Rural Area","60","0.0122727453894003","0.00817852373168514","0.0163669670471154"
"Much too small","2013","Berlin","Urban Area","49","0.0291573035957172","0.0196141032575986","0.0387005039338357"
"Much too small","2013","Berlin","Rural Area","","","",""
"Much too small","2013","Brandenburg","Urban Area","","","",""
"Much too small","2013","Brandenburg","Rural Area","14","","",""
"Much too small","2013","Mecklenburg-Western Pomerania","Urban Area","1","","",""
"Much too small","2013","Mecklenburg-Western Pomerania","Rural Area","12","","",""
"Much too small","2013","Saxony","Urban Area","11","","",""
"Much too small","2013","Saxony","Rural Area","14","","",""
"Much too small","2013","Saxony-Anhalt","Urban Area","9","","",""
"Much too small","2013","Saxony-Anhalt","Rural Area","10","","",""
"Much too small","2013","Thuringia","Urban Area","10","","",""
"Much too small","2013","Thuringia","Rural Area","19","","",""
"A little too small","2013","Schleswig-Holstein","Urban Area","63","0.170381428312834","0.12950652196605","0.211256334659618"
"A little too small","2013","Schleswig-Holstein","Rural Area","110","0.121321175085163","0.0983045455059494","0.144337804664378"
"A little too small","2013","Hamburg","Urban Area","142","0.198155684665165","0.165574830651594","0.230736538678736"
"A little too small","2013","Hamburg","Rural Area","","","",""
"A little too small","2013","Lower Saxony","Urban Area","203","0.101878707450705","0.0857608094806218","0.117996605420788"
"A little too small","2013","Lower Saxony","Rural Area","182","0.0810100282731287","0.0677315763925468","0.0942884801537106"
"A little too small","2013","Bremen","Urban Area","44","0.138524367524732","0.0954435237084355","0.181605211341029"
"A little too small","2013","Bremen","Rural Area","","","",""
"A little too small","2013","North Rhine-Westphalia","Urban Area","997","0.114140887150544","0.106357757147411","0.121924017153677"
"A little too small","2013","North Rhine-Westphalia","Rural Area","22","","",""
"A little too small","2013","Hesse","Urban Area","393","0.151305408601056","0.134971783656008","0.167639033546104"
"A little too small","2013","Hesse","Rural Area","57","0.0773496383691176","0.0512350739466172","0.103464202791618"
"A little too small","2013","Rhineland-Palatinate,Saarland","Urban Area","167","0.0914050173750606","0.0760776209187701","0.106732413831351"
"A little too small","2013","Rhineland-Palatinate,Saarland","Rural Area","39","0.0794935087514096","0.0545557089202194","0.1044313085826"
"A little too small","2013","Baden-Württemberg","Urban Area","641","0.143607353414198","0.131883155826159","0.155331551002237"
"A little too small","2013","Baden-Württemberg","Rural Area","51","0.0480916923763494","0.0276049140483909","0.0685784707043078"
"A little too small","2013","Bavaria","Urban Area","447","0.162895938191452","0.147552314608782","0.178239561774122"
"A little too small","2013","Bavaria","Rural Area","402","0.114763561852814","0.102910962055005","0.126616161650624"
"A little too small","2013","Berlin","Urban Area","282","0.194055150823858","0.171623503047161","0.216486798600555"
"A little too small","2013","Berlin","Rural Area","","","",""
"A little too small","2013","Brandenburg","Urban Area","23","","",""
"A little too small","2013","Brandenburg","Rural Area","155","0.125184796293029","0.105262971652196","0.145106620933861"
"A little too small","2013","Mecklenburg-Western Pomerania","Urban Area","26","","",""
"A little too small","2013","Mecklenburg-Western Pomerania","Rural Area","74","0.144031604060947","0.114525871283773","0.173537336838121"
"A little too small","2013","Saxony","Urban Area","168","0.135483432779602","0.11348780443575","0.157479061123455"
"A little too small","2013","Saxony","Rural Area","140","0.130488872463908","0.108321685080929","0.152656059846886"
"A little too small","2013","Saxony-Anhalt","Urban Area","45","0.16041552081837","0.121520820326924","0.199310221309817"
"A little too small","2013","Saxony-Anhalt","Rural Area","68","0.0558552587650097","0.0394421633558701","0.0722683541741492"
"A little too small","2013","Thuringia","Urban Area","55","0.156698237575673","0.117654666398666","0.195741808752681"
"A little too small","2013","Thuringia","Rural Area","72","0.0908673514352885","0.0700884786864081","0.111646224184169"
"Just right","2013","Schleswig-Holstein","Urban Area","221","0.723728668503292","0.675114573082796","0.772342763923788"
"Just right","2013","Schleswig-Holstein","Rural Area","556","0.690286706977287","0.657691554117822","0.722881859836751"
"Just right","2013","Hamburg","Urban Area","372","0.717716483389125","0.68092617836714","0.754506788411109"
"Just right","2013","Hamburg","Rural Area","","","",""
"Just right","2013","Lower Saxony","Urban Area","938","0.70657522170559","0.682313211168663","0.730837232242518"
"Just right","2013","Lower Saxony","Rural Area","1145","0.692657081703767","0.670203097601526","0.715111065806009"
"Just right","2013","Bremen","Urban Area","166","0.67458839736287","0.61615844060693","0.733018354118809"
"Just right","2013","Bremen","Rural Area","","","",""
"Just right","2013","North Rhine-Westphalia","Urban Area","4510","0.718321458109874","0.707311450067419","0.729331466152328"
"Just right","2013","North Rhine-Westphalia","Rural Area","82","0.736570910541955","0.661708911912079","0.811432909171831"
"Just right","2013","Hesse","Urban Area","1141","0.684655254083021","0.663476109857792","0.705834398308249"
"Just right","2013","Hesse","Rural Area","248","0.600432942755075","0.552552058977984","0.648313826532166"
"Just right","2013","Rhineland-Palatinate,Saarland","Urban Area","994","0.753395897561515","0.730470864000668","0.776320931122362"
"Just right","2013","Rhineland-Palatinate,Saarland","Rural Area","333","0.665401806939496","0.621902467981209","0.708901145897784"
"Just right","2013","Baden-Württemberg","Urban Area","2303","0.687500110578046","0.672004109242858","0.702996111913234"
"Just right","2013","Baden-Württemberg","Rural Area","297","0.767940301559581","0.727519523284881","0.808361079834281"
"Just right","2013","Bavaria","Urban Area","1459","0.686014660301122","0.666730334185186","0.705298986417058"
"Just right","2013","Bavaria","Rural Area","1927","0.677702572136883","0.66032336509487","0.695081779178896"
"Just right","2013","Berlin","Urban Area","772","0.694539559433635","0.668413620455511","0.720665498411759"
"Just right","2013","Berlin","Rural Area","","","",""
"Just right","2013","Brandenburg","Urban Area","65","0.72537836517112","0.634176472609292","0.816580257732948"
"Just right","2013","Brandenburg","Rural Area","788","0.738944601135729","0.712504236616916","0.765384965654542"
"Just right","2013","Mecklenburg-Western Pomerania","Urban Area","47","0.647832568382239","0.540446664104789","0.75521847265969"
"Just right","2013","Mecklenburg-Western Pomerania","Rural Area","377","0.692843024165213","0.654077446765943","0.731608601564482"
"Just right","2013","Saxony","Urban Area","656","0.74486262718373","0.716844974417802","0.772880279949659"
"Just right","2013","Saxony","Rural Area","659","0.759019179296957","0.73087400803471","0.787164350559203"
"Just right","2013","Saxony-Anhalt","Urban Area","252","0.712947193209834","0.665002050168705","0.760892336250963"
"Just right","2013","Saxony-Anhalt","Rural Area","591","0.794221072156","0.765326895509913","0.823115248802088"
"Just right","2013","Thuringia","Urban Area","232","0.721755777433787","0.673623746574173","0.769887808293401"
"Just right","2013","Thuringia","Rural Area","551","0.776942080736625","0.746846164672061","0.807037996801189"
"A little too big","2013","Schleswig-Holstein","Urban Area","24","","",""
"A little too big","2013","Schleswig-Holstein","Rural Area","76","0.146738362404963","0.121794064289021","0.171682660520905"
"A little too big","2013","Hamburg","Urban Area","28","","",""
"A little too big","2013","Hamburg","Rural Area","","","",""
"A little too big","2013","Lower Saxony","Urban Area","143","0.129969292065423","0.112051402311585","0.147887181819261"
"A little too big","2013","Lower Saxony","Rural Area","213","0.169132461850576","0.150889218680307","0.187375705020844"
"A little too big","2013","Bremen","Urban Area","21","","",""
"A little too big","2013","Bremen","Rural Area","","","",""
"A little too big","2013","North Rhine-Westphalia","Urban Area","605","0.123230988716542","0.115185472834815","0.131276504598268"
"A little too big","2013","North Rhine-Westphalia","Rural Area","23","","",""
"A little too big","2013","Hesse","Urban Area","195","0.12122382301971","0.106346912152069","0.136100733887351"
"A little too big","2013","Hesse","Rural Area","78","0.287928144924871","0.243665329536397","0.332190960313344"
"A little too big","2013","Rhineland-Palatinate,Saarland","Urban Area","130","0.124741715282797","0.107167652362375","0.142315778203218"
"A little too big","2013","Rhineland-Palatinate,Saarland","Rural Area","65","0.203495223510978","0.166380162757332","0.240610284264625"
"A little too big","2013","Baden-Württemberg","Urban Area","351","0.133408773674925","0.122041464696231","0.144776082653619"
"A little too big","2013","Baden-Württemberg","Rural Area","56","0.149073167528421","0.114970611698793","0.183175723358049"
"A little too big","2013","Bavaria","Urban Area","213","0.114236388921363","0.101019043686232","0.127453734156494"
"A little too big","2013","Bavaria","Rural Area","353","0.168360430577532","0.154445868051867","0.182274993103197"
"A little too big","2013","Berlin","Urban Area","75","0.0675735366752902","0.0533357806116493","0.0818112927389311"
"A little too big","2013","Berlin","Rural Area","","","",""
"A little too big","2013","Brandenburg","Urban Area","4","","",""
"A little too big","2013","Brandenburg","Rural Area","91","0.118104189523688","0.0986758157557651","0.137532563291611"
"A little too big","2013","Mecklenburg-Western Pomerania","Urban Area","2","","",""
"A little too big","2013","Mecklenburg-Western Pomerania","Rural Area","65","0.122737762391163","0.0951635917079413","0.150311933074386"
"A little too big","2013","Saxony","Urban Area","88","0.105082997474807","0.0853740141236659","0.124791980825948"
"A little too big","2013","Saxony","Rural Area","63","0.079085722760758","0.061325642335925","0.096845803185591"
"A little too big","2013","Saxony-Anhalt","Urban Area","34","0.113712329246651","0.0800668925386486","0.147357765954653"
"A little too big","2013","Saxony-Anhalt","Rural Area","78","0.136679831058649","0.112128370633465","0.161231291483833"
"A little too big","2013","Thuringia","Urban Area","33","0.0939288660374114","0.0625955282034568","0.125262203871366"
"A little too big","2013","Thuringia","Rural Area","91","0.10898823948934","0.0864595484893532","0.131516930489326"
"Much too big","2013","Schleswig-Holstein","Urban Area","3","","",""
"Much too big","2013","Schleswig-Holstein","Rural Area","15","","",""
"Much too big","2013","Hamburg","Urban Area","2","","",""
"Much too big","2013","Hamburg","Rural Area","","","",""
"Much too big","2013","Lower Saxony","Urban Area","27","","",""
"Much too big","2013","Lower Saxony","Rural Area","38","0.0336468573869352","0.0248715396282402","0.0424221751456303"
"Much too big","2013","Bremen","Urban Area","","","",""
"Much too big","2013","Bremen","Rural Area","","","",""
"Much too big","2013","North Rhine-Westphalia","Urban Area","89","0.0247042576240931","0.0209049417501739","0.0285035734980123"
"Much too big","2013","North Rhine-Westphalia","Rural Area","3","","",""
"Much too big","2013","Hesse","Urban Area","26","","",""
"Much too big","2013","Hesse","Rural Area","11","","",""
"Much too big","2013","Rhineland-Palatinate,Saarland","Urban Area","15","","",""
"Much too big","2013","Rhineland-Palatinate,Saarland","Rural Area","10","","",""
"Much too big","2013","Baden-Württemberg","Urban Area","39","0.0158567695551161","0.0116804392748843","0.0200330998353479"
"Much too big","2013","Baden-Württemberg","Rural Area","9","","",""
"Much too big","2013","Bavaria","Urban Area","20","","",""
"Much too big","2013","Bavaria","Rural Area","36","0.0269006900433702","0.0208842130151382","0.0329171670716022"
"Much too big","2013","Berlin","Urban Area","16","","",""
"Much too big","2013","Berlin","Rural Area","","","",""
"Much too big","2013","Brandenburg","Urban Area","","","",""
"Much too big","2013","Brandenburg","Rural Area","12","","",""
"Much too big","2013","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Much too big","2013","Mecklenburg-Western Pomerania","Rural Area","16","","",""
"Much too big","2013","Saxony","Urban Area","7","","",""
"Much too big","2013","Saxony","Rural Area","11","","",""
"Much too big","2013","Saxony-Anhalt","Urban Area","2","","",""
"Much too big","2013","Saxony-Anhalt","Rural Area","5","","",""
"Much too big","2013","Thuringia","Urban Area","3","","",""
"Much too big","2013","Thuringia","Rural Area","2","","",""
"Much too small","2014","Schleswig-Holstein","Urban Area","14","","",""
"Much too small","2014","Schleswig-Holstein","Rural Area","16","","",""
"Much too small","2014","Hamburg","Urban Area","20","","",""
"Much too small","2014","Hamburg","Rural Area","","","",""
"Much too small","2014","Lower Saxony","Urban Area","40","0.0312142931306527","0.021329950819556","0.0410986354417495"
"Much too small","2014","Lower Saxony","Rural Area","32","0.0152466428275979","0.00901452418577378","0.0214787614694221"
"Much too small","2014","Bremen","Urban Area","7","","",""
"Much too small","2014","Bremen","Rural Area","","","",""
"Much too small","2014","North Rhine-Westphalia","Urban Area","152","0.0147256537017502","0.0115890184933892","0.0178622889101112"
"Much too small","2014","North Rhine-Westphalia","Rural Area","1","","",""
"Much too small","2014","Hesse","Urban Area","61","0.020393799043907","0.0134485498657483","0.0273390482220657"
"Much too small","2014","Hesse","Rural Area","11","","",""
"Much too small","2014","Rhineland-Palatinate,Saarland","Urban Area","32","0.0178214510744293","0.0104066139408051","0.0252362882080536"
"Much too small","2014","Rhineland-Palatinate,Saarland","Rural Area","8","","",""
"Much too small","2014","Baden-Württemberg","Urban Area","95","0.0249587401564265","0.0193245919343604","0.0305928883784927"
"Much too small","2014","Baden-Württemberg","Rural Area","7","","",""
"Much too small","2014","Bavaria","Urban Area","80","0.0354830186242067","0.0274433557958273","0.043522681452586"
"Much too small","2014","Bavaria","Rural Area","64","0.0166537856715887","0.0116070643353078","0.0217005070078696"
"Much too small","2014","Berlin","Urban Area","37","0.0230380707048769","0.0137811960852462","0.0322949453245077"
"Much too small","2014","Berlin","Rural Area","","","",""
"Much too small","2014","Brandenburg","Urban Area","","","",""
"Much too small","2014","Brandenburg","Rural Area","25","","",""
"Much too small","2014","Mecklenburg-Western Pomerania","Urban Area","3","","",""
"Much too small","2014","Mecklenburg-Western Pomerania","Rural Area","18","","",""
"Much too small","2014","Saxony","Urban Area","28","","",""
"Much too small","2014","Saxony","Rural Area","15","","",""
"Much too small","2014","Saxony-Anhalt","Urban Area","2","","",""
"Much too small","2014","Saxony-Anhalt","Rural Area","18","","",""
"Much too small","2014","Thuringia","Urban Area","6","","",""
"Much too small","2014","Thuringia","Rural Area","12","","",""
"A little too small","2014","Schleswig-Holstein","Urban Area","49","0.188430594067218","0.142949860267617","0.23391132786682"
"A little too small","2014","Schleswig-Holstein","Rural Area","104","0.130060571788795","0.10464745713709","0.155473686440499"
"A little too small","2014","Hamburg","Urban Area","84","0.159872326169516","0.126160719051789","0.193583933287243"
"A little too small","2014","Hamburg","Rural Area","","","",""
"A little too small","2014","Lower Saxony","Urban Area","150","0.113720314733854","0.0956751193970553","0.131765510070653"
"A little too small","2014","Lower Saxony","Rural Area","184","0.0979300405732817","0.0828131335641284","0.113046947582435"
"A little too small","2014","Bremen","Urban Area","48","0.155847812440881","0.107809608224297","0.203886016657464"
"A little too small","2014","Bremen","Rural Area","","","",""
"A little too small","2014","North Rhine-Westphalia","Urban Area","916","0.128435063719486","0.119722623491101","0.137147503947872"
"A little too small","2014","North Rhine-Westphalia","Rural Area","19","","",""
"A little too small","2014","Hesse","Urban Area","329","0.155835684087542","0.138013539936327","0.173657828238758"
"A little too small","2014","Hesse","Rural Area","53","0.141017575964364","0.104450752895665","0.177584399033064"
"A little too small","2014","Rhineland-Palatinate,Saarland","Urban Area","164","0.115956710845967","0.0980126979646916","0.133900723727242"
"A little too small","2014","Rhineland-Palatinate,Saarland","Rural Area","32","0.0903390689602703","0.0623161970953371","0.118361940825203"
"A little too small","2014","Baden-Württemberg","Urban Area","506","0.138601346039378","0.126122016309058","0.151080675769699"
"A little too small","2014","Baden-Württemberg","Rural Area","48","0.0488322161970676","0.026722486035015","0.0709419463591203"
"A little too small","2014","Bavaria","Urban Area","393","0.156910160146046","0.141103683377613","0.172716636914479"
"A little too small","2014","Bavaria","Rural Area","345","0.106472991915774","0.0943090822707726","0.118636901560776"
"A little too small","2014","Berlin","Urban Area","226","0.212738974634685","0.187487577366048","0.237990371903321"
"A little too small","2014","Berlin","Rural Area","","","",""
"A little too small","2014","Brandenburg","Urban Area","27","","",""
"A little too small","2014","Brandenburg","Rural Area","108","0.106355807078516","0.0868944779868409","0.125817136170191"
"A little too small","2014","Mecklenburg-Western Pomerania","Urban Area","14","","",""
"A little too small","2014","Mecklenburg-Western Pomerania","Rural Area","73","0.125482237036188","0.0966756584916935","0.154288815580683"
"A little too small","2014","Saxony","Urban Area","155","0.173237321814333","0.147720246303671","0.198754397324995"
"A little too small","2014","Saxony","Rural Area","118","0.138680107751564","0.114640511812116","0.162719703691012"
"A little too small","2014","Saxony-Anhalt","Urban Area","54","0.161550906550324","0.121100063205719","0.202001749894929"
"A little too small","2014","Saxony-Anhalt","Rural Area","58","0.0791826409233809","0.058628796403309","0.0997364854434528"
