"hlf0071_h","year","e11103","migback","n","percent","lower_confidence","upper_confidence"
"4","1992","Not Working","direct migration background","29","","",""
"4","1992","Not Working","indirect migration background","4","","",""
"5","1992","Full Time","no migration background","21","","",""
"5","1992","Full Time","direct migration background","","","",""
"5","1992","Full Time","indirect migration background","","","",""
"5","1992","Part Time","no migration background","10","","",""
"5","1992","Part Time","direct migration background","1","","",""
"5","1992","Part Time","indirect migration background","","","",""
"5","1992","Not Working","no migration background","23","","",""
"5","1992","Not Working","direct migration background","1","","",""
"5","1992","Not Working","indirect migration background","1","","",""
"1","1993","Full Time","no migration background","153","0.0283669575536072","0.0236555961622732","0.0330783189449413"
"1","1993","Full Time","direct migration background","108","0.0627001590558232","0.0491578519750713","0.0762424661365751"
"1","1993","Full Time","indirect migration background","19","","",""
"1","1993","Part Time","no migration background","70","0.0355527537284384","0.0271600257200653","0.0439454817368114"
"1","1993","Part Time","direct migration background","42","0.0609077441080259","0.0378422133780167","0.0839732748380352"
"1","1993","Part Time","indirect migration background","15","","",""
"1","1993","Not Working","no migration background","51","0.0116801295988998","0.00806655649937409","0.0152937026984254"
"1","1993","Not Working","direct migration background","80","0.0482700404258408","0.0335004132798674","0.0630396675718142"
"1","1993","Not Working","indirect migration background","13","","",""
"2","1993","Full Time","no migration background","1026","0.198308580018184","0.186993352998573","0.209623807037794"
"2","1993","Full Time","direct migration background","302","0.26509541531551","0.24043867555854","0.28975215507248"
"2","1993","Full Time","indirect migration background","45","0.239929233004792","0.177370178962478","0.302488287047105"
"2","1993","Part Time","no migration background","384","0.188456952406838","0.170731833781032","0.206182071032645"
"2","1993","Part Time","direct migration background","85","0.196151025964812","0.157854834293157","0.234447217636468"
"2","1993","Part Time","indirect migration background","22","","",""
"2","1993","Not Working","no migration background","432","0.104479346382467","0.094191670408872","0.114767022356062"
"2","1993","Not Working","direct migration background","172","0.18081322362953","0.154292804015625","0.207333643243434"
"2","1993","Not Working","indirect migration background","36","0.157834739784505","0.102372933759061","0.213296545809948"
"3","1993","Full Time","no migration background","3265","0.696151021250683","0.683099247875645","0.709202794625721"
"3","1993","Full Time","direct migration background","776","0.628497894904813","0.601504866123845","0.655490923685781"
"3","1993","Full Time","indirect migration background","110","0.669085956146493","0.600154074750558","0.738017837542428"
"3","1993","Part Time","no migration background","1275","0.69093420566781","0.669989652199676","0.711878759135944"
"3","1993","Part Time","direct migration background","272","0.719222892055911","0.675883215643004","0.762562568468817"
"3","1993","Part Time","indirect migration background","84","0.68188174208275","0.600879869427381","0.76288361473812"
"3","1993","Not Working","no migration background","2596","0.782706280683733","0.7688359362297","0.796576625137766"
"3","1993","Not Working","direct migration background","514","0.702775166061898","0.671281401248185","0.734268930875611"
"3","1993","Not Working","indirect migration background","108","0.73151902184586","0.664102922711587","0.798935120980134"
"4","1993","Full Time","no migration background","310","0.0740682211931671","0.0666364153730584","0.0815000270132758"
"4","1993","Full Time","direct migration background","45","0.0437065307238536","0.0322859594889934","0.0551271019587138"
"4","1993","Full Time","indirect migration background","4","","",""
"4","1993","Part Time","no migration background","133","0.0811852378529597","0.0688064020160784","0.0935640736898411"
"4","1993","Part Time","direct migration background","14","","",""
"4","1993","Part Time","indirect migration background","5","","",""
"4","1993","Not Working","no migration background","286","0.0904504422014991","0.0808036531687765","0.100097231234222"
"4","1993","Not Working","direct migration background","41","0.0659846184061197","0.0488776836461014","0.083091553166138"
"4","1993","Not Working","indirect migration background","9","","",""
"5","1993","Full Time","no migration background","16","","",""
"5","1993","Full Time","direct migration background","","","",""
"5","1993","Full Time","indirect migration background","1","","",""
"5","1993","Part Time","no migration background","8","","",""
"5","1993","Part Time","direct migration background","","","",""
