"hlf0071_h","year","age_gr","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Much too small","2015","16-34 y.","Rural Area","99","0.031488654114334","0.0242760299337208","0.0387012782949472","1"
"Much too small","2015","35-65 y.","Urban Area","324","0.0252246392539455","0.0221361123874747","0.0283131661204163","1"
"Much too small","2015","35-65 y.","Rural Area","107","0.0136348989083958","0.0105273640416252","0.0167424337751663","1"
"Much too small","2015","66 and older","Urban Area","6","","","","1"
"Much too small","2015","66 and older","Rural Area","4","","","","1"
"A little too big","2016","16-34 y.","Urban Area","272","0.078125682397741","0.0709525170345537","0.0852988477609283","4"
"A little too big","2016","16-34 y.","Rural Area","169","0.0996918036520264","0.0877333557857527","0.1116502515183","4"
"A little too big","2016","35-65 y.","Urban Area","833","0.105449646739645","0.0994338806221216","0.111465412857169","4"
"A little too big","2016","35-65 y.","Rural Area","572","0.150166522864631","0.140555335866532","0.159777709862729","4"
"A little too big","2016","66 and older","Rural Area","336","0.229262075753088","0.209419459432179","0.249104692073997","4"
"A little too big","2016","66 and older","Urban Area","589","0.179523251420169","0.165951653732412","0.193094849107926","4"
"A little too small","2016","16-34 y.","Urban Area","1207","0.201036397745218","0.190324191710397","0.21174860378004","2"
"A little too small","2016","16-34 y.","Rural Area","493","0.186065424025252","0.170531646775649","0.201599201274854","2"
"A little too small","2016","35-65 y.","Urban Area","1859","0.158222011211374","0.151073786179582","0.165370236243167","2"
"A little too small","2016","35-65 y.","Rural Area","753","0.113264264176892","0.104737836616212","0.121790691737571","2"
"A little too small","2016","66 and older","Rural Area","51","0.0324303029868873","0.0240685739020033","0.0407920320717712","2"
"A little too small","2016","66 and older","Urban Area","108","0.0385592152537504","0.0317505364149751","0.0453678940925257","2"
"Just right","2016","16-34 y.","Urban Area","3485","0.680138573005746","0.667671694965165","0.692605451046326","3"
"Just right","2016","16-34 y.","Rural Area","1603","0.688830923642566","0.670350836320089","0.707311010965044","3"
"Just right","2016","35-65 y.","Urban Area","6786","0.70517849123596","0.696247593966092","0.714109388505828","3"
"Just right","2016","35-65 y.","Rural Area","3781","0.70920419669541","0.696986108297331","0.721422285093488","3"
"Just right","2016","66 and older","Urban Area","2254","0.738931411939041","0.723399788238908","0.754463035639173","3"
"Just right","2016","66 and older","Rural Area","1260","0.688649543399105","0.66679189952742","0.71050718727079","3"
"Much too big","2016","16-34 y.","Urban Area","27","","","","5"
"Much too big","2016","16-34 y.","Rural Area","10","","","","5"
"Much too big","2016","35-65 y.","Urban Area","66","0.00978981287022817","0.00786132517069761","0.0117183005697587","5"
"Much too big","2016","35-65 y.","Rural Area","69","0.0187878346669226","0.0151348876420687","0.0224407816917766","5"
"Much too big","2016","66 and older","Urban Area","109","0.0388018731921364","0.0319726659967279","0.045631080387545","5"
"Much too big","2016","66 and older","Rural Area","74","0.0492057701612008","0.0389956525252625","0.0594158877971392","5"
"Much too small","2016","16-34 y.","Urban Area","386","0.0358405318374943","0.0308718666742651","0.0408091970007234","1"
"Much too small","2016","35-65 y.","Urban Area","469","0.021360037942792","0.0185281343414215","0.0241919415441626","1"
"Much too small","2016","16-34 y.","Rural Area","136","0.0229488840768976","0.0169718061991378","0.0289259619546574","1"
"Much too small","2016","35-65 y.","Rural Area","132","0.00857718159614495","0.0060961899331151","0.0110581732591748","1"
"Much too small","2016","66 and older","Urban Area","12","","","","1"
"Much too small","2016","66 and older","Rural Area","3","","","","1"
"A little too big","2017","16-34 y.","Urban Area","320","0.0663480319977637","0.0601276498780162","0.0725684141175113","4"
"A little too big","2017","16-34 y.","Rural Area","201","0.0955559274660225","0.0847723041462085","0.106339550785837","4"
"A little too big","2017","35-65 y.","Rural Area","702","0.159011322621329","0.149831491087539","0.168191154155119","4"
"A little too big","2017","35-65 y.","Urban Area","930","0.10322697074314","0.0975694139523368","0.108884527533942","4"
"A little too big","2017","66 and older","Rural Area","344","0.209130327899541","0.19074185470408","0.227518801095001","4"
"A little too big","2017","66 and older","Urban Area","651","0.184993585279648","0.171489452724076","0.198497717835219","4"
"A little too small","2017","16-34 y.","Urban Area","1333","0.195016586736365","0.185114202488254","0.204918970984477","2"
"A little too small","2017","16-34 y.","Rural Area","535","0.147526893109086","0.134518580160212","0.160535206057959","2"
"A little too small","2017","35-65 y.","Urban Area","2058","0.1500843478309","0.143443146038817","0.156725549622983","2"
"A little too small","2017","35-65 y.","Rural Area","774","0.10500249799499","0.0973070069180953","0.112697989071885","2"
"A little too small","2017","66 and older","Urban Area","127","0.0374480517640802","0.0308451543934683","0.0440509491346921","2"
"A little too small","2017","66 and older","Rural Area","61","0.0339007470590617","0.0257179796178113","0.0420835145003121","2"
"Just right","2017","16-34 y.","Urban Area","4005","0.689207751972255","0.677640752950758","0.700774750993753","3"
"Just right","2017","16-34 y.","Rural Area","1938","0.7179411617446","0.701434497488723","0.734447826000476","3"
"Just right","2017","35-65 y.","Urban Area","7506","0.709284737226721","0.700840988800654","0.717728485652789","3"
"Just right","2017","66 and older","Urban Area","2263","0.730790503060093","0.715364639710943","0.746216366409243","3"
"Just right","2017","35-65 y.","Rural Area","4347","0.702167288269265","0.690687546833895","0.713647029704634","3"
"Just right","2017","66 and older","Rural Area","1390","0.709434463475365","0.68890569517248","0.729963231778249","3"
"Much too big","2017","16-34 y.","Urban Area","25","","","","5"
"Much too big","2017","16-34 y.","Rural Area","8","","","","5"
"Much too big","2017","35-65 y.","Urban Area","87","0.0107758086380231","0.00885597604264742","0.0126956412333987","5"
"Much too big","2017","35-65 y.","Rural Area","78","0.0180162278850415","0.0146772795386734","0.0213551762314097","5"
"Much too big","2017","66 and older","Urban Area","122","0.0429129656029759","0.0358647720017158","0.049961159204236","5"
"Much too big","2017","66 and older","Rural Area","76","0.0460312532195927","0.0365562760133011","0.0555062304258844","5"
"Much too small","2017","16-34 y.","Urban Area","467","0.0450862034710082","0.0399004191480854","0.0502719877939311","1"
"Much too small","2017","35-65 y.","Urban Area","529","0.0266281355612161","0.023634486859162","0.0296217842632702","1"
"Much too small","2017","16-34 y.","Rural Area","173","0.0354287053250919","0.0286477662486107","0.0422096444015731","1"
"Much too small","2017","35-65 y.","Rural Area","195","0.0158026632293743","0.0126720324766173","0.0189332939821313","1"
"Much too small","2017","66 and older","Urban Area","13","","","","1"
"Much too small","2017","66 and older","Rural Area","8","","","","1"
"A little too big","2018","16-34 y.","Urban Area","328","0.0671208329552739","0.0606887454629001","0.0735529204476477","4"
"A little too big","2018","16-34 y.","Rural Area","190","0.0906985041390388","0.0796598676474503","0.101737140630627","4"
"A little too big","2018","35-65 y.","Urban Area","915","0.110459320897983","0.104497623564681","0.116421018231286","4"
"A little too big","2018","35-65 y.","Rural Area","664","0.159799361447741","0.150346485616757","0.169252237278725","4"
"A little too big","2018","66 and older","Urban Area","592","0.179440387060895","0.166161976926007","0.192718797195783","4"
"A little too big","2018","66 and older","Rural Area","370","0.226132703884363","0.207121634208252","0.245143773560474","4"
"A little too small","2018","16-34 y.","Urban Area","1321","0.218970163824062","0.208340075787206","0.229600251860919","2"
"A little too small","2018","16-34 y.","Rural Area","497","0.15959351030956","0.145516393012254","0.173670627606867","2"
"A little too small","2018","35-65 y.","Rural Area","739","0.110294081651525","0.102212724994494","0.118375438308556","2"
"A little too small","2018","66 and older","Rural Area","73","0.0399319101091632","0.0310336995377569","0.0488301206805694","2"
"A little too small","2018","66 and older","Urban Area","122","0.0300313727294143","0.0241253196316132","0.0359374258272154","2"
"A little too small","2018","35-65 y.","Urban Area","1899","0.142068888475564","0.135428988570669","0.148708788380458","2"
"Just right","2018","16-34 y.","Urban Area","3712","0.673060504858802","0.6610026146653","0.685118395052304","3"
"Just right","2018","35-65 y.","Urban Area","7198","0.711106172904005","0.702485876717934","0.719726469090076","3"
"Just right","2018","16-34 y.","Rural Area","1784","0.708385908152123","0.690915597519609","0.725856218784638","3"
"Just right","2018","66 and older","Urban Area","2380","0.75428212913375","0.739384533153427","0.769179725114073","3"
"Just right","2018","35-65 y.","Rural Area","4139","0.706150288563434","0.694398711996536","0.717901865130332","3"
"Just right","2018","66 and older","Rural Area","1351","0.689869435480449","0.668848726689896","0.710890144271001","3"
"Much too big","2018","16-34 y.","Urban Area","18","","","","5"
"Much too big","2018","16-34 y.","Rural Area","15","","","","5"
"Much too big","2018","35-65 y.","Urban Area","101","0.0117926840052436","0.0097395552019537","0.0138458128085335","5"
"Much too big","2018","35-65 y.","Rural Area","69","0.0124314787207547","0.00957303303509673","0.0152899244064127","5"
"Much too big","2018","66 and older","Urban Area","106","0.0339579825255525","0.0276904029073915","0.0402255621437134","5"
"Much too big","2018","66 and older","Rural Area","59","0.0428022321956213","0.0336035488963878","0.0520009154948548","5"
"Much too small","2018","16-34 y.","Urban Area","435","0.0356794889217195","0.0309115510044368","0.0404474268390021","1"
"Much too small","2018","16-34 y.","Rural Area","114","0.0338112258673104","0.0268638168321528","0.040758634902468","1"
"Much too small","2018","35-65 y.","Urban Area","507","0.0245729337172038","0.0216284324986391","0.0275174349357686","1"
"Much too small","2018","35-65 y.","Rural Area","161","0.011324789616545","0.00859501479495321","0.0140545644381368","1"
"Much too small","2018","66 and older","Urban Area","8","","","","1"
"Much too small","2018","66 and older","Rural Area","7","","","","1"
"A little too big","2019","16-34 y.","Urban Area","278","0.0679864350576117","0.0608991706200057","0.0750736994952177","4"
"A little too big","2019","35-65 y.","Urban Area","1026","0.116527767420119","0.110294323842815","0.122761210997423","4"
"A little too big","2019","16-34 y.","Rural Area","166","0.104399027124518","0.0917531569427014","0.117044897306334","4"
"A little too big","2019","35-65 y.","Rural Area","747","0.165392261901827","0.155842951106063","0.174941572697591","4"
"A little too big","2019","66 and older","Rural Area","359","0.201076287521149","0.183110873428949","0.219041701613349","4"
"A little too big","2019","66 and older","Urban Area","606","0.184461529468085","0.17075937332878","0.198163685607391","4"
"A little too small","2019","16-34 y.","Urban Area","985","0.188339046015566","0.177330907229265","0.199347184801867","2"
"A little too small","2019","16-34 y.","Rural Area","407","0.151185608820763","0.136370501265855","0.16600071637567","2"
"A little too small","2019","66 and older","Rural Area","68","0.0347486200192701","0.0265395654305289","0.0429576746080113","2"
"A little too small","2019","35-65 y.","Rural Area","692","0.10111481556527","0.0933660461113141","0.108863585019225","2"
"A little too small","2019","66 and older","Urban Area","123","0.0373792665428774","0.0306780017840206","0.0440805313017342","2"
"A little too small","2019","35-65 y.","Urban Area","1524","0.131120718348901","0.12456330970994","0.137678126987862","2"
"Just right","2019","16-34 y.","Urban Area","3179","0.692071761987842","0.679074355266374","0.70506916870931","3"
"Just right","2019","16-34 y.","Rural Area","1567","0.71244027329975","0.693721323615154","0.731159222984346","3"
"Just right","2019","35-65 y.","Urban Area","7026","0.712739395090105","0.70394875933587","0.721530030844339","3"
"Just right","2019","66 and older","Urban Area","2221","0.738504324947533","0.722979648420262","0.754029001474805","3"
"Just right","2019","35-65 y.","Rural Area","4164","0.708796941870272","0.697119919430625","0.72047396430992","3"
"Just right","2019","66 and older","Rural Area","1423","0.731311644997922","0.711442470964946","0.751180819030897","3"
"Much too big","2019","16-34 y.","Urban Area","26","","","","5"
"Much too big","2019","16-34 y.","Rural Area","11","","","","5"
"Much too big","2019","35-65 y.","Urban Area","131","0.012890478985739","0.0106990163731362","0.0150819415983418","5"
"Much too big","2019","35-65 y.","Rural Area","97","0.0149019841494226","0.0117878665982546","0.0180161017005906","5"
"Much too big","2019","66 and older","Urban Area","124","0.0385225676095777","0.0317236317546767","0.0453215034644786","5"
"Much too big","2019","66 and older","Rural Area","58","0.0313874615160928","0.0235719521664307","0.0392029708657549","5"
"Much too small","2019","16-34 y.","Urban Area","378","0.0461252130203579","0.040219514630233","0.0520309114104829","1"
"Much too small","2019","16-34 y.","Rural Area","95","0.0279431838043283","0.0211272245783028","0.0347591430303537","1"
"Much too small","2019","35-65 y.","Urban Area","471","0.0267216401551364","0.023588592815442","0.0298546874948308","1"
"Much too small","2019","35-65 y.","Rural Area","115","0.00979399651320833","0.00726285759460263","0.012325135431814","1"
"Much too small","2019","66 and older","Urban Area","4","","","","1"
"Much too small","2019","66 and older","Rural Area","4","","","","1"
