"hlf0071_h","year","education","sex","n","percent","lower_confidence","upper_confidence"
"2","2007","college entrance qualification","Female","432","0.171931224734643","0.157483214916648","0.186379234552637"
"2","2007","Other degree","Male","100","0.202481860010228","0.167329087931864","0.237634632088592"
"2","2007","Other degree","Female","101","0.207465408940489","0.174350862516776","0.240579955364203"
"2","2007","no degree/no degree yet","Male","73","0.174471293500229","0.137186251614481","0.211756335385977"
"2","2007","no degree/no degree yet","Female","78","0.157507947501957","0.123738148795258","0.191277746208656"
"3","2007","lower secondary degree","Male","2600","0.757282124209387","0.742917713223765","0.771646535195009"
"3","2007","lower secondary degree","Female","2701","0.760947391918282","0.746927251993032","0.774967531843531"
"3","2007","secondary school degree","Male","1906","0.703903600062788","0.686318079751039","0.721489120374536"
"3","2007","secondary school degree","Female","2558","0.711657059179079","0.696664690596668","0.72664942776149"
"3","2007","college entrance qualification","Male","1992","0.717349508798221","0.700744881200992","0.733954136395449"
"3","2007","college entrance qualification","Female","1813","0.697369358835523","0.679778569604866","0.714960148066181"
"3","2007","Other degree","Male","347","0.673969326369409","0.632963503741805","0.714975148997013"
"3","2007","Other degree","Female","420","0.698905377785536","0.661442810172087","0.736367945398985"
"3","2007","no degree/no degree yet","Male","288","0.727131498255842","0.683370246399515","0.770892750112169"
"3","2007","no degree/no degree yet","Female","336","0.74378731208724","0.703318633044768","0.784255991129712"
"4","2007","lower secondary degree","Male","382","0.109354814265791","0.0988984812953009","0.119811147236282"
"4","2007","lower secondary degree","Female","464","0.126404987915037","0.115481396006919","0.137328579823156"
"4","2007","secondary school degree","Male","246","0.0969698748451033","0.0855712725086524","0.108368477181554"
"4","2007","secondary school degree","Female","389","0.112101878001974","0.101660249901036","0.122543506102912"
"4","2007","college entrance qualification","Male","363","0.106260861093589","0.0948968691028605","0.117624853084317"
"4","2007","college entrance qualification","Female","303","0.106606456081139","0.0947893644423446","0.118423547719933"
"4","2007","Other degree","Male","41","0.0881064642641296","0.0633110032383525","0.112901925289907"
"4","2007","Other degree","Female","38","0.0624493539855412","0.0426888419859017","0.0822098659851807"
"4","2007","no degree/no degree yet","Male","25","","",""
"4","2007","no degree/no degree yet","Female","24","","",""
"5","2007","lower secondary degree","Male","40","0.011616991503454","0.00802680045577398","0.015207182551134"
"5","2007","lower secondary degree","Female","57","0.0155468033472621","0.0114800636243146","0.0196135430702096"
"5","2007","secondary school degree","Male","25","","",""
"5","2007","secondary school degree","Female","44","0.0147440514435906","0.0107550594956961","0.0187330433914852"
"5","2007","college entrance qualification","Male","50","0.012309394214568","0.00824339147713734","0.0163753969519987"
"5","2007","college entrance qualification","Female","40","0.0128713706122414","0.00855521874834132","0.0171875224761415"
"5","2007","Other degree","Male","1","","",""
"5","2007","Other degree","Female","3","","",""
"5","2007","no degree/no degree yet","Male","4","","",""
"5","2007","no degree/no degree yet","Female","2","","",""
"1","2008","lower secondary degree","Male","31","0.0107846098753017","0.00719640341589367","0.0143728163347096"
"1","2008","lower secondary degree","Female","29","","",""
"1","2008","secondary school degree","Male","25","","",""
"1","2008","secondary school degree","Female","31","0.0116954043020179","0.00804109508363254","0.0153497135204033"
"1","2008","college entrance qualification","Male","23","","",""
"1","2008","college entrance qualification","Female","25","","",""
"1","2008","Other degree","Male","16","","",""
"1","2008","Other degree","Female","11","","",""
"1","2008","no degree/no degree yet","Male","9","","",""
"1","2008","no degree/no degree yet","Female","8","","",""
"2","2008","lower secondary degree","Male","308","0.0993393709619637","0.0889480427130898","0.109730699210838"
"2","2008","lower secondary degree","Female","258","0.0780137949007318","0.0688923935215104","0.0871351962799533"
"2","2008","secondary school degree","Male","344","0.162110899852561","0.14756760212689","0.176654197578233"
"2","2008","secondary school degree","Female","459","0.164186496748702","0.151595048755856","0.176777944741548"
"2","2008","college entrance qualification","Male","372","0.161467580492918","0.147484274202268","0.175450886783567"
"2","2008","college entrance qualification","Female","397","0.175183131813726","0.160225610892469","0.190140652734982"
"2","2008","Other degree","Male","75","0.202445851108687","0.164943082873057","0.239948619344317"
"2","2008","Other degree","Female","83","0.194869193721316","0.160458453415838","0.229279934026793"
"2","2008","no degree/no degree yet","Male","61","0.157086505126977","0.119549861923143","0.194623148330811"
"2","2008","no degree/no degree yet","Female","63","0.131385495362048","0.0976845806488646","0.165086410075231"
"3","2008","lower secondary degree","Male","2427","0.759038538576401","0.744181389558064","0.773895687594738"
"3","2008","lower secondary degree","Female","2511","0.759831925093461","0.745303114564179","0.774360735622743"
"3","2008","secondary school degree","Male","1811","0.702920654892755","0.684888281248525","0.720953028536985"
"3","2008","secondary school degree","Female","2407","0.68257056803244","0.666748995698503","0.698392140366377"
"3","2008","college entrance qualification","Male","1855","0.685994325610077","0.668356855835603","0.703631795384551"
"3","2008","college entrance qualification","Female","1737","0.68774681897386","0.669511958704656","0.705981679243064"
"3","2008","Other degree","Male","318","0.679688386800696","0.636140201376354","0.723236572225037"
"3","2008","Other degree","Female","375","0.700321051342511","0.660522624213558","0.740119478471464"
"3","2008","no degree/no degree yet","Male","255","0.71289836458271","0.666229618473212","0.759567110692209"
"3","2008","no degree/no degree yet","Female","289","0.754343319007722","0.711399243993391","0.797287394022053"
"4","2008","lower secondary degree","Male","361","0.112848689302229","0.101856685230172","0.123840693374286"
"4","2008","lower secondary degree","Female","444","0.131402338745143","0.119912219692657","0.142892457797629"
"4","2008","secondary school degree","Male","253","0.102109772171624","0.0901613986061584","0.114058145737091"
"4","2008","secondary school degree","Female","374","0.122627191573524","0.11147814466917","0.133776238477879"
"4","2008","college entrance qualification","Male","363","0.122175143233118","0.109729921512573","0.134620364953663"
"4","2008","college entrance qualification","Female","293","0.105526256834027","0.0934370231132271","0.117615490554827"
"4","2008","Other degree","Male","27","","",""
"4","2008","Other degree","Female","35","0.0720109356839603","0.0495535159531911","0.0944683554147296"
"4","2008","no degree/no degree yet","Male","36","0.0985605363666603","0.0678127183043384","0.129308354428982"
"4","2008","no degree/no degree yet","Female","23","","",""
"5","2008","lower secondary degree","Male","56","0.0179887912841041","0.0133714817932166","0.0226061007749916"
"5","2008","lower secondary degree","Female","79","0.0214297258741757","0.0165045927859597","0.0263548589623917"
"5","2008","secondary school degree","Male","34","0.019116715954001","0.0137131702814033","0.0245202616265988"
"5","2008","secondary school degree","Female","54","0.0189203393433155","0.0142894024482746","0.0235512762383564"
"5","2008","college entrance qualification","Male","47","0.0163607764668536","0.0115398872968163","0.0211816656368909"
"5","2008","college entrance qualification","Female","29","","",""
"5","2008","Other degree","Male","5","","",""
"5","2008","Other degree","Female","5","","",""
"5","2008","no degree/no degree yet","Male","","","",""
"5","2008","no degree/no degree yet","Female","3","","",""
"1","2009","lower secondary degree","Male","29","","",""
"1","2009","lower secondary degree","Female","34","0.0135265857624294","0.00942098543960691","0.0176321860852519"
"1","2009","secondary school degree","Male","30","0.0148446462729214","0.00990779647922461","0.0197814960666182"
"1","2009","secondary school degree","Female","34","0.0113742167279877","0.00766578029806423","0.0150826531579112"
"1","2009","college entrance qualification","Male","32","0.0173559175789477","0.0122631561860033","0.022448678971892"
"1","2009","college entrance qualification","Female","36","0.0185261921198155","0.0131087778002396","0.0239436064393915"
"1","2009","Other degree","Male","9","","",""
"1","2009","Other degree","Female","9","","",""
"1","2009","no degree/no degree yet","Male","9","","",""
"1","2009","no degree/no degree yet","Female","14","","",""
"2","2009","lower secondary degree","Male","291","0.105443375312246","0.0943341536255479","0.116552596998943"
"2","2009","lower secondary degree","Female","221","0.0664806634175853","0.057626465767897","0.0753348610672736"
"2","2009","secondary school degree","Male","326","0.166001024299477","0.150811269311979","0.181190779286975"
"2","2009","secondary school degree","Female","432","0.163054581571977","0.150135572770178","0.175973590373776"
"2","2009","college entrance qualification","Male","384","0.196151677444227","0.180666560623209","0.211636794265244"
"2","2009","college entrance qualification","Female","409","0.197394967258478","0.181403858031992","0.213386076484964"
"2","2009","Other degree","Male","59","0.189197436815687","0.14945002487879","0.228944848752584"
"2","2009","Other degree","Female","72","0.204870921528402","0.167029595094126","0.242712247962678"
"2","2009","no degree/no degree yet","Male","78","0.228726299440725","0.185096280131208","0.272356318750243"
"2","2009","no degree/no degree yet","Female","56","0.154811767368683","0.115605732669704","0.194017802067663"
"3","2009","lower secondary degree","Male","2195","0.739207616808762","0.723325779840887","0.755089453776638"
"3","2009","lower secondary degree","Female","2260","0.750380435232036","0.734998182491845","0.765762687972226"
"3","2009","secondary school degree","Male","1668","0.688802983874208","0.669902285646333","0.707703682102083"
"3","2009","secondary school degree","Female","2262","0.689707765170556","0.673529493114908","0.705886037226205"
"3","2009","college entrance qualification","Male","1687","0.645212658940154","0.626554580458468","0.663870737421839"
"3","2009","college entrance qualification","Female","1618","0.653242319105425","0.634121353806158","0.672363284404692"
"3","2009","Other degree","Male","265","0.687407447265416","0.640364978512034","0.734449916018798"
"3","2009","Other degree","Female","307","0.664034429680031","0.61975010175414","0.708318757605922"
"3","2009","no degree/no degree yet","Male","234","0.657247861717579","0.607944359568057","0.706551363867102"
"3","2009","no degree/no degree yet","Female","220","0.679840430479796","0.629274156582142","0.730406704377451"
"4","2009","lower secondary degree","Male","369","0.125464297419126","0.113482584301274","0.137446010536977"
"4","2009","lower secondary degree","Female","460","0.148748338555673","0.136101122755374","0.161395554355973"
"4","2009","secondary school degree","Male","256","0.110490870743544","0.0976926077863355","0.123289133700753"
"4","2009","secondary school degree","Female","375","0.119310156367462","0.107974039246485","0.130646273488439"
"4","2009","college entrance qualification","Male","366","0.121899294097593","0.109140660181289","0.134657928013898"
"4","2009","college entrance qualification","Female","269","0.111232095086683","0.0986001900331878","0.123864000140179"
"4","2009","Other degree","Male","35","0.083625610864535","0.0555325022536331","0.111718719475437"
"4","2009","Other degree","Female","41","0.0981124651881705","0.0702226485645168","0.126002281811824"
"4","2009","no degree/no degree yet","Male","32","0.0847407078857156","0.0558111891304719","0.113670226640959"
"4","2009","no degree/no degree yet","Female","33","0.118487806270738","0.083459010587611","0.153516601953864"
"5","2009","lower secondary degree","Male","52","0.0180312633671834","0.0132180847973144","0.0228444419370525"
"5","2009","lower secondary degree","Female","66","0.0208639770322762","0.0157840211180138","0.0259439329465386"
"5","2009","secondary school degree","Male","25","","",""
"5","2009","secondary school degree","Female","38","0.016553280162017","0.0120912595347413","0.0210153007892927"
"5","2009","college entrance qualification","Male","57","0.019380451939079","0.0140043977051778","0.0247565061729802"
"5","2009","college entrance qualification","Female","48","0.019604426429598","0.0140346552493003","0.0251741976098956"
"5","2009","Other degree","Male","5","","",""
"5","2009","Other degree","Female","8","","",""
"5","2009","no degree/no degree yet","Male","3","","",""
"5","2009","no degree/no degree yet","Female","4","","",""
"1","2010","lower secondary degree","Male","79","0.0119526607002933","0.00828523695460895","0.0156200844459776"
"1","2010","lower secondary degree","Female","113","0.0123177983959584","0.00867970040915346","0.0159558963827633"
"1","2010","secondary school degree","Male","68","0.0105170821666015","0.00684830233146718","0.0141858620017359"
"1","2010","secondary school degree","Female","130","0.0130615159550116","0.0097534006860473","0.0163696312239758"
"1","2010","college entrance qualification","Male","63","0.0115941869412153","0.00792786807534569","0.0152605058070849"
"1","2010","college entrance qualification","Female","78","0.00901568264586023","0.00590196549478779","0.0121293997969327"
"1","2010","Other degree","Male","63","0.0394439207632041","0.0252457990919087","0.0536420424344996"
"1","2010","Other degree","Female","70","0.0408017938569991","0.0276334138750053","0.0539701738389929"
"1","2010","no degree/no degree yet","Male","31","0.0292913994754071","0.0147563230674429","0.0438264758833712"
"1","2010","no degree/no degree yet","Female","40","0.0331157586308329","0.0182287926918499","0.0480027245698159"
"2","2010","lower secondary degree","Male","450","0.0876739577989476","0.0781295219694682","0.0972183936284269"
"2","2010","lower secondary degree","Female","447","0.0802073105006008","0.0712484827636671","0.0891661382375346"
"2","2010","secondary school degree","Male","544","0.170093671947911","0.156581396717283","0.183605947178539"
"2","2010","secondary school degree","Female","821","0.160151960347016","0.149466203560583","0.170837717133449"
"2","2010","college entrance qualification","Male","621","0.189480078954886","0.176058424174562","0.20290173373521"
"2","2010","college entrance qualification","Female","743","0.192173542529893","0.179194211935229","0.205152873124558"
"2","2010","Other degree","Male","189","0.171361955231253","0.143875474932021","0.198848435530486"
"2","2010","Other degree","Female","210","0.171285992295015","0.146207477898015","0.196364506692014"
"2","2010","no degree/no degree yet","Male","101","0.18490845563535","0.151443951121585","0.218372960149114"
"2","2010","no degree/no degree yet","Female","130","0.225010395234599","0.190268714150638","0.259752076318561"
"3","2010","lower secondary degree","Male","2441","0.758132586069717","0.743681476865367","0.772583695274068"
"3","2010","lower secondary degree","Female","2473","0.73972156959368","0.725248772845764","0.754194366341596"
"3","2010","secondary school degree","Male","2042","0.689494872600455","0.672854242194598","0.706135503006311"
"3","2010","secondary school degree","Female","3088","0.690278364269596","0.676806220710642","0.703750507828551"
"3","2010","college entrance qualification","Male","2153","0.654559724483317","0.638274131961034","0.6708453170056"
"3","2010","college entrance qualification","Female","2308","0.659170293134013","0.643556299645857","0.67478428662217"
"3","2010","Other degree","Male","425","0.713585021668935","0.680608851313134","0.746561192024736"
"3","2010","Other degree","Female","522","0.680903869728665","0.649876696372304","0.711931043085025"
"3","2010","no degree/no degree yet","Male","348","0.663963584275058","0.623247301517198","0.704679867032919"
"3","2010","no degree/no degree yet","Female","357","0.657907655640606","0.618438689811131","0.697376621470081"
"4","2010","lower secondary degree","Male","347","0.117467255765991","0.106601404754999","0.128333106776984"
"4","2010","lower secondary degree","Female","421","0.141581684289398","0.130082891255767","0.153080477323029"
"4","2010","secondary school degree","Male","278","0.11222382158565","0.100872037111523","0.123575606059777"
"4","2010","secondary school degree","Female","432","0.118859342956325","0.109430072727044","0.128288613185606"
"4","2010","college entrance qualification","Male","393","0.12596696149326","0.114602870818075","0.137331052168445"
"4","2010","college entrance qualification","Female","360","0.114797060542795","0.104295997455362","0.125298123630229"
"4","2010","Other degree","Male","40","0.071383402735843","0.052603370380491","0.0901634350911951"
"4","2010","Other degree","Female","56","0.0907221017186352","0.0716040597301633","0.109840143707107"
"4","2010","no degree/no degree yet","Male","35","0.115222029157874","0.0876995387125601","0.142744519603189"
"4","2010","no degree/no degree yet","Female","26","","",""
"5","2010","lower secondary degree","Male","56","0.0247735396650504","0.0195280420940798","0.030019037236021"
"5","2010","lower secondary degree","Female","77","0.0261716372203629","0.0209059399478134","0.0314373344929123"
"5","2010","secondary school degree","Male","38","0.0176705516993822","0.0129322413507227","0.0224088620480417"
"5","2010","secondary school degree","Female","54","0.0176488164720516","0.013812362615048","0.0214852703290551"
"5","2010","college entrance qualification","Male","45","0.0183990481273207","0.0137964018263959","0.0230016944282455"
"5","2010","college entrance qualification","Female","51","0.024843421147438","0.0197161139522865","0.0299707283425896"
"5","2010","Other degree","Male","5","","",""
"5","2010","Other degree","Female","9","","",""
"5","2010","no degree/no degree yet","Male","2","","",""
"5","2010","no degree/no degree yet","Female","2","","",""
"1","2011","lower secondary degree","Male","65","0.00846525678208618","0.00562323854065228","0.0113072750235201"
"1","2011","lower secondary degree","Female","96","0.0097328914964002","0.00677855556169555","0.0126872274311049"
"1","2011","secondary school degree","Male","78","0.0147673359280507","0.0107359675841762","0.0187987042719251"
"1","2011","secondary school degree","Female","125","0.0156555632073953","0.012311264680375","0.0189998617344157"
"1","2011","college entrance qualification","Male","70","0.0133085113631208","0.00966171006681527","0.0169553126594264"
"1","2011","college entrance qualification","Female","91","0.0150618331147872","0.0113681532454397","0.0187555129841346"
"1","2011","Other degree","Male","44","0.0273575690947792","0.0162600882787328","0.0384550499108255"
"1","2011","Other degree","Female","59","0.0270099776684872","0.0172323738077801","0.0367875815291943"
"1","2011","no degree/no degree yet","Male","23","","",""
"1","2011","no degree/no degree yet","Female","43","0.0473284839898457","0.0314386660904825","0.0632183018892089"
"2","2011","lower secondary degree","Male","481","0.0910209282071302","0.0820981438584154","0.099943712555845"
"2","2011","lower secondary degree","Female","477","0.0773786433193712","0.0693381061096043","0.0854191805291381"
"2","2011","secondary school degree","Male","529","0.139941821117251","0.128346849794872","0.15153679243963"
"2","2011","secondary school degree","Female","949","0.147347326967228","0.137798404791627","0.156896249142829"
"2","2011","college entrance qualification","Male","689","0.173224778575073","0.161181204081344","0.185268353068803"
"2","2011","college entrance qualification","Female","810","0.179897599495505","0.168249298642906","0.191545900348104"
"2","2011","Other degree","Male","182","0.198383441557199","0.171253735103873","0.225513148010524"
"2","2011","Other degree","Female","239","0.190365614952938","0.166687078414901","0.214044151490975"
"2","2011","no degree/no degree yet","Male","123","0.165962114513536","0.13716052573888","0.194763703288192"
"2","2011","no degree/no degree yet","Female","138","0.183606763381311","0.154634657098965","0.212578869663657"
"3","2011","lower secondary degree","Male","2890","0.745262573446565","0.73174639679623","0.7587787500969"
"3","2011","lower secondary degree","Female","3048","0.737697213491675","0.724459795501245","0.750934631482105"
"3","2011","secondary school degree","Male","2434","0.717510929297229","0.702464027435398","0.73255783115906"
"3","2011","secondary school degree","Female","3588","0.687897491520498","0.675414817290726","0.70038016575027"
"3","2011","college entrance qualification","Male","2487","0.658419343140168","0.643327072138843","0.673511614141493"
"3","2011","college entrance qualification","Female","2794","0.667876242597347","0.653593427225794","0.6821590579689"
"3","2011","Other degree","Male","550","0.692386260097529","0.660989406329773","0.723783113865285"
"3","2011","Other degree","Female","678","0.684599003060003","0.656572701286007","0.712625304833999"
"3","2011","no degree/no degree yet","Male","451","0.707870431893234","0.672667104017013","0.743073759769454"
"3","2011","no degree/no degree yet","Female","454","0.683244916482856","0.648432350596345","0.718057482369366"
"4","2011","lower secondary degree","Male","488","0.131750899921233","0.121259056737146","0.14224274310532"
"4","2011","lower secondary degree","Female","536","0.148347164432568","0.137650861799565","0.159043467065572"
"4","2011","secondary school degree","Male","356","0.112871251353646","0.102295359534667","0.123447143172624"
"4","2011","secondary school degree","Female","564","0.133076616711061","0.123926252551803","0.142226980870319"
"4","2011","college entrance qualification","Male","493","0.138244439940509","0.127260135697865","0.149228744183153"
"4","2011","college entrance qualification","Female","427","0.118894411179191","0.109078953574614","0.128709868783768"
"4","2011","Other degree","Male","46","0.0694011022581036","0.0521119580874669","0.0866902464287403"
"4","2011","Other degree","Female","72","0.0872412480574915","0.0702214238611975","0.104261072253786"
"4","2011","no degree/no degree yet","Male","43","0.099278165089617","0.076128682290778","0.122427647888456"
"4","2011","no degree/no degree yet","Female","50","0.0857430703314435","0.0647913504527591","0.106694790210128"
"5","2011","lower secondary degree","Male","68","0.0235003416429855","0.0188011196628543","0.0281995636231167"
"5","2011","lower secondary degree","Female","85","0.0268440872599857","0.0219802583173","0.0317079162026713"
"5","2011","secondary school degree","Male","42","0.0149086623038235","0.0108583399207018","0.0189589846869452"
"5","2011","secondary school degree","Female","67","0.016023001593818","0.0126403166127457","0.0194056865748902"
"5","2011","college entrance qualification","Male","54","0.0168029269811286","0.0127124926175842","0.0208933613446731"
"5","2011","college entrance qualification","Female","55","0.0182699136131704","0.0142084725945386","0.0223313546318023"
"5","2011","Other degree","Male","8","","",""
"5","2011","Other degree","Female","8","","",""
"5","2011","no degree/no degree yet","Male","1","","",""
"5","2011","no degree/no degree yet","Female","1","","",""
"1","2012","lower secondary degree","Male","76","0.0155200945738823","0.0116441550236859","0.0193960341240786"
"1","2012","lower secondary degree","Female","83","0.0117206555853324","0.00841538744580645","0.0150259237248583"
"1","2012","secondary school degree","Male","75","0.0179274888106762","0.0134752844840864","0.0223796931372659"
"1","2012","secondary school degree","Female","104","0.017237547573652","0.0136710261286895","0.0208040690186145"
"1","2012","college entrance qualification","Male","67","0.0110590498815334","0.00769796801661304","0.0144201317464537"
"1","2012","college entrance qualification","Female","82","0.0165511594479674","0.0126573126504416","0.0204450062454932"
"1","2012","Other degree","Male","41","0.0355545568584431","0.0228955787151235","0.0482135350017628"
"1","2012","Other degree","Female","54","0.0332646875582988","0.0223711673879063","0.0441582077286913"
"1","2012","no degree/no degree yet","Male","23","","",""
"1","2012","no degree/no degree yet","Female","31","0.0257749386756999","0.014135378680249","0.0374144986711508"
"2","2012","lower secondary degree","Male","467","0.0925309831974943","0.0834447081957276","0.101617258199261"
"2","2012","lower secondary degree","Female","459","0.0763772470522218","0.0682204398406344","0.0845340542638092"
"2","2012","secondary school degree","Male","493","0.127484739357646","0.116293989305012","0.138675489410281"
"2","2012","secondary school degree","Female","817","0.134338609208698","0.124994083331257","0.143683135086139"
"2","2012","college entrance qualification","Male","599","0.153454432719689","0.141870663652999","0.16503820178638"
"2","2012","college entrance qualification","Female","734","0.159077400835921","0.147914655475511","0.170240146196331"
"2","2012","Other degree","Male","163","0.195891373629883","0.168759661616163","0.223023085643602"
"2","2012","Other degree","Female","205","0.164038000256632","0.141542884749667","0.186533115763597"
"2","2012","no degree/no degree yet","Male","126","0.178704157719221","0.148788747890658","0.208619567547784"
"2","2012","no degree/no degree yet","Female","138","0.179840837902935","0.151630952412283","0.208050723393586"
"3","2012","lower secondary degree","Male","2795","0.734427754543608","0.720579588295881","0.748275920791335"
"3","2012","lower secondary degree","Female","2917","0.736319517920234","0.722787485353275","0.749851550487193"
"3","2012","secondary school degree","Male","2440","0.717163080911487","0.702051128028513","0.732275033794461"
"3","2012","secondary school degree","Female","3569","0.698082055067495","0.685502058472739","0.71066205166225"
"3","2012","college entrance qualification","Male","2491","0.669259616890975","0.654138776658592","0.684380457123359"
"3","2012","college entrance qualification","Female","2813","0.690301288089327","0.676189637840164","0.704412938338489"
"3","2012","Other degree","Male","566","0.696565143322069","0.665136489053947","0.727993797590191"
"3","2012","Other degree","Female","710","0.714421012756071","0.686982348814016","0.741859676698126"
"3","2012","no degree/no degree yet","Male","436","0.714226419221911","0.678948187384405","0.749504651059417"
"3","2012","no degree/no degree yet","Female","491","0.694262539789755","0.660421454122841","0.728103625456668"
"4","2012","lower secondary degree","Male","492","0.1361321841256","0.125379164491541","0.14688520375966"
"4","2012","lower secondary degree","Female","526","0.150611100218864","0.139626793102653","0.161595407335074"
"4","2012","secondary school degree","Male","361","0.121568225319102","0.110603250553739","0.132533200084464"
"4","2012","secondary school degree","Female","563","0.137107236978704","0.12768201850332","0.146532455454088"
"4","2012","college entrance qualification","Male","503","0.150291853716735","0.138806678811395","0.161777028622074"
"4","2012","college entrance qualification","Female","433","0.113342516567505","0.103667245746298","0.123017787388713"
"4","2012","Other degree","Male","44","0.061974886518181","0.0454922270861188","0.0784575459502432"
"4","2012","Other degree","Female","61","0.0763534562334012","0.060221390559641","0.0924855219071614"
"4","2012","no degree/no degree yet","Male","38","0.071422695180195","0.0513130241539325","0.0915323662064575"
"4","2012","no degree/no degree yet","Female","42","0.0802097982155655","0.0602587280711877","0.100160868359943"
"5","2012","lower secondary degree","Male","77","0.0213889835594147","0.0168524251288198","0.0259255419900096"
"5","2012","lower secondary degree","Female","88","0.0249714792233481","0.0201794254769073","0.029763532969789"
"5","2012","secondary school degree","Male","43","0.0158564656010887","0.0116649026168636","0.0200480285853137"
"5","2012","secondary school degree","Female","63","0.0132345511714513","0.0101031089775198","0.0163659933653828"
"5","2012","college entrance qualification","Male","59","0.0159350467910672","0.0119104390716343","0.0199596545105002"
"5","2012","college entrance qualification","Female","62","0.0207276350592798","0.0163793762149431","0.0250758939036166"
"5","2012","Other degree","Male","8","","",""
"5","2012","Other degree","Female","11","","",""
"5","2012","no degree/no degree yet","Male","7","","",""
"5","2012","no degree/no degree yet","Female","10","","",""
"1","2013","lower secondary degree","Male","113","0.0186822529932262","0.0144063838793118","0.0229581221071406"
"1","2013","lower secondary degree","Female","100","0.00895248998611786","0.0060261437156582","0.0118788362565775"
"1","2013","secondary school degree","Male","72","0.0162887000824313","0.0120580310980344","0.0205193690668282"
"1","2013","secondary school degree","Female","114","0.0136317700541986","0.010457422657318","0.0168061174510793"
"1","2013","college entrance qualification","Male","72","0.0116840881982063","0.00830021882353758","0.0150679575728749"
"1","2013","college entrance qualification","Female","103","0.0172192991142507","0.013301824776977","0.0211367734515245"
"1","2013","Other degree","Male","119","0.0533656871915995","0.0431758882560211","0.0635554861271779"
"1","2013","Other degree","Female","120","0.0462147639407454","0.0375988546959984","0.0548306731854924"
"1","2013","no degree/no degree yet","Male","41","0.0321365127591762","0.0202942492408095","0.0439787762775429"
"1","2013","no degree/no degree yet","Female","48","0.0406984610659328","0.0279719557856933","0.0534249663461723"
"2","2013","lower secondary degree","Male","454","0.0848481200188108","0.0760483230533591","0.0936479169842625"
"2","2013","lower secondary degree","Female","467","0.0806348921312272","0.072176027630136","0.0890937566323183"
"2","2013","secondary school degree","Male","502","0.118755206154519","0.107943191784885","0.129567220524153"
"2","2013","secondary school degree","Female","830","0.124045932921065","0.11502210673174","0.133069759110389"
"2","2013","college entrance qualification","Male","644","0.148325683541688","0.137133540878616","0.15951782620476"
"2","2013","college entrance qualification","Female","735","0.154763744798969","0.143872091994637","0.165655397603301"
"2","2013","Other degree","Male","391","0.181793232874153","0.164308305598168","0.199278160150139"
"2","2013","Other degree","Female","505","0.180522514656752","0.164738421017552","0.196306608295951"
"2","2013","no degree/no degree yet","Male","179","0.176499025466314","0.150899523972565","0.202098526960062"
"2","2013","no degree/no degree yet","Female","194","0.160852811606008","0.137189474111684","0.184516149100332"
"3","2013","lower secondary degree","Male","2757","0.7364965173329","0.722584712372749","0.75040832229305"
"3","2013","lower secondary degree","Female","2858","0.741000562009988","0.727390339215248","0.754610784804728"
"3","2013","secondary school degree","Male","2497","0.740855063794851","0.726210717387623","0.755499410202079"
"3","2013","secondary school degree","Female","3587","0.709515040883455","0.697087035909492","0.721943045857418"
"3","2013","college entrance qualification","Male","2586","0.660594295184331","0.645683690329587","0.675504900039076"
"3","2013","college entrance qualification","Female","2853","0.670471994593832","0.656317101253401","0.684626887934263"
"3","2013","Other degree","Male","1252","0.68120325039583","0.660076206313455","0.702330294478205"
"3","2013","Other degree","Female","1505","0.665098546160941","0.64573044860002","0.684466643721862"
"3","2013","no degree/no degree yet","Male","580","0.722138574782144","0.692060315732588","0.752216833831701"
"3","2013","no degree/no degree yet","Female","616","0.687147145155248","0.657283863377775","0.71701042693272"
"4","2013","lower secondary degree","Male","455","0.133850185221532","0.123097648151938","0.144602722291127"
"4","2013","lower secondary degree","Female","488","0.146737686279647","0.135744624448695","0.157730748110599"
"4","2013","secondary school degree","Male","326","0.108065061284408","0.0976887917771731","0.118441330791642"
"4","2013","secondary school degree","Female","528","0.13265746975591","0.123371656057502","0.141943283454318"
"4","2013","college entrance qualification","Male","510","0.156647909459527","0.145202402140248","0.168093416778805"
"4","2013","college entrance qualification","Female","481","0.133926405976851","0.123670344363464","0.144182467590238"
"4","2013","Other degree","Male","99","0.0795208021011054","0.0672551453933259","0.0917864588088849"
"4","2013","Other degree","Female","137","0.0966052909921206","0.0844818842452694","0.108728697738972"
"4","2013","no degree/no degree yet","Male","47","0.0602332670270141","0.0442576906028076","0.0762088434512207"
"4","2013","no degree/no degree yet","Female","62","0.0984343333407571","0.0792470016993433","0.117621664982171"
"5","2013","lower secondary degree","Male","73","0.0261229244335309","0.0210859711798591","0.0311598776872028"
"5","2013","lower secondary degree","Female","67","0.0226743695930202","0.0180495605045336","0.0272991786815068"
"5","2013","secondary school degree","Male","42","0.0160359686837912","0.0118377098120135","0.020234227555569"
"5","2013","secondary school degree","Female","67","0.020149786385371","0.0163032144459803","0.0239963583247616"
"5","2013","college entrance qualification","Male","62","0.0227480236162475","0.018052939290786","0.0274431079417091"
"5","2013","college entrance qualification","Female","64","0.0236185555160974","0.0190454992959467","0.0281916117362481"
"5","2013","Other degree","Male","8","","",""
"5","2013","Other degree","Female","14","","",""
"5","2013","no degree/no degree yet","Male","5","","",""
"5","2013","no degree/no degree yet","Female","6","","",""
"1","2014","lower secondary degree","Male","68","0.012550009979944","0.00882182550536143","0.0162781944545266"
