"hlf0071_h","year","e11103","education","n","percent","lower_confidence","upper_confidence"
"2","2002","Part Time","lower secondary degree","201","0.130238494911589","0.11350478024973","0.146972209573449"
"2","2002","Part Time","secondary school degree","305","0.177697511692885","0.159663839511116","0.195731183874654"
"2","2002","Part Time","college entrance qualification","282","0.214514656489881","0.193027862879383","0.236001450100378"
"2","2002","Part Time","Other degree","73","0.247263036027788","0.200286952494269","0.294239119561308"
"2","2002","Part Time","no degree/no degree yet","31","0.147286357341539","0.0952243443445862","0.199348370338492"
"2","2002","Not Working","lower secondary degree","273","0.0637635803426128","0.056378687397287","0.0711484732879386"
"2","2002","Not Working","secondary school degree","162","0.100775055696196","0.086010977755984","0.115539133636408"
"2","2002","Not Working","college entrance qualification","173","0.167127619658244","0.146243498700001","0.188011740616488"
"2","2002","Not Working","Other degree","86","0.162138023656494","0.130336207794848","0.19393983951814"
"2","2002","Not Working","no degree/no degree yet","118","0.203919136809469","0.173273289356147","0.234564984262792"
"3","2002","Full Time","lower secondary degree","1911","0.740447615867387","0.723583816458065","0.75731141527671"
"3","2002","Full Time","secondary school degree","2507","0.723143709379886","0.70805703561048","0.738230383149292"
"3","2002","Full Time","college entrance qualification","2092","0.675527396061196","0.658723701772294","0.692331090350099"
"3","2002","Full Time","Other degree","334","0.628727492533318","0.585773100392547","0.671681884674089"
"3","2002","Full Time","no degree/no degree yet","48","0.622226362871596","0.511761983036208","0.732690742706985"
"3","2002","Part Time","lower secondary degree","1159","0.749529601643045","0.727987147272731","0.771072056013359"
"3","2002","Part Time","secondary school degree","1230","0.699673556585434","0.678047755097218","0.721299358073649"
"3","2002","Part Time","college entrance qualification","960","0.663779760959603","0.6390512472777","0.688508274641506"
"3","2002","Part Time","Other degree","216","0.615716882682373","0.562751542083383","0.668682223281362"
"3","2002","Part Time","no degree/no degree yet","125","0.729076089740912","0.663785861729678","0.794366317752146"
"3","2002","Not Working","lower secondary degree","3247","0.767288789717892","0.754516958520603","0.780060620915181"
"3","2002","Not Working","secondary school degree","1158","0.711513102892397","0.689292792033716","0.733733413751078"
"3","2002","Not Working","college entrance qualification","841","0.668506376978082","0.642155612321051","0.694857141635114"
"3","2002","Not Working","Other degree","359","0.707170711483331","0.667906884342338","0.746434538624323"
"3","2002","Not Working","no degree/no degree yet","495","0.722382049839153","0.688319959545532","0.756444140132775"
"4","2002","Full Time","lower secondary degree","220","0.0809992261268242","0.0705039439314616","0.0914945083221868"
"4","2002","Full Time","secondary school degree","254","0.0798741431042223","0.0707334165167622","0.0890148696916824"
"4","2002","Full Time","college entrance qualification","290","0.0996362994891233","0.0888862106105852","0.110386388367661"
"4","2002","Full Time","Other degree","18","","",""
"4","2002","Full Time","no degree/no degree yet","2","","",""
"4","2002","Part Time","lower secondary degree","146","0.0835679186807359","0.0698087397409224","0.0973270976205494"
"4","2002","Part Time","secondary school degree","145","0.0918959363068095","0.0782675743845359","0.105524298229083"
"4","2002","Part Time","college entrance qualification","112","0.0802709546494627","0.0660482153639023","0.0944936939350231"
"4","2002","Part Time","Other degree","18","","",""
"4","2002","Part Time","no degree/no degree yet","16","","",""
"4","2002","Not Working","lower secondary degree","561","0.140874885205037","0.130359865618149","0.151389904791926"
"4","2002","Not Working","secondary school degree","211","0.147538645130942","0.13014518931044","0.164932100951443"
"4","2002","Not Working","college entrance qualification","171","0.137717782984223","0.118428211403578","0.157007354564867"
"4","2002","Not Working","Other degree","39","0.0741637210379031","0.0515544743016868","0.0967729677741194"
"4","2002","Not Working","no degree/no degree yet","32","0.0407649281545573","0.025724163474983","0.0558056928341316"
"5","2002","Full Time","lower secondary degree","18","","",""
"5","2002","Full Time","secondary school degree","16","","",""
"5","2002","Full Time","college entrance qualification","30","0.0104491450187387","0.00679947408391459","0.0140988159535628"
"5","2002","Full Time","Other degree","2","","",""
"5","2002","Full Time","no degree/no degree yet","","","",""
"5","2002","Part Time","lower secondary degree","13","","",""
"5","2002","Part Time","secondary school degree","14","","",""
"5","2002","Part Time","college entrance qualification","16","","",""
"5","2002","Part Time","Other degree","2","","",""
"5","2002","Part Time","no degree/no degree yet","2","","",""
"5","2002","Not Working","lower secondary degree","86","0.0206057940653236","0.0163120264734379","0.0248995616572093"
"5","2002","Not Working","secondary school degree","31","0.0217200625082221","0.0145708576485563","0.0288692673678878"
"5","2002","Not Working","college entrance qualification","25","","",""
"5","2002","Not Working","Other degree","7","","",""
"5","2002","Not Working","no degree/no degree yet","4","","",""
"1","2003","Full Time","lower secondary degree","38","0.0198163269773854","0.0141767127296856","0.0254559412250852"
"1","2003","Full Time","secondary school degree","56","0.0221872244486015","0.0170598173311783","0.0273146315660247"
"1","2003","Full Time","college entrance qualification","39","0.0172484015858531","0.0124345661667337","0.0220622370049725"
"1","2003","Full Time","Other degree","9","","",""
"1","2003","Full Time","no degree/no degree yet","4","","",""
"1","2003","Part Time","lower secondary degree","21","","",""
"1","2003","Part Time","secondary school degree","32","0.0180476004565032","0.0117508295144626","0.0243443713985438"
"1","2003","Part Time","college entrance qualification","27","","",""
"1","2003","Part Time","Other degree","11","","",""
"1","2003","Part Time","no degree/no degree yet","6","","",""
"1","2003","Not Working","lower secondary degree","28","","",""
"1","2003","Not Working","secondary school degree","26","","",""
"1","2003","Not Working","college entrance qualification","25","","",""
"1","2003","Not Working","Other degree","31","0.0598527688655626","0.0392854491227698","0.0804200886083553"
"1","2003","Not Working","no degree/no degree yet","11","","",""
"2","2003","Full Time","lower secondary degree","365","0.157610890614987","0.142866271086306","0.172355510143668"
"2","2003","Full Time","secondary school degree","489","0.162071350697786","0.149242873534481","0.174899827861091"
"2","2003","Full Time","college entrance qualification","474","0.201084052997418","0.186264527742082","0.215903578252754"
"2","2003","Full Time","Other degree","100","0.293506031020183","0.250264004807786","0.33674805723258"
"2","2003","Full Time","no degree/no degree yet","12","","",""
"2","2003","Part Time","lower secondary degree","196","0.133698014992741","0.116406073403274","0.150989956582207"
"2","2003","Part Time","secondary school degree","294","0.1841822746153","0.165847168490482","0.202517380740118"
"2","2003","Part Time","college entrance qualification","265","0.214727049116868","0.19306187194834","0.236392226285396"
"2","2003","Part Time","Other degree","74","0.25867352734227","0.210004950861696","0.307342103822843"
"2","2003","Part Time","no degree/no degree yet","26","","",""
"2","2003","Not Working","lower secondary degree","267","0.0647974776149098","0.0572633132364318","0.0723316419933878"
"2","2003","Not Working","secondary school degree","193","0.128596668271061","0.112032826022094","0.145160510520028"
"2","2003","Not Working","college entrance qualification","156","0.162155655460429","0.141705881137946","0.182605429782911"
"2","2003","Not Working","Other degree","85","0.187927989112014","0.154056784263246","0.221799193960781"
"2","2003","Not Working","no degree/no degree yet","104","0.173291748353134","0.144567395567402","0.202016101138867"
"3","2003","Full Time","lower secondary degree","1734","0.740354066107074","0.722612392592686","0.758095739621462"
"3","2003","Full Time","secondary school degree","2331","0.715674114973636","0.699971054089378","0.731377175857893"
"3","2003","Full Time","college entrance qualification","1980","0.675968751450669","0.658664544989876","0.693272957911462"
"3","2003","Full Time","Other degree","294","0.64350398140695","0.598021279871032","0.688986682942867"
"3","2003","Full Time","no degree/no degree yet","53","0.785154006949754","0.689619564898754","0.880688449000754"
"3","2003","Part Time","lower secondary degree","1098","0.7362238059296","0.713833019247814","0.758614592611386"
"3","2003","Part Time","secondary school degree","1247","0.710153399046962","0.688693724347306","0.731613073746619"
"3","2003","Part Time","college entrance qualification","962","0.648832033891331","0.623647603321499","0.674016464461163"
"3","2003","Part Time","Other degree","199","0.621028503750964","0.567111352662951","0.674945654838976"
"3","2003","Part Time","no degree/no degree yet","118","0.671741959433509","0.598752784635252","0.744731134231767"
"3","2003","Not Working","lower secondary degree","3207","0.781379254872982","0.768729566408777","0.794028943337188"
"3","2003","Not Working","secondary school degree","1131","0.703198446881553","0.680593231191134","0.725803662571972"
"3","2003","Not Working","college entrance qualification","860","0.671061023853019","0.644994718765221","0.697127328940818"
"3","2003","Not Working","Other degree","343","0.66989618956533","0.629123753213686","0.710668625916974"
"3","2003","Not Working","no degree/no degree yet","499","0.72543995782643","0.69157078601925","0.75930912963361"
"4","2003","Full Time","lower secondary degree","190","0.0755660645071039","0.0648709502294535","0.0862611787847543"
"4","2003","Full Time","secondary school degree","285","0.0972380845609454","0.0869241761083109","0.10755199301358"
"4","2003","Full Time","college entrance qualification","288","0.094674758409374","0.0838500963082129","0.105499420510535"
"4","2003","Full Time","Other degree","21","","",""
"4","2003","Full Time","no degree/no degree yet","2","","",""
"4","2003","Part Time","lower secondary degree","158","0.107961293687024","0.092193442409706","0.123729144964343"
"4","2003","Part Time","secondary school degree","129","0.0764257103374466","0.0638590868653978","0.0889923338094954"
"4","2003","Part Time","college entrance qualification","117","0.10252639695474","0.0865220765473989","0.11853071736208"
"4","2003","Part Time","Other degree","24","","",""
"4","2003","Part Time","no degree/no degree yet","8","","",""
"4","2003","Not Working","lower secondary degree","526","0.130395161780912","0.120089048332397","0.140701275229426"
"4","2003","Not Working","secondary school degree","193","0.130926958667081","0.114236076228657","0.147617841105505"
"4","2003","Not Working","college entrance qualification","188","0.133358451864537","0.114497186561089","0.152219717167984"
"4","2003","Not Working","Other degree","46","0.0753762081345635","0.0524866548964292","0.0982657613726978"
"4","2003","Not Working","no degree/no degree yet","48","0.0701474655139835","0.0507654826281235","0.0895294483998436"
"5","2003","Full Time","lower secondary degree","19","","",""
"5","2003","Full Time","secondary school degree","9","","",""
"5","2003","Full Time","college entrance qualification","29","","",""
"5","2003","Full Time","Other degree","2","","",""
"5","2003","Full Time","no degree/no degree yet","","","",""
"5","2003","Part Time","lower secondary degree","15","","",""
"5","2003","Part Time","secondary school degree","15","","",""
"5","2003","Part Time","college entrance qualification","9","","",""
"5","2003","Part Time","Other degree","3","","",""
"5","2003","Part Time","no degree/no degree yet","1","","",""
"5","2003","Not Working","lower secondary degree","73","0.0172939796830008","0.0133040753104422","0.0212838840555593"
"5","2003","Not Working","secondary school degree","26","","",""
"5","2003","Not Working","college entrance qualification","19","","",""
"5","2003","Not Working","Other degree","6","","",""
"5","2003","Not Working","no degree/no degree yet","5","","",""
"1","2004","Full Time","lower secondary degree","39","0.0171128058873126","0.0116358695606178","0.0225897422140074"
"1","2004","Full Time","secondary school degree","38","0.0153213817527554","0.0109472216501255","0.0196955418553853"
"1","2004","Full Time","college entrance qualification","38","0.0188586257159543","0.0137297020635332","0.0239875493683754"
"1","2004","Full Time","Other degree","11","","",""
"1","2004","Full Time","no degree/no degree yet","","","",""
"1","2004","Part Time","lower secondary degree","21","","",""
"1","2004","Part Time","secondary school degree","27","","",""
"1","2004","Part Time","college entrance qualification","32","0.0276245555141158","0.0189930243031177","0.0362560867251138"
"1","2004","Part Time","Other degree","8","","",""
"1","2004","Part Time","no degree/no degree yet","2","","",""
"1","2004","Not Working","lower secondary degree","37","0.00930072518523141","0.00630571103086958","0.0122957393395932"
"1","2004","Not Working","secondary school degree","15","","",""
"1","2004","Not Working","college entrance qualification","20","","",""
"1","2004","Not Working","Other degree","19","","",""
"1","2004","Not Working","no degree/no degree yet","18","","",""
"2","2004","Full Time","lower secondary degree","332","0.159008688416657","0.143565697225324","0.174451679607991"
"2","2004","Full Time","secondary school degree","446","0.153541423490772","0.1407029292521","0.166379917729444"
"2","2004","Full Time","college entrance qualification","451","0.190598736392101","0.175788998706194","0.205408474078008"
"2","2004","Full Time","Other degree","81","0.236820262293119","0.195210163271553","0.278430361314685"
"2","2004","Full Time","no degree/no degree yet","11","","",""
"2","2004","Part Time","lower secondary degree","185","0.114798191095282","0.0984297626614579","0.131166619529105"
"2","2004","Part Time","secondary school degree","279","0.190342098146514","0.171434510150479","0.209249686142549"
"2","2004","Part Time","college entrance qualification","250","0.18740254497032","0.16685080126003","0.207954288680609"
"2","2004","Part Time","Other degree","61","0.225879798363173","0.176812868415364","0.274946728310981"
"2","2004","Part Time","no degree/no degree yet","23","","",""
"2","2004","Not Working","lower secondary degree","220","0.0533402291235182","0.0463290033898915","0.060351454857145"
"2","2004","Not Working","secondary school degree","180","0.112102024406778","0.0966286906401949","0.127575358173362"
"2","2004","Not Working","college entrance qualification","147","0.124702710219853","0.106701707775578","0.142703712664128"
"2","2004","Not Working","Other degree","78","0.175084730484805","0.142230194428409","0.207939266541201"
"2","2004","Not Working","no degree/no degree yet","115","0.183172422879563","0.154558673050522","0.211786172708605"
"3","2004","Full Time","lower secondary degree","1583","0.734504872039367","0.715856073390833","0.753153670687901"
"3","2004","Full Time","secondary school degree","2254","0.73008698392524","0.714278228836883","0.745895739013596"
"3","2004","Full Time","college entrance qualification","1894","0.680291497502667","0.662706997126133","0.6978759978792"
"3","2004","Full Time","Other degree","290","0.683523829184085","0.638001629221394","0.729046029146776"
"3","2004","Full Time","no degree/no degree yet","45","0.769298128235152","0.660878730321426","0.877717526148877"
"3","2004","Part Time","lower secondary degree","1104","0.762340922111244","0.740484949610696","0.784196894611792"
"3","2004","Part Time","secondary school degree","1177","0.683193626299365","0.660786467963855","0.705600784634875"
"3","2004","Part Time","college entrance qualification","955","0.674324181002411","0.649643887045497","0.699004474959324"
"3","2004","Part Time","Other degree","190","0.66016621465689","0.604587830889534","0.715744598424246"
"3","2004","Part Time","no degree/no degree yet","112","0.750783249890548","0.681094426039588","0.820472073741508"
"3","2004","Not Working","lower secondary degree","3135","0.797194602310536","0.784649001050952","0.80974020357012"
"3","2004","Not Working","secondary school degree","1169","0.716961625888623","0.694868037989039","0.739055213788208"
"3","2004","Not Working","college entrance qualification","906","0.713449671573499","0.688814075241576","0.738085267905421"
"3","2004","Not Working","Other degree","377","0.716987095419238","0.678044461650908","0.755929729187567"
"3","2004","Not Working","no degree/no degree yet","527","0.718873591457125","0.685618616739454","0.752128566174795"
"4","2004","Full Time","lower secondary degree","182","0.0834184742768428","0.0717411884007148","0.0950957601529708"
"4","2004","Full Time","secondary school degree","280","0.0954936252357439","0.0850273666428398","0.105959883828648"
"4","2004","Full Time","college entrance qualification","295","0.10326518753217","0.0917911992319756","0.114739175832365"
"4","2004","Full Time","Other degree","18","","",""
"4","2004","Full Time","no degree/no degree yet","2","","",""
"4","2004","Part Time","lower secondary degree","137","0.0974005897939721","0.0821759638504666","0.112625215737478"
"4","2004","Part Time","secondary school degree","162","0.0953157243266485","0.0811724904839368","0.10945895816936"
"4","2004","Part Time","college entrance qualification","135","0.0973722380452306","0.0817589229693586","0.112985553121102"
"4","2004","Part Time","Other degree","18","","",""
"4","2004","Part Time","no degree/no degree yet","11","","",""
"4","2004","Not Working","lower secondary degree","492","0.125160653752595","0.114836187341339","0.135485120163851"
"4","2004","Not Working","secondary school degree","209","0.147993957665841","0.130578336767172","0.16540957856451"
"4","2004","Not Working","college entrance qualification","191","0.132105480421349","0.113656394934934","0.150554565907763"
"4","2004","Not Working","Other degree","35","0.0719431261120141","0.0496049104245293","0.0942813417994989"
"4","2004","Not Working","no degree/no degree yet","40","0.0614232672997456","0.0436617164303345","0.0791848181691567"
"5","2004","Full Time","lower secondary degree","18","","",""
"5","2004","Full Time","secondary school degree","11","","",""
"5","2004","Full Time","college entrance qualification","24","","",""
"5","2004","Full Time","Other degree","1","","",""
"5","2004","Full Time","no degree/no degree yet","","","",""
"5","2004","Part Time","lower secondary degree","10","","",""
"5","2004","Part Time","secondary school degree","11","","",""
"5","2004","Part Time","college entrance qualification","13","","",""
"5","2004","Part Time","Other degree","2","","",""
"5","2004","Part Time","no degree/no degree yet","","","",""
"5","2004","Not Working","lower secondary degree","62","0.0150037896281197","0.0112107505816833","0.0187968286745561"
"5","2004","Not Working","secondary school degree","24","","",""
"5","2004","Not Working","college entrance qualification","30","0.0160302579404314","0.0091873282145518","0.022873187666311"
"5","2004","Not Working","Other degree","5","","",""
"5","2004","Not Working","no degree/no degree yet","2","","",""
"1","2005","Full Time","lower secondary degree","41","0.0214031259090253","0.0150730815703425","0.027733170247708"
"1","2005","Full Time","secondary school degree","38","0.0135826668113774","0.00935965011144843","0.0178056835113064"
"1","2005","Full Time","college entrance qualification","29","","",""
"1","2005","Full Time","Other degree","8","","",""
"1","2005","Full Time","no degree/no degree yet","1","","",""
"1","2005","Part Time","lower secondary degree","15","","",""
"1","2005","Part Time","secondary school degree","27","","",""
"1","2005","Part Time","college entrance qualification","17","","",""
"1","2005","Part Time","Other degree","7","","",""
"1","2005","Part Time","no degree/no degree yet","1","","",""
"1","2005","Not Working","lower secondary degree","23","","",""
"1","2005","Not Working","secondary school degree","14","","",""
"1","2005","Not Working","college entrance qualification","11","","",""
"1","2005","Not Working","Other degree","14","","",""
"1","2005","Not Working","no degree/no degree yet","11","","",""
"2","2005","Full Time","lower secondary degree","297","0.160567544164138","0.144509671945418","0.176625416382858"
"2","2005","Full Time","secondary school degree","432","0.174501816465605","0.160654744010662","0.188348888920548"
"2","2005","Full Time","college entrance qualification","417","0.185122540950419","0.170121020513625","0.200124061387214"
"2","2005","Full Time","Other degree","75","0.184474374365288","0.14583060890219","0.223118139828386"
"2","2005","Full Time","no degree/no degree yet","10","","",""
"2","2005","Part Time","lower secondary degree","158","0.116357579784128","0.0990068881455141","0.133708271422742"
"2","2005","Part Time","secondary school degree","249","0.16257547877605","0.144574476638766","0.180576480913334"
"2","2005","Part Time","college entrance qualification","274","0.231581460251001","0.209357018682668","0.253805901819334"
"2","2005","Part Time","Other degree","51","0.189539024445192","0.14198982473226","0.237088224158124"
"2","2005","Part Time","no degree/no degree yet","14","","",""
"2","2005","Not Working","lower secondary degree","246","0.0687392822682168","0.0606938092472642","0.0767847552891694"
"2","2005","Not Working","secondary school degree","166","0.120964393168228","0.10463572672305","0.137293059613406"
"2","2005","Not Working","college entrance qualification","156","0.138626396479694","0.119423946286444","0.157828846672945"
"2","2005","Not Working","Other degree","76","0.184173796263002","0.149747020115359","0.218600572410645"
"2","2005","Not Working","no degree/no degree yet","111","0.178691991057289","0.150473288939635","0.206910693174942"
"3","2005","Full Time","lower secondary degree","1490","0.721717675011093","0.7021160210066","0.741319329015585"
"3","2005","Full Time","secondary school degree","2170","0.730142944656424","0.713948324628621","0.746337564684226"
"3","2005","Full Time","college entrance qualification","1836","0.698847682045499","0.6811284929047","0.716566871186298"
"3","2005","Full Time","Other degree","282","0.734575827250803","0.690583072137674","0.778568582363931"
"3","2005","Full Time","no degree/no degree yet","45","0.815404739678272","0.716408437213843","0.914401042142702"
"3","2005","Part Time","lower secondary degree","1009","0.773344496057474","0.750690187688687","0.795998804426262"
"3","2005","Part Time","secondary school degree","1175","0.726047258027326","0.704289377062643","0.747805138992009"
"3","2005","Part Time","college entrance qualification","943","0.640158391080842","0.614872430464681","0.665444351697003"
"3","2005","Part Time","Other degree","183","0.702342502665597","0.646872175710431","0.757812829620762"
"3","2005","Part Time","no degree/no degree yet","113","0.839096248125242","0.777791018583891","0.900401477666593"
"3","2005","Not Working","lower secondary degree","2982","0.781693063615736","0.76855699703971","0.794829130191763"
"3","2005","Not Working","secondary school degree","1135","0.723388020620684","0.700988441569862","0.745787599671505"
"3","2005","Not Working","college entrance qualification","880","0.72012758959024","0.69518034012288","0.745074839057599"
"3","2005","Not Working","Other degree","352","0.68617138894903","0.644957254786348","0.727385523111712"
"3","2005","Not Working","no degree/no degree yet","545","0.719024084293107","0.685915719731283","0.752132448854931"
"4","2005","Full Time","lower secondary degree","159","0.0851233754858805","0.0729174160913266","0.0973293348804344"
"4","2005","Full Time","secondary school degree","224","0.0714430339582347","0.062046143839043","0.0808399240774264"
"4","2005","Full Time","college entrance qualification","270","0.0949677840167755","0.0836443110948465","0.106291256938705"
"4","2005","Full Time","Other degree","21","","",""
"4","2005","Full Time","no degree/no degree yet","3","","",""
"4","2005","Part Time","lower secondary degree","119","0.0855617451412531","0.0704261959611766","0.10069729432133"
"4","2005","Part Time","secondary school degree","147","0.0814965625562447","0.0681488647895516","0.0948442603229378"
"4","2005","Part Time","college entrance qualification","134","0.104132914750046","0.0880414399799705","0.120224389520121"
"4","2005","Part Time","Other degree","17","","",""
"4","2005","Part Time","no degree/no degree yet","10","","",""
"4","2005","Not Working","lower secondary degree","479","0.125311774032777","0.114784012872295","0.135839535193259"
"4","2005","Not Working","secondary school degree","192","0.127809422919796","0.111090594509473","0.144528251330119"
"4","2005","Not Working","college entrance qualification","168","0.118581655188288","0.100616221837655","0.136547088538922"
"4","2005","Not Working","Other degree","36","0.0902978200302698","0.0648428927323189","0.115752747328221"
"4","2005","Not Working","no degree/no degree yet","39","0.0811815347157755","0.0610639912616798","0.101299078169871"
"5","2005","Full Time","lower secondary degree","21","","",""
"5","2005","Full Time","secondary school degree","22","","",""
"5","2005","Full Time","college entrance qualification","23","","",""
"5","2005","Full Time","Other degree","1","","",""
"5","2005","Full Time","no degree/no degree yet","","","",""
"5","2005","Part Time","lower secondary degree","11","","",""
"5","2005","Part Time","secondary school degree","16","","",""
"5","2005","Part Time","college entrance qualification","16","","",""
"5","2005","Part Time","Other degree","3","","",""
"5","2005","Part Time","no degree/no degree yet","","","",""
"5","2005","Not Working","lower secondary degree","69","0.0178376047974324","0.013628658698811","0.0220465508960538"
"5","2005","Not Working","secondary school degree","25","","",""
"5","2005","Not Working","college entrance qualification","29","","",""
"5","2005","Not Working","Other degree","9","","",""
"5","2005","Not Working","no degree/no degree yet","2","","",""
"1","2006","Full Time","lower secondary degree","42","0.0272848625635758","0.0202701975190668","0.0342995276080848"
"1","2006","Full Time","secondary school degree","44","0.020532640672","0.01544612277794","0.02561915856606"
"1","2006","Full Time","college entrance qualification","37","0.0184570326553183","0.0134473668576677","0.0234666984529689"
"1","2006","Full Time","Other degree","12","","",""
"1","2006","Full Time","no degree/no degree yet","1","","",""
"1","2006","Part Time","lower secondary degree","27","","",""
"1","2006","Part Time","secondary school degree","20","","",""
"1","2006","Part Time","college entrance qualification","22","","",""
"1","2006","Part Time","Other degree","8","","",""
"1","2006","Part Time","no degree/no degree yet","2","","",""
"1","2006","Not Working","lower secondary degree","39","0.0134243604355149","0.00994969638240781","0.016899024488622"
"1","2006","Not Working","secondary school degree","20","","",""
"1","2006","Not Working","college entrance qualification","11","","",""
"1","2006","Not Working","Other degree","15","","",""
"1","2006","Not Working","no degree/no degree yet","14","","",""
"2","2006","Full Time","lower secondary degree","282","0.143693381714827","0.128589580933858","0.158797182495796"
"2","2006","Full Time","secondary school degree","441","0.170306329602881","0.156823610939746","0.183789048266017"
"2","2006","Full Time","college entrance qualification","436","0.185051822490656","0.170597929470788","0.199505715510525"
"2","2006","Full Time","Other degree","72","0.204559482845098","0.1643185442704","0.244800421419796"
"2","2006","Full Time","no degree/no degree yet","10","","",""
"2","2006","Part Time","lower secondary degree","176","0.134479748282767","0.116400844095615","0.152558652469919"
"2","2006","Part Time","secondary school degree","250","0.154085084795369","0.1370823888197","0.171087780771037"
"2","2006","Part Time","college entrance qualification","263","0.20534933417618","0.184375615706317","0.226323052646042"
"2","2006","Part Time","Other degree","52","0.232165251282173","0.18152160687438","0.282808895689966"
"2","2006","Part Time","no degree/no degree yet","14","","",""
"2","2006","Not Working","lower secondary degree","269","0.0675964476527383","0.0600165259112553","0.0751763693942214"
"2","2006","Not Working","secondary school degree","205","0.127880351504359","0.112418231678706","0.143342471330011"
"2","2006","Not Working","college entrance qualification","140","0.119025066994582","0.102218101006035","0.135832032983128"
"2","2006","Not Working","Other degree","94","0.192181823485166","0.159222758391444","0.225140888578888"
"2","2006","Not Working","no degree/no degree yet","115","0.167505145865505","0.140563460148586","0.194446831582424"
"3","2006","Full Time","lower secondary degree","1541","0.724330769094541","0.705090292306658","0.743571245882423"
"3","2006","Full Time","secondary school degree","2198","0.706717031758991","0.690387663257984","0.723046400259998"
"3","2006","Full Time","college entrance qualification","1959","0.690295498156485","0.673086149398576","0.707504846914394"
"3","2006","Full Time","Other degree","280","0.711434916690728","0.666234346148558","0.756635487232898"
"3","2006","Full Time","no degree/no degree yet","44","0.752735053368134","0.642650994935469","0.862819111800798"
"3","2006","Part Time","lower secondary degree","1003","0.745334556712474","0.722247653631174","0.768421459793773"
"3","2006","Part Time","secondary school degree","1279","0.723627091886398","0.702566077227838","0.744688106544957"
"3","2006","Part Time","college entrance qualification","988","0.679648070204266","0.655421252293366","0.703874888115167"
"3","2006","Part Time","Other degree","186","0.657808998311146","0.600900561301484","0.714717435320808"
"3","2006","Part Time","no degree/no degree yet","74","0.757928616264691","0.674803190304947","0.841054042224435"
"3","2006","Not Working","lower secondary degree","3239","0.764657893997743","0.751849808106363","0.777465979889123"
"3","2006","Not Working","secondary school degree","1280","0.689863978142805","0.668448048642379","0.71127990764323"
"3","2006","Not Working","college entrance qualification","996","0.716748327525432","0.693362221527063","0.740134433523802"
"3","2006","Not Working","Other degree","393","0.706106460977887","0.668000577879824","0.74421234407595"
"3","2006","Not Working","no degree/no degree yet","550","0.725665010836204","0.693474445590314","0.757855576082094"
"4","2006","Full Time","lower secondary degree","177","0.0799725109794007","0.0682930181762819","0.0916520037825196"
"4","2006","Full Time","secondary school degree","278","0.0920121491054122","0.0816448460157207","0.102379452195104"
"4","2006","Full Time","college entrance qualification","310","0.0962149958536906","0.085239425333378","0.107190566374003"
"4","2006","Full Time","Other degree","22","","",""
"4","2006","Full Time","no degree/no degree yet","4","","",""
"4","2006","Part Time","lower secondary degree","144","0.0906283307660203","0.0754155802574164","0.105841081274624"
"4","2006","Part Time","secondary school degree","167","0.101824612989253","0.0875822809621623","0.116066945016343"
"4","2006","Part Time","college entrance qualification","138","0.091870942296968","0.0768739720330358","0.1068679125609"
"4","2006","Part Time","Other degree","17","","",""
"4","2006","Part Time","no degree/no degree yet","12","","",""
"4","2006","Not Working","lower secondary degree","593","0.138643874737502","0.128210073908006","0.149077675566998"
"4","2006","Not Working","secondary school degree","253","0.138095009491242","0.122121594378482","0.154068424604002"
"4","2006","Not Working","college entrance qualification","237","0.137962281828361","0.12006316317572","0.155861400481002"
"4","2006","Not Working","Other degree","40","0.0615291525917883","0.0414283786766523","0.0816299265069242"
"4","2006","Not Working","no degree/no degree yet","54","0.0678438336385235","0.0497004017455022","0.0859872655315448"
"5","2006","Full Time","lower secondary degree","30","0.0247184756476554","0.018033050102492","0.0314039011928189"
"5","2006","Full Time","secondary school degree","25","","",""
"5","2006","Full Time","college entrance qualification","31","0.0099806508438497","0.006280883379113","0.0136804183085864"
"5","2006","Full Time","Other degree","","","",""
"5","2006","Full Time","no degree/no degree yet","","","",""
"5","2006","Part Time","lower secondary degree","18","","",""
"5","2006","Part Time","secondary school degree","16","","",""
"5","2006","Part Time","college entrance qualification","14","","",""
"5","2006","Part Time","Other degree","4","","",""
"5","2006","Part Time","no degree/no degree yet","","","",""
"5","2006","Not Working","lower secondary degree","74","0.0156774231765016","0.011926770151202","0.0194280762018011"
"5","2006","Not Working","secondary school degree","34","0.0286240589815929","0.0209036844611194","0.0363444335020663"
"5","2006","Not Working","college entrance qualification","42","0.0187628069978382","0.011720349500619","0.0258052644950574"
"5","2006","Not Working","Other degree","7","","",""
"5","2006","Not Working","no degree/no degree yet","5","","",""
"1","2007","Full Time","lower secondary degree","32","0.0216421276412234","0.015081943379877","0.0282023119025698"
"1","2007","Full Time","secondary school degree","23","","",""
"1","2007","Full Time","college entrance qualification","32","0.014950777369722","0.0103450583794381","0.0195564963600058"
"1","2007","Full Time","Other degree","6","","",""
"1","2007","Full Time","no degree/no degree yet","1","","",""
"1","2007","Part Time","lower secondary degree","21","","",""
"1","2007","Part Time","secondary school degree","23","","",""
"1","2007","Part Time","college entrance qualification","17","","",""
"1","2007","Part Time","Other degree","9","","",""
"1","2007","Part Time","no degree/no degree yet","2","","",""
"1","2007","Not Working","lower secondary degree","23","","",""
"1","2007","Not Working","secondary school degree","11","","",""
"1","2007","Not Working","college entrance qualification","15","","",""
"1","2007","Not Working","Other degree","12","","",""
