"hlf0071_h","year","e11103","education","n","percent","lower_confidence","upper_confidence"
"4","1984","Part Time","secondary school degree","20","","",""
"4","1984","Part Time","college entrance qualification","15","","",""
"4","1984","Part Time","Other degree","2","","",""
"4","1984","Part Time","no degree/no degree yet","5","","",""
"4","1984","Not Working","lower secondary degree","181","0.0751720839974032","0.0650855444052126","0.0852586235895938"
"4","1984","Not Working","secondary school degree","47","0.0801800829289351","0.0595239648995918","0.100836200958278"
"4","1984","Not Working","college entrance qualification","32","0.0806362664538165","0.0550202191897645","0.106252313717868"
"4","1984","Not Working","Other degree","7","","",""
"4","1984","Not Working","no degree/no degree yet","23","","",""
"5","1984","Full Time","lower secondary degree","23","","",""
"5","1984","Full Time","secondary school degree","11","","",""
"5","1984","Full Time","college entrance qualification","7","","",""
"5","1984","Full Time","Other degree","3","","",""
"5","1984","Full Time","no degree/no degree yet","2","","",""
"5","1984","Part Time","lower secondary degree","7","","",""
"5","1984","Part Time","secondary school degree","3","","",""
"5","1984","Part Time","college entrance qualification","3","","",""
"5","1984","Part Time","Other degree","","","",""
"5","1984","Part Time","no degree/no degree yet","1","","",""
"5","1984","Not Working","lower secondary degree","12","","",""
"5","1984","Not Working","secondary school degree","8","","",""
"5","1984","Not Working","college entrance qualification","12","","",""
"5","1984","Not Working","Other degree","","","",""
"5","1984","Not Working","no degree/no degree yet","","","",""
"1","1985","Full Time","lower secondary degree","67","0.0258234418947114","0.0192390001794726","0.0324078836099502"
"1","1985","Full Time","secondary school degree","19","","",""
"1","1985","Full Time","college entrance qualification","14","","",""
"1","1985","Full Time","Other degree","53","0.0669263335218724","0.0494228821207483","0.0844297849229965"
"1","1985","Full Time","no degree/no degree yet","34","0.0734998726593553","0.0492814030211251","0.0977183422975855"
"1","1985","Part Time","lower secondary degree","33","0.0280671021907362","0.0174060625155868","0.0387281418658856"
"1","1985","Part Time","secondary school degree","15","","",""
"1","1985","Part Time","college entrance qualification","8","","",""
"1","1985","Part Time","Other degree","19","","",""
"1","1985","Part Time","no degree/no degree yet","8","","",""
"1","1985","Not Working","lower secondary degree","55","0.0161039400307961","0.0109763502140285","0.0212315298475636"
"1","1985","Not Working","secondary school degree","9","","",""
"1","1985","Not Working","college entrance qualification","12","","",""
"1","1985","Not Working","Other degree","27","","",""
"1","1985","Not Working","no degree/no degree yet","25","","",""
"2","1985","Full Time","lower secondary degree","315","0.129640604599108","0.115695785279247","0.14358542391897"
"2","1985","Full Time","secondary school degree","122","0.129412593262873","0.10728590491734","0.151539281608406"
"2","1985","Full Time","college entrance qualification","100","0.166124883557575","0.135243351103353","0.197006416011798"
"2","1985","Full Time","Other degree","178","0.228978977252324","0.199548444385055","0.258409510119592"
"2","1985","Full Time","no degree/no degree yet","81","0.160330404320524","0.126278389055069","0.194382419585979"
"2","1985","Part Time","lower secondary degree","119","0.121355825161799","0.100278307525825","0.142433342797774"
"2","1985","Part Time","secondary school degree","53","0.152082751640967","0.114568742923722","0.189596760358212"
"2","1985","Part Time","college entrance qualification","60","0.210774686700176","0.16239350220334","0.259155871197011"
"2","1985","Part Time","Other degree","36","0.191190179077886","0.131369678209594","0.251010679946178"
"2","1985","Part Time","no degree/no degree yet","35","0.294657535894157","0.210601740719324","0.378713331068991"
"2","1985","Not Working","lower secondary degree","213","0.0737088029017365","0.0630647741082572","0.0843528316952159"
"2","1985","Not Working","secondary school degree","95","0.123828940506732","0.098309941524437","0.149347939489026"
"2","1985","Not Working","college entrance qualification","46","0.0964408803855","0.0672558139823005","0.125625946788699"
"2","1985","Not Working","Other degree","65","0.2218123421843","0.171978143029443","0.271646541339157"
"2","1985","Not Working","no degree/no degree yet","101","0.135113406093414","0.106065082176299","0.164161730010529"
"3","1985","Full Time","lower secondary degree","1716","0.779690855363447","0.76248522695218","0.796896483774713"
"3","1985","Full Time","secondary school degree","656","0.746003875347463","0.717308887477207","0.77469886321772"
"3","1985","Full Time","college entrance qualification","397","0.715001735681995","0.677547093958836","0.752456377405154"
"3","1985","Full Time","Other degree","532","0.660957114766098","0.627799661322009","0.694114568210186"
"3","1985","Full Time","no degree/no degree yet","323","0.75436388526766","0.714413845523416","0.794313925011904"
"3","1985","Part Time","lower secondary degree","690","0.753954637633925","0.726153483167251","0.781755792100599"
"3","1985","Part Time","secondary school degree","261","0.752598115867742","0.707520615663458","0.797675616072026"
"3","1985","Part Time","college entrance qualification","185","0.68486963271299","0.629761480375501","0.739977785050479"
"3","1985","Part Time","Other degree","105","0.6380327952112","0.564927276968957","0.711138313453444"
"3","1985","Part Time","no degree/no degree yet","68","0.619277684799525","0.529750330374975","0.708805039224074"
"3","1985","Not Working","lower secondary degree","1883","0.830011444832983","0.814710280655691","0.845312609010275"
"3","1985","Not Working","secondary school degree","475","0.760233392256359","0.727156406655126","0.793310377857593"
"3","1985","Not Working","college entrance qualification","297","0.76536963651957","0.723472963529873","0.807266309509267"
"3","1985","Not Working","Other degree","170","0.639999555619197","0.582424573072678","0.697574538165715"
"3","1985","Not Working","no degree/no degree yet","389","0.777996616931603","0.742681477487059","0.813311756376148"
"4","1985","Full Time","lower secondary degree","120","0.0603609499528243","0.0504742439850344","0.0702476559206142"
"4","1985","Full Time","secondary school degree","79","0.0929383989972849","0.0737985748603084","0.112078223134261"
"4","1985","Full Time","college entrance qualification","42","0.0830363543257782","0.0601413258955879","0.105931382755969"
"4","1985","Full Time","Other degree","14","","",""
"4","1985","Full Time","no degree/no degree yet","7","","",""
"4","1985","Part Time","lower secondary degree","69","0.0834364053117831","0.0655862612810532","0.101286549342513"
"4","1985","Part Time","secondary school degree","21","","",""
"4","1985","Part Time","college entrance qualification","18","","",""
"4","1985","Part Time","Other degree","6","","",""
"4","1985","Part Time","no degree/no degree yet","1","","",""
"4","1985","Not Working","lower secondary degree","148","0.0705302504491309","0.0601004034817928","0.080960097416469"
"4","1985","Not Working","secondary school degree","52","0.088718998371924","0.0666901102569732","0.110747886486875"
"4","1985","Not Working","college entrance qualification","34","0.0931379457804941","0.0644046291653811","0.121871262395607"
"4","1985","Not Working","Other degree","5","","",""
"4","1985","Not Working","no degree/no degree yet","13","","",""
"5","1985","Full Time","lower secondary degree","11","","",""
"5","1985","Full Time","secondary school degree","8","","",""
"5","1985","Full Time","college entrance qualification","5","","",""
"5","1985","Full Time","Other degree","6","","",""
"5","1985","Full Time","no degree/no degree yet","1","","",""
"5","1985","Part Time","lower secondary degree","11","","",""
"5","1985","Part Time","secondary school degree","2","","",""
"5","1985","Part Time","college entrance qualification","2","","",""
"5","1985","Part Time","Other degree","","","",""
"5","1985","Part Time","no degree/no degree yet","1","","",""
"5","1985","Not Working","lower secondary degree","16","","",""
"5","1985","Not Working","secondary school degree","9","","",""
"5","1985","Not Working","college entrance qualification","4","","",""
"5","1985","Not Working","Other degree","","","",""
"5","1985","Not Working","no degree/no degree yet","4","","",""
"1","1986","Full Time","lower secondary degree","9","","",""
"1","1986","Full Time","secondary school degree","1","","",""
"1","1986","Full Time","college entrance qualification","1","","",""
"1","1986","Full Time","Other degree","4","","",""
"1","1986","Full Time","no degree/no degree yet","1","","",""
"1","1986","Part Time","lower secondary degree","8","","",""
"1","1986","Part Time","secondary school degree","1","","",""
"1","1986","Part Time","college entrance qualification","2","","",""
"1","1986","Part Time","Other degree","2","","",""
"1","1986","Part Time","no degree/no degree yet","2","","",""
"1","1986","Not Working","lower secondary degree","6","","",""
"1","1986","Not Working","secondary school degree","1","","",""
"1","1986","Not Working","college entrance qualification","4","","",""
"1","1986","Not Working","Other degree","3","","",""
"1","1986","Not Working","no degree/no degree yet","3","","",""
"2","1986","Full Time","lower secondary degree","39","0.140459124908229","0.0996878552854111","0.181230394531048"
"2","1986","Full Time","secondary school degree","16","","",""
"2","1986","Full Time","college entrance qualification","15","","",""
"2","1986","Full Time","Other degree","20","","",""
"2","1986","Full Time","no degree/no degree yet","3","","",""
"2","1986","Part Time","lower secondary degree","11","","",""
"2","1986","Part Time","secondary school degree","8","","",""
"2","1986","Part Time","college entrance qualification","11","","",""
"2","1986","Part Time","Other degree","4","","",""
"2","1986","Part Time","no degree/no degree yet","3","","",""
"2","1986","Not Working","lower secondary degree","12","","",""
"2","1986","Not Working","secondary school degree","7","","",""
"2","1986","Not Working","college entrance qualification","12","","",""
"2","1986","Not Working","Other degree","5","","",""
"2","1986","Not Working","no degree/no degree yet","12","","",""
"3","1986","Full Time","lower secondary degree","215","0.761797085036142","0.711812144644488","0.811782025427797"
"3","1986","Full Time","secondary school degree","100","0.777271341885139","0.70462107793692","0.849921605833357"
"3","1986","Full Time","college entrance qualification","64","0.715368735168736","0.621090154858654","0.809647315478817"
"3","1986","Full Time","Other degree","75","0.706064783939813","0.618086078979809","0.794043488899816"
"3","1986","Full Time","no degree/no degree yet","43","0.954353081449145","0.894682614727826","1.01402354817046"
"3","1986","Part Time","lower secondary degree","88","0.765637706528744","0.688217433714669","0.84305797934282"
"3","1986","Part Time","secondary school degree","41","0.733833867330098","0.613712105888901","0.853955628771295"
"3","1986","Part Time","college entrance qualification","35","0.70016274292291","0.571872878011608","0.828452607834212"
"3","1986","Part Time","Other degree","21","","",""
"3","1986","Part Time","no degree/no degree yet","8","","",""
"3","1986","Not Working","lower secondary degree","106","0.799418755578033","0.731870593917594","0.866966917238472"
"3","1986","Not Working","secondary school degree","39","0.756533165187658","0.64206489979195","0.871001430583365"
"3","1986","Not Working","college entrance qualification","26","","",""
"3","1986","Not Working","Other degree","29","","",""
"3","1986","Not Working","no degree/no degree yet","40","0.734956723015969","0.621371097515485","0.848542348516453"
"4","1986","Full Time","lower secondary degree","15","","",""
"4","1986","Full Time","secondary school degree","9","","",""
"4","1986","Full Time","college entrance qualification","8","","",""
"4","1986","Full Time","Other degree","4","","",""
"4","1986","Full Time","no degree/no degree yet","","","",""
"4","1986","Part Time","lower secondary degree","8","","",""
"4","1986","Part Time","secondary school degree","2","","",""
"4","1986","Part Time","college entrance qualification","1","","",""
"4","1986","Part Time","Other degree","2","","",""
"4","1986","Part Time","no degree/no degree yet","2","","",""
"4","1986","Not Working","lower secondary degree","10","","",""
"4","1986","Not Working","secondary school degree","6","","",""
"4","1986","Not Working","college entrance qualification","2","","",""
"4","1986","Not Working","Other degree","2","","",""
"4","1986","Not Working","no degree/no degree yet","3","","",""
"5","1986","Full Time","lower secondary degree","1","","",""
"5","1986","Full Time","secondary school degree","","","",""
"5","1986","Full Time","college entrance qualification","","","",""
"5","1986","Full Time","Other degree","","","",""
"5","1986","Full Time","no degree/no degree yet","","","",""
"5","1986","Part Time","lower secondary degree","","","",""
"5","1986","Part Time","secondary school degree","","","",""
"5","1986","Part Time","college entrance qualification","","","",""
"5","1986","Part Time","Other degree","","","",""
"5","1986","Part Time","no degree/no degree yet","","","",""
"5","1986","Not Working","lower secondary degree","1","","",""
"5","1986","Not Working","secondary school degree","1","","",""
"5","1986","Not Working","college entrance qualification","","","",""
"5","1986","Not Working","Other degree","","","",""
"5","1986","Not Working","no degree/no degree yet","","","",""
"1","1987","Full Time","lower secondary degree","8","","",""
"1","1987","Full Time","secondary school degree","1","","",""
"1","1987","Full Time","college entrance qualification","2","","",""
"1","1987","Full Time","Other degree","1","","",""
"1","1987","Full Time","no degree/no degree yet","5","","",""
"1","1987","Part Time","lower secondary degree","3","","",""
"1","1987","Part Time","secondary school degree","2","","",""
"1","1987","Part Time","college entrance qualification","3","","",""
"1","1987","Part Time","Other degree","2","","",""
"1","1987","Part Time","no degree/no degree yet","2","","",""
"1","1987","Not Working","lower secondary degree","3","","",""
"1","1987","Not Working","secondary school degree","2","","",""
"1","1987","Not Working","college entrance qualification","2","","",""
"1","1987","Not Working","Other degree","1","","",""
"1","1987","Not Working","no degree/no degree yet","4","","",""
"2","1987","Full Time","lower secondary degree","23","","",""
"2","1987","Full Time","secondary school degree","6","","",""
"2","1987","Full Time","college entrance qualification","12","","",""
"2","1987","Full Time","Other degree","25","","",""
"2","1987","Full Time","no degree/no degree yet","11","","",""
"2","1987","Part Time","lower secondary degree","17","","",""
"2","1987","Part Time","secondary school degree","10","","",""
"2","1987","Part Time","college entrance qualification","13","","",""
"2","1987","Part Time","Other degree","6","","",""
"2","1987","Part Time","no degree/no degree yet","2","","",""
"2","1987","Not Working","lower secondary degree","15","","",""
"2","1987","Not Working","secondary school degree","3","","",""
"2","1987","Not Working","college entrance qualification","9","","",""
"2","1987","Not Working","Other degree","3","","",""
"2","1987","Not Working","no degree/no degree yet","5","","",""
"3","1987","Full Time","lower secondary degree","176","0.835702627999196","0.786626846301924","0.884778409696468"
"3","1987","Full Time","secondary school degree","88","0.863440245067052","0.797760576964139","0.929119913169965"
"3","1987","Full Time","college entrance qualification","53","0.768231996627477","0.672734850147515","0.86372914310744"
"3","1987","Full Time","Other degree","63","0.696855663361136","0.602937341521837","0.790773985200434"
"3","1987","Full Time","no degree/no degree yet","44","0.764855088121249","0.658430850810348","0.87127932543215"
"3","1987","Part Time","lower secondary degree","72","0.728520382008829","0.640018665926746","0.817022098090913"
"3","1987","Part Time","secondary school degree","38","0.727396974329224","0.606365729464101","0.848428219194348"
"3","1987","Part Time","college entrance qualification","38","0.640569616315536","0.516003127218198","0.765136105412874"
"3","1987","Part Time","Other degree","11","","",""
"3","1987","Part Time","no degree/no degree yet","10","","",""
"3","1987","Not Working","lower secondary degree","79","0.742852283527399","0.660039235514442","0.825665331540355"
"3","1987","Not Working","secondary school degree","23","","",""
"3","1987","Not Working","college entrance qualification","23","","",""
"3","1987","Not Working","Other degree","22","","",""
"3","1987","Not Working","no degree/no degree yet","37","0.674195050824005","0.544287406519902","0.804102695128107"
"4","1987","Full Time","lower secondary degree","12","","",""
"4","1987","Full Time","secondary school degree","10","","",""
"4","1987","Full Time","college entrance qualification","7","","",""
"4","1987","Full Time","Other degree","1","","",""
"4","1987","Full Time","no degree/no degree yet","1","","",""
"4","1987","Part Time","lower secondary degree","5","","",""
"4","1987","Part Time","secondary school degree","2","","",""
"4","1987","Part Time","college entrance qualification","3","","",""
"4","1987","Part Time","Other degree","1","","",""
"4","1987","Part Time","no degree/no degree yet","","","",""
"4","1987","Not Working","lower secondary degree","9","","",""
"4","1987","Not Working","secondary school degree","1","","",""
"4","1987","Not Working","college entrance qualification","","","",""
"4","1987","Not Working","Other degree","","","",""
"4","1987","Not Working","no degree/no degree yet","3","","",""
"5","1987","Full Time","lower secondary degree","","","",""
"5","1987","Full Time","secondary school degree","","","",""
"5","1987","Full Time","college entrance qualification","1","","",""
"5","1987","Full Time","Other degree","2","","",""
"5","1987","Full Time","no degree/no degree yet","","","",""
"5","1987","Part Time","lower secondary degree","","","",""
"5","1987","Part Time","secondary school degree","","","",""
"5","1987","Part Time","college entrance qualification","","","",""
"5","1987","Part Time","Other degree","","","",""
"5","1987","Part Time","no degree/no degree yet","","","",""
"5","1987","Not Working","lower secondary degree","1","","",""
"5","1987","Not Working","secondary school degree","","","",""
"5","1987","Not Working","college entrance qualification","1","","",""
"5","1987","Not Working","Other degree","1","","",""
"5","1987","Not Working","no degree/no degree yet","1","","",""
"1","1988","Full Time","lower secondary degree","10","","",""
"1","1988","Full Time","secondary school degree","5","","",""
"1","1988","Full Time","college entrance qualification","","","",""
"1","1988","Full Time","Other degree","2","","",""
"1","1988","Full Time","no degree/no degree yet","1","","",""
"1","1988","Part Time","lower secondary degree","4","","",""
"1","1988","Part Time","secondary school degree","","","",""
"1","1988","Part Time","college entrance qualification","","","",""
"1","1988","Part Time","Other degree","1","","",""
"1","1988","Part Time","no degree/no degree yet","","","",""
"1","1988","Not Working","lower secondary degree","3","","",""
"1","1988","Not Working","secondary school degree","","","",""
"1","1988","Not Working","college entrance qualification","2","","",""
"1","1988","Not Working","Other degree","3","","",""
"1","1988","Not Working","no degree/no degree yet","5","","",""
"2","1988","Full Time","lower secondary degree","29","","",""
"2","1988","Full Time","secondary school degree","17","","",""
"2","1988","Full Time","college entrance qualification","13","","",""
"2","1988","Full Time","Other degree","12","","",""
"2","1988","Full Time","no degree/no degree yet","8","","",""
"2","1988","Part Time","lower secondary degree","13","","",""
"2","1988","Part Time","secondary school degree","9","","",""
"2","1988","Part Time","college entrance qualification","14","","",""
"2","1988","Part Time","Other degree","4","","",""
"2","1988","Part Time","no degree/no degree yet","","","",""
"2","1988","Not Working","lower secondary degree","14","","",""
"2","1988","Not Working","secondary school degree","5","","",""
"2","1988","Not Working","college entrance qualification","7","","",""
"2","1988","Not Working","Other degree","7","","",""
"2","1988","Not Working","no degree/no degree yet","14","","",""
"3","1988","Full Time","lower secondary degree","178","0.762885955837644","0.708275150711356","0.817496760963933"
"3","1988","Full Time","secondary school degree","88","0.749479230113156","0.671626063799125","0.827332396427187"
"3","1988","Full Time","college entrance qualification","49","0.745983472781505","0.641750222683846","0.850216722879164"
"3","1988","Full Time","Other degree","49","0.681589997453411","0.567456517462131","0.795723477444692"
"3","1988","Full Time","no degree/no degree yet","26","","",""
"3","1988","Part Time","lower secondary degree","82","0.802891337119939","0.727514580874857","0.878268093365021"
"3","1988","Part Time","secondary school degree","29","","",""
"3","1988","Part Time","college entrance qualification","31","0.593447986423262","0.457299606667641","0.729596366178884"
"3","1988","Part Time","Other degree","15","","",""
"3","1988","Part Time","no degree/no degree yet","10","","",""
"3","1988","Not Working","lower secondary degree","86","0.806722990605984","0.73225176027972","0.881194220932247"
"3","1988","Not Working","secondary school degree","23","","",""
"3","1988","Not Working","college entrance qualification","13","","",""
"3","1988","Not Working","Other degree","22","","",""
"3","1988","Not Working","no degree/no degree yet","30","0.645491544570525","0.511552058285793","0.779431030855256"
"4","1988","Full Time","lower secondary degree","15","","",""
"4","1988","Full Time","secondary school degree","8","","",""
"4","1988","Full Time","college entrance qualification","5","","",""
"4","1988","Full Time","Other degree","1","","",""
"4","1988","Full Time","no degree/no degree yet","2","","",""
"4","1988","Part Time","lower secondary degree","8","","",""
"4","1988","Part Time","secondary school degree","2","","",""
"4","1988","Part Time","college entrance qualification","5","","",""
"4","1988","Part Time","Other degree","1","","",""
"4","1988","Part Time","no degree/no degree yet","1","","",""
"4","1988","Not Working","lower secondary degree","4","","",""
"4","1988","Not Working","secondary school degree","3","","",""
"4","1988","Not Working","college entrance qualification","","","",""
"4","1988","Not Working","Other degree","","","",""
"4","1988","Not Working","no degree/no degree yet","","","",""
"5","1988","Full Time","lower secondary degree","1","","",""
"5","1988","Full Time","secondary school degree","1","","",""
"5","1988","Full Time","college entrance qualification","","","",""
"5","1988","Full Time","Other degree","","","",""
"5","1988","Full Time","no degree/no degree yet","","","",""
"5","1988","Part Time","lower secondary degree","","","",""
"5","1988","Part Time","secondary school degree","","","",""
"5","1988","Part Time","college entrance qualification","","","",""
"5","1988","Part Time","Other degree","","","",""
"5","1988","Part Time","no degree/no degree yet","","","",""
"5","1988","Not Working","lower secondary degree","1","","",""
"5","1988","Not Working","secondary school degree","","","",""
"5","1988","Not Working","college entrance qualification","","","",""
"5","1988","Not Working","Other degree","","","",""
"5","1988","Not Working","no degree/no degree yet","","","",""
"1","1989","Full Time","lower secondary degree","4","","",""
"1","1989","Full Time","secondary school degree","8","","",""
"1","1989","Full Time","college entrance qualification","1","","",""
"1","1989","Full Time","Other degree","","","",""
"1","1989","Full Time","no degree/no degree yet","4","","",""
"1","1989","Part Time","lower secondary degree","6","","",""
"1","1989","Part Time","secondary school degree","3","","",""
"1","1989","Part Time","college entrance qualification","1","","",""
"1","1989","Part Time","Other degree","","","",""
"1","1989","Part Time","no degree/no degree yet","2","","",""
"1","1989","Not Working","lower secondary degree","5","","",""
"1","1989","Not Working","secondary school degree","1","","",""
"1","1989","Not Working","college entrance qualification","1","","",""
"1","1989","Not Working","Other degree","1","","",""
"1","1989","Not Working","no degree/no degree yet","1","","",""
"2","1989","Full Time","lower secondary degree","20","","",""
"2","1989","Full Time","secondary school degree","11","","",""
"2","1989","Full Time","college entrance qualification","17","","",""
"2","1989","Full Time","Other degree","19","","",""
"2","1989","Full Time","no degree/no degree yet","8","","",""
"2","1989","Part Time","lower secondary degree","15","","",""
"2","1989","Part Time","secondary school degree","12","","",""
"2","1989","Part Time","college entrance qualification","10","","",""
"2","1989","Part Time","Other degree","4","","",""
"2","1989","Part Time","no degree/no degree yet","8","","",""
"2","1989","Not Working","lower secondary degree","12","","",""
"2","1989","Not Working","secondary school degree","6","","",""
"2","1989","Not Working","college entrance qualification","5","","",""
"2","1989","Not Working","Other degree","4","","",""
"2","1989","Not Working","no degree/no degree yet","9","","",""
"3","1989","Full Time","lower secondary degree","157","0.836989741446979","0.784605707028928","0.889373775865031"
"3","1989","Full Time","secondary school degree","116","0.809233780399483","0.745501508308416","0.87296605249055"
"3","1989","Full Time","college entrance qualification","52","0.666477081193545","0.563163230522786","0.769790931864303"
"3","1989","Full Time","Other degree","47","0.690240051664317","0.581137161525954","0.79934294180268"
"3","1989","Full Time","no degree/no degree yet","15","","",""
"3","1989","Part Time","lower secondary degree","55","0.727916245116471","0.630395926928538","0.825436563304405"
"3","1989","Part Time","secondary school degree","36","0.645649044043973","0.519238934753769","0.772059153334177"
"3","1989","Part Time","college entrance qualification","23","","",""
"3","1989","Part Time","Other degree","10","","",""
"3","1989","Part Time","no degree/no degree yet","10","","",""
"3","1989","Not Working","lower secondary degree","60","0.754482987057501","0.661327876352993","0.847638097762009"
"3","1989","Not Working","secondary school degree","29","","",""
"3","1989","Not Working","college entrance qualification","19","","",""
"3","1989","Not Working","Other degree","24","","",""
"3","1989","Not Working","no degree/no degree yet","22","","",""
"4","1989","Full Time","lower secondary degree","8","","",""
"4","1989","Full Time","secondary school degree","11","","",""
"4","1989","Full Time","college entrance qualification","9","","",""
"4","1989","Full Time","Other degree","3","","",""
"4","1989","Full Time","no degree/no degree yet","2","","",""
"4","1989","Part Time","lower secondary degree","3","","",""
"4","1989","Part Time","secondary school degree","4","","",""
"4","1989","Part Time","college entrance qualification","6","","",""
"4","1989","Part Time","Other degree","2","","",""
"4","1989","Part Time","no degree/no degree yet","","","",""
"4","1989","Not Working","lower secondary degree","4","","",""
"4","1989","Not Working","secondary school degree","2","","",""
"4","1989","Not Working","college entrance qualification","1","","",""
"4","1989","Not Working","Other degree","2","","",""
"4","1989","Not Working","no degree/no degree yet","1","","",""
"5","1989","Full Time","lower secondary degree","2","","",""
"5","1989","Full Time","secondary school degree","","","",""
"5","1989","Full Time","college entrance qualification","1","","",""
"5","1989","Full Time","Other degree","","","",""
"5","1989","Full Time","no degree/no degree yet","","","",""
"5","1989","Part Time","lower secondary degree","1","","",""
"5","1989","Part Time","secondary school degree","","","",""
"5","1989","Part Time","college entrance qualification","","","",""
"5","1989","Part Time","Other degree","","","",""
"5","1989","Part Time","no degree/no degree yet","","","",""
"5","1989","Not Working","lower secondary degree","1","","",""
"5","1989","Not Working","secondary school degree","","","",""
"5","1989","Not Working","college entrance qualification","","","",""
"5","1989","Not Working","Other degree","","","",""
"5","1989","Not Working","no degree/no degree yet","","","",""
"1","1990","Full Time","lower secondary degree","7","","",""
"1","1990","Full Time","secondary school degree","4","","",""
"1","1990","Full Time","college entrance qualification","2","","",""
"1","1990","Full Time","Other degree","5","","",""
"1","1990","Full Time","no degree/no degree yet","2","","",""
"1","1990","Part Time","lower secondary degree","7","","",""
"1","1990","Part Time","secondary school degree","4","","",""
"1","1990","Part Time","college entrance qualification","6","","",""
"1","1990","Part Time","Other degree","2","","",""
"1","1990","Part Time","no degree/no degree yet","4","","",""
