"hlf0071_h","year","age_gr","sex","n","percent","lower_confidence","upper_confidence"
"2","2009","35-65 y.","Male","662","0.16693393288013","0.156289579662093","0.177578286098166"
"2","2009","35-65 y.","Female","673","0.149169223251143","0.139458221573421","0.158880224928866"
"2","2009","66 and older","Male","90","0.0512497558960728","0.0415615490237655","0.06093796276838"
"2","2009","66 and older","Female","87","0.036879936894861","0.0290347996789899","0.0447250741107321"
"3","2009","16-34 y.","Male","1392","0.675219609131262","0.654977584032045","0.695461634230478"
"3","2009","16-34 y.","Female","1459","0.64598131855385","0.625920701268407","0.666041935839292"
"3","2009","35-65 y.","Male","3412","0.69819625305038","0.685093628006794","0.711298878093967"
"3","2009","35-65 y.","Female","3731","0.699651508206251","0.687155927768488","0.712147088644013"
"3","2009","66 and older","Male","1440","0.714080314719016","0.69422772753969","0.733932901898342"
"3","2009","66 and older","Female","1642","0.751182514648387","0.733186413399842","0.769178615896932"
"4","2009","16-34 y.","Male","171","0.0693555707372072","0.0583738827113211","0.0803372587630933"
"4","2009","16-34 y.","Female","161","0.0764381178887647","0.06529236998912","0.0875838657884094"
"4","2009","35-65 y.","Male","517","0.103696805007789","0.0949948385982128","0.112398771417365"
"4","2009","35-65 y.","Female","625","0.120271927330658","0.11140528520001","0.129138569461306"
"4","2009","66 and older","Male","386","0.199084173751187","0.181539982253791","0.216628365248583"
"4","2009","66 and older","Female","413","0.179089123745644","0.163128573671423","0.195049673819865"
"5","2009","16-34 y.","Male","14","","",""
"5","2009","16-34 y.","Female","20","","",""
"5","2009","35-65 y.","Male","60","0.0142216381907654","0.0108419884305257","0.0176012879510051"
"5","2009","35-65 y.","Female","75","0.0151269160513385","0.0117997984478551","0.0184540336548219"
"5","2009","66 and older","Male","69","0.0318675233218195","0.024150263831382","0.039584782812257"
"5","2009","66 and older","Female","73","0.0323059786982458","0.0249460141133446","0.0396659432831469"
"1","2010","16-34 y.","Male","123","0.0202513012654847","0.0151751702696633","0.0253274322613062"
"1","2010","16-34 y.","Female","222","0.0277971247143493","0.022694385639249","0.0328998637894496"
"1","2010","35-65 y.","Male","184","0.0165386669340217","0.0133710142795723","0.0197063195884712"
"1","2010","35-65 y.","Female","214","0.0160286026430872","0.0131198933220113","0.0189373119641631"
"1","2010","66 and older","Male","2","","",""
"1","2010","66 and older","Female","2","","",""
"2","2010","16-34 y.","Male","728","0.193859020908258","0.179612870903691","0.208105170912824"
"2","2010","16-34 y.","Female","1073","0.236212079296037","0.223027617159297","0.249396541432777"
"2","2010","35-65 y.","Male","1136","0.164238679424278","0.155036567434748","0.173440791413807"
"2","2010","35-65 y.","Female","1254","0.155169778442715","0.146783881039061","0.163555675846369"
"2","2010","66 and older","Male","88","0.0495013529052318","0.0398190456098531","0.0591836602006106"
"2","2010","66 and older","Female","86","0.0427614572576502","0.034181526088464","0.0513413884268365"
"3","2010","16-34 y.","Male","1895","0.689034825151726","0.672353695037615","0.705715955265837"
"3","2010","16-34 y.","Female","2453","0.657468769164079","0.64273843413107","0.672199104197089"
"3","2010","35-65 y.","Male","4319","0.713009986272743","0.701774552168569","0.724245420376916"
"3","2010","35-65 y.","Female","4910","0.699639019940381","0.689021574892868","0.710256464987894"
"3","2010","66 and older","Male","1383","0.709872542579149","0.689615353519252","0.730129731639046"
"3","2010","66 and older","Female","1556","0.729397005794553","0.710556361348346","0.74823765024076"
"4","2010","16-34 y.","Male","195","0.0875770681891553","0.0773901620833135","0.0977639742949972"
"4","2010","16-34 y.","Female","222","0.0682700740302455","0.0604414545810993","0.0760986934793916"
"4","2010","35-65 y.","Male","525","0.0912919046940813","0.0841381014584474","0.0984457079297151"
"4","2010","35-65 y.","Female","686","0.111287350433196","0.104003435982174","0.118571264884217"
"4","2010","66 and older","Male","387","0.20027648451247","0.182412452462928","0.218140516562012"
"4","2010","66 and older","Female","407","0.186818142035988","0.170288980208192","0.203347303863784"
"5","2010","16-34 y.","Male","17","","",""
"5","2010","16-34 y.","Female","17","","",""
"5","2010","35-65 y.","Male","63","0.0149207626748768","0.0119095616314998","0.0179319637182538"
"5","2010","35-65 y.","Female","97","0.0178752485406217","0.0148064341163952","0.0209440629648482"
"5","2010","66 and older","Male","68","0.0397993895289824","0.0310734184264753","0.0485253606314895"
"5","2010","66 and older","Female","85","0.0407211387277291","0.0323394821761807","0.0491027952792775"
"1","2011","16-34 y.","Male","120","0.0225859961577017","0.0174275849096854","0.0277444074057179"
"1","2011","16-34 y.","Female","203","0.0302636727675098","0.0250547223244345","0.0354726232105851"
"1","2011","35-65 y.","Male","175","0.0143446402709778","0.0116510560804794","0.0170382244614762"
"1","2011","35-65 y.","Female","223","0.0165213102087823","0.0138815071742615","0.0191611132433031"
"1","2011","66 and older","Male","6","","",""
"1","2011","66 and older","Female","2","","",""
"2","2011","16-34 y.","Male","689","0.177353637347758","0.164092410624938","0.190614864070579"
"2","2011","16-34 y.","Female","1027","0.225747291221133","0.213035252191701","0.238459330250564"
"2","2011","35-65 y.","Male","1317","0.15840193226217","0.15013097490003","0.16667288962431"
"2","2011","35-65 y.","Female","1555","0.149848766498275","0.142457114963351","0.157240418033199"
"2","2011","66 and older","Male","106","0.046559620486163","0.0382939652481521","0.0548252757241739"
"2","2011","66 and older","Female","108","0.0420614521070572","0.0345081970517048","0.0496147071624097"
"3","2011","16-34 y.","Male","2136","0.711195212866541","0.695460686827751","0.72692973890533"
"3","2011","16-34 y.","Female","2653","0.662513809761591","0.648136155106259","0.676891464416923"
"3","2011","35-65 y.","Male","5194","0.703417883744228","0.693071171705242","0.713764595783214"
"3","2011","35-65 y.","Female","6158","0.696542142952962","0.687020986621247","0.706063299284677"
"3","2011","66 and older","Male","1810","0.719518869869129","0.701895103826392","0.737142635911865"
"3","2011","66 and older","Female","1997","0.731234512834419","0.714552890517995","0.747916135150842"
"4","2011","16-34 y.","Male","226","0.0821921503369263","0.0726565483705524","0.0917277523033002"
"4","2011","16-34 y.","Female","249","0.0738730831790127","0.0659199007769779","0.0818262655810475"
"4","2011","35-65 y.","Male","724","0.109709128926649","0.102629499542269","0.116788758311029"
"4","2011","35-65 y.","Female","921","0.122884580157677","0.116085598462178","0.129683561853175"
"4","2011","66 and older","Male","490","0.192734143245759","0.177259757400958","0.20820852909056"
"4","2011","66 and older","Female","509","0.18592825066733","0.171288717511871","0.200567783822789"
"5","2011","16-34 y.","Male","16","","",""
"5","2011","16-34 y.","Female","23","","",""
"5","2011","35-65 y.","Male","76","0.0141264147959748","0.0114531020311794","0.0167997275607701"
"5","2011","35-65 y.","Female","100","0.0142032001823043","0.0117527063714978","0.0166536939931107"
"5","2011","66 and older","Male","84","0.0378100901455889","0.0303273604687991","0.0452928198223787"
"5","2011","66 and older","Female","97","0.0391797541419026","0.0318788756561971","0.046480632627608"
"1","2012","16-34 y.","Male","113","0.023509947151276","0.0181212294437275","0.0288986648588246"
"1","2012","16-34 y.","Female","179","0.0388418947168951","0.0327425452190317","0.0449412442147586"
"1","2012","35-65 y.","Male","178","0.019247062999047","0.0160875349452755","0.0224065910528185"
"1","2012","35-65 y.","Female","184","0.0158483466507127","0.01324477509457","0.0184519182068554"
"1","2012","66 and older","Male","3","","",""
"1","2012","66 and older","Female","2","","",""
"2","2012","16-34 y.","Male","651","0.181051322604816","0.167356547998666","0.194746097210967"
"2","2012","16-34 y.","Female","894","0.204223479394914","0.191497702766436","0.216949256023393"
"2","2012","35-65 y.","Male","1164","0.143460115509575","0.135398918100637","0.151521312918512"
"2","2012","35-65 y.","Female","1410","0.134297269326444","0.127188989616781","0.141405549036107"
"2","2012","66 and older","Male","108","0.0469830093067692","0.0387668449928975","0.0551991736206409"
"2","2012","66 and older","Female","111","0.0439239123405337","0.0362113269639719","0.0516364977170955"
"3","2012","16-34 y.","Male","2013","0.686283530995935","0.669781167740599","0.70278589425127"
"3","2012","16-34 y.","Female","2540","0.678137577643263","0.663389685836765","0.692885469449762"
"3","2012","35-65 y.","Male","5145","0.715187648145374","0.704808789768334","0.725566506522414"
"3","2012","35-65 y.","Female","6228","0.713922893046807","0.704501530184","0.723344255909614"
"3","2012","66 and older","Male","1813","0.71415989766891","0.696616743163604","0.731703052174216"
"3","2012","66 and older","Female","1963","0.728767055768363","0.712034247547571","0.745499863989156"
"4","2012","16-34 y.","Male","243","0.103769152283865","0.092923147953457","0.114615156614274"
"4","2012","16-34 y.","Female","218","0.0702037525814478","0.0621386488445088","0.0782688563183869"
"4","2012","35-65 y.","Male","694","0.108755615680171","0.101596087181682","0.115915144178661"
"4","2012","35-65 y.","Female","900","0.118601178028015","0.111860908577883","0.125341447478146"
"4","2012","66 and older","Male","527","0.197187233548708","0.181738427841807","0.212636039255608"
"4","2012","66 and older","Female","535","0.192188173624078","0.17735883843364","0.207017508814516"
"5","2012","16-34 y.","Male","17","","",""
"5","2012","16-34 y.","Female","24","","",""
"5","2012","35-65 y.","Male","83","0.013349557665833","0.0107103396411984","0.0159887756904676"
"5","2012","35-65 y.","Female","117","0.0173303129480212","0.0146097830294864","0.0200508428665559"
"5","2012","66 and older","Male","97","0.0388983476604089","0.0313907910108295","0.0464059043099882"
"5","2012","66 and older","Female","101","0.0343215865641684","0.0274698100684941","0.0411733630598428"
"1","2013","16-34 y.","Male","178","0.0357090351981414","0.0297769820267602","0.0416410883695225"
"1","2013","16-34 y.","Female","244","0.0385161091664983","0.0330033251077541","0.0440288932252425"
"1","2013","35-65 y.","Male","245","0.0186342787176562","0.0156840468286526","0.0215845106066599"
"1","2013","35-65 y.","Female","256","0.0159793235006562","0.0134824880630808","0.0184761589382316"
"1","2013","66 and older","Male","9","","",""
"1","2013","66 and older","Female","8","","",""
"2","2013","16-34 y.","Male","782","0.174621108637598","0.162484789793958","0.186757427481237"
"2","2013","16-34 y.","Female","1078","0.199851828019577","0.188396222720619","0.211307433318535"
"2","2013","35-65 y.","Male","1353","0.133360076608444","0.125943274673166","0.140776878543722"
"2","2013","35-65 y.","Female","1612","0.130078978796848","0.123380871731673","0.136777085862023"
"2","2013","66 and older","Male","120","0.0517094101468626","0.0429801111313427","0.0604387091623826"
"2","2013","66 and older","Female","123","0.0480648499895475","0.0398945098175983","0.0562351901614967"
"3","2013","16-34 y.","Male","2526","0.690502831481186","0.675724581787307","0.705281081175065"
"3","2013","16-34 y.","Female","3045","0.667340217809652","0.653842741644059","0.680837693975246"
"3","2013","35-65 y.","Male","5657","0.719900730456336","0.710104100304777","0.729697360607895"
"3","2013","35-65 y.","Female","6781","0.715696294543262","0.706714476402258","0.724678112684266"
"3","2013","66 and older","Male","1770","0.70967977315721","0.691786338207886","0.727573208106533"
"3","2013","66 and older","Female","1903","0.720686345033801","0.703549065051646","0.737823625015957"
"4","2013","16-34 y.","Male","254","0.0904611581007122","0.0812914898203171","0.0996308263811072"
"4","2013","16-34 y.","Female","285","0.0786074761278659","0.0708978549538036","0.0863170973019281"
"4","2013","35-65 y.","Male","731","0.11154251558428","0.104674631447575","0.118410399720984"
"4","2013","35-65 y.","Female","936","0.123212108137612","0.116667516108087","0.129756700167138"
"4","2013","66 and older","Male","483","0.195986018861532","0.180337681382438","0.211634356340626"
"4","2013","66 and older","Female","509","0.193426030108641","0.17833905333482","0.208513006882463"
"5","2013","16-34 y.","Male","19","","",""
"5","2013","16-34 y.","Female","29","","",""
"5","2013","35-65 y.","Male","85","0.0165623986332839","0.0137780767630998","0.019346720503468"
"5","2013","35-65 y.","Female","104","0.0150332950216215","0.0126103337171569","0.017456256326086"
"5","2013","66 and older","Male","90","0.0393753449441479","0.031708566591038","0.0470421232972578"
"5","2013","66 and older","Female","90","0.0357289745867559","0.0286391988769033","0.0428187502966086"
"1","2014","16-34 y.","Male","147","0.0379381404030993","0.0314000535171976","0.044476227289001"
"1","2014","16-34 y.","Female","214","0.0420225451017504","0.0357036206538966","0.0483414695496041"
"1","2014","35-65 y.","Male","200","0.0187425401821013","0.0155748942639599","0.0219101861002427"
"1","2014","35-65 y.","Female","228","0.0190007270332944","0.0161066513469288","0.02189480271966"
"1","2014","66 and older","Male","6","","",""
"1","2014","66 and older","Female","9","","",""
"2","2014","16-34 y.","Male","714","0.196142312774315","0.182553347158943","0.209731278389687"
"2","2014","16-34 y.","Female","890","0.224518509225596","0.211377275616479","0.237659742834714"
"2","2014","35-65 y.","Male","1169","0.135293271095173","0.127304068457236","0.143282473733109"
"2","2014","35-65 y.","Female","1405","0.138996485974379","0.131663264443928","0.14632970750483"
"2","2014","66 and older","Male","118","0.0504575663261531","0.0417724924595172","0.059142640192789"
"2","2014","66 and older","Female","106","0.0426194342200544","0.0347915577297979","0.0504473107103109"
"3","2014","16-34 y.","Male","2188","0.676158948723341","0.66014488620786","0.692173011238822"
"3","2014","16-34 y.","Female","2502","0.651696342185893","0.636691687610539","0.666700996761247"
"3","2014","35-65 y.","Male","4884","0.707626100426432","0.697001756021092","0.718250444831771"
"3","2014","35-65 y.","Female","5925","0.695896736835076","0.6861451931049","0.705648280565251"
"3","2014","66 and older","Male","1716","0.69643690250702","0.678192965950921","0.71468083906312"
"3","2014","66 and older","Female","1848","0.725137027763414","0.7078362359066","0.742437819620228"
"4","2014","16-34 y.","Male","215","0.0833314377777906","0.0738729485122808","0.0927899270433005"
"4","2014","16-34 y.","Female","246","0.0736579571939658","0.065431366968009","0.0818845474199226"
"4","2014","35-65 y.","Male","717","0.124484575690786","0.116773400121121","0.132195751260451"
"4","2014","35-65 y.","Female","888","0.130379321881975","0.12324159838019","0.137517045383759"
"4","2014","66 and older","Male","511","0.209943061193629","0.193783367056816","0.226102755330442"
"4","2014","66 and older","Female","507","0.192226739948195","0.176956373555644","0.207497106340747"
"5","2014","16-34 y.","Male","16","","",""
"5","2014","16-34 y.","Female","21","","",""
"5","2014","35-65 y.","Male","71","0.0138535126055082","0.0111233935450543","0.0165836316659622"
"5","2014","35-65 y.","Female","103","0.0157267282752761","0.0130893800874162","0.018364076463136"
"5","2014","66 and older","Male","89","0.0413236166942293","0.033426139971985","0.0492210934164736"
"5","2014","66 and older","Female","88","0.0371972937629843","0.0298636105802824","0.0445309769456863"
"1","2015","16-34 y.","Male","177","0.0363818940798177","0.0300366963769449","0.0427270917826904"
"1","2015","16-34 y.","Female","224","0.0407549413119179","0.0345732582153457","0.0469366244084901"
"1","2015","35-65 y.","Male","205","0.0226937460651385","0.0191790610283608","0.0262084311019163"
"1","2015","35-65 y.","Female","226","0.0201012743866916","0.0170918928215351","0.0231106559518481"
"1","2015","66 and older","Male","5","","",""
"1","2015","66 and older","Female","5","","",""
"2","2015","16-34 y.","Male","685","0.173261690326335","0.160435864593613","0.186087516059056"
"2","2015","16-34 y.","Female","862","0.196390262512917","0.183969896721017","0.208810628304818"
"2","2015","35-65 y.","Male","1123","0.133447537378425","0.12542206341138","0.141473011345471"
"2","2015","35-65 y.","Female","1364","0.137143121174892","0.12976694533392","0.144519297015865"
"2","2015","66 and older","Male","115","0.0466426944754085","0.0382341797130489","0.0550512092377681"
"2","2015","66 and older","Female","98","0.0372145831558405","0.0298605509272434","0.0445686153844376"
"3","2015","16-34 y.","Male","2243","0.687624651098154","0.671918704160067","0.703330598036241"
"3","2015","16-34 y.","Female","2574","0.670205837795417","0.655507189413052","0.684904486177783"
"3","2015","35-65 y.","Male","4867","0.714564984095111","0.703906572974425","0.725223395215796"
"3","2015","35-65 y.","Female","5828","0.704149579585645","0.694362718557547","0.713936440613743"
"3","2015","66 and older","Male","1710","0.697907610062895","0.679598447296171","0.71621677282962"
"3","2015","66 and older","Female","1838","0.72314846510197","0.705764797870357","0.740532132333583"
"4","2015","16-34 y.","Male","224","0.0962251959419873","0.0862315364740764","0.106218855409898"
"4","2015","16-34 y.","Female","253","0.0861457500726268","0.0773735765848397","0.094917923560414"
"4","2015","35-65 y.","Male","642","0.117803726621003","0.110195558478327","0.125411894763679"
"4","2015","35-65 y.","Female","839","0.124974837003719","0.117884017599522","0.132065656407915"
"4","2015","66 and older","Male","485","0.20850209321367","0.192303409673991","0.22470077675335"
"4","2015","66 and older","Female","506","0.19803735718895","0.182554367381878","0.213520346996022"
"5","2015","16-34 y.","Male","16","","",""
"5","2015","16-34 y.","Female","17","","",""
"5","2015","35-65 y.","Male","60","0.0114900058403219","0.00897482836523689","0.0140051833154069"
"5","2015","35-65 y.","Female","98","0.013631187849053","0.0111448429007261","0.0161175327973799"
"5","2015","66 and older","Male","101","0.0447488094807855","0.0365045972619569","0.0529930216996142"
"5","2015","66 and older","Female","98","0.0394877390879265","0.0319213827874483","0.0470540953884047"
"1","2016","16-34 y.","Male","259","0.0287361416717628","0.0233997408415529","0.0340725425019728"
"1","2016","16-34 y.","Female","263","0.0361902867330482","0.030419105188801","0.0419614682772954"
"1","2016","35-65 y.","Male","295","0.0166900276316076","0.0137068262985177","0.0196732289646974"
"1","2016","35-65 y.","Female","306","0.0175453030472845","0.0147098228039116","0.0203807832906573"
"1","2016","66 and older","Male","6","","",""
"1","2016","66 and older","Female","9","","",""
"2","2016","16-34 y.","Male","778","0.184756074697226","0.17235929881458","0.197152850579872"
"2","2016","16-34 y.","Female","922","0.209993159789133","0.19740706278096","0.222579256797305"
"2","2016","35-65 y.","Male","1263","0.144350557067208","0.136166550242985","0.152534563891431"
"2","2016","35-65 y.","Female","1349","0.14225023973875","0.134706325749485","0.149794153728014"
"2","2016","66 and older","Male","80","0.0384986195792547","0.0307015660654212","0.0462956730930883"
"2","2016","66 and older","Female","79","0.0352310613620038","0.0279411871844564","0.0425209355395513"
"3","2016","16-34 y.","Male","2489","0.685427332379321","0.670595090382086","0.700259574376557"
"3","2016","16-34 y.","Female","2599","0.679371891190571","0.664949819220361","0.69379396316078"
"3","2016","35-65 y.","Male","4862","0.712278901313435","0.701736981466398","0.722820821160472"
"3","2016","35-65 y.","Female","5705","0.700745587435408","0.690855721843993","0.710635453026823"
"3","2016","66 and older","Male","1695","0.71412311253432","0.695812239671672","0.732433985396967"
"3","2016","66 and older","Female","1819","0.730854634580464","0.713317668242782","0.748391600918147"
"4","2016","16-34 y.","Male","218","0.0976855526774739","0.0882022475288078","0.10716885782614"
"4","2016","16-34 y.","Female","223","0.0693679383109065","0.0615166400944587","0.0772192365273542"
"4","2016","35-65 y.","Male","605","0.114096629750987","0.106693107264565","0.121500152237409"
"4","2016","35-65 y.","Female","800","0.126490201254497","0.119311394638438","0.133669007870557"
"4","2016","66 and older","Male","467","0.202333048506888","0.186052194118689","0.218613902895087"
"4","2016","66 and older","Female","458","0.188881498175125","0.173404655207627","0.204358341142623"
"5","2016","16-34 y.","Male","21","","",""
"5","2016","16-34 y.","Female","16","","",""
"5","2016","35-65 y.","Male","59","0.0125838842367627","0.00998811382636445","0.0151796546471609"
"5","2016","35-65 y.","Female","76","0.0129686685240602","0.0105252206066066","0.0154121164415138"
"5","2016","66 and older","Male","91","0.0424061222419844","0.034239585111723","0.0505726593722458"
"5","2016","66 and older","Female","92","0.0416822273373638","0.0337795228371226","0.0495849318376051"
"1","2017","16-34 y.","Male","304","0.0388613276492799","0.0331644134803014","0.0445582418182585"
"1","2017","16-34 y.","Female","336","0.0462948785864188","0.0402121376725595","0.0523776195002782"
"1","2017","35-65 y.","Male","376","0.0239634690075188","0.0206054642388808","0.0273214737761567"
"1","2017","35-65 y.","Female","348","0.0222044053605031","0.0191996942438285","0.0252091164771777"
"1","2017","66 and older","Male","10","","",""
"1","2017","66 and older","Female","11","","",""
"2","2017","16-34 y.","Male","900","0.181186708196964","0.169832850598627","0.192540565795301"
"2","2017","16-34 y.","Female","968","0.183017873783929","0.171824040950231","0.194211706617628"
"2","2017","35-65 y.","Male","1361","0.137450957282757","0.129890654107006","0.145011260458508"
"2","2017","35-65 y.","Female","1471","0.133208786114068","0.12627959088504","0.140137981343096"
"2","2017","66 and older","Male","90","0.0372917671790716","0.0298390686090052","0.044744465749138"
"2","2017","66 and older","Female","98","0.0355324646036943","0.0283781327384881","0.0426867964689005"
"3","2017","16-34 y.","Male","2950","0.70191035269089","0.688426869310872","0.715393836070908"
"3","2017","16-34 y.","Female","2993","0.691832440000926","0.678465878298398","0.705199001703454"
"3","2017","35-65 y.","Male","5440","0.707763422839517","0.697777578961566","0.717749266717469"
"3","2017","35-65 y.","Female","6413","0.706144105749772","0.696855019733719","0.715433191765825"
"3","2017","66 and older","Male","1791","0.725026282334552","0.707463949681118","0.742588614987985"
"3","2017","66 and older","Female","1862","0.7230777579095","0.705784212848989","0.740371302970012"
"4","2017","16-34 y.","Male","252","0.0753214588682636","0.0675421218826534","0.0831007958538738"
"4","2017","16-34 y.","Female","269","0.0732277560391308","0.0656863876045472","0.0807691244737144"
"4","2017","35-65 y.","Male","723","0.117828776033965","0.110749716656521","0.12490783541141"
"4","2017","35-65 y.","Female","909","0.1251463866117","0.118398994263002","0.131893778960399"
"4","2017","66 and older","Male","497","0.194895516136288","0.179314822871797","0.21047620940078"
"4","2017","66 and older","Female","498","0.191028159832007","0.175835703135316","0.206220616528698"
"5","2017","16-34 y.","Male","15","","",""
"5","2017","16-34 y.","Female","18","","",""
"5","2017","35-65 y.","Male","68","0.0129933748362416","0.0105068405851147","0.0154799090873685"
"5","2017","35-65 y.","Female","97","0.013296316163957","0.0109606102866039","0.0156320220413101"
"5","2017","66 and older","Male","95","0.0401110612189411","0.0323931051724968","0.0478290172653855"
"5","2017","66 and older","Female","103","0.0469246077474455","0.0387517006431953","0.0550975148516958"
"1","2018","16-34 y.","Male","259","0.0283533320325065","0.0233125627179888","0.0333941013470242"
"1","2018","16-34 y.","Female","290","0.0424141119724466","0.0363544446296709","0.0484737793152223"
"1","2018","35-65 y.","Male","346","0.0219566646641914","0.0186594542455096","0.0252538750828732"
"1","2018","35-65 y.","Female","322","0.0185491988544231","0.0157307839973392","0.021367613711507"
"1","2018","66 and older","Male","8","","",""
"1","2018","66 and older","Female","7","","",""
"2","2018","16-34 y.","Male","884","0.195519521056771","0.183474892659504","0.207564149454038"
"2","2018","16-34 y.","Female","934","0.210392666262118","0.198137319307852","0.222648013216384"
"2","2018","35-65 y.","Male","1237","0.129701590099237","0.122142123105673","0.137261057092801"
"2","2018","35-65 y.","Female","1401","0.133740405360781","0.126630506537177","0.140850304184385"
"2","2018","66 and older","Male","98","0.0336350563707782","0.0265308608301948","0.0407392519113616"
"2","2018","66 and older","Female","97","0.0328938837465563","0.0260301923807991","0.0397575751123135"
"3","2018","16-34 y.","Male","2750","0.69848037646831","0.684543178020207","0.712417574916412"
"3","2018","16-34 y.","Female","2746","0.665970867843141","0.651789291278682","0.6801524444076"
"3","2018","35-65 y.","Male","5238","0.714770045416951","0.704610713061418","0.724929377772484"
"3","2018","35-65 y.","Female","6099","0.704189887336616","0.694656231399214","0.713723543274019"
"3","2018","66 and older","Male","1808","0.734173432540572","0.716765517140626","0.751581347940519"
"3","2018","66 and older","Female","1923","0.732993946423203","0.715969466523331","0.750018426323075"
"4","2018","16-34 y.","Male","255","0.0721376096882262","0.0642804921907919","0.0799947271856604"
"4","2018","16-34 y.","Female","263","0.0750933493685999","0.0671691678676447","0.0830175308695551"
"4","2018","35-65 y.","Male","691","0.122341511375596","0.114968682917173","0.129714339834019"
"4","2018","35-65 y.","Female","888","0.130745709657959","0.12370372266027","0.137787696655648"
"4","2018","66 and older","Male","482","0.196161659955704","0.180514350717729","0.21180896919368"
"4","2018","66 and older","Female","480","0.193159365108845","0.177967367932781","0.208351362284909"
"5","2018","16-34 y.","Male","17","","",""
"5","2018","16-34 y.","Female","16","","",""
"5","2018","35-65 y.","Male","76","0.0112301884440249","0.00885922121655371","0.0136011556714962"
"5","2018","35-65 y.","Female","94","0.01277479879022","0.0104289866749487","0.0151206109054913"
"5","2018","66 and older","Male","78","0.0344525319144277","0.027265565259288","0.0416394985695673"
"5","2018","66 and older","Female","87","0.0386909873375941","0.0312693535907982","0.0461126210843901"
"1","2019","16-34 y.","Male","234","0.0418982271064024","0.0354907222448521","0.0483057319679528"
"1","2019","16-34 y.","Female","260","0.0367050298816804","0.030710644943091","0.0426994148202698"
"1","2019","35-65 y.","Male","322","0.0219442413134942","0.0187655737947011","0.0251229088322874"
"1","2019","35-65 y.","Female","287","0.0206631913096284","0.0176815338178471","0.0236448488014097"
"1","2019","66 and older","Male","6","","",""
"1","2019","66 and older","Female","4","","",""
"2","2019","16-34 y.","Male","719","0.181423115959124","0.169098841873008","0.193747390045239"
"2","2019","16-34 y.","Female","774","0.19265847054846","0.180085876536547","0.205231064560372"
"2","2019","35-65 y.","Male","1175","0.128432447454618","0.121173211419332","0.135691683489905"
"2","2019","35-65 y.","Female","1234","0.121876409985437","0.115019464997478","0.128733354973397"
"2","2019","66 and older","Male","116","0.0410000765167639","0.0334688774408613","0.0485312755926666"
"2","2019","66 and older","Female","96","0.0368177255014487","0.0295959460157921","0.0440395049871052"
"3","2019","16-34 y.","Male","2538","0.685902148077813","0.671058219233056","0.70074607692257"
"3","2019","16-34 y.","Female","2489","0.693448637138674","0.67875054497737","0.708146729299978"
"3","2019","35-65 y.","Male","5679","0.709820008708966","0.699972851715518","0.719667165702413"
"3","2019","35-65 y.","Female","6107","0.710080013502204","0.700569899154472","0.719590127849936"
"3","2019","66 and older","Male","1917","0.734163696352741","0.717384695147376","0.750942697558107"
"3","2019","66 and older","Female","1939","0.736462722449521","0.719567733314143","0.7533577115849"
"4","2019","16-34 y.","Male","243","0.0873578469425522","0.0783278724799124","0.096387821405192"
"4","2019","16-34 y.","Female","241","0.0709717279958203","0.0627859616106934","0.0791574943809472"
"4","2019","35-65 y.","Male","870","0.127364543662003","0.120131123188162","0.134597964135844"
"4","2019","35-65 y.","Female","989","0.133060556528948","0.125941670080679","0.140179442977217"
"4","2019","66 and older","Male","521","0.185401422412696","0.17064126930779","0.200161575517602"
"4","2019","66 and older","Female","486","0.191691455163303","0.176595817370461","0.206787092956144"
"5","2019","16-34 y.","Male","22","","",""
"5","2019","16-34 y.","Female","16","","",""
"5","2019","35-65 y.","Male","114","0.0124387588609187","0.0100339888110813","0.0148435289107561"
"5","2019","35-65 y.","Female","127","0.0143198286737825","0.0118296532790527","0.0168100040685123"
"5","2019","66 and older","Male","103","0.0383244180368206","0.0310329565427012","0.0456158795309399"
"5","2019","66 and older","Female","87","0.0335700555124637","0.0266625264091062","0.0404775846158212"
