"hlf0071_h","year","age_gr","sex","n","percent","lower_confidence","upper_confidence"
"5","1989","66 and older","Female","","","",""
"1","1990","16-34 y.","Male","127","0.11127819547637","0.0926941737969977","0.129862217155742"
"1","1990","16-34 y.","Female","134","0.116541401203881","0.0980443545161714","0.135038447891591"
"1","1990","35-65 y.","Male","69","0.0489897910476787","0.03721561966697","0.0607639624283873"
"1","1990","35-65 y.","Female","58","0.036198858776874","0.0260453167104016","0.0463524008433465"
"1","1990","66 and older","Male","3","","",""
"1","1990","66 and older","Female","8","","",""
"2","1990","16-34 y.","Male","294","0.264483884209637","0.238419501007491","0.290548267411782"
"2","1990","16-34 y.","Female","332","0.264098251228575","0.238684904946564","0.289511597510587"
"2","1990","35-65 y.","Male","286","0.206111877108565","0.184046257275516","0.228177496941614"
"2","1990","35-65 y.","Female","268","0.180730506641568","0.159813210759288","0.201647802523848"
"2","1990","66 and older","Male","16","","",""
"2","1990","66 and older","Female","32","0.107022480003835","0.072883496763382","0.141161463244287"
"3","1990","16-34 y.","Male","643","0.584766588217664","0.555646735804752","0.613886440630577"
"3","1990","16-34 y.","Female","658","0.582051265448569","0.553619010798697","0.610483520098441"
"3","1990","35-65 y.","Male","868","0.683947744232434","0.658586189244671","0.709309299220197"
"3","1990","35-65 y.","Female","899","0.721259062198187","0.69688530757172","0.745632816824655"
"3","1990","66 and older","Male","122","0.825014502621989","0.764611557191596","0.885417448052383"
"3","1990","66 and older","Female","256","0.807003804443722","0.763422022923378","0.850585585964066"
"4","1990","16-34 y.","Male","30","0.0317415734713249","0.0213815290679332","0.0421016178747166"
"4","1990","16-34 y.","Female","26","","",""
"4","1990","35-65 y.","Male","58","0.054284246937552","0.0419247102717387","0.0666437836033653"
"4","1990","35-65 y.","Female","64","0.0534362081208181","0.0412106364760735","0.0656617797655628"
"4","1990","66 and older","Male","9","","",""
"4","1990","66 and older","Female","18","","",""
"5","1990","16-34 y.","Male","6","","",""
"5","1990","16-34 y.","Female","6","","",""
"5","1990","35-65 y.","Male","10","","",""
"5","1990","35-65 y.","Female","11","","",""
"5","1990","66 and older","Male","2","","",""
"5","1990","66 and older","Female","1","","",""
"1","1991","16-34 y.","Male","173","0.0550335663382407","0.0461841448325026","0.0638829878439789"
"1","1991","16-34 y.","Female","174","0.0555810452803298","0.0466054477854322","0.0645566427752275"
"1","1991","35-65 y.","Male","124","0.0235164451761333","0.018448837053008","0.0285840532992585"
"1","1991","35-65 y.","Female","100","0.0174813188389217","0.0131087856295316","0.0218538520483119"
"1","1991","66 and older","Male","3","","",""
"1","1991","66 and older","Female","4","","",""
"2","1991","16-34 y.","Male","620","0.230249909968786","0.21391309198373","0.246586727953841"
"2","1991","16-34 y.","Female","665","0.253436554430248","0.236395924118767","0.270477184741729"
"2","1991","35-65 y.","Male","633","0.164972364232868","0.152560393467721","0.177384334998015"
"2","1991","35-65 y.","Female","579","0.144492996573625","0.132762651315572","0.156223341831678"
"2","1991","66 and older","Male","31","0.0525616376374948","0.0339455472519104","0.0711777280230792"
"2","1991","66 and older","Female","56","0.048757024001744","0.0347337855633084","0.0627802624401795"
"3","1991","16-34 y.","Male","1653","0.663800533800839","0.645468520226792","0.682132547374887"
"3","1991","16-34 y.","Female","1595","0.655363871985361","0.636745602347968","0.673982141622754"
"3","1991","35-65 y.","Male","2454","0.728089825853443","0.713210271282524","0.742969380424362"
"3","1991","35-65 y.","Female","2522","0.747110584261791","0.732608401216956","0.761612767306627"
"3","1991","66 and older","Male","452","0.819685977176467","0.787614640849845","0.851757313503088"
"3","1991","66 and older","Female","744","0.839097561550337","0.815171482427808","0.863023640672865"
"4","1991","16-34 y.","Male","97","0.0489107398457289","0.0405411222328103","0.0572803574586475"
"4","1991","16-34 y.","Female","65","0.0340784661897224","0.0269707740255139","0.0411861583539308"
"4","1991","35-65 y.","Male","204","0.0765426063898738","0.0676517258502811","0.0854334869294664"
"4","1991","35-65 y.","Female","225","0.0825516204627691","0.0733697907990586","0.0917334501264797"
"4","1991","66 and older","Male","60","0.106349458611642","0.0806318812299792","0.132067035993305"
"4","1991","66 and older","Female","93","0.0970730983608088","0.0777951978684744","0.116350998853143"
"5","1991","16-34 y.","Male","8","","",""
"5","1991","16-34 y.","Female","4","","",""
"5","1991","35-65 y.","Male","20","","",""
"5","1991","35-65 y.","Female","25","","",""
"5","1991","66 and older","Male","6","","",""
"5","1991","66 and older","Female","9","","",""
"1","1992","16-34 y.","Male","171","0.0533376917064776","0.0444363179751191","0.0622390654378361"
"1","1992","16-34 y.","Female","187","0.0603966306304361","0.0509829561672631","0.0698103050936091"
"1","1992","35-65 y.","Male","127","0.0275849192904978","0.0220683850812134","0.0331014534997822"
"1","1992","35-65 y.","Female","106","0.017588501926565","0.0131842796206468","0.0219927242324831"
"1","1992","66 and older","Male","6","","",""
"1","1992","66 and older","Female","3","","",""
"2","1992","16-34 y.","Male","607","0.240006821759881","0.223088432062291","0.25692521145747"
"2","1992","16-34 y.","Female","666","0.264917244890626","0.247478959956744","0.282355529824508"
"2","1992","35-65 y.","Male","640","0.159492545228629","0.147160202283588","0.17182488817367"
"2","1992","35-65 y.","Female","583","0.142648152178148","0.130931036766375","0.154365267589922"
"2","1992","66 and older","Male","25","","",""
"2","1992","66 and older","Female","43","0.0362144100978103","0.0240493316421528","0.0483794885534679"
"3","1992","16-34 y.","Male","1553","0.6507576264476","0.631872691938285","0.669642560956915"
"3","1992","16-34 y.","Female","1535","0.63897711653995","0.619997363580385","0.657956869499514"
"3","1992","35-65 y.","Male","2382","0.730684386589169","0.715742676904932","0.745626096273406"
"3","1992","35-65 y.","Female","2462","0.743033647607317","0.728393331337586","0.757673963877047"
"3","1992","66 and older","Male","461","0.847479206577657","0.817459852374169","0.877498560781145"
"3","1992","66 and older","Female","752","0.841032737561539","0.817223565668393","0.864841909454684"
"4","1992","16-34 y.","Male","106","0.0503086857817263","0.0416499377191968","0.0589674338442557"
"4","1992","16-34 y.","Female","69","0.0340760644126085","0.0269067650255613","0.0412453637996558"
"4","1992","35-65 y.","Male","223","0.0761391472784812","0.0672058476469853","0.0850724469099772"
"4","1992","35-65 y.","Female","251","0.0891100984093238","0.0795644706696194","0.0986557261490282"
"4","1992","66 and older","Male","56","0.104400131157226","0.0788684257723544","0.129931836542098"
"4","1992","66 and older","Female","102","0.113963798740847","0.0932722411580793","0.134655356323615"
"5","1992","16-34 y.","Male","11","","",""
"5","1992","16-34 y.","Female","3","","",""
"5","1992","35-65 y.","Male","14","","",""
"5","1992","35-65 y.","Female","20","","",""
"5","1992","66 and older","Male","3","","",""
"5","1992","66 and older","Female","6","","",""
"1","1993","16-34 y.","Male","155","0.0491579873902535","0.0405549081912373","0.0577610665892696"
"1","1993","16-34 y.","Female","169","0.0566313829861869","0.0473937682265237","0.06586899774585"
"1","1993","35-65 y.","Male","128","0.0272313044291231","0.0216875049104313","0.0327751039478149"
"1","1993","35-65 y.","Female","96","0.0165291905096656","0.0122045858576353","0.020853795161696"
"1","1993","66 and older","Male","1","","",""
"1","1993","66 and older","Female","2","","",""
"2","1993","16-34 y.","Male","611","0.263197478246501","0.24567404871302","0.280720907779982"
"2","1993","16-34 y.","Female","649","0.26999401329497","0.252250859018021","0.287737167571919"
"2","1993","35-65 y.","Male","609","0.156232740990482","0.143865698258927","0.168599783722037"
"2","1993","35-65 y.","Female","552","0.140931813847453","0.129129742920175","0.152733884774732"
"2","1993","66 and older","Male","32","0.0422349453110943","0.025456797587492","0.0590130930346967"
"2","1993","66 and older","Female","51","0.0538787297531748","0.0393523905831339","0.0684050689232158"
"3","1993","16-34 y.","Male","1545","0.638386388385367","0.61926731294949","0.657505463821244"
"3","1993","16-34 y.","Female","1496","0.631263266008059","0.611981180165633","0.650545351850485"
"3","1993","35-65 y.","Male","2330","0.732451785096937","0.717373253500571","0.747530316693304"
"3","1993","35-65 y.","Female","2402","0.737898796573619","0.722982095385207","0.75281549776203"
"3","1993","66 and older","Male","451","0.830586551357973","0.799293714125129","0.861879388590817"
"3","1993","66 and older","Female","776","0.837685364953531","0.813961064977109","0.861409664929953"
"4","1993","16-34 y.","Male","110","0.0478681371652061","0.0393729196024866","0.0563633547279256"
"4","1993","16-34 y.","Female","86","0.0400439292074446","0.0322081070102084","0.0478797514046808"
"4","1993","35-65 y.","Male","228","0.0796939266717266","0.070469332738421","0.0889185206050322"
"4","1993","35-65 y.","Female","271","0.0983295044173617","0.088229868081941","0.108429140752782"
"4","1993","66 and older","Male","64","0.118604358438306","0.0916322854776731","0.145576431398939"
"4","1993","66 and older","Female","88","0.0921770378231407","0.0735653371853028","0.110788738460979"
"5","1993","16-34 y.","Male","5","","",""
"5","1993","16-34 y.","Female","5","","",""
"5","1993","35-65 y.","Male","16","","",""
"5","1993","35-65 y.","Female","18","","",""
"5","1993","66 and older","Male","4","","",""
"5","1993","66 and older","Female","11","","",""
"1","1994","16-34 y.","Male","145","0.0473834891851279","0.0387605288359819","0.0560064495342739"
"1","1994","16-34 y.","Female","156","0.0585668647999358","0.0491312196907539","0.0680025099091178"
"1","1994","35-65 y.","Male","112","0.0223403312093197","0.0172349725626331","0.0274456898560062"
"1","1994","35-65 y.","Female","100","0.0187743492560046","0.0141066058565565","0.0234420926554528"
"1","1994","66 and older","Male","3","","",""
"1","1994","66 and older","Female","2","","",""
"2","1994","16-34 y.","Male","578","0.257708167747597","0.239956659829239","0.275459675665954"
"2","1994","16-34 y.","Female","621","0.264959284822681","0.247225716215246","0.282692853430116"
"2","1994","35-65 y.","Male","548","0.152679067915018","0.140253927071877","0.165104208758159"
"2","1994","35-65 y.","Female","497","0.135050933324084","0.123296975098167","0.146804891550001"
"2","1994","66 and older","Male","29","","",""
"2","1994","66 and older","Female","46","0.039920212120067","0.0273312386718953","0.0525091855682388"
"3","1994","16-34 y.","Male","1495","0.640299301307251","0.620821229047737","0.659777373566765"
"3","1994","16-34 y.","Female","1493","0.620989134769549","0.601494338503257","0.640483931035841"
"3","1994","35-65 y.","Male","2296","0.726660121643064","0.711264232877152","0.742056010408976"
"3","1994","35-65 y.","Female","2357","0.732416488576076","0.71719178620152","0.747641190950633"
"3","1994","66 and older","Male","470","0.862823700570358","0.834304144471809","0.891343256668906"
"3","1994","66 and older","Female","776","0.840747363340079","0.817217667851962","0.864277058828197"
"4","1994","16-34 y.","Male","105","0.0502670988057058","0.0413990827682516","0.0591351148431599"
"4","1994","16-34 y.","Female","99","0.0500858858495826","0.0413209100768419","0.0588508616223232"
"4","1994","35-65 y.","Male","244","0.0925597902285417","0.0825480910184814","0.102571489438602"
"4","1994","35-65 y.","Female","271","0.107022805962624","0.0963912107942515","0.117654401130996"
"4","1994","66 and older","Male","50","0.0882230620787371","0.0647117128526765","0.111734411304798"
"4","1994","66 and older","Female","93","0.104658032069219","0.0849736862093305","0.124342377929108"
"5","1994","16-34 y.","Male","9","","",""
"5","1994","16-34 y.","Female","10","","",""
"5","1994","35-65 y.","Male","19","","",""
"5","1994","35-65 y.","Female","23","","",""
"5","1994","66 and older","Male","7","","",""
"5","1994","66 and older","Female","12","","",""
"1","1995","16-34 y.","Male","138","0.0472614055321869","0.0387983007237875","0.0557245103405862"
"1","1995","16-34 y.","Female","145","0.0510204759725337","0.042356881533945","0.0596840704111225"
"1","1995","35-65 y.","Male","100","0.0213078567767497","0.0164213920943619","0.0261943214591375"
"1","1995","35-65 y.","Female","99","0.0211167380444286","0.0162911552762184","0.0259423208126388"
"1","1995","66 and older","Male","3","","",""
"1","1995","66 and older","Female","3","","",""
"2","1995","16-34 y.","Male","555","0.25242253792686","0.235097201050329","0.269747874803391"
"2","1995","16-34 y.","Female","626","0.258535760291173","0.241297126002492","0.275774394579854"
"2","1995","35-65 y.","Male","579","0.153512166664329","0.141314308205249","0.165710025123408"
"2","1995","35-65 y.","Female","542","0.131117399800192","0.119788659640721","0.142446139959664"
"2","1995","66 and older","Male","35","0.0468095287118204","0.0296040884699594","0.0640149689536814"
"2","1995","66 and older","Female","54","0.0478179195876713","0.0342276384102269","0.0614082007651157"
"3","1995","16-34 y.","Male","1590","0.638329879824257","0.619166662462027","0.657493097186487"
"3","1995","16-34 y.","Female","1567","0.62241017391235","0.603322811325874","0.641497536498827"
"3","1995","35-65 y.","Male","2410","0.727763877629067","0.712702317785086","0.742825437473048"
"3","1995","35-65 y.","Female","2464","0.731147451685389","0.71626650826292","0.746028395107858"
"3","1995","66 and older","Male","471","0.832685503072757","0.802282527050573","0.863088479094941"
"3","1995","66 and older","Female","768","0.818475221687656","0.793925655217842","0.843024788157469"
"4","1995","16-34 y.","Male","119","0.0543147045248601","0.0452756802601939","0.0633537287895263"
"4","1995","16-34 y.","Female","132","0.0618257754433734","0.0523432509195418","0.0713082999672049"
"4","1995","35-65 y.","Male","248","0.090237959190184","0.0805426789389745","0.0999332394413935"
"4","1995","35-65 y.","Female","286","0.109740396908941","0.0992495029231213","0.120231290894761"
"4","1995","66 and older","Male","64","0.107965140739036","0.0826872111451448","0.133243070332928"
"4","1995","66 and older","Female","113","0.121041870031825","0.10026763658495","0.1418161034787"
"5","1995","16-34 y.","Male","13","","",""
"5","1995","16-34 y.","Female","8","","",""
"5","1995","35-65 y.","Male","18","","",""
"5","1995","35-65 y.","Female","19","","",""
"5","1995","66 and older","Male","6","","",""
"5","1995","66 and older","Female","9","","",""
"1","1996","16-34 y.","Male","118","0.0433464974963673","0.0350833584628236","0.0516096365299111"
"1","1996","16-34 y.","Female","137","0.0508116422107926","0.0420217951484285","0.0596014892731566"
"1","1996","35-65 y.","Male","92","0.0169006891910095","0.0125127840734702","0.0212885943085488"
"1","1996","35-65 y.","Female","79","0.0122304879894348","0.00852505091682149","0.0159359250620481"
"1","1996","66 and older","Male","2","","",""
"1","1996","66 and older","Female","1","","",""
"2","1996","16-34 y.","Male","519","0.239635899283993","0.222314719743861","0.256957078824125"
"2","1996","16-34 y.","Female","599","0.255159722659235","0.237711100476025","0.272608344842444"
"2","1996","35-65 y.","Male","581","0.162594056468509","0.150032985271489","0.175155127665529"
"2","1996","35-65 y.","Female","527","0.131489263737603","0.120096673337514","0.142881854137691"
"2","1996","66 and older","Male","41","0.0545021771388458","0.0363834941290708","0.0726208601486208"
"2","1996","66 and older","Female","65","0.0488956127199864","0.0352612313977116","0.0625299940422613"
"3","1996","16-34 y.","Male","1548","0.644710379793601","0.6252897051433","0.664131054443902"
"3","1996","16-34 y.","Female","1530","0.627081646340684","0.607726679763588","0.64643661291778"
"3","1996","35-65 y.","Male","2378","0.716104974450262","0.700756205048406","0.731453743852118"
"3","1996","35-65 y.","Female","2477","0.738469360679591","0.72365382805677","0.753284893302413"
"3","1996","66 and older","Male","474","0.786492196275757","0.753784984690762","0.819199407860752"
"3","1996","66 and older","Female","765","0.810920711397465","0.786163736668609","0.835677686126321"
"4","1996","16-34 y.","Male","142","0.0697205162768567","0.0593862953816956","0.0800547371720179"
"4","1996","16-34 y.","Female","124","0.0639715187320777","0.0541774902180416","0.0737655472461139"
"4","1996","35-65 y.","Male","247","0.0980177037070643","0.0878959073970969","0.108139500017032"
"4","1996","35-65 y.","Female","283","0.112951637958595","0.102280526486891","0.123622749430299"
"4","1996","66 and older","Male","75","0.13862179986117","0.111041299561144","0.166202300161197"
"4","1996","66 and older","Female","117","0.124837829990087","0.103939875895152","0.145735784085021"
"5","1996","16-34 y.","Male","6","","",""
"5","1996","16-34 y.","Female","8","","",""
"5","1996","35-65 y.","Male","17","","",""
"5","1996","35-65 y.","Female","14","","",""
"5","1996","66 and older","Male","11","","",""
"5","1996","66 and older","Female","13","","",""
"1","1997","16-34 y.","Male","91","0.0347635892064188","0.0272511807319234","0.0422759976809142"
"1","1997","16-34 y.","Female","107","0.0410198066804646","0.0329474686449127","0.0490921447160165"
"1","1997","35-65 y.","Male","74","0.0164363343621178","0.0120737556453337","0.020798913078902"
"1","1997","35-65 y.","Female","69","0.0130311476157461","0.00919253425961583","0.0168697609718763"
"1","1997","66 and older","Male","3","","",""
"1","1997","66 and older","Female","2","","",""
"2","1997","16-34 y.","Male","509","0.239493035866787","0.221990616581504","0.256995455152071"
"2","1997","16-34 y.","Female","572","0.255048617099962","0.237307818379839","0.272789415820084"
"2","1997","35-65 y.","Male","567","0.172181301909877","0.159227413139926","0.185135190679827"
"2","1997","35-65 y.","Female","513","0.143365414389498","0.131503594818089","0.155227233960907"
"2","1997","66 and older","Male","34","0.0445364393285303","0.0285422411661269","0.0605306374909337"
"2","1997","66 and older","Female","56","0.0488029928620019","0.0351808678104311","0.0624251179135727"
"3","1997","16-34 y.","Male","1552","0.660496144727078","0.641075772938377","0.67991651651578"
"3","1997","16-34 y.","Female","1526","0.636926893706511","0.617354697958734","0.656499089454287"
"3","1997","35-65 y.","Male","2375","0.711670732746695","0.696128139869456","0.727213325623934"
"3","1997","35-65 y.","Female","2487","0.732304815637127","0.717318408095938","0.747291223178317"
"3","1997","66 and older","Male","515","0.801284379456991","0.770345327354723","0.832223431559258"
"3","1997","66 and older","Female","782","0.797469181205555","0.772060102958902","0.822878259452207"
"4","1997","16-34 y.","Male","125","0.0634868259833321","0.0534868537456233","0.0734867982210409"
