"hlf0071_h","year","bula_h","sex","n","percent","lower_confidence","upper_confidence"
"Just right","1985","Brandenburg","Female","","","",""
"Just right","1985","Mecklenburg-Western Pomerania","Male","","","",""
"Just right","1985","Mecklenburg-Western Pomerania","Female","","","",""
"Just right","1985","Saxony","Male","","","",""
"Just right","1985","Saxony","Female","","","",""
"Just right","1985","Saxony-Anhalt","Male","","","",""
"Just right","1985","Saxony-Anhalt","Female","","","",""
"Just right","1985","Thuringia","Male","","","",""
"Just right","1985","Thuringia","Female","","","",""
"A little too big","1985","Schleswig-Holstein","Male","17","","",""
"A little too big","1985","Schleswig-Holstein","Female","21","","",""
"A little too big","1985","Hamburg","Male","8","","",""
"A little too big","1985","Hamburg","Female","5","","",""
"A little too big","1985","Lower Saxony","Male","40","0.08611964862291","0.0623918885227605","0.109847408723059"
"A little too big","1985","Lower Saxony","Female","52","0.101580157043171","0.0766484137437256","0.126511900342616"
"A little too big","1985","Bremen","Male","6","","",""
"A little too big","1985","Bremen","Female","5","","",""
"A little too big","1985","North Rhine-Westphalia","Male","69","0.0572421916998162","0.0453587221095927","0.0691256612900397"
"A little too big","1985","North Rhine-Westphalia","Female","71","0.0575868842468831","0.0457542022301644","0.0694195662636019"
"A little too big","1985","Hesse","Male","29","","",""
"A little too big","1985","Hesse","Female","22","","",""
"A little too big","1985","Rhineland-Palatinate,Saarland","Male","21","","",""
"A little too big","1985","Rhineland-Palatinate,Saarland","Female","25","","",""
"A little too big","1985","Baden-Württemberg","Male","51","0.0711601249430649","0.0553904044210429","0.0869298454650868"
"A little too big","1985","Baden-Württemberg","Female","47","0.0627415355435079","0.0478888368788799","0.077594234208136"
"A little too big","1985","Bavaria","Male","64","0.0762715686430921","0.0590258661596337","0.0935172711265505"
"A little too big","1985","Bavaria","Female","70","0.0785613551791143","0.0618184834750128","0.0953042268832157"
"A little too big","1985","Berlin","Male","5","","",""
"A little too big","1985","Berlin","Female","8","","",""
"A little too big","1985","Brandenburg","Male","","","",""
"A little too big","1985","Brandenburg","Female","","","",""
"A little too big","1985","Mecklenburg-Western Pomerania","Male","","","",""
"A little too big","1985","Mecklenburg-Western Pomerania","Female","","","",""
"A little too big","1985","Saxony","Male","","","",""
"A little too big","1985","Saxony","Female","","","",""
"A little too big","1985","Saxony-Anhalt","Male","","","",""
"A little too big","1985","Saxony-Anhalt","Female","","","",""
"A little too big","1985","Thuringia","Male","","","",""
"A little too big","1985","Thuringia","Female","","","",""
"Much too big","1985","Schleswig-Holstein","Male","1","","",""
"Much too big","1985","Schleswig-Holstein","Female","1","","",""
"Much too big","1985","Hamburg","Male","","","",""
"Much too big","1985","Hamburg","Female","","","",""
"Much too big","1985","Lower Saxony","Male","6","","",""
"Much too big","1985","Lower Saxony","Female","4","","",""
"Much too big","1985","Bremen","Male","","","",""
"Much too big","1985","Bremen","Female","","","",""
"Much too big","1985","North Rhine-Westphalia","Male","12","","",""
"Much too big","1985","North Rhine-Westphalia","Female","12","","",""
"Much too big","1985","Hesse","Male","2","","",""
"Much too big","1985","Hesse","Female","3","","",""
"Much too big","1985","Rhineland-Palatinate,Saarland","Male","4","","",""
"Much too big","1985","Rhineland-Palatinate,Saarland","Female","7","","",""
"Much too big","1985","Baden-Württemberg","Male","5","","",""
"Much too big","1985","Baden-Württemberg","Female","6","","",""
"Much too big","1985","Bavaria","Male","4","","",""
"Much too big","1985","Bavaria","Female","8","","",""
"Much too big","1985","Berlin","Male","3","","",""
"Much too big","1985","Berlin","Female","3","","",""
"Much too big","1985","Brandenburg","Male","","","",""
"Much too big","1985","Brandenburg","Female","","","",""
"Much too big","1985","Mecklenburg-Western Pomerania","Male","","","",""
"Much too big","1985","Mecklenburg-Western Pomerania","Female","","","",""
"Much too big","1985","Saxony","Male","","","",""
"Much too big","1985","Saxony","Female","","","",""
"Much too big","1985","Saxony-Anhalt","Male","","","",""
"Much too big","1985","Saxony-Anhalt","Female","","","",""
"Much too big","1985","Thuringia","Male","","","",""
"Much too big","1985","Thuringia","Female","","","",""
"Much too small","1986","Schleswig-Holstein","Male","","","",""
"Much too small","1986","Schleswig-Holstein","Female","","","",""
"Much too small","1986","Hamburg","Male","","","",""
"Much too small","1986","Hamburg","Female","","","",""
"Much too small","1986","Lower Saxony","Male","4","","",""
"Much too small","1986","Lower Saxony","Female","5","","",""
"Much too small","1986","Bremen","Male","","","",""
"Much too small","1986","Bremen","Female","","","",""
"Much too small","1986","North Rhine-Westphalia","Male","1","","",""
"Much too small","1986","North Rhine-Westphalia","Female","2","","",""
"Much too small","1986","Hesse","Male","4","","",""
"Much too small","1986","Hesse","Female","3","","",""
"Much too small","1986","Rhineland-Palatinate,Saarland","Male","","","",""
"Much too small","1986","Rhineland-Palatinate,Saarland","Female","2","","",""
"Much too small","1986","Baden-Württemberg","Male","7","","",""
"Much too small","1986","Baden-Württemberg","Female","6","","",""
"Much too small","1986","Bavaria","Male","7","","",""
"Much too small","1986","Bavaria","Female","7","","",""
"Much too small","1986","Berlin","Male","1","","",""
"Much too small","1986","Berlin","Female","1","","",""
"Much too small","1986","Brandenburg","Male","","","",""
"Much too small","1986","Brandenburg","Female","","","",""
"Much too small","1986","Mecklenburg-Western Pomerania","Male","","","",""
"Much too small","1986","Mecklenburg-Western Pomerania","Female","","","",""
"Much too small","1986","Saxony","Male","","","",""
"Much too small","1986","Saxony","Female","","","",""
"Much too small","1986","Saxony-Anhalt","Male","","","",""
"Much too small","1986","Saxony-Anhalt","Female","","","",""
"Much too small","1986","Thuringia","Male","","","",""
"Much too small","1986","Thuringia","Female","","","",""
"A little too small","1986","Schleswig-Holstein","Male","2","","",""
"A little too small","1986","Schleswig-Holstein","Female","2","","",""
"A little too small","1986","Hamburg","Male","3","","",""
"A little too small","1986","Hamburg","Female","3","","",""
"A little too small","1986","Lower Saxony","Male","3","","",""
"A little too small","1986","Lower Saxony","Female","4","","",""
"A little too small","1986","Bremen","Male","4","","",""
"A little too small","1986","Bremen","Female","4","","",""
"A little too small","1986","North Rhine-Westphalia","Male","29","","",""
"A little too small","1986","North Rhine-Westphalia","Female","30","0.170362928354934","0.11746010513634","0.223265751573528"
"A little too small","1986","Hesse","Male","14","","",""
"A little too small","1986","Hesse","Female","14","","",""
"A little too small","1986","Rhineland-Palatinate,Saarland","Male","7","","",""
"A little too small","1986","Rhineland-Palatinate,Saarland","Female","6","","",""
"A little too small","1986","Baden-Württemberg","Male","21","","",""
"A little too small","1986","Baden-Württemberg","Female","16","","",""
"A little too small","1986","Bavaria","Male","7","","",""
"A little too small","1986","Bavaria","Female","8","","",""
"A little too small","1986","Berlin","Male","4","","",""
"A little too small","1986","Berlin","Female","4","","",""
"A little too small","1986","Brandenburg","Male","","","",""
"A little too small","1986","Brandenburg","Female","","","",""
"A little too small","1986","Mecklenburg-Western Pomerania","Male","","","",""
"A little too small","1986","Mecklenburg-Western Pomerania","Female","","","",""
"A little too small","1986","Saxony","Male","","","",""
"A little too small","1986","Saxony","Female","","","",""
"A little too small","1986","Saxony-Anhalt","Male","","","",""
"A little too small","1986","Saxony-Anhalt","Female","","","",""
"A little too small","1986","Thuringia","Male","","","",""
"A little too small","1986","Thuringia","Female","","","",""
"Just right","1986","Schleswig-Holstein","Male","16","","",""
"Just right","1986","Schleswig-Holstein","Female","14","","",""
"Just right","1986","Hamburg","Male","15","","",""
"Just right","1986","Hamburg","Female","10","","",""
"Just right","1986","Lower Saxony","Male","50","0.797404048130745","0.698153613788885","0.896654482472604"
"Just right","1986","Lower Saxony","Female","57","0.805076238397395","0.712931654566465","0.897220822228325"
"Just right","1986","Bremen","Male","3","","",""
"Just right","1986","Bremen","Female","3","","",""
"Just right","1986","North Rhine-Westphalia","Male","146","0.778824742440647","0.719178957289025","0.838470527592269"
"Just right","1986","North Rhine-Westphalia","Female","150","0.740328704002332","0.678630646226619","0.802026761778044"
"Just right","1986","Hesse","Male","37","0.708066303424232","0.587910203598903","0.82822240324956"
"Just right","1986","Hesse","Female","33","0.663457420743441","0.535025506209668","0.791889335277214"
"Just right","1986","Rhineland-Palatinate,Saarland","Male","27","","",""
"Just right","1986","Rhineland-Palatinate,Saarland","Female","36","0.7465178873328","0.620809879651032","0.872225895014568"
"Just right","1986","Baden-Württemberg","Male","95","0.718969522755006","0.643144393779146","0.794794651730866"
"Just right","1986","Baden-Württemberg","Female","89","0.730682918466197","0.650643575569789","0.810722261362606"
"Just right","1986","Bavaria","Male","62","0.743578749375481","0.649067902081515","0.838089596669446"
"Just right","1986","Bavaria","Female","73","0.77262935973333","0.688786656845825","0.856472062620835"
"Just right","1986","Berlin","Male","17","","",""
"Just right","1986","Berlin","Female","15","","",""
"Just right","1986","Brandenburg","Male","","","",""
"Just right","1986","Brandenburg","Female","","","",""
"Just right","1986","Mecklenburg-Western Pomerania","Male","","","",""
"Just right","1986","Mecklenburg-Western Pomerania","Female","","","",""
"Just right","1986","Saxony","Male","","","",""
"Just right","1986","Saxony","Female","","","",""
"Just right","1986","Saxony-Anhalt","Male","","","",""
"Just right","1986","Saxony-Anhalt","Female","","","",""
"Just right","1986","Thuringia","Male","","","",""
"Just right","1986","Thuringia","Female","","","",""
"A little too big","1986","Schleswig-Holstein","Male","","","",""
"A little too big","1986","Schleswig-Holstein","Female","1","","",""
"A little too big","1986","Hamburg","Male","1","","",""
"A little too big","1986","Hamburg","Female","1","","",""
"A little too big","1986","Lower Saxony","Male","6","","",""
"A little too big","1986","Lower Saxony","Female","5","","",""
"A little too big","1986","Bremen","Male","","","",""
"A little too big","1986","Bremen","Female","","","",""
"A little too big","1986","North Rhine-Westphalia","Male","9","","",""
"A little too big","1986","North Rhine-Westphalia","Female","11","","",""
"A little too big","1986","Hesse","Male","","","",""
"A little too big","1986","Hesse","Female","2","","",""
"A little too big","1986","Rhineland-Palatinate,Saarland","Male","1","","",""
"A little too big","1986","Rhineland-Palatinate,Saarland","Female","2","","",""
"A little too big","1986","Baden-Württemberg","Male","11","","",""
"A little too big","1986","Baden-Württemberg","Female","7","","",""
"A little too big","1986","Bavaria","Male","6","","",""
"A little too big","1986","Bavaria","Female","8","","",""
"A little too big","1986","Berlin","Male","2","","",""
"A little too big","1986","Berlin","Female","3","","",""
"A little too big","1986","Brandenburg","Male","","","",""
"A little too big","1986","Brandenburg","Female","","","",""
"A little too big","1986","Mecklenburg-Western Pomerania","Male","","","",""
"A little too big","1986","Mecklenburg-Western Pomerania","Female","","","",""
"A little too big","1986","Saxony","Male","","","",""
"A little too big","1986","Saxony","Female","","","",""
"A little too big","1986","Saxony-Anhalt","Male","","","",""
"A little too big","1986","Saxony-Anhalt","Female","","","",""
"A little too big","1986","Thuringia","Male","","","",""
"A little too big","1986","Thuringia","Female","","","",""
"Much too big","1986","Schleswig-Holstein","Male","","","",""
"Much too big","1986","Schleswig-Holstein","Female","","","",""
"Much too big","1986","Hamburg","Male","","","",""
"Much too big","1986","Hamburg","Female","","","",""
"Much too big","1986","Lower Saxony","Male","","","",""
"Much too big","1986","Lower Saxony","Female","","","",""
"Much too big","1986","Bremen","Male","","","",""
"Much too big","1986","Bremen","Female","","","",""
"Much too big","1986","North Rhine-Westphalia","Male","1","","",""
"Much too big","1986","North Rhine-Westphalia","Female","1","","",""
"Much too big","1986","Hesse","Male","","","",""
"Much too big","1986","Hesse","Female","","","",""
"Much too big","1986","Rhineland-Palatinate,Saarland","Male","","","",""
"Much too big","1986","Rhineland-Palatinate,Saarland","Female","","","",""
"Much too big","1986","Baden-Württemberg","Male","1","","",""
"Much too big","1986","Baden-Württemberg","Female","","","",""
"Much too big","1986","Bavaria","Male","","","",""
