"hlf0071_h","year","education","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"1","1984","no degree/no degree yet","Couple + C. LE and GT 16","22","","",""
"2","1984","lower secondary degree","1-pers.-HH","46","0.0591866586571258","0.0414895880230118","0.0768837292912399"
"2","1984","lower secondary degree","(Married) couple without C. ","144","0.0824311883390566","0.0689596395866056","0.0959027370915076"
"2","1984","lower secondary degree","Single parent ","43","0.124654349286379","0.0885745874346074","0.16073411113815"
"2","1984","lower secondary degree","Couple + C. LE 16 ","268","0.195794598597799","0.174232387728435","0.217356809467162"
"2","1984","lower secondary degree","Couple + C. GT 16 ","89","0.0746504433137509","0.0582867862260315","0.0910141004014703"
"2","1984","lower secondary degree","Couple + C. LE and GT 16","137","0.164849272727431","0.13905694869503","0.190641596759833"
"2","1984","secondary school degree","1-pers.-HH","39","0.141756295397173","0.0977194641983564","0.185793126595989"
"2","1984","secondary school degree","(Married) couple without C. ","62","0.135194923095082","0.102724899945096","0.167664946245069"
"2","1984","secondary school degree","Single parent ","14","","",""
"2","1984","secondary school degree","Couple + C. LE 16 ","100","0.206332315217956","0.169471870547164","0.243192759888748"
"2","1984","secondary school degree","Couple + C. GT 16 ","45","0.101824072261482","0.071051268117091","0.132596876405874"
"2","1984","secondary school degree","Couple + C. LE and GT 16","34","0.122897654714365","0.083066328107455","0.162728981321276"
"2","1984","college entrance qualification","1-pers.-HH","38","0.155366228602644","0.10648755679079","0.204244900414498"
"2","1984","college entrance qualification","(Married) couple without C. ","65","0.180892646763154","0.138783499789498","0.22300179373681"
"2","1984","college entrance qualification","Single parent ","4","","",""
"2","1984","college entrance qualification","Couple + C. LE 16 ","73","0.234729846324763","0.186282948770536","0.283176743878991"
"2","1984","college entrance qualification","Couple + C. GT 16 ","17","","",""
"2","1984","college entrance qualification","Couple + C. LE and GT 16","23","","",""
"2","1984","Other degree","1-pers.-HH","13","","",""
"2","1984","Other degree","(Married) couple without C. ","32","0.132988738647319","0.0853291172531834","0.180648360041455"
"2","1984","Other degree","Single parent ","9","","",""
"2","1984","Other degree","Couple + C. LE 16 ","176","0.284378285056837","0.248811564387707","0.319945005725968"
"2","1984","Other degree","Couple + C. GT 16 ","45","0.2596169022053","0.193320771850623","0.325913032559977"
"2","1984","Other degree","Couple + C. LE and GT 16","54","0.241287240997822","0.185991708394776","0.296582773600868"
"2","1984","no degree/no degree yet","1-pers.-HH","10","","",""
"2","1984","no degree/no degree yet","(Married) couple without C. ","13","","",""
"2","1984","no degree/no degree yet","Single parent ","10","","",""
"2","1984","no degree/no degree yet","Couple + C. LE 16 ","92","0.276735396331748","0.230648785953382","0.322822006710114"
"2","1984","no degree/no degree yet","Couple + C. GT 16 ","51","0.160546474689374","0.113906497647297","0.207186451731452"
"2","1984","no degree/no degree yet","Couple + C. LE and GT 16","66","0.190038588178301","0.146574659010236","0.233502517346366"
"3","1984","lower secondary degree","1-pers.-HH","539","0.798359088630759","0.768268810510601","0.828449366750917"
"3","1984","lower secondary degree","(Married) couple without C. ","1318","0.831479087871692","0.813143071371782","0.849815104371602"
"3","1984","lower secondary degree","Single parent ","248","0.781826415896378","0.736716043919103","0.826936787873654"
"3","1984","lower secondary degree","Couple + C. LE 16 ","905","0.703056850211488","0.678228874018533","0.727884826404442"
"3","1984","lower secondary degree","Couple + C. GT 16 ","831","0.855346269229734","0.833446120411077","0.877246418048391"
"3","1984","lower secondary degree","Couple + C. LE and GT 16","588","0.750713156056938","0.720641924159303","0.780784387954573"
"3","1984","secondary school degree","1-pers.-HH","169","0.713966538405046","0.656912430417732","0.771020646392359"
"3","1984","secondary school degree","(Married) couple without C. ","321","0.755908182276067","0.715118114642234","0.796698249909899"
"3","1984","secondary school degree","Single parent ","76","0.807821074193309","0.729410850286388","0.886231298100229"
"3","1984","secondary school degree","Couple + C. LE 16 ","321","0.695505234516231","0.653587508705981","0.737422960326481"
"3","1984","secondary school degree","Couple + C. GT 16 ","290","0.79543818242552","0.754391634314827","0.836484730536213"
"3","1984","secondary school degree","Couple + C. LE and GT 16","203","0.777849281552211","0.727418067195279","0.828280495909144"
"3","1984","college entrance qualification","1-pers.-HH","137","0.668918058064893","0.605419908355583","0.732416207774202"
"3","1984","college entrance qualification","(Married) couple without C. ","222","0.703695848669611","0.653743382150889","0.753648315188333"
"3","1984","college entrance qualification","Single parent ","39","0.777994698261723","0.660424442200844","0.895564954322601"
"3","1984","college entrance qualification","Couple + C. LE 16 ","197","0.683344747453397","0.630172171014459","0.736517323892335"
"3","1984","college entrance qualification","Couple + C. GT 16 ","174","0.843719092573009","0.794953872344904","0.892484312801114"
"3","1984","college entrance qualification","Couple + C. LE and GT 16","73","0.708255857408665","0.621720952947516","0.794790761869814"
"3","1984","Other degree","1-pers.-HH","81","0.714598343754562","0.631332264321905","0.797864423187218"
"3","1984","Other degree","(Married) couple without C. ","147","0.771627148496969","0.712707957878101","0.830546339115837"
"3","1984","Other degree","Single parent ","28","","",""
"3","1984","Other degree","Couple + C. LE 16 ","373","0.60851392461428","0.570032842738586","0.646995006489974"
"3","1984","Other degree","Couple + C. GT 16 ","112","0.692785078820263","0.623023891207808","0.762546266432718"
"3","1984","Other degree","Couple + C. LE and GT 16","146","0.587639402458484","0.524021666779028","0.651257138137941"
"3","1984","no degree/no degree yet","1-pers.-HH","54","0.635464350511636","0.530649895498481","0.740278805524791"
"3","1984","no degree/no degree yet","(Married) couple without C. ","122","0.743233352448419","0.6721290319544","0.814337672942439"
"3","1984","no degree/no degree yet","Single parent ","45","0.753260378931896","0.647639418343631","0.858881339520161"
"3","1984","no degree/no degree yet","Couple + C. LE 16 ","206","0.538652909927537","0.487300337503468","0.590005482351606"
"3","1984","no degree/no degree yet","Couple + C. GT 16 ","175","0.755098267857285","0.700464987476871","0.809731548237699"
"3","1984","no degree/no degree yet","Couple + C. LE and GT 16","219","0.710752575486782","0.660521798779954","0.76098335219361"
"4","1984","lower secondary degree","1-pers.-HH","73","0.110259130369602","0.086769467126639","0.133748793612565"
"4","1984","lower secondary degree","(Married) couple without C. ","120","0.0758779649687018","0.0629069211846068","0.0888490087527967"
"4","1984","lower secondary degree","Single parent ","16","","",""
"4","1984","lower secondary degree","Couple + C. LE 16 ","58","0.0473113835507037","0.0357750513115869","0.0588477157898205"
"4","1984","lower secondary degree","Couple + C. GT 16 ","60","0.0620473678997078","0.047027593879095","0.0770671419203207"
"4","1984","lower secondary degree","Couple + C. LE and GT 16","21","","",""
"4","1984","secondary school degree","1-pers.-HH","23","","",""
"4","1984","secondary school degree","(Married) couple without C. ","36","0.0926264189957089","0.0650965722527711","0.120156265738647"
"4","1984","secondary school degree","Single parent ","6","","",""
"4","1984","secondary school degree","Couple + C. LE 16 ","25","","",""
"4","1984","secondary school degree","Couple + C. GT 16 ","30","0.0849101888721419","0.0565458346989736","0.11327454304531"
"4","1984","secondary school degree","Couple + C. LE and GT 16","8","","",""
"4","1984","college entrance qualification","1-pers.-HH","18","","",""
"4","1984","college entrance qualification","(Married) couple without C. ","25","","",""
"4","1984","college entrance qualification","Single parent ","4","","",""
"4","1984","college entrance qualification","Couple + C. LE 16 ","10","","",""
"4","1984","college entrance qualification","Couple + C. GT 16 ","10","","",""
"4","1984","college entrance qualification","Couple + C. LE and GT 16","3","","",""
"4","1984","Other degree","1-pers.-HH","4","","",""
"4","1984","Other degree","(Married) couple without C. ","4","","",""
"4","1984","Other degree","Single parent ","2","","",""
"4","1984","Other degree","Couple + C. LE 16 ","10","","",""
"4","1984","Other degree","Couple + C. GT 16 ","4","","",""
"4","1984","Other degree","Couple + C. LE and GT 16","3","","",""
"4","1984","no degree/no degree yet","1-pers.-HH","4","","",""
"4","1984","no degree/no degree yet","(Married) couple without C. ","6","","",""
"4","1984","no degree/no degree yet","Single parent ","4","","",""
"4","1984","no degree/no degree yet","Couple + C. LE 16 ","12","","",""
"4","1984","no degree/no degree yet","Couple + C. GT 16 ","7","","",""
"4","1984","no degree/no degree yet","Couple + C. LE and GT 16","6","","",""
"5","1984","lower secondary degree","1-pers.-HH","17","","",""
"5","1984","lower secondary degree","(Married) couple without C. ","9","","",""
"5","1984","lower secondary degree","Single parent ","4","","",""
"5","1984","lower secondary degree","Couple + C. LE 16 ","9","","",""
"5","1984","lower secondary degree","Couple + C. GT 16 ","3","","",""
"5","1984","lower secondary degree","Couple + C. LE and GT 16","","","",""
"5","1984","secondary school degree","1-pers.-HH","8","","",""
"5","1984","secondary school degree","(Married) couple without C. ","5","","",""
"5","1984","secondary school degree","Single parent ","1","","",""
"5","1984","secondary school degree","Couple + C. LE 16 ","","","",""
"5","1984","secondary school degree","Couple + C. GT 16 ","2","","",""
"5","1984","secondary school degree","Couple + C. LE and GT 16","6","","",""
"5","1984","college entrance qualification","1-pers.-HH","6","","",""
"5","1984","college entrance qualification","(Married) couple without C. ","2","","",""
"5","1984","college entrance qualification","Single parent ","1","","",""
"5","1984","college entrance qualification","Couple + C. LE 16 ","1","","",""
"5","1984","college entrance qualification","Couple + C. GT 16 ","5","","",""
"5","1984","college entrance qualification","Couple + C. LE and GT 16","3","","",""
"5","1984","Other degree","1-pers.-HH","2","","",""
"5","1984","Other degree","(Married) couple without C. ","1","","",""
"5","1984","Other degree","Single parent ","","","",""
"5","1984","Other degree","Couple + C. LE 16 ","","","",""
"5","1984","Other degree","Couple + C. GT 16 ","","","",""
"5","1984","Other degree","Couple + C. LE and GT 16","","","",""
"5","1984","no degree/no degree yet","1-pers.-HH","1","","",""
"5","1984","no degree/no degree yet","(Married) couple without C. ","1","","",""
"5","1984","no degree/no degree yet","Single parent ","","","",""
"5","1984","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"5","1984","no degree/no degree yet","Couple + C. GT 16 ","1","","",""
"5","1984","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"1","1985","lower secondary degree","1-pers.-HH","10","","",""
"1","1985","lower secondary degree","(Married) couple without C. ","11","","",""
"1","1985","lower secondary degree","Single parent ","8","","",""
"1","1985","lower secondary degree","Couple + C. LE 16 ","47","0.0379963450675604","0.0268589365397319","0.0491337535953889"
"1","1985","lower secondary degree","Couple + C. GT 16 ","35","0.0272982374678569","0.0171477324829655","0.0374487424527482"
"1","1985","lower secondary degree","Couple + C. LE and GT 16","30","0.0420568161974353","0.0267320641740656","0.057381568220805"
"1","1985","secondary school degree","1-pers.-HH","4","","",""
"1","1985","secondary school degree","(Married) couple without C. ","5","","",""
"1","1985","secondary school degree","Single parent ","1","","",""
"1","1985","secondary school degree","Couple + C. LE 16 ","19","","",""
"1","1985","secondary school degree","Couple + C. GT 16 ","6","","",""
"1","1985","secondary school degree","Couple + C. LE and GT 16","5","","",""
"1","1985","college entrance qualification","1-pers.-HH","7","","",""
"1","1985","college entrance qualification","(Married) couple without C. ","9","","",""
"1","1985","college entrance qualification","Single parent ","3","","",""
"1","1985","college entrance qualification","Couple + C. LE 16 ","15","","",""
"1","1985","college entrance qualification","Couple + C. GT 16 ","","","",""
"1","1985","college entrance qualification","Couple + C. LE and GT 16","","","",""
"1","1985","Other degree","1-pers.-HH","8","","",""
"1","1985","Other degree","(Married) couple without C. ","13","","",""
"1","1985","Other degree","Single parent ","2","","",""
"1","1985","Other degree","Couple + C. LE 16 ","44","0.0811271420332601","0.0572431436819221","0.105011140384598"
"1","1985","Other degree","Couple + C. GT 16 ","13","","",""
"1","1985","Other degree","Couple + C. LE and GT 16","17","","",""
"1","1985","no degree/no degree yet","1-pers.-HH","9","","",""
"1","1985","no degree/no degree yet","(Married) couple without C. ","3","","",""
"1","1985","no degree/no degree yet","Single parent ","4","","",""
"1","1985","no degree/no degree yet","Couple + C. LE 16 ","22","","",""
"1","1985","no degree/no degree yet","Couple + C. GT 16 ","11","","",""
"1","1985","no degree/no degree yet","Couple + C. LE and GT 16","12","","",""
"2","1985","lower secondary degree","1-pers.-HH","40","0.0609642631346967","0.0415089265105613","0.080419599758832"
"2","1985","lower secondary degree","(Married) couple without C. ","98","0.0624555520276454","0.0499049243506882","0.0750061797046027"
"2","1985","lower secondary degree","Single parent ","41","0.125432167808365","0.0872465005948001","0.16361783502193"
"2","1985","lower secondary degree","Couple + C. LE 16 ","220","0.183841666089064","0.161276732430905","0.206406599747223"
"2","1985","lower secondary degree","Couple + C. GT 16 ","90","0.085800345264511","0.0683543585295372","0.103246331999485"
"2","1985","lower secondary degree","Couple + C. LE and GT 16","100","0.133041772912251","0.107112013831087","0.158971531993414"
"2","1985","secondary school degree","1-pers.-HH","29","","",""
"2","1985","secondary school degree","(Married) couple without C. ","44","0.103072893584893","0.0732761431098514","0.132869644059934"
"2","1985","secondary school degree","Single parent ","16","","",""
"2","1985","secondary school degree","Couple + C. LE 16 ","87","0.200681705388315","0.162693574861743","0.238669835914887"
"2","1985","secondary school degree","Couple + C. GT 16 ","48","0.10834929083244","0.0778512417237683","0.138847339941111"
"2","1985","secondary school degree","Couple + C. LE and GT 16","33","0.138116322331611","0.0932333103746975","0.182999334288524"
"2","1985","college entrance qualification","1-pers.-HH","37","0.154795817049476","0.105281409182579","0.204310224916373"
"2","1985","college entrance qualification","(Married) couple without C. ","41","0.119504968132578","0.0827370591458745","0.156272877119281"
"2","1985","college entrance qualification","Single parent ","6","","",""
"2","1985","college entrance qualification","Couple + C. LE 16 ","67","0.234768392520742","0.184211255543824","0.28532552949766"
"2","1985","college entrance qualification","Couple + C. GT 16 ","32","0.12750287284232","0.0847680261551252","0.170237719529515"
"2","1985","college entrance qualification","Couple + C. LE and GT 16","13","","",""
"2","1985","Other degree","1-pers.-HH","11","","",""
"2","1985","Other degree","(Married) couple without C. ","22","","",""
"2","1985","Other degree","Single parent ","17","","",""
"2","1985","Other degree","Couple + C. LE 16 ","142","0.29624813354043","0.256305764154105","0.336190502926755"
"2","1985","Other degree","Couple + C. GT 16 ","21","","",""
"2","1985","Other degree","Couple + C. LE and GT 16","51","0.235608309609337","0.176793543604476","0.294423075614199"
"2","1985","no degree/no degree yet","1-pers.-HH","11","","",""
"2","1985","no degree/no degree yet","(Married) couple without C. ","13","","",""
"2","1985","no degree/no degree yet","Single parent ","13","","",""
"2","1985","no degree/no degree yet","Couple + C. LE 16 ","85","0.282347829964088","0.229902828535123","0.334792831393053"
"2","1985","no degree/no degree yet","Couple + C. GT 16 ","22","","",""
"2","1985","no degree/no degree yet","Couple + C. LE and GT 16","61","0.164272032691188","0.121479683318278","0.207064382064098"
"3","1985","lower secondary degree","1-pers.-HH","464","0.806441963286608","0.774316293714334","0.838567632858881"
"3","1985","lower secondary degree","(Married) couple without C. ","1200","0.848536468877156","0.82994244937035","0.867130488383962"
"3","1985","lower secondary degree","Single parent ","210","0.740742518747826","0.690218433954267","0.791266603541385"
"3","1985","lower secondary degree","Couple + C. LE 16 ","809","0.725491342120636","0.699494594511362","0.75148808972991"
"3","1985","lower secondary degree","Couple + C. GT 16 ","812","0.828297087679682","0.804805498806706","0.851788676552657"
"3","1985","lower secondary degree","Couple + C. LE and GT 16","503","0.77662350584418","0.744823340030036","0.808423671658324"
"3","1985","secondary school degree","1-pers.-HH","163","0.736795845358113","0.679382371412747","0.794209319303478"
"3","1985","secondary school degree","(Married) couple without C. ","305","0.773819733984618","0.732821480990987","0.814817986978249"
"3","1985","secondary school degree","Single parent ","72","0.731547880983366","0.644691268455309","0.818404493511424"
"3","1985","secondary school degree","Couple + C. LE 16 ","295","0.694499100775839","0.650809684339385","0.738188517212294"
"3","1985","secondary school degree","Couple + C. GT 16 ","311","0.793003151400526","0.753249139206106","0.832757163594945"
"3","1985","secondary school degree","Couple + C. LE and GT 16","175","0.774590967838549","0.720233773320349","0.828948162356749"
"3","1985","college entrance qualification","1-pers.-HH","134","0.665058947440392","0.600451077767303","0.72966681711348"
"3","1985","college entrance qualification","(Married) couple without C. ","217","0.738446912800987","0.688632838785177","0.788260986816796"
"3","1985","college entrance qualification","Single parent ","35","0.713145825597661","0.585193780521656","0.841097870673665"
"3","1985","college entrance qualification","Couple + C. LE 16 ","177","0.667928284361667","0.611752768500951","0.724103800222383"
"3","1985","college entrance qualification","Couple + C. GT 16 ","186","0.805866968075771","0.755188724058996","0.856545212092547"
"3","1985","college entrance qualification","Couple + C. LE and GT 16","59","0.754106122364631","0.659744980271415","0.848467264457848"
"3","1985","Other degree","1-pers.-HH","67","0.767977554531692","0.681248091331772","0.854707017731611"
"3","1985","Other degree","(Married) couple without C. ","127","0.70951466111116","0.641470191723352","0.777559130498969"
"3","1985","Other degree","Single parent ","25","","",""
"3","1985","Other degree","Couple + C. LE 16 ","310","0.612927317248684","0.570318744935328","0.65553588956204"
"3","1985","Other degree","Couple + C. GT 16 ","104","0.661950949221499","0.584146096697064","0.739755801745935"
"3","1985","Other degree","Couple + C. LE and GT 16","129","0.585501661205188","0.517227156827976","0.653776165582399"
"3","1985","no degree/no degree yet","1-pers.-HH","43","0.691629395033492","0.578485451422227","0.804773338644756"
"3","1985","no degree/no degree yet","(Married) couple without C. ","88","0.729968312397244","0.645845153687629","0.81409147110686"
"3","1985","no degree/no degree yet","Single parent ","36","0.677948864796065","0.555567592573926","0.800330137018205"
"3","1985","no degree/no degree yet","Couple + C. LE 16 ","173","0.625236554455594","0.568839598244034","0.681633510667154"
"3","1985","no degree/no degree yet","Couple + C. GT 16 ","178","0.853946962304952","0.807280218733918","0.900613705875985"
"3","1985","no degree/no degree yet","Couple + C. LE and GT 16","208","0.780127358456125","0.732295175846064","0.827959541066186"
"4","1985","lower secondary degree","1-pers.-HH","57","0.0976555510014117","0.0735179186721756","0.121793183330648"
"4","1985","lower secondary degree","(Married) couple without C. ","111","0.077803830377143","0.0639108272491367","0.0916968335051492"
"4","1985","lower secondary degree","Single parent ","26","","",""
"4","1985","lower secondary degree","Couple + C. LE 16 ","50","0.046784487921966","0.034482611264628","0.0590863645793041"
"4","1985","lower secondary degree","Couple + C. GT 16 ","47","0.0520828057360731","0.0382419519698469","0.0659236595022993"
"4","1985","lower secondary degree","Couple + C. LE and GT 16","26","","",""
"4","1985","secondary school degree","1-pers.-HH","24","","",""
"4","1985","secondary school degree","(Married) couple without C. ","44","0.107641496267979","0.077269199013513","0.138013793522445"
"4","1985","secondary school degree","Single parent ","8","","",""
"4","1985","secondary school degree","Couple + C. LE 16 ","24","","",""
"4","1985","secondary school degree","Couple + C. GT 16 ","33","0.0866445504946679","0.059041811310859","0.114247289678477"
"4","1985","secondary school degree","Couple + C. LE and GT 16","11","","",""
"4","1985","college entrance qualification","1-pers.-HH","20","","",""
"4","1985","college entrance qualification","(Married) couple without C. ","31","0.109658275463505","0.0742412922263906","0.14507525870062"
"4","1985","college entrance qualification","Single parent ","4","","",""
"4","1985","college entrance qualification","Couple + C. LE 16 ","9","","",""
"4","1985","college entrance qualification","Couple + C. GT 16 ","15","","",""
"4","1985","college entrance qualification","Couple + C. LE and GT 16","8","","",""
"4","1985","Other degree","1-pers.-HH","3","","",""
"4","1985","Other degree","(Married) couple without C. ","7","","",""
"4","1985","Other degree","Single parent ","","","",""
"4","1985","Other degree","Couple + C. LE 16 ","4","","",""
"4","1985","Other degree","Couple + C. GT 16 ","4","","",""
"4","1985","Other degree","Couple + C. LE and GT 16","3","","",""
"4","1985","no degree/no degree yet","1-pers.-HH","1","","",""
"4","1985","no degree/no degree yet","(Married) couple without C. ","2","","",""
"4","1985","no degree/no degree yet","Single parent ","2","","",""
"4","1985","no degree/no degree yet","Couple + C. LE 16 ","1","","",""
"4","1985","no degree/no degree yet","Couple + C. GT 16 ","7","","",""
"4","1985","no degree/no degree yet","Couple + C. LE and GT 16","7","","",""
"5","1985","lower secondary degree","1-pers.-HH","10","","",""
"5","1985","lower secondary degree","(Married) couple without C. ","8","","",""
"5","1985","lower secondary degree","Single parent ","4","","",""
"5","1985","lower secondary degree","Couple + C. LE 16 ","6","","",""
"5","1985","lower secondary degree","Couple + C. GT 16 ","6","","",""
"5","1985","lower secondary degree","Couple + C. LE and GT 16","","","",""
"5","1985","secondary school degree","1-pers.-HH","6","","",""
"5","1985","secondary school degree","(Married) couple without C. ","2","","",""
"5","1985","secondary school degree","Single parent ","3","","",""
"5","1985","secondary school degree","Couple + C. LE 16 ","2","","",""
"5","1985","secondary school degree","Couple + C. GT 16 ","1","","",""
"5","1985","secondary school degree","Couple + C. LE and GT 16","3","","",""
"5","1985","college entrance qualification","1-pers.-HH","7","","",""
"5","1985","college entrance qualification","(Married) couple without C. ","1","","",""
"5","1985","college entrance qualification","Single parent ","","","",""
"5","1985","college entrance qualification","Couple + C. LE 16 ","2","","",""
"5","1985","college entrance qualification","Couple + C. GT 16 ","1","","",""
"5","1985","college entrance qualification","Couple + C. LE and GT 16","","","",""
"5","1985","Other degree","1-pers.-HH","2","","",""
"5","1985","Other degree","(Married) couple without C. ","2","","",""
"5","1985","Other degree","Single parent ","","","",""
"5","1985","Other degree","Couple + C. LE 16 ","2","","",""
"5","1985","Other degree","Couple + C. GT 16 ","","","",""
"5","1985","Other degree","Couple + C. LE and GT 16","","","",""
"5","1985","no degree/no degree yet","1-pers.-HH","","","",""
"5","1985","no degree/no degree yet","(Married) couple without C. ","1","","",""
"5","1985","no degree/no degree yet","Single parent ","1","","",""
"5","1985","no degree/no degree yet","Couple + C. LE 16 ","2","","",""
"5","1985","no degree/no degree yet","Couple + C. GT 16 ","2","","",""
"5","1985","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"1","1986","lower secondary degree","1-pers.-HH","3","","",""
"1","1986","lower secondary degree","(Married) couple without C. ","5","","",""
"1","1986","lower secondary degree","Single parent ","4","","",""
"1","1986","lower secondary degree","Couple + C. LE 16 ","4","","",""
"1","1986","lower secondary degree","Couple + C. GT 16 ","7","","",""
"1","1986","lower secondary degree","Couple + C. LE and GT 16","","","",""
"1","1986","secondary school degree","1-pers.-HH","","","",""
"1","1986","secondary school degree","(Married) couple without C. ","1","","",""
"1","1986","secondary school degree","Single parent ","","","",""
"1","1986","secondary school degree","Couple + C. LE 16 ","1","","",""
"1","1986","secondary school degree","Couple + C. GT 16 ","1","","",""
"1","1986","secondary school degree","Couple + C. LE and GT 16","","","",""
"1","1986","college entrance qualification","1-pers.-HH","6","","",""
"1","1986","college entrance qualification","(Married) couple without C. ","","","",""
"1","1986","college entrance qualification","Single parent ","","","",""
"1","1986","college entrance qualification","Couple + C. LE 16 ","1","","",""
"1","1986","college entrance qualification","Couple + C. GT 16 ","","","",""
"1","1986","college entrance qualification","Couple + C. LE and GT 16","","","",""
"1","1986","Other degree","1-pers.-HH","1","","",""
"1","1986","Other degree","(Married) couple without C. ","","","",""
"1","1986","Other degree","Single parent ","","","",""
"1","1986","Other degree","Couple + C. LE 16 ","5","","",""
"1","1986","Other degree","Couple + C. GT 16 ","3","","",""
"1","1986","Other degree","Couple + C. LE and GT 16","","","",""
"1","1986","no degree/no degree yet","1-pers.-HH","2","","",""
"1","1986","no degree/no degree yet","(Married) couple without C. ","2","","",""
"1","1986","no degree/no degree yet","Single parent ","1","","",""
"1","1986","no degree/no degree yet","Couple + C. LE 16 ","1","","",""
"1","1986","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"1","1986","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"2","1986","lower secondary degree","1-pers.-HH","16","","",""
"2","1986","lower secondary degree","(Married) couple without C. ","12","","",""
"2","1986","lower secondary degree","Single parent ","4","","",""
"2","1986","lower secondary degree","Couple + C. LE 16 ","18","","",""
"2","1986","lower secondary degree","Couple + C. GT 16 ","5","","",""
"2","1986","lower secondary degree","Couple + C. LE and GT 16","1","","",""
"2","1986","secondary school degree","1-pers.-HH","10","","",""
"2","1986","secondary school degree","(Married) couple without C. ","10","","",""
"2","1986","secondary school degree","Single parent ","","","",""
"2","1986","secondary school degree","Couple + C. LE 16 ","9","","",""
"2","1986","secondary school degree","Couple + C. GT 16 ","1","","",""
"2","1986","secondary school degree","Couple + C. LE and GT 16","","","",""
"2","1986","college entrance qualification","1-pers.-HH","20","","",""
"2","1986","college entrance qualification","(Married) couple without C. ","6","","",""
"2","1986","college entrance qualification","Single parent ","1","","",""
"2","1986","college entrance qualification","Couple + C. LE 16 ","9","","",""
"2","1986","college entrance qualification","Couple + C. GT 16 ","2","","",""
"2","1986","college entrance qualification","Couple + C. LE and GT 16","","","",""
"2","1986","Other degree","1-pers.-HH","2","","",""
"2","1986","Other degree","(Married) couple without C. ","1","","",""
"2","1986","Other degree","Single parent ","","","",""
"2","1986","Other degree","Couple + C. LE 16 ","22","","",""
"2","1986","Other degree","Couple + C. GT 16 ","2","","",""
"2","1986","Other degree","Couple + C. LE and GT 16","2","","",""
"2","1986","no degree/no degree yet","1-pers.-HH","2","","",""
"2","1986","no degree/no degree yet","(Married) couple without C. ","","","",""
"2","1986","no degree/no degree yet","Single parent ","","","",""
"2","1986","no degree/no degree yet","Couple + C. LE 16 ","6","","",""
"2","1986","no degree/no degree yet","Couple + C. GT 16 ","3","","",""
"2","1986","no degree/no degree yet","Couple + C. LE and GT 16","2","","",""
"3","1986","lower secondary degree","1-pers.-HH","54","0.723722381069052","0.623191347227832","0.824253414910273"
"3","1986","lower secondary degree","(Married) couple without C. ","115","0.759209991768353","0.691013849876114","0.827406133660591"
"3","1986","lower secondary degree","Single parent ","28","","",""
"3","1986","lower secondary degree","Couple + C. LE 16 ","105","0.772968179004791","0.701773678955666","0.844162679053917"
"3","1986","lower secondary degree","Couple + C. GT 16 ","46","0.811712402841588","0.712792333205826","0.910632472477349"
"3","1986","lower secondary degree","Couple + C. LE and GT 16","31","0.950555086974984","0.876587649223929","1.02452252472604"
"3","1986","secondary school degree","1-pers.-HH","30","0.680234117204952","0.542428468302675","0.81803976610723"
"3","1986","secondary school degree","(Married) couple without C. ","67","0.734533435250527","0.641743864793963","0.82732300570709"
