"hlf0071_h","year","education","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"2","2004","Other degree","Couple + C. GT 16 ","38","0.159005186545603","0.110011117667401","0.207999255423805"
"2","2004","Other degree","Couple + C. LE and GT 16","39","0.330406156145402","0.251929888594932","0.408882423695872"
"2","2004","no degree/no degree yet","1-pers.-HH","1","","",""
"2","2004","no degree/no degree yet","(Married) couple without C. ","9","","",""
"2","2004","no degree/no degree yet","Single parent ","12","","",""
"2","2004","no degree/no degree yet","Couple + C. LE 16 ","9","","",""
"2","2004","no degree/no degree yet","Couple + C. GT 16 ","44","0.131957869331366","0.0956615232654112","0.16825421539732"
"2","2004","no degree/no degree yet","Couple + C. LE and GT 16","66","0.316349806288154","0.263281180703176","0.369418431873133"
"3","2004","lower secondary degree","1-pers.-HH","960","0.783641225122507","0.760787302189463","0.806495148055551"
"3","2004","lower secondary degree","(Married) couple without C. ","2513","0.791113582362863","0.777004610974466","0.80522255375126"
"3","2004","lower secondary degree","Single parent ","273","0.767645290744791","0.724318383111656","0.810972198377925"
"3","2004","lower secondary degree","Couple + C. LE 16 ","721","0.687891975270085","0.659690534136132","0.716093416404038"
"3","2004","lower secondary degree","Couple + C. GT 16 ","861","0.800697824470957","0.776626743093245","0.824768905848669"
"3","2004","lower secondary degree","Couple + C. LE and GT 16","303","0.703054308065444","0.65951205889727","0.746596557233618"
"3","2004","secondary school degree","1-pers.-HH","536","0.695031874539731","0.662038489281268","0.728025259798193"
"3","2004","secondary school degree","(Married) couple without C. ","1345","0.726413462046529","0.706132039702398","0.746694884390659"
"3","2004","secondary school degree","Single parent ","251","0.66959164886829","0.620800111210904","0.718383186525676"
"3","2004","secondary school degree","Couple + C. LE 16 ","1037","0.67145664834788","0.647543909550925","0.695369387144835"
"3","2004","secondary school degree","Couple + C. GT 16 ","925","0.773217214604736","0.749385156653302","0.79704927255617"
"3","2004","secondary school degree","Couple + C. LE and GT 16","410","0.781779526865902","0.746141542478863","0.81741751125294"
"3","2004","college entrance qualification","1-pers.-HH","507","0.668339770741187","0.63519289572476","0.701486645757615"
"3","2004","college entrance qualification","(Married) couple without C. ","1195","0.701510802803855","0.679972819545273","0.723048786062437"
"3","2004","college entrance qualification","Single parent ","117","0.631636714098248","0.561558302586317","0.701715125610179"
"3","2004","college entrance qualification","Couple + C. LE 16 ","810","0.664432192731119","0.638076039063198","0.690788346399039"
"3","2004","college entrance qualification","Couple + C. GT 16 ","787","0.732406770780112","0.704995575995011","0.759817965565213"
"3","2004","college entrance qualification","Couple + C. LE and GT 16","263","0.779740195408987","0.735428227419842","0.824052163398132"
"3","2004","Other degree","1-pers.-HH","74","0.738926740273196","0.651967258972141","0.82588622157425"
"3","2004","Other degree","(Married) couple without C. ","283","0.788331381375782","0.746481889083656","0.830180873667908"
"3","2004","Other degree","Single parent ","49","0.820559731438695","0.72426595282058","0.91685351005681"
"3","2004","Other degree","Couple + C. LE 16 ","150","0.539224511780934","0.476935701716916","0.601513321844953"
"3","2004","Other degree","Couple + C. GT 16 ","161","0.746628774083706","0.688355125286888","0.804902422880525"
"3","2004","Other degree","Couple + C. LE and GT 16","88","0.597190008627975","0.515359560119024","0.679020457136926"
"3","2004","no degree/no degree yet","1-pers.-HH","27","","",""
"3","2004","no degree/no degree yet","(Married) couple without C. ","67","0.746568182082125","0.653548734538698","0.839587629625551"
"3","2004","no degree/no degree yet","Single parent ","70","0.776126101451239","0.692304845467648","0.85994735743483"
"3","2004","no degree/no degree yet","Couple + C. LE 16 ","26","","",""
"3","2004","no degree/no degree yet","Couple + C. GT 16 ","258","0.792214190158886","0.748702684787746","0.835725695530025"
"3","2004","no degree/no degree yet","Couple + C. LE and GT 16","216","0.645625470676073","0.591042312477565","0.700208628874581"
"4","2004","lower secondary degree","1-pers.-HH","169","0.119456076213802","0.101455164610541","0.137456987817063"
"4","2004","lower secondary degree","(Married) couple without C. ","452","0.143848234061466","0.13166820071952","0.156028267403411"
"4","2004","lower secondary degree","Single parent ","26","","",""
"4","2004","lower secondary degree","Couple + C. LE 16 ","48","0.047094621917242","0.034201168391572","0.0599880754429119"
"4","2004","lower secondary degree","Couple + C. GT 16 ","90","0.0848653772904654","0.0680729675128393","0.101657787068092"
"4","2004","lower secondary degree","Couple + C. LE and GT 16","11","","",""
"4","2004","secondary school degree","1-pers.-HH","99","0.143157300523161","0.11805840604503","0.168256195001292"
"4","2004","secondary school degree","(Married) couple without C. ","276","0.144188913841742","0.128207544287756","0.160170283395727"
"4","2004","secondary school degree","Single parent ","38","0.115752540656855","0.0825656809539347","0.148939400359776"
"4","2004","secondary school degree","Couple + C. LE 16 ","80","0.0553735427634421","0.0437294623247186","0.0670176232021655"
"4","2004","secondary school degree","Couple + C. GT 16 ","127","0.113280622414759","0.0952431093188426","0.131318135510676"
"4","2004","secondary school degree","Couple + C. LE and GT 16","16","","",""
"4","2004","college entrance qualification","1-pers.-HH","100","0.104443645653605","0.0829116288054287","0.125975662501782"
"4","2004","college entrance qualification","(Married) couple without C. ","269","0.132502163905017","0.116544503083758","0.148459824726276"
"4","2004","college entrance qualification","Single parent ","31","0.150620655936925","0.0986563044193929","0.202585007454456"
"4","2004","college entrance qualification","Couple + C. LE 16 ","79","0.0663132092407715","0.0524243305982741","0.0802020878832689"
"4","2004","college entrance qualification","Couple + C. GT 16 ","102","0.145372524836729","0.123548048983511","0.167197000689947"
"4","2004","college entrance qualification","Couple + C. LE and GT 16","24","","",""
"4","2004","Other degree","1-pers.-HH","7","","",""
"4","2004","Other degree","(Married) couple without C. ","44","0.104738108330562","0.0733666317444174","0.136109584916707"
"4","2004","Other degree","Single parent ","2","","",""
"4","2004","Other degree","Couple + C. LE 16 ","9","","",""
"4","2004","Other degree","Couple + C. GT 16 ","8","","",""
"4","2004","Other degree","Couple + C. LE and GT 16","","","",""
"4","2004","no degree/no degree yet","1-pers.-HH","","","",""
"4","2004","no degree/no degree yet","(Married) couple without C. ","2","","",""
"4","2004","no degree/no degree yet","Single parent ","12","","",""
"4","2004","no degree/no degree yet","Couple + C. LE 16 ","2","","",""
"4","2004","no degree/no degree yet","Couple + C. GT 16 ","29","","",""
"4","2004","no degree/no degree yet","Couple + C. LE and GT 16","7","","",""
"5","2004","lower secondary degree","1-pers.-HH","37","0.0243727403927911","0.0158140166459787","0.0329314641396034"
"5","2004","lower secondary degree","(Married) couple without C. ","33","0.00843439659277493","0.00526038457383007","0.0116084086117198"
"5","2004","lower secondary degree","Single parent ","4","","",""
"5","2004","lower secondary degree","Couple + C. LE 16 ","5","","",""
"5","2004","lower secondary degree","Couple + C. GT 16 ","9","","",""
"5","2004","lower secondary degree","Couple + C. LE and GT 16","1","","",""
"5","2004","secondary school degree","1-pers.-HH","13","","",""
"5","2004","secondary school degree","(Married) couple without C. ","16","","",""
"5","2004","secondary school degree","Single parent ","2","","",""
"5","2004","secondary school degree","Couple + C. LE 16 ","4","","",""
"5","2004","secondary school degree","Couple + C. GT 16 ","11","","",""
"5","2004","secondary school degree","Couple + C. LE and GT 16","","","",""
"5","2004","college entrance qualification","1-pers.-HH","14","","",""
"5","2004","college entrance qualification","(Married) couple without C. ","36","0.0164550900058987","0.0104672419265643","0.0224429380852332"
"5","2004","college entrance qualification","Single parent ","6","","",""
"5","2004","college entrance qualification","Couple + C. LE 16 ","","","",""
"5","2004","college entrance qualification","Couple + C. GT 16 ","11","","",""
"5","2004","college entrance qualification","Couple + C. LE and GT 16","","","",""
"5","2004","Other degree","1-pers.-HH","3","","",""
"5","2004","Other degree","(Married) couple without C. ","","","",""
"5","2004","Other degree","Single parent ","","","",""
"5","2004","Other degree","Couple + C. LE 16 ","1","","",""
"5","2004","Other degree","Couple + C. GT 16 ","2","","",""
"5","2004","Other degree","Couple + C. LE and GT 16","2","","",""
"5","2004","no degree/no degree yet","1-pers.-HH","1","","",""
"5","2004","no degree/no degree yet","(Married) couple without C. ","","","",""
"5","2004","no degree/no degree yet","Single parent ","","","",""
"5","2004","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"5","2004","no degree/no degree yet","Couple + C. GT 16 ","1","","",""
"5","2004","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"1","2005","lower secondary degree","1-pers.-HH","13","","",""
"1","2005","lower secondary degree","(Married) couple without C. ","10","","",""
"1","2005","lower secondary degree","Single parent ","4","","",""
"1","2005","lower secondary degree","Couple + C. LE 16 ","38","0.0411310702688226","0.0283948875415544","0.0538672529960909"
"1","2005","lower secondary degree","Couple + C. GT 16 ","5","","",""
"1","2005","lower secondary degree","Couple + C. LE and GT 16","6","","",""
"1","2005","secondary school degree","1-pers.-HH","16","","",""
"1","2005","secondary school degree","(Married) couple without C. ","12","","",""
"1","2005","secondary school degree","Single parent ","7","","",""
"1","2005","secondary school degree","Couple + C. LE 16 ","34","0.0253663373967963","0.017031187398877","0.0337014873947156"
"1","2005","secondary school degree","Couple + C. GT 16 ","2","","",""
"1","2005","secondary school degree","Couple + C. LE and GT 16","6","","",""
"1","2005","college entrance qualification","1-pers.-HH","12","","",""
"1","2005","college entrance qualification","(Married) couple without C. ","9","","",""
"1","2005","college entrance qualification","Single parent ","4","","",""
"1","2005","college entrance qualification","Couple + C. LE 16 ","18","","",""
"1","2005","college entrance qualification","Couple + C. GT 16 ","6","","",""
"1","2005","college entrance qualification","Couple + C. LE and GT 16","6","","",""
"1","2005","Other degree","1-pers.-HH","2","","",""
"1","2005","Other degree","(Married) couple without C. ","7","","",""
"1","2005","Other degree","Single parent ","1","","",""
"1","2005","Other degree","Couple + C. LE 16 ","7","","",""
"1","2005","Other degree","Couple + C. GT 16 ","1","","",""
"1","2005","Other degree","Couple + C. LE and GT 16","5","","",""
"1","2005","no degree/no degree yet","1-pers.-HH","","","",""
"1","2005","no degree/no degree yet","(Married) couple without C. ","","","",""
"1","2005","no degree/no degree yet","Single parent ","","","",""
"1","2005","no degree/no degree yet","Couple + C. LE 16 ","3","","",""
"1","2005","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"1","2005","no degree/no degree yet","Couple + C. LE and GT 16","8","","",""
"2","2005","lower secondary degree","1-pers.-HH","73","0.071193155747953","0.0569035671194598","0.0854827443764461"
"2","2005","lower secondary degree","(Married) couple without C. ","171","0.0631494541861497","0.0544659218732352","0.0718329864990643"
"2","2005","lower secondary degree","Single parent ","56","0.176480044590221","0.136483705319185","0.216476383861257"
"2","2005","lower secondary degree","Couple + C. LE 16 ","210","0.248628678306271","0.22090967750584","0.276347679106701"
"2","2005","lower secondary degree","Couple + C. GT 16 ","76","0.0746159580900263","0.0581474018791307","0.0910845143009218"
"2","2005","lower secondary degree","Couple + C. LE and GT 16","89","0.236802287603235","0.194501962523401","0.279102612683069"
"2","2005","secondary school degree","1-pers.-HH","100","0.154863027987949","0.129310130522123","0.180415925453776"
"2","2005","secondary school degree","(Married) couple without C. ","194","0.126424723573947","0.111089292162126","0.141760154985767"
"2","2005","secondary school degree","Single parent ","53","0.179160313763378","0.139041820590315","0.219278806936441"
"2","2005","secondary school degree","Couple + C. LE 16 ","313","0.244720657504243","0.221930204777316","0.267511110231171"
"2","2005","secondary school degree","Couple + C. GT 16 ","91","0.0885775989234755","0.0718850633683561","0.105270134478595"
"2","2005","secondary school degree","Couple + C. LE and GT 16","75","0.133668130620036","0.103810599003934","0.163525662236139"
"2","2005","college entrance qualification","1-pers.-HH","158","0.214561839828559","0.185899131569967","0.243224548087151"
"2","2005","college entrance qualification","(Married) couple without C. ","223","0.156923574391296","0.139838130198885","0.174009018583707"
"2","2005","college entrance qualification","Single parent ","28","","",""
"2","2005","college entrance qualification","Couple + C. LE 16 ","291","0.252625608324912","0.227544817278356","0.277706399371469"
"2","2005","college entrance qualification","Couple + C. GT 16 ","66","0.102486069666824","0.0826275393455217","0.122344599988126"
"2","2005","college entrance qualification","Couple + C. LE and GT 16","54","0.130873771280324","0.0946499959889421","0.167097546571706"
"2","2005","Other degree","1-pers.-HH","10","","",""
"2","2005","Other degree","(Married) couple without C. ","37","0.122459657414916","0.0881161904878972","0.156803124341935"
"2","2005","Other degree","Single parent ","11","","",""
"2","2005","Other degree","Couple + C. LE 16 ","63","0.334165899279933","0.271260880409351","0.397070918150516"
"2","2005","Other degree","Couple + C. GT 16 ","39","0.187432944478947","0.136211923773373","0.238653965184521"
"2","2005","Other degree","Couple + C. LE and GT 16","30","0.193965816292769","0.122623629568175","0.265308003017363"
"2","2005","no degree/no degree yet","1-pers.-HH","3","","",""
"2","2005","no degree/no degree yet","(Married) couple without C. ","8","","",""
"2","2005","no degree/no degree yet","Single parent ","17","","",""
"2","2005","no degree/no degree yet","Couple + C. LE 16 ","10","","",""
"2","2005","no degree/no degree yet","Couple + C. GT 16 ","36","0.186531089697853","0.142814702412879","0.230247476982827"
"2","2005","no degree/no degree yet","Couple + C. LE and GT 16","54","0.16236939492096","0.119402573392867","0.205336216449052"
"3","2005","lower secondary degree","1-pers.-HH","953","0.77395517566785","0.750712127133953","0.797198224201747"
"3","2005","lower secondary degree","(Married) couple without C. ","2354","0.768041608606239","0.752972974572704","0.783110242639774"
"3","2005","lower secondary degree","Single parent ","259","0.730545796323682","0.683997736668449","0.777093855978915"
"3","2005","lower secondary degree","Couple + C. LE 16 ","650","0.670884840916059","0.640749744485764","0.701019937346354"
"3","2005","lower secondary degree","Couple + C. GT 16 ","819","0.844142775204997","0.821410124077323","0.86687542633267"
"3","2005","lower secondary degree","Couple + C. LE and GT 16","277","0.716732513676445","0.671898342497024","0.761566684855866"
"3","2005","secondary school degree","1-pers.-HH","535","0.668759371142809","0.635515662373231","0.702003079912388"
"3","2005","secondary school degree","(Married) couple without C. ","1344","0.742180295478828","0.721994652507052","0.762365938450604"
"3","2005","secondary school degree","Single parent ","256","0.710979885823042","0.663557082381743","0.75840268926434"
"3","2005","secondary school degree","Couple + C. LE 16 ","970","0.693981399517855","0.669552063605287","0.718410735430424"
"3","2005","secondary school degree","Couple + C. GT 16 ","886","0.802135801289925","0.778730832336603","0.825540770243246"
"3","2005","secondary school degree","Couple + C. LE and GT 16","394","0.79851679017311","0.763323548253607","0.833710032092613"
"3","2005","college entrance qualification","1-pers.-HH","510","0.650081575993575","0.616780956250817","0.683382195736332"
"3","2005","college entrance qualification","(Married) couple without C. ","1211","0.684975413205221","0.663155228512505","0.706795597897936"
"3","2005","college entrance qualification","Single parent ","120","0.665739871574732","0.598128170989159","0.733351572160304"
"3","2005","college entrance qualification","Couple + C. LE 16 ","784","0.682848354566101","0.655986929122626","0.709709780009577"
"3","2005","college entrance qualification","Couple + C. GT 16 ","726","0.782750806468907","0.755749490279019","0.809752122658796"
"3","2005","college entrance qualification","Couple + C. LE and GT 16","246","0.769419348729112","0.72417972785434","0.814658969603885"
"3","2005","Other degree","1-pers.-HH","72","0.741456219328587","0.654771039002494","0.828141399654681"
"3","2005","Other degree","(Married) couple without C. ","268","0.723675338691187","0.676826829155411","0.770523848226962"
"3","2005","Other degree","Single parent ","49","0.801252508678433","0.702712330054125","0.89979268730274"
"3","2005","Other degree","Couple + C. LE 16 ","140","0.604219698952737","0.539004962613251","0.669434435292222"
"3","2005","Other degree","Couple + C. GT 16 ","161","0.720886866693774","0.66201343486121","0.779760298526339"
"3","2005","Other degree","Couple + C. LE and GT 16","81","0.720685632468778","0.639733805001232","0.801637459936323"
"3","2005","no degree/no degree yet","1-pers.-HH","33","0.879633050474229","0.774787108597114","0.984478992351345"
"3","2005","no degree/no degree yet","(Married) couple without C. ","69","0.793130774913276","0.707019707479301","0.879241842347251"
"3","2005","no degree/no degree yet","Single parent ","93","0.743917942268546","0.665497966732826","0.822337917804266"
"3","2005","no degree/no degree yet","Couple + C. LE 16 ","23","","",""
"3","2005","no degree/no degree yet","Couple + C. GT 16 ","250","0.754126899838087","0.705801451023968","0.802452348652206"
"3","2005","no degree/no degree yet","Couple + C. LE and GT 16","209","0.757230821175214","0.707277336515929","0.8071843058345"
"4","2005","lower secondary degree","1-pers.-HH","179","0.128958707192189","0.110334293573251","0.147583120811126"
"4","2005","lower secondary degree","(Married) couple without C. ","425","0.142440160496322","0.129962737125251","0.154917583867392"
"4","2005","lower secondary degree","Single parent ","27","","",""
"4","2005","lower secondary degree","Couple + C. LE 16 ","33","0.0356910219881126","0.023793342920349","0.0475887010558761"
"4","2005","lower secondary degree","Couple + C. GT 16 ","68","0.0666758347160758","0.0510415092147648","0.0823101602173867"
"4","2005","lower secondary degree","Couple + C. LE and GT 16","13","","",""
"4","2005","secondary school degree","1-pers.-HH","102","0.135196843530589","0.111045314140404","0.159348372920774"
"4","2005","secondary school degree","(Married) couple without C. ","222","0.110744984288076","0.0962637687015683","0.125226199874583"
"4","2005","secondary school degree","Single parent ","33","0.0811038226035019","0.0525444661352265","0.109663179071777"
"4","2005","secondary school degree","Couple + C. LE 16 ","47","0.0278382668453455","0.0191175097190775","0.0365590239716135"
"4","2005","secondary school degree","Couple + C. GT 16 ","128","0.103492709197582","0.0855976845992297","0.121387733795934"
"4","2005","secondary school degree","Couple + C. LE and GT 16","22","","",""
"4","2005","college entrance qualification","1-pers.-HH","96","0.114628577786696","0.0923855356671173","0.136871619906275"
"4","2005","college entrance qualification","(Married) couple without C. ","257","0.129765616828374","0.113980542094785","0.145550691561963"
"4","2005","college entrance qualification","Single parent ","31","0.130144773255461","0.0819206720587217","0.1783688744522"
"4","2005","college entrance qualification","Couple + C. LE 16 ","60","0.0551831135541646","0.0420032667863984","0.0683629603219308"
"4","2005","college entrance qualification","Couple + C. GT 16 ","88","0.09788962328326","0.0784318896426199","0.1173473569239"
"4","2005","college entrance qualification","Couple + C. LE and GT 16","26","","",""
"4","2005","Other degree","1-pers.-HH","11","","",""
"4","2005","Other degree","(Married) couple without C. ","31","0.09814152526006","0.0669734728257077","0.129309577694412"
"4","2005","Other degree","Single parent ","2","","",""
"4","2005","Other degree","Couple + C. LE 16 ","6","","",""
"4","2005","Other degree","Couple + C. GT 16 ","20","","",""
"4","2005","Other degree","Couple + C. LE and GT 16","2","","",""
"4","2005","no degree/no degree yet","1-pers.-HH","1","","",""
"4","2005","no degree/no degree yet","(Married) couple without C. ","8","","",""
"4","2005","no degree/no degree yet","Single parent ","9","","",""
"4","2005","no degree/no degree yet","Couple + C. LE 16 ","2","","",""
"4","2005","no degree/no degree yet","Couple + C. GT 16 ","18","","",""
"4","2005","no degree/no degree yet","Couple + C. LE and GT 16","11","","",""
"5","2005","lower secondary degree","1-pers.-HH","26","","",""
"5","2005","lower secondary degree","(Married) couple without C. ","54","0.0203522384119157","0.0153112287132598","0.0253932481105717"
"5","2005","lower secondary degree","Single parent ","3","","",""
"5","2005","lower secondary degree","Couple + C. LE 16 ","3","","",""
"5","2005","lower secondary degree","Couple + C. GT 16 ","10","","",""
"5","2005","lower secondary degree","Couple + C. LE and GT 16","3","","",""
"5","2005","secondary school degree","1-pers.-HH","17","","",""
"5","2005","secondary school degree","(Married) couple without C. ","32","0.0137288930559457","0.00835924599996274","0.0190985401119287"
"5","2005","secondary school degree","Single parent ","2","","",""
"5","2005","secondary school degree","Couple + C. LE 16 ","3","","",""
"5","2005","secondary school degree","Couple + C. GT 16 ","6","","",""
"5","2005","secondary school degree","Couple + C. LE and GT 16","2","","",""
"5","2005","college entrance qualification","1-pers.-HH","12","","",""
"5","2005","college entrance qualification","(Married) couple without C. ","41","0.0218984562885323","0.0150238563791849","0.0287730561978797"
"5","2005","college entrance qualification","Single parent ","4","","",""
"5","2005","college entrance qualification","Couple + C. LE 16 ","","","",""
"5","2005","college entrance qualification","Couple + C. GT 16 ","10","","",""
"5","2005","college entrance qualification","Couple + C. LE and GT 16","1","","",""
"5","2005","Other degree","1-pers.-HH","3","","",""
"5","2005","Other degree","(Married) couple without C. ","7","","",""
"5","2005","Other degree","Single parent ","","","",""
"5","2005","Other degree","Couple + C. LE 16 ","","","",""
"5","2005","Other degree","Couple + C. GT 16 ","2","","",""
"5","2005","Other degree","Couple + C. LE and GT 16","","","",""
"5","2005","no degree/no degree yet","1-pers.-HH","","","",""
"5","2005","no degree/no degree yet","(Married) couple without C. ","","","",""
"5","2005","no degree/no degree yet","Single parent ","","","",""
"5","2005","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"5","2005","no degree/no degree yet","Couple + C. GT 16 ","1","","",""
"5","2005","no degree/no degree yet","Couple + C. LE and GT 16","1","","",""
"1","2006","lower secondary degree","1-pers.-HH","15","","",""
"1","2006","lower secondary degree","(Married) couple without C. ","13","","",""
"1","2006","lower secondary degree","Single parent ","6","","",""
"1","2006","lower secondary degree","Couple + C. LE 16 ","49","0.0576451162722057","0.0427771832350575","0.0725130493093538"
"1","2006","lower secondary degree","Couple + C. GT 16 ","9","","",""
"1","2006","lower secondary degree","Couple + C. LE and GT 16","12","","",""
"1","2006","secondary school degree","1-pers.-HH","16","","",""
"1","2006","secondary school degree","(Married) couple without C. ","12","","",""
"1","2006","secondary school degree","Single parent ","1","","",""
"1","2006","secondary school degree","Couple + C. LE 16 ","37","0.0362235311101133","0.0264396182858101","0.0460074439344165"
"1","2006","secondary school degree","Couple + C. GT 16 ","9","","",""
"1","2006","secondary school degree","Couple + C. LE and GT 16","6","","",""
"1","2006","college entrance qualification","1-pers.-HH","14","","",""
"1","2006","college entrance qualification","(Married) couple without C. ","13","","",""
"1","2006","college entrance qualification","Single parent ","2","","",""
"1","2006","college entrance qualification","Couple + C. LE 16 ","29","","",""
"1","2006","college entrance qualification","Couple + C. GT 16 ","10","","",""
"1","2006","college entrance qualification","Couple + C. LE and GT 16","2","","",""
"1","2006","Other degree","1-pers.-HH","1","","",""
"1","2006","Other degree","(Married) couple without C. ","3","","",""
"1","2006","Other degree","Single parent ","3","","",""
"1","2006","Other degree","Couple + C. LE 16 ","11","","",""
"1","2006","Other degree","Couple + C. GT 16 ","5","","",""
"1","2006","Other degree","Couple + C. LE and GT 16","5","","",""
"1","2006","no degree/no degree yet","1-pers.-HH","2","","",""
"1","2006","no degree/no degree yet","(Married) couple without C. ","1","","",""
"1","2006","no degree/no degree yet","Single parent ","1","","",""
"1","2006","no degree/no degree yet","Couple + C. LE 16 ","3","","",""
"1","2006","no degree/no degree yet","Couple + C. GT 16 ","2","","",""
"1","2006","no degree/no degree yet","Couple + C. LE and GT 16","7","","",""
"2","2006","lower secondary degree","1-pers.-HH","65","0.0519197120965949","0.0402012716526422","0.0636381525405476"
"2","2006","lower secondary degree","(Married) couple without C. ","193","0.0711272917899103","0.0624023702302762","0.0798522133495444"
"2","2006","lower secondary degree","Single parent ","48","0.143503382931537","0.107187176734943","0.179819589128131"
"2","2006","lower secondary degree","Couple + C. LE 16 ","219","0.231786396320701","0.204868131443327","0.258704661198075"
"2","2006","lower secondary degree","Couple + C. GT 16 ","98","0.114139230299033","0.094776418788499","0.133502041809567"
"2","2006","lower secondary degree","Couple + C. LE and GT 16","64","0.178996520522306","0.140402210661094","0.217590830383517"
"2","2006","secondary school degree","1-pers.-HH","106","0.144327985827557","0.121135743619596","0.167520228035519"
"2","2006","secondary school degree","(Married) couple without C. ","205","0.104440999303044","0.0912277990618399","0.117654199544249"
"2","2006","secondary school degree","Single parent ","58","0.145516472697061","0.110916992833901","0.180115952560222"
"2","2006","secondary school degree","Couple + C. LE 16 ","333","0.265876955142351","0.242742791661734","0.289011118622968"
"2","2006","secondary school degree","Couple + C. GT 16 ","109","0.0872518748851462","0.0710399546010667","0.103463795169226"
"2","2006","secondary school degree","Couple + C. LE and GT 16","69","0.169796615978872","0.135960984547501","0.203632247410243"
"2","2006","college entrance qualification","1-pers.-HH","156","0.182392026891938","0.156906754356401","0.207877299427476"
"2","2006","college entrance qualification","(Married) couple without C. ","241","0.169467090736162","0.152593530800019","0.186340650672305"
"2","2006","college entrance qualification","Single parent ","32","0.154375429359348","0.10768132399271","0.201069534725985"
"2","2006","college entrance qualification","Couple + C. LE 16 ","288","0.2205861539333","0.197844302138094","0.243328005728506"
"2","2006","college entrance qualification","Couple + C. GT 16 ","69","0.0955192946044702","0.0766182659404516","0.114420323268489"
"2","2006","college entrance qualification","Couple + C. LE and GT 16","40","0.102546143954707","0.0687759950832693","0.136316292826144"
"2","2006","Other degree","1-pers.-HH","15","","",""
"2","2006","Other degree","(Married) couple without C. ","48","0.150883484523889","0.116362946025672","0.185404023022107"
"2","2006","Other degree","Single parent ","14","","",""
"2","2006","Other degree","Couple + C. LE 16 ","81","0.333925302181946","0.274750160027924","0.393100444335968"
"2","2006","Other degree","Couple + C. GT 16 ","29","","",""
"2","2006","Other degree","Couple + C. LE and GT 16","23","","",""
"2","2006","no degree/no degree yet","1-pers.-HH","5","","",""
"2","2006","no degree/no degree yet","(Married) couple without C. ","15","","",""
"2","2006","no degree/no degree yet","Single parent ","21","","",""
"2","2006","no degree/no degree yet","Couple + C. LE 16 ","6","","",""
"2","2006","no degree/no degree yet","Couple + C. GT 16 ","38","0.158534879357358","0.117477448340042","0.199592310374674"
"2","2006","no degree/no degree yet","Couple + C. LE and GT 16","49","0.20065597641518","0.15306149985479","0.248250452975571"
"3","2006","lower secondary degree","1-pers.-HH","1047","0.771500246626855","0.749323796744287","0.793676696509424"
"3","2006","lower secondary degree","(Married) couple without C. ","2554","0.751552884335184","0.736885183419754","0.766220585250614"
"3","2006","lower secondary degree","Single parent ","269","0.73859887469892","0.693082818504215","0.784114930893625"
"3","2006","lower secondary degree","Couple + C. LE 16 ","635","0.675021489317636","0.645143716869853","0.704899261765418"
"3","2006","lower secondary degree","Couple + C. GT 16 ","834","0.789360590120461","0.764530645670257","0.814190534570664"
"3","2006","lower secondary degree","Couple + C. LE and GT 16","290","0.758049600647874","0.714933401488929","0.801165799806818"
"3","2006","secondary school degree","1-pers.-HH","616","0.658454857026462","0.627157990473862","0.689751723579061"
"3","2006","secondary school degree","(Married) couple without C. ","1492","0.731908860409142","0.712770922617675","0.751046798200608"
"3","2006","secondary school degree","Single parent ","295","0.705545660417107","0.660822427980039","0.750268892854176"
"3","2006","secondary school degree","Couple + C. LE 16 ","964","0.641202324746667","0.616086272503811","0.666318376989523"
"3","2006","secondary school degree","Couple + C. GT 16 ","917","0.806788820870241","0.784107535528608","0.829470106211873"
"3","2006","secondary school degree","Couple + C. LE and GT 16","374","0.772763177250669","0.734998995031412","0.810527359469927"
"3","2006","college entrance qualification","1-pers.-HH","578","0.674963392236696","0.644051894636888","0.705874889836503"
"3","2006","college entrance qualification","(Married) couple without C. ","1279","0.659352180353309","0.638036601119548","0.680667759587069"
"3","2006","college entrance qualification","Single parent ","152","0.689685286710922","0.629897725645873","0.749472847775971"
"3","2006","college entrance qualification","Couple + C. LE 16 ","886","0.700205468806843","0.675076350862416","0.725334586751269"
"3","2006","college entrance qualification","Couple + C. GT 16 ","738","0.786998906073943","0.760670885097065","0.813326927050822"
"3","2006","college entrance qualification","Couple + C. LE and GT 16","245","0.824424491871575","0.782072420706383","0.866776563036767"
"3","2006","Other degree","1-pers.-HH","75","0.713226006005387","0.628323929999406","0.798128082011369"
"3","2006","Other degree","(Married) couple without C. ","307","0.734783885193723","0.692209064156488","0.777358706230957"
"3","2006","Other degree","Single parent ","47","0.67577572736746","0.563694017865822","0.787857436869097"
"3","2006","Other degree","Couple + C. LE 16 ","147","0.585973778463982","0.524171257212095","0.647776299715869"
"3","2006","Other degree","Couple + C. GT 16 ","162","0.764161939184424","0.705763704225739","0.822560174143109"
"3","2006","Other degree","Couple + C. LE and GT 16","80","0.682560419146605","0.59477198514208","0.770348853151129"
"3","2006","no degree/no degree yet","1-pers.-HH","31","0.689259987731488","0.550933934238446","0.827586041224529"
"3","2006","no degree/no degree yet","(Married) couple without C. ","87","0.829185314080897","0.758855389351814","0.899515238809981"
