"plh0179","year","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1991","inadequately","","","","","0"
"0 Completely dissatisfied","1991","general elemantary","","","","","0"
"0 Completely dissatisfied","1991","middle vocational","","","","","0"
"0 Completely dissatisfied","1991","vocational + Abi","","","","","0"
"0 Completely dissatisfied","1991","higher vocational","","","","","0"
"0 Completely dissatisfied","1991","higher education","","","","","0"
"1 on Scale 1 to 10","1991","vocational + Abi","","","","","1"
"1 on Scale 1 to 10","1991","general elemantary","","","","","1"
"1 on Scale 1 to 10","1991","higher vocational","","","","","1"
"1 on Scale 1 to 10","1991","higher education","","","","","1"
"1 on Scale 1 to 10","1991","in school","","","","","1"
"1 on Scale 1 to 10","1991","inadequately","","","","","1"
"1 on Scale 1 to 10","1991","middle vocational","","","","","1"
"10 Completely satisfied","1991","inadequately","","","","","10"
"10 Completely satisfied","1991","general elemantary","","","","","10"
"10 Completely satisfied","1991","in school","","","","","10"
"10 Completely satisfied","1991","middle vocational","","","","","10"
"10 Completely satisfied","1991","vocational + Abi","","","","","10"
"10 Completely satisfied","1991","higher vocational","","","","","10"
"10 Completely satisfied","1991","higher education","","","","","10"
"2 on Scale 1 to 10","1991","in school","","","","","2"
"2 on Scale 1 to 10","1991","inadequately","","","","","2"
"2 on Scale 1 to 10","1991","general elemantary","","","","","2"
"2 on Scale 1 to 10","1991","middle vocational","","","","","2"
"2 on Scale 1 to 10","1991","vocational + Abi","","","","","2"
"2 on Scale 1 to 10","1991","higher vocational","","","","","2"
"2 on Scale 1 to 10","1991","higher education","","","","","2"
"3 on Scale 1 to 10","1991","vocational + Abi","","","","","3"
"3 on Scale 1 to 10","1991","higher vocational","","","","","3"
"3 on Scale 1 to 10","1991","higher education","","","","","3"
"3 on Scale 1 to 10","1991","in school","","","","","3"
"3 on Scale 1 to 10","1991","inadequately","","","","","3"
"3 on Scale 1 to 10","1991","general elemantary","","","","","3"
"3 on Scale 1 to 10","1991","middle vocational","","","","","3"
"4 on Scale 1 to 10","1991","in school","","","","","4"
"4 on Scale 1 to 10","1991","inadequately","","","","","4"
"4 on Scale 1 to 10","1991","vocational + Abi","","","","","4"
"4 on Scale 1 to 10","1991","middle vocational","","","","","4"
"4 on Scale 1 to 10","1991","general elemantary","","","","","4"
"4 on Scale 1 to 10","1991","higher vocational","","","","","4"
"4 on Scale 1 to 10","1991","higher education","","","","","4"
"5 on Scale 1 to 10","1991","in school","","","","","5"
"5 on Scale 1 to 10","1991","inadequately","","","","","5"
"5 on Scale 1 to 10","1991","general elemantary","","","","","5"
"5 on Scale 1 to 10","1991","middle vocational","","","","","5"
"5 on Scale 1 to 10","1991","vocational + Abi","","","","","5"
"5 on Scale 1 to 10","1991","higher vocational","","","","","5"
"5 on Scale 1 to 10","1991","higher education","","","","","5"
"6 on Scale 1 to 10","1991","vocational + Abi","","","","","6"
"6 on Scale 1 to 10","1991","higher vocational","","","","","6"
"6 on Scale 1 to 10","1991","higher education","","","","","6"
"6 on Scale 1 to 10","1991","middle vocational","","","","","6"
"6 on Scale 1 to 10","1991","general elemantary","","","","","6"
"6 on Scale 1 to 10","1991","inadequately","","","","","6"
"6 on Scale 1 to 10","1991","in school","","","","","6"
"7 on Scale 1 to 10","1991","in school","","","","","7"
"7 on Scale 1 to 10","1991","inadequately","","","","","7"
"7 on Scale 1 to 10","1991","general elemantary","","","","","7"
"7 on Scale 1 to 10","1991","middle vocational","","","","","7"
"7 on Scale 1 to 10","1991","vocational + Abi","","","","","7"
"7 on Scale 1 to 10","1991","higher vocational","","","","","7"
"7 on Scale 1 to 10","1991","higher education","","","","","7"
"8 on Scale 1 to 10","1991","inadequately","","","","","8"
"8 on Scale 1 to 10","1991","in school","","","","","8"
"8 on Scale 1 to 10","1991","vocational + Abi","","","","","8"
"8 on Scale 1 to 10","1991","general elemantary","","","","","8"
"8 on Scale 1 to 10","1991","middle vocational","","","","","8"
"8 on Scale 1 to 10","1991","higher vocational","","","","","8"
"8 on Scale 1 to 10","1991","higher education","","","","","8"
"9 on Scale 1 to 10","1991","in school","","","","","9"
"9 on Scale 1 to 10","1991","inadequately","","","","","9"
"9 on Scale 1 to 10","1991","general elemantary","","","","","9"
"9 on Scale 1 to 10","1991","middle vocational","","","","","9"
"9 on Scale 1 to 10","1991","vocational + Abi","","","","","9"
"9 on Scale 1 to 10","1991","higher vocational","","","","","9"
"9 on Scale 1 to 10","1991","higher education","","","","","9"
"0 Completely dissatisfied","1992","general elemantary","","","","","0"
"0 Completely dissatisfied","1992","middle vocational","","","","","0"
"0 Completely dissatisfied","1992","vocational + Abi","","","","","0"
"0 Completely dissatisfied","1992","higher vocational","","","","","0"
"0 Completely dissatisfied","1992","higher education","","","","","0"
"0 Completely dissatisfied","1992","in school","","","","","0"
"0 Completely dissatisfied","1992","inadequately","","","","","0"
"1 on Scale 1 to 10","1992","vocational + Abi","","","","","1"
"1 on Scale 1 to 10","1992","higher vocational","","","","","1"
"1 on Scale 1 to 10","1992","higher education","","","","","1"
"1 on Scale 1 to 10","1992","middle vocational","","","","","1"
"1 on Scale 1 to 10","1992","in school","","","","","1"
"1 on Scale 1 to 10","1992","inadequately","","","","","1"
"1 on Scale 1 to 10","1992","general elemantary","","","","","1"
"10 Completely satisfied","1992","general elemantary","","","","","10"
"10 Completely satisfied","1992","in school","","","","","10"
"10 Completely satisfied","1992","inadequately","","","","","10"
"10 Completely satisfied","1992","middle vocational","","","","","10"
"10 Completely satisfied","1992","vocational + Abi","","","","","10"
"10 Completely satisfied","1992","higher vocational","","","","","10"
"10 Completely satisfied","1992","higher education","","","","","10"
"2 on Scale 1 to 10","1992","in school","","","","","2"
"2 on Scale 1 to 10","1992","inadequately","","","","","2"
"2 on Scale 1 to 10","1992","general elemantary","","","","","2"
"2 on Scale 1 to 10","1992","middle vocational","","","","","2"
"2 on Scale 1 to 10","1992","vocational + Abi","","","","","2"
"2 on Scale 1 to 10","1992","higher vocational","","","","","2"
"2 on Scale 1 to 10","1992","higher education","","","","","2"
"3 on Scale 1 to 10","1992","vocational + Abi","","","","","3"
"3 on Scale 1 to 10","1992","higher vocational","","","","","3"
"3 on Scale 1 to 10","1992","higher education","","","","","3"
"3 on Scale 1 to 10","1992","general elemantary","","","","","3"
"3 on Scale 1 to 10","1992","middle vocational","","","","","3"
"3 on Scale 1 to 10","1992","in school","","","","","3"
"3 on Scale 1 to 10","1992","inadequately","","","","","3"
"4 on Scale 1 to 10","1992","middle vocational","","","","","4"
"4 on Scale 1 to 10","1992","vocational + Abi","","","","","4"
"4 on Scale 1 to 10","1992","higher vocational","","","","","4"
"4 on Scale 1 to 10","1992","higher education","","","","","4"
"4 on Scale 1 to 10","1992","in school","","","","","4"
"4 on Scale 1 to 10","1992","inadequately","","","","","4"
"4 on Scale 1 to 10","1992","general elemantary","","","","","4"
"5 on Scale 1 to 10","1992","general elemantary","","","","","5"
"5 on Scale 1 to 10","1992","middle vocational","","","","","5"
"5 on Scale 1 to 10","1992","vocational + Abi","","","","","5"
"5 on Scale 1 to 10","1992","higher vocational","","","","","5"
"5 on Scale 1 to 10","1992","higher education","","","","","5"
"5 on Scale 1 to 10","1992","in school","","","","","5"
"5 on Scale 1 to 10","1992","inadequately","","","","","5"
"6 on Scale 1 to 10","1992","vocational + Abi","","","","","6"
"6 on Scale 1 to 10","1992","higher vocational","","","","","6"
"6 on Scale 1 to 10","1992","higher education","","","","","6"
"6 on Scale 1 to 10","1992","general elemantary","","","","","6"
"6 on Scale 1 to 10","1992","inadequately","","","","","6"
"6 on Scale 1 to 10","1992","middle vocational","","","","","6"
"6 on Scale 1 to 10","1992","in school","","","","","6"
"7 on Scale 1 to 10","1992","middle vocational","","","","","7"
"7 on Scale 1 to 10","1992","vocational + Abi","","","","","7"
"7 on Scale 1 to 10","1992","higher vocational","","","","","7"
"7 on Scale 1 to 10","1992","higher education","","","","","7"
"7 on Scale 1 to 10","1992","in school","","","","","7"
"7 on Scale 1 to 10","1992","inadequately","","","","","7"
"7 on Scale 1 to 10","1992","general elemantary","","","","","7"
"8 on Scale 1 to 10","1992","in school","","","","","8"
"8 on Scale 1 to 10","1992","inadequately","","","","","8"
"8 on Scale 1 to 10","1992","general elemantary","","","","","8"
"8 on Scale 1 to 10","1992","middle vocational","","","","","8"
"8 on Scale 1 to 10","1992","vocational + Abi","","","","","8"
"8 on Scale 1 to 10","1992","higher vocational","","","","","8"
"8 on Scale 1 to 10","1992","higher education","","","","","8"
"9 on Scale 1 to 10","1992","in school","","","","","9"
"9 on Scale 1 to 10","1992","middle vocational","","","","","9"
"9 on Scale 1 to 10","1992","vocational + Abi","","","","","9"
"9 on Scale 1 to 10","1992","inadequately","","","","","9"
"9 on Scale 1 to 10","1992","general elemantary","","","","","9"
"9 on Scale 1 to 10","1992","higher vocational","","","","","9"
"9 on Scale 1 to 10","1992","higher education","","","","","9"
"0 Completely dissatisfied","1993","general elemantary","","","","","0"
"0 Completely dissatisfied","1993","middle vocational","","","","","0"
"0 Completely dissatisfied","1993","vocational + Abi","","","","","0"
"0 Completely dissatisfied","1993","higher vocational","","","","","0"
"0 Completely dissatisfied","1993","higher education","","","","","0"
"0 Completely dissatisfied","1993","in school","","","","","0"
"0 Completely dissatisfied","1993","inadequately","","","","","0"
"1 on Scale 1 to 10","1993","vocational + Abi","","","","","1"
"1 on Scale 1 to 10","1993","higher vocational","","","","","1"
"1 on Scale 1 to 10","1993","higher education","","","","","1"
"1 on Scale 1 to 10","1993","in school","","","","","1"
"1 on Scale 1 to 10","1993","general elemantary","","","","","1"
"1 on Scale 1 to 10","1993","inadequately","","","","","1"
"1 on Scale 1 to 10","1993","middle vocational","","","","","1"
"10 Completely satisfied","1993","general elemantary","","","","","10"
"10 Completely satisfied","1993","vocational + Abi","","","","","10"
"10 Completely satisfied","1993","middle vocational","","","","","10"
"10 Completely satisfied","1993","in school","","","","","10"
"10 Completely satisfied","1993","inadequately","","","","","10"
"10 Completely satisfied","1993","higher vocational","","","","","10"
"10 Completely satisfied","1993","higher education","","","","","10"
"2 on Scale 1 to 10","1993","general elemantary","","","","","2"
"2 on Scale 1 to 10","1993","middle vocational","","","","","2"
"2 on Scale 1 to 10","1993","vocational + Abi","","","","","2"
"2 on Scale 1 to 10","1993","higher vocational","","","","","2"
"2 on Scale 1 to 10","1993","higher education","","","","","2"
"2 on Scale 1 to 10","1993","in school","","","","","2"
"2 on Scale 1 to 10","1993","inadequately","","","","","2"
"3 on Scale 1 to 10","1993","higher vocational","","","","","3"
"3 on Scale 1 to 10","1993","higher education","","","","","3"
"3 on Scale 1 to 10","1993","vocational + Abi","","","","","3"
"3 on Scale 1 to 10","1993","inadequately","","","","","3"
"3 on Scale 1 to 10","1993","general elemantary","","","","","3"
"3 on Scale 1 to 10","1993","middle vocational","","","","","3"
"3 on Scale 1 to 10","1993","in school","","","","","3"
"4 on Scale 1 to 10","1993","in school","","","","","4"
"4 on Scale 1 to 10","1993","inadequately","","","","","4"
"4 on Scale 1 to 10","1993","general elemantary","","","","","4"
"4 on Scale 1 to 10","1993","middle vocational","","","","","4"
"4 on Scale 1 to 10","1993","vocational + Abi","","","","","4"
"4 on Scale 1 to 10","1993","higher vocational","","","","","4"
"4 on Scale 1 to 10","1993","higher education","","","","","4"
"5 on Scale 1 to 10","1993","inadequately","","","","","5"
"5 on Scale 1 to 10","1993","general elemantary","","","","","5"
"5 on Scale 1 to 10","1993","middle vocational","","","","","5"
"5 on Scale 1 to 10","1993","vocational + Abi","","","","","5"
"5 on Scale 1 to 10","1993","higher vocational","","","","","5"
"5 on Scale 1 to 10","1993","higher education","","","","","5"
"5 on Scale 1 to 10","1993","in school","","","","","5"
"6 on Scale 1 to 10","1993","vocational + Abi","","","","","6"
"6 on Scale 1 to 10","1993","higher vocational","","","","","6"
"6 on Scale 1 to 10","1993","higher education","","","","","6"
"6 on Scale 1 to 10","1993","middle vocational","","","","","6"
"6 on Scale 1 to 10","1993","general elemantary","","","","","6"
"6 on Scale 1 to 10","1993","inadequately","","","","","6"
"6 on Scale 1 to 10","1993","in school","","","","","6"
"7 on Scale 1 to 10","1993","in school","","","","","7"
"7 on Scale 1 to 10","1993","inadequately","","","","","7"
"7 on Scale 1 to 10","1993","general elemantary","","","","","7"
"7 on Scale 1 to 10","1993","middle vocational","","","","","7"
"7 on Scale 1 to 10","1993","vocational + Abi","","","","","7"
"7 on Scale 1 to 10","1993","higher vocational","","","","","7"
"7 on Scale 1 to 10","1993","higher education","","","","","7"
"8 on Scale 1 to 10","1993","vocational + Abi","","","","","8"
"8 on Scale 1 to 10","1993","general elemantary","","","","","8"
"8 on Scale 1 to 10","1993","middle vocational","","","","","8"
"8 on Scale 1 to 10","1993","in school","","","","","8"
"8 on Scale 1 to 10","1993","inadequately","","","","","8"
"8 on Scale 1 to 10","1993","higher vocational","","","","","8"
"8 on Scale 1 to 10","1993","higher education","","","","","8"
"9 on Scale 1 to 10","1993","middle vocational","","","","","9"
"9 on Scale 1 to 10","1993","vocational + Abi","","","","","9"
"9 on Scale 1 to 10","1993","in school","","","","","9"
"9 on Scale 1 to 10","1993","inadequately","","","","","9"
"9 on Scale 1 to 10","1993","general elemantary","","","","","9"
"9 on Scale 1 to 10","1993","higher vocational","","","","","9"
"9 on Scale 1 to 10","1993","higher education","","","","","9"
"0 Completely dissatisfied","1994","vocational + Abi","","","","","0"
"0 Completely dissatisfied","1994","higher vocational","","","","","0"
"0 Completely dissatisfied","1994","higher education","","","","","0"
"0 Completely dissatisfied","1994","general elemantary","","","","","0"
"0 Completely dissatisfied","1994","middle vocational","","","","","0"
"0 Completely dissatisfied","1994","in school","","","","","0"
"0 Completely dissatisfied","1994","inadequately","","","","","0"
"1 on Scale 1 to 10","1994","middle vocational","","","","","1"
"1 on Scale 1 to 10","1994","vocational + Abi","","","","","1"
"1 on Scale 1 to 10","1994","higher vocational","","","","","1"
"1 on Scale 1 to 10","1994","higher education","","","","","1"
"1 on Scale 1 to 10","1994","general elemantary","","","","","1"
"1 on Scale 1 to 10","1994","inadequately","","","","","1"
"1 on Scale 1 to 10","1994","in school","","","","","1"
"10 Completely satisfied","1994","in school","","","","","10"
"10 Completely satisfied","1994","inadequately","","","","","10"
"10 Completely satisfied","1994","general elemantary","","","","","10"
"10 Completely satisfied","1994","middle vocational","","","","","10"
"10 Completely satisfied","1994","vocational + Abi","","","","","10"
"10 Completely satisfied","1994","higher vocational","","","","","10"
"10 Completely satisfied","1994","higher education","","","","","10"
"2 on Scale 1 to 10","1994","general elemantary","","","","","2"
"2 on Scale 1 to 10","1994","middle vocational","","","","","2"
"2 on Scale 1 to 10","1994","vocational + Abi","","","","","2"
"2 on Scale 1 to 10","1994","higher vocational","","","","","2"
"2 on Scale 1 to 10","1994","higher education","","","","","2"
"2 on Scale 1 to 10","1994","in school","","","","","2"
"2 on Scale 1 to 10","1994","inadequately","","","","","2"
"3 on Scale 1 to 10","1994","vocational + Abi","","","","","3"
"3 on Scale 1 to 10","1994","higher vocational","","","","","3"
"3 on Scale 1 to 10","1994","higher education","","","","","3"
"3 on Scale 1 to 10","1994","inadequately","","","","","3"
"3 on Scale 1 to 10","1994","general elemantary","","","","","3"
"3 on Scale 1 to 10","1994","middle vocational","","","","","3"
"3 on Scale 1 to 10","1994","in school","","","","","3"
"4 on Scale 1 to 10","1994","general elemantary","","","","","4"
"4 on Scale 1 to 10","1994","in school","","","","","4"
"4 on Scale 1 to 10","1994","inadequately","","","","","4"
"4 on Scale 1 to 10","1994","middle vocational","","","","","4"
"4 on Scale 1 to 10","1994","vocational + Abi","","","","","4"
"4 on Scale 1 to 10","1994","higher vocational","","","","","4"
"4 on Scale 1 to 10","1994","higher education","","","","","4"
"5 on Scale 1 to 10","1994","inadequately","","","","","5"
"5 on Scale 1 to 10","1994","general elemantary","","","","","5"
"5 on Scale 1 to 10","1994","middle vocational","","","","","5"
"5 on Scale 1 to 10","1994","vocational + Abi","","","","","5"
"5 on Scale 1 to 10","1994","higher vocational","","","","","5"
"5 on Scale 1 to 10","1994","higher education","","","","","5"
"5 on Scale 1 to 10","1994","in school","","","","","5"
"6 on Scale 1 to 10","1994","general elemantary","","","","","6"
"6 on Scale 1 to 10","1994","vocational + Abi","","","","","6"
"6 on Scale 1 to 10","1994","inadequately","","","","","6"
"6 on Scale 1 to 10","1994","higher vocational","","","","","6"
"6 on Scale 1 to 10","1994","higher education","","","","","6"
"6 on Scale 1 to 10","1994","in school","","","","","6"
"6 on Scale 1 to 10","1994","middle vocational","","","","","6"
"7 on Scale 1 to 10","1994","general elemantary","","","","","7"
"7 on Scale 1 to 10","1994","middle vocational","","","","","7"
"7 on Scale 1 to 10","1994","in school","","","","","7"
"7 on Scale 1 to 10","1994","inadequately","","","","","7"
"7 on Scale 1 to 10","1994","higher education","","","","","7"
"7 on Scale 1 to 10","1994","vocational + Abi","","","","","7"
"7 on Scale 1 to 10","1994","higher vocational","","","","","7"
"8 on Scale 1 to 10","1994","general elemantary","","","","","8"
"8 on Scale 1 to 10","1994","middle vocational","","","","","8"
"8 on Scale 1 to 10","1994","vocational + Abi","","","","","8"
"8 on Scale 1 to 10","1994","higher vocational","","","","","8"
"8 on Scale 1 to 10","1994","higher education","","","","","8"
"8 on Scale 1 to 10","1994","in school","","","","","8"
"8 on Scale 1 to 10","1994","inadequately","","","","","8"
"9 on Scale 1 to 10","1994","vocational + Abi","","","","","9"
"9 on Scale 1 to 10","1994","higher vocational","","","","","9"
"9 on Scale 1 to 10","1994","higher education","","","","","9"
"9 on Scale 1 to 10","1994","in school","","","","","9"
"9 on Scale 1 to 10","1994","middle vocational","","","","","9"
"9 on Scale 1 to 10","1994","inadequately","","","","","9"
"9 on Scale 1 to 10","1994","general elemantary","","","","","9"
"0 Completely dissatisfied","1995","in school","","","","","0"
"0 Completely dissatisfied","1995","inadequately","","","","","0"
"0 Completely dissatisfied","1995","general elemantary","","","","","0"
"0 Completely dissatisfied","1995","middle vocational","","","","","0"
"0 Completely dissatisfied","1995","vocational + Abi","","","","","0"
"0 Completely dissatisfied","1995","higher vocational","","","","","0"
"0 Completely dissatisfied","1995","higher education","","","","","0"
"1 on Scale 1 to 10","1995","vocational + Abi","","","","","1"
"1 on Scale 1 to 10","1995","in school","","","","","1"
"1 on Scale 1 to 10","1995","inadequately","","","","","1"
"1 on Scale 1 to 10","1995","general elemantary","","","","","1"
"1 on Scale 1 to 10","1995","middle vocational","","","","","1"
"1 on Scale 1 to 10","1995","higher vocational","","","","","1"
"1 on Scale 1 to 10","1995","higher education","","","","","1"
"10 Completely satisfied","1995","in school","","","","","10"
"10 Completely satisfied","1995","inadequately","","","","","10"
"10 Completely satisfied","1995","general elemantary","","","","","10"
"10 Completely satisfied","1995","middle vocational","","","","","10"
"10 Completely satisfied","1995","vocational + Abi","","","","","10"
"10 Completely satisfied","1995","higher vocational","","","","","10"
"10 Completely satisfied","1995","higher education","","","","","10"
"2 on Scale 1 to 10","1995","in school","","","","","2"
"2 on Scale 1 to 10","1995","inadequately","","","","","2"
"2 on Scale 1 to 10","1995","general elemantary","","","","","2"
"2 on Scale 1 to 10","1995","middle vocational","","","","","2"
"2 on Scale 1 to 10","1995","vocational + Abi","","","","","2"
"2 on Scale 1 to 10","1995","higher vocational","","","","","2"
"2 on Scale 1 to 10","1995","higher education","","","","","2"
"3 on Scale 1 to 10","1995","general elemantary","","","","","3"
"3 on Scale 1 to 10","1995","middle vocational","","","","","3"
"3 on Scale 1 to 10","1995","higher education","","","","","3"
"3 on Scale 1 to 10","1995","vocational + Abi","","","","","3"
"3 on Scale 1 to 10","1995","higher vocational","","","","","3"
"3 on Scale 1 to 10","1995","in school","","","","","3"
"3 on Scale 1 to 10","1995","inadequately","","","","","3"
"4 on Scale 1 to 10","1995","general elemantary","","","","","4"
"4 on Scale 1 to 10","1995","middle vocational","","","","","4"
"4 on Scale 1 to 10","1995","vocational + Abi","","","","","4"
"4 on Scale 1 to 10","1995","higher vocational","","","","","4"
"4 on Scale 1 to 10","1995","higher education","","","","","4"
"4 on Scale 1 to 10","1995","in school","","","","","4"
"4 on Scale 1 to 10","1995","inadequately","","","","","4"
"5 on Scale 1 to 10","1995","general elemantary","","","","","5"
"5 on Scale 1 to 10","1995","middle vocational","","","","","5"
"5 on Scale 1 to 10","1995","vocational + Abi","","","","","5"
"5 on Scale 1 to 10","1995","in school","","","","","5"
"5 on Scale 1 to 10","1995","inadequately","","","","","5"
"5 on Scale 1 to 10","1995","higher vocational","","","","","5"
"5 on Scale 1 to 10","1995","higher education","","","","","5"
"6 on Scale 1 to 10","1995","general elemantary","","","","","6"
"6 on Scale 1 to 10","1995","middle vocational","","","","","6"
"6 on Scale 1 to 10","1995","vocational + Abi","","","","","6"
"6 on Scale 1 to 10","1995","in school","","","","","6"
"6 on Scale 1 to 10","1995","inadequately","","","","","6"
"6 on Scale 1 to 10","1995","higher vocational","","","","","6"
"6 on Scale 1 to 10","1995","higher education","","","","","6"
"7 on Scale 1 to 10","1995","general elemantary","","","","","7"
"7 on Scale 1 to 10","1995","middle vocational","","","","","7"
"7 on Scale 1 to 10","1995","vocational + Abi","","","","","7"
"7 on Scale 1 to 10","1995","in school","","","","","7"
"7 on Scale 1 to 10","1995","inadequately","","","","","7"
"7 on Scale 1 to 10","1995","higher vocational","","","","","7"
"7 on Scale 1 to 10","1995","higher education","","","","","7"
"8 on Scale 1 to 10","1995","general elemantary","","","","","8"
"8 on Scale 1 to 10","1995","middle vocational","","","","","8"
"8 on Scale 1 to 10","1995","vocational + Abi","","","","","8"
"8 on Scale 1 to 10","1995","higher vocational","","","","","8"
"8 on Scale 1 to 10","1995","higher education","","","","","8"
"8 on Scale 1 to 10","1995","inadequately","","","","","8"
"8 on Scale 1 to 10","1995","in school","","","","","8"
"9 on Scale 1 to 10","1995","vocational + Abi","","","","","9"
"9 on Scale 1 to 10","1995","inadequately","","","","","9"
"9 on Scale 1 to 10","1995","general elemantary","","","","","9"
"9 on Scale 1 to 10","1995","higher vocational","","","","","9"
"9 on Scale 1 to 10","1995","higher education","","","","","9"
"9 on Scale 1 to 10","1995","in school","","","","","9"
"9 on Scale 1 to 10","1995","middle vocational","","","","","9"
"0 Completely dissatisfied","1996","in school","","","","","0"
"0 Completely dissatisfied","1996","inadequately","","","","","0"
"0 Completely dissatisfied","1996","general elemantary","","","","","0"
"0 Completely dissatisfied","1996","middle vocational","","","","","0"
"0 Completely dissatisfied","1996","vocational + Abi","","","","","0"
