"plj0047","year","regtyp","sex","n","percent","lower_confidence","upper_confidence"
"Some worries","2017","Urban Area","Female","4501","0.443924352344149","0.434581174312213","0.453267530376086"
"Some worries","2017","Urban Area","Male","4295","0.475633940896343","0.46595405722343","0.485313824569255"
"Big worries","2018","Rural Area","Female","1747","0.366328018429064","0.353317562119133","0.379338474738995"
"Big worries","2018","Rural Area","Male","1275","0.275623040092354","0.263082628618724","0.288163451565985"
"Big worries","2018","Urban Area","Female","3475","0.376272816602801","0.366895655649136","0.385649977556466"
"Big worries","2018","Urban Area","Male","2553","0.305714636603372","0.296456165168175","0.314973108038568"
"No worries","2018","Rural Area","Female","947","0.131980353436495","0.122840386411348","0.141120320461643"
"No worries","2018","Rural Area","Male","1252","0.198149913841336","0.18696287239083","0.209336955291843"
"No worries","2018","Urban Area","Female","1767","0.106829697506442","0.100850598443767","0.112808796569117"
"No worries","2018","Urban Area","Male","2485","0.166612460073224","0.159124053597703","0.174100866548744"
"Some worries","2018","Rural Area","Female","2574","0.501691628134441","0.488189795302132","0.515193460966749"
"Some worries","2018","Rural Area","Male","2350","0.526227046066309","0.512213648984751","0.540240443147867"
"Some worries","2018","Urban Area","Female","5011","0.516897485890757","0.507224858213611","0.526570113567904"
"Some worries","2018","Urban Area","Male","4474","0.527672903323404","0.517640245568885","0.537705561077924"
"Big worries","2019","Rural Area","Female","1816","0.380155081379013","0.36670004081376","0.393610121944267"
"Big worries","2019","Rural Area","Male","1454","0.315253835669708","0.302184651812861","0.328323019526554"
"Big worries","2019","Urban Area","Female","3510","0.407924559875724","0.397870791947679","0.417978327803769"
"Big worries","2019","Urban Area","Male","2674","0.335282229257501","0.325455519248868","0.345108939266135"
"No worries","2019","Rural Area","Female","739","0.105251303050417","0.0967452641059167","0.113757341994917"
"No worries","2019","Rural Area","Male","1104","0.186102467465322","0.175154981288657","0.197049953641988"
"No worries","2019","Urban Area","Female","1520","0.102638689205077","0.0964301471789941","0.108847231231159"
"No worries","2019","Urban Area","Male","2241","0.160558871990022","0.152917057275986","0.168200686704058"
"Some worries","2019","Rural Area","Female","2445","0.51459361557057","0.500740481803801","0.528446749337339"
"Some worries","2019","Rural Area","Male","2297","0.49864369686497","0.484579275137995","0.512708118591945"
"Some worries","2019","Urban Area","Female","4149","0.4894367509192","0.479210334582508","0.499663167255891"
"Some worries","2019","Urban Area","Male","3951","0.504158898752477","0.493751571573332","0.514566225931621"
