"plj0047","year","bula_h","education","n","percent","lower_confidence","upper_confidence"
"Big worries","1992","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"Big worries","1992","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Big worries","1992","Mecklenburg-Western Pomerania","Other degree","","","",""
"Big worries","1992","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Big worries","1992","Saxony","lower secondary degree","","","",""
"Big worries","1992","Saxony","secondary school degree","","","",""
"Big worries","1992","Saxony","college entrance qualification","","","",""
"Big worries","1992","Saxony","Other degree","","","",""
"Big worries","1992","Saxony","no degree/no degree yet","","","",""
"Big worries","1992","Saxony-Anhalt","lower secondary degree","","","",""
"Big worries","1992","Saxony-Anhalt","secondary school degree","","","",""
"Big worries","1992","Saxony-Anhalt","college entrance qualification","","","",""
"Big worries","1992","Saxony-Anhalt","Other degree","","","",""
"Big worries","1992","Saxony-Anhalt","no degree/no degree yet","","","",""
"Big worries","1992","Thuringia","lower secondary degree","","","",""
"Big worries","1992","Thuringia","secondary school degree","","","",""
"Big worries","1992","Thuringia","college entrance qualification","","","",""
"Big worries","1992","Thuringia","Other degree","","","",""
"Big worries","1992","Thuringia","no degree/no degree yet","","","",""
"Some worries","1992","Schleswig-Holstein","lower secondary degree","","","",""
"Some worries","1992","Schleswig-Holstein","secondary school degree","","","",""
"Some worries","1992","Schleswig-Holstein","college entrance qualification","","","",""
"Some worries","1992","Schleswig-Holstein","Other degree","","","",""
"Some worries","1992","Schleswig-Holstein","no degree/no degree yet","","","",""
"Some worries","1992","Hamburg","lower secondary degree","","","",""
"Some worries","1992","Hamburg","secondary school degree","","","",""
"Some worries","1992","Hamburg","college entrance qualification","","","",""
"Some worries","1992","Hamburg","Other degree","","","",""
"Some worries","1992","Hamburg","no degree/no degree yet","","","",""
"Some worries","1992","Lower Saxony","lower secondary degree","","","",""
"Some worries","1992","Lower Saxony","secondary school degree","","","",""
"Some worries","1992","Lower Saxony","college entrance qualification","","","",""
"Some worries","1992","Lower Saxony","Other degree","","","",""
"Some worries","1992","Lower Saxony","no degree/no degree yet","","","",""
"Some worries","1992","Bremen","lower secondary degree","","","",""
"Some worries","1992","Bremen","secondary school degree","","","",""
"Some worries","1992","Bremen","college entrance qualification","","","",""
"Some worries","1992","Bremen","Other degree","","","",""
"Some worries","1992","Bremen","no degree/no degree yet","","","",""
"Some worries","1992","North Rhine-Westphalia","lower secondary degree","38","0.285284059553542","0.203811272241436","0.366756846865649"
"Some worries","1992","North Rhine-Westphalia","secondary school degree","","","",""
"Some worries","1992","North Rhine-Westphalia","college entrance qualification","","","",""
"Some worries","1992","North Rhine-Westphalia","Other degree","96","0.402296974180605","0.338507169455181","0.466086778906028"
"Some worries","1992","North Rhine-Westphalia","no degree/no degree yet","73","0.36891270309978","0.29861917722963","0.43920622896993"
"Some worries","1992","Hesse","lower secondary degree","","","",""
"Some worries","1992","Hesse","secondary school degree","","","",""
"Some worries","1992","Hesse","college entrance qualification","","","",""
"Some worries","1992","Hesse","Other degree","66","0.49022276962229","0.400780167736096","0.579665371508484"
"Some worries","1992","Hesse","no degree/no degree yet","32","0.333431159418663","0.232008582626247","0.43485373621108"
"Some worries","1992","Rhineland-Palatinate,Saarland","lower secondary degree","","","",""
"Some worries","1992","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"Some worries","1992","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"Some worries","1992","Rhineland-Palatinate,Saarland","Other degree","","","",""
"Some worries","1992","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"Some worries","1992","Baden-Württemberg","lower secondary degree","55","0.371947736253742","0.290113592169553","0.453781880337931"
"Some worries","1992","Baden-Württemberg","secondary school degree","","","",""
"Some worries","1992","Baden-Württemberg","college entrance qualification","","","",""
"Some worries","1992","Baden-Württemberg","Other degree","107","0.365723349126258","0.306139722084554","0.425306976167963"
"Some worries","1992","Baden-Württemberg","no degree/no degree yet","72","0.377155436023588","0.306350772463635","0.447960099583541"
"Some worries","1992","Bavaria","lower secondary degree","35","0.527878589982759","0.406515874712055","0.649241305253463"
"Some worries","1992","Bavaria","secondary school degree","","","",""
"Some worries","1992","Bavaria","college entrance qualification","","","",""
"Some worries","1992","Bavaria","Other degree","70","0.439624616187339","0.358837033088307","0.520412199286371"
"Some worries","1992","Bavaria","no degree/no degree yet","35","0.489182071711573","0.371233719677999","0.607130423745146"
"Some worries","1992","Berlin","lower secondary degree","","","",""
"Some worries","1992","Berlin","secondary school degree","","","",""
"Some worries","1992","Berlin","college entrance qualification","","","",""
"Some worries","1992","Berlin","Other degree","","","",""
"Some worries","1992","Berlin","no degree/no degree yet","","","",""
"Some worries","1992","Brandenburg","lower secondary degree","","","",""
"Some worries","1992","Brandenburg","secondary school degree","","","",""
"Some worries","1992","Brandenburg","college entrance qualification","","","",""
"Some worries","1992","Brandenburg","Other degree","","","",""
"Some worries","1992","Brandenburg","no degree/no degree yet","","","",""
"Some worries","1992","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"Some worries","1992","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"Some worries","1992","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Some worries","1992","Mecklenburg-Western Pomerania","Other degree","","","",""
"Some worries","1992","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Some worries","1992","Saxony","lower secondary degree","","","",""
"Some worries","1992","Saxony","secondary school degree","","","",""
"Some worries","1992","Saxony","college entrance qualification","","","",""
"Some worries","1992","Saxony","Other degree","","","",""
"Some worries","1992","Saxony","no degree/no degree yet","","","",""
"Some worries","1992","Saxony-Anhalt","lower secondary degree","","","",""
"Some worries","1992","Saxony-Anhalt","secondary school degree","","","",""
"Some worries","1992","Saxony-Anhalt","college entrance qualification","","","",""
"Some worries","1992","Saxony-Anhalt","Other degree","","","",""
"Some worries","1992","Saxony-Anhalt","no degree/no degree yet","","","",""
"Some worries","1992","Thuringia","lower secondary degree","","","",""
"Some worries","1992","Thuringia","secondary school degree","","","",""
"Some worries","1992","Thuringia","college entrance qualification","","","",""
"Some worries","1992","Thuringia","Other degree","","","",""
"Some worries","1992","Thuringia","no degree/no degree yet","","","",""
"No worries","1992","Schleswig-Holstein","lower secondary degree","","","",""
"No worries","1992","Schleswig-Holstein","secondary school degree","","","",""
"No worries","1992","Schleswig-Holstein","college entrance qualification","","","",""
"No worries","1992","Schleswig-Holstein","Other degree","","","",""
"No worries","1992","Schleswig-Holstein","no degree/no degree yet","","","",""
"No worries","1992","Hamburg","lower secondary degree","","","",""
"No worries","1992","Hamburg","secondary school degree","","","",""
"No worries","1992","Hamburg","college entrance qualification","","","",""
"No worries","1992","Hamburg","Other degree","","","",""
"No worries","1992","Hamburg","no degree/no degree yet","","","",""
"No worries","1992","Lower Saxony","lower secondary degree","","","",""
"No worries","1992","Lower Saxony","secondary school degree","","","",""
"No worries","1992","Lower Saxony","college entrance qualification","","","",""
"No worries","1992","Lower Saxony","Other degree","","","",""
"No worries","1992","Lower Saxony","no degree/no degree yet","","","",""
"No worries","1992","Bremen","lower secondary degree","","","",""
"No worries","1992","Bremen","secondary school degree","","","",""
"No worries","1992","Bremen","college entrance qualification","","","",""
"No worries","1992","Bremen","Other degree","","","",""
"No worries","1992","Bremen","no degree/no degree yet","","","",""
"No worries","1992","North Rhine-Westphalia","lower secondary degree","","","",""
"No worries","1992","North Rhine-Westphalia","secondary school degree","","","",""
"No worries","1992","North Rhine-Westphalia","college entrance qualification","","","",""
"No worries","1992","North Rhine-Westphalia","Other degree","42","0.173003507506471","0.123797916743655","0.222209098269287"
"No worries","1992","North Rhine-Westphalia","no degree/no degree yet","","","",""
"No worries","1992","Hesse","lower secondary degree","","","",""
"No worries","1992","Hesse","secondary school degree","","","",""
"No worries","1992","Hesse","college entrance qualification","","","",""
"No worries","1992","Hesse","Other degree","34","0.345421181337116","0.26034403300044","0.430498329673791"
"No worries","1992","Hesse","no degree/no degree yet","35","0.416541346633372","0.310483416782904","0.52259927648384"
"No worries","1992","Rhineland-Palatinate,Saarland","lower secondary degree","","","",""
"No worries","1992","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"No worries","1992","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"No worries","1992","Rhineland-Palatinate,Saarland","Other degree","","","",""
"No worries","1992","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"No worries","1992","Baden-Württemberg","lower secondary degree","","","",""
"No worries","1992","Baden-Württemberg","secondary school degree","","","",""
"No worries","1992","Baden-Württemberg","college entrance qualification","","","",""
"No worries","1992","Baden-Württemberg","Other degree","49","0.23684922187135","0.184253261788371","0.289445181954329"
"No worries","1992","Baden-Württemberg","no degree/no degree yet","43","0.240359001863022","0.17793577252167","0.302782231204375"
"No worries","1992","Bavaria","lower secondary degree","","","",""
"No worries","1992","Bavaria","secondary school degree","","","",""
"No worries","1992","Bavaria","college entrance qualification","","","",""
"No worries","1992","Bavaria","Other degree","","","",""
"No worries","1992","Bavaria","no degree/no degree yet","","","",""
"No worries","1992","Berlin","lower secondary degree","","","",""
"No worries","1992","Berlin","secondary school degree","","","",""
"No worries","1992","Berlin","college entrance qualification","","","",""
"No worries","1992","Berlin","Other degree","","","",""
"No worries","1992","Berlin","no degree/no degree yet","","","",""
"No worries","1992","Brandenburg","lower secondary degree","","","",""
"No worries","1992","Brandenburg","secondary school degree","","","",""
"No worries","1992","Brandenburg","college entrance qualification","","","",""
"No worries","1992","Brandenburg","Other degree","","","",""
"No worries","1992","Brandenburg","no degree/no degree yet","","","",""
"No worries","1992","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"No worries","1992","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"No worries","1992","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"No worries","1992","Mecklenburg-Western Pomerania","Other degree","","","",""
"No worries","1992","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"No worries","1992","Saxony","lower secondary degree","","","",""
"No worries","1992","Saxony","secondary school degree","","","",""
"No worries","1992","Saxony","college entrance qualification","","","",""
"No worries","1992","Saxony","Other degree","","","",""
"No worries","1992","Saxony","no degree/no degree yet","","","",""
"No worries","1992","Saxony-Anhalt","lower secondary degree","","","",""
"No worries","1992","Saxony-Anhalt","secondary school degree","","","",""
"No worries","1992","Saxony-Anhalt","college entrance qualification","","","",""
"No worries","1992","Saxony-Anhalt","Other degree","","","",""
"No worries","1992","Saxony-Anhalt","no degree/no degree yet","","","",""
"No worries","1992","Thuringia","lower secondary degree","","","",""
"No worries","1992","Thuringia","secondary school degree","","","",""
"No worries","1992","Thuringia","college entrance qualification","","","",""
"No worries","1992","Thuringia","Other degree","","","",""
"No worries","1992","Thuringia","no degree/no degree yet","","","",""
"Big worries","1993","Schleswig-Holstein","lower secondary degree","","","",""
"Big worries","1993","Schleswig-Holstein","secondary school degree","","","",""
"Big worries","1993","Schleswig-Holstein","college entrance qualification","","","",""
"Big worries","1993","Schleswig-Holstein","Other degree","","","",""
"Big worries","1993","Schleswig-Holstein","no degree/no degree yet","","","",""
"Big worries","1993","Hamburg","lower secondary degree","","","",""
"Big worries","1993","Hamburg","secondary school degree","","","",""
"Big worries","1993","Hamburg","college entrance qualification","","","",""
"Big worries","1993","Hamburg","Other degree","","","",""
"Big worries","1993","Hamburg","no degree/no degree yet","","","",""
"Big worries","1993","Lower Saxony","lower secondary degree","","","",""
"Big worries","1993","Lower Saxony","secondary school degree","","","",""
"Big worries","1993","Lower Saxony","college entrance qualification","","","",""
"Big worries","1993","Lower Saxony","Other degree","","","",""
"Big worries","1993","Lower Saxony","no degree/no degree yet","","","",""
"Big worries","1993","Bremen","lower secondary degree","","","",""
"Big worries","1993","Bremen","secondary school degree","","","",""
"Big worries","1993","Bremen","college entrance qualification","","","",""
"Big worries","1993","Bremen","Other degree","","","",""
"Big worries","1993","Bremen","no degree/no degree yet","","","",""
"Big worries","1993","North Rhine-Westphalia","lower secondary degree","72","0.711358079980501","0.626291557572423","0.796424602388579"
"Big worries","1993","North Rhine-Westphalia","secondary school degree","","","",""
"Big worries","1993","North Rhine-Westphalia","college entrance qualification","","","",""
"Big worries","1993","North Rhine-Westphalia","Other degree","104","0.491923070098749","0.427172487133436","0.556673653064063"
"Big worries","1993","North Rhine-Westphalia","no degree/no degree yet","99","0.603484113207676","0.53037911266915","0.676589113746202"
"Big worries","1993","Hesse","lower secondary degree","","","",""
"Big worries","1993","Hesse","secondary school degree","","","",""
"Big worries","1993","Hesse","college entrance qualification","","","",""
"Big worries","1993","Hesse","Other degree","","","",""
"Big worries","1993","Hesse","no degree/no degree yet","","","",""
"Big worries","1993","Rhineland-Palatinate,Saarland","lower secondary degree","","","",""
"Big worries","1993","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"Big worries","1993","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"Big worries","1993","Rhineland-Palatinate,Saarland","Other degree","","","",""
"Big worries","1993","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"Big worries","1993","Baden-Württemberg","lower secondary degree","62","0.469843552987732","0.387755004133404","0.551932101842059"
"Big worries","1993","Baden-Württemberg","secondary school degree","","","",""
"Big worries","1993","Baden-Württemberg","college entrance qualification","","","",""
"Big worries","1993","Baden-Württemberg","Other degree","107","0.376926932971954","0.315869508236541","0.437984357707366"
"Big worries","1993","Baden-Württemberg","no degree/no degree yet","91","0.464520131926983","0.394875311625103","0.534164952228863"
"Big worries","1993","Bavaria","lower secondary degree","","","",""
"Big worries","1993","Bavaria","secondary school degree","","","",""
"Big worries","1993","Bavaria","college entrance qualification","","","",""
"Big worries","1993","Bavaria","Other degree","66","0.620218955120847","0.536790236200416","0.703647674041278"
"Big worries","1993","Bavaria","no degree/no degree yet","30","0.466304674908336","0.345029196435549","0.587580153381124"
"Big worries","1993","Berlin","lower secondary degree","","","",""
"Big worries","1993","Berlin","secondary school degree","","","",""
"Big worries","1993","Berlin","college entrance qualification","","","",""
"Big worries","1993","Berlin","Other degree","","","",""
"Big worries","1993","Berlin","no degree/no degree yet","","","",""
"Big worries","1993","Brandenburg","lower secondary degree","","","",""
"Big worries","1993","Brandenburg","secondary school degree","","","",""
"Big worries","1993","Brandenburg","college entrance qualification","","","",""
"Big worries","1993","Brandenburg","Other degree","","","",""
"Big worries","1993","Brandenburg","no degree/no degree yet","","","",""
"Big worries","1993","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"Big worries","1993","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"Big worries","1993","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Big worries","1993","Mecklenburg-Western Pomerania","Other degree","","","",""
"Big worries","1993","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Big worries","1993","Saxony","lower secondary degree","","","",""
"Big worries","1993","Saxony","secondary school degree","","","",""
"Big worries","1993","Saxony","college entrance qualification","","","",""
"Big worries","1993","Saxony","Other degree","","","",""
"Big worries","1993","Saxony","no degree/no degree yet","","","",""
"Big worries","1993","Saxony-Anhalt","lower secondary degree","","","",""
"Big worries","1993","Saxony-Anhalt","secondary school degree","","","",""
"Big worries","1993","Saxony-Anhalt","college entrance qualification","","","",""
"Big worries","1993","Saxony-Anhalt","Other degree","","","",""
"Big worries","1993","Saxony-Anhalt","no degree/no degree yet","","","",""
"Big worries","1993","Thuringia","lower secondary degree","","","",""
"Big worries","1993","Thuringia","secondary school degree","","","",""
"Big worries","1993","Thuringia","college entrance qualification","","","",""
"Big worries","1993","Thuringia","Other degree","","","",""
"Big worries","1993","Thuringia","no degree/no degree yet","","","",""
"Some worries","1993","Schleswig-Holstein","lower secondary degree","","","",""
"Some worries","1993","Schleswig-Holstein","secondary school degree","","","",""
"Some worries","1993","Schleswig-Holstein","college entrance qualification","","","",""
"Some worries","1993","Schleswig-Holstein","Other degree","","","",""
"Some worries","1993","Schleswig-Holstein","no degree/no degree yet","","","",""
"Some worries","1993","Hamburg","lower secondary degree","","","",""
"Some worries","1993","Hamburg","secondary school degree","","","",""
"Some worries","1993","Hamburg","college entrance qualification","","","",""
"Some worries","1993","Hamburg","Other degree","","","",""
"Some worries","1993","Hamburg","no degree/no degree yet","","","",""
"Some worries","1993","Lower Saxony","lower secondary degree","","","",""
"Some worries","1993","Lower Saxony","secondary school degree","","","",""
"Some worries","1993","Lower Saxony","college entrance qualification","","","",""
"Some worries","1993","Lower Saxony","Other degree","","","",""
"Some worries","1993","Lower Saxony","no degree/no degree yet","","","",""
"Some worries","1993","Bremen","lower secondary degree","","","",""
"Some worries","1993","Bremen","secondary school degree","","","",""
"Some worries","1993","Bremen","college entrance qualification","","","",""
"Some worries","1993","Bremen","Other degree","","","",""
"Some worries","1993","Bremen","no degree/no degree yet","","","",""
"Some worries","1993","North Rhine-Westphalia","lower secondary degree","32","0.237210433995601","0.157355067354456","0.317065800636746"
"Some worries","1993","North Rhine-Westphalia","secondary school degree","","","",""
"Some worries","1993","North Rhine-Westphalia","college entrance qualification","","","",""
"Some worries","1993","North Rhine-Westphalia","Other degree","104","0.422491043690338","0.358514840076544","0.486467247304132"
"Some worries","1993","North Rhine-Westphalia","no degree/no degree yet","56","0.331522208462534","0.261169038151563","0.401875378773506"
"Some worries","1993","Hesse","lower secondary degree","","","",""
"Some worries","1993","Hesse","secondary school degree","","","",""
"Some worries","1993","Hesse","college entrance qualification","","","",""
"Some worries","1993","Hesse","Other degree","63","0.530935235253965","0.437249812372977","0.624620658134953"
"Some worries","1993","Hesse","no degree/no degree yet","41","0.446883297789804","0.333607356633781","0.560159238945827"
"Some worries","1993","Rhineland-Palatinate,Saarland","lower secondary degree","","","",""
"Some worries","1993","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"Some worries","1993","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"Some worries","1993","Rhineland-Palatinate,Saarland","Other degree","","","",""
"Some worries","1993","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"Some worries","1993","Baden-Württemberg","lower secondary degree","61","0.43133288544634","0.349873850389611","0.512791920503069"
"Some worries","1993","Baden-Württemberg","secondary school degree","","","",""
"Some worries","1993","Baden-Württemberg","college entrance qualification","","","",""
"Some worries","1993","Baden-Württemberg","Other degree","103","0.476833710279161","0.413905734834021","0.539761685724301"
"Some worries","1993","Baden-Württemberg","no degree/no degree yet","76","0.38890350339156","0.320828009220993","0.456978997562126"
"Some worries","1993","Bavaria","lower secondary degree","","","",""
"Some worries","1993","Bavaria","secondary school degree","","","",""
"Some worries","1993","Bavaria","college entrance qualification","","","",""
"Some worries","1993","Bavaria","Other degree","52","0.316570384521699","0.236613023117702","0.396527745925695"
"Some worries","1993","Bavaria","no degree/no degree yet","","","",""
"Some worries","1993","Berlin","lower secondary degree","","","",""
"Some worries","1993","Berlin","secondary school degree","","","",""
"Some worries","1993","Berlin","college entrance qualification","","","",""
"Some worries","1993","Berlin","Other degree","","","",""
"Some worries","1993","Berlin","no degree/no degree yet","","","",""
"Some worries","1993","Brandenburg","lower secondary degree","","","",""
"Some worries","1993","Brandenburg","secondary school degree","","","",""
"Some worries","1993","Brandenburg","college entrance qualification","","","",""
"Some worries","1993","Brandenburg","Other degree","","","",""
"Some worries","1993","Brandenburg","no degree/no degree yet","","","",""
"Some worries","1993","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"Some worries","1993","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"Some worries","1993","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Some worries","1993","Mecklenburg-Western Pomerania","Other degree","","","",""
"Some worries","1993","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Some worries","1993","Saxony","lower secondary degree","","","",""
"Some worries","1993","Saxony","secondary school degree","","","",""
"Some worries","1993","Saxony","college entrance qualification","","","",""
"Some worries","1993","Saxony","Other degree","","","",""
"Some worries","1993","Saxony","no degree/no degree yet","","","",""
"Some worries","1993","Saxony-Anhalt","lower secondary degree","","","",""
"Some worries","1993","Saxony-Anhalt","secondary school degree","","","",""
"Some worries","1993","Saxony-Anhalt","college entrance qualification","","","",""
"Some worries","1993","Saxony-Anhalt","Other degree","","","",""
"Some worries","1993","Saxony-Anhalt","no degree/no degree yet","","","",""
"Some worries","1993","Thuringia","lower secondary degree","","","",""
"Some worries","1993","Thuringia","secondary school degree","","","",""
"Some worries","1993","Thuringia","college entrance qualification","","","",""
"Some worries","1993","Thuringia","Other degree","","","",""
"Some worries","1993","Thuringia","no degree/no degree yet","","","",""
"No worries","1993","Schleswig-Holstein","lower secondary degree","","","",""
"No worries","1993","Schleswig-Holstein","secondary school degree","","","",""
"No worries","1993","Schleswig-Holstein","college entrance qualification","","","",""
"No worries","1993","Schleswig-Holstein","Other degree","","","",""
"No worries","1993","Schleswig-Holstein","no degree/no degree yet","","","",""
"No worries","1993","Hamburg","lower secondary degree","","","",""
"No worries","1993","Hamburg","secondary school degree","","","",""
"No worries","1993","Hamburg","college entrance qualification","","","",""
"No worries","1993","Hamburg","Other degree","","","",""
"No worries","1993","Hamburg","no degree/no degree yet","","","",""
"No worries","1993","Lower Saxony","lower secondary degree","","","",""
"No worries","1993","Lower Saxony","secondary school degree","","","",""
"No worries","1993","Lower Saxony","college entrance qualification","","","",""
"No worries","1993","Lower Saxony","Other degree","","","",""
"No worries","1993","Lower Saxony","no degree/no degree yet","","","",""
"No worries","1993","Bremen","lower secondary degree","","","",""
"No worries","1993","Bremen","secondary school degree","","","",""
"No worries","1993","Bremen","college entrance qualification","","","",""
"No worries","1993","Bremen","Other degree","","","",""
"No worries","1993","Bremen","no degree/no degree yet","","","",""
"No worries","1993","North Rhine-Westphalia","lower secondary degree","","","",""
"No worries","1993","North Rhine-Westphalia","secondary school degree","","","",""
"No worries","1993","North Rhine-Westphalia","college entrance qualification","","","",""
"No worries","1993","North Rhine-Westphalia","Other degree","","","",""
"No worries","1993","North Rhine-Westphalia","no degree/no degree yet","","","",""
"No worries","1993","Hesse","lower secondary degree","","","",""
"No worries","1993","Hesse","secondary school degree","","","",""
"No worries","1993","Hesse","college entrance qualification","","","",""
"No worries","1993","Hesse","Other degree","","","",""
"No worries","1993","Hesse","no degree/no degree yet","","","",""
"No worries","1993","Rhineland-Palatinate,Saarland","lower secondary degree","","","",""
"No worries","1993","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"No worries","1993","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"No worries","1993","Rhineland-Palatinate,Saarland","Other degree","","","",""
"No worries","1993","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"No worries","1993","Baden-Württemberg","lower secondary degree","","","",""
"No worries","1993","Baden-Württemberg","secondary school degree","","","",""
"No worries","1993","Baden-Württemberg","college entrance qualification","","","",""
"No worries","1993","Baden-Württemberg","Other degree","32","0.146239356748885","0.101720848075263","0.190757865422508"
"No worries","1993","Baden-Württemberg","no degree/no degree yet","30","0.146576364681458","0.0971874725619852","0.19596525680093"
"No worries","1993","Bavaria","lower secondary degree","","","",""
"No worries","1993","Bavaria","secondary school degree","","","",""
"No worries","1993","Bavaria","college entrance qualification","","","",""
"No worries","1993","Bavaria","Other degree","","","",""
"No worries","1993","Bavaria","no degree/no degree yet","","","",""
"No worries","1993","Berlin","lower secondary degree","","","",""
"No worries","1993","Berlin","secondary school degree","","","",""
"No worries","1993","Berlin","college entrance qualification","","","",""
"No worries","1993","Berlin","Other degree","","","",""
"No worries","1993","Berlin","no degree/no degree yet","","","",""
"No worries","1993","Brandenburg","lower secondary degree","","","",""
"No worries","1993","Brandenburg","secondary school degree","","","",""
"No worries","1993","Brandenburg","college entrance qualification","","","",""
"No worries","1993","Brandenburg","Other degree","","","",""
"No worries","1993","Brandenburg","no degree/no degree yet","","","",""
"No worries","1993","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"No worries","1993","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"No worries","1993","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
