"plj0047","year","pgcasmin","sex","n","percent","lower_confidence","upper_confidence"
"No worries","2017","(3b) higher tertiary education","Female","371","0.0657345882983394","0.0561924327120363","0.0752767438846426"
"Big worries","2018","(0) in school","Male","49","0.314580294346261","0.245782721464791","0.383377867227732"
"Big worries","2018","(0) in school","Female","65","0.386150731947037","0.316182496526188","0.456118967367887"
"Big worries","2018","(1a) inadequately completed","Male","156","0.279977764913897","0.253971374807672","0.305984155020122"
"Big worries","2018","(1a) inadequately completed","Female","183","0.375511873370807","0.34574991231047","0.405273834431144"
"Big worries","2018","(1b) general elementary school","Male","265","0.278347580243871","0.253813948640582","0.30288121184716"
"Big worries","2018","(1b) general elementary school","Female","424","0.339488667861009","0.315173845967358","0.36380348975466"
"Big worries","2018","(1c) basic vocational qualification","Male","836","0.317164388787175","0.299378707430594","0.334950070143755"
"Big worries","2018","(1c) basic vocational qualification","Female","850","0.379227844210828","0.359281440897668","0.399174247523988"
"Big worries","2018","(2b) intermediate general qualification","Male","96","0.341254878817713","0.290099740711625","0.392410016923802"
"Big worries","2018","(2b) intermediate general qualification","Female","177","0.364073349984621","0.321294617338827","0.406852082630415"
"Big worries","2018","(2a) intermediate vocational","Male","693","0.288319288691549","0.269950051652783","0.306688525730315"
"Big worries","2018","(2a) intermediate vocational","Female","1341","0.391936498034159","0.375670063721858","0.408202932346459"
"Big worries","2018","(2c_gen) general maturity certificate","Male","253","0.27243208226643","0.245412922958235","0.299451241574624"
"Big worries","2018","(2c_gen) general maturity certificate","Female","302","0.339986335146132","0.310972488759898","0.369000181532366"
"Big worries","2018","(2c_voc) vocational maturity certificate","Male","338","0.310995377371248","0.283451742242573","0.338539012499924"
"Big worries","2018","(2c_voc) vocational maturity certificate","Female","524","0.376491138115757","0.352401999088246","0.400580277143267"
"Big worries","2018","(3a) lower tertiary education","Male","280","0.274004965497503","0.246687264045174","0.301322666949833"
"Big worries","2018","(3a) lower tertiary education","Female","346","0.359421781256747","0.328957571251268","0.389885991262226"
"Big worries","2018","(3b) higher tertiary education","Male","685","0.29271020038093","0.275146166732658","0.310274234029201"
"Big worries","2018","(3b) higher tertiary education","Female","814","0.377696455506043","0.35858874623478","0.396804164777306"
"Some worries","2018","(0) in school","Male","89","0.501576834469246","0.427497527401226","0.575656141537266"
"Some worries","2018","(0) in school","Female","99","0.51348948346215","0.441659872888975","0.585319094035325"
"Some worries","2018","(1a) inadequately completed","Male","295","0.397528861611915","0.369182468639884","0.425875254583946"
"Some worries","2018","(1a) inadequately completed","Female","290","0.33176096958475","0.30282312502515","0.36069881414435"
"Some worries","2018","(1b) general elementary school","Male","477","0.50873560745372","0.481369830059082","0.536101384848359"
"Some worries","2018","(1b) general elementary school","Female","581","0.485916608896705","0.460253103688","0.51158011410541"
"Some worries","2018","(1c) basic vocational qualification","Male","1314","0.513743468675604","0.49464158933451","0.532845348016697"
"Some worries","2018","(1c) basic vocational qualification","Female","1107","0.492497662561509","0.471944934150387","0.513050390972631"
"Some worries","2018","(2b) intermediate general qualification","Male","156","0.416012215266673","0.362832495548559","0.469191934984788"
"Some worries","2018","(2b) intermediate general qualification","Female","221","0.49988705734186","0.455434172583767","0.544339942099952"
"Some worries","2018","(2a) intermediate vocational","Male","1249","0.525424803061959","0.505175061952751","0.545674544171167"
"Some worries","2018","(2a) intermediate vocational","Female","1765","0.505089249000135","0.488429918353797","0.521748579646474"
"Some worries","2018","(2c_gen) general maturity certificate","Male","423","0.520140454770281","0.489820864898005","0.550460044642558"
"Some worries","2018","(2c_gen) general maturity certificate","Female","497","0.542427365935796","0.51191338081797","0.572941351053622"
"Some worries","2018","(2c_voc) vocational maturity certificate","Male","549","0.532337494259027","0.50264866814501","0.562026320373044"
"Some worries","2018","(2c_voc) vocational maturity certificate","Female","864","0.5352693739677","0.510471786639774","0.560066961295627"
"Some worries","2018","(3a) lower tertiary education","Male","617","0.607119813923891","0.577206441399933","0.63703318644785"
"Some worries","2018","(3a) lower tertiary education","Female","543","0.588750890014607","0.557510250571807","0.619991529457408"
"Some worries","2018","(3b) higher tertiary education","Male","1330","0.562067269881967","0.54291569534895","0.581218844414984"
"Some worries","2018","(3b) higher tertiary education","Female","1311","0.531564702832114","0.51189766711592","0.551231738548309"
"No worries","2018","(0) in school","Male","37","0.183842871184493","0.126452457814704","0.241233284554282"
"No worries","2018","(0) in school","Female","22","","",""
"No worries","2018","(1a) inadequately completed","Male","694","0.322493373474188","0.295418744180801","0.349568002767575"
"No worries","2018","(1a) inadequately completed","Female","544","0.292727157044443","0.264762299364002","0.320692014724884"
"No worries","2018","(1b) general elementary school","Male","540","0.212916812302408","0.190507972387209","0.235325652217607"
"No worries","2018","(1b) general elementary school","Female","452","0.174594723242286","0.155102225500331","0.194087220984242"
"No worries","2018","(1c) basic vocational qualification","Male","480","0.169092142537221","0.15476668956671","0.183417595507733"
"No worries","2018","(1c) basic vocational qualification","Female","316","0.128274493227662","0.114527478315336","0.142021508139989"
"No worries","2018","(2b) intermediate general qualification","Male","78","0.242732905915613","0.196475636623411","0.288990175207815"
"No worries","2018","(2b) intermediate general qualification","Female","88","0.136039592673519","0.105559973381453","0.166519211965585"
"No worries","2018","(2a) intermediate vocational","Male","394","0.186255908246492","0.170468507800256","0.202043308692728"
"No worries","2018","(2a) intermediate vocational","Female","354","0.102974252965706","0.0928473459825751","0.113101159948837"
"No worries","2018","(2c_gen) general maturity certificate","Male","367","0.207427462963289","0.182820468333946","0.232034457592631"
"No worries","2018","(2c_gen) general maturity certificate","Female","225","0.117586298918072","0.0978569572205254","0.137315640615619"
"No worries","2018","(2c_voc) vocational maturity certificate","Male","198","0.156667128369724","0.135038863583901","0.178295393155548"
"No worries","2018","(2c_voc) vocational maturity certificate","Female","166","0.0882394879165431","0.0741370413486861","0.1023419344844"
"No worries","2018","(3a) lower tertiary education","Male","127","0.118875220578606","0.099052535198504","0.138697905958707"
"No worries","2018","(3a) lower tertiary education","Female","64","0.0518273287286457","0.0377530946403833","0.0659015628169081"
"No worries","2018","(3b) higher tertiary education","Male","563","0.145222529737103","0.131622177173681","0.158822882300526"
"No worries","2018","(3b) higher tertiary education","Female","348","0.0907388416618427","0.0794180455711892","0.102059637752496"
"Big worries","2019","(0) in school","Male","66","0.376773110115783","0.30393030328303","0.449615916948537"
"Big worries","2019","(0) in school","Female","64","0.365718353644546","0.292005942477251","0.439430764811841"
"Big worries","2019","(1a) inadequately completed","Male","120","0.309884006738989","0.281925925632836","0.337842087845142"
"Big worries","2019","(1a) inadequately completed","Female","142","0.367913545298072","0.336320047976289","0.399507042619856"
"Big worries","2019","(1b) general elementary school","Male","226","0.340897929196576","0.313442144071825","0.368353714321327"
"Big worries","2019","(1b) general elementary school","Female","364","0.341041524822158","0.314666379877025","0.367416669767292"
"Big worries","2019","(1c) basic vocational qualification","Male","842","0.341356994245438","0.322784921598068","0.359929066892808"
"Big worries","2019","(1c) basic vocational qualification","Female","807","0.385631990614248","0.364520395607365","0.40674358562113"
"Big worries","2019","(2b) intermediate general qualification","Male","124","0.359579011197026","0.309232970463049","0.409925051931004"
"Big worries","2019","(2b) intermediate general qualification","Female","203","0.390774676512133","0.346521766920153","0.435027586104112"
"Big worries","2019","(2a) intermediate vocational","Male","820","0.3085418812155","0.290344852052488","0.326738910378511"
"Big worries","2019","(2a) intermediate vocational","Female","1432","0.414045093324459","0.397561308001754","0.430528878647164"
"Big worries","2019","(2c_gen) general maturity certificate","Male","284","0.350682608551166","0.320791475551099","0.380573741551234"
"Big worries","2019","(2c_gen) general maturity certificate","Female","392","0.439329387207056","0.408335289356261","0.470323485057851"
"Big worries","2019","(2c_voc) vocational maturity certificate","Male","437","0.361893177164418","0.334334170397736","0.389452183931099"
"Big worries","2019","(2c_voc) vocational maturity certificate","Female","630","0.39869017669138","0.374470676205323","0.422909677177438"
