"plj0047","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence","value"
"Big worries","1994","Couple + C. GT 16 ","indirect migration background","63","0.546755587363771","0.460851054546176","0.632660120181366","1"
"Big worries","1994","Couple + C. LE and GT 16","no migration background","2","","","","1"
"Big worries","1994","Couple + C. LE and GT 16","direct migration background","121","0.484070811504916","0.42367320695579","0.544468416054041","1"
"Big worries","1994","Couple + C. LE and GT 16","indirect migration background","58","0.598538003150459","0.500987321306495","0.696088684994424","1"
"No worries","1994","(Married) couple without C. ","indirect migration background","2","","","","3"
"No worries","1994","(Married) couple without C. ","direct migration background","43","0.143613899884905","0.102682501743355","0.184545298026455","3"
"No worries","1994","Couple + C. LE and GT 16","indirect migration background","6","","","","3"
"No worries","1994","(Married) couple without C. ","no migration background","","","","","3"
"No worries","1994","Couple + C. LE and GT 16","direct migration background","25","","","","3"
"No worries","1994","Couple + C. GT 16 ","indirect migration background","16","","","","3"
"No worries","1994","1-pers.-HH","indirect migration background","2","","","","3"
"No worries","1994","1-pers.-HH","direct migration background","13","","","","3"
"No worries","1994","Couple + C. LE and GT 16","no migration background","","","","","3"
"No worries","1994","1-pers.-HH","no migration background","","","","","3"
"No worries","1994","Single parent ","no migration background","","","","","3"
"No worries","1994","Single parent ","direct migration background","8","","","","3"
"No worries","1994","Single parent ","indirect migration background","1","","","","3"
"No worries","1994","Couple + C. LE 16 ","no migration background","","","","","3"
"No worries","1994","Couple + C. LE 16 ","direct migration background","42","0.0842364292155244","0.0591267700288195","0.109346088402229","3"
"No worries","1994","Couple + C. LE 16 ","indirect migration background","5","","","","3"
"No worries","1994","Couple + C. GT 16 ","no migration background","","","","","3"
"No worries","1994","Couple + C. GT 16 ","direct migration background","46","0.080386941277128","0.0531571682733727","0.107616714280883","3"
"Some worries","1994","Single parent ","indirect migration background","15","","","","2"
"Some worries","1994","Couple + C. LE 16 ","no migration background","","","","","2"
"Some worries","1994","Single parent ","direct migration background","19","","","","2"
"Some worries","1994","Single parent ","no migration background","","","","","2"
"Some worries","1994","(Married) couple without C. ","indirect migration background","17","","","","2"
"Some worries","1994","(Married) couple without C. ","no migration background","","","","","2"
"Some worries","1994","(Married) couple without C. ","direct migration background","125","0.426797721018892","0.369069451791693","0.484525990246091","2"
"Some worries","1994","Couple + C. LE and GT 16","direct migration background","117","0.450998992330763","0.390861602634256","0.511136382027269","2"
"Some worries","1994","Couple + C. LE and GT 16","indirect migration background","33","0.348646126726508","0.25381232822055","0.443479925232466","2"
"Some worries","1994","1-pers.-HH","indirect migration background","7","","","","2"
"Some worries","1994","Couple + C. LE and GT 16","no migration background","","","","","2"
"Some worries","1994","1-pers.-HH","direct migration background","43","0.410772515581087","0.310242357774022","0.511302673388152","2"
"Some worries","1994","Couple + C. GT 16 ","indirect migration background","50","0.354199738321579","0.271666960554668","0.436732516088489","2"
"Some worries","1994","1-pers.-HH","no migration background","","","","","2"
"Some worries","1994","Couple + C. LE 16 ","direct migration background","195","0.376479753015106","0.332677620497676","0.420281885532536","2"
"Some worries","1994","Couple + C. LE 16 ","indirect migration background","16","","","","2"
"Some worries","1994","Couple + C. GT 16 ","no migration background","","","","","2"
"Some worries","1994","Couple + C. GT 16 ","direct migration background","181","0.472660266598161","0.422660439850796","0.522660093345526","2"
"Big worries","1995","1-pers.-HH","no migration background","","","","","1"
"Big worries","1995","1-pers.-HH","direct migration background","27","","","","1"
"Big worries","1995","1-pers.-HH","indirect migration background","10","","","","1"
"Big worries","1995","(Married) couple without C. ","no migration background","","","","","1"
"Big worries","1995","(Married) couple without C. ","direct migration background","111","0.463321063529211","0.403169845622459","0.523472281435962","1"
"Big worries","1995","(Married) couple without C. ","indirect migration background","16","","","","1"
"Big worries","1995","Single parent ","no migration background","","","","","1"
"Big worries","1995","Single parent ","direct migration background","22","","","","1"
"Big worries","1995","Single parent ","indirect migration background","6","","","","1"
"Big worries","1995","Couple + C. LE 16 ","no migration background","","","","","1"
"Big worries","1995","Couple + C. LE 16 ","direct migration background","186","0.460144402010883","0.414892065431445","0.505396738590321","1"
"Big worries","1995","Couple + C. LE 16 ","indirect migration background","15","","","","1"
"Big worries","1995","Couple + C. GT 16 ","no migration background","","","","","1"
"Big worries","1995","Couple + C. GT 16 ","direct migration background","143","0.442878410764961","0.391206899515675","0.494549922014247","1"
"Big worries","1995","Couple + C. GT 16 ","indirect migration background","55","0.47303487722577","0.385858195113847","0.560211559337693","1"
"Big worries","1995","Couple + C. LE and GT 16","no migration background","1","","","","1"
"Big worries","1995","Couple + C. LE and GT 16","direct migration background","105","0.578416062342869","0.512254857626061","0.644577267059676","1"
"Big worries","1995","Couple + C. LE and GT 16","indirect migration background","34","0.359299137162308","0.262306245816872","0.456292028507745","1"
"No worries","1995","Couple + C. LE and GT 16","indirect migration background","5","","","","3"
"No worries","1995","(Married) couple without C. ","direct migration background","53","0.183319727238396","0.136645540294101","0.229993914182691","3"
"No worries","1995","(Married) couple without C. ","no migration background","","","","","3"
"No worries","1995","Couple + C. LE and GT 16","direct migration background","19","","","","3"
"No worries","1995","(Married) couple without C. ","indirect migration background","5","","","","3"
"No worries","1995","Couple + C. GT 16 ","indirect migration background","19","","","","3"
"No worries","1995","1-pers.-HH","indirect migration background","1","","","","3"
"No worries","1995","Couple + C. LE and GT 16","no migration background","","","","","3"
"No worries","1995","1-pers.-HH","direct migration background","17","","","","3"
"No worries","1995","1-pers.-HH","no migration background","","","","","3"
"No worries","1995","Single parent ","no migration background","","","","","3"
"No worries","1995","Single parent ","direct migration background","6","","","","3"
"No worries","1995","Single parent ","indirect migration background","3","","","","3"
"No worries","1995","Couple + C. LE 16 ","no migration background","","","","","3"
"No worries","1995","Couple + C. LE 16 ","direct migration background","52","0.10892428942825","0.0806380766985349","0.137210502157964","3"
"No worries","1995","Couple + C. LE 16 ","indirect migration background","8","","","","3"
"No worries","1995","Couple + C. GT 16 ","no migration background","","","","","3"
"No worries","1995","Couple + C. GT 16 ","direct migration background","59","0.120781065817311","0.0868824582435096","0.154679673391112","3"
"Some worries","1995","(Married) couple without C. ","indirect migration background","21","","","","2"
"Some worries","1995","Single parent ","indirect migration background","10","","","","2"
"Some worries","1995","Couple + C. LE 16 ","no migration background","","","","","2"
"Some worries","1995","Single parent ","no migration background","","","","","2"
"Some worries","1995","Single parent ","direct migration background","23","","","","2"
"Some worries","1995","(Married) couple without C. ","direct migration background","100","0.353359209232393","0.295697716226837","0.411020702237949","2"
"Some worries","1995","Couple + C. LE and GT 16","indirect migration background","55","0.577374544250766","0.477514717903599","0.677234370597932","2"
"Some worries","1995","(Married) couple without C. ","no migration background","","","","","2"
"Some worries","1995","Couple + C. LE and GT 16","direct migration background","90","0.322207357140783","0.259595388952713","0.384819325328852","2"
"Some worries","1995","1-pers.-HH","indirect migration background","9","","","","2"
"Some worries","1995","Couple + C. LE and GT 16","no migration background","1","","","","2"
"Some worries","1995","Couple + C. GT 16 ","indirect migration background","52","0.424503853791764","0.338201061579152","0.510806646004377","2"
"Some worries","1995","1-pers.-HH","direct migration background","39","0.387891957033415","0.283063673386809","0.492720240680021","2"
"Some worries","1995","1-pers.-HH","no migration background","","","","","2"
"Some worries","1995","Couple + C. LE 16 ","direct migration background","228","0.430931308560867","0.385969734914764","0.475892882206971","2"
"Some worries","1995","Couple + C. LE 16 ","indirect migration background","19","","","","2"
"Some worries","1995","Couple + C. GT 16 ","no migration background","","","","","2"
"Some worries","1995","Couple + C. GT 16 ","direct migration background","153","0.436340523417728","0.38475176271201","0.487929284123446","2"
"Big worries","1996","1-pers.-HH","no migration background","341","0.289994805553405","0.26464673326541","0.3153428778414","1"
"Big worries","1996","1-pers.-HH","direct migration background","67","0.324609964202576","0.255434830847841","0.393785097557311","1"
"Big worries","1996","1-pers.-HH","indirect migration background","19","","","","1"
"Big worries","1996","(Married) couple without C. ","no migration background","868","0.309661184684348","0.292698459011876","0.326623910356819","1"
"Big worries","1996","(Married) couple without C. ","direct migration background","188","0.292118883014284","0.255457036913109","0.328780729115459","1"
"Big worries","1996","(Married) couple without C. ","indirect migration background","24","","","","1"
"Big worries","1996","Single parent ","no migration background","126","0.279316566387127","0.239304116568335","0.319329016205919","1"
"Big worries","1996","Single parent ","direct migration background","44","0.384227264043662","0.299296088415893","0.469158439671431","1"
"Big worries","1996","Single parent ","indirect migration background","9","","","","1"
"Big worries","1996","Couple + C. LE 16 ","no migration background","562","0.252699955345237","0.23475602470598","0.270643885984493","1"
"Big worries","1996","Couple + C. LE 16 ","direct migration background","257","0.391299298895898","0.354344816343421","0.428253781448374","1"
"Big worries","1996","Couple + C. LE 16 ","indirect migration background","29","","","","1"
"Big worries","1996","Couple + C. GT 16 ","no migration background","466","0.291900550097515","0.270030054111538","0.313771046083492","1"
"Big worries","1996","Couple + C. GT 16 ","direct migration background","173","0.325535371752448","0.284545655309885","0.366525088195011","1"
"Big worries","1996","Couple + C. GT 16 ","indirect migration background","71","0.398880235326463","0.327146517835468","0.470613952817458","1"
"Big worries","1996","Couple + C. LE and GT 16","no migration background","197","0.24184627072148","0.212099495456294","0.271593045986665","1"
"Big worries","1996","Couple + C. LE and GT 16","direct migration background","129","0.429914868101756","0.375330832761973","0.484498903441538","1"
"Big worries","1996","Couple + C. LE and GT 16","indirect migration background","49","0.446188296171976","0.361064184047755","0.531312408296197","1"
"No worries","1996","(Married) couple without C. ","no migration background","474","0.163135569333944","0.149579836751727","0.176691301916161","3"
"No worries","1996","(Married) couple without C. ","direct migration background","98","0.193213365707151","0.161382219243579","0.225044512170723","3"
"No worries","1996","Couple + C. LE and GT 16","direct migration background","31","0.0947690467128045","0.0624753692347076","0.127062724190901","3"
"No worries","1996","Couple + C. LE and GT 16","indirect migration background","17","","","","3"
"No worries","1996","1-pers.-HH","indirect migration background","6","","","","3"
"No worries","1996","Couple + C. LE and GT 16","no migration background","159","0.176580015705307","0.150090560027104","0.203069471383509","3"
"No worries","1996","1-pers.-HH","direct migration background","26","","","","3"
"No worries","1996","1-pers.-HH","no migration background","267","0.20509932302651","0.182543555417507","0.227655090635513","3"
"No worries","1996","(Married) couple without C. ","indirect migration background","8","","","","3"
"No worries","1996","Couple + C. GT 16 ","indirect migration background","15","","","","3"
"No worries","1996","Single parent ","no migration background","85","0.163148562578349","0.130195913402002","0.196101211754695","3"
"No worries","1996","Single parent ","direct migration background","30","0.240007780366698","0.165435048723255","0.31458051201014","3"
"No worries","1996","Single parent ","indirect migration background","7","","","","3"
"No worries","1996","Couple + C. LE 16 ","no migration background","401","0.184950749608866","0.168918758281462","0.20098274093627","3"
"No worries","1996","Couple + C. LE 16 ","direct migration background","71","0.105270223128278","0.0820316527559939","0.128508793500561","3"
"No worries","1996","Couple + C. LE 16 ","indirect migration background","11","","","","3"
"No worries","1996","Couple + C. GT 16 ","no migration background","306","0.165384208367225","0.14751174707179","0.183256669662661","3"
"No worries","1996","Couple + C. GT 16 ","direct migration background","54","0.122038313359694","0.093404307273929","0.15067231944546","3"
"Some worries","1996","(Married) couple without C. ","no migration background","1512","0.527203245981708","0.508886539438757","0.545519952524659","2"
"Some worries","1996","(Married) couple without C. ","direct migration background","305","0.514667751278565","0.474374027615602","0.554961474941529","2"
"Some worries","1996","(Married) couple without C. ","indirect migration background","40","0.550320889087993","0.435415288077028","0.665226490098959","2"
"Some worries","1996","Single parent ","no migration background","272","0.557534871034524","0.51324034407245","0.601829397996599","2"
"Some worries","1996","Single parent ","direct migration background","52","0.37576495558964","0.291199103556438","0.460330807622842","2"
"Some worries","1996","Single parent ","indirect migration background","20","","","","2"
"Some worries","1996","Couple + C. LE 16 ","no migration background","1290","0.562349295045897","0.541864369544998","0.582834220546797","2"
"Some worries","1996","Couple + C. LE and GT 16","direct migration background","156","0.47531608518544","0.420255010895438","0.530377159475441","2"
"Some worries","1996","Couple + C. LE and GT 16","indirect migration background","65","0.451061922861634","0.365851601143414","0.536272244579854","2"
"Some worries","1996","1-pers.-HH","indirect migration background","18","","","","2"
"Some worries","1996","Couple + C. LE and GT 16","no migration background","440","0.581573713573214","0.547304556547296","0.615842870599132","2"
"Some worries","1996","1-pers.-HH","direct migration background","83","0.487895854030984","0.414048580288506","0.561743127773462","2"
"Some worries","1996","1-pers.-HH","no migration background","623","0.504905871420085","0.476976049731733","0.532835693108437","2"
"Some worries","1996","Couple + C. GT 16 ","indirect migration background","93","0.565053824709503","0.492429142822899","0.637678506596107","2"
"Some worries","1996","Couple + C. LE 16 ","direct migration background","342","0.503430477975825","0.465571361717286","0.541289594234364","2"
"Some worries","1996","Couple + C. LE 16 ","indirect migration background","29","","","","2"
"Some worries","1996","Couple + C. GT 16 ","no migration background","888","0.54271524153526","0.518750463029211","0.566680020041309","2"
"Some worries","1996","Couple + C. GT 16 ","direct migration background","275","0.552426314887858","0.508928675977584","0.595923953798132","2"
"Big worries","1997","1-pers.-HH","no migration background","342","0.28760495433965","0.262153149831758","0.313056758847542","1"
"Big worries","1997","1-pers.-HH","direct migration background","56","0.351250840057562","0.279066907233726","0.423434772881398","1"
"Big worries","1997","1-pers.-HH","indirect migration background","17","","","","1"
"Big worries","1997","(Married) couple without C. ","no migration background","947","0.335957286352175","0.318743001431733","0.353171571272617","1"
"Big worries","1997","(Married) couple without C. ","direct migration background","210","0.309674138034276","0.273042872695077","0.346305403373474","1"
"Big worries","1997","(Married) couple without C. ","indirect migration background","24","","","","1"
"Big worries","1997","Single parent ","no migration background","158","0.331280470384039","0.289305108784349","0.373255831983729","1"
"Big worries","1997","Single parent ","direct migration background","30","0.292834661457328","0.208931061974688","0.376738260939967","1"
"Big worries","1997","Single parent ","indirect migration background","7","","","","1"
"Big worries","1997","Couple + C. LE 16 ","no migration background","578","0.281939522898329","0.262835938647108","0.30104310714955","1"
"Big worries","1997","Couple + C. LE 16 ","direct migration background","253","0.403603379579937","0.365139501772381","0.442067257387492","1"
"Big worries","1997","Couple + C. LE 16 ","indirect migration background","25","","","","1"
"Big worries","1997","Couple + C. GT 16 ","no migration background","458","0.278738344199593","0.257411626106632","0.300065062292555","1"
"Big worries","1997","Couple + C. GT 16 ","direct migration background","151","0.345648145669795","0.302698417268344","0.388597874071247","1"
"Big worries","1997","Couple + C. GT 16 ","indirect migration background","68","0.377442524483256","0.308150331424682","0.44673471754183","1"
"Big worries","1997","Couple + C. LE and GT 16","no migration background","198","0.24247118796214","0.212660809638108","0.272281566286173","1"
"Big worries","1997","Couple + C. LE and GT 16","direct migration background","110","0.42992545496705","0.372749391448456","0.487101518485643","1"
"Big worries","1997","Couple + C. LE and GT 16","indirect migration background","43","0.305885174838451","0.225429312688014","0.386341036988888","1"
"No worries","1997","1-pers.-HH","direct migration background","30","0.179476058924669","0.121447425770862","0.237504692078475","3"
"No worries","1997","(Married) couple without C. ","indirect migration background","9","","","","3"
"No worries","1997","1-pers.-HH","indirect migration background","7","","","","3"
"No worries","1997","(Married) couple without C. ","no migration background","502","0.176549303368042","0.162652953126103","0.19044565360998","3"
"No worries","1997","(Married) couple without C. ","direct migration background","107","0.209502044838316","0.177260422357399","0.241743667319233","3"
"No worries","1997","Couple + C. GT 16 ","indirect migration background","29","","","","3"
"No worries","1997","Couple + C. LE and GT 16","indirect migration background","22","","","","3"
"No worries","1997","Couple + C. LE and GT 16","no migration background","157","0.177311129147479","0.150745283272816","0.203876975022143","3"
"No worries","1997","Couple + C. LE and GT 16","direct migration background","40","0.143746479835062","0.103228140133083","0.18426481953704","3"
"No worries","1997","1-pers.-HH","no migration background","230","0.197144945109182","0.174774668813014","0.219515221405351","3"
"No worries","1997","Single parent ","no migration background","81","0.17452800828124","0.14067804023737","0.208377976325111","3"
"No worries","1997","Single parent ","direct migration background","22","","","","3"
"No worries","1997","Single parent ","indirect migration background","9","","","","3"
"No worries","1997","Couple + C. LE 16 ","no migration background","409","0.181174458841408","0.164821341877507","0.197527575805309","3"
"No worries","1997","Couple + C. LE 16 ","direct migration background","79","0.140190158404977","0.112971416250507","0.167408900559447","3"
"No worries","1997","Couple + C. LE 16 ","indirect migration background","16","","","","3"
"No worries","1997","Couple + C. GT 16 ","no migration background","341","0.195700934537295","0.176830387943072","0.214571481131518","3"
"No worries","1997","Couple + C. GT 16 ","direct migration background","70","0.170188949761394","0.13625042789055","0.204127471632238","3"
"Some worries","1997","1-pers.-HH","direct migration background","82","0.46927310101777","0.393808751924406","0.544737450111133","2"
"Some worries","1997","1-pers.-HH","indirect migration background","26","","","","2"
"Some worries","1997","(Married) couple without C. ","no migration background","1443","0.487493410279783","0.469276150629264","0.505710669930303","2"
"Some worries","1997","(Married) couple without C. ","direct migration background","295","0.480823817127408","0.441239537449818","0.520408096804998","2"
"Some worries","1997","(Married) couple without C. ","indirect migration background","37","0.470956886660517","0.354024401542326","0.587889371778708","2"
"Some worries","1997","Single parent ","no migration background","244","0.494191521334721","0.449603805648968","0.538779237020473","2"
"Some worries","1997","Single parent ","direct migration background","61","0.511628189455804","0.419464172370174","0.603792206541435","2"
"Some worries","1997","Single parent ","indirect migration background","18","","","","2"
"Some worries","1997","Couple + C. LE 16 ","no migration background","1144","0.536886018260263","0.51571501887064","0.558057017649886","2"
"Some worries","1997","Couple + C. GT 16 ","indirect migration background","91","0.511834084425793","0.44038157356569","0.583286595285896","2"
"Some worries","1997","Couple + C. LE and GT 16","no migration background","439","0.58021768289038","0.545889928818226","0.614545436962535","2"
"Some worries","1997","Couple + C. LE and GT 16","direct migration background","138","0.426328065197889","0.36921235114373","0.483443779252047","2"
"Some worries","1997","Couple + C. LE and GT 16","indirect migration background","61","0.465813066757304","0.378713642908287","0.55291249060632","2"
"Some worries","1997","1-pers.-HH","no migration background","643","0.515250100551167","0.487148706913429","0.543351494188906","2"
"Some worries","1997","Couple + C. GT 16 ","direct migration background","250","0.484162904568811","0.439030374671111","0.529295434466511","2"
