"plj0047","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Big worries","1993","(Married) couple without C. ","general elemantary","59","0.60551077190776","0.513335436945562","0.697686106869959","1"
"Big worries","1993","(Married) couple without C. ","middle vocational","38","0.466345301879758","0.359022249402198","0.573668354357317","1"
"Big worries","1993","(Married) couple without C. ","vocational + Abi","7","","","","1"
"Big worries","1993","(Married) couple without C. ","higher vocational","1","","","","1"
"Big worries","1993","(Married) couple without C. ","higher education","2","","","","1"
"Big worries","1993","Single parent ","in school","","","","","1"
"Big worries","1993","Single parent ","inadequately","11","","","","1"
"Big worries","1993","Single parent ","general elemantary","9","","","","1"
"Big worries","1993","Single parent ","middle vocational","13","","","","1"
"Big worries","1993","Single parent ","vocational + Abi","","","","","1"
"Big worries","1993","Single parent ","higher vocational","","","","","1"
"Big worries","1993","Single parent ","higher education","1","","","","1"
"Big worries","1993","Couple + C. LE 16 ","in school","","","","","1"
"Big worries","1993","Couple + C. LE 16 ","inadequately","46","0.61333668043339","0.504564286930677","0.722109073936104","1"
"Big worries","1993","Couple + C. LE 16 ","general elemantary","104","0.559736937790951","0.492111354035511","0.627362521546391","1"
"Big worries","1993","Couple + C. LE 16 ","middle vocational","85","0.501482222117938","0.427613624658263","0.575350819577614","1"
"Big worries","1993","Couple + C. LE 16 ","vocational + Abi","14","","","","1"
"Big worries","1993","Couple + C. LE 16 ","higher vocational","2","","","","1"
"Big worries","1993","Couple + C. LE 16 ","higher education","4","","","","1"
"Big worries","1993","Couple + C. GT 16 ","in school","5","","","","1"
"Big worries","1993","Couple + C. GT 16 ","inadequately","61","0.453033853654942","0.370576455880019","0.535491251429864","1"
"Big worries","1993","Couple + C. GT 16 ","general elemantary","78","0.44900464210377","0.3757287957504","0.52228048845714","1"
"Big worries","1993","Couple + C. GT 16 ","middle vocational","59","0.410150195121199","0.332213038588095","0.488087351654304","1"
"Big worries","1993","Couple + C. GT 16 ","vocational + Abi","12","","","","1"
"Big worries","1993","Couple + C. GT 16 ","higher vocational","1","","","","1"
"Big worries","1993","Couple + C. GT 16 ","higher education","6","","","","1"
"Big worries","1993","Couple + C. LE and GT 16","in school","16","","","","1"
"Big worries","1993","Couple + C. LE and GT 16","inadequately","53","0.631130862228662","0.53656291540317","0.725698809054154","1"
"Big worries","1993","Couple + C. LE and GT 16","general elemantary","88","0.584878455296274","0.508046834244283","0.661710076348265","1"
"Big worries","1993","Couple + C. LE and GT 16","middle vocational","36","0.383304805308115","0.281723411141761","0.484886199474468","1"
"Big worries","1993","Couple + C. LE and GT 16","vocational + Abi","3","","","","1"
"Big worries","1993","Couple + C. LE and GT 16","higher vocational","","","","","1"
"Big worries","1993","Couple + C. LE and GT 16","higher education","1","","","","1"
"No worries","1993","Couple + C. LE and GT 16","higher education","1","","","","3"
"No worries","1993","1-pers.-HH","in school","","","","","3"
"No worries","1993","1-pers.-HH","inadequately","5","","","","3"
"No worries","1993","1-pers.-HH","general elemantary","6","","","","3"
"No worries","1993","1-pers.-HH","higher vocational","","","","","3"
"No worries","1993","1-pers.-HH","higher education","1","","","","3"
"No worries","1993","(Married) couple without C. ","in school","","","","","3"
"No worries","1993","(Married) couple without C. ","inadequately","5","","","","3"
"No worries","1993","(Married) couple without C. ","general elemantary","13","","","","3"
"No worries","1993","(Married) couple without C. ","middle vocational","12","","","","3"
"No worries","1993","(Married) couple without C. ","vocational + Abi","1","","","","3"
"No worries","1993","Single parent ","in school","","","","","3"
"No worries","1993","Single parent ","inadequately","2","","","","3"
"No worries","1993","Single parent ","general elemantary","3","","","","3"
"No worries","1993","Single parent ","higher vocational","","","","","3"
"No worries","1993","Single parent ","higher education","","","","","3"
"No worries","1993","Couple + C. LE 16 ","in school","","","","","3"
"No worries","1993","Couple + C. LE 16 ","inadequately","7","","","","3"
"No worries","1993","Couple + C. LE 16 ","general elemantary","19","","","","3"
"No worries","1993","Couple + C. LE 16 ","middle vocational","17","","","","3"
"No worries","1993","Couple + C. LE 16 ","vocational + Abi","1","","","","3"
"No worries","1993","Couple + C. GT 16 ","in school","","","","","3"
"No worries","1993","Couple + C. GT 16 ","inadequately","26","","","","3"
"No worries","1993","Couple + C. GT 16 ","general elemantary","27","","","","3"
"No worries","1993","Couple + C. GT 16 ","higher vocational","","","","","3"
"No worries","1993","Couple + C. GT 16 ","higher education","","","","","3"
"No worries","1993","Couple + C. LE and GT 16","in school","","","","","3"
"No worries","1993","Couple + C. LE and GT 16","inadequately","10","","","","3"
"No worries","1993","Couple + C. LE and GT 16","general elemantary","15","","","","3"
"No worries","1993","Couple + C. LE and GT 16","middle vocational","8","","","","3"
"No worries","1993","Couple + C. LE and GT 16","vocational + Abi","2","","","","3"
"No worries","1993","Couple + C. LE and GT 16","higher vocational","","","","","3"
"No worries","1993","1-pers.-HH","middle vocational","8","","","","3"
"No worries","1993","1-pers.-HH","vocational + Abi","","","","","3"
"No worries","1993","Single parent ","middle vocational","4","","","","3"
"No worries","1993","Single parent ","vocational + Abi","","","","","3"
"No worries","1993","Couple + C. GT 16 ","middle vocational","23","","","","3"
"No worries","1993","Couple + C. GT 16 ","vocational + Abi","1","","","","3"
"No worries","1993","(Married) couple without C. ","higher vocational","","","","","3"
"No worries","1993","(Married) couple without C. ","higher education","","","","","3"
"No worries","1993","Couple + C. LE 16 ","higher vocational","","","","","3"
"No worries","1993","Couple + C. LE 16 ","higher education","1","","","","3"
"Some worries","1993","1-pers.-HH","in school","","","","","2"
"Some worries","1993","1-pers.-HH","inadequately","9","","","","2"
"Some worries","1993","1-pers.-HH","general elemantary","13","","","","2"
"Some worries","1993","1-pers.-HH","middle vocational","27","","","","2"
"Some worries","1993","1-pers.-HH","higher vocational","1","","","","2"
"Some worries","1993","1-pers.-HH","higher education","2","","","","2"
"Some worries","1993","(Married) couple without C. ","in school","","","","","2"
"Some worries","1993","(Married) couple without C. ","inadequately","36","0.594032184521976","0.471795084960024","0.716269284083928","2"
"Some worries","1993","(Married) couple without C. ","general elemantary","36","0.290971280655359","0.205308298473936","0.376634262836782","2"
"Some worries","1993","(Married) couple without C. ","middle vocational","33","0.355371969447256","0.252403271168087","0.458340667726424","2"
"Some worries","1993","(Married) couple without C. ","vocational + Abi","12","","","","2"
"Some worries","1993","(Married) couple without C. ","higher vocational","1","","","","2"
"Some worries","1993","Single parent ","in school","1","","","","2"
"Some worries","1993","Single parent ","inadequately","9","","","","2"
"Some worries","1993","Single parent ","general elemantary","13","","","","2"
"Some worries","1993","Single parent ","middle vocational","14","","","","2"
"Some worries","1993","Single parent ","higher vocational","","","","","2"
"Some worries","1993","Single parent ","higher education","","","","","2"
"Some worries","1993","Couple + C. LE 16 ","in school","","","","","2"
"Some worries","1993","Couple + C. LE 16 ","inadequately","24","","","","2"
"Some worries","1993","Couple + C. LE 16 ","general elemantary","84","0.355338831966874","0.290138469683657","0.42053919425009","2"
"Some worries","1993","Couple + C. LE 16 ","middle vocational","74","0.40572887777632","0.33318478891927","0.47827296663337","2"
"Some worries","1993","Couple + C. LE 16 ","vocational + Abi","12","","","","2"
"Some worries","1993","Couple + C. LE 16 ","higher vocational","4","","","","2"
"Some worries","1993","Couple + C. GT 16 ","in school","11","","","","2"
"Some worries","1993","Couple + C. GT 16 ","inadequately","53","0.383678330101911","0.303127238965653","0.464229421238169","2"
"Some worries","1993","Couple + C. GT 16 ","general elemantary","72","0.419811860162972","0.347105361113375","0.492518359212569","2"
"Some worries","1993","Couple + C. GT 16 ","middle vocational","71","0.450894302231072","0.37205047014267","0.529738134319474","2"
"Some worries","1993","Couple + C. GT 16 ","higher vocational","","","","","2"
"Some worries","1993","Couple + C. GT 16 ","higher education","8","","","","2"
"Some worries","1993","Couple + C. LE and GT 16","in school","7","","","","2"
"Some worries","1993","Couple + C. LE and GT 16","inadequately","37","0.29138761736137","0.202326527428594","0.380448707294147","2"
"Some worries","1993","Couple + C. LE and GT 16","general elemantary","55","0.317488355698354","0.244904759635463","0.390071951761245","2"
"Some worries","1993","Couple + C. LE and GT 16","middle vocational","44","0.455782809012003","0.351725676615527","0.559839941408479","2"
"Some worries","1993","Couple + C. LE and GT 16","vocational + Abi","2","","","","2"
"Some worries","1993","Couple + C. LE and GT 16","higher education","1","","","","2"
"Some worries","1993","1-pers.-HH","vocational + Abi","3","","","","2"
"Some worries","1993","Single parent ","vocational + Abi","1","","","","2"
"Some worries","1993","Couple + C. GT 16 ","vocational + Abi","5","","","","2"
"Some worries","1993","(Married) couple without C. ","higher education","3","","","","2"
"Some worries","1993","Couple + C. LE 16 ","higher education","5","","","","2"
"Some worries","1993","Couple + C. LE and GT 16","higher vocational","","","","","2"
"Big worries","1994","1-pers.-HH","in school","","","","","1"
"Big worries","1994","1-pers.-HH","inadequately","10","","","","1"
"Big worries","1994","1-pers.-HH","general elemantary","13","","","","1"
"Big worries","1994","1-pers.-HH","middle vocational","16","","","","1"
"Big worries","1994","1-pers.-HH","vocational + Abi","3","","","","1"
"Big worries","1994","1-pers.-HH","higher vocational","2","","","","1"
"Big worries","1994","1-pers.-HH","higher education","2","","","","1"
"Big worries","1994","(Married) couple without C. ","in school","","","","","1"
"Big worries","1994","(Married) couple without C. ","inadequately","23","","","","1"
"Big worries","1994","(Married) couple without C. ","general elemantary","54","0.514468686364149","0.424291811058786","0.604645561669512","1"
"Big worries","1994","(Married) couple without C. ","middle vocational","35","0.355990880582843","0.255377924356595","0.456603836809091","1"
"Big worries","1994","(Married) couple without C. ","vocational + Abi","10","","","","1"
"Big worries","1994","(Married) couple without C. ","higher vocational","1","","","","1"
"Big worries","1994","(Married) couple without C. ","higher education","1","","","","1"
"Big worries","1994","Single parent ","in school","","","","","1"
"Big worries","1994","Single parent ","inadequately","11","","","","1"
"Big worries","1994","Single parent ","general elemantary","10","","","","1"
"Big worries","1994","Single parent ","middle vocational","13","","","","1"
"Big worries","1994","Single parent ","vocational + Abi","1","","","","1"
"Big worries","1994","Single parent ","higher vocational","","","","","1"
"Big worries","1994","Single parent ","higher education","","","","","1"
"Big worries","1994","Couple + C. LE 16 ","in school","","","","","1"
"Big worries","1994","Couple + C. LE 16 ","inadequately","36","0.660954748218151","0.5458730904271","0.776036406009202","1"
"Big worries","1994","Couple + C. LE 16 ","general elemantary","96","0.511492651841166","0.440787228558151","0.582198075124181","1"
"Big worries","1994","Couple + C. LE 16 ","middle vocational","82","0.520309857271025","0.447528487065683","0.593091227476368","1"
"Big worries","1994","Couple + C. LE 16 ","vocational + Abi","10","","","","1"
"Big worries","1994","Couple + C. LE 16 ","higher vocational","4","","","","1"
"Big worries","1994","Couple + C. LE 16 ","higher education","5","","","","1"
"Big worries","1994","Couple + C. GT 16 ","in school","11","","","","1"
"Big worries","1994","Couple + C. GT 16 ","inadequately","63","0.460588953543927","0.377426896200884","0.54375101088697","1"
"Big worries","1994","Couple + C. GT 16 ","general elemantary","74","0.508973251277147","0.431268140518886","0.586678362035408","1"
"Big worries","1994","Couple + C. GT 16 ","middle vocational","49","0.418507173692957","0.338760411790478","0.498253935595435","1"
"Big worries","1994","Couple + C. GT 16 ","vocational + Abi","10","","","","1"
"Big worries","1994","Couple + C. GT 16 ","higher vocational","1","","","","1"
"Big worries","1994","Couple + C. GT 16 ","higher education","5","","","","1"
"Big worries","1994","Couple + C. LE and GT 16","in school","13","","","","1"
"Big worries","1994","Couple + C. LE and GT 16","inadequately","42","0.451770288853342","0.34779099303069","0.555749584675995","1"
"Big worries","1994","Couple + C. LE and GT 16","general elemantary","66","0.546616776052202","0.459346311882608","0.633887240221797","1"
"Big worries","1994","Couple + C. LE and GT 16","middle vocational","44","0.512937425250432","0.408505970271817","0.617368880229046","1"
"Big worries","1994","Couple + C. LE and GT 16","vocational + Abi","3","","","","1"
"Big worries","1994","Couple + C. LE and GT 16","higher vocational","1","","","","1"
"Big worries","1994","Couple + C. LE and GT 16","higher education","","","","","1"
"No worries","1994","Couple + C. LE and GT 16","higher education","","","","","3"
"No worries","1994","1-pers.-HH","in school","","","","","3"
"No worries","1994","1-pers.-HH","inadequately","2","","","","3"
"No worries","1994","1-pers.-HH","general elemantary","5","","","","3"
"No worries","1994","1-pers.-HH","middle vocational","6","","","","3"
"No worries","1994","1-pers.-HH","vocational + Abi","","","","","3"
"No worries","1994","1-pers.-HH","higher vocational","","","","","3"
"No worries","1994","1-pers.-HH","higher education","2","","","","3"
"No worries","1994","(Married) couple without C. ","in school","","","","","3"
"No worries","1994","(Married) couple without C. ","inadequately","6","","","","3"
"No worries","1994","(Married) couple without C. ","general elemantary","19","","","","3"
"No worries","1994","(Married) couple without C. ","middle vocational","14","","","","3"
"No worries","1994","(Married) couple without C. ","vocational + Abi","2","","","","3"
"No worries","1994","Single parent ","in school","","","","","3"
"No worries","1994","Single parent ","inadequately","1","","","","3"
"No worries","1994","Single parent ","general elemantary","6","","","","3"
"No worries","1994","Single parent ","middle vocational","2","","","","3"
"No worries","1994","Single parent ","vocational + Abi","","","","","3"
"No worries","1994","Single parent ","higher vocational","","","","","3"
"No worries","1994","Single parent ","higher education","","","","","3"
"No worries","1994","Couple + C. LE 16 ","in school","","","","","3"
"No worries","1994","Couple + C. LE 16 ","inadequately","6","","","","3"
"No worries","1994","Couple + C. LE 16 ","general elemantary","19","","","","3"
"No worries","1994","Couple + C. LE 16 ","middle vocational","13","","","","3"
"No worries","1994","Couple + C. LE 16 ","vocational + Abi","6","","","","3"
"No worries","1994","Couple + C. GT 16 ","in school","1","","","","3"
"No worries","1994","Couple + C. GT 16 ","inadequately","13","","","","3"
"No worries","1994","Couple + C. GT 16 ","general elemantary","24","","","","3"
"No worries","1994","Couple + C. GT 16 ","middle vocational","21","","","","3"
"No worries","1994","Couple + C. GT 16 ","vocational + Abi","","","","","3"
"No worries","1994","Couple + C. GT 16 ","higher vocational","1","","","","3"
"No worries","1994","Couple + C. GT 16 ","higher education","","","","","3"
"No worries","1994","Couple + C. LE and GT 16","in school","1","","","","3"
"No worries","1994","Couple + C. LE and GT 16","inadequately","8","","","","3"
"No worries","1994","Couple + C. LE and GT 16","general elemantary","9","","","","3"
"No worries","1994","Couple + C. LE and GT 16","middle vocational","10","","","","3"
"No worries","1994","Couple + C. LE and GT 16","vocational + Abi","1","","","","3"
"No worries","1994","Couple + C. LE and GT 16","higher vocational","","","","","3"
"No worries","1994","(Married) couple without C. ","higher vocational","","","","","3"
"No worries","1994","(Married) couple without C. ","higher education","1","","","","3"
"No worries","1994","Couple + C. LE 16 ","higher vocational","","","","","3"
"No worries","1994","Couple + C. LE 16 ","higher education","3","","","","3"
"Some worries","1994","1-pers.-HH","in school","","","","","2"
"Some worries","1994","1-pers.-HH","inadequately","12","","","","2"
"Some worries","1994","1-pers.-HH","general elemantary","12","","","","2"
"Some worries","1994","1-pers.-HH","middle vocational","20","","","","2"
"Some worries","1994","1-pers.-HH","vocational + Abi","3","","","","2"
"Some worries","1994","1-pers.-HH","higher vocational","1","","","","2"
"Some worries","1994","1-pers.-HH","higher education","2","","","","2"
"Some worries","1994","(Married) couple without C. ","in school","","","","","2"
"Some worries","1994","(Married) couple without C. ","inadequately","36","0.538912020154157","0.417728867078574","0.660095173229739","2"
"Some worries","1994","(Married) couple without C. ","general elemantary","45","0.328855837888531","0.244090602228901","0.413621073548161","2"
"Some worries","1994","(Married) couple without C. ","middle vocational","38","0.499201178368157","0.394136214672881","0.604266142063432","2"
"Some worries","1994","(Married) couple without C. ","vocational + Abi","6","","","","2"
"Some worries","1994","(Married) couple without C. ","higher vocational","2","","","","2"
"Some worries","1994","Single parent ","in school","1","","","","2"
"Some worries","1994","Single parent ","inadequately","7","","","","2"
"Some worries","1994","Single parent ","general elemantary","6","","","","2"
"Some worries","1994","Single parent ","middle vocational","17","","","","2"
"Some worries","1994","Single parent ","vocational + Abi","","","","","2"
"Some worries","1994","Single parent ","higher vocational","","","","","2"
"Some worries","1994","Single parent ","higher education","","","","","2"
"Some worries","1994","Couple + C. LE 16 ","in school","","","","","2"
"Some worries","1994","Couple + C. LE 16 ","inadequately","23","","","","2"
"Some worries","1994","Couple + C. LE 16 ","general elemantary","77","0.386929420110407","0.318037452182555","0.45582138803826","2"
"Some worries","1994","Couple + C. LE 16 ","middle vocational","86","0.392676542445955","0.321532864936792","0.463820219955118","2"
"Some worries","1994","Couple + C. LE 16 ","vocational + Abi","9","","","","2"
"Some worries","1994","Couple + C. LE 16 ","higher vocational","4","","","","2"
"Some worries","1994","Couple + C. GT 16 ","in school","6","","","","2"
"Some worries","1994","Couple + C. GT 16 ","inadequately","62","0.487445339567012","0.404050034362536","0.570840644771487","2"
"Some worries","1994","Couple + C. GT 16 ","general elemantary","61","0.357894834951479","0.283382130591204","0.432407539311754","2"
"Some worries","1994","Couple + C. GT 16 ","middle vocational","77","0.484469107489636","0.403680557070628","0.565257657908644","2"
"Some worries","1994","Couple + C. GT 16 ","vocational + Abi","5","","","","2"
"Some worries","1994","Couple + C. GT 16 ","higher vocational","1","","","","2"
"Some worries","1994","Couple + C. GT 16 ","higher education","11","","","","2"
"Some worries","1994","Couple + C. LE and GT 16","in school","10","","","","2"
"Some worries","1994","Couple + C. LE and GT 16","inadequately","38","0.489656054570094","0.385211980811548","0.59410012832864","2"
"Some worries","1994","Couple + C. LE and GT 16","general elemantary","50","0.39407411720805","0.308411410595632","0.479736823820468","2"
"Some worries","1994","Couple + C. LE and GT 16","middle vocational","34","0.405288102779851","0.302712991713358","0.507863213846343","2"
"Some worries","1994","Couple + C. LE and GT 16","vocational + Abi","6","","","","2"
"Some worries","1994","Couple + C. LE and GT 16","higher education","3","","","","2"
"Some worries","1994","(Married) couple without C. ","higher education","2","","","","2"
"Some worries","1994","Couple + C. LE 16 ","higher education","3","","","","2"
"Some worries","1994","Couple + C. LE and GT 16","higher vocational","","","","","2"
"Big worries","1995","1-pers.-HH","in school","1","","","","1"
