"plj0047","year","migback","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Some worries","1994","direct migration background","Rural Area","98","0.436034294369426","0.367136039032782","0.504932549706069","2"
"Some worries","1994","direct migration background","Urban Area","664","0.416053235818038","0.391538713039992","0.440567758596084","2"
"Some worries","1994","no migration background","Rural Area","","","","","2"
"Some worries","1994","no migration background","Urban Area","","","","","2"
"Some worries","1994","indirect migration background","Rural Area","22","","","","2"
"Some worries","1994","indirect migration background","Urban Area","123","0.379929876475937","0.326244575350529","0.433615177601345","2"
"Big worries","1995","no migration background","Urban Area","1","","","","1"
"Big worries","1995","no migration background","Rural Area","","","","","1"
"Big worries","1995","direct migration background","Urban Area","593","0.466723740265784","0.440784507680694","0.492662972850873","1"
"Big worries","1995","direct migration background","Rural Area","66","0.371123224580909","0.301128647974296","0.441117801187523","1"
"Big worries","1995","indirect migration background","Urban Area","122","0.438003732554443","0.382684713212889","0.493322751895998","1"
"Big worries","1995","indirect migration background","Rural Area","18","","","","1"
"No worries","1995","direct migration background","Urban Area","181","0.129216348172946","0.111775607800863","0.146657088545028","3"
"No worries","1995","no migration background","Rural Area","","","","","3"
"No worries","1995","indirect migration background","Rural Area","7","","","","3"
"No worries","1995","no migration background","Urban Area","","","","","3"
"No worries","1995","direct migration background","Rural Area","43","0.19588678831808","0.138384686689956","0.253388889946203","3"
"No worries","1995","indirect migration background","Urban Area","34","0.0904710940090897","0.0584871493497342","0.122455038668445","3"
"Some worries","1995","direct migration background","Urban Area","647","0.404059911561271","0.378546106391586","0.429573716730955","2"
"Some worries","1995","direct migration background","Rural Area","74","0.432989987101011","0.361201163445098","0.504778810756924","2"
"Some worries","1995","no migration background","Rural Area","","","","","2"
"Some worries","1995","indirect migration background","Rural Area","25","","","","2"
"Some worries","1995","no migration background","Urban Area","1","","","","2"
"Some worries","1995","indirect migration background","Urban Area","153","0.471525173436467","0.41586642383376","0.527183923039175","2"
"Big worries","1996","no migration background","Urban Area","1606","0.269597159360153","0.258336035124566","0.280858283595739","1"
"Big worries","1996","no migration background","Rural Area","1115","0.323049381002584","0.308264227077109","0.33783453492806","1"
"Big worries","1996","direct migration background","Urban Area","771","0.345855927498185","0.325712996054302","0.365998858942068","1"
"Big worries","1996","direct migration background","Rural Area","166","0.354136248883266","0.309550855478736","0.398721642287796","1"
"Big worries","1996","indirect migration background","Urban Area","175","0.412245090589395","0.367311253418347","0.457178927760444","1"
"Big worries","1996","indirect migration background","Rural Area","30","0.433974748588524","0.329829706945212","0.538119790231835","1"
"No worries","1996","no migration background","Rural Area","701","0.172766531918689","0.160814086893626","0.184718976943753","3"
"No worries","1996","no migration background","Urban Area","1094","0.181742850956436","0.171956597951319","0.191529103961553","3"
"No worries","1996","direct migration background","Urban Area","275","0.160178114570051","0.144645894314936","0.175710334825166","3"
"No worries","1996","indirect migration background","Rural Area","13","","","","3"
"No worries","1996","direct migration background","Rural Area","63","0.134444417946949","0.102642316051153","0.166246519842746","3"
"No worries","1996","indirect migration background","Urban Area","54","0.10158265558746","0.0740056902557184","0.129159620919202","3"
"Some worries","1996","no migration background","Rural Area","2027","0.504184087078727","0.488376423065061","0.519991751092392","2"
"Some worries","1996","direct migration background","Urban Area","1096","0.493965957931764","0.47279323400359","0.515138681859938","2"
"Some worries","1996","direct migration background","Rural Area","213","0.511419333169785","0.464818501645523","0.558020164694046","2"
"Some worries","1996","no migration background","Urban Area","3265","0.548659989683411","0.536031644925596","0.561288334441226","2"
"Some worries","1996","indirect migration background","Rural Area","44","0.495685941297083","0.390624754341675","0.600747128252492","2"
"Some worries","1996","indirect migration background","Urban Area","232","0.486172253823144","0.440547399667007","0.531797107979281","2"
"Big worries","1997","no migration background","Urban Area","1725","0.294227781947921","0.282613789233548","0.305841774662294","1"
"Big worries","1997","no migration background","Rural Area","1108","0.312347367076708","0.297669863873206","0.327024870280211","1"
"Big worries","1997","direct migration background","Urban Area","742","0.349400754553102","0.328766729299411","0.370034779806792","1"
"Big worries","1997","direct migration background","Rural Area","138","0.352140718406376","0.306406680747854","0.397874756064898","1"
"Big worries","1997","indirect migration background","Urban Area","169","0.359107477725968","0.316411983198467","0.40180297225347","1"
"Big worries","1997","indirect migration background","Rural Area","20","","","","1"
"No worries","1997","no migration background","Rural Area","720","0.174628069757659","0.162604578876429","0.18665156063889","3"
"No worries","1997","direct migration background","Urban Area","305","0.178366786725686","0.161799123863807","0.194934449587566","3"
"No worries","1997","indirect migration background","Rural Area","12","","","","3"
"No worries","1997","no migration background","Urban Area","1100","0.189944542843143","0.179947346599975","0.19994173908631","3"
"No worries","1997","direct migration background","Rural Area","77","0.193256388521417","0.155449078658996","0.231063698383838","3"
"No worries","1997","indirect migration background","Urban Area","83","0.172342340269074","0.138730012951159","0.20595466758699","3"
"Some worries","1997","no migration background","Urban Area","3089","0.515827675208936","0.503090892746852","0.528564457671021","2"
"Some worries","1997","no migration background","Rural Area","2002","0.513024563165632","0.497194913200618","0.528854213130647","2"
"Some worries","1997","direct migration background","Urban Area","1004","0.472232458721212","0.450626949004535","0.493837968437889","2"
"Some worries","1997","direct migration background","Rural Area","204","0.454602893072207","0.406925380197914","0.502280405946499","2"
"Some worries","1997","indirect migration background","Rural Area","52","0.59556407734357","0.49061042488266","0.70051772980448","2"
"Some worries","1997","indirect migration background","Urban Area","233","0.468550182004957","0.424139605744697","0.512960758265217","2"
"Big worries","1998","no migration background","Urban Area","1934","0.291305676371601","0.280480027079368","0.302131325663833","1"
"Big worries","1998","no migration background","Rural Area","1279","0.311507534365798","0.297716788967192","0.325298279764404","1"
"Big worries","1998","direct migration background","Urban Area","734","0.378431388322987","0.357106475201019","0.399756301444954","1"
"Big worries","1998","direct migration background","Rural Area","124","0.338301309868958","0.291701679141747","0.384900940596169","1"
"Big worries","1998","indirect migration background","Urban Area","174","0.350859584107123","0.309359188975777","0.392359979238468","1"
"Big worries","1998","indirect migration background","Rural Area","26","","","","1"
"No worries","1998","no migration background","Urban Area","1358","0.194872618048701","0.18543510182573","0.204310134271671","3"
"No worries","1998","no migration background","Rural Area","819","0.173846470936987","0.162561064937249","0.185131876936726","3"
"No worries","1998","direct migration background","Urban Area","327","0.178756024994152","0.16190929559703","0.195602754391275","3"
"No worries","1998","indirect migration background","Rural Area","8","","","","3"
"No worries","1998","direct migration background","Rural Area","60","0.151699787169059","0.116367823777527","0.187031750560592","3"
"No worries","1998","indirect migration background","Urban Area","76","0.191888431758651","0.15764507791326","0.226131785604042","3"
"Some worries","1998","no migration background","Urban Area","3475","0.513821705579699","0.501913289270619","0.525730121888779","2"
"Some worries","1998","no migration background","Rural Area","2234","0.514645994697215","0.499763097750662","0.529528891643767","2"
"Some worries","1998","direct migration background","Urban Area","926","0.442812586682861","0.420972227089781","0.464652946275941","2"
"Some worries","1998","direct migration background","Rural Area","212","0.509998902961982","0.46076280295018","0.559235002973784","2"
"Some worries","1998","indirect migration background","Rural Area","56","0.596683138233225","0.495333568675455","0.698032707790994","2"
"Some worries","1998","indirect migration background","Urban Area","258","0.457251984134226","0.413931514468845","0.500572453799608","2"
"Big worries","1999","no migration background","Rural Area","1195","0.289037223790302","0.275442085631598","0.302632361949005","1"
"Big worries","1999","direct migration background","Urban Area","605","0.322732889652438","0.301480390756416","0.343985388548461","1"
"Big worries","1999","direct migration background","Rural Area","114","0.326556208708709","0.277842326534001","0.375270090883416","1"
"Big worries","1999","indirect migration background","Urban Area","198","0.401802605271394","0.359745297138639","0.44385991340415","1"
"Big worries","1999","indirect migration background","Rural Area","25","","","","1"
"Big worries","1999","no migration background","Urban Area","1947","0.298889381716273","0.287852113677851","0.309926649754696","1"
"No worries","1999","indirect migration background","Rural Area","15","","","","3"
"No worries","1999","no migration background","Urban Area","972","0.15384203417536","0.145142894493104","0.162541173857617","3"
"No worries","1999","no migration background","Rural Area","608","0.149995497270787","0.139286889061763","0.160704105479812","3"
"No worries","1999","direct migration background","Urban Area","324","0.179505200309049","0.162059643719163","0.196950756898935","3"
"No worries","1999","direct migration background","Rural Area","74","0.213724550165491","0.171141412772759","0.256307687558224","3"
"No worries","1999","indirect migration background","Urban Area","67","0.127413336212863","0.0988094811461192","0.156017191279607","3"
"Some worries","1999","direct migration background","Urban Area","930","0.497761910038513","0.475033238651323","0.520490581425704","2"
"Some worries","1999","direct migration background","Rural Area","168","0.4597192411258","0.407949119749548","0.511489362502052","2"
"Some worries","1999","no migration background","Rural Area","2468","0.560967278938911","0.546083935107009","0.575850622770813","2"
"Some worries","1999","indirect migration background","Rural Area","46","0.570615061111657","0.466000079234197","0.675230042989117","2"
"Some worries","1999","no migration background","Urban Area","3689","0.547268584108366","0.535267136073664","0.559270032143069","2"
"Some worries","1999","indirect migration background","Urban Area","257","0.470784058515743","0.427964698425947","0.513603418605539","2"
"Big worries","2000","no migration background","Rural Area","2211","0.285800868549257","0.275611235805881","0.295990501292632","1"
"Big worries","2000","direct migration background","Urban Area","902","0.342139063216331","0.32435231097252","0.359925815460143","1"
"Big worries","2000","direct migration background","Rural Area","144","0.271179324462714","0.234554250964323","0.307804397961105","1"
"Big worries","2000","indirect migration background","Urban Area","254","0.365349873596856","0.329930523934033","0.400769223259679","1"
"Big worries","2000","indirect migration background","Rural Area","32","0.341606450521699","0.252981182110579","0.430231718932818","1"
"Big worries","2000","no migration background","Urban Area","4005","0.32967321153227","0.321374954256875","0.337971468807666","1"
"No worries","2000","indirect migration background","Rural Area","19","","","","3"
"No worries","2000","no migration background","Urban Area","2100","0.176384350623438","0.169656224896645","0.183112476350231","3"
"No worries","2000","no migration background","Rural Area","1232","0.173841068520299","0.165293844380866","0.182388292659732","3"
"No worries","2000","direct migration background","Urban Area","581","0.21239921475216","0.197065132135476","0.227733297368843","3"
"No worries","2000","direct migration background","Rural Area","118","0.201012227345331","0.167996476389277","0.234027978301386","3"
"No worries","2000","indirect migration background","Urban Area","134","0.180143384425351","0.151875257786856","0.208411511063845","3"
"Some worries","2000","direct migration background","Urban Area","1250","0.445461722031509","0.426828016171928","0.46409542789109","2"
"Some worries","2000","no migration background","Rural Area","4109","0.540358062930445","0.529118025911781","0.551598099949108","2"
"Some worries","2000","direct migration background","Rural Area","304","0.527808448191955","0.486680489901965","0.568936406481944","2"
"Some worries","2000","indirect migration background","Rural Area","59","0.48800089819106","0.394590191295067","0.581411605087052","2"
"Some worries","2000","no migration background","Urban Area","6223","0.493942437844291","0.485116925878511","0.502767949810072","2"
"Some worries","2000","indirect migration background","Urban Area","322","0.454506741977793","0.417881224018909","0.491132259936676","2"
"Big worries","2001","no migration background","Rural Area","2448","0.342702225578145","0.331470222006136","0.353934229150153","1"
"Big worries","2001","direct migration background","Urban Area","849","0.353200053015939","0.334129433656179","0.372270672375699","1"
"Big worries","2001","direct migration background","Rural Area","165","0.343381503014295","0.301885228937181","0.384877777091409","1"
"Big worries","2001","indirect migration background","Urban Area","279","0.433671991738049","0.396146585950873","0.471197397525224","1"
"Big worries","2001","indirect migration background","Rural Area","33","0.414587288538183","0.317543094165601","0.511631482910766","1"
"Big worries","2001","no migration background","Urban Area","4077","0.352878747879043","0.344056638268583","0.361700857489503","1"
"No worries","2001","indirect migration background","Rural Area","18","","","","3"
"No worries","2001","no migration background","Urban Area","1718","0.161910150624236","0.155109519873816","0.168710781374656","3"
"No worries","2001","no migration background","Rural Area","990","0.154027545019752","0.145484848120123","0.162570241919382","3"
"No worries","2001","direct migration background","Urban Area","474","0.199259775661078","0.183322096815388","0.215197454506769","3"
"No worries","2001","direct migration background","Rural Area","87","0.172790503756883","0.13975113131773","0.205829876196037","3"
"No worries","2001","indirect migration background","Urban Area","113","0.157632730475559","0.130040638389983","0.185224822561136","3"
"Some worries","2001","direct migration background","Urban Area","1090","0.447540171322983","0.427700439649068","0.467379902996897","2"
"Some worries","2001","no migration background","Rural Area","3421","0.503270229402103","0.491437677866069","0.515102780938137","2"
"Some worries","2001","direct migration background","Rural Area","251","0.483827993228821","0.44015561741501","0.527500369042633","2"
"Some worries","2001","indirect migration background","Rural Area","48","0.438841456828209","0.341089129215267","0.53659378444115","2"
"Some worries","2001","no migration background","Urban Area","5476","0.485211101496721","0.475984392640377","0.494437810353066","2"
"Some worries","2001","indirect migration background","Urban Area","278","0.408695277786392","0.371471866303747","0.445918689269038","2"
"Big worries","2002","no migration background","Rural Area","2005","0.279391268053082","0.268912877248999","0.289869658857165","1"
"Big worries","2002","direct migration background","Urban Area","626","0.295245191244636","0.276639467645573","0.313850914843698","1"
"Big worries","2002","direct migration background","Rural Area","124","0.264123982508729","0.224601848547187","0.30364611647027","1"
"Big worries","2002","indirect migration background","Urban Area","215","0.323861272352844","0.288715592395525","0.359006952310163","1"
"Big worries","2002","indirect migration background","Rural Area","16","","","","1"
"Big worries","2002","no migration background","Urban Area","3457","0.278358434247184","0.270459311306553","0.286257557187816","1"
"No worries","2002","indirect migration background","Rural Area","29","","","","3"
"No worries","2002","no migration background","Urban Area","2169","0.184577536283192","0.177740046840885","0.191415025725499","3"
"No worries","2002","no migration background","Rural Area","1065","0.157561628513736","0.149053525926856","0.166069731100616","3"
"No worries","2002","direct migration background","Urban Area","483","0.20721410753871","0.190682170558973","0.223746044518446","3"
"No worries","2002","direct migration background","Rural Area","102","0.225598678366254","0.188128525835083","0.263068830897424","3"
"No worries","2002","indirect migration background","Urban Area","117","0.140615381564854","0.114506712225556","0.166724050904152","3"
"Some worries","2002","no migration background","Rural Area","3974","0.563047103433182","0.551463915758228","0.574630291108135","2"
"Some worries","2002","direct migration background","Urban Area","1200","0.497540701216655","0.47714677350929","0.51793462892402","2"
"Some worries","2002","direct migration background","Rural Area","252","0.510277339125018","0.465463475925128","0.555091202324908","2"
"Some worries","2002","indirect migration background","Rural Area","52","0.59622212813426","0.498579934792697","0.693864321475822","2"
"Some worries","2002","no migration background","Urban Area","6741","0.537064029469624","0.528276042441865","0.545852016497382","2"
"Some worries","2002","indirect migration background","Urban Area","349","0.535523346082301","0.498065251295437","0.572981440869166","2"
"Big worries","2003","no migration background","Rural Area","1551","0.226488545127701","0.216489355799928","0.236487734455474","1"
"Big worries","2003","direct migration background","Urban Area","483","0.25682615322813","0.238359266154405","0.275293040301855","1"
"Big worries","2003","direct migration background","Rural Area","109","0.26522293825448","0.224793408678007","0.305652467830953","1"
"Big worries","2003","indirect migration background","Urban Area","165","0.26801557210947","0.234675680844993","0.301355463373946","1"
"Big worries","2003","indirect migration background","Rural Area","20","","","","1"
"Big worries","2003","no migration background","Urban Area","2664","0.228151624677643","0.220632775525728","0.235670473829558","1"
"No worries","2003","indirect migration background","Rural Area","22","","","","3"
"No worries","2003","no migration background","Urban Area","2592","0.221335269198975","0.213896961233287","0.228773577164662","3"
"No worries","2003","no migration background","Rural Area","1252","0.19190150664868","0.182493889469536","0.201309123827823","3"
"No worries","2003","direct migration background","Urban Area","596","0.25685893418065","0.238391275912075","0.275326592449225","3"
"No worries","2003","direct migration background","Rural Area","113","0.235391028057261","0.196537541233938","0.274244514880583","3"
"No worries","2003","indirect migration background","Urban Area","174","0.240480187938486","0.208310825861441","0.272649550015531","3"
"Some worries","2003","no migration background","Rural Area","3928","0.581609948223619","0.569825347200806","0.593394549246432","2"
"Some worries","2003","direct migration background","Urban Area","1071","0.48631491259122","0.46518799522341","0.50744182995903","2"
"Some worries","2003","indirect migration background","Rural Area","59","0.651485276232257","0.558556488473264","0.74441406399125","2"
"Some worries","2003","direct migration background","Rural Area","236","0.499386033688259","0.453594516932341","0.545177550444177","2"
"Some worries","2003","no migration background","Urban Area","6710","0.550513106123383","0.541600269624838","0.559425942621928","2"
"Some worries","2003","indirect migration background","Urban Area","339","0.491504239952045","0.453873691642623","0.529134788261466","2"
"Big worries","2004","no migration background","Rural Area","1505","0.22467206873799","0.21459144375879","0.23475269371719","1"
"Big worries","2004","direct migration background","Urban Area","472","0.262052286568482","0.243080858783518","0.281023714353447","1"
"Big worries","2004","direct migration background","Rural Area","116","0.266467140732991","0.225015761075797","0.307918520390184","1"
"Big worries","2004","indirect migration background","Urban Area","169","0.243564398622833","0.211444148557639","0.275684648688027","1"
"Big worries","2004","indirect migration background","Rural Area","33","0.234133689493957","0.155709955411808","0.312557423576105","1"
"Big worries","2004","no migration background","Urban Area","2722","0.237707159926263","0.22997239802943","0.245441921823096","1"
"No worries","2004","indirect migration background","Rural Area","26","","","","3"
"No worries","2004","no migration background","Urban Area","2542","0.223900554199774","0.216326103065372","0.231475005334176","3"
"No worries","2004","no migration background","Rural Area","1354","0.216581006311908","0.206632052072296","0.22652996055152","3"
"No worries","2004","direct migration background","Urban Area","525","0.252404773588274","0.233664527632796","0.271145019543752","3"
"No worries","2004","direct migration background","Rural Area","106","0.242042072423732","0.201883769279666","0.282200375567798","3"
"No worries","2004","indirect migration background","Urban Area","166","0.227007207557488","0.195660381168429","0.258354033946547","3"
"Some worries","2004","no migration background","Rural Area","3726","0.558746924950102","0.546754095797303","0.570739754102901","2"
"Some worries","2004","direct migration background","Urban Area","1067","0.485542939843243","0.463981307712961","0.507104571973526","2"
"Some worries","2004","direct migration background","Rural Area","215","0.491490786843277","0.444618679877559","0.538362893808995","2"
"Some worries","2004","indirect migration background","Rural Area","53","0.537560687695271","0.445222743027005","0.629898632363536","2"
"Some worries","2004","no migration background","Urban Area","6371","0.538392285873962","0.529333899511245","0.547450672236679","2"
"Some worries","2004","indirect migration background","Urban Area","351","0.529428393819679","0.492077370299384","0.566779417339974","2"
"Big worries","2005","no migration background","Rural Area","1952","0.308177290436577","0.296791688303902","0.319562892569252","1"
"Big worries","2005","direct migration background","Urban Area","584","0.323463741820138","0.302706110317099","0.344221373323178","1"
"Big worries","2005","direct migration background","Rural Area","120","0.308920413585207","0.264031590136641","0.353809237033773","1"
"Big worries","2005","indirect migration background","Urban Area","227","0.352011505929106","0.317150289630237","0.386872722227975","1"
"Big worries","2005","indirect migration background","Rural Area","25","","","","1"
"Big worries","2005","no migration background","Urban Area","3296","0.302770517144653","0.29424159256597","0.311299441723337","1"
"No worries","2005","indirect migration background","Rural Area","32","0.278378754344407","0.19182175791891","0.364935750769904","3"
"No worries","2005","no migration background","Urban Area","2027","0.185434038012292","0.178219517575219","0.192648558449364","3"
"No worries","2005","no migration background","Rural Area","1015","0.177797966775699","0.168370154018194","0.187225779533203","3"
"No worries","2005","direct migration background","Urban Area","447","0.203107821857106","0.185255999245218","0.220959644468995","3"
"No worries","2005","direct migration background","Rural Area","70","0.17862964371658","0.141416431051485","0.215842856381676","3"
"No worries","2005","indirect migration background","Urban Area","138","0.181291993029437","0.153170764530837","0.209413221528037","3"
"Some worries","2005","no migration background","Rural Area","3351","0.514024742787724","0.501700581549427","0.526348904026022","2"
"Some worries","2005","direct migration background","Urban Area","920","0.473428436322755","0.451273254041118","0.495583618604393","2"
"Some worries","2005","direct migration background","Rural Area","217","0.512449942698212","0.463889099762081","0.561010785634344","2"
"Some worries","2005","indirect migration background","Rural Area","46","0.370225416001993","0.276974059430724","0.463476772573263","2"
"Some worries","2005","no migration background","Urban Area","5825","0.511795444843055","0.502516497017882","0.521074392668228","2"
"Some worries","2005","indirect migration background","Urban Area","356","0.466696501041457","0.43028111254067","0.503111889542245","2"
"Big worries","2006","no migration background","Rural Area","1860","0.280923971649484","0.270245334455197","0.291602608843772","1"
"Big worries","2006","direct migration background","Urban Area","568","0.315905916207949","0.295203545663145","0.336608286752752","1"
"Big worries","2006","direct migration background","Rural Area","124","0.303913027745329","0.260081731060205","0.347744324430453","1"
"Big worries","2006","indirect migration background","Urban Area","214","0.322254836929304","0.287535101513107","0.356974572345502","1"
"Big worries","2006","indirect migration background","Rural Area","26","","","","1"
"Big worries","2006","no migration background","Urban Area","3279","0.284350807592225","0.276242420203598","0.292459194980852","1"
"No worries","2006","indirect migration background","Rural Area","22","","","","3"
"No worries","2006","no migration background","Urban Area","2212","0.194387162196278","0.187274140347836","0.20150018404472","3"
"No worries","2006","no migration background","Rural Area","1170","0.176736116327951","0.167673236702153","0.18579899595375","3"
"No worries","2006","direct migration background","Urban Area","416","0.210213498973668","0.192068020083981","0.228358977863355","3"
"No worries","2006","direct migration background","Rural Area","107","0.268546381303772","0.226310558805197","0.310782203802347","3"
"No worries","2006","indirect migration background","Urban Area","135","0.187648633822404","0.158642614479748","0.21665465316506","3"
"Some worries","2006","no migration background","Rural Area","3775","0.542339912022564","0.530502920698766","0.554176903346363","2"
"Some worries","2006","indirect migration background","Rural Area","67","0.503824986686172","0.412443868732591","0.595206104639754","2"
"Some worries","2006","no migration background","Urban Area","6399","0.521262030211497","0.512282902551186","0.530241157871808","2"
"Some worries","2006","direct migration background","Urban Area","953","0.473880584818383","0.451644419056032","0.496116750580734","2"
"Some worries","2006","direct migration background","Rural Area","192","0.427540590950899","0.380395233497357","0.474685948404441","2"
"Some worries","2006","indirect migration background","Urban Area","347","0.490096529248292","0.452957694898029","0.527235363598554","2"
"Big worries","2007","no migration background","Rural Area","1758","0.27820130724539","0.267245823222272","0.289156791268508","1"
"Big worries","2007","direct migration background","Urban Area","483","0.288809153457176","0.267359781286066","0.310258525628285","1"
"Big worries","2007","direct migration background","Rural Area","94","0.254860034041344","0.211498760872279","0.298221307210409","1"
"Big worries","2007","indirect migration background","Urban Area","196","0.284841021337579","0.250588879089524","0.319093163585634","1"
"Big worries","2007","indirect migration background","Rural Area","30","0.288375732202754","0.204102173881385","0.372649290524124","1"
"Big worries","2007","no migration background","Urban Area","2988","0.273692507317062","0.26540346014607","0.281981554488054","1"
"No worries","2007","indirect migration background","Rural Area","23","","","","3"
"No worries","2007","no migration background","Urban Area","2106","0.193554608630698","0.186209433835907","0.200899783425489","3"
"No worries","2007","no migration background","Rural Area","1194","0.190613066537756","0.181010255794441","0.200215877281071","3"
"No worries","2007","direct migration background","Urban Area","388","0.222712670479882","0.203021148445794","0.242404192513971","3"
"No worries","2007","direct migration background","Rural Area","84","0.241604344711073","0.19901190510096","0.284196784321186","3"
"No worries","2007","indirect migration background","Urban Area","153","0.231988886603126","0.199955524973071","0.264022248233181","3"
"Some worries","2007","no migration background","Rural Area","3475","0.531185626216854","0.518985409151684","0.543385843282024","2"
"Some worries","2007","indirect migration background","Rural Area","58","0.5068003419019","0.413793170897979","0.599807512905821","2"
"Some worries","2007","no migration background","Urban Area","6020","0.53275288405224","0.52347713236069","0.542028635743791","2"
"Some worries","2007","direct migration background","Urban Area","844","0.488478176062942","0.464820575478387","0.512135776647498","2"
"Some worries","2007","direct migration background","Rural Area","210","0.503535621247583","0.453785817213214","0.553285425281952","2"
"Some worries","2007","indirect migration background","Urban Area","318","0.483170092059294","0.445246539427513","0.521093644691076","2"
"Big worries","2008","no migration background","Rural Area","1374","0.239539581287035","0.228795554678984","0.250283607895087","1"
"Big worries","2008","direct migration background","Urban Area","403","0.26580043551904","0.2438224876996","0.28777838333848","1"
"Big worries","2008","direct migration background","Rural Area","83","0.231766063664682","0.187304809617424","0.27622731771194","1"
"Big worries","2008","indirect migration background","Urban Area","179","0.262157198099565","0.22855265770446","0.295761738494669","1"
"Big worries","2008","indirect migration background","Rural Area","19","","","","1"
"Big worries","2008","no migration background","Urban Area","2445","0.235393319457353","0.227304440287581","0.243482198627125","1"
"No worries","2008","indirect migration background","Rural Area","34","0.283009672808859","0.199954601152465","0.366064744465253","3"
"No worries","2008","no migration background","Urban Area","2228","0.212791086794703","0.204987505572306","0.220594668017099","3"
"No worries","2008","no migration background","Rural Area","1243","0.202732465374768","0.192611922345493","0.212853008404043","3"
"No worries","2008","direct migration background","Urban Area","372","0.221400631769395","0.200744514811944","0.242056748726846","3"
"No worries","2008","direct migration background","Rural Area","84","0.242314277497157","0.197165697500813","0.287462857493501","3"
"No worries","2008","indirect migration background","Urban Area","148","0.250587035158893","0.217475825733415","0.283698244584371","3"
"Some worries","2008","no migration background","Rural Area","3445","0.557727953338196","0.545225475986206","0.570230430690187","2"
"Some worries","2008","indirect migration background","Rural Area","60","0.465212686033355","0.373247131878063","0.557178240188647","2"
