"plj0047","year","age_gr","sampreg","n","percent","lower_confidence","upper_confidence"
"Some worries","1996","66 and older","East Germany","209","0.48776117963251","0.439957282153466","0.535565077111554"
"No worries","1996","16-34 y.","West Germany","519","0.143489009318353","0.131956874706985","0.155021143929721"
"No worries","1996","16-34 y.","East Germany","230","0.198071779380941","0.175341635110185","0.220801923651697"
"No worries","1996","35-65 y.","West Germany","712","0.160435814850298","0.149850622827669","0.171021006872926"
"No worries","1996","35-65 y.","East Germany","410","0.210365358081789","0.192705163484097","0.228025552679481"
"No worries","1996","66 and older","West Germany","240","0.212883850925475","0.188963772453937","0.236803929397014"
"No worries","1996","66 and older","East Germany","89","0.224147187086231","0.184264926950779","0.264029447221682"
"Big worries","1997","16-34 y.","West Germany","1111","0.317053757140259","0.301503822002768","0.332603692277749"
"Big worries","1997","16-34 y.","East Germany","322","0.278389501947816","0.25258566901311","0.304193334882523"
"Big worries","1997","35-65 y.","West Germany","1431","0.310432420557023","0.297031497236349","0.323833343877697"
"Big worries","1997","35-65 y.","East Germany","554","0.275997808668752","0.256537757675005","0.295457859662499"
"Big worries","1997","66 and older","West Germany","364","0.330859592189214","0.303641502527866","0.358077681850563"
"Big worries","1997","66 and older","East Germany","121","0.259836818437258","0.218434606914211","0.301239029960304"
"Some worries","1997","16-34 y.","West Germany","1771","0.512222134271239","0.495518572595969","0.528925695946509"
"Some worries","1997","16-34 y.","East Germany","578","0.495513834709853","0.466729321071923","0.524298348347784"
"Some worries","1997","35-65 y.","West Germany","2400","0.517101742573848","0.502628075155487","0.531575409992209"
"Some worries","1997","35-65 y.","East Germany","1056","0.526992985811325","0.505258096913029","0.548727874709622"
"Some worries","1997","66 and older","West Germany","534","0.454657254435376","0.425853176346242","0.48346133252451"
"Some worries","1997","66 and older","East Germany","245","0.573741451720254","0.527053575298407","0.620429328142102"
"No worries","1997","16-34 y.","West Germany","558","0.170724108588502","0.158150329770024","0.183297887406981"
"No worries","1997","16-34 y.","East Germany","259","0.22609666334233","0.202014427278785","0.250178899405875"
"No worries","1997","35-65 y.","West Germany","748","0.172465836869129","0.161523570687469","0.18340810305079"
"No worries","1997","35-65 y.","East Germany","417","0.197009205519922","0.179694314607007","0.214324096432837"
"No worries","1997","66 and older","West Germany","250","0.214483153375409","0.19073928413868","0.238227022612138"
"No worries","1997","66 and older","East Germany","65","0.166421729842488","0.131258588666228","0.201584871018748"
"Big worries","1998","16-34 y.","West Germany","1105","0.303699111474359","0.288708678547542","0.318689544401175"
"Big worries","1998","16-34 y.","East Germany","339","0.298209568586327","0.272304533163723","0.32411460400893"
"Big worries","1998","35-65 y.","West Germany","1663","0.313589754729783","0.301068413830762","0.326111095628804"
"Big worries","1998","35-65 y.","East Germany","572","0.275786529267679","0.256935216723334","0.294637841812024"
"Big worries","1998","66 and older","West Germany","454","0.335467145706437","0.310382830248315","0.36055146116456"
"Big worries","1998","66 and older","East Germany","138","0.291412305175298","0.250460951058359","0.332363659292237"
"Some worries","1998","16-34 y.","West Germany","1886","0.51836178291469","0.502073665260347","0.534649900569032"
"Some worries","1998","16-34 y.","East Germany","589","0.47781293584345","0.449527577302789","0.506098294384111"
"Some worries","1998","35-65 y.","West Germany","2685","0.509435769053471","0.495943944496709","0.522927593610233"
"Some worries","1998","35-65 y.","East Germany","1101","0.505709477524917","0.484620114728659","0.526798840321176"
"Some worries","1998","66 and older","West Germany","664","0.485508647642505","0.458956078217242","0.512061217067768"
"Some worries","1998","66 and older","East Germany","236","0.490970736887088","0.445918464679729","0.536023009094446"
"No worries","1998","16-34 y.","West Germany","624","0.177939105610951","0.165471540744011","0.190406670477892"
"No worries","1998","16-34 y.","East Germany","270","0.223977495570223","0.200369504510083","0.247585486630364"
"No worries","1998","35-65 y.","West Germany","926","0.176974476216746","0.166674410442783","0.187274541990708"
"No worries","1998","35-65 y.","East Germany","486","0.218503993207404","0.201073292714791","0.235934693700016"
"No worries","1998","66 and older","West Germany","243","0.179024206651058","0.158656596048366","0.19939181725375"
"No worries","1998","66 and older","East Germany","99","0.217616957937614","0.180431459901642","0.254802455973587"
"Big worries","1999","16-34 y.","West Germany","1097","0.326767437351254","0.311073219567113","0.342461655135395"
"Big worries","1999","16-34 y.","East Germany","313","0.265776344078499","0.240475093284907","0.291077594872092"
"Big worries","1999","35-65 y.","West Germany","1603","0.321085808318997","0.30833674838805","0.333834868249944"
"Big worries","1999","35-65 y.","East Germany","609","0.290883563266391","0.271600557416655","0.310166569116128"
"Big worries","1999","66 and older","West Germany","289","0.223567856272471","0.20113437949797","0.246001333046971"
"Big worries","1999","66 and older","East Germany","173","0.352086718780775","0.309883186394857","0.394290251166693"
"Some worries","1999","16-34 y.","West Germany","1841","0.527490692049418","0.510785544484325","0.544195839614511"
"Some worries","1999","16-34 y.","East Germany","674","0.562245191117582","0.533830170132831","0.590660212102333"
"Some worries","1999","35-65 y.","West Germany","2809","0.539413861580478","0.525803281132861","0.553024442028095"
"Some worries","1999","35-65 y.","East Germany","1267","0.588533645021846","0.567640242148168","0.609427047895523"
"Some worries","1999","66 and older","West Germany","726","0.548591858382514","0.521797119771408","0.575386596993619"
"Some worries","1999","66 and older","East Germany","241","0.469980109410707","0.425878812345773","0.514081406475641"
"No worries","1999","16-34 y.","West Germany","493","0.145741870599327","0.133935281147086","0.157548460051569"
"No worries","1999","16-34 y.","East Germany","184","0.171978464803919","0.150364845710542","0.193592083897296"
"No worries","1999","35-65 y.","West Germany","740","0.139500330100525","0.13003963305555","0.148961027145501"
"No worries","1999","35-65 y.","East Germany","255","0.120582791711763","0.106756792966762","0.134408790456764"
"No worries","1999","66 and older","West Germany","310","0.227840285345016","0.205255863371846","0.250424707318186"
"No worries","1999","66 and older","East Germany","78","0.177933171808518","0.144138552239148","0.211727791377888"
"Big worries","2000","16-34 y.","West Germany","1782","0.344565447111669","0.331906735854549","0.357224158368789"
"Big worries","2000","16-34 y.","East Germany","518","0.318369646078775","0.295939757041905","0.340799535115646"
"Big worries","2000","35-65 y.","West Germany","3350","0.345524818445757","0.336234568119035","0.354815068772479"
"Big worries","2000","35-65 y.","East Germany","1059","0.323476550411398","0.307476942287275","0.339476158535521"
"Big worries","2000","66 and older","West Germany","561","0.204220718283033","0.189011991348126","0.219429445217939"
"Big worries","2000","66 and older","East Germany","277","0.307511202649638","0.276987467261488","0.338034938037789"
"Some worries","2000","16-34 y.","West Germany","2722","0.489594945642614","0.476279217762281","0.502910673522947"
"Some worries","2000","16-34 y.","East Germany","864","0.513451874745131","0.489386113126718","0.537517636363544"
"Some worries","2000","35-65 y.","West Germany","5082","0.495537771069234","0.485770035135186","0.505305507003283"
"Some worries","2000","35-65 y.","East Germany","1787","0.537642701725039","0.520590429669133","0.554694973780946"
"Some worries","2000","66 and older","West Germany","1372","0.510429344886162","0.491570193138231","0.529288496634092"
"Some worries","2000","66 and older","East Germany","439","0.497897471290535","0.464824973382137","0.530969969198932"
"No worries","2000","16-34 y.","West Germany","910","0.165839607245717","0.155932248751","0.175746965740433"
"No worries","2000","16-34 y.","East Germany","275","0.168178479176094","0.150169581795825","0.186187376556363"
"No worries","2000","35-65 y.","West Germany","1633","0.158937410485009","0.151794611539185","0.166080209430833"
"No worries","2000","35-65 y.","East Germany","438","0.138880747863563","0.1270530781201","0.150708417607025"
"No worries","2000","66 and older","West Germany","766","0.285349936830806","0.268313363092165","0.302386510569446"
"No worries","2000","66 and older","East Germany","162","0.194591326059827","0.168405232024392","0.220777420095262"
"Big worries","2001","16-34 y.","West Germany","1838","0.388377626634268","0.374476375691465","0.402278877577071"
"Big worries","2001","16-34 y.","East Germany","560","0.353648796002925","0.329645218137677","0.377652373868174"
"Big worries","2001","35-65 y.","West Germany","3245","0.360151018430314","0.350302630870726","0.369999405989903"
"Big worries","2001","35-65 y.","East Germany","1234","0.393718447688847","0.376379280653016","0.411057614724677"
"Big worries","2001","66 and older","West Germany","620","0.240314206792066","0.223723873740768","0.256904539843364"
"Big worries","2001","66 and older","East Germany","354","0.414842034385382","0.381602509609047","0.448081559161717"
"Some worries","2001","16-34 y.","West Germany","2189","0.462830977033147","0.448609268003373","0.477052686062921"
"Some worries","2001","16-34 y.","East Germany","754","0.493083253430044","0.467982656291996","0.518183850568092"
"Some worries","2001","35-65 y.","West Germany","4513","0.493054981311166","0.482798174604549","0.503311788017784"
"Some worries","2001","35-65 y.","East Germany","1468","0.48178857227988","0.46405566629329","0.499521478266471"
"Some worries","2001","66 and older","West Germany","1296","0.508231684967602","0.488820166054517","0.527643203880687"
"Some worries","2001","66 and older","East Germany","344","0.403609129307744","0.37050952121525","0.436708737400239"
"No worries","2001","16-34 y.","West Germany","695","0.148791396332585","0.138640789376579","0.158942003288591"
"No worries","2001","16-34 y.","East Germany","210","0.153267950567031","0.135181461013725","0.171354440120337"
"No worries","2001","35-65 y.","West Germany","1369","0.146794000258519","0.139533523009356","0.154054477507682"
"No worries","2001","35-65 y.","East Germany","348","0.124492980031273","0.112776411984214","0.136209548078332"
"No worries","2001","66 and older","West Germany","632","0.251454108240332","0.234608489684202","0.268299726796462"
"No worries","2001","66 and older","East Germany","146","0.181548836306874","0.15554305011027","0.207554622503478"
"Big worries","2002","16-34 y.","West Germany","1306","0.286151946074917","0.273172696281218","0.299131195868616"
"Big worries","2002","16-34 y.","East Germany","442","0.286473302782785","0.263478374713954","0.309468230851616"
"Big worries","2002","35-65 y.","West Germany","2903","0.29116128025887","0.282342774509543","0.299979786008197"
"Big worries","2002","35-65 y.","East Germany","902","0.283689227239505","0.267672666010431","0.299705788468579"
"Big worries","2002","66 and older","West Germany","572","0.222404976439413","0.206727575880558","0.238082376998267"
"Big worries","2002","66 and older","East Germany","318","0.363251936669813","0.331690740879019","0.394813132460606"
"Some worries","2002","16-34 y.","West Germany","2473","0.52791649455984","0.513580085705862","0.542252903413818"
"Some worries","2002","16-34 y.","East Germany","794","0.518325568423927","0.492912156422819","0.543738980425035"
"Some worries","2002","35-65 y.","West Germany","5671","0.551649099445415","0.541995373716889","0.561302825173941"
"Some worries","2002","35-65 y.","East Germany","1755","0.570014836038163","0.552424791864455","0.587604880211871"
"Some worries","2002","66 and older","West Germany","1433","0.523164361687012","0.504335307836974","0.54199341553705"
"Some worries","2002","66 and older","East Germany","442","0.496032500052151","0.46322130903097","0.528843691073332"
"No worries","2002","16-34 y.","West Germany","879","0.185931559365243","0.174758930718462","0.197104188012024"
"No worries","2002","16-34 y.","East Germany","249","0.195201128793288","0.175042095326018","0.215360162260558"
"No worries","2002","35-65 y.","West Germany","1621","0.157189620295715","0.150124308273165","0.164254932318265"
"No worries","2002","35-65 y.","East Germany","386","0.146295936722332","0.133739485291643","0.158852388153021"
"No worries","2002","66 and older","West Germany","698","0.254430661873575","0.238011393117419","0.270849930629732"
"No worries","2002","66 and older","East Germany","132","0.140715563278036","0.117896111658673","0.1635350148974"
"Big worries","2003","16-34 y.","West Germany","989","0.235696773943825","0.223125760700897","0.248267787186753"
"Big worries","2003","16-34 y.","East Germany","325","0.224299628125154","0.202866879470034","0.245732376780274"
"Big worries","2003","35-65 y.","West Germany","2213","0.247665107350311","0.239045145862842","0.256285068837781"
"Big worries","2003","35-65 y.","East Germany","723","0.231714081257881","0.216534709661924","0.246893452853839"
"Big worries","2003","66 and older","West Germany","487","0.179034682832042","0.164663919850551","0.193405445813533"
"Big worries","2003","66 and older","East Germany","255","0.282170990916005","0.253009869023969","0.31133211280804"
"Some worries","2003","16-34 y.","West Germany","2326","0.522794554282591","0.508000784994937","0.537588323570245"
"Some worries","2003","16-34 y.","East Germany","845","0.576427129160315","0.551037703963135","0.601816554357495"
"Some worries","2003","35-65 y.","West Germany","5467","0.560586538128638","0.550675359076842","0.570497717180435"
"Some worries","2003","35-65 y.","East Germany","1784","0.59412543667449","0.576458911640195","0.611791961708784"
"Some worries","2003","66 and older","West Germany","1424","0.528449938694779","0.509738177568084","0.547161699821474"
"Some worries","2003","66 and older","East Germany","497","0.527768065023711","0.495420859013399","0.560115271034023"
"No worries","2003","16-34 y.","West Germany","1064","0.241508671773584","0.228832086182336","0.254185257364831"
"No worries","2003","16-34 y.","East Germany","285","0.199273242714531","0.178748238310243","0.219798247118819"
"No worries","2003","35-65 y.","West Germany","1953","0.19174835452105","0.183886836170891","0.199609872871209"
"No worries","2003","35-65 y.","East Germany","461","0.174160482067629","0.160516574071637","0.187804390063621"
"No worries","2003","66 and older","West Germany","823","0.292515378473179","0.275463128533551","0.309567628412807"
"No worries","2003","66 and older","East Germany","163","0.190060944060285","0.164638918220674","0.215482969899895"
"Big worries","2004","16-34 y.","West Germany","1011","0.246406658484807","0.233327650363459","0.259485666606154"
"Big worries","2004","16-34 y.","East Germany","329","0.234159507712839","0.212157074990565","0.256161940435113"
"Big worries","2004","35-65 y.","West Germany","2242","0.252826195851065","0.244009831635909","0.26164256006622"
"Big worries","2004","35-65 y.","East Germany","676","0.239106856426864","0.223419608107483","0.254794104746244"
"Big worries","2004","66 and older","West Germany","521","0.187990937370643","0.173498571856812","0.202483302884474"
"Big worries","2004","66 and older","East Germany","238","0.242324920977233","0.215191417226998","0.269458424727468"
"Some worries","2004","16-34 y.","West Germany","2173","0.519385296024967","0.504220959435502","0.534549632614432"
"Some worries","2004","16-34 y.","East Germany","780","0.529669765882037","0.503736949713545","0.555602582050529"
"Some worries","2004","35-65 y.","West Germany","5182","0.543590715445572","0.533487004341106","0.553694426550037"
"Some worries","2004","35-65 y.","East Germany","1668","0.562289883388547","0.544044106997605","0.58053565977949"
"Some worries","2004","66 and older","West Germany","1441","0.52376141428075","0.505235936209481","0.542286892352019"
"Some worries","2004","66 and older","East Germany","539","0.559895553457055","0.528461765159651","0.591329341754458"
"No worries","2004","16-34 y.","West Germany","986","0.234208045490226","0.221354102538532","0.24706198844192"
"No worries","2004","16-34 y.","East Germany","314","0.236170726405124","0.214103039023297","0.258238413786951"
"No worries","2004","35-65 y.","West Germany","1912","0.203583088703364","0.195415219853941","0.211750957552786"
"No worries","2004","35-65 y.","East Germany","496","0.198603260184589","0.183930700210518","0.21327582015866"
"No worries","2004","66 and older","West Germany","830","0.288247648348607","0.271446547997306","0.305048748699907"
"No worries","2004","66 and older","East Germany","181","0.197779525565713","0.172556169373263","0.223002881758162"
"Big worries","2005","16-34 y.","West Germany","1149","0.308959103711161","0.294562255057969","0.323355952364353"
"Big worries","2005","16-34 y.","East Germany","398","0.304646995694559","0.280086154689997","0.329207836699121"
"Big worries","2005","35-65 y.","West Germany","2750","0.335038490418075","0.325205785779462","0.344871195056689"
"Big worries","2005","35-65 y.","East Germany","905","0.311818871943396","0.29439415421379","0.329243589673002"
"Big worries","2005","66 and older","West Germany","669","0.231165308836816","0.215561274337035","0.246769343336598"
"Big worries","2005","66 and older","East Germany","333","0.349943225374373","0.319943801416471","0.379942649332276"
"Some worries","2005","16-34 y.","West Germany","1981","0.488356121316102","0.472781507921444","0.503930734710759"
"Some worries","2005","16-34 y.","East Germany","723","0.527618393700478","0.500977513524521","0.554259273876434"
"Some worries","2005","35-65 y.","West Germany","4627","0.503407761660599","0.492992089405393","0.513823433915805"
"Some worries","2005","35-65 y.","East Germany","1461","0.532940221210846","0.514173488970016","0.551706953451676"
"Some worries","2005","66 and older","West Germany","1410","0.511596964917835","0.493095238999468","0.530098690836203"
"Some worries","2005","66 and older","East Germany","513","0.512227258490178","0.48078754480005","0.543666972180305"
"No worries","2005","16-34 y.","West Germany","827","0.202684774972737","0.190159402255069","0.215210147690406"
"No worries","2005","16-34 y.","East Germany","228","0.167734610604963","0.147796482787522","0.187672738422404"
"No worries","2005","35-65 y.","West Germany","1475","0.161553747921325","0.153886782207156","0.169220713635495"
"No worries","2005","35-65 y.","East Germany","349","0.155240906845758","0.141619163375718","0.168862650315798"
"No worries","2005","66 and older","West Germany","725","0.257237726245348","0.241058738876158","0.273416713614539"
"No worries","2005","66 and older","East Germany","125","0.137829516135449","0.11614717528921","0.159511856981688"
"Big worries","2006","16-34 y.","West Germany","1020","0.289557189211732","0.275174233353765","0.3039401450697"
"Big worries","2006","16-34 y.","East Germany","317","0.258096474702632","0.234189557841524","0.28200339156374"
"Big worries","2006","35-65 y.","West Germany","2862","0.316479035096539","0.307120965721011","0.325837104472066"
"Big worries","2006","35-65 y.","East Germany","795","0.279252238110161","0.262761137408953","0.295743338811369"
"Big worries","2006","66 and older","West Germany","741","0.224628870792478","0.210374769991644","0.238882971593312"
"Big worries","2006","66 and older","East Germany","336","0.31823443190179","0.291124234543756","0.345344629259825"
"Some worries","2006","16-34 y.","West Germany","2026","0.504732898341968","0.488877872422036","0.520587924261899"
"Some worries","2006","16-34 y.","East Germany","705","0.525132377057291","0.497850170338396","0.552414583776185"
"Some worries","2006","35-65 y.","West Germany","5033","0.516212800311288","0.506157861337943","0.526267739284633"
"Some worries","2006","35-65 y.","East Germany","1601","0.540639127883635","0.522320607252765","0.558957648514504"
"Some worries","2006","66 and older","West Germany","1760","0.524696721683902","0.507640147560888","0.541753295806915"
"Some worries","2006","66 and older","East Germany","608","0.527970861831095","0.498915188420171","0.55702653524202"
"No worries","2006","16-34 y.","West Germany","774","0.2057099124463","0.192891519207438","0.218528305685163"
"No worries","2006","16-34 y.","East Germany","265","0.216771148240077","0.194259676176127","0.239282620304027"
"No worries","2006","35-65 y.","West Germany","1594","0.167308164592173","0.159798187913352","0.174818141270995"
"No worries","2006","35-65 y.","East Germany","447","0.180108634006204","0.165983093205755","0.194234174806653"
"No worries","2006","66 and older","West Germany","792","0.25067440752362","0.235871654026386","0.265477161020854"
"No worries","2006","66 and older","East Germany","190","0.153794706267114","0.132798050597415","0.174791361936813"
"Big worries","2007","16-34 y.","West Germany","948","0.276081294696461","0.26119591688018","0.290966672512742"
"Big worries","2007","16-34 y.","East Germany","311","0.267976178490322","0.243112983267368","0.292839373713277"
"Big worries","2007","35-65 y.","West Germany","2455","0.292330381827624","0.28280248442035","0.301858279234897"
"Big worries","2007","35-65 y.","East Germany","728","0.270684455054692","0.25375821431802","0.287610695791365"
"Big worries","2007","66 and older","West Germany","744","0.231553083026031","0.216944710276447","0.246161455775615"
"Big worries","2007","66 and older","East Germany","363","0.329551301776308","0.302193206641598","0.356909396911019"
"Some worries","2007","16-34 y.","West Germany","1780","0.51056809393633","0.493923644039587","0.527212543833074"
"Some worries","2007","16-34 y.","East Germany","627","0.478137780485556","0.450096315605913","0.506179245365199"
"Some worries","2007","35-65 y.","West Germany","4801","0.541879158526636","0.531441908946752","0.552316408106519"
"Some worries","2007","35-65 y.","East Germany","1485","0.546556459817263","0.527591573408153","0.565521346226373"
"Some worries","2007","66 and older","West Germany","1674","0.513205807029071","0.495896164582797","0.530515449475346"
"Some worries","2007","66 and older","East Germany","558","0.477575390422109","0.44850342811712","0.506647352727097"
"No worries","2007","16-34 y.","West Germany","737","0.213350611367208","0.199709994143783","0.226991228590634"
"No worries","2007","16-34 y.","East Germany","281","0.253886041024122","0.229453522733339","0.278318559314905"
"No worries","2007","35-65 y.","West Germany","1498","0.165790459645741","0.158000016475244","0.173580902816238"
"No worries","2007","35-65 y.","East Germany","434","0.182759085128045","0.16803644628368","0.19748172397241"
"No worries","2007","66 and older","West Germany","785","0.255241109944898","0.240141950126763","0.270340269763032"
"No worries","2007","66 and older","East Germany","213","0.192873307801583","0.16990925783882","0.215837357764346"
"Big worries","2008","16-34 y.","West Germany","737","0.245132712640328","0.2302633093491","0.260002115931555"
"Big worries","2008","16-34 y.","East Germany","232","0.206355827771723","0.182843358282718","0.229868297260728"
"Big worries","2008","35-65 y.","West Germany","2016","0.258477392869184","0.248968513149391","0.267986272588977"
"Big worries","2008","35-65 y.","East Germany","572","0.234025216853888","0.217438660424921","0.250611773282856"
"Big worries","2008","66 and older","West Germany","666","0.204255175794187","0.190229684717585","0.218280666870788"
"Big worries","2008","66 and older","East Germany","280","0.251931279807857","0.226563431972485","0.27729912764323"
"Some worries","2008","16-34 y.","West Germany","1713","0.515493493665122","0.498218455989357","0.532768531340887"
"Some worries","2008","16-34 y.","East Germany","641","0.553357161439756","0.524472989943979","0.582241332935533"
"Some worries","2008","35-65 y.","West Germany","4551","0.551828037880179","0.541026636700449","0.562629439059909"
"Some worries","2008","35-65 y.","East Germany","1454","0.554297571710132","0.534825522683974","0.573769620736289"
"Some worries","2008","66 and older","West Germany","1706","0.55370605519325","0.53641208271524","0.57100002767126"
"Some worries","2008","66 and older","East Germany","621","0.553210773130337","0.524159277838925","0.582262268421749"
"No worries","2008","16-34 y.","West Germany","765","0.239373793694551","0.224624149433409","0.254123437955692"
"No worries","2008","16-34 y.","East Germany","265","0.240287010788521","0.215463289684421","0.265110731892621"
"No worries","2008","35-65 y.","West Germany","1576","0.189694569250637","0.181179117407163","0.198210021094112"
"No worries","2008","35-65 y.","East Germany","477","0.21167721143598","0.19567401413498","0.22768040873698"
"No worries","2008","66 and older","West Germany","802","0.242038769012563","0.227137934422121","0.256939603603005"
"No worries","2008","66 and older","East Germany","224","0.194857947061806","0.171712416182434","0.218003477941177"
"Big worries","2009","16-34 y.","West Germany","559","0.198399250557874","0.183971683247036","0.212826817868711"
"Big worries","2009","16-34 y.","East Germany","208","0.225930918645109","0.200478069278041","0.251383768012177"
"Big worries","2009","35-65 y.","West Germany","1506","0.217790585456263","0.208427602010276","0.22715356890225"
"Big worries","2009","35-65 y.","East Germany","476","0.205171924094454","0.188961643559123","0.221382204629785"
"Big worries","2009","66 and older","West Germany","514","0.176133488158345","0.1625966299709","0.189670346345791"
"Big worries","2009","66 and older","East Germany","246","0.219174798841555","0.194990296527431","0.243359301155678"
"Some worries","2009","16-34 y.","West Germany","1602","0.547578661399323","0.529571766227829","0.565585556570816"
"Some worries","2009","16-34 y.","East Germany","580","0.516514979229414","0.486099708610113","0.546930249848715"
"Some worries","2009","35-65 y.","West Germany","4296","0.577883723367972","0.566679817134834","0.58908762960111"
"Some worries","2009","35-65 y.","East Germany","1474","0.597871908062284","0.578189363379933","0.617554452744636"
