"plj0047","year","e11103","sampreg","n","percent","lower_confidence","upper_confidence"
"No worries","1993","Not Working","West Germany","72","0.102780131329509","0.0799558211878245","0.125604441471194"
"No worries","1993","Not Working","East Germany","","","",""
"Big worries","1994","Full Time","West Germany","430","0.454061461602112","0.423772902597887","0.484350020606336"
"Big worries","1994","Full Time","East Germany","","","",""
"Big worries","1994","Part Time","West Germany","196","0.534842940597527","0.485340258542131","0.584345622652924"
"Big worries","1994","Part Time","East Germany","","","",""
"Big worries","1994","Not Working","West Germany","340","0.495867837168317","0.458561834365237","0.533173839971398"
"Big worries","1994","Not Working","East Germany","","","",""
"Some worries","1994","Full Time","West Germany","474","0.440226630947104","0.410027552764919","0.470425709129288"
"Some worries","1994","Full Time","East Germany","","","",""
"Some worries","1994","Part Time","West Germany","158","0.361248140442553","0.313573800779901","0.408922480105205"
"Some worries","1994","Part Time","East Germany","","","",""
"Some worries","1994","Not Working","West Germany","275","0.405121123696299","0.368491684985594","0.441750562407004"
"Some worries","1994","Not Working","East Germany","","","",""
"No worries","1994","Full Time","West Germany","134","0.105711907450785","0.0870072356216145","0.124416579279955"
"No worries","1994","Full Time","East Germany","","","",""
"No worries","1994","Part Time","West Germany","36","0.103908918959919","0.073624567466356","0.134193270453483"
"No worries","1994","Part Time","East Germany","","","",""
"No worries","1994","Not Working","West Germany","75","0.0990110391353839","0.0767254002033913","0.121296678067376"
"No worries","1994","Not Working","East Germany","","","",""
"Big worries","1995","Full Time","West Germany","330","0.418813582169521","0.386473029408294","0.451154134930749"
"Big worries","1995","Full Time","East Germany","","","",""
"Big worries","1995","Part Time","West Germany","156","0.449184546022515","0.399498642970719","0.498870449074312"
"Big worries","1995","Part Time","East Germany","","","",""
"Big worries","1995","Not Working","West Germany","314","0.497934407516513","0.460518840471113","0.535349974561912"
"Big worries","1995","Not Working","East Germany","","","",""
"Some worries","1995","Full Time","West Germany","433","0.430872368837537","0.398411623362205","0.463333114312869"
"Some worries","1995","Full Time","East Germany","","","",""
"Some worries","1995","Part Time","West Germany","174","0.424980099504009","0.375600966450087","0.474359232557931"
"Some worries","1995","Part Time","East Germany","","","",""
"Some worries","1995","Not Working","West Germany","293","0.392963558294253","0.356415058619758","0.429512057968748"
"Some worries","1995","Not Working","East Germany","","","",""
"No worries","1995","Full Time","West Germany","131","0.150314048992942","0.126887498892269","0.173740599093614"
"No worries","1995","Full Time","East Germany","","","",""
"No worries","1995","Part Time","West Germany","55","0.125835354473476","0.0927057932737329","0.158964915673218"
"No worries","1995","Part Time","East Germany","","","",""
"No worries","1995","Not Working","West Germany","79","0.109102034189235","0.085771942756937","0.132432125621532"
"No worries","1995","Not Working","East Germany","","","",""
"Big worries","1996","Full Time","West Germany","1133","0.272548363448911","0.25861833150287","0.286478395394952"
"Big worries","1996","Full Time","East Germany","458","0.245267252232325","0.225212221090704","0.265322283373945"
"Big worries","1996","Part Time","West Germany","646","0.306141611854647","0.286301457634851","0.325981766074443"
"Big worries","1996","Part Time","East Germany","150","0.261509150092495","0.226375209795013","0.296643090389978"
"Big worries","1996","Not Working","West Germany","1105","0.334667599067092","0.318555706685029","0.350779491449156"
"Big worries","1996","Not Working","East Germany","371","0.294035784586786","0.269056839003005","0.319014730170567"
"Some worries","1996","Full Time","West Germany","2155","0.558012408138394","0.542475835235679","0.573548981041109"
"Some worries","1996","Full Time","East Germany","948","0.535750941044412","0.512504099894786","0.558997782194039"
"Some worries","1996","Part Time","West Germany","1143","0.552297275808501","0.530891559814452","0.573702991802551"
"Some worries","1996","Part Time","East Germany","343","0.564481893646532","0.524841407623321","0.604122379669743"
"Some worries","1996","Not Working","West Germany","1640","0.491649273411373","0.474579419405985","0.508719127416761"
"Some worries","1996","Not Working","East Germany","648","0.494159999628332","0.466749115569876","0.521570883686788"
"No worries","1996","Full Time","West Germany","637","0.169439228412695","0.157703205451492","0.181175251373898"
"No worries","1996","Full Time","East Germany","362","0.218981806723263","0.199704713247813","0.238258900198712"
"No worries","1996","Part Time","West Germany","284","0.141561112336851","0.126554760840186","0.156567463833516"
"No worries","1996","Part Time","East Germany","108","0.174008956260973","0.143699068708007","0.204318843813938"
"No worries","1996","Not Working","West Germany","550","0.173683127521535","0.16074794660448","0.18661830843859"
"No worries","1996","Not Working","East Germany","259","0.211804215784882","0.18940323580078","0.234205195768983"
"Big worries","1997","Full Time","West Germany","1195","0.303813617431552","0.289307053036416","0.318320181826688"
"Big worries","1997","Full Time","East Germany","446","0.268873311306621","0.24782179114187","0.289924831471373"
"Big worries","1997","Part Time","West Germany","605","0.313395971572394","0.292727541740978","0.334064401403809"
"Big worries","1997","Part Time","East Germany","166","0.273310637029033","0.237680825602738","0.308940448455328"
"Big worries","1997","Not Working","West Germany","1106","0.329298194560178","0.31343363106333","0.345162758057026"
"Big worries","1997","Not Working","East Germany","385","0.278559611642355","0.254302422558708","0.302816800726002"
"Some worries","1997","Full Time","West Germany","2007","0.511069211830271","0.495301751665222","0.526836671995321"
"Some worries","1997","Full Time","East Germany","880","0.511521715657991","0.487787878165438","0.535255553150544"
"Some worries","1997","Part Time","West Germany","1058","0.543935445321336","0.521743547371377","0.566127343271296"
"Some worries","1997","Part Time","East Germany","300","0.497105864581574","0.457132234982903","0.537079494180244"
"Some worries","1997","Not Working","West Germany","1640","0.477792807908944","0.460930774584937","0.494654841232952"
"Some worries","1997","Not Working","East Germany","699","0.550841454142486","0.52392645842069","0.577756449864281"
"No worries","1997","Full Time","West Germany","659","0.185117170738177","0.172866238842197","0.197368102634156"
"No worries","1997","Full Time","East Germany","378","0.219604973035388","0.199949132155758","0.239260813915018"
"No worries","1997","Part Time","West Germany","272","0.14266858310627","0.127085759672847","0.158251406539693"
"No worries","1997","Part Time","East Germany","135","0.229583498389393","0.195959916395927","0.26320708038286"
"No worries","1997","Not Working","West Germany","625","0.192908997530878","0.17958893665278","0.206229058408976"
"No worries","1997","Not Working","East Germany","228","0.170598934215159","0.150244847291003","0.190953021139316"
"Big worries","1998","Full Time","West Germany","1236","0.294028957903154","0.280210603021047","0.307847312785261"
"Big worries","1998","Full Time","East Germany","464","0.267651607444025","0.246884798582651","0.2884184163054"
"Big worries","1998","Part Time","West Germany","682","0.327026817448516","0.307224579451212","0.34682905544582"
"Big worries","1998","Part Time","East Germany","199","0.307167235689157","0.272671026254048","0.341663445124266"
"Big worries","1998","Not Working","West Germany","1304","0.328360602218598","0.313655790142069","0.343065414295127"
"Big worries","1998","Not Working","East Germany","386","0.292756255027835","0.26889531566777","0.316617194387901"
"Some worries","1998","Full Time","West Germany","2194","0.521507048790049","0.506356243752952","0.536657853827146"
"Some worries","1998","Full Time","East Germany","856","0.48825709691512","0.464810697021962","0.511703496808279"
"Some worries","1998","Part Time","West Germany","1121","0.502692370500537","0.481587270186456","0.523797470814617"
"Some worries","1998","Part Time","East Germany","342","0.487428286829231","0.450051462042394","0.524805111616067"
"Some worries","1998","Not Working","West Germany","1920","0.496748602101649","0.481092750468295","0.512404453735003"
"Some worries","1998","Not Working","East Germany","728","0.504088705274697","0.477870354404263","0.53030705614513"
"No worries","1998","Full Time","West Germany","746","0.184463993306797","0.172700258670656","0.196227727942938"
"No worries","1998","Full Time","East Germany","426","0.244091295640854","0.223943070699837","0.264239520581872"
"No worries","1998","Part Time","West Germany","353","0.170280812050947","0.154414640859643","0.186146983242252"
"No worries","1998","Part Time","East Germany","146","0.205404477481612","0.175194685669609","0.235614269293615"
"No worries","1998","Not Working","West Germany","694","0.174890795679753","0.162996052546155","0.186785538813351"
"No worries","1998","Not Working","East Germany","283","0.203155039697468","0.182056587155771","0.224253492239165"
"Big worries","1999","Full Time","West Germany","1305","0.333518285779345","0.319134115989917","0.347902455568773"
"Big worries","1999","Full Time","East Germany","467","0.278683164909755","0.257395320024319","0.299971009795192"
"Big worries","1999","Part Time","West Germany","706","0.327253984403082","0.30775335009362","0.346754618712544"
"Big worries","1999","Part Time","East Germany","203","0.285313352302923","0.252098081381726","0.31852862322412"
"Big worries","1999","Not Working","West Germany","978","0.261988614967294","0.247538247250133","0.276438982684455"
"Big worries","1999","Not Working","East Germany","425","0.315976084505996","0.291447567165391","0.340504601846601"
"Some worries","1999","Full Time","West Germany","2234","0.519276013795368","0.50403275286498","0.534519274725756"
"Some worries","1999","Full Time","East Germany","1025","0.597981321893239","0.574701469578477","0.621261174208001"
"Some worries","1999","Part Time","West Germany","1216","0.548254861924915","0.527571616323148","0.568938107526683"
"Some worries","1999","Part Time","East Germany","403","0.552123413520124","0.515545731629557","0.588701095410691"
"Some worries","1999","Not Working","West Germany","1926","0.550554539687466","0.534207284902141","0.56690179447279"
"Some worries","1999","Not Working","East Germany","754","0.523905540103576","0.497555480179006","0.550255600028146"
"No worries","1999","Full Time","West Germany","588","0.147205700425288","0.136395958765478","0.158015442085097"
"No worries","1999","Full Time","East Germany","212","0.123335513197006","0.107722954816032","0.138948071577979"
"No worries","1999","Part Time","West Germany","302","0.124491153672003","0.110770329004981","0.138211978339025"
"No worries","1999","Part Time","East Germany","104","0.162563234176953","0.135423468480222","0.189702999873684"
"No worries","1999","Not Working","West Germany","653","0.18745684534524","0.174631176320696","0.200282514369784"
"No worries","1999","Not Working","East Germany","201","0.160118375390428","0.140770281994497","0.179466468786359"
"Big worries","2000","Full Time","West Germany","2436","0.344705657174712","0.333922801681751","0.355488512667673"
"Big worries","2000","Full Time","East Germany","801","0.319110820099359","0.300979654603764","0.337241985594953"
"Big worries","2000","Part Time","West Germany","1340","0.343685565669575","0.328947085645828","0.358424045693323"
"Big worries","2000","Part Time","East Germany","349","0.338013333403034","0.309603752687688","0.36642291411838"
"Big worries","2000","Not Working","West Germany","1917","0.276785953374604","0.26609355554692","0.287478351202288"
"Big worries","2000","Not Working","East Germany","704","0.31071186953626","0.291439258885044","0.329984480187476"
"Some worries","2000","Full Time","West Germany","3790","0.490558128440503","0.479216277718062","0.501899979162945"
"Some worries","2000","Full Time","East Germany","1402","0.549824276386304","0.530472549242605","0.569176003530003"
"Some worries","2000","Part Time","West Germany","2016","0.500893212222395","0.485377011675682","0.516409412769108"
"Some worries","2000","Part Time","East Germany","554","0.488708931128412","0.458687421400369","0.518730440856455"
"Some worries","2000","Not Working","West Germany","3370","0.501075681358237","0.48912648607345","0.513024876643024"
"Some worries","2000","Not Working","East Germany","1134","0.51198479350517","0.491168354696254","0.532801232314086"
"No worries","2000","Full Time","West Germany","1237","0.164736214384785","0.156320369211038","0.173152059558531"
"No worries","2000","Full Time","East Germany","336","0.131064903514337","0.117938262267715","0.144191544760959"
"No worries","2000","Part Time","West Germany","633","0.15542122210803","0.144177986415079","0.166664457800981"
"No worries","2000","Part Time","East Germany","162","0.173277735468553","0.150546424363682","0.196009046573425"
"No worries","2000","Not Working","West Germany","1439","0.222138365267159","0.212204171623433","0.232072558910885"
"No worries","2000","Not Working","East Germany","377","0.17730333695857","0.161398121804348","0.193208552112791"
"Big worries","2001","Full Time","West Germany","2398","0.36132701238066","0.349816568672452","0.372837456088868"
"Big worries","2001","Full Time","East Germany","893","0.366800944469906","0.347190409087103","0.386411479852708"
"Big worries","2001","Part Time","West Germany","1455","0.382289960046256","0.366816958650865","0.397762961441647"
"Big worries","2001","Part Time","East Germany","413","0.394575988116","0.364206903764045","0.424945072467955"
"Big worries","2001","Not Working","West Germany","1850","0.30287483244628","0.291166790201826","0.314582874690734"
"Big worries","2001","Not Working","East Germany","842","0.404856636048548","0.383877389660189","0.425835882436907"
"Some worries","2001","Full Time","West Germany","3303","0.49351690839895","0.481537480715859","0.505496336082041"
"Some worries","2001","Full Time","East Germany","1169","0.507929854221723","0.487586644472804","0.528273063970641"
"Some worries","2001","Part Time","West Germany","1816","0.475344480410633","0.459443381496804","0.491245579324463"
"Some worries","2001","Part Time","East Germany","473","0.478003575821594","0.446966136224565","0.509041015418623"
"Some worries","2001","Not Working","West Germany","2879","0.49016344936305","0.477425977086709","0.502900921639391"
"Some worries","2001","Not Working","East Germany","924","0.426792783476101","0.405653375856109","0.447932191096092"
"No worries","2001","Full Time","West Germany","990","0.14515607922039","0.136715668034331","0.153596490406448"
"No worries","2001","Full Time","East Germany","258","0.125269201308372","0.111799329524447","0.138739073092297"
"No worries","2001","Part Time","West Germany","518","0.142365559543111","0.131239551629391","0.15349156745683"
"No worries","2001","Part Time","East Germany","109","0.127420436062406","0.106701921598526","0.148138950526287"
"No worries","2001","Not Working","West Germany","1188","0.20696171819067","0.196639111195002","0.217284325186338"
"No worries","2001","Not Working","East Germany","337","0.168350580475351","0.152358465328834","0.184342695621868"
"Big worries","2002","Full Time","West Germany","1938","0.27383106902756","0.263553057437743","0.284109080617376"
"Big worries","2002","Full Time","East Germany","677","0.274068378867712","0.255847355963478","0.292289401771947"
"Big worries","2002","Part Time","West Germany","1294","0.304516177656505","0.290614867146633","0.318417488166377"
"Big worries","2002","Part Time","East Germany","309","0.295855304394898","0.267899708835361","0.323810899954435"
"Big worries","2002","Not Working","West Germany","1549","0.261188581815565","0.250178418693249","0.272198744937881"
"Big worries","2002","Not Working","East Germany","676","0.329031825337259","0.30890711369216","0.349156536982359"
"Some worries","2002","Full Time","West Germany","4059","0.555940593417088","0.544488532736826","0.56739265409735"
"Some worries","2002","Full Time","East Germany","1302","0.54986450095008","0.529541169280229","0.570187832619931"
"Some worries","2002","Part Time","West Germany","2272","0.540556105683394","0.525502391228623","0.555609820138165"
"Some worries","2002","Part Time","East Germany","569","0.545036149206611","0.514536193261942","0.575536105151279"
"Some worries","2002","Not Working","West Germany","3246","0.523464044177812","0.510945866086648","0.535982222268975"
"Some worries","2002","Not Working","East Germany","1120","0.529700632985923","0.508322873068988","0.551078392902858"
"No worries","2002","Full Time","West Germany","1234","0.170228337555353","0.161565819780621","0.178890855330085"
"No worries","2002","Full Time","East Germany","323","0.176067120182208","0.160508163243245","0.191626077121172"
"No worries","2002","Part Time","West Germany","644","0.154927716660101","0.143997757676183","0.165857675644019"
"No worries","2002","Part Time","East Germany","146","0.159108546398491","0.136705099817208","0.181511992979775"
"No worries","2002","Not Working","West Germany","1320","0.215347374006623","0.205044500525809","0.225650247487438"
"No worries","2002","Not Working","East Germany","298","0.141267541676818","0.126349566316123","0.156185517037513"
"Big worries","2003","Full Time","West Germany","1450","0.230363552205661","0.220263127776625","0.240463976634698"
"Big worries","2003","Full Time","East Germany","500","0.211858455014106","0.194736654094759","0.228980255933453"
"Big worries","2003","Part Time","West Germany","931","0.232338708831298","0.219373586759231","0.245303830903365"
"Big worries","2003","Part Time","East Germany","243","0.226490315763755","0.20085398838034","0.25212664314717"
"Big worries","2003","Not Working","West Germany","1308","0.228941280102775","0.218304859524111","0.23957770068144"
"Big worries","2003","Not Working","East Germany","560","0.27063284349171","0.2517472858573","0.28951840112612"
"Some worries","2003","Full Time","West Germany","3724","0.555775553979276","0.543856525036853","0.567694582921699"
"Some worries","2003","Full Time","East Germany","1337","0.610633536363747","0.590202329089268","0.631064743638225"
"Some worries","2003","Part Time","West Germany","2341","0.574489718451651","0.559311277591458","0.589668159311844"
"Some worries","2003","Part Time","East Germany","600","0.587890391216004","0.557742796796635","0.618037985635373"
"Some worries","2003","Not Working","West Germany","3152","0.516950796054848","0.504300228465845","0.529601363643851"
"Some worries","2003","Not Working","East Germany","1189","0.541045834016209","0.519863776264062","0.562227891768357"
"No worries","2003","Full Time","West Germany","1502","0.213860893815063","0.204025192856406","0.223696594773721"
"No worries","2003","Full Time","East Germany","351","0.177508008622147","0.161497716831796","0.193518300412499"
"No worries","2003","Part Time","West Germany","804","0.193171572717051","0.181051835403518","0.205291310030584"
"No worries","2003","Part Time","East Germany","181","0.185619293020241","0.161805783296749","0.209432802743733"
"No worries","2003","Not Working","West Germany","1534","0.254107923842376","0.243086522373742","0.265129325311011"
"No worries","2003","Not Working","East Germany","377","0.188321322492081","0.171702192788243","0.204940452195918"
"Big worries","2004","Full Time","West Germany","1477","0.237365694967356","0.226912473526119","0.247818916408592"
"Big worries","2004","Full Time","East Germany","487","0.235606911143391","0.217267586694018","0.253946235592764"
"Big worries","2004","Part Time","West Germany","1016","0.264645781166012","0.250950838274198","0.278340724057826"
"Big worries","2004","Part Time","East Germany","245","0.22976306708971","0.203844552129293","0.255681582050126"
"Big worries","2004","Not Working","West Germany","1281","0.22141174894432","0.210860184268867","0.231963313619773"
"Big worries","2004","Not Working","East Germany","511","0.244430990166101","0.226274071029142","0.26258790930306"
"Some worries","2004","Full Time","West Germany","3498","0.545703635830353","0.53347068979895","0.557936581861756"
"Some worries","2004","Full Time","East Germany","1191","0.565098992114457","0.543675591031992","0.586522393196921"
"Some worries","2004","Part Time","West Germany","2188","0.541253729911532","0.525784589980499","0.556722869842565"
"Some worries","2004","Part Time","East Germany","574","0.552061945535229","0.52142392377652","0.582699967293938"
"Some worries","2004","Not Working","West Germany","3110","0.517669791542575","0.504971033342645","0.530368549742504"
"Some worries","2004","Not Working","East Germany","1222","0.545745281598786","0.524708869214758","0.566781693982814"
"No worries","2004","Full Time","West Germany","1389","0.216930669202291","0.206804537046989","0.227056801357593"
"No worries","2004","Full Time","East Germany","379","0.199294096742152","0.182031160055385","0.216557033428919"
"No worries","2004","Part Time","West Germany","782","0.194100488922456","0.181822331292562","0.20637864655235"
"No worries","2004","Part Time","East Germany","193","0.218174987375061","0.19272924682044","0.243620727929682"
"No worries","2004","Not Working","West Germany","1557","0.260918459513106","0.249758536679447","0.272078382346764"
"No worries","2004","Not Working","East Germany","419","0.209823728235113","0.19262025051639","0.227027205953836"
"Big worries","2005","Full Time","West Germany","1800","0.316838350611423","0.305144939991786","0.32853176123106"
"Big worries","2005","Full Time","East Germany","625","0.297270809539447","0.276869187098076","0.317672431980817"
"Big worries","2005","Part Time","West Germany","1189","0.33672915688876","0.321691324411274","0.351766989366245"
"Big worries","2005","Part Time","East Germany","307","0.305237036302107","0.276723494012218","0.333750578591995"
"Big worries","2005","Not Working","West Germany","1579","0.277737344139648","0.266148702360082","0.289325985919214"
"Big worries","2005","Not Working","East Germany","704","0.34129095016262","0.321035997047655","0.361545903277584"
"Some worries","2005","Full Time","West Germany","3126","0.503201129279254","0.490634416391827","0.515767842166682"
"Some worries","2005","Full Time","East Germany","1045","0.54319739169604","0.520962362619866","0.565432420772214"
"Some worries","2005","Part Time","West Germany","2019","0.502413142364211","0.486503355047412","0.51832292968101"
"Some worries","2005","Part Time","East Germany","551","0.537554915832816","0.506683557928182","0.56842627373745"
"Some worries","2005","Not Working","West Germany","2873","0.498939750376025","0.486002653001562","0.511876847750488"
"Some worries","2005","Not Working","East Germany","1101","0.509512859679822","0.488157178505406","0.530868540854237"
"No worries","2005","Full Time","West Germany","1155","0.179960520109322","0.170305201932189","0.189615838286456"
"No worries","2005","Full Time","East Germany","258","0.159531798764513","0.143187027374016","0.17587657015501"
"No worries","2005","Part Time","West Germany","586","0.160857700747029","0.149167064092555","0.172548337401503"
"No worries","2005","Part Time","East Germany","144","0.157208047865077","0.13467023297285","0.179745862757304"
"No worries","2005","Not Working","West Germany","1286","0.223322905484327","0.212546976951047","0.234098834017607"
"No worries","2005","Not Working","East Germany","300","0.149196190157559","0.133976156230086","0.164416224085031"
"Big worries","2006","Full Time","West Germany","1811","0.303200344571872","0.291933182338312","0.314467506805432"
"Big worries","2006","Full Time","East Germany","528","0.265108501380583","0.245778536925306","0.284438465835861"
"Big worries","2006","Part Time","West Germany","1167","0.302789798245132","0.28843944072714","0.317140155763125"
"Big worries","2006","Part Time","East Germany","286","0.285157086068562","0.257822352699997","0.312491819437126"
"Big worries","2006","Not Working","West Germany","1645","0.269005708633759","0.258030382569092","0.279981034698426"
"Big worries","2006","Not Working","East Germany","634","0.297666732946716","0.278616769159589","0.316716696733843"
"Some worries","2006","Full Time","West Germany","3385","0.508697808079376","0.496443183171373","0.520952432987378"
"Some worries","2006","Full Time","East Germany","1134","0.536077286719139","0.51423771398483","0.557916859453449"
"Some worries","2006","Part Time","West Germany","2131","0.526339161264141","0.510744468715966","0.541933853812316"
"Some worries","2006","Part Time","East Germany","589","0.529020741725271","0.498800029840645","0.559241453609897"
"Some worries","2006","Not Working","West Germany","3303","0.515562191200542","0.503193058848477","0.527931323552606"
"Some worries","2006","Not Working","East Germany","1191","0.533856956405296","0.513072941706089","0.554640971104502"
"No worries","2006","Full Time","West Germany","1197","0.188101847348753","0.178522342847887","0.197681351849619"
"No worries","2006","Full Time","East Germany","341","0.198814211900278","0.181335961866375","0.216292461934181"
"No worries","2006","Part Time","West Germany","640","0.170871040490727","0.159115150611371","0.182626930370083"
"No worries","2006","Part Time","East Germany","173","0.185822172206168","0.162272988827542","0.209371355584793"
"No worries","2006","Not Working","West Germany","1323","0.215432100165699","0.205256731202847","0.225607469128552"
"No worries","2006","Not Working","East Germany","388","0.168476310647988","0.152882074051983","0.184070547243993"
"Big worries","2007","Full Time","West Germany","1592","0.274473969303215","0.263099759562505","0.285848179043925"
"Big worries","2007","Full Time","East Germany","503","0.249323175309826","0.229997238601937","0.268649112017714"
"Big worries","2007","Part Time","West Germany","1079","0.311844401289528","0.2969259101233","0.326762892455756"
"Big worries","2007","Part Time","East Germany","286","0.32305447295098","0.293760958016363","0.352347987885598"
"Big worries","2007","Not Working","West Germany","1476","0.253123154472857","0.241938117760048","0.264308191185667"
"Big worries","2007","Not Working","East Germany","613","0.297978466657584","0.278398132049944","0.317558801265225"
"Some worries","2007","Full Time","West Germany","3187","0.534343474090013","0.521629326362528","0.547057621817497"
"Some worries","2007","Full Time","East Germany","1075","0.532657145526415","0.510368975803141","0.55494531524969"
"Some worries","2007","Part Time","West Germany","2037","0.52930030997777","0.513225878106247","0.545374741849294"
"Some worries","2007","Part Time","East Germany","526","0.503565453441863","0.472245889466148","0.534885017417577"
"Some worries","2007","Not Working","West Germany","3031","0.52123022616094","0.508379574915856","0.534080877406025"
"Some worries","2007","Not Working","East Germany","1069","0.498698204600632","0.477292921098311","0.520103488102953"
"No worries","2007","Full Time","West Germany","1134","0.191182556606772","0.181159653350461","0.201205459863084"
"No worries","2007","Full Time","East Germany","347","0.218019679163759","0.199574686615311","0.236464671712208"
"No worries","2007","Part Time","West Germany","588","0.158855288732702","0.147083328116729","0.170627249348674"
"No worries","2007","Part Time","East Germany","167","0.173380073607157","0.14966583028489","0.197094316929424"
"No worries","2007","Not Working","West Germany","1298","0.225646619366203","0.214893585985324","0.236399652747082"
"No worries","2007","Not Working","East Germany","414","0.203323328741784","0.186093256136306","0.220553401347262"
"Big worries","2008","Full Time","West Germany","1284","0.233276551836654","0.222214692620846","0.244338411052462"
"Big worries","2008","Full Time","East Germany","381","0.201966160995687","0.183701607325645","0.22023071466573"
"Big worries","2008","Part Time","West Germany","869","0.269458921698154","0.254694564436637","0.284223278959671"
"Big worries","2008","Part Time","East Germany","213","0.235521841642035","0.208323625497047","0.262720057787024"
"Big worries","2008","Not Working","West Germany","1266","0.236515485451941","0.225231579745059","0.247799391158823"
"Big worries","2008","Not Working","East Germany","490","0.256059860355968","0.236811032475259","0.275308688236678"
"Some worries","2008","Full Time","West Germany","3085","0.547710143405075","0.534691760932045","0.560728525878104"
"Some worries","2008","Full Time","East Germany","1122","0.587330082468183","0.564932474775646","0.60972769016072"
"Some worries","2008","Part Time","West Germany","1961","0.545354010026291","0.528784034041117","0.561923986011464"
"Some worries","2008","Part Time","East Germany","535","0.534036861364028","0.502062367105947","0.56601135562211"
"Some worries","2008","Not Working","West Germany","2924","0.538849770310244","0.525612921535945","0.552086619084544"
"Some worries","2008","Not Working","East Germany","1059","0.533052359287431","0.511049274681957","0.555055443892905"
"No worries","2008","Full Time","West Germany","1246","0.219013304758272","0.208195720723732","0.229830888792812"
"No worries","2008","Full Time","East Germany","353","0.21070375653613","0.19215070878892","0.22925680428334"
"No worries","2008","Part Time","West Germany","639","0.185187068275555","0.172260589847373","0.198113546703737"
"No worries","2008","Part Time","East Germany","187","0.230441296993936","0.203448784066245","0.257433809921627"
"No worries","2008","Not Working","West Germany","1258","0.224634744237815","0.213552666955945","0.235716821519684"
"No worries","2008","Not Working","East Germany","426","0.210887780356601","0.192896600995063","0.228878959718138"
"Big worries","2009","Full Time","West Germany","973","0.202372932882997","0.191428704104789","0.213317161661205"
"Big worries","2009","Full Time","East Germany","331","0.179705682083721","0.162017851909131","0.19739351225831"
"Big worries","2009","Part Time","West Germany","672","0.202219581361152","0.188577543077167","0.215861619645137"
"Big worries","2009","Part Time","East Germany","189","0.228550562147288","0.200807676273898","0.256293448020677"
"Big worries","2009","Not Working","West Germany","934","0.205273014383885","0.194004168938194","0.216541859829575"
"Big worries","2009","Not Working","East Germany","410","0.23840097422449","0.2190102809409","0.25779166750808"
"Some worries","2009","Full Time","West Germany","2933","0.564475563878401","0.550969218685897","0.577981909070906"
"Some worries","2009","Full Time","East Germany","1124","0.598193170828917","0.575607230010649","0.620779111647186"
"Some worries","2009","Part Time","West Germany","1943","0.600671879533959","0.584037386413886","0.617306372654033"
"Some worries","2009","Part Time","East Germany","524","0.573293621292887","0.540615289551481","0.605971953034292"
"Some worries","2009","Not Working","West Germany","2712","0.545306205107523","0.531413582250536","0.559198827964511"
"Some worries","2009","Not Working","East Germany","1073","0.55535510014645","0.532741579913223","0.577968620379676"
"No worries","2009","Full Time","West Germany","1271","0.233151503238602","0.221633348630441","0.244669657846762"
