"plj0047","year","age_gr","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Big worries","1993","16-34 y.","(2b) intermediate general qualification","32","0.48474528766907","0.368496963513143","0.600993611824998"
"Big worries","1993","16-34 y.","(2a) intermediate vocational","","","",""
"Big worries","1993","16-34 y.","(2c_gen) general maturity certificate","43","0.565331807554792","0.455321993454814","0.675341621654771"
"Big worries","1993","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"Big worries","1993","16-34 y.","(3a) lower tertiary education","","","",""
"Big worries","1993","16-34 y.","(3b) higher tertiary education","","","",""
"Big worries","1993","35-65 y.","(0) in school","","","",""
"Big worries","1993","35-65 y.","(1a) inadequately completed","200","0.515582295913804","0.467957085343038","0.56320750648457"
"Big worries","1993","35-65 y.","(1b) general elementary school","166","0.481501671076039","0.430726756555003","0.532276585597076"
"Big worries","1993","35-65 y.","(1c) basic vocational qualification","86","0.411071299063791","0.344682196035973","0.477460402091609"
"Big worries","1993","35-65 y.","(2b) intermediate general qualification","","","",""
"Big worries","1993","35-65 y.","(2a) intermediate vocational","","","",""
"Big worries","1993","35-65 y.","(2c_gen) general maturity certificate","","","",""
"Big worries","1993","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"Big worries","1993","35-65 y.","(3a) lower tertiary education","","","",""
"Big worries","1993","35-65 y.","(3b) higher tertiary education","","","",""
"Big worries","1993","66 and older","(0) in school","","","",""
"Big worries","1993","66 and older","(1a) inadequately completed","","","",""
"Big worries","1993","66 and older","(1b) general elementary school","","","",""
"Big worries","1993","66 and older","(1c) basic vocational qualification","","","",""
"Big worries","1993","66 and older","(2b) intermediate general qualification","","","",""
"Big worries","1993","66 and older","(2a) intermediate vocational","","","",""
"Big worries","1993","66 and older","(2c_gen) general maturity certificate","","","",""
"Big worries","1993","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Big worries","1993","66 and older","(3a) lower tertiary education","","","",""
"Big worries","1993","66 and older","(3b) higher tertiary education","","","",""
"Some worries","1993","16-34 y.","(0) in school","","","",""
"Some worries","1993","16-34 y.","(1a) inadequately completed","46","0.423350193227566","0.333436662272193","0.513263724182939"
"Some worries","1993","16-34 y.","(1b) general elementary school","121","0.316412364269436","0.267337131763707","0.365487596775165"
"Some worries","1993","16-34 y.","(1c) basic vocational qualification","100","0.466076351577611","0.398283401067621","0.533869302087601"
"Some worries","1993","16-34 y.","(2b) intermediate general qualification","","","",""
"Some worries","1993","16-34 y.","(2a) intermediate vocational","","","",""
"Some worries","1993","16-34 y.","(2c_gen) general maturity certificate","32","0.377760622284917","0.270166665764779","0.485354578805055"
"Some worries","1993","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"Some worries","1993","16-34 y.","(3a) lower tertiary education","","","",""
"Some worries","1993","16-34 y.","(3b) higher tertiary education","","","",""
"Some worries","1993","35-65 y.","(0) in school","","","",""
"Some worries","1993","35-65 y.","(1a) inadequately completed","163","0.368455563762645","0.322485783957593","0.414425343567696"
"Some worries","1993","35-65 y.","(1b) general elementary school","161","0.394412348427459","0.344748499022505","0.444076197832413"
"Some worries","1993","35-65 y.","(1c) basic vocational qualification","95","0.433754002023718","0.366884023521186","0.50062398052625"
"Some worries","1993","35-65 y.","(2b) intermediate general qualification","","","",""
"Some worries","1993","35-65 y.","(2a) intermediate vocational","","","",""
"Some worries","1993","35-65 y.","(2c_gen) general maturity certificate","","","",""
"Some worries","1993","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"Some worries","1993","35-65 y.","(3a) lower tertiary education","","","",""
"Some worries","1993","35-65 y.","(3b) higher tertiary education","","","",""
"Some worries","1993","66 and older","(0) in school","","","",""
"Some worries","1993","66 and older","(1a) inadequately completed","","","",""
"Some worries","1993","66 and older","(1b) general elementary school","","","",""
"Some worries","1993","66 and older","(1c) basic vocational qualification","","","",""
"Some worries","1993","66 and older","(2b) intermediate general qualification","","","",""
"Some worries","1993","66 and older","(2a) intermediate vocational","","","",""
"Some worries","1993","66 and older","(2c_gen) general maturity certificate","","","",""
"Some worries","1993","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Some worries","1993","66 and older","(3a) lower tertiary education","","","",""
"Some worries","1993","66 and older","(3b) higher tertiary education","","","",""
"No worries","1993","16-34 y.","(0) in school","","","",""
"No worries","1993","16-34 y.","(1a) inadequately completed","","","",""
"No worries","1993","16-34 y.","(1b) general elementary school","37","0.0921247370858624","0.0616078826818933","0.122641591489832"
"No worries","1993","16-34 y.","(1c) basic vocational qualification","","","",""
"No worries","1993","16-34 y.","(2b) intermediate general qualification","","","",""
"No worries","1993","16-34 y.","(2a) intermediate vocational","","","",""
"No worries","1993","16-34 y.","(2c_gen) general maturity certificate","","","",""
"No worries","1993","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"No worries","1993","16-34 y.","(3a) lower tertiary education","","","",""
"No worries","1993","16-34 y.","(3b) higher tertiary education","","","",""
"No worries","1993","35-65 y.","(0) in school","","","",""
"No worries","1993","35-65 y.","(1a) inadequately completed","60","0.115962140323551","0.0854500858651179","0.146474194781984"
"No worries","1993","35-65 y.","(1b) general elementary school","45","0.124085980496501","0.0905841360189478","0.157587824974055"
"No worries","1993","35-65 y.","(1c) basic vocational qualification","30","0.155174698912491","0.106320626144596","0.204028771680386"
"No worries","1993","35-65 y.","(2b) intermediate general qualification","","","",""
"No worries","1993","35-65 y.","(2a) intermediate vocational","","","",""
"No worries","1993","35-65 y.","(2c_gen) general maturity certificate","","","",""
"No worries","1993","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"No worries","1993","35-65 y.","(3a) lower tertiary education","","","",""
"No worries","1993","35-65 y.","(3b) higher tertiary education","","","",""
"No worries","1993","66 and older","(0) in school","","","",""
"No worries","1993","66 and older","(1a) inadequately completed","","","",""
"No worries","1993","66 and older","(1b) general elementary school","","","",""
"No worries","1993","66 and older","(1c) basic vocational qualification","","","",""
"No worries","1993","66 and older","(2b) intermediate general qualification","","","",""
"No worries","1993","66 and older","(2a) intermediate vocational","","","",""
"No worries","1993","66 and older","(2c_gen) general maturity certificate","","","",""
"No worries","1993","66 and older","(2c_voc) vocational maturity certificate","","","",""
"No worries","1993","66 and older","(3a) lower tertiary education","","","",""
"No worries","1993","66 and older","(3b) higher tertiary education","","","",""
"Big worries","1994","16-34 y.","(0) in school","","","",""
"Big worries","1994","16-34 y.","(1a) inadequately completed","49","0.517420237427341","0.420918365714903","0.61392210913978"
"Big worries","1994","16-34 y.","(1b) general elementary school","147","0.486589041020409","0.429455892912869","0.543722189127949"
"Big worries","1994","16-34 y.","(1c) basic vocational qualification","91","0.511534024122995","0.442939818769589","0.580128229476401"
"Big worries","1994","16-34 y.","(2b) intermediate general qualification","31","0.556409826652156","0.430702433611727","0.682117219692585"
"Big worries","1994","16-34 y.","(2a) intermediate vocational","","","",""
"Big worries","1994","16-34 y.","(2c_gen) general maturity certificate","33","0.441368472775861","0.325868390996191","0.556868554555531"
"Big worries","1994","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"Big worries","1994","16-34 y.","(3a) lower tertiary education","","","",""
"Big worries","1994","16-34 y.","(3b) higher tertiary education","","","",""
"Big worries","1994","35-65 y.","(0) in school","","","",""
"Big worries","1994","35-65 y.","(1a) inadequately completed","175","0.476183526562489","0.426868787464379","0.525498265660598"
"Big worries","1994","35-65 y.","(1b) general elementary school","166","0.529338885146027","0.477778292636749","0.580899477655304"
"Big worries","1994","35-65 y.","(1c) basic vocational qualification","74","0.396109752754739","0.328994723633708","0.463224781875769"
"Big worries","1994","35-65 y.","(2b) intermediate general qualification","","","",""
"Big worries","1994","35-65 y.","(2a) intermediate vocational","","","",""
"Big worries","1994","35-65 y.","(2c_gen) general maturity certificate","","","",""
"Big worries","1994","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"Big worries","1994","35-65 y.","(3a) lower tertiary education","","","",""
"Big worries","1994","35-65 y.","(3b) higher tertiary education","","","",""
"Big worries","1994","66 and older","(0) in school","","","",""
"Big worries","1994","66 and older","(1a) inadequately completed","","","",""
"Big worries","1994","66 and older","(1b) general elementary school","","","",""
"Big worries","1994","66 and older","(1c) basic vocational qualification","","","",""
"Big worries","1994","66 and older","(2b) intermediate general qualification","","","",""
"Big worries","1994","66 and older","(2a) intermediate vocational","","","",""
"Big worries","1994","66 and older","(2c_gen) general maturity certificate","","","",""
"Big worries","1994","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Big worries","1994","66 and older","(3a) lower tertiary education","","","",""
"Big worries","1994","66 and older","(3b) higher tertiary education","","","",""
"Some worries","1994","16-34 y.","(0) in school","","","",""
"Some worries","1994","16-34 y.","(1a) inadequately completed","42","0.41445526121844","0.319318503000901","0.509592019435978"
"Some worries","1994","16-34 y.","(1b) general elementary school","112","0.368548167771548","0.313405005483808","0.423691330059287"
"Some worries","1994","16-34 y.","(1c) basic vocational qualification","97","0.444877830544311","0.376683593433591","0.513072067655031"
"Some worries","1994","16-34 y.","(2b) intermediate general qualification","","","",""
"Some worries","1994","16-34 y.","(2a) intermediate vocational","","","",""
"Some worries","1994","16-34 y.","(2c_gen) general maturity certificate","33","0.517954755262849","0.401727299677531","0.634182210848167"
"Some worries","1994","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"Some worries","1994","16-34 y.","(3a) lower tertiary education","","","",""
"Some worries","1994","16-34 y.","(3b) higher tertiary education","","","",""
"Some worries","1994","35-65 y.","(0) in school","","","",""
"Some worries","1994","35-65 y.","(1a) inadequately completed","173","0.433353680555408","0.38442345013239","0.482283910978426"
"Some worries","1994","35-65 y.","(1b) general elementary school","145","0.361922813496053","0.312281709781393","0.411563917210712"
"Some worries","1994","35-65 y.","(1c) basic vocational qualification","92","0.415685945566512","0.34805603017175","0.483315860961273"
"Some worries","1994","35-65 y.","(2b) intermediate general qualification","","","",""
"Some worries","1994","35-65 y.","(2a) intermediate vocational","","","",""
"Some worries","1994","35-65 y.","(2c_gen) general maturity certificate","","","",""
"Some worries","1994","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"Some worries","1994","35-65 y.","(3a) lower tertiary education","","","",""
"Some worries","1994","35-65 y.","(3b) higher tertiary education","","","",""
"Some worries","1994","66 and older","(0) in school","","","",""
"Some worries","1994","66 and older","(1a) inadequately completed","","","",""
"Some worries","1994","66 and older","(1b) general elementary school","","","",""
"Some worries","1994","66 and older","(1c) basic vocational qualification","","","",""
"Some worries","1994","66 and older","(2b) intermediate general qualification","","","",""
"Some worries","1994","66 and older","(2a) intermediate vocational","","","",""
"Some worries","1994","66 and older","(2c_gen) general maturity certificate","","","",""
"Some worries","1994","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Some worries","1994","66 and older","(3a) lower tertiary education","","","",""
"Some worries","1994","66 and older","(3b) higher tertiary education","","","",""
"No worries","1994","16-34 y.","(0) in school","","","",""
"No worries","1994","16-34 y.","(1a) inadequately completed","","","",""
"No worries","1994","16-34 y.","(1b) general elementary school","35","0.144862791208044","0.104630871839394","0.185094710576693"
"No worries","1994","16-34 y.","(1c) basic vocational qualification","","","",""
"No worries","1994","16-34 y.","(2b) intermediate general qualification","","","",""
"No worries","1994","16-34 y.","(2a) intermediate vocational","","","",""
"No worries","1994","16-34 y.","(2c_gen) general maturity certificate","","","",""
"No worries","1994","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"No worries","1994","16-34 y.","(3a) lower tertiary education","","","",""
"No worries","1994","16-34 y.","(3b) higher tertiary education","","","",""
"No worries","1994","35-65 y.","(0) in school","","","",""
"No worries","1994","35-65 y.","(1a) inadequately completed","46","0.0904627928821032","0.0621394042895811","0.118786181474625"
"No worries","1994","35-65 y.","(1b) general elementary school","49","0.108738301357921","0.0765801752051546","0.140896427510687"
"No worries","1994","35-65 y.","(1c) basic vocational qualification","38","0.18820430167875","0.13456647742583","0.241842125931669"
"No worries","1994","35-65 y.","(2b) intermediate general qualification","","","",""
"No worries","1994","35-65 y.","(2a) intermediate vocational","","","",""
"No worries","1994","35-65 y.","(2c_gen) general maturity certificate","","","",""
"No worries","1994","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"No worries","1994","35-65 y.","(3a) lower tertiary education","","","",""
"No worries","1994","35-65 y.","(3b) higher tertiary education","","","",""
"No worries","1994","66 and older","(0) in school","","","",""
"No worries","1994","66 and older","(1a) inadequately completed","","","",""
"No worries","1994","66 and older","(1b) general elementary school","","","",""
"No worries","1994","66 and older","(1c) basic vocational qualification","","","",""
"No worries","1994","66 and older","(2b) intermediate general qualification","","","",""
"No worries","1994","66 and older","(2a) intermediate vocational","","","",""
"No worries","1994","66 and older","(2c_gen) general maturity certificate","","","",""
"No worries","1994","66 and older","(2c_voc) vocational maturity certificate","","","",""
"No worries","1994","66 and older","(3a) lower tertiary education","","","",""
"No worries","1994","66 and older","(3b) higher tertiary education","","","",""
"Big worries","1995","16-34 y.","(0) in school","","","",""
"Big worries","1995","16-34 y.","(1a) inadequately completed","33","0.43743954119988","0.330069088267125","0.544809994132634"
"Big worries","1995","16-34 y.","(1b) general elementary school","114","0.517858283290663","0.45604183497975","0.579674731601576"
"Big worries","1995","16-34 y.","(1c) basic vocational qualification","80","0.44643636669352","0.375375136034431","0.517497597352609"
"Big worries","1995","16-34 y.","(2b) intermediate general qualification","","","",""
"Big worries","1995","16-34 y.","(2a) intermediate vocational","","","",""
"Big worries","1995","16-34 y.","(2c_gen) general maturity certificate","34","0.408924977245741","0.293754227534304","0.524095726957177"
"Big worries","1995","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"Big worries","1995","16-34 y.","(3a) lower tertiary education","","","",""
"Big worries","1995","16-34 y.","(3b) higher tertiary education","","","",""
"Big worries","1995","35-65 y.","(0) in school","","","",""
"Big worries","1995","35-65 y.","(1a) inadequately completed","145","0.43309991053108","0.381914740487102","0.484285080575058"
"Big worries","1995","35-65 y.","(1b) general elementary school","139","0.485269397479748","0.431264693628425","0.539274101331071"
"Big worries","1995","35-65 y.","(1c) basic vocational qualification","61","0.360616429146393","0.291977158975537","0.429255699317249"
"Big worries","1995","35-65 y.","(2b) intermediate general qualification","","","",""
"Big worries","1995","35-65 y.","(2a) intermediate vocational","","","",""
"Big worries","1995","35-65 y.","(2c_gen) general maturity certificate","","","",""
"Big worries","1995","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"Big worries","1995","35-65 y.","(3a) lower tertiary education","","","",""
"Big worries","1995","35-65 y.","(3b) higher tertiary education","","","",""
"Big worries","1995","66 and older","(0) in school","","","",""
"Big worries","1995","66 and older","(1a) inadequately completed","","","",""
"Big worries","1995","66 and older","(1b) general elementary school","","","",""
"Big worries","1995","66 and older","(1c) basic vocational qualification","","","",""
"Big worries","1995","66 and older","(2b) intermediate general qualification","","","",""
"Big worries","1995","66 and older","(2a) intermediate vocational","","","",""
"Big worries","1995","66 and older","(2c_gen) general maturity certificate","","","",""
"Big worries","1995","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Big worries","1995","66 and older","(3a) lower tertiary education","","","",""
"Big worries","1995","66 and older","(3b) higher tertiary education","","","",""
"Some worries","1995","16-34 y.","(0) in school","","","",""
"Some worries","1995","16-34 y.","(1a) inadequately completed","42","0.470913548231035","0.362875910946512","0.578951185515557"
"Some worries","1995","16-34 y.","(1b) general elementary school","107","0.364717486143435","0.305168691663734","0.424266280623135"
"Some worries","1995","16-34 y.","(1c) basic vocational qualification","91","0.49834296966427","0.426870829671414","0.569815109657125"
"Some worries","1995","16-34 y.","(2b) intermediate general qualification","","","",""
"Some worries","1995","16-34 y.","(2a) intermediate vocational","","","",""
"Some worries","1995","16-34 y.","(2c_gen) general maturity certificate","","","",""
"Some worries","1995","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"Some worries","1995","16-34 y.","(3a) lower tertiary education","","","",""
"Some worries","1995","16-34 y.","(3b) higher tertiary education","","","",""
"Some worries","1995","35-65 y.","(0) in school","","","",""
"Some worries","1995","35-65 y.","(1a) inadequately completed","165","0.434497664311535","0.383293207282874","0.485702121340196"
"Some worries","1995","35-65 y.","(1b) general elementary school","144","0.394187617886609","0.341383145942894","0.446992089830325"
"Some worries","1995","35-65 y.","(1c) basic vocational qualification","86","0.435055148354546","0.364188099080428","0.505922197628664"
"Some worries","1995","35-65 y.","(2b) intermediate general qualification","","","",""
"Some worries","1995","35-65 y.","(2a) intermediate vocational","","","",""
"Some worries","1995","35-65 y.","(2c_gen) general maturity certificate","","","",""
"Some worries","1995","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"Some worries","1995","35-65 y.","(3a) lower tertiary education","","","",""
"Some worries","1995","35-65 y.","(3b) higher tertiary education","","","",""
"Some worries","1995","66 and older","(0) in school","","","",""
"Some worries","1995","66 and older","(1a) inadequately completed","","","",""
"Some worries","1995","66 and older","(1b) general elementary school","","","",""
"Some worries","1995","66 and older","(1c) basic vocational qualification","","","",""
"Some worries","1995","66 and older","(2b) intermediate general qualification","","","",""
"Some worries","1995","66 and older","(2a) intermediate vocational","","","",""
"Some worries","1995","66 and older","(2c_gen) general maturity certificate","","","",""
"Some worries","1995","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Some worries","1995","66 and older","(3a) lower tertiary education","","","",""
"Some worries","1995","66 and older","(3b) higher tertiary education","","","",""
"No worries","1995","16-34 y.","(0) in school","","","",""
"No worries","1995","16-34 y.","(1a) inadequately completed","","","",""
"No worries","1995","16-34 y.","(1b) general elementary school","30","0.117424230565902","0.0775982853655543","0.15725017576625"
"No worries","1995","16-34 y.","(1c) basic vocational qualification","","","",""
"No worries","1995","16-34 y.","(2b) intermediate general qualification","","","",""
"No worries","1995","16-34 y.","(2a) intermediate vocational","","","",""
"No worries","1995","16-34 y.","(2c_gen) general maturity certificate","","","",""
"No worries","1995","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"No worries","1995","16-34 y.","(3a) lower tertiary education","","","",""
"No worries","1995","16-34 y.","(3b) higher tertiary education","","","",""
"No worries","1995","35-65 y.","(0) in school","","","",""
"No worries","1995","35-65 y.","(1a) inadequately completed","50","0.132402425157385","0.0973914687021225","0.167413381612648"
"No worries","1995","35-65 y.","(1b) general elementary school","46","0.120542984633643","0.0853603449157822","0.155725624351503"
"No worries","1995","35-65 y.","(1c) basic vocational qualification","41","0.204328422499061","0.146691540342633","0.261965304655488"
"No worries","1995","35-65 y.","(2b) intermediate general qualification","","","",""
"No worries","1995","35-65 y.","(2a) intermediate vocational","","","",""
"No worries","1995","35-65 y.","(2c_gen) general maturity certificate","","","",""
"No worries","1995","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"No worries","1995","35-65 y.","(3a) lower tertiary education","","","",""
"No worries","1995","35-65 y.","(3b) higher tertiary education","","","",""
"No worries","1995","66 and older","(0) in school","","","",""
"No worries","1995","66 and older","(1a) inadequately completed","","","",""
"No worries","1995","66 and older","(1b) general elementary school","","","",""
"No worries","1995","66 and older","(1c) basic vocational qualification","","","",""
"No worries","1995","66 and older","(2b) intermediate general qualification","","","",""
"No worries","1995","66 and older","(2a) intermediate vocational","","","",""
"No worries","1995","66 and older","(2c_gen) general maturity certificate","","","",""
"No worries","1995","66 and older","(2c_voc) vocational maturity certificate","","","",""
"No worries","1995","66 and older","(3a) lower tertiary education","","","",""
"No worries","1995","66 and older","(3b) higher tertiary education","","","",""
"Big worries","1996","16-34 y.","(0) in school","79","0.287295489840987","0.234199081203036","0.340391898478938"
"Big worries","1996","16-34 y.","(1a) inadequately completed","51","0.431860712134685","0.345371472702668","0.518349951566703"
"Big worries","1996","16-34 y.","(1b) general elementary school","202","0.383072337976402","0.341208337260414","0.42493633869239"
"Big worries","1996","16-34 y.","(1c) basic vocational qualification","304","0.339147075266367","0.308234716738318","0.370059433794416"
"Big worries","1996","16-34 y.","(2b) intermediate general qualification","111","0.296565694184031","0.24964443834919","0.343486950018871"
"Big worries","1996","16-34 y.","(2a) intermediate vocational","332","0.268168132347964","0.242998095434029","0.2933381692619"
"Big worries","1996","16-34 y.","(2c_gen) general maturity certificate","96","0.295663937793794","0.247923799400666","0.343404076186922"
"Big worries","1996","16-34 y.","(2c_voc) vocational maturity certificate","93","0.28346487647331","0.234008633838247","0.332921119108372"
"Big worries","1996","16-34 y.","(3a) lower tertiary education","46","0.223742000258172","0.166553354836491","0.280930645679853"
"Big worries","1996","16-34 y.","(3b) higher tertiary education","40","0.201941794140605","0.148894023208921","0.25498956507229"
"Big worries","1996","35-65 y.","(0) in school","","","",""
"Big worries","1996","35-65 y.","(1a) inadequately completed","148","0.436977708538046","0.386974873602357","0.486980543473734"
"Big worries","1996","35-65 y.","(1b) general elementary school","343","0.361261514984273","0.331201722461386","0.391321307507161"
